EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,Arc3FGM,Arc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2A,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,AssistPoints,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,LiveBallTurnovers,BadPassTurnovers,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,FoulsDrawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,DefAtRimReboundPct,DefCorner3ReboundPct,SelfORebPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,ShootingFouls,Fouls,SecondChanceAtRimFGM,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,SecondChanceFG2M,SecondChancePoints,PtsUnassisted3s,PtsPutbacks,Corner3Assists,LongMidRangeAssists,OffThreePtRebounds,FTOffRebounds,Steals,BadPassSteals,LostBallSteals,DeadBallTurnovers,LostBallTurnovers,Travels,Offensive Fouls,Offensive Fouls Drawn,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,ShortMidRangePctBlocked,OffFTReboundPct,OffThreePtReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,SecondChancePointsPct,SecondChanceFtPoints,Blocked2s,BlockedLongMidRange,Blocks,RecoveredBlocks,BlocksRecoveredPct,Loose Ball Fouls,SecondChanceArc3FGA,SecondChanceFG3A,BlockedShortMidRange,SecondChanceArc3Frequency,SecondChanceCorner3FGA,ShortMidRangeAssists,BadPassOutOfBoundsTurnovers,Loose Ball Fouls Drawn,ShortMidRangePctAssisted,SecondChanceCorner3Frequency,3SecondViolations,Defensive 3 Seconds Violations,SecondChanceCorner3FGM,SecondChanceFG3M,HeaveAttempts,Fg3aBlocked,BlockedAtRim,SecondChanceFg3Pct,FG3APctBlocked,Arc3PctBlocked,SecondChanceAtRimPctAssisted,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,Blocked3s,BlockedArc3,Technical Free Throw Trips,LostBallOutOfBoundsTurnovers,LongMidRangePctBlocked,StepOutOfBoundsTurnovers,team_id,year,season,team_vs
1498-1712-2217-2407-2873,1610612764,"Antonio Daniels, Antawn Jamison, Brendan Haywood, Jared Jeffries, Billy Thomas","Daniels, Jamison, Haywood, Jeffries, Thomas",1498-1712-2217-2407-2873,WAS,263.0,1,4.0,-5.0,7,7,6.0,7.0,2.0,14,2.0,4.0,1.0,2.0,4.0,,1.0,,,,,2.0,6.0,,,1.0,5.0,10,1.0,2.0,6.0,,,,4.0,2.0,2.0,,,,2.0,1.0,,1.0,,1.0,2.0,2.0,1.0,2.0,,3.0,2.0,5.0,1.0,,,2.0,1.0,2.0,1.0,2.0,,1.0,3.0,4.0,6.0,0.5,1.0,,,,,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.35714285714285715,0.3333333333333333,,0.3333333333333333,0.25,,,0.6666666666666666,0.5,1.0,0.75,0.5,0.5,,,0.5,76.65399239543726,18.571428571428573,19.0,18.571428571428573,19.0,0.6666666666666666,0.5,0.6666666666666666,0.5,0.16666666666666666,,,,,,,1.0,0.6666666666666666,0.5,,,0.6666666666666666,,0.5677,0.6622,0.5677,0.14285714285714285,0.14285714285714285,0.8,5.3500000000000005,,0.8571428571428571,3.0,4.0,1.0,,1.0,,,,,1.0,2.0,,2.0,,,,,,,,2.0,,,,,,1.0,,1.0,1.0,1.0,1.0,,,1.0,,,,1.0,0.5,1.0,0.16666666666666666,,,,,,,,1.0,,,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612764,2006,2005-06,True
1498-1712-2240-2406-2407,1610612764,"Antonio Daniels, Antawn Jamison, Gilbert Arenas, Caron Butler, Jared Jeffries","Daniels, Jamison, Arenas, Butler, Jeffries",1498-1712-2240-2406-2407,WAS,3638.0,6,61.0,-13.0,111,121,56.0,70.0,19.0,232,30.0,46.0,11.0,13.0,19.0,3.0,10.0,6.0,12.0,5.0,10.0,44.0,80.0,10.0,20.0,24.0,142.0,155,13.0,18.0,30.0,7.0,14.0,18.0,75.0,40.0,48.0,15.0,11.0,6.0,3.0,20.0,5.0,25.0,2.0,13.0,55.0,16.0,14.0,15.0,2.0,31.0,20.0,51.0,4.0,6.0,5.0,19.0,2.0,11.0,28.0,32.0,4.0,10.0,116.0,75.0,56.0,0.45454545454545453,0.5128205128205128,0.5,0.5,0.5,0.5263157894736842,0.55,0.6,0.59,0.6477272727272727,0.6228070175438597,0.6818181818181818,0.2,0.0375,0.021739130434782608,0.3157894736842105,0.6666666666666666,0.6,0.45714285714285713,0.8235294117647058,0.6904761904761905,0.4,0.5625,0.7142857142857143,1.0,0.0975609756097561,91.83067619571193,16.61261261261261,14.826446280991735,15.72072072072072,14.239669421487603,0.46,0.6521739130434783,0.6666666666666666,0.43333333333333335,0.1,0.3,0.375,0.12,0.5,0.5454545454545454,0.3333333333333333,0.7857142857142857,0.4318181818181818,0.6842105263157895,0.22727272727272727,0.5,0.66,0.5454545454545454,0.5369090909090909,0.5999571428571429,0.55125,0.09433962264150944,0.11627906976744186,0.528169014084507,6.68,25.575,0.5045045045045045,19.0,40.0,7.0,11.0,24.0,4.0,8.0,2.0,4.0,8.0,26.0,15.0,10.0,3.0,6.0,2.0,2.0,12.0,5.0,7.0,13.0,1.0,1.0,5.0,3.0,8.0,11.0,8.0,0.6153846153846154,0.6785714285714286,0.7222222222222222,0.2,0.3333333333333333,0.2,0.5714285714285714,0.25,0.16666666666666666,0.25,0.5,0.5833333333333334,0.8,0.24,0.4583333333333333,0.4583333333333333,0.5454545454545454,0.08,0.5,0.5,0.75,0.6363636363636364,0.09090909090909091,0.5,0.18309859154929578,7.0,4.0,1.0,4.0,4.0,1.0,2.0,,1.0,1.0,,1.0,1.0,2.0,,0.3333333333333333,0.07142857142857142,,,1.0,1.0,1.0,1.0,2.0,1.0,0.05,0.08333333333333333,0.2857142857142857,1.0,1.0,,,,,,,1610612764,2006,2005-06,True
1498-1712-2240-2407-2873,1610612764,"Antonio Daniels, Antawn Jamison, Gilbert Arenas, Jared Jeffries, Billy Thomas","Daniels, Jamison, Arenas, Jeffries, Thomas",1498-1712-2240-2407-2873,WAS,11.0,1,,-2.0,1,2,1.0,2.0,,3,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,1.0,,1.0,,1.0,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,392.72727272727275,9.0,1.0,9.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,2.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612764,2006,2005-06,True
1498-1712-2406-2407-2873,1610612764,"Antonio Daniels, Antawn Jamison, Caron Butler, Jared Jeffries, Billy Thomas","Daniels, Jamison, Butler, Jeffries, Thomas",1498-1712-2406-2407-2873,WAS,71.0,2,1.0,,3,3,3.0,3.0,1.0,6,1.0,3.0,2.0,1.0,3.0,,1.0,,,,,1.0,5.0,,,,2.0,2,3.0,1.0,5.0,,,,2.0,,2.0,,,,,,,,,,,3.0,1.0,,1.0,2.0,3.0,5.0,,,,,,,,,,,2.0,2.0,3.0,,,,,,,0.2,0.2,0.2,0.2,0.2,0.2,,,,,1.0,,0.75,1.0,1.0,0.75,0.5,,,,121.69014084507042,16.333333333333332,7.333333333333333,13.333333333333334,7.333333333333333,0.6,0.3333333333333333,0.3333333333333333,,0.2,,,,,,,0.6666666666666666,0.6,0.3333333333333333,,,0.6,,0.56392,0.5986333333333334,0.56392,,,1.0,5.8,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,1.0,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612764,2006,2005-06,True
1498-1913-2217-2240-2406,1610612764,"Antonio Daniels, Michael Ruffin, Brendan Haywood, Gilbert Arenas, Caron Butler","Daniels, Ruffin, Haywood, Arenas, Butler",1498-1913-2217-2240-2406,WAS,406.0,4,7.0,12.0,13,13,3.0,3.0,2.0,26,5.0,9.0,2.0,1.0,2.0,,,,,,,6.0,12.0,1.0,2.0,4.0,19.0,7,2.0,1.0,2.0,,,2.0,4.0,4.0,8.0,3.0,,,,2.0,1.0,3.0,,1.0,7.0,3.0,1.0,4.0,2.0,7.0,3.0,10.0,2.0,,,,,,4.0,4.0,,1.0,15.0,4.0,3.0,0.3333333333333333,0.4,1.0,0.5,,0.5,0.5,0.5,0.5357142857142857,0.5,0.59375,0.6666666666666666,0.14285714285714285,,,,1.0,0.8,0.5,1.0,0.8333333333333334,0.42857142857142855,0.75,1.0,,0.2857142857142857,92.21674876847291,13.923076923076923,17.307692307692307,13.692307692307692,16.76923076923077,0.6428571428571429,0.5555555555555556,0.5555555555555556,0.2,,,,,,,,1.0,1.0,0.5,,,0.7857142857142857,,0.5227071428571428,0.6133,0.5344,0.06666666666666667,0.07692307692307693,0.21052631578947367,5.591666666666666,24.35,0.23076923076923078,2.0,3.0,1.0,1.0,3.0,1.0,2.0,,,1.0,4.0,,2.0,1.0,1.0,,,2.0,1.0,1.0,,,,,,1.0,,1.0,0.5,0.5,0.6666666666666666,,,,,,,,1.0,0.6666666666666666,1.0,0.21428571428571427,0.3333333333333333,0.3333333333333333,1.0,0.14285714285714285,0.5,0.5,1.0,0.5,,,0.21052631578947367,2.0,,,1.0,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,1.0,1.0,,,,,1610612764,2006,2005-06,True
1498-1913-2240-2406-2407,1610612764,"Antonio Daniels, Michael Ruffin, Gilbert Arenas, Caron Butler, Jared Jeffries","Daniels, Ruffin, Arenas, Butler, Jeffries",1498-1913-2240-2406-2407,WAS,909.0,5,15.0,6.0,31,27,17.0,6.0,6.0,58,7.0,11.0,2.0,3.0,3.0,1.0,4.0,,1.0,,1.0,9.0,22.0,,3.0,13.0,31.0,25,3.0,4.0,8.0,,3.0,8.0,16.0,6.0,12.0,,1.0,,2.0,3.0,,3.0,,2.0,6.0,5.0,3.0,10.0,3.0,16.0,6.0,22.0,,2.0,2.0,4.0,,4.0,7.0,17.0,,4.0,21.0,16.0,17.0,0.3333333333333333,0.375,,,,,0.4090909090909091,0.5,0.36,0.36363636363636365,0.46875,0.5,0.12,0.09090909090909091,0.09090909090909091,0.5,1.0,0.8333333333333334,0.38461538461538464,0.6,0.7647058823529411,0.375,0.5,0.8,,,91.88118811881188,16.096774193548388,15.185185185185185,15.03225806451613,13.962962962962964,0.44,0.6363636363636364,0.7,0.2857142857142857,0.16,0.25,0.3333333333333333,0.04,,,,0.6666666666666666,0.2727272727272727,1.0,0.09090909090909091,,0.56,,0.511218,0.5514333333333333,0.47513181818181816,0.13793103448275862,0.15384615384615385,0.5161290322580645,8.063636363636364,23.766666666666666,0.5483870967741935,3.0,7.0,2.0,1.0,7.0,,2.0,,2.0,2.0,10.0,,2.0,,,1.0,,,,,2.0,,,,,3.0,,2.0,0.6666666666666666,0.6666666666666666,0.75,0.25,,0.3333333333333333,0.6666666666666666,0.16666666666666666,,0.5,1.0,0.8,0.6,0.28,0.14285714285714285,0.14285714285714285,,0.08,,,,1.0,0.18181818181818182,,0.3225806451612903,6.0,3.0,,3.0,3.0,1.0,1.0,,,,,,1.0,2.0,,1.0,,,,,,,,3.0,,,,,,,,,3.0,,,,1610612764,2006,2005-06,True
1498-1913-2240-2406-2873,1610612764,"Antonio Daniels, Michael Ruffin, Gilbert Arenas, Caron Butler, Billy Thomas","Daniels, Ruffin, Arenas, Butler, Thomas",1498-1913-2240-2406-2873,WAS,221.0,2,4.0,-1.0,7,5,3.0,2.0,1.0,12,,2.0,,,1.0,,,,,,,1.0,4.0,,,4.0,6.0,7,,1.0,2.0,,,3.0,5.0,2.0,,,,,,1.0,,1.0,,,2.0,,1.0,1.0,,2.0,1.0,3.0,,1.0,1.0,1.0,,,3.0,6.0,,3.0,4.0,5.0,3.0,1.0,1.0,,,,,0.25,0.5,0.25,0.5,0.42857142857142855,0.625,,,,1.0,,0.3333333333333333,,1.0,0.5,,,,,,78.19004524886878,18.0,19.0,15.857142857142858,16.8,0.5,,,,,,,,,,,,0.5,,,,0.5,,0.3831,,0.36675,0.42857142857142855,0.42857142857142855,0.8333333333333334,10.25,,0.42857142857142855,,1.0,,1.0,2.0,,,,,,2.0,,,,1.0,,1.0,,,,,,,,,,1.0,,,,1.0,,1.0,,,,,,1.0,,1.0,0.5,0.5,0.5,1.0,,,,,,,,0.3333333333333333,2.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,1610612764,2006,2005-06,True
1498-1913-2240-2407-2873,1610612764,"Antonio Daniels, Michael Ruffin, Gilbert Arenas, Jared Jeffries, Billy Thomas","Daniels, Ruffin, Arenas, Jeffries, Thomas",1498-1913-2240-2407-2873,WAS,34.0,1,1.0,-2.0,2,1,2.0,1.0,,3,,,,,,,,,1.0,,1.0,,,,1.0,,,2,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,127.05882352941177,9.0,16.0,9.0,16.0,,,,,,,,1.0,,,,,,,1.0,,1.0,,0.44625,,0.44625,,,,,24.2,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612764,2006,2005-06,True
1498-2041-2240-2406-2407,1610612764,"Antonio Daniels, Etan Thomas, Gilbert Arenas, Caron Butler, Jared Jeffries","Daniels, Thomas, Arenas, Butler, Jeffries",1498-2041-2240-2406-2407,WAS,154.0,2,3.0,-1.0,6,6,4.0,4.0,,12,1.0,1.0,,1.0,1.0,,,,2.0,,2.0,1.0,1.0,,2.0,3.0,5.0,6,,1.0,1.0,,2.0,2.0,4.0,2.0,,,2.0,,,1.0,,1.0,,1.0,2.0,,1.0,1.0,1.0,3.0,,3.0,,1.0,,1.0,,,2.0,4.0,,1.0,5.0,4.0,4.0,1.0,1.0,,,,,1.0,1.0,0.3333333333333333,0.3333333333333333,0.5,0.5,0.6666666666666666,,,1.0,1.0,0.5,,1.0,0.6666666666666666,,,1.0,,,112.2077922077922,10.166666666666666,15.5,10.166666666666666,14.666666666666666,0.3333333333333333,1.0,1.0,1.0,,,,0.6666666666666666,,,,,0.3333333333333333,1.0,0.6666666666666666,,1.0,,0.698925,,0.698925,0.25,0.5,0.8,0.8,31.15,0.6666666666666666,3.0,4.0,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612764,2006,2005-06,True
1498-2217-2240-2406-2407,1610612764,"Antonio Daniels, Brendan Haywood, Gilbert Arenas, Caron Butler, Jared Jeffries","Daniels, Haywood, Arenas, Butler, Jeffries",1498-2217-2240-2406-2407,WAS,941.0,4,16.0,6.0,30,29,6.0,16.0,6.0,59,5.0,7.0,2.0,,,2.0,5.0,,2.0,,,9.0,20.0,1.0,3.0,10.0,31.0,25,5.0,,3.0,,,4.0,4.0,4.0,14.0,3.0,2.0,,4.0,2.0,1.0,3.0,,1.0,7.0,6.0,2.0,6.0,2.0,10.0,6.0,16.0,,3.0,2.0,8.0,,2.0,10.0,11.0,1.0,4.0,23.0,4.0,6.0,0.2222222222222222,0.2857142857142857,1.0,0.3333333333333333,,0.3333333333333333,0.45,,0.45652173913043476,,0.5535714285714286,0.4,0.13043478260869565,0.2,0.14285714285714285,0.375,1.0,0.6666666666666666,0.5454545454545454,0.5,0.6153846153846154,0.46153846153846156,1.0,0.8,,,90.28692879914983,15.8,16.103448275862068,14.966666666666667,15.310344827586206,0.30434782608695654,0.7142857142857143,0.8333333333333334,0.2,0.21739130434782608,0.4,0.6666666666666666,0.08695652173913043,,,,0.4,,,,,0.43478260869565216,,0.4429152173913043,0.48064,0.3455,0.15384615384615385,0.17391304347826086,0.12903225806451613,9.965,25.53333333333333,0.2,4.0,10.0,2.0,2.0,8.0,1.0,1.0,,,3.0,8.0,,4.0,1.0,1.0,,,4.0,1.0,3.0,5.0,1.0,,2.0,2.0,2.0,1.0,2.0,0.6,0.6,0.6666666666666666,0.4,,,0.6666666666666666,0.3333333333333333,,,,0.6666666666666666,0.5,0.34782608695652173,0.25,0.2857142857142857,0.5,0.043478260869565216,1.0,1.0,1.0,1.0,,,0.25806451612903225,2.0,1.0,,1.0,1.0,1.0,1.0,,,,,,,1.0,2.0,,,,,,,,,1.0,,,,0.5,,,,,,2.0,0.125,,1610612764,2006,2005-06,True
1498-2240-2406-2407-2873,1610612764,"Antonio Daniels, Gilbert Arenas, Caron Butler, Jared Jeffries, Billy Thomas","Daniels, Arenas, Butler, Jeffries, Thomas",1498-2240-2406-2407-2873,WAS,42.0,1,1.0,-2.0,1,1,1.0,,,2,,,,,,,,,,,,,1.0,,,,,2,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,68.57142857142857,26.0,16.0,26.0,16.0,,,,,,,,,,,,,,,,,,,0.3191,,0.3191,,,,16.0,,1.0,1.0,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612764,2006,2005-06,True
1712-1913-2240-2406-2407,1610612764,"Antawn Jamison, Michael Ruffin, Gilbert Arenas, Caron Butler, Jared Jeffries","Jamison, Ruffin, Arenas, Butler, Jeffries",1712-1913-2240-2406-2407,WAS,51.0,1,1.0,,2,2,,,,4,,1.0,,,,,,,,,,,1.0,,,2.0,2.0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,,1.0,2.0,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,112.94117647058823,12.0,13.5,12.0,13.5,1.0,,,,,,,,,,,,,,,,1.0,,0.263,,,0.5,0.5,,3.9,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612764,2006,2005-06,True
1712-2041-2240-2406-2407,1610612764,"Antawn Jamison, Etan Thomas, Gilbert Arenas, Caron Butler, Jared Jeffries","Jamison, Thomas, Arenas, Butler, Jeffries",1712-2041-2240-2406-2407,WAS,275.0,1,5.0,4.0,7,8,2.0,,1.0,15,,1.0,,,,,1.0,,,,,3.0,5.0,,,7.0,13.0,9,,,,,,4.0,4.0,2.0,4.0,,,,,1.0,,1.0,,,2.0,1.0,,2.0,1.0,3.0,1.0,4.0,1.0,,,,,,5.0,10.0,,3.0,11.0,4.0,2.0,0.3333333333333333,0.3333333333333333,,,,,0.6,,0.6,,0.65,0.6666666666666666,,,,,1.0,1.0,0.5,,1.0,0.5,,,,0.5,78.54545454545455,22.714285714285715,14.5,22.714285714285715,14.5,0.2,,,,0.2,,,,,,,,,,,,0.2,,0.39732,,,0.375,0.375,0.3076923076923077,11.940000000000001,,0.2857142857142857,,,,3.0,3.0,,,,,,2.0,,,,1.0,,,1.0,,1.0,,,,,,2.0,,1.0,,,1.0,,,,1.0,,,,,1.0,,0.6,1.0,1.0,0.3333333333333333,,,,,,,,0.15384615384615385,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612764,2006,2005-06,True
1712-2217-2240-2406-2407,1610612764,"Antawn Jamison, Brendan Haywood, Gilbert Arenas, Caron Butler, Jared Jeffries","Jamison, Haywood, Arenas, Butler, Jeffries",1712-2217-2240-2406-2407,WAS,4576.0,6,76.0,14.0,141,137,,4.0,22.0,278,29.0,43.0,13.0,,,6.0,27.0,4.0,14.0,,,51.0,112.0,5.0,16.0,29.0,146.0,132,19.0,,,,,,,48.0,54.0,3.0,14.0,4.0,10.0,24.0,1.0,25.0,,12.0,51.0,23.0,12.0,41.0,6.0,59.0,27.0,86.0,3.0,13.0,7.0,25.0,4.0,,31.0,37.0,5.0,21.0,120.0,,,0.47058823529411764,0.5454545454545454,0.2,0.3125,,0.3125,0.45535714285714285,,0.45703125,,0.5069444444444444,,0.125,0.08928571428571429,0.09302325581395349,0.52,1.0,0.640625,0.3770491803278688,0.75,0.6625,0.375,0.7857142857142857,0.6296296296296297,1.0,0.04838709677419355,87.48251748251748,16.659574468085108,16.255474452554743,15.595744680851064,15.35036496350365,0.3359375,0.6744186046511628,0.7435897435897436,0.41379310344827586,0.2109375,0.2222222222222222,0.2727272727272727,0.109375,0.2857142857142857,0.2857142857142857,,0.6190476190476191,,,,,0.4609375,0.2857142857142857,0.4982640625,0.5391078947368421,,0.14583333333333334,0.1640625,,9.508035714285715,25.025,,16.0,30.0,9.0,16.0,42.0,1.0,2.0,,,11.0,26.0,12.0,14.0,1.0,10.0,4.0,,12.0,3.0,9.0,12.0,6.0,3.0,,1.0,,1.0,,0.5789473684210527,0.5238095238095238,0.5652173913043478,0.18518518518518517,,0.36363636363636365,0.38095238095238093,0.15384615384615385,0.4,,0.6875,0.6190476190476191,0.6666666666666666,0.328125,0.38095238095238093,0.3902439024390244,0.625,0.015625,0.5,0.5,1.0,0.6923076923076923,,,0.1780821917808219,4.0,11.0,,11.0,7.0,0.6363636363636364,4.0,2.0,2.0,1.0,0.09523809523809523,,2.0,4.0,1.0,0.3333333333333333,,2.0,1.0,,,,,10.0,,,,0.1111111111111111,,,,,,,0.023809523809523808,1.0,1610612764,2006,2005-06,True
