EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,TotalPoss,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGA,FG2M,FG2A,Points,OpponentPoints,PenaltyFG2M,PenaltyFG2A,PenaltyPoints,PtsUnassisted2s,DefTwoPtRebounds,DefRebounds,Rebounds,LiveBallTurnovers,BadPassTurnovers,Turnovers,PenaltyTurnovers,DefensiveGoaltends,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,LiveBallTurnoverPct,DefTwoPtReboundPct,DefFGReboundPct,DefLongMidRangeReboundPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeFrequency,ShotQualityAvg,PenaltyShotQualityAvg,PenaltyPointsPct,Avg2ptShotDistance,PenaltyOffPossPct,PenaltyDefPoss,DeadBallTurnovers,ShootingFouls,Fouls,LongMidRangeFGM,FoulsDrawn,Offensive Fouls Drawn,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,SecondChanceOffPoss,AtRimFGM,AtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG3M,FG3A,FtPoints,SecondChanceFG3A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PtsAssisted2s,PtsUnassisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,TwoPtAssists,Assists,AtRimAssists,ShortMidRangeAssists,AssistPoints,OffTwoPtRebounds,OffRebounds,LostBallTurnovers,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,FG3APct,OffTwoPtReboundPct,OffFGReboundPct,OffLongMidRangeReboundPct,DefAtRimReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangePctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,SecondChanceArc3Frequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,SecondChanceShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,Avg3ptShotDistance,SecondChanceFtPoints,SecondChancePoints,SecondChanceTsPct,OffShortMidRangeReboundPct,SecondChancePointsPct,Steals,BadPassSteals,Travels,SecondChanceAtRimFGA,SecondChanceFG2A,PtsAssisted3s,ThreePtAssists,Arc3Assists,OffThreePtRebounds,Assisted3sPct,OffThreePtReboundPct,OffArc3ReboundPct,DefShortMidRangeReboundPct,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimFGM,Corner3FGM,Corner3FGA,SecondChanceFG2M,PtsPutbacks,Fg2aBlocked,Corner3Assists,SelfOReb,LostBallSteals,BadPassOutOfBoundsTurnovers,SecondChanceTurnovers,SecondChanceFg2Pct,SecondChanceEfgPct,FG2APctBlocked,ShortMidRangePctBlocked,SelfORebPct,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceAtRimAccuracy,LongMidRangeAssists,FTDefRebounds,Loose Ball Fouls Drawn,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,NonShootingPenaltyNonTakeFouls,AtRimPctBlocked,DefFTReboundPct,OffAtRimReboundPct,BlocksRecoveredPct,LongMidRangePctAssisted,Loose Ball Fouls,LongMidRangePctBlocked,LostBallOutOfBoundsTurnovers,FTOffRebounds,OffFTReboundPct,DefThreePtRebounds,DefThreePtReboundPct,DefArc3ReboundPct,SecondChanceCorner3FGA,PenaltyCorner3FGA,StepOutOfBoundsTurnovers,OffCorner3ReboundPct,SecondChanceCorner3Frequency,PenaltyCorner3Frequency,Technical Free Throw Trips,OffensiveGoaltends,BlockedShortMidRange,HeaveAttempts,DefCorner3ReboundPct,Offensive Fouls,3SecondViolations,BlockedLongMidRange,SecondChanceArc3FGM,SecondChanceFG3M,SecondChanceFg3Pct,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,SecondChanceAtRimPctAssisted,SecondChanceCorner3FGM,Defensive 3 Seconds Violations,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,Fg3aBlocked,FG3APctBlocked,Arc3PctBlocked,PenaltyCorner3FGM,Blocked3s,BlockedArc3,PenaltyCorner3Accuracy,Clear Path Fouls,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,BlockedCorner3,Corner3PctBlocked,team_id,year,season,team_vs
101117-101137-101189-101238-2404,1610612746,"Yaroslav Korolev, Daniel Ewing, James Singleton, Boniface Ndong, Chris Wilcox","Korolev, Ewing, Singleton, Ndong, Wilcox",101117-101137-101189-101238-2404,LAC,121.0,1,2.0,-3.0,4.0,4.0,4.0,8.0,1.0,1.0,2.0,1.0,3.0,2.0,5.0,1.0,3.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,4.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,1.0,1.0,1.0,95.20661157024794,13.5,16.75,13.5,16.75,0.3333333333333333,1.0,1.0,0.6666666666666666,0.3611333333333333,0.3611333333333333,1.0,15.566666666666668,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612746,2006,2005-06,False
101117-101137-101189-101238-452,1610612746,"Yaroslav Korolev, Daniel Ewing, James Singleton, Boniface Ndong, Vin Baker","Korolev, Ewing, Singleton, Ndong, Baker",101117-101137-101189-101238-452,LAC,63.0,1,1.0,-1.0,2.0,2.0,2.0,4.0,,,,,,,1.0,,,,,,,,,,1.0,1.0,,,,2.0,,,,,,,,,,,91.42857142857143,20.0,11.5,20.0,11.5,,,,,,,,,1.0,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612746,2006,2005-06,False
101117-101137-101189-101238-924,1610612746,"Yaroslav Korolev, Daniel Ewing, James Singleton, Boniface Ndong, Anthony Goldwire","Korolev, Ewing, Singleton, Ndong, Goldwire",101117-101137-101189-101238-924,LAC,74.0,1,1.0,,2.0,3.0,2.0,5.0,,,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,,,,1.0,1.0,1.0,1.0,,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,97.29729729729729,14.0,15.333333333333334,14.0,15.0,,,,1.0,0.3768,0.3768,1.0,16.4,1.0,3.0,,,,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612746,2006,2005-06,False
101117-101137-101189-101238-962,1610612746,"Yaroslav Korolev, Daniel Ewing, James Singleton, Boniface Ndong, Walter McCarty","Korolev, Ewing, Singleton, Ndong, McCarty",101117-101137-101189-101238-962,LAC,374.0,2,6.0,-8.0,12.0,10.0,9.0,22.0,2.0,2.0,3.0,3.0,6.0,13.0,21.0,3.0,4.0,13.0,,1.0,1.0,2.0,2.0,1.0,3.0,2.0,,13.0,13.0,9.0,0.5,0.75,0.5,0.9,0.5909090909090909,0.9285714285714286,0.6666666666666666,0.5,0.5,,84.70588235294117,17.583333333333332,16.3,16.583333333333332,15.8,0.2222222222222222,1.0,1.0,0.3333333333333333,0.43530555555555556,0.43238000000000004,1.0,10.183333333333334,0.75,2.0,1.0,2.0,2.0,,5.0,,,,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,3.0,4.0,1.0,1.0,1.0,4.0,6.0,3.0,3.0,1.0,3.0,3.0,1.0,2.0,6.0,1.0,1.0,1.0,5.0,1.0,2.0,1.0,1.0,1.0,1.0,0.3333333333333333,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.25,0.3333333333333333,1.0,0.1111111111111111,1.0,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,0.2,1.0,0.2,1.0,0.4444444444444444,0.3333333333333333,0.519,0.2,0.2857142857142857,25.96666666666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612746,2006,2005-06,False
101117-101137-101189-1442-2624,1610612746,"Yaroslav Korolev, Daniel Ewing, James Singleton, Zeljko Rebraca, Quinton Ross","Korolev, Ewing, Singleton, Rebraca, Ross",101117-101137-101189-1442-2624,LAC,135.0,1,2.0,-2.0,4.0,4.0,4.0,8.0,,2.0,1.0,,3.0,2.0,4.0,,3.0,2.0,,1.0,1.0,2.0,,,1.0,1.0,,,2.0,4.0,,,,,0.25,0.25,,1.0,1.0,,85.33333333333333,21.75,12.0,21.75,12.0,0.6666666666666666,,,0.3333333333333333,0.35109999999999997,0.35109999999999997,1.0,10.633333333333333,1.0,4.0,1.0,,,,1.0,,,,1.0,,,,,,,,,,,,2.0,,,,2.0,,,,,,,,,,1.0,1.0,,2.0,,1.0,,,,,,,,,0.3333333333333333,0.3333333333333333,,1.0,,,,,,,,,,,,,,,,,0.25,0.25,,2.0,2.0,1.0,0.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612746,2006,2005-06,False
101117-101137-101189-1442-458,1610612746,"Yaroslav Korolev, Daniel Ewing, James Singleton, Zeljko Rebraca, Howard Eisley","Korolev, Ewing, Singleton, Rebraca, Eisley",101117-101137-101189-1442-458,LAC,77.0,1,1.0,-2.0,3.0,3.0,3.0,6.0,,,,,,2.0,4.0,,,2.0,,,,,,,1.0,1.0,,2.0,2.0,3.0,,,,,1.0,1.0,,,,,112.2077922077922,18.333333333333332,7.333333333333333,18.333333333333332,7.333333333333333,,,,,,,1.0,,1.0,3.0,1.0,,,,1.0,,,,,,,,,,,,,,,,2.0,,,,2.0,,,,,,,,,,,,,2.0,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612746,2006,2005-06,False
101117-101137-101189-1749-2549,1610612746,"Yaroslav Korolev, Daniel Ewing, James Singleton, Cuttino Mobley, Chris Kaman","Korolev, Ewing, Singleton, Mobley, Kaman",101117-101137-101189-1749-2549,LAC,191.0,1,3.0,-6.0,6.0,7.0,,13.0,,,,,1.0,5.0,11.0,,,,,1.0,1.0,2.0,,,1.0,,,5.0,,,,,0.3,,0.4166666666666667,,,1.0,1.0,,98.01047120418849,15.0,14.428571428571429,14.166666666666666,14.428571428571429,,,,,0.52427,,,,,,1.0,2.0,3.0,,1.0,,,,1.0,,1.0,,,1.0,4.0,,,,1.0,4.0,2.0,,,,,,,4.0,1.0,,1.0,,,3.0,,1.0,,2.0,,1.0,,,,,0.25,,0.25,0.8,,0.25,,,0.2,,,,,0.8,0.25,0.25,,,,,,1.0,0.25,,0.16666666666666666,0.5,25.925,,,,,,1.0,1.0,,1.0,1.0,3.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612746,2006,2005-06,False
101117-101137-101189-1882-2733,1610612746,"Yaroslav Korolev, Daniel Ewing, James Singleton, Elton Brand, Shaun Livingston","Korolev, Ewing, Singleton, Brand, Livingston",101117-101137-101189-1882-2733,LAC,40.0,1,1.0,-1.0,1.0,1.0,,2.0,,,1.0,,1.0,1.0,2.0,,,,,,,,,,,,,1.0,,,,,,,0.25,,,,,,72.0,28.0,12.0,28.0,12.0,,,,1.0,0.4166,,,21.1,,,,,,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,2.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612746,2006,2005-06,False
101117-101137-101189-1894-962,1610612746,"Yaroslav Korolev, Daniel Ewing, James Singleton, Corey Maggette, Walter McCarty","Korolev, Ewing, Singleton, Maggette, McCarty",101117-101137-101189-1894-962,LAC,288.0,1,5.0,-1.0,11.0,11.0,3.0,22.0,,1.0,7.0,3.0,10.0,12.0,13.0,,4.0,2.0,6.0,3.0,3.0,8.0,,,1.0,1.0,,8.0,2.0,3.0,0.3,,0.375,,0.4,0.16666666666666666,,1.0,1.0,1.0,110.0,14.727272727272727,11.454545454545455,13.272727272727273,11.454545454545455,0.08333333333333333,,,0.5833333333333334,0.42293749999999997,0.36842,0.16666666666666666,13.26,0.2727272727272727,5.0,1.0,2.0,2.0,1.0,4.0,,0.14285714285714285,0.14285714285714285,4.0,2.0,2.0,,,,1.0,,,1.0,1.0,2.0,3.0,,,1.0,2.0,,,1.0,,,1.0,,,3.0,4.0,5.0,,6.0,,3.0,,,,,0.5,,0.5,0.16666666666666666,0.5714285714285714,0.625,0.5,1.0,0.16666666666666666,1.0,1.0,,,0.08333333333333333,,,,,,0.2,,0.3333333333333333,,0.40976666666666667,0.2,0.23076923076923078,26.0,2.0,4.0,0.5,1.0,0.3333333333333333,1.0,,,1.0,3.0,3.0,1.0,,1.0,1.0,1.0,1.0,,,0.3333333333333333,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,0.1,1.0,0.14285714285714285,0.08333333333333333,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612746,2006,2005-06,False
101117-101137-101189-2209-2549,1610612746,"Yaroslav Korolev, Daniel Ewing, James Singleton, Vladimir Radmanovic, Chris Kaman","Korolev, Ewing, Singleton, Radmanovic, Kaman",101117-101137-101189-2209-2549,LAC,95.0,1,2.0,-5.0,3.0,3.0,,6.0,,1.0,1.0,,2.0,,5.0,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,1.0,,,,90.94736842105263,18.666666666666668,13.0,18.666666666666668,9.666666666666666,0.5,,,0.5,0.3733,,,13.8,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612746,2006,2005-06,False
