EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGA,PenaltyAtRimFGA,LongMidRangeFGA,Arc3FGA,SecondChanceArc3FGA,PenaltyArc3FGA,FG2A,FG3A,OpponentPoints,SecondChanceFG2A,SecondChanceFG3A,PenaltyFG2A,PenaltyFG3A,NonHeaveArc3FGA,Fg2aBlocked,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefRebounds,OffRebounds,Rebounds,Steals,BadPassSteals,ShootingFouls,Fouls,PenaltyOffPossExcludingTakeFouls,FG3APct,FG2APctBlocked,AtRimPctBlocked,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffArc3ReboundPct,DefCorner3ReboundPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,LongMidRangeFrequency,Arc3Frequency,SecondChanceArc3Frequency,PenaltyAtRimFrequency,PenaltyArc3Frequency,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,AtRimFGM,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,FG2M,FtPoints,Points,SecondChanceFG2M,SecondChancePoints,PenaltyFG2M,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,TwoPtAssists,Assists,AtRimAssists,LongMidRangeAssists,AssistPoints,DefTwoPtRebounds,FTDefRebounds,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,FoulsDrawn,FTA,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,FirstChancePoints,PenaltyPointsExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,DefFTReboundPct,DefTwoPtReboundPct,OffLongMidRangeReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyAtRimAccuracy,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,PtsPutbacks,ShortMidRangeAssists,SelfOReb,LiveBallTurnovers,BadPassTurnovers,LostBallTurnovers,Offensive Fouls,LiveBallTurnoverPct,DefArc3ReboundPct,SelfORebPct,ShortMidRangePctAssisted,Arc3FGM,FG3M,SecondChanceFtPoints,PtsAssisted3s,NonHeaveArc3FGM,ThreePtAssists,Arc3Assists,StepOutOfBoundsTurnovers,Loose Ball Fouls Drawn,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,OffShortMidRangeReboundPct,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,NonHeaveArc3Accuracy,Travels,Corner3FGA,LostBallSteals,OffCorner3ReboundPct,Corner3Frequency,Loose Ball Fouls,Blocked2s,BlockedShortMidRange,Blocks,RecoveredBlocks,BlocksRecoveredPct,2pt And 1 Free Throw Trips,BlockedAtRim,BadPassOutOfBoundsTurnovers,PenaltyArc3FGM,PenaltyFG3M,Fg3aBlocked,Offensive Fouls Drawn,PenaltyFg3Pct,FG3APctBlocked,ShortMidRangePctBlocked,Corner3PctBlocked,PenaltyArc3Accuracy,Technical Free Throw Trips,PtsUnassisted3s,DefensiveGoaltends,SecondChanceCorner3FGA,PenaltyCorner3FGA,SecondChanceCorner3Frequency,PenaltyCorner3Frequency,Clear Path Fouls,LongMidRangePctBlocked,FTOffRebounds,OffFTReboundPct,Corner3FGM,Corner3Assists,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,3SecondViolations,SecondChanceAtRimPctAssisted,PenaltyCorner3FGM,Defensive 3 Seconds Violations,PenaltyCorner3Accuracy,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,SecondChanceArc3FGM,SecondChanceFG3M,HeaveAttempts,SecondChanceFg3Pct,SecondChanceArc3Accuracy,Arc3PctBlocked,Blocked3s,BlockedArc3,BlockedLongMidRange,OffensiveGoaltends,SecondChanceCorner3FGM,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3PctAssisted,3pt And 1 Free Throw Trips,BlockedCorner3,team_id,year,season,team_vs
101108-101138-101178-2446-2747,1610612740,"Chris Paul, Brandon Bass, Arvydas Macijauskas, Rasual Butler, JR Smith","Paul, Bass, Macijauskas, Butler, Smith",101108-101138-101178-2446-2747,NOK,111.0,1,2.0,-4.0,4.0,5.0,4.0,3.0,2.0,9.0,1.0,1.0,2.0,3.0,1.0,3.0,3.0,3.0,4.0,1.0,1.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,4.0,0.5,0.3333333333333333,1.0,0.3333333333333333,1.0,0.3333333333333333,1.0,0.3333333333333333,1.0,0.3333333333333333,1.0,116.75675675675676,17.25,8.4,10.5,8.4,0.16666666666666666,0.3333333333333333,0.5,0.5,0.16666666666666666,0.5,0.6666666666666666,0.5282333333333333,0.46125,0.5282333333333333,10.766666666666666,25.866666666666664,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612740,2006,2005-06,False
101108-101138-136-2046-2049,1610612740,"Chris Paul, Brandon Bass, P.J. Brown, Desmond Mason, Speedy Claxton","Paul, Bass, Brown, Mason, Claxton",101108-101138-136-2046-2049,NOK,784.0,3,13.0,1.0,22.0,21.0,12.0,10.0,5.0,43.0,8.0,5.0,12.0,1.0,,,22.0,1.0,24.0,5.0,,9.0,,1.0,4.0,,7.0,1.0,8.0,7.0,15.0,2.0,2.0,2.0,4.0,12.0,0.043478260869565216,0.18181818181818182,0.5,0.6363636363636364,1.0,,0.7777777777777778,0.5833333333333334,0.6666666666666666,,1.0,78.9795918367347,19.727272727272727,16.666666666666668,17.09090909090909,16.19047619047619,0.34782608695652173,0.5217391304347826,0.043478260869565216,,0.5555555555555556,,0.391304347826087,0.4493586956521739,0.42216,0.4857888888888888,10.427272727272728,24.5,0.5454545454545454,4.0,1.0,1.0,3.0,1.0,2.0,5.0,10.0,5.0,25.0,2.0,4.0,5.0,4.0,14.0,12.0,8.0,6.0,6.0,1.0,5.0,12.0,6.0,1.0,3.0,2.0,3.0,1.0,2.0,5.0,6.0,2.0,1.0,21.0,14.0,1.0,1.0,0.6,0.6,0.45454545454545453,0.4,0.5555555555555556,0.43478260869565216,0.4,0.5555555555555556,0.4807692307692308,0.4,0.6363636363636364,1.0,0.75,0.7142857142857143,0.5,1.0,0.6666666666666666,0.5,1.0,0.25,0.08695652173913043,0.5,0.5,0.4166666666666667,0.4166666666666667,1.0,0.2,1.0,0.6,0.08,0.08333333333333333,0.16,0.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612740,2006,2005-06,False
101108-101138-136-2046-2446,1610612740,"Chris Paul, Brandon Bass, P.J. Brown, Desmond Mason, Rasual Butler","Paul, Bass, Brown, Mason, Butler",101108-101138-136-2046-2446,NOK,764.0,2,13.0,-13.0,24.0,24.0,4.0,,3.0,48.0,6.0,,8.0,1.0,,,19.0,1.0,33.0,4.0,,1.0,,1.0,1.0,,4.0,3.0,8.0,4.0,12.0,1.0,1.0,1.0,4.0,4.0,0.05,0.05263157894736842,0.16666666666666666,0.3333333333333333,1.0,,1.0,0.3076923076923077,0.5,,1.0,90.47120418848168,18.875,12.958333333333334,18.208333333333332,12.958333333333334,0.3,0.4,0.05,,,,0.35,0.4475225,0.561925,0.3932,10.021052631578948,26.5,0.16666666666666666,4.0,2.0,4.0,,2.0,5.0,1.0,7.0,6.0,20.0,2.0,4.0,,1.0,1.0,6.0,8.0,3.0,3.0,2.0,,6.0,4.0,1.0,2.0,,4.0,,2.0,7.0,8.0,3.0,1.0,16.0,1.0,,1.0,0.42857142857142855,0.6,0.3684210526315789,0.5,,0.35,0.5,,0.4166666666666667,0.5,0.25,1.0,1.0,0.42857142857142855,,1.0,1.0,0.6666666666666666,0.8,0.5,0.25,0.4,0.4,0.125,0.125,,1.0,0.5,,0.13043478260869565,0.13636363636363635,0.2,0.05,4.0,1.0,1.0,2.0,1.0,1.0,2.0,0.5,1.0,0.08333333333333333,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612740,2006,2005-06,False
101108-101138-136-2046-2745,1610612740,"Chris Paul, Brandon Bass, P.J. Brown, Desmond Mason, Kirk Snyder","Paul, Bass, Brown, Mason, Snyder",101108-101138-136-2046-2745,NOK,123.0,1,2.0,-1.0,4.0,4.0,,3.0,,8.0,,,4.0,,,,4.0,,5.0,,,,,,,,,,1.0,,1.0,,,1.0,1.0,,,,,,,,1.0,,,,,93.65853658536587,17.25,13.5,17.25,13.5,,1.0,,,,,,0.4007,,,18.1,,,,,,,,,2.0,2.0,,4.0,,,,,,,4.0,,,,,,1.0,,,,,,,,,,,4.0,,,,,,0.5,,,0.5,,,0.5,,,,1.0,,,,1.0,,,,,,,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612740,2006,2005-06,False
101108-101138-136-2411-2747,1610612740,"Chris Paul, Brandon Bass, P.J. Brown, Bostjan Nachbar, JR Smith","Paul, Bass, Brown, Nachbar, Smith",101108-101138-136-2411-2747,NOK,257.0,1,4.0,3.0,8.0,7.0,1.0,,3.0,15.0,6.0,,2.0,1.0,,,9.0,1.0,6.0,4.0,,1.0,,1.0,2.0,,5.0,1.0,3.0,5.0,8.0,1.0,1.0,,1.0,1.0,0.1,0.2222222222222222,0.3333333333333333,0.7142857142857143,1.0,,1.0,0.7142857142857143,0.6666666666666666,,,84.04669260700389,17.625,16.571428571428573,15.875,16.571428571428573,0.6,0.2,0.1,,,,0.7,0.5266,0.522375,0.3912,4.522222222222222,24.8,0.125,,,3.0,,,1.0,2.0,2.0,2.0,9.0,1.0,4.0,1.0,,2.0,2.0,2.0,1.0,2.0,,1.0,5.0,2.0,,2.0,,2.0,,,4.0,2.0,1.0,,5.0,2.0,,,0.5,0.5,0.2222222222222222,0.25,1.0,0.35,0.25,1.0,0.4090909090909091,0.4,1.0,,1.0,,,1.0,1.0,,,,0.1,,,1.0,1.0,0.5,0.75,,,0.09090909090909091,0.1,0.4444444444444444,0.2222222222222222,,,1.0,,,,,,1.0,0.2,,1.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612740,2006,2005-06,False
101108-101138-136-2669-2745,1610612740,"Chris Paul, Brandon Bass, P.J. Brown, Linton Johnson, Kirk Snyder","Paul, Bass, Brown, Johnson, Snyder",101108-101138-136-2669-2745,NOK,221.0,1,4.0,,7.0,7.0,,7.0,,14.0,2.0,,3.0,,,,6.0,,8.0,,,,,,,,,1.0,2.0,,2.0,,,,2.0,,,,,,1.0,,1.0,,,,,91.22171945701358,15.428571428571429,16.142857142857142,15.428571428571429,16.142857142857142,0.3333333333333333,0.5,,,,,0.3333333333333333,0.41765,,,9.516666666666667,,,2.0,,,,,1.0,2.0,4.0,,8.0,,,,,,8.0,,4.0,4.0,2.0,2.0,8.0,1.0,,1.0,,1.0,,,,,,,8.0,,2.0,,1.0,1.0,0.6666666666666666,,,0.6666666666666666,,,0.6666666666666666,,,,1.0,,,,1.0,1.0,1.0,1.0,0.16666666666666666,,,0.6666666666666666,0.6666666666666666,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612740,2006,2005-06,False
101108-101138-1425-2049-2446,1610612740,"Chris Paul, Brandon Bass, Aaron Williams, Speedy Claxton, Rasual Butler","Paul, Bass, Williams, Claxton, Butler",101108-101138-1425-2049-2446,NOK,297.0,2,5.0,-1.0,9.0,10.0,7.0,10.0,1.0,19.0,1.0,1.0,3.0,,,,7.0,1.0,15.0,1.0,,5.0,,,,1.0,,1.0,3.0,1.0,4.0,1.0,,,,7.0,0.125,,,,0.5,1.0,0.5,0.3333333333333333,,,1.0,92.12121212121212,16.555555555555557,14.8,16.0,14.6,0.125,0.375,,,0.2,,0.25,0.44260625,0.4285,0.44000000000000006,9.442857142857141,23.8,0.7777777777777778,1.0,,,1.0,2.0,3.0,2.0,5.0,4.0,14.0,1.0,2.0,3.0,4.0,10.0,4.0,6.0,2.0,2.0,1.0,,4.0,1.0,1.0,,,,,,4.0,4.0,2.0,,12.0,10.0,,,0.4,0.4,0.7142857142857143,1.0,0.6,0.625,1.0,0.6,0.7,1.0,0.7142857142857143,1.0,0.5,,,1.0,,1.0,1.0,1.0,0.375,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,,,,1.0,0.2,0.2222222222222222,0.14285714285714285,0.7142857142857143,,1.0,,,,,,,,,0.5,,,,,,,,,1.0,,,,,,,,,,1.0,1.0,1.0,0.125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612740,2006,2005-06,False
101108-101138-1425-2049-2747,1610612740,"Chris Paul, Brandon Bass, Aaron Williams, Speedy Claxton, JR Smith","Paul, Bass, Williams, Claxton, Smith",101108-101138-1425-2049-2747,NOK,108.0,1,2.0,2.0,3.0,3.0,2.0,,,6.0,,,,,,,,,,,,,,,,,,2.0,3.0,,3.0,,,,1.0,2.0,,,,,1.0,,0.75,,,,1.0,80.0,11.0,25.0,11.0,19.666666666666668,,,,,,,,,,,,,0.6666666666666666,,,,,,,,,2.0,2.0,,,,,,,,,,,,,1.0,,2.0,1.0,2.0,,2.0,1.0,2.0,1.0,,2.0,,1.0,,,,,,,,,,1.0,,,,0.5,,,1.0,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612740,2006,2005-06,False
101108-101138-1425-2446-2669,1610612740,"Chris Paul, Brandon Bass, Aaron Williams, Rasual Butler, Linton Johnson","Paul, Bass, Williams, Butler, Johnson",101108-101138-1425-2446-2669,NOK,55.0,1,1.0,2.0,1.0,2.0,,2.0,,3.0,,,,1.0,,,,1.0,1.0,,,,,1.0,,,,1.0,1.0,,1.0,,,1.0,1.0,,1.0,,,,1.0,,1.0,,,,,78.54545454545455,15.0,20.0,15.0,20.0,,,1.0,,,,1.0,0.55665,,,,24.9,,,,,,,,,,,3.0,,,,,,,,,1.0,,,3.0,,,,,,,,,,,,3.0,,,,,,,,,1.5,,,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,1.0,,3.0,1.0,1.0,1.0,,,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612740,2006,2005-06,False
101108-101138-1425-2446-2747,1610612740,"Chris Paul, Brandon Bass, Aaron Williams, Rasual Butler, JR Smith","Paul, Bass, Williams, Butler, Smith",101108-101138-1425-2446-2747,NOK,162.0,1,3.0,,4.0,5.0,,,1.0,9.0,2.0,,2.0,,,,5.0,,2.0,1.0,,,,,1.0,,1.0,2.0,3.0,1.0,4.0,1.0,1.0,,1.0,,,0.2,0.5,0.25,1.0,,1.0,0.25,,,,80.0,16.75,19.0,13.5,19.0,0.4,0.4,,,,,0.4,0.46154,0.572,,10.1,,,1.0,,1.0,,,1.0,,1.0,,2.0,,,,,,,2.0,,,,,,1.0,,,,,,,,,,,2.0,,,,,,0.2,,,0.2,,,0.2,,,,1.0,0.5,,,1.0,0.5,1.0,,0.2,,,,,,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612740,2006,2005-06,False
