EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,TotalPoss,AtRimFGM,AtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,Points,OpponentPoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyPoints,PtsUnassisted2s,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AssistPoints,DefTwoPtRebounds,DefRebounds,Rebounds,Steals,BadPassSteals,Fouls,Blocked2s,BlockedShortMidRange,Blocks,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,FG3APct,DefTwoPtReboundPct,DefFGReboundPct,DefAtRimReboundPct,DefLongMidRangeReboundPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,PenaltyShotQualityAvg,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,FoulsDrawn,Loose Ball Fouls Drawn,ShortMidRangeFGM,ShortMidRangeFGA,FtPoints,PenaltyFtPoints,PtsAssisted2s,TwoPtAssists,AtRimAssists,Offensive Fouls Drawn,FTA,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,DefThreePtRebounds,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,Turnovers,ShootingFouls,DefThreePtReboundPct,DefArc3ReboundPct,SecondChanceOffPoss,SecondChanceAtRimFGA,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PtsPutbacks,Fg2aBlocked,OffTwoPtRebounds,OffRebounds,SelfOReb,LiveBallTurnovers,BadPassTurnovers,RecoveredBlocks,Defensive 3 Seconds Violations,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,LiveBallTurnoverPct,OffTwoPtReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,DefShortMidRangeReboundPct,SelfORebPct,BlocksRecoveredPct,SecondChanceAtRimFrequency,SecondChanceShotQualityAvg,SecondChancePointsPct,SecondChanceAtRimFGM,OffThreePtRebounds,LostBallTurnovers,PenaltyTurnovers,OffThreePtReboundPct,OffArc3ReboundPct,SecondChanceAtRimAccuracy,Technical Free Throw Trips,LostBallSteals,Loose Ball Fouls,Offensive Fouls,SecondChanceArc3FGA,SecondChanceFG3A,PtsUnassisted3s,ShortMidRangeAssists,LongMidRangeAssists,FTDefRebounds,BadPassOutOfBoundsTurnovers,Travels,DefFTReboundPct,DefCorner3ReboundPct,ShortMidRangePctAssisted,LongMidRangePctAssisted,SecondChanceArc3Frequency,OffLongMidRangeReboundPct,SecondChanceCorner3FGA,LongMidRangePctBlocked,SecondChanceCorner3Frequency,HeaveAttempts,Blocked3s,BlockedArc3,BlockedAtRim,SecondChanceAtRimPctAssisted,Fg3aBlocked,FG3APctBlocked,Arc3PctBlocked,2pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,SecondChanceTurnovers,OffCorner3ReboundPct,SecondChanceCorner3FGM,SecondChanceArc3FGM,SecondChanceFG3M,BlockedLongMidRange,SecondChanceFg3Pct,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,SecondChanceFtPoints,team_id,year,season,team_vs
101115-101142-2470-2575-2756,1610612747,"Andrew Bynum, Ronny Turiaf, Smush Parker, Luke Walton, Sasha Vujacic","Bynum, Turiaf, Parker, Walton, Vujacic",101115-101142-2470-2575-2756,LAL,112.0,1,2.0,6.0,5,5.0,5.0,5.0,10,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,10.0,4.0,2.0,2.0,2.0,2.0,10.0,4.0,6.0,1.0,1.0,2.0,2.0,1.0,1.0,6.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,10.0,10.0,5.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.25,1.25,1.25,1.25,0.5,0.5,0.5,1.0,1.0,128.57142857142856,9.4,13.0,9.4,12.2,0.25,1.0,1.0,0.25,1.0,1.0,0.25,1.0,1.0,1.0,0.25,1.0,1.0,1.0,0.25,1.0,0.25,1.0,0.25,1.0,0.75,1.0,0.5381375,0.5381375,1.0,8.15,26.35,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612747,2006,2005-06,True
101142-1885-1904-2470-977,1610612747,"Ronny Turiaf, Lamar Odom, Devean George, Smush Parker, Kobe Bryant","Turiaf, Odom, George, Parker, Bryant",101142-1885-1904-2470-977,LAL,49.0,1,1.0,,1,2.0,,,3,,,,,,,,,,,1.0,1.0,,,,,1.0,1.0,3.0,3.0,,,,,,,3.0,1.0,1.0,1.0,1.0,1.0,,3.0,,,,1.0,1.0,,,,,3.0,,,,1.0,1.0,,1.0,,,1.5,,1.5,,1.0,,,,,88.16326530612245,25.0,12.0,25.0,12.0,,,,,,,,,,,1.0,1.0,1.0,1.0,,,,,,,1.0,1.0,0.45555,,,,25.4,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612747,2006,2005-06,True
101142-1885-1904-2756-977,1610612747,"Ronny Turiaf, Lamar Odom, Devean George, Sasha Vujacic, Kobe Bryant","Turiaf, Odom, George, Vujacic, Bryant",101142-1885-1904-2756-977,LAL,237.0,1,4.0,,9,9.0,9.0,8.0,18,1.0,2.0,1.0,2.0,,,,,,,,2.0,,2.0,2.0,3.0,,2.0,9.0,9.0,2.0,3.0,,2.0,9.0,2.0,,2.0,,,1.0,,,2.0,1.0,1.0,1.0,1.0,1.0,4.0,,,,9.0,9.0,9.0,2.0,,,,,0.6666666666666666,0.6666666666666666,0.4,0.4,0.5,0.5,0.4,0.5,0.5,,1.0,109.36708860759494,12.0,14.333333333333334,12.0,14.333333333333334,0.4,0.5,0.5,,,,,,,,0.4,,,,0.4,0.5,,,0.4,,0.8,,0.55806,0.55806,1.0,3.4,25.55,1.0,5.0,,1.0,1.0,5.0,5.0,2.0,1.0,1.0,1.0,8.0,2.0,2.0,2.0,0.5,0.5,1.0,0.2,1.0,1.0,0.2857142857142857,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612747,2006,2005-06,True
101142-1885-2470-2575-2756,1610612747,"Ronny Turiaf, Lamar Odom, Smush Parker, Luke Walton, Sasha Vujacic","Turiaf, Odom, Parker, Walton, Vujacic",101142-1885-2470-2575-2756,LAL,201.0,2,3.0,-3.0,8,7.0,5.0,5.0,15,,,,,1.0,3.0,,,,,1.0,2.0,1.0,2.0,1.0,3.0,1.0,2.0,8.0,11.0,1.0,1.0,1.0,2.0,8.0,2.0,3.0,2.0,1.0,1.0,1.0,1.0,,3.0,,2.0,2.0,,,2.0,,,,8.0,8.0,5.0,,1.0,0.5,0.5,0.5,0.3333333333333333,1.0,0.5,0.8333333333333334,0.5714285714285714,0.8,0.4,,1.0,,,107.46268656716417,15.125,11.428571428571429,15.125,11.428571428571429,,,,0.6,0.3333333333333333,0.3333333333333333,,,,,0.4,0.5,0.5,1.0,,,,,0.6666666666666666,0.5,0.4,0.5,0.42835999999999996,0.4734,1.0,17.400000000000002,26.1,0.625,3.0,,,,3.0,3.0,,,,,4.0,2.0,,,,,,,,,0.2857142857142857,0.4,2.0,1.0,1.0,1.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612747,2006,2005-06,True
101142-1885-2470-2575-977,1610612747,"Ronny Turiaf, Lamar Odom, Smush Parker, Luke Walton, Kobe Bryant","Turiaf, Odom, Parker, Walton, Bryant",101142-1885-2470-2575-977,LAL,570.0,2,10.0,3.0,17,17.0,11.0,4.0,34,2.0,7.0,,4.0,1.0,2.0,,,,,2.0,3.0,2.0,2.0,4.0,12.0,2.0,3.0,20.0,17.0,2.0,9.0,2.0,2.0,14.0,6.0,6.0,3.0,2.0,2.0,3.0,2.0,,8.0,4.0,7.0,9.0,,,4.0,1.0,1.0,1.0,18.0,14.0,11.0,1.0,1.0,0.6666666666666666,1.0,0.6666666666666666,0.3333333333333333,0.2222222222222222,0.4666666666666667,0.45454545454545453,0.5555555555555556,0.5384615384615384,0.2,0.5714285714285714,0.5833333333333334,,1.0,85.89473684210526,14.647058823529411,18.88235294117647,14.470588235294118,17.764705882352942,0.4666666666666667,0.2857142857142857,0.3333333333333333,0.13333333333333333,0.5,0.5,,,,,0.2,0.6666666666666666,0.6666666666666666,1.0,0.36363636363636365,,,,0.18181818181818182,1.0,0.6666666666666666,0.6666666666666666,0.5344533333333333,0.5175227272727273,0.7,5.258333333333334,25.3,0.6470588235294118,5.0,,1.0,3.0,6.0,4.0,2.0,1.0,1.0,1.0,6.0,3.0,,,0.25,0.3333333333333333,0.5,0.2,0.3333333333333333,0.5,0.16666666666666666,0.2,3.0,,,1.0,2.0,0.6,0.75,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,0.16666666666666666,0.14285714285714285,0.3333333333333333,1.0,0.25,0.2222222222222222,0.2,0.5,0.75,0.14285714285714285,1.0,0.5,0.5512,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612747,2006,2005-06,True
101142-1885-2575-2756-977,1610612747,"Ronny Turiaf, Lamar Odom, Luke Walton, Sasha Vujacic, Kobe Bryant","Turiaf, Odom, Walton, Vujacic, Bryant",101142-1885-2575-2756-977,LAL,170.0,1,3.0,3.0,5,4.0,,,9,1.0,1.0,,,1.0,2.0,,1.0,,,1.0,1.0,,,2.0,3.0,1.0,2.0,7.0,4.0,,,,,,2.0,3.0,1.0,1.0,1.0,2.0,1.0,,5.0,2.0,2.0,2.0,,,1.0,,,,7.0,,,,1.0,0.5,,0.5,0.6666666666666666,,0.7,,0.7,,0.4,1.0,1.0,,1.0,76.23529411764706,15.8,22.75,15.8,22.75,0.2,1.0,1.0,0.4,0.5,0.5,0.2,,,,0.2,1.0,1.0,1.0,,,,,,,0.6,1.0,0.45854999999999996,,,12.266666666666666,24.5,,1.0,,,,,,2.0,1.0,1.0,,,,,,0.5,0.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612747,2006,2005-06,True
101142-1904-2470-2575-2756,1610612747,"Ronny Turiaf, Devean George, Smush Parker, Luke Walton, Sasha Vujacic","Turiaf, George, Parker, Walton, Vujacic",101142-1904-2470-2575-2756,LAL,98.0,1,2.0,-6.0,4,4.0,4.0,4.0,8,1.0,1.0,1.0,1.0,,,,,,,,1.0,,1.0,1.0,1.0,,1.0,2.0,8.0,1.0,1.0,,1.0,2.0,2.0,,1.0,,,,,,,,,1.0,,,,,,,,2.0,4.0,,,,,,1.0,1.0,0.5,0.5,0.3333333333333333,0.5,0.5,,,,,117.55102040816327,16.75,7.75,16.75,7.75,0.5,1.0,1.0,,,,,,,,0.5,,,,0.5,1.0,,,0.5,,1.0,,0.569225,0.569225,1.0,,25.6,1.0,1.0,,,,,,,,,,1.0,1.0,,,,,,,,,0.3333333333333333,0.5,,1.0,,2.0,,,,1.0,1.0,1.0,1.0,2.0,2.0,,,1.0,,1.0,,,,1.0,1.0,1.0,,,,0.5,,1.0,,,,,,1.0,,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612747,2006,2005-06,True
101142-1904-2470-2575-977,1610612747,"Ronny Turiaf, Devean George, Smush Parker, Luke Walton, Kobe Bryant","Turiaf, George, Parker, Walton, Bryant",101142-1904-2470-2575-977,LAL,83.0,1,1.0,4.0,3,4.0,3.0,4.0,7,,1.0,,1.0,,,,,,,,,,,,1.0,,,5.0,1.0,,1.0,,,5.0,,,,,,,,,,1.0,1.0,1.0,,,1.0,,,,5.0,5.0,3.0,1.0,,,,,,,,,0.6666666666666666,0.6666666666666666,,1.0,1.0,,,121.44578313253012,14.0,10.25,14.0,10.25,1.0,,,,,,,,,,,,,,1.0,,,,,,1.0,,0.4958,0.4958,1.0,,,1.0,3.0,,,,5.0,5.0,,,,1.0,5.0,1.0,1.0,1.0,,,,,,,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612747,2006,2005-06,True
1885-1904-2198-2470-2756,1610612747,"Lamar Odom, Devean George, Kwame Brown, Smush Parker, Sasha Vujacic","Odom, George, Brown, Parker, Vujacic",1885-1904-2198-2470-2756,LAL,230.0,3,4.0,-4.0,9,6.0,5.0,4.0,15,1.0,2.0,1.0,2.0,,,,,,,,1.0,,,2.0,5.0,,1.0,6.0,10.0,1.0,3.0,,,2.0,4.0,,1.0,,,,,,,,2.0,2.0,1.0,,5.0,,,,6.0,2.0,5.0,,,,,,0.4,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.42857142857142855,0.3333333333333333,0.16666666666666666,,1.0,,,93.91304347826086,13.0,18.833333333333332,13.0,18.833333333333332,0.3333333333333333,0.5,1.0,,,,,,,,0.16666666666666666,,,,0.6666666666666666,0.5,,,,,0.5,,0.5117666666666667,0.5945666666666667,0.3333333333333333,6.779999999999999,25.6,0.5555555555555556,2.0,,1.0,3.0,2.0,,,,,,2.0,1.0,,,,,,0.5,0.3333333333333333,0.5,0.14285714285714285,0.16666666666666666,2.0,1.0,,2.0,1.0,1.0,1.0,,,,,,,2.0,,,,1.0,1.0,,,,,,0.4,0.5,0.3333333333333333,0.5,,,,,,,,,,,,,,2.0,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612747,2006,2005-06,True
1885-1904-2198-2470-977,1610612747,"Lamar Odom, Devean George, Kwame Brown, Smush Parker, Kobe Bryant","Odom, George, Brown, Parker, Bryant",1885-1904-2198-2470-977,LAL,1041.0,5,17.0,,36,34.0,26.0,8.0,70,7.0,7.0,4.0,4.0,2.0,3.0,1.0,1.0,,,2.0,9.0,2.0,5.0,10.0,13.0,3.0,10.0,41.0,41.0,7.0,9.0,2.0,5.0,30.0,8.0,3.0,9.0,2.0,1.0,7.0,,1.0,15.0,7.0,12.0,13.0,2.0,1.0,12.0,,,,41.0,30.0,26.0,1.0,0.3333333333333333,0.3,0.4,0.3,0.7692307692307693,0.7777777777777778,0.6304347826086957,0.7142857142857143,0.7068965517241379,0.7894736842105263,0.43478260869565216,0.5833333333333334,0.6666666666666666,0.4,0.5,96.82997118155619,12.833333333333334,17.029411764705884,12.694444444444445,16.294117647058822,0.30434782608695654,1.0,1.0,0.13043478260869565,0.6666666666666666,0.6666666666666666,0.043478260869565216,1.0,1.0,1.0,0.391304347826087,0.2222222222222222,0.2222222222222222,,0.2857142857142857,1.0,,,0.35714285714285715,0.4,0.7391304347826086,0.2222222222222222,0.5066521739130435,0.4981964285714286,0.7317073170731707,7.138461538461538,25.119999999999997,0.7222222222222222,9.0,2.0,1.0,3.0,12.0,10.0,12.0,6.0,4.0,,12.0,1.0,5.0,4.0,0.6,0.6,0.5714285714285714,0.13043478260869565,0.3333333333333333,0.3333333333333333,0.041666666666666664,0.07142857142857142,3.0,4.0,,7.0,7.0,1.0,1.0,1.0,,,,,,,,1.0,,3.0,1.0,,,,,,,,,0.42857142857142855,,0.1,,,1.0,,,,,,,1.0,2.0,6.0,0.14285714285714285,0.14285714285714285,,,1.0,,2.0,1.0,1.0,6.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612747,2006,2005-06,True
