EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyDefPoss,TotalPoss,ShortMidRangeFGA,FG2A,FtPoints,Points,OpponentPoints,DefTwoPtRebounds,FTDefRebounds,DefRebounds,Rebounds,ShootingFouls,Fouls,FoulsDrawn,FTA,TwoPtShootingFoulsDrawn,FirstChancePoints,NonShootingPenaltyNonTakeFouls,TsPct,DefFTReboundPct,DefTwoPtReboundPct,DefFGReboundPct,DefLongMidRangeReboundPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,ShortMidRangeFrequency,ShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,Avg2ptShotDistance,AtRimFGM,AtRimFGA,ShortMidRangeFGM,Corner3FGM,Corner3FGA,FG2M,FG3M,FG3A,PtsUnassisted2s,PtsAssisted3s,ThreePtAssists,Assists,Corner3Assists,AssistPoints,DefThreePtRebounds,DeadBallTurnovers,Turnovers,Offensive Fouls,Blocked2s,Blocked3s,BlockedArc3,BlockedShortMidRange,Blocks,RecoveredBlocks,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,Fg2Pct,EfgPct,FG3APct,DefThreePtReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,AtRimFG3AFrequency,Avg3ptShotDistance,SecondChanceOffPoss,SecondChanceAtRimFGA,LongMidRangeFGM,LongMidRangeFGA,SecondChanceFG2A,SecondChanceFtPoints,SecondChancePoints,PtsAssisted2s,Fg2aBlocked,TwoPtAssists,ShortMidRangeAssists,LongMidRangeAssists,OffTwoPtRebounds,OffRebounds,SelfOReb,Steals,BadPassSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,Travels,SecondChanceTurnovers,2pt And 1 Free Throw Trips,Assisted2sPct,NonPutbacksAssisted2sPct,SecondChanceTsPct,FG2APctBlocked,AtRimPctBlocked,LiveBallTurnoverPct,OffTwoPtReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,DefShortMidRangeReboundPct,SelfORebPct,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,SecondChanceAtRimFrequency,SecondChanceShotQualityAvg,SecondChancePointsPct,Arc3FGM,Arc3FGA,SecondChanceFG2M,PtsUnassisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,AtRimAssists,LostBallSteals,SecondChanceFg2Pct,SecondChanceEfgPct,AtRimPctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,NonHeaveArc3Accuracy,PenaltyOffPoss,PenaltyAtRimFGM,PenaltyAtRimFGA,PenaltyCorner3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,SecondChanceFG3M,SecondChanceFG3A,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,Arc3Assists,LostBallOutOfBoundsTurnovers,LostBallTurnovers,PenaltyTurnovers,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,SecondChanceFg3Pct,PenaltyFg3Pct,PenaltyFg2Pct,PenaltyEfgPct,PenaltyTsPct,Arc3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyArc3Frequency,PenaltyArc3Accuracy,PenaltyShotQualityAvg,PenaltyPointsPct,PenaltyOffPossPct,DefAtRimReboundPct,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFoulsDrawn,ShortMidRangePctBlocked,OffThreePtRebounds,OffThreePtReboundPct,OffCorner3ReboundPct,SecondChanceAtRimFGM,FTOffRebounds,OffFTReboundPct,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,PtsPutbacks,OffArc3ReboundPct,BlockedAtRim,Clear Path Fouls,HeaveAttempts,Loose Ball Fouls,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,LongMidRangePctBlocked,PenaltyCorner3FGM,StepOutOfBoundsTurnovers,PenaltyCorner3Accuracy,Loose Ball Fouls Drawn,Offensive Fouls Drawn,3SecondViolations,SecondChanceCorner3FGM,SecondChanceCorner3FGA,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,Defensive 3 Seconds Violations,BlockedLongMidRange,Technical Free Throw Trips,DefensiveGoaltends,OffensiveGoaltends,Fg3aBlocked,FG3APctBlocked,Arc3PctBlocked,HeaveMakes,BlockedCorner3,Corner3PctBlocked,team_id,year,season,team_vs
101154-101182-1088-2041-2406,1610612764,"Andray Blatche, Donell Taylor, Chucky Atkins, Etan Thomas, Caron Butler","Blatche, Taylor, Atkins, Thomas, Butler",101154-101182-1088-2041-2406,WAS,87.0,1,1.0,-1.0,3.0,3.0,3.0,6.0,2.0,2.0,2.0,2.0,3.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,0.3333333333333333,1.0,1.0,1.0,1.0,99.3103448275862,20.0,9.0,20.0,9.0,1.0,0.35765,0.3333333333333333,0.3333333333333333,11.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612764,2006,2005-06,True
101154-101182-1498-1712-1916,1610612764,"Andray Blatche, Donell Taylor, Antonio Daniels, Antawn Jamison, Calvin Booth","Blatche, Taylor, Daniels, Jamison, Booth",101154-101182-1498-1712-1916,WAS,171.0,1,3.0,3.0,4.0,4.0,,8.0,1.0,2.0,,7.0,4.0,,,2.0,2.0,,2.0,1.0,,,7.0,,1.1666666666666667,,,0.6666666666666666,,67.36842105263158,20.5,22.25,20.5,21.75,0.3333333333333333,0.52105,,,3.5,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,4.0,3.0,1.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.1666666666666667,0.3333333333333333,1.0,1.0,1.0,0.5,0.3333333333333333,1.0,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,1.0,0.6666666666666666,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612764,2006,2005-06,True
101154-101182-1498-1712-2041,1610612764,"Andray Blatche, Donell Taylor, Antonio Daniels, Antawn Jamison, Etan Thomas","Blatche, Taylor, Daniels, Jamison, Thomas",101154-101182-1498-1712-2041,WAS,474.0,2,8.0,3.0,14.0,14.0,6.0,28.0,4.0,11.0,3.0,16.0,13.0,4.0,,5.0,9.0,3.0,6.0,3.0,3.0,2.0,14.0,,0.6153846153846154,,1.0,1.0,1.0,85.0632911392405,16.142857142857142,17.714285714285715,14.071428571428571,17.714285714285715,0.3333333333333333,0.48790416666666664,0.15384615384615385,0.16666666666666666,11.10909090909091,1.0,3.0,3.0,1.0,1.0,5.0,1.0,1.0,4.0,3.0,1.0,4.0,1.0,9.0,1.0,4.0,5.0,2.0,,,,,,,1.0,1.0,1.0,0.45454545454545453,0.5416666666666666,0.08333333333333333,1.0,1.0,,,0.25,0.3333333333333333,0.5,0.75,0.75,0.08333333333333333,1.0,1.0,1.0,0.3333333333333333,22.9,2.0,1.0,1.0,4.0,2.0,2.0,2.0,6.0,1.0,3.0,2.0,1.0,4.0,4.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6,0.6,0.3333333333333333,0.09090909090909091,0.3333333333333333,0.2,0.6666666666666666,0.6666666666666666,0.5,1.0,0.6666666666666666,1.0,0.4,0.6666666666666666,0.3333333333333333,0.25,0.25,1.0,0.5,0.5075,0.125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612764,2006,2005-06,True
101154-101182-1498-1712-2217,1610612764,"Andray Blatche, Donell Taylor, Antonio Daniels, Antawn Jamison, Brendan Haywood","Blatche, Taylor, Daniels, Jamison, Haywood",101154-101182-1498-1712-2217,WAS,304.0,1,5.0,-2.0,9.0,6.0,3.0,15.0,2.0,8.0,,9.0,11.0,,,,2.0,4.0,5.0,1.0,,,7.0,,0.5,,,,,71.05263157894737,15.11111111111111,28.0,13.11111111111111,27.0,0.2222222222222222,0.46599444444444443,,,9.4,2.0,3.0,,,,3.0,1.0,1.0,4.0,,,1.0,,2.0,,2.0,2.0,1.0,,,,,,,,1.0,1.0,0.375,0.5,0.1111111111111111,,,,,0.3333333333333333,0.6666666666666666,0.6666666666666666,,,,,,,0.4444444444444444,25.9,3.0,1.0,1.0,3.0,3.0,,2.0,2.0,,1.0,,,2.0,2.0,2.0,2.0,,,1.0,,,,,0.3333333333333333,0.3333333333333333,0.3333333333333333,,,,0.4,0.4,,1.0,,,0.4,,0.3333333333333333,0.3333333333333333,0.3333333333333333,,0.3333333333333333,0.3621666666666667,0.2222222222222222,1.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,0.3333333333333333,0.3333333333333333,0.5,0.1111111111111111,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612764,2006,2005-06,True
101154-101182-1498-1712-2240,1610612764,"Andray Blatche, Donell Taylor, Antonio Daniels, Antawn Jamison, Gilbert Arenas","Blatche, Taylor, Daniels, Jamison, Arenas",101154-101182-1498-1712-2240,WAS,202.0,1,3.0,-10.0,7.0,7.0,7.0,14.0,,3.0,1.0,9.0,19.0,,,,1.0,1.0,1.0,2.0,1.0,1.0,6.0,,0.75,,,,,99.8019801980198,20.857142857142858,8.0,19.142857142857142,8.0,,0.45485,0.16666666666666666,0.3333333333333333,13.433333333333332,1.0,1.0,,,1.0,1.0,2.0,3.0,2.0,6.0,2.0,2.0,,6.0,,1.0,2.0,,,,,,,,1.0,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.5,,,,,0.16666666666666666,1.0,1.0,,,0.16666666666666666,,,,0.6666666666666666,24.166666666666668,1.0,,,2.0,,,3.0,,,,,,1.0,1.0,1.0,,,1.0,,,,,1.0,,,1.5,,,0.5,0.5,0.3333333333333333,,,0.5,,0.3333333333333333,,0.3333333333333333,,,,,0.5466,0.3333333333333333,2.0,2.0,,,2.0,2.0,,,,1.5,,0.3333333333333333,1.0,1.0,1.0,6.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,3.0,2.0,3.0,1.0,9.0,2.0,1.0,1.0,1.0,9.0,6.0,1.0,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.75,1.0,1.0,1.0,1.0,0.16666666666666666,1.0,0.16666666666666666,0.3333333333333333,1.0,0.45485,1.0,0.8571428571428571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612764,2006,2005-06,True
101154-101182-1498-1712-2406,1610612764,"Andray Blatche, Donell Taylor, Antonio Daniels, Antawn Jamison, Caron Butler","Blatche, Taylor, Daniels, Jamison, Butler",101154-101182-1498-1712-2406,WAS,12.0,1,,,,1.0,1.0,1.0,,,,,,,,,,,1.0,,,,,,,,,,,120.0,,12.0,,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612764,2006,2005-06,True
101154-101182-1498-1712-2407,1610612764,"Andray Blatche, Donell Taylor, Antonio Daniels, Antawn Jamison, Jared Jeffries","Blatche, Taylor, Daniels, Jamison, Jeffries",101154-101182-1498-1712-2407,WAS,1.0,1,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.2396,,,18.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,0.2396,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612764,2006,2005-06,True
101154-101182-1498-1913-1916,1610612764,"Andray Blatche, Donell Taylor, Antonio Daniels, Michael Ruffin, Calvin Booth","Blatche, Taylor, Daniels, Ruffin, Booth",101154-101182-1498-1913-1916,WAS,47.0,1,1.0,,1.0,1.0,1.0,2.0,,1.0,,,,1.0,,1.0,2.0,,,,,,,,,,0.5,0.5,,61.276595744680854,24.0,23.0,24.0,20.0,,0.3687,,,2.6,,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,1.0,,,,,,,,,,1.0,,,,1.0,1.0,,,,1.0,,1.0,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612764,2006,2005-06,True
101154-101182-1498-1913-2041,1610612764,"Andray Blatche, Donell Taylor, Antonio Daniels, Michael Ruffin, Etan Thomas","Blatche, Taylor, Daniels, Ruffin, Thomas",101154-101182-1498-1913-2041,WAS,71.0,2,1.0,1.0,2.0,3.0,1.0,5.0,,1.0,,2.0,1.0,1.0,,1.0,1.0,1.0,1.0,,,,2.0,,1.0,,1.0,1.0,1.0,101.40845070422534,11.0,16.333333333333332,11.0,16.333333333333332,,0.5327,,,,1.0,1.0,,,,1.0,,,2.0,,,,,,,,1.0,,,,,,,,,,,1.0,1.0,,,,,,1.0,1.0,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612764,2006,2005-06,True
101154-101182-1498-1913-2217,1610612764,"Andray Blatche, Donell Taylor, Antonio Daniels, Michael Ruffin, Brendan Haywood","Blatche, Taylor, Daniels, Ruffin, Haywood",101154-101182-1498-1913-2217,WAS,459.0,2,8.0,-3.0,15.0,15.0,15.0,30.0,1.0,7.0,14.0,16.0,19.0,1.0,,1.0,5.0,2.0,2.0,8.0,15.0,3.0,12.0,,0.5333333333333333,,0.5,0.25,0.5,94.11764705882352,15.4,15.2,14.266666666666667,14.2,0.125,0.39483125,0.3,0.3333333333333333,9.357142857142858,1.0,3.0,,,,1.0,,1.0,,,,1.0,,2.0,,,5.0,,,,,,,,,,,0.14285714285714285,0.125,0.125,,,,,0.375,0.3333333333333333,1.0,,,,,,,0.5,26.3,3.0,,,3.0,2.0,4.0,4.0,2.0,3.0,1.0,,,4.0,4.0,1.0,2.0,,5.0,,2.0,,,1.0,1.0,1.0,0.5,0.42857142857142855,0.6666666666666666,1.0,0.6666666666666666,0.6666666666666666,1.0,1.0,0.3333333333333333,,0.3333333333333333,,0.375,,,,,0.3804,0.25,,1.0,,,1.0,,1.0,2.0,,,1.0,0.125,,,,13.0,,1.0,,,,,1.0,,,,4.0,,1.0,13.0,13.0,,,3.0,5.0,13.0,13.0,,,,,0.5416666666666666,,,,,0.2,,,0.2,,0.34235000000000004,0.8125,0.8666666666666667,,5.0,5.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612764,2006,2005-06,True
