EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGA,PenaltyAtRimFGA,FG2A,FtPoints,Points,OpponentPoints,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2A,PenaltyFtPoints,PenaltyPoints,Fg2aBlocked,OffTwoPtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,FoulsDrawn,FTA,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,TsPct,SecondChanceTsPct,PenaltyTsPct,FG2APctBlocked,AtRimPctBlocked,DefTwoPtReboundPct,OffTwoPtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,DefShortMidRangeReboundPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,PenaltyAtRimFrequency,AtRimFG3AFrequency,ShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,PenaltyOffPossPct,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGA,Arc3FGM,Arc3FGA,FG2M,FG3M,FG3A,PtsAssisted2s,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,ShortMidRangeAssists,AssistPoints,DefThreePtRebounds,Steals,BadPassSteals,ShootingFouls,Fouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,Fg2Pct,EfgPct,FG3APct,ShortMidRangePctBlocked,DefThreePtReboundPct,DefLongMidRangeReboundPct,DefCorner3ReboundPct,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,NonHeaveArc3Accuracy,Avg2ptShotDistance,Avg3ptShotDistance,AtRimFGM,SecondChanceAtRimFGA,Corner3FGM,Corner3FGA,SecondChanceFG2A,Corner3Assists,AtRimAssists,FTOffRebounds,FTDefRebounds,LostBallSteals,DeadBallTurnovers,Turnovers,3SecondViolations,DefFTReboundPct,OffFTReboundPct,DefArc3ReboundPct,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceAtRimFrequency,SecondChanceShotQualityAvg,LongMidRangeFGM,LongMidRangeAssists,OffThreePtRebounds,Loose Ball Fouls Drawn,OffThreePtReboundPct,OffArc3ReboundPct,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,PenaltyAtRimFGM,PenaltyFG2M,PtsUnassisted2s,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,PenaltyFg2Pct,PenaltyEfgPct,LiveBallTurnoverPct,DefAtRimReboundPct,PenaltyAtRimAccuracy,SecondChanceArc3FGM,SecondChanceArc3FGA,SecondChanceFG2M,SecondChanceFG3M,SecondChanceFG3A,PtsUnassisted3s,LostBallTurnovers,Travels,SecondChanceTurnovers,Loose Ball Fouls,2pt And 1 Free Throw Trips,Blocked2s,BlockedShortMidRange,Blocks,RecoveredBlocks,SecondChanceFg3Pct,SecondChanceFg2Pct,SecondChanceEfgPct,OffShortMidRangeReboundPct,OffCorner3ReboundPct,BlocksRecoveredPct,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,BlockedAtRim,SelfOReb,OffLongMidRangeReboundPct,SelfORebPct,PenaltyTurnovers,NonShootingPenaltyNonTakeFouls,SecondChanceAtRimFGM,PenaltyArc3FGA,PenaltyFG3A,PtsPutbacks,Offensive Fouls Drawn,SecondChanceAtRimAccuracy,PenaltyArc3Frequency,Offensive Fouls,PenaltyCorner3FGA,LongMidRangePctBlocked,PenaltyCorner3Frequency,PenaltyArc3FGM,PenaltyFG3M,PenaltyFg3Pct,PenaltyArc3Accuracy,HeaveAttempts,OffensiveGoaltends,StepOutOfBoundsTurnovers,BlockedLongMidRange,Defensive 3 Seconds Violations,Technical Free Throw Trips,SecondChanceCorner3FGM,SecondChanceCorner3FGA,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,DefensiveGoaltends,SecondChanceArc3PctAssisted,LostBallOutOfBoundsTurnovers,Fg3aBlocked,FG3APctBlocked,Arc3PctBlocked,PenaltyCorner3FGM,PenaltyCorner3Accuracy,Corner3PctBlocked,Blocked3s,BlockedArc3,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,3pt And 1 Free Throw Trips,BlockedCorner3,team_id,year,season,team_vs
101122-101180-1506-1513-1536,1610612754,"Danny Granger, Sarunas Jasikevicius, Austin Croshere, Scot Pollard, Stephen Jackson","Granger, Jasikevicius, Croshere, Pollard, Jackson",101122-101180-1506-1513-1536,IND,73.0,1,1.0,2.0,3.0,2.0,3.0,2.0,1.0,5.0,2.0,2.0,2.0,4.0,4.0,2.0,2.0,2.0,2.0,4.0,4.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,4.0,1.0,1.0,2.0,4.0,3.0,1.0,0.5,1.0,0.5,0.5,0.5,1.0,0.5,1.0,0.5,0.5,1.0,98.63013698630138,11.333333333333334,19.5,11.333333333333334,19.5,1.0,1.0,1.0,0.548,0.548,0.3333333333333333,0.3333333333333333,0.5,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612754,2006,2005-06,True
101122-101180-1506-1513-2410,1610612754,"Danny Granger, Sarunas Jasikevicius, Austin Croshere, Scot Pollard, Fred Jones","Granger, Jasikevicius, Croshere, Pollard, Jones",101122-101180-1506-1513-2410,IND,157.0,2,3.0,2.0,5.0,6.0,,3.0,,11.0,,,3.0,1.0,6.0,4.0,,,,,,1.0,,1.0,3.0,,3.0,1.0,2.0,1.0,,6.0,,,,0.6,,,0.3333333333333333,,1.0,,1.0,,,,100.89171974522293,12.0,16.166666666666668,12.0,16.166666666666668,,,0.25,0.493025,,0.2,0.25,,,,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,5.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.625,0.25,0.5,1.0,1.0,1.0,0.5,0.5,1.0,1.0,0.25,0.25,1.0,1.0,1.0,1.0,8.533333333333333,25.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612754,2006,2005-06,True
101122-101180-1506-1533-1536,1610612754,"Danny Granger, Sarunas Jasikevicius, Austin Croshere, Anthony Johnson, Stephen Jackson","Granger, Jasikevicius, Croshere, Johnson, Jackson",101122-101180-1506-1533-1536,IND,163.0,2,3.0,2.0,4.0,5.0,,1.0,,9.0,2.0,1.0,2.0,1.0,6.0,4.0,,,1.0,1.0,1.0,,1.0,1.0,3.0,2.0,5.0,1.0,2.0,1.0,,6.0,1.0,,,0.6,,0.25,,,1.0,1.0,0.6666666666666666,0.5,1.0,,79.50920245398773,16.5,19.4,15.5,19.2,0.5,1.0,1.0,0.4356,0.2861,0.2,0.3333333333333333,,0.16666666666666666,,,,,,1.0,1.0,1.0,2.0,2.0,3.0,1.0,,1.0,1.0,2.0,,,5.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,0.625,0.5,,0.5,1.0,,,,,,,0.25,,,,,2.8,25.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,1.0,0.25,1.0,1.0,1.0,1.0,0.2861,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612754,2006,2005-06,True
101122-101180-1506-1533-1902,1610612754,"Danny Granger, Sarunas Jasikevicius, Austin Croshere, Anthony Johnson, Jeff Foster","Granger, Jasikevicius, Croshere, Johnson, Foster",101122-101180-1506-1533-1902,IND,39.0,1,1.0,2.0,1.0,1.0,,,,2.0,,,1.0,,2.0,,,,,,,,,,,1.0,1.0,1.0,,,,2.0,,,,0.5,,,,,,,,1.0,,,73.84615384615384,24.0,15.0,24.0,15.0,,,0.5,0.418025,,,,,,,,,1.0,,1.0,1.0,,1.0,2.0,,1.0,,1.0,,1.0,,,2.0,,1.0,,,,1.0,1.0,,,,1.0,0.5,0.5,,,,,,,,,0.5,0.5,,,,,17.6,25.1,,,,,,,,,,1.0,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612754,2006,2005-06,True
101122-101180-1506-1533-2410,1610612754,"Danny Granger, Sarunas Jasikevicius, Austin Croshere, Anthony Johnson, Fred Jones","Granger, Jasikevicius, Croshere, Johnson, Jones",101122-101180-1506-1533-2410,IND,138.0,2,2.0,2.0,5.0,4.0,2.0,2.0,,9.0,2.0,2.0,2.0,,4.0,2.0,,,2.0,,4.0,,,2.0,3.0,,3.0,,,,,4.0,4.0,2.0,,1.0,,1.0,,,1.0,,1.0,,,1.0,93.91304347826087,11.4,20.25,11.4,20.25,1.0,1.0,1.0,0.7343,0.7343,,,,1.0,0.4,,,,,,2.0,,,2.0,,,,1.0,,1.0,,,2.0,1.0,,,1.0,1.0,0.5,0.5,,,,1.0,1.0,,,1.0,,,,,,,,,,,,,0.8,,2.0,,,,,,1.0,,,,1.0,3.0,,,,1.0,1.0,1.0,0.5,,,,,,,,,,,,,,,,2.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,0.6666666666666666,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612754,2006,2005-06,True
101122-101180-1506-1533-2758,1610612754,"Danny Granger, Sarunas Jasikevicius, Austin Croshere, Anthony Johnson, David Harrison","Granger, Jasikevicius, Croshere, Johnson, Harrison",101122-101180-1506-1533-2758,IND,758.0,4,13.0,-8.0,20.0,21.0,,,4.0,41.0,4.0,,14.0,2.0,21.0,29.0,,5.0,,,,1.0,3.0,3.0,5.0,5.0,10.0,4.0,3.0,2.0,,16.0,,,,0.5,0.625,,0.07142857142857142,,1.0,0.3333333333333333,1.0,0.4166666666666667,0.6666666666666666,1.0,77.8891820580475,20.7,16.38095238095238,18.65,15.952380952380953,0.2,,0.5,0.48777499999999996,,0.09523809523809523,0.13333333333333333,0.23809523809523808,,,3.0,6.0,4.0,3.0,4.0,5.0,3.0,6.0,6.0,6.0,4.0,3.0,3.0,2.0,5.0,2.0,2.0,12.0,2.0,2.0,1.0,3.0,5.0,0.6,0.6,0.6666666666666666,0.5,0.5,0.35714285714285715,0.475,0.3,0.16666666666666666,1.0,1.0,1.0,0.3,0.5,0.6,0.6666666666666666,0.2,0.2,0.75,0.75,0.6666666666666666,0.75,9.178571428571429,24.599999999999998,1.0,,,2.0,2.0,,,,,1.0,3.0,4.0,,,,1.0,0.25,0.25,,0.1,,,,,0.4766166666666667,1.0,1.0,2.0,1.0,0.6666666666666666,1.0,0.25,0.25,1.0,,,4.0,1.0,1.0,,,,0.25,,,1.0,2.0,1.0,1.0,2.0,3.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,0.5,0.5,0.625,0.3333333333333333,0.5,1.0,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612754,2006,2005-06,True
101122-101180-1506-1533-978,1610612754,"Danny Granger, Sarunas Jasikevicius, Austin Croshere, Anthony Johnson, Peja Stojakovic","Granger, Jasikevicius, Croshere, Johnson, Stojakovic",101122-101180-1506-1533-978,IND,3.0,1,,,,1.0,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,480.0,,3.0,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612754,2006,2005-06,True
101122-101180-1506-1533-979,1610612754,"Danny Granger, Sarunas Jasikevicius, Austin Croshere, Anthony Johnson, Jermaine O'Neal","Granger, Jasikevicius, Croshere, Johnson, O'Neal",101122-101180-1506-1533-979,IND,145.0,3,2.0,2.0,5.0,3.0,2.0,,2.0,8.0,3.0,,7.0,,4.0,2.0,,2.0,2.0,,4.0,,2.0,3.0,3.0,2.0,5.0,,,,,2.0,4.0,2.0,,0.2857142857142857,0.3333333333333333,1.0,,,0.75,0.4,0.75,0.4,0.3333333333333333,,79.44827586206897,10.2,31.333333333333332,9.2,31.333333333333332,0.42857142857142855,,0.42857142857142855,0.4455142857142857,0.3984,,,0.5,1.0,0.4,,1.0,3.0,,,2.0,,,4.0,,,,2.0,,2.0,,,4.0,,,,2.0,2.0,1.0,1.0,,,,0.2857142857142857,0.2857142857142857,,,,1.0,,0.14285714285714285,,,,0.42857142857142855,,,,,,9.4,,,2.0,,,3.0,,,,,,,,,,,,,,,,,,,0.6666666666666666,0.5009333333333333,2.0,2.0,,,,,0.6666666666666666,0.6666666666666666,1.0,,2.0,,,,,1.0,1.0,,1.0,,,,1.0,,,,,,,,,,,,,,0.3333333333333333,0.3333333333333333,,,,,,,1.0,1.0,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612754,2006,2005-06,True
101122-101180-1506-1536-2224,1610612754,"Danny Granger, Sarunas Jasikevicius, Austin Croshere, Stephen Jackson, Jamaal Tinsley","Granger, Jasikevicius, Croshere, Jackson, Tinsley",101122-101180-1506-1536-2224,IND,23.0,1,,-2.0,2.0,2.0,2.0,2.0,,4.0,,,,,,2.0,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,250.43478260869563,8.5,3.0,8.5,3.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,0.5,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612754,2006,2005-06,True
101122-101180-1506-1536-2410,1610612754,"Danny Granger, Sarunas Jasikevicius, Austin Croshere, Stephen Jackson, Fred Jones","Granger, Jasikevicius, Croshere, Jackson, Jones",101122-101180-1506-1536-2410,IND,469.0,6,8.0,3.0,14.0,16.0,2.0,5.0,2.0,30.0,5.0,,10.0,6.0,18.0,15.0,,2.0,1.0,1.0,3.0,,3.0,2.0,6.0,3.0,9.0,6.0,7.0,3.0,1.0,16.0,3.0,2.0,1.0,0.5625,0.3333333333333333,0.5,,,1.0,0.75,1.0,0.5,1.0,1.0,92.11087420042644,16.5,14.875,16.0,14.875,0.38461538461538464,,0.6153846153846154,0.4663583333333334,0.3908,0.2,0.25,0.1111111111111111,0.16666666666666666,0.14285714285714285,1.0,2.0,3.0,,2.0,6.0,,3.0,8.0,,2.0,,4.0,,4.0,,,8.0,4.0,,,,2.0,0.6666666666666666,0.8,,,,0.6,0.46153846153846156,0.23076923076923078,,1.0,,,0.15384615384615385,0.5,0.5,,0.23076923076923078,0.15384615384615385,,,,,8.74,29.766666666666666,4.0,1.0,,1.0,3.0,,3.0,,,,,2.0,,,,1.0,0.8,0.8,0.75,0.07692307692307693,,,,0.3333333333333333,0.42996666666666666,1.0,1.0,,,,,0.3333333333333333,0.3333333333333333,1.0,,1.0,4.0,2.0,,1.0,1.0,0.5,1.0,1.0,,,,1.0,,,,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0,,0.3333333333333333,0.3333333333333333,,,1.0,,,,1.0,1.0,0.16666666666666666,,,1.0,1.0,1.0,2.0,1.0,1.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612754,2006,2005-06,True
