EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,LongMidRangeAssists,AssistPoints,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallTurnovers,Travels,Turnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,FoulsDrawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,Pace,BlocksRecoveredPct,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,PlusMinus,NonShootingPenaltyNonTakeFouls,OffThreePtRebounds,Offensive Fouls Drawn,Technical Free Throw Trips,OffThreePtReboundPct,OffAtRimReboundPct,OffArc3ReboundPct,FTOffRebounds,OffFTReboundPct,OffCorner3ReboundPct,BadPassOutOfBoundsTurnovers,SecondChanceAtRimPctAssisted,SecondChanceFtPoints,Fg3aBlocked,ShortMidRangeAssists,SelfOReb,LostBallOutOfBoundsTurnovers,SecondChanceTurnovers,DefensiveGoaltends,OffensiveGoaltends,3SecondViolations,FG3APctBlocked,Arc3PctBlocked,SelfORebPct,ShortMidRangePctAssisted,Loose Ball Fouls Drawn,HeaveAttempts,Offensive Fouls,Blocked3s,BlockedCorner3,LongMidRangePctBlocked,StepOutOfBoundsTurnovers,Corner3PctBlocked,ThreePtShootingFoulsDrawn,BlockedLongMidRange,Defensive 3 Seconds Violations,SecondChanceArc3PctAssisted,ThreePtShootingFoulsDrawnPct,Clear Path Fouls,BlockedArc3,3pt And 1 Free Throw Trips,team_id,year,season,team_vs
101131-101161-101165-1509-2568,1610612765,"Jason Maxiell, Amir Johnson, Alex Acker, Kelvin Cato, Carlos Delfino","Maxiell, Johnson, Acker, Cato, Delfino",101131-101161-101165-1509-2568,DET,1137.0,2,19.0,41.0,40.0,24.0,15.0,3.0,81.0,8.0,10.0,1.0,1.0,3.0,3.0,1.0,5.0,4.0,12.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,4.0,1.0,1.0,2.0,2.0,13.0,27.0,3.0,5.0,7.0,42.0,42.0,1.0,1.0,2.0,2.0,8.0,6.0,16.0,3.0,3.0,3.0,24.0,10.0,16.0,6.0,3.0,2.0,4.0,2.0,3.0,5.0,2.0,7.0,1.0,1.0,2.0,3.0,16.0,3.0,2.0,6.0,2.0,10.0,3.0,13.0,6.0,5.0,1.0,4.0,3.0,1.0,1.0,1.0,5.0,4.0,7.0,8.0,1.0,8.0,11.0,1.0,4.0,2.0,3.0,1.0,2.0,3.0,1.0,34.0,24.0,24.0,2.0,0.38461538461538464,0.4166666666666667,0.6666666666666666,0.6,1.0,1.0,0.6,0.48148148148148145,1.0,0.375,0.546875,1.3333333333333333,0.5526315789473685,0.5675675675675675,1.3333333333333333,0.5714285714285714,0.15625,0.1111111111111111,0.1,0.4,0.8,0.6666666666666666,0.5,0.21428571428571427,0.6666666666666666,0.5333333333333333,0.1875,0.5,0.125,0.5,0.5,0.5,1.0,0.5,102.58575197889182,0.3333333333333333,15.658536585365853,12.375,15.121951219512194,11.425,0.3125,0.8,0.8888888888888888,0.25,0.15625,0.2,0.3333333333333333,0.375,0.3333333333333333,0.3333333333333333,0.75,0.03125,1.0,1.0,1.0,0.125,0.5,0.5,0.5,0.3333333333333333,1.0,0.3333333333333333,1.0,1.0,0.3333333333333333,1.0,0.15789473684210525,1.0,0.05263157894736842,1.0,0.10526315789473684,1.0,0.46875,0.5,0.4876171875,0.5446166666666666,0.43051578947368424,0.11428571428571428,0.13333333333333333,0.19047619047619047,0.5714285714285714,9.54814814814815,25.16,0.5853658536585366,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612765,2006,2005-06,True
101131-101161-1112-1497-2230,1610612765,"Jason Maxiell, Amir Johnson, Ben Wallace, Chauncey Billups, Maurice Evans","Maxiell, Johnson, Wallace, Billups, Evans",101131-101161-1112-1497-2230,DET,64.0,1,1.0,2.0,1.0,,1.0,,3.0,,,,,,,,,1.0,1.0,,,,,,,,,,,,,1.0,1.0,,,,2.0,,,,,,,,,,,,,2.0,,,,,,,,1.0,,1.0,,,,1.0,2.0,,,1.0,,1.0,,1.0,,,,1.0,1.0,,,,1.0,,,2.0,1.0,1.0,,,,,,,,,,2.0,,,,1.0,1.0,,,,,,1.0,,,1.0,,,1.0,,,,,,,1.0,,1.0,,,1.0,,,,,1.0,,,,67.5,,14.0,36.0,14.0,36.0,,,,,,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,0.3929,,,,,,,18.0,,,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612765,2006,2005-06,True
101131-101161-1112-1497-2568,1610612765,"Jason Maxiell, Amir Johnson, Ben Wallace, Chauncey Billups, Carlos Delfino","Maxiell, Johnson, Wallace, Billups, Delfino",101131-101161-1112-1497-2568,DET,36.0,1,1.0,1.0,1.0,,1.0,,2.0,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,1.0,1.0,,3.0,,,,,,,,,,,,,,,3.0,,,1.0,1.0,,,1.0,1.0,1.0,,,,3.0,,,,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,1.0,1.0,,,1.0,,,,1.5,,,1.5,,,1.0,,,,,1.0,,,,,,,,,,,,,80.0,,17.0,19.0,17.0,19.0,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,1.0,1.0,0.5319,,,,,,,,25.3,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612765,2006,2005-06,True
101131-101161-1112-2568-960,1610612765,"Jason Maxiell, Amir Johnson, Ben Wallace, Carlos Delfino, Tony Delk","Maxiell, Johnson, Wallace, Delfino, Delk",101131-101161-1112-2568-960,DET,87.0,1,1.0,3.0,3.0,,3.0,,6.0,1.0,1.0,,,,,,,,,,,,,,,1.0,1.0,,,,,1.0,1.0,1.0,1.0,,5.0,4.0,,,,,,,,,,,,2.0,,3.0,,,1.0,1.0,,1.0,1.0,2.0,1.0,,1.0,,5.0,,,,,,,,,,,1.0,1.0,,,,1.0,,1.0,2.0,,,,,,,,,,,,5.0,,,,1.0,1.0,1.0,1.0,,,1.0,1.0,,,1.25,,,1.25,,,0.5,,,,1.0,,,,,,,,,,,,,,99.3103448275862,,12.666666666666666,16.333333333333332,12.666666666666666,16.333333333333332,0.5,1.0,1.0,1.0,,,,,,,,,,,,0.5,1.0,1.0,1.0,,,,,,,,,,,,,,1.0,1.0,0.597,,,,,,,,25.4,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612765,2006,2005-06,True
101131-101161-2230-2306-2545,1610612765,"Jason Maxiell, Amir Johnson, Maurice Evans, Carlos Arroyo, Darko Milicic","Maxiell, Johnson, Evans, Arroyo, Milicic",101131-101161-2230-2306-2545,DET,233.0,1,4.0,11.0,11.0,11.0,,2.0,22.0,4.0,6.0,1.0,1.0,4.0,6.0,,1.0,2.0,2.0,,,,,,,,2.0,,,,2.0,6.0,9.0,,2.0,2.0,14.0,10.0,2.0,2.0,,,4.0,6.0,9.0,,2.0,2.0,14.0,4.0,8.0,,,4.0,2.0,,1.0,2.0,,2.0,,,1.0,1.0,4.0,1.0,,1.0,,1.0,2.0,3.0,2.0,2.0,,1.0,1.0,,,,1.0,1.0,,,,3.0,4.0,1.0,2.0,,,,,,,10.0,14.0,11.0,,0.3333333333333333,0.5,,,,,,0.6666666666666666,1.0,0.6666666666666666,0.5454545454545454,1.0,0.5454545454545454,0.5416666666666666,1.0,0.5416666666666666,0.18181818181818182,0.1111111111111111,0.16666666666666666,,1.0,,1.0,0.3333333333333333,,1.0,0.4,,,,1.0,,,,135.9656652360515,,11.363636363636363,9.818181818181818,11.181818181818182,9.818181818181818,0.5454545454545454,0.6666666666666666,0.8,0.25,0.09090909090909091,,,0.18181818181818182,1.0,1.0,0.5,,,,,0.18181818181818182,,,,0.5,1.0,,,,,,0.5454545454545454,0.6666666666666666,,,0.18181818181818182,,0.7272727272727273,,0.5702681818181818,0.623,0.5702681818181818,0.16666666666666666,0.2,0.2857142857142857,1.0,4.800000000000001,25.5,1.0,4.0,,1.0,1.0,1.0,0.5,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612765,2006,2005-06,True
101131-101161-2568-686-960,1610612765,"Jason Maxiell, Amir Johnson, Carlos Delfino, Antonio McDyess, Tony Delk","Maxiell, Johnson, Delfino, McDyess, Delk",101131-101161-2568-686-960,DET,769.0,2,13.0,25.0,25.0,17.0,9.0,2.0,50.0,5.0,9.0,1.0,4.0,4.0,8.0,1.0,3.0,3.0,6.0,4.0,5.0,,,2.0,3.0,1.0,3.0,,,1.0,3.0,9.0,18.0,5.0,8.0,4.0,37.0,25.0,1.0,4.0,,,2.0,7.0,13.0,3.0,6.0,4.0,27.0,6.0,12.0,9.0,6.0,,3.0,1.0,1.0,3.0,3.0,6.0,,3.0,2.0,1.0,15.0,3.0,4.0,7.0,1.0,12.0,4.0,16.0,1.0,1.0,,1.0,,,1.0,,1.0,1.0,2.0,5.0,1.0,7.0,9.0,2.0,4.0,1.0,,,,,,35.0,27.0,17.0,,0.3333333333333333,0.3333333333333333,0.6,0.625,,0.5,0.625,0.5,0.25,0.5384615384615384,0.6346153846153846,0.25,0.6052631578947368,0.6206896551724138,0.25,0.65,0.3076923076923077,0.05555555555555555,0.1111111111111111,,1.0,1.0,0.7777777777777778,0.3333333333333333,1.0,0.8461538461538461,0.2727272727272727,0.5,,0.75,0.5,1.0,1.0,1.0,93.62808842652797,,15.64,15.12,14.36,14.48,0.34615384615384615,0.5555555555555556,0.625,0.4,0.11538461538461539,0.3333333333333333,0.3333333333333333,0.23076923076923078,0.5,0.5,0.3333333333333333,0.19230769230769232,0.8,0.8,0.75,0.11538461538461539,0.3333333333333333,0.3333333333333333,,1.0,0.25,,,,,,0.42105263157894735,0.5,0.15789473684210525,0.6666666666666666,0.15789473684210525,0.3333333333333333,0.6538461538461539,0.3333333333333333,0.49149423076923077,0.5844,0.5016947368421052,0.14285714285714285,0.2,0.05405405405405406,0.7297297297297297,7.555555555555555,25.7125,0.68,12.0,2.0,,,1.0,,0.5,,1.0,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612765,2006,2005-06,True
101131-101165-1509-2568-960,1610612765,"Jason Maxiell, Alex Acker, Kelvin Cato, Carlos Delfino, Tony Delk","Maxiell, Acker, Cato, Delfino, Delk",101131-101165-1509-2568-960,DET,47.0,1,1.0,1.0,1.0,,,,2.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,61.276595744680854,,23.0,24.0,23.0,24.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,1.0,,0.48555,,,,,,,,25.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612765,2006,2005-06,True
101131-101165-1888-2419-2568,1610612765,"Jason Maxiell, Alex Acker, Richard Hamilton, Tayshaun Prince, Carlos Delfino","Maxiell, Acker, Hamilton, Prince, Delfino",101131-101165-1888-2419-2568,DET,3.0,1,,1.0,,1.0,,,1.0,,,,,,,,,,,,,,,,,,1.0,,,,1.0,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,480.0,,3.0,,3.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,1.0,,1.0,,0.3966,,0.3966,,,,,,28.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612765,2006,2005-06,True
101131-101165-2230-2419-2568,1610612765,"Jason Maxiell, Alex Acker, Maurice Evans, Tayshaun Prince, Carlos Delfino","Maxiell, Acker, Evans, Prince, Delfino",101131-101165-2230-2419-2568,DET,62.0,1,1.0,3.0,3.0,3.0,1.0,1.0,6.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,,,,,,,,,2.0,3.0,,,2.0,3.0,1.0,2.0,2.0,3.0,,8.0,,1.0,2.0,,,2.0,1.0,2.0,2.0,3.0,,8.0,,2.0,3.0,3.0,2.0,3.0,2.0,,,1.0,1.0,1.0,,,,3.0,1.0,,2.0,,2.0,2.0,4.0,1.0,,1.0,,,,,,,,,1.0,,,,,,,,,,,,6.0,8.0,3.0,,,,0.5,0.6666666666666666,,0.6666666666666666,0.6666666666666666,0.5,0.5,0.5,0.8,0.5,0.8,0.8,0.5,0.8,0.6,,,,,,1.0,1.0,,1.0,1.0,1.0,,,,1.0,,,139.3548387096774,,8.333333333333334,12.333333333333334,7.333333333333333,12.333333333333334,0.2,1.0,1.0,,0.2,,,,,,,,,,,0.6,0.6666666666666666,0.6666666666666666,0.5,0.5,1.0,,,,,,0.2,1.0,,,0.6,0.6666666666666666,0.8,0.6666666666666666,0.41066,0.5012,0.41066,,,0.25,1.0,5.55,26.666666666666668,1.0,8.0,,1.0,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612765,2006,2005-06,True
101131-101165-2230-2568-905,1610612765,"Jason Maxiell, Alex Acker, Maurice Evans, Carlos Delfino, Dale Davis","Maxiell, Acker, Evans, Delfino, Davis",101131-101165-2230-2568-905,DET,124.0,1,2.0,6.0,6.0,3.0,2.0,,12.0,3.0,3.0,,,3.0,3.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,5.0,5.0,,,1.0,11.0,2.0,,,,,,3.0,3.0,,,,6.0,2.0,8.0,,,,,,,1.0,,1.0,,,1.0,,2.0,,,2.0,,2.0,,2.0,2.0,1.0,1.0,,,,,,,,,1.0,,2.0,3.0,1.0,2.0,,1.0,1.0,,1.0,1.0,11.0,6.0,3.0,,0.2,0.2,,,,,,1.0,,1.0,1.0,,1.0,0.9166666666666666,,1.0,,,,,,,1.0,,,1.0,,,,1.0,,,,,139.3548387096774,1.0,6.333333333333333,14.333333333333334,6.333333333333333,14.333333333333334,0.6,1.0,1.0,0.3333333333333333,0.2,1.0,1.0,0.2,1.0,1.0,,,,,,,,,,,,,,,,,1.0,1.0,,,,,0.6,,0.6347400000000001,,0.7823666666666668,0.3333333333333333,0.3333333333333333,,0.5454545454545454,5.5,,0.5,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612765,2006,2005-06,True
