EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,ShortMidRangeFGA,LongMidRangeFGA,Arc3FGA,FG2A,FG3A,OpponentPoints,PenaltyFG2A,NonHeaveArc3FGA,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,LiveBallTurnovers,DeadBallTurnovers,LostBallTurnovers,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,Fouls,Offensive Fouls,FoulsDrawn,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,FG3APct,LiveBallTurnoverPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,DefAtRimReboundPct,DefArc3ReboundPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,ShortMidRangeFrequency,LongMidRangeFrequency,Arc3Frequency,AtRimFG3AFrequency,ShotQualityAvg,PenaltyShotQualityAvg,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,ShortMidRangeFGM,Arc3FGM,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG3M,Points,PenaltyFG3M,PenaltyFG3A,PenaltyPoints,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,NonHeaveArc3FGM,ThreePtAssists,Assists,Arc3Assists,AssistPoints,Steals,BadPassSteals,Travels,Loose Ball Fouls Drawn,3SecondViolations,FirstChancePoints,PenaltyPointsExcludingTakeFouls,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,OffLongMidRangeReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,PenaltyArc3Frequency,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,PenaltyPointsPct,PenaltyFG2M,PtsAssisted2s,TwoPtAssists,ShortMidRangeAssists,Assisted2sPct,NonPutbacksAssisted2sPct,PenaltyFg2Pct,ShortMidRangePctAssisted,AtRimFGA,SecondChanceAtRimFGA,PenaltyAtRimFGA,LongMidRangeFGM,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,BadPassTurnovers,ShootingFouls,FTA,TwoPtShootingFoulsDrawn,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,OffAtRimReboundPct,AtRimFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,SecondChanceAtRimFrequency,PenaltyAtRimFrequency,SecondChanceShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,AtRimFGM,PenaltyAtRimFGM,FtPoints,PenaltyFtPoints,AtRimAssists,BadPassOutOfBoundsTurnovers,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,PenaltyAtRimAccuracy,Fg2aBlocked,LostBallSteals,StepOutOfBoundsTurnovers,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,FG2APctBlocked,AtRimPctBlocked,BlocksRecoveredPct,NonShootingFoulsDrawn,BlockedLongMidRange,NonShootingPenaltyNonTakeFoulsDrawn,LongMidRangeAssists,LongMidRangePctAssisted,SecondChanceAtRimFGM,PtsPutbacks,2pt And 1 Free Throw Trips,SecondChanceAtRimAccuracy,BlockedShortMidRange,ShortMidRangePctBlocked,Loose Ball Fouls,Offensive Fouls Drawn,Corner3FGA,PenaltyCorner3FGA,FTDefRebounds,LostBallOutOfBoundsTurnovers,DefFTReboundPct,DefCorner3ReboundPct,Corner3Frequency,PenaltyCorner3Frequency,SecondChanceFtPoints,SecondChanceArc3FGA,SecondChanceFG3A,OffThreePtRebounds,SelfOReb,OffThreePtReboundPct,OffArc3ReboundPct,SelfORebPct,SecondChanceArc3Frequency,Technical Free Throw Trips,Corner3FGM,Corner3Assists,3pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceAtRimPctAssisted,ThreePtShootingFoulsDrawnPct,FTOffRebounds,OffFTReboundPct,SecondChanceArc3FGM,SecondChanceFG3M,Defensive 3 Seconds Violations,SecondChanceFg3Pct,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,HeaveAttempts,PenaltyCorner3FGM,LongMidRangePctBlocked,PenaltyCorner3Accuracy,OffCorner3ReboundPct,DefensiveGoaltends,SecondChanceCorner3FGM,SecondChanceCorner3FGA,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,Fg3aBlocked,FG3APctBlocked,Arc3PctBlocked,OffensiveGoaltends,Clear Path Fouls,Corner3PctBlocked,Blocked3s,BlockedArc3,team_id,year,season,team_vs
101130-101230-1630-2248-2557,1610612760,"Johan Petro, Noel Felix, Mikki Moore, Earl Watson, Luke Ridnour","Petro, Felix, Moore, Watson, Ridnour",101130-101230-1630-2248-2557,SEA,155.0,1,3.0,-3.0,5.0,4.0,1.0,4.0,1.0,9.0,1.0,2.0,1.0,3.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,3.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.25,0.5,1.0,0.3333333333333333,1.0,1.0,0.25,1.0,1.0,1.0,83.61290322580645,22.0,11.25,18.8,11.25,0.25,0.5,0.25,0.25,0.4038125,0.3366,14.933333333333332,25.7,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612760,2006,2005-06,False
101130-101230-1630-2248-951,1610612760,"Johan Petro, Noel Felix, Mikki Moore, Earl Watson, Ray Allen","Petro, Felix, Moore, Watson, Allen",101130-101230-1630-2248-951,SEA,227.0,1,4.0,2.0,7.0,7.0,4.0,,2.0,14.0,2.0,1.0,3.0,3.0,3.0,6.0,,3.0,2.0,,3.0,3.0,2.0,5.0,1.0,2.0,1.0,3.0,2.0,2.0,,,3.0,4.0,,0.5,0.3333333333333333,1.0,1.0,,1.0,0.6666666666666666,1.0,,,88.81057268722468,19.0,13.428571428571429,14.142857142857142,13.428571428571429,0.3333333333333333,0.16666666666666666,0.5,0.5,0.45603333333333335,0.552825,11.4,25.833333333333332,0.5714285714285714,1.0,2.0,2.0,2.0,1.0,2.0,8.0,2.0,2.0,6.0,2.0,3.0,3.0,2.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,8.0,6.0,0.5,0.6666666666666666,1.0,0.6666666666666666,0.3333333333333333,0.6666666666666666,1.5,0.6666666666666666,1.5,1.0,1.0,1.0,0.5,0.5,0.6666666666666666,0.6666666666666666,0.5,1.0,1.0,0.6666666666666666,0.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612760,2006,2005-06,False
101130-101230-1630-2366-2557,1610612760,"Johan Petro, Noel Felix, Mikki Moore, Mike Wilks, Luke Ridnour","Petro, Felix, Moore, Wilks, Ridnour",101130-101230-1630-2366-2557,SEA,69.0,1,1.0,1.0,2.0,3.0,2.0,3.0,,5.0,2.0,,,2.0,,3.0,2.0,,,,1.0,1.0,,1.0,,,,,,,,,,2.0,,,,1.0,,,1.0,,,,,104.34782608695653,8.5,17.333333333333332,8.5,17.333333333333332,1.0,,,,0.4198,0.4198,9.0,,1.0,2.0,,,,2.0,,4.0,,,4.0,,,,,,2.0,,4.0,,,,,,4.0,4.0,,,,,1.0,1.0,1.0,1.0,1.0,,,1.0,1.0,1.0,,,,,,,1.0,2.0,4.0,2.0,2.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612760,2006,2005-06,False
101130-101230-1630-2366-2863,1610612760,"Johan Petro, Noel Felix, Mikki Moore, Mike Wilks, Damien Wilkins","Petro, Felix, Moore, Wilks, Wilkins",101130-101230-1630-2366-2863,SEA,199.0,1,3.0,3.0,5.0,5.0,5.0,4.0,2.0,10.0,1.0,3.0,,6.0,,3.0,6.0,,3.0,1.0,1.0,2.0,3.0,5.0,1.0,,,1.0,1.0,1.0,2.0,,2.0,5.0,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,72.36180904522612,22.8,17.0,15.8,17.0,0.16666666666666666,0.5,,0.3333333333333333,0.3905166666666667,0.3905166666666667,11.733333333333334,,1.0,,,,,3.0,,6.0,,,6.0,6.0,,,,,,,,1.0,1.0,,,,4.0,6.0,,,,,0.5,0.5,0.5,0.42857142857142855,0.42857142857142855,,,1.0,,,,,,,,,1.0,3.0,,,,,,0.5,,2.0,1.0,2.0,3.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,0.5,0.5,0.5,1.0,0.3333333333333333,1.0,1.0,0.5,0.3333333333333333,0.3829,0.14285714285714285,0.14285714285714285,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612760,2006,2005-06,False
101130-101230-2248-2366-2404,1610612760,"Johan Petro, Noel Felix, Earl Watson, Mike Wilks, Chris Wilcox","Petro, Felix, Watson, Wilks, Wilcox",101130-101230-2248-2366-2404,SEA,145.0,1,2.0,-3.0,5.0,5.0,4.0,,,10.0,1.0,,,2.0,,7.0,1.0,,,1.0,,1.0,,1.0,1.0,1.0,1.0,2.0,,2.0,2.0,,2.0,4.0,,,0.5,,,1.0,1.0,,,,1.0,99.3103448275862,15.8,13.2,15.8,13.2,0.5,,,0.5,0.43855,0.5343,5.85,,0.8,,,,,1.0,,4.0,,,4.0,,,,,,1.0,,2.0,1.0,1.0,,,,4.0,4.0,,,,,0.5,0.5,1.0,0.6666666666666666,1.0,,,,,,,,,,,,1.0,1.0,2.0,1.0,,1.0,1.0,1.0,,1.0,,1.0,,,,,,2.0,2.0,1.0,,,,,0.5,,,,1.0,,0.3333333333333333,0.3333333333333333,,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612760,2006,2005-06,False
101130-101230-2248-2366-2863,1610612760,"Johan Petro, Noel Felix, Earl Watson, Mike Wilks, Damien Wilkins","Petro, Felix, Watson, Wilks, Wilkins",101130-101230-2248-2366-2863,SEA,434.0,1,7.0,-12.0,13.0,14.0,10.0,7.0,1.0,27.0,3.0,1.0,,6.0,,16.0,5.0,,1.0,,3.0,3.0,1.0,4.0,2.0,4.0,,6.0,,5.0,5.0,1.0,2.0,10.0,1.0,,0.3333333333333333,0.75,0.2,,0.6,0.2,0.5,1.0,,89.5852534562212,16.153846153846153,16.0,15.923076923076923,14.928571428571429,0.5,0.16666666666666666,,0.3333333333333333,0.4495,0.46837999999999996,8.583333333333334,,0.7692307692307693,1.0,,,,1.0,,4.0,,,3.0,,,,,,1.0,,2.0,3.0,2.0,,,,4.0,3.0,,,,,0.16666666666666666,0.16666666666666666,0.2,0.25,0.25,,,1.0,0.3333333333333333,0.3333333333333333,,,,,,,0.75,1.0,2.0,1.0,1.0,1.0,1.0,0.2,1.0,2.0,1.0,2.0,,,1.0,,2.0,2.0,4.0,2.0,,,,,0.3333333333333333,,,1.0,0.4,0.5344,0.25,0.25,,,,2.0,1.0,,2.0,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.16666666666666666,0.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612760,2006,2005-06,False
101130-101230-2366-2555-2557,1610612760,"Johan Petro, Noel Felix, Mike Wilks, Nick Collison, Luke Ridnour","Petro, Felix, Wilks, Collison, Ridnour",101130-101230-2366-2555-2557,SEA,38.0,1,1.0,1.0,3.0,3.0,3.0,3.0,,6.0,,,,1.0,,3.0,1.0,,,1.0,1.0,2.0,,2.0,1.0,,,1.0,,1.0,,,1.0,3.0,,,1.0,1.0,,0.5,0.6666666666666666,,,,0.5,227.3684210526316,3.6666666666666665,9.0,3.6666666666666665,8.666666666666666,,,,1.0,0.6137,0.6137,,,1.0,,,,,1.0,,4.0,,,4.0,,,,,,1.0,,2.0,,,,,,4.0,4.0,,,,,1.0,1.0,1.0,1.0,1.0,,,1.0,,,,,,,,,1.0,1.0,2.0,1.0,,1.0,1.0,1.0,,1.0,,1.0,,,,,1.0,,2.0,,,,,,1.0,,,,1.0,,,,,1.0,1.0,2.0,2.0,1.0,,1.0,1.0,1.0,1.0,,,,1.0,,1.0,1.0,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612760,2006,2005-06,False
101130-101230-2366-2863-951,1610612760,"Johan Petro, Noel Felix, Mike Wilks, Damien Wilkins, Ray Allen","Petro, Felix, Wilks, Wilkins, Allen",101130-101230-2366-2863-951,SEA,22.0,1,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,65.45454545454545,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612760,2006,2005-06,False
101130-101230-2404-2557-951,1610612760,"Johan Petro, Noel Felix, Chris Wilcox, Luke Ridnour, Ray Allen","Petro, Felix, Wilcox, Ridnour, Allen",101130-101230-2404-2557-951,SEA,137.0,1,2.0,-4.0,6.0,6.0,,6.0,,12.0,,3.0,1.0,4.0,1.0,10.0,,1.0,,,,,,,1.0,,1.0,1.0,,,1.0,,,,,0.2,1.0,,,,,,,,,126.13138686131387,12.333333333333334,10.5,12.333333333333334,10.5,,0.6,0.2,0.4,0.50737,,13.9,24.4,,,,,,3.0,,6.0,,,,2.0,,,,,2.0,,4.0,2.0,1.0,,,,6.0,,,,,,0.75,0.6,,0.6,,,,,,,,,,,,,,,4.0,2.0,,0.6666666666666666,0.6666666666666666,,,1.0,,,2.0,,,,,1.0,,,,,,,0.2,0.6666666666666666,0.6666666666666666,,,,,,,1.0,,,,1.0,,1.0,1.0,1.0,,,1.0,,,,,,,,,,,,1.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612760,2006,2005-06,False
101130-1594-1630-1740-2863,1610612760,"Johan Petro, Rick Brunson, Mikki Moore, Rashard Lewis, Damien Wilkins","Petro, Brunson, Moore, Lewis, Wilkins",101130-1594-1630-1740-2863,SEA,43.0,1,1.0,-2.0,2.0,2.0,2.0,2.0,,4.0,2.0,,,2.0,,2.0,2.0,,,,1.0,1.0,,1.0,,,,,,,,,,2.0,,,,1.0,,,1.0,,,,,133.95348837209303,13.5,8.0,13.5,8.0,1.0,,,,0.27305,0.27305,8.85,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612760,2006,2005-06,False
