EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGA,Arc3FGA,PenaltyArc3FGA,FG2M,FG2A,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsUnassisted2s,PtsPutbacks,NonHeaveArc3FGA,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,Steals,LostBallSteals,DeadBallTurnovers,Turnovers,PenaltyTurnovers,Fouls,Offensive Fouls,FoulsDrawn,FTA,TwoPtShootingFoulsDrawn,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,DefShortMidRangeReboundPct,DefCorner3ReboundPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeFrequency,Arc3Frequency,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,PlusMinus,LongMidRangeFGM,Arc3FGM,FG3M,PtsAssisted2s,PtsAssisted3s,PtsUnassisted3s,NonHeaveArc3FGM,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,LongMidRangeAssists,AssistPoints,FTDefRebounds,SelfOReb,BadPassSteals,Travels,ShootingFouls,Offensive Fouls Drawn,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,DefFTReboundPct,DefAtRimReboundPct,DefLongMidRangeReboundPct,SelfORebPct,BlocksRecoveredPct,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,NonHeaveArc3Accuracy,AtRimAssists,LiveBallTurnovers,LostBallTurnovers,2pt And 1 Free Throw Trips,LiveBallTurnoverPct,AtRimPctAssisted,Loose Ball Fouls,FTOffRebounds,OffFTReboundPct,OffThreePtRebounds,OffThreePtReboundPct,OffArc3ReboundPct,Corner3FGM,Corner3FGA,Corner3Assists,ShortMidRangeAssists,ShortMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,BlockedShortMidRange,DefArc3ReboundPct,SecondChanceFtPoints,Fg2aBlocked,BadPassTurnovers,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,PenaltyCorner3FGM,PenaltyCorner3FGA,PenaltyFG3M,SecondChanceTurnovers,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFoulsDrawn,PenaltyFg3Pct,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,Blocked3s,BlockedArc3,SecondChanceArc3FGA,SecondChanceFG3A,Technical Free Throw Trips,SecondChanceArc3Frequency,HeaveAttempts,OffensiveGoaltends,SecondChanceCorner3FGM,SecondChanceCorner3FGA,SecondChanceArc3FGM,PenaltyArc3FGM,SecondChanceFG3M,Fg3aBlocked,BadPassOutOfBoundsTurnovers,SecondChanceFg3Pct,FG3APctBlocked,Corner3PctBlocked,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyArc3Accuracy,Loose Ball Fouls Drawn,Arc3PctBlocked,OffCorner3ReboundPct,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,LostBallOutOfBoundsTurnovers,team_id,year,season,team_vs
101124-1088-1517-2073-2563,1610612763,"Hakim Warrick, Chucky Atkins, Bobby Jackson, Brian Cardinal, Dahntay Jones","Warrick, Atkins, Jackson, Cardinal, Jones",101124-1088-1517-2073-2563,MEM,245.0,1,4.0,7.0,7.0,7.0,3.0,1.0,14.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,6.0,1.0,1.0,5.0,5.0,1.0,3.0,2.0,2.0,6.0,1.0,1.0,5.0,4.0,2.0,1.0,3.0,1.0,1.0,2.0,3.0,5.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,2.0,1.0,3.0,5.0,7.0,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.2857142857142857,0.3333333333333333,0.2857142857142857,0.3125,0.3333333333333333,0.3125,0.14285714285714285,1.0,0.75,0.5,0.6666666666666666,0.6,1.0,1.0,0.5,1.0,1.0,82.28571428571429,20.857142857142858,14.142857142857142,18.142857142857142,13.428571428571429,0.2857142857142857,0.5,0.5,0.2857142857142857,0.5,0.5,0.2857142857142857,0.14285714285714285,0.6666666666666666,0.5,0.2857142857142857,0.5,0.14285714285714285,0.42857142857142855,0.41735714285714287,0.5049,0.41735714285714287,0.125,0.14285714285714285,0.4,1.0,9.416666666666666,26.3,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612763,2006,2005-06,True
101124-1088-2034-2200-2203,1610612763,"Hakim Warrick, Chucky Atkins, Mike Miller, Pau Gasol, Shane Battier","Warrick, Atkins, Miller, Gasol, Battier",101124-1088-2034-2200-2203,MEM,427.0,1,7.0,13.0,14.0,,,1.0,27.0,,2.0,,,,,1.0,3.0,5.0,2.0,,4.0,10.0,2.0,,14.0,12.0,1.0,1.0,2.0,,,,,,2.0,,2.0,1.0,,5.0,6.0,1.0,7.0,1.0,,2.0,2.0,,4.0,1.0,2.0,,,12.0,,,,0.4,1.0,,0.5833333333333334,1.0,,0.5833333333333334,1.0,,0.16666666666666666,0.7142857142857143,0.16666666666666666,,0.625,0.16666666666666666,,0.5,,0.3333333333333333,,91.05386416861828,15.384615384615385,16.214285714285715,15.153846153846153,14.857142857142858,0.16666666666666666,,,0.25,0.3333333333333333,0.3333333333333333,0.4166666666666667,0.16666666666666666,,,,,,0.3333333333333333,0.4415541666666667,0.4197,,,,0.14285714285714285,,11.629999999999999,26.6,,2.0,3.0,2.0,2.0,6.0,3.0,3.0,2.0,3.0,1.0,4.0,1.0,3.0,9.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.75,0.75,0.5,1.0,1.0,1.0,1.0,1.0,0.16666666666666666,1.0,0.6,0.6,1.0,1.0,1.0,0.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612763,2006,2005-06,True
101124-1088-2073-2563-2766,1610612763,"Hakim Warrick, Chucky Atkins, Brian Cardinal, Dahntay Jones, Antonio Burks","Warrick, Atkins, Cardinal, Jones, Burks",101124-1088-2073-2563-2766,MEM,57.0,1,1.0,2.0,1.0,2.0,,,3.0,,,,,,,,1.0,,,,,1.0,,,,2.0,,,,,1.0,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,75.78947368421053,22.5,12.0,22.5,12.0,,,,1.0,,,,,,,,,,,0.34,,0.34,,,,,5.8,,1.0,-2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612763,2006,2005-06,True
101124-1088-2200-2203-224,1610612763,"Hakim Warrick, Chucky Atkins, Pau Gasol, Shane Battier, Eddie Jones","Warrick, Atkins, Gasol, Battier, Jones",101124-1088-2200-2203-224,MEM,31.0,1,1.0,2.0,1.0,2.0,,,3.0,1.0,1.0,,,1.0,1.0,,,,,,1.0,1.0,,1.0,3.0,,,,,1.0,1.0,,1.0,3.0,,,,,,,,,,1.0,,,1.0,1.0,,,1.0,1.0,1.0,3.0,3.0,2.0,,1.0,,1.0,1.0,,1.0,1.5,,1.5,,,,,,,,,,,,139.3548387096774,7.0,17.0,7.0,8.0,1.0,1.0,1.0,,,,,,,,1.0,1.0,,1.0,0.8482,,0.8482,1.0,1.0,,1.0,,,1.0,3.0,,,,2.0,,,,1.0,,1.0,,,2.0,,,1.0,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612763,2006,2005-06,True
101124-1088-2200-224-2563,1610612763,"Hakim Warrick, Chucky Atkins, Pau Gasol, Eddie Jones, Dahntay Jones","Warrick, Atkins, Gasol, Jones, Jones",101124-1088-2200-224-2563,MEM,82.0,1,1.0,3.0,4.0,3.0,4.0,,7.0,1.0,1.0,,,1.0,1.0,,,,,,1.0,1.0,,,2.0,5.0,,,,1.0,1.0,,,2.0,2.0,,,,,,1.0,,1.0,,,1.0,2.0,2.0,4.0,1.0,,,,2.0,2.0,3.0,2.0,1.0,,1.0,1.0,,1.0,1.0,,1.0,,,,,,,,,,,,122.92682926829268,13.666666666666666,10.25,13.666666666666666,10.25,1.0,1.0,1.0,,,,,,,,1.0,1.0,,1.0,0.4389,,0.4389,,,,1.0,,,1.0,-3.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,1.0,1.0,,0.5,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612763,2006,2005-06,True
101124-1088-2200-2563-2766,1610612763,"Hakim Warrick, Chucky Atkins, Pau Gasol, Dahntay Jones, Antonio Burks","Warrick, Atkins, Gasol, Jones, Burks",101124-1088-2200-2563-2766,MEM,20.0,1,,1.0,1.0,1.0,,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,1.0,1.0,,,2.0,1.0,1.0,1.0,2.0,1.0,1.0,,,2.0,2.0,2.0,,,,,,1.0,1.0,,,,,,1.0,,,,,,2.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,144.0,3.0,17.0,3.0,17.0,1.0,1.0,1.0,,,,,,1.0,1.0,1.0,1.0,,1.0,0.5196,0.5196,0.5196,,,1.0,1.0,,,1.0,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612763,2006,2005-06,True
101124-1088-2203-224-953,1610612763,"Hakim Warrick, Chucky Atkins, Shane Battier, Eddie Jones, Lorenzen Wright","Warrick, Atkins, Battier, Jones, Wright",101124-1088-2203-224-953,MEM,28.0,1,,1.0,,1.0,,,1.0,,,,,,,,,1.0,,,1.0,1.0,,,2.0,,,,,1.0,1.0,,,2.0,,,,,,,,,,,,,,,1.0,,,,,2.0,2.0,1.0,,1.0,,1.0,1.0,,1.0,1.0,,1.0,,,,,,,,,,,,51.42857142857143,13.0,,13.0,,,,,,,,1.0,,,,,,,,0.396,,0.396,,,,1.0,19.1,,1.0,2.0,1.0,,,2.0,,,,1.0,,1.0,,1.0,2.0,,,,,,,,,,,1.0,1.0,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612763,2006,2005-06,True
101124-1088-224-2563-953,1610612763,"Hakim Warrick, Chucky Atkins, Eddie Jones, Dahntay Jones, Lorenzen Wright","Warrick, Atkins, Jones, Jones, Wright",101124-1088-224-2563-953,MEM,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612763,2006,2005-06,True
101124-1517-2034-2200-2203,1610612763,"Hakim Warrick, Bobby Jackson, Mike Miller, Pau Gasol, Shane Battier","Warrick, Jackson, Miller, Gasol, Battier",101124-1517-2034-2200-2203,MEM,28.0,1,,,,,,,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,1.0,,,,,1.0,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,,1.0,0.56145,,,,,,,,24.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612763,2006,2005-06,True
101124-1517-2034-2200-2563,1610612763,"Hakim Warrick, Bobby Jackson, Mike Miller, Pau Gasol, Dahntay Jones","Warrick, Jackson, Miller, Gasol, Jones",101124-1517-2034-2200-2563,MEM,165.0,1,3.0,4.0,4.0,,,,8.0,1.0,1.0,,,,,1.0,1.0,1.0,,,3.0,3.0,1.0,,9.0,2.0,,,,,,,,,2.0,,,,,3.0,3.0,,3.0,,,,,,,,,,,9.0,,,,1.0,,,1.125,,,1.125,,,0.25,1.0,,,1.0,,,,,1.0,,69.81818181818181,20.75,20.5,20.75,16.5,0.25,1.0,1.0,0.25,1.0,1.0,0.25,,,,,,,0.5,0.445225,,,,,,,7.866666666666667,22.8,,7.0,1.0,,1.0,4.0,3.0,,,2.0,1.0,3.0,,1.0,7.0,,,,,,,1.0,1.0,1.0,1.0,0.6666666666666666,0.6666666666666666,1.0,1.0,1.0,,1.0,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,0.25,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612763,2006,2005-06,True
