EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,Corner3FGA,PenaltyCorner3FGA,Arc3FGA,FG2M,FG2A,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,NonHeaveArc3FGA,TwoPtAssists,Assists,AtRimAssists,AssistPoints,OffThreePtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,LiveBallTurnovers,DeadBallTurnovers,LostBallTurnovers,Travels,Turnovers,PenaltyTurnovers,ShootingFouls,Fouls,FoulsDrawn,Offensive Fouls Drawn,FTA,NonShootingFoulsDrawn,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,SecondChanceFg2Pct,EfgPct,SecondChanceEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffArc3ReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,Corner3Frequency,Arc3Frequency,PenaltyCorner3Frequency,AtRimFG3AFrequency,ShotQualityAvg,PenaltyShotQualityAvg,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,PlusMinus,SecondChanceAtRimFGM,SecondChanceAtRimFGA,LongMidRangeFGM,LongMidRangeFGA,PtsPutbacks,Fg2aBlocked,LongMidRangeAssists,OffTwoPtRebounds,BadPassTurnovers,LostBallOutOfBoundsTurnovers,Offensive Fouls,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,FG2APctBlocked,AtRimPctBlocked,OffTwoPtReboundPct,OffShortMidRangeReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,Steals,LostBallSteals,SecondChanceTurnovers,PenaltyAtRimFGM,PenaltyAtRimFGA,PenaltyFG2M,PenaltyFG2A,BadPassOutOfBoundsTurnovers,Loose Ball Fouls Drawn,PenaltyFg2Pct,PenaltyEfgPct,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,ShortMidRangePctBlocked,SecondChanceFtPoints,SelfOReb,BadPassSteals,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,OffAtRimReboundPct,OffLongMidRangeReboundPct,OffCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,Arc3FGM,FG3M,PtsUnassisted3s,NonHeaveArc3FGM,Fg3Pct,NonHeaveFg3Pct,Arc3Accuracy,UnblockedArc3Accuracy,NonHeaveArc3Accuracy,PenaltyArc3FGA,BlockedShortMidRange,PenaltyArc3Frequency,SecondChanceArc3FGA,SecondChanceFG3A,NonShootingPenaltyNonTakeFouls,SecondChanceArc3Frequency,Fg3aBlocked,FG3APctBlocked,Arc3PctBlocked,DefCorner3ReboundPct,PenaltyArc3FGM,PenaltyFG3M,PtsAssisted3s,ThreePtAssists,Arc3Assists,Assisted3sPct,PenaltyFg3Pct,Arc3PctAssisted,PenaltyArc3Accuracy,SecondChanceCorner3FGA,OffensiveGoaltends,SecondChanceCorner3Frequency,Technical Free Throw Trips,SecondChanceAtRimPctAssisted,Corner3FGM,Corner3Assists,ShortMidRangeAssists,ThreePtShootingFoulsDrawn,Blocked3s,BlockedCorner3,ShortMidRangePctAssisted,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,ThreePtShootingFoulsDrawnPct,FTOffRebounds,Loose Ball Fouls,BlockedArc3,OffFTReboundPct,StepOutOfBoundsTurnovers,PenaltyCorner3FGM,PenaltyCorner3Accuracy,SecondChanceCorner3FGM,SecondChanceFG3M,SecondChanceFg3Pct,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,team_id,year,season,team_vs
101124-1088-1517-2073-2563,1610612763,"Hakim Warrick, Chucky Atkins, Bobby Jackson, Brian Cardinal, Dahntay Jones","Warrick, Atkins, Jackson, Cardinal, Jones",101124-1088-1517-2073-2563,MEM,245.0,1,4.0,7.0,7.0,3.0,7.0,1.0,14.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,3.0,2.0,1.0,5.0,5.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,3.0,1.0,4.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,3.0,1.0,2.0,1.0,3.0,1.0,3.0,1.0,0.5,0.5,0.6666666666666666,1.0,0.4,1.0,0.4166666666666667,1.0,0.25,0.4,0.5,1.0,0.25,1.0,0.5,0.4,0.3333333333333333,1.0,0.5,1.0,82.28571428571429,14.142857142857142,20.857142857142858,13.428571428571429,18.142857142857142,0.2,1.0,1.0,1.0,0.4,0.5,0.5,0.2,0.2,1.0,0.6,0.47152000000000005,0.50235,0.4,0.2,5.033333333333333,24.0,0.42857142857142855,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612763,2006,2005-06,False
101124-1088-2034-2200-2203,1610612763,"Hakim Warrick, Chucky Atkins, Mike Miller, Pau Gasol, Shane Battier","Warrick, Atkins, Miller, Gasol, Battier",101124-1088-2034-2200-2203,MEM,427.0,1,7.0,14.0,13.0,,,3.0,27.0,2.0,3.0,1.0,4.0,,,1.0,5.0,12.0,1.0,2.0,12.0,14.0,1.0,3.0,2.0,,,,4.0,6.0,1.0,2.0,2.0,,4.0,1.0,,5.0,,5.0,3.0,8.0,1.0,2.0,,,3.0,,,2.0,4.0,1.0,3.0,,10.0,,,,0.4,0.5,0.4166666666666667,0.3333333333333333,0.38461538461538464,0.3333333333333333,0.42857142857142855,0.3333333333333333,,0.07692307692307693,0.3333333333333333,,0.8333333333333334,,1.0,0.8333333333333334,0.375,1.0,1.0,,91.05386416861828,16.214285714285715,15.384615384615385,14.857142857142858,15.153846153846153,0.23076923076923078,0.6666666666666666,1.0,,0.3076923076923077,0.25,0.25,,0.07692307692307693,,0.3076923076923077,0.4384923076923077,,0.16666666666666666,,10.35,25.6,,-2.0,1.0,2.0,2.0,5.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,0.08333333333333333,0.3333333333333333,0.2857142857142857,0.6666666666666666,1.0,0.5,0.38461538461538464,0.4,0.4,1.0,0.6666666666666666,0.5,0.4567,0.14285714285714285,0.15384615384615385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612763,2006,2005-06,False
101124-1088-2073-2563-2766,1610612763,"Hakim Warrick, Chucky Atkins, Brian Cardinal, Dahntay Jones, Antonio Burks","Warrick, Atkins, Cardinal, Jones, Burks",101124-1088-2073-2563-2766,MEM,57.0,1,1.0,1.0,2.0,,2.0,,3.0,,,1.0,1.0,,,,1.0,1.0,,,2.0,,,,,,,,,2.0,,,,,,,,1.0,,1.0,,1.0,,,,,,,,,1.0,1.0,,,2.0,,,,,,1.0,,1.0,,1.0,,,,,,1.0,,,1.0,,,,,75.78947368421053,12.0,22.5,12.0,22.5,,,,,1.0,1.0,1.0,,,,,0.3913,,,,6.0,,,2.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612763,2006,2005-06,False
101124-1088-2200-2203-224,1610612763,"Hakim Warrick, Chucky Atkins, Pau Gasol, Shane Battier, Eddie Jones","Warrick, Atkins, Gasol, Battier, Jones",101124-1088-2200-2203-224,MEM,31.0,1,1.0,1.0,2.0,,2.0,1.0,3.0,,,,,,,1.0,,,1.0,,,3.0,,,,,,,,,1.0,,,,,1.0,,,,,1.0,1.0,1.0,,,,1.0,,1.0,1.0,,,,,,,,,,,,,,,,,,1.0,1.0,,,,1.0,,1.0,1.0,,,139.3548387096774,17.0,7.0,8.0,7.0,,,,,,,,,1.0,,1.0,0.60405,,,,,24.6,,-3.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612763,2006,2005-06,False
101124-1088-2200-224-2563,1610612763,"Hakim Warrick, Chucky Atkins, Pau Gasol, Eddie Jones, Dahntay Jones","Warrick, Atkins, Gasol, Jones, Jones",101124-1088-2200-224-2563,MEM,82.0,1,1.0,4.0,3.0,4.0,3.0,,7.0,1.0,1.0,,,,,,1.0,1.0,,3.0,5.0,2.0,,,,,3.0,5.0,,2.0,,,,,,,,,,,,,,1.0,,,1.0,1.0,,,4.0,1.0,4.0,2.0,5.0,5.0,4.0,2.0,,,1.0,,1.0,,0.8333333333333334,,0.8333333333333334,,,,,,,,,,,,122.92682926829268,10.25,13.666666666666666,10.25,13.666666666666666,1.0,1.0,1.0,,,,,,,,1.0,0.5789,0.5789,,1.0,,,1.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612763,2006,2005-06,False
101124-1088-2200-2563-2766,1610612763,"Hakim Warrick, Chucky Atkins, Pau Gasol, Dahntay Jones, Antonio Burks","Warrick, Atkins, Gasol, Jones, Burks",101124-1088-2200-2563-2766,MEM,20.0,1,,1.0,1.0,,1.0,,2.0,,,,,,,,,,,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,2.0,,1.0,,,,,,,,,,0.5,,,,,,,,,,,,,,144.0,17.0,3.0,17.0,3.0,,,,,,,,,,,,,,,,,,,-1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612763,2006,2005-06,False
101124-1088-2203-224-953,1610612763,"Hakim Warrick, Chucky Atkins, Shane Battier, Eddie Jones, Lorenzen Wright","Warrick, Atkins, Battier, Jones, Wright",101124-1088-2203-224-953,MEM,28.0,1,,,1.0,,1.0,,1.0,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.42857142857143,,13.0,,13.0,,,,,,,,,,,,,,,,,,,-2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612763,2006,2005-06,False
101124-1088-224-2563-953,1610612763,"Hakim Warrick, Chucky Atkins, Eddie Jones, Dahntay Jones, Lorenzen Wright","Warrick, Atkins, Jones, Jones, Wright",101124-1088-224-2563-953,MEM,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612763,2006,2005-06,False
101124-1517-2034-2200-2203,1610612763,"Hakim Warrick, Bobby Jackson, Mike Miller, Pau Gasol, Shane Battier","Warrick, Jackson, Miller, Gasol, Battier",101124-1517-2034-2200-2203,MEM,28.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612763,2006,2005-06,False
101124-1517-2034-2200-2563,1610612763,"Hakim Warrick, Bobby Jackson, Mike Miller, Pau Gasol, Dahntay Jones","Warrick, Jackson, Miller, Gasol, Jones",101124-1517-2034-2200-2563,MEM,165.0,1,3.0,4.0,4.0,,,1.0,8.0,1.0,2.0,,2.0,,,,1.0,4.0,,,2.0,9.0,,1.0,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,0.25,,0.25,,0.25,,,,,,,,,,,,,,69.81818181818181,20.5,20.75,16.5,20.75,0.5,0.5,1.0,,0.5,,,,,,0.5,0.4628,,,,2.625,,,-7.0,,,,,,1.0,,,,,,,,0.25,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612763,2006,2005-06,False
