EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,OffPoss,DefPoss,PenaltyOffPoss,TotalPoss,LongMidRangeFGA,Arc3FGA,PenaltyArc3FGA,FG2A,FG3A,FtPoints,Points,OpponentPoints,PenaltyFG3A,NonHeaveArc3FGA,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,Rebounds,Steals,BadPassSteals,LiveBallTurnovers,BadPassTurnovers,Turnovers,FoulsDrawn,FTA,TwoPtShootingFoulsDrawn,FirstChancePoints,PenaltyOffPossExcludingTakeFouls,TsPct,FG3APct,LiveBallTurnoverPct,DefTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,LongMidRangeFrequency,Arc3Frequency,PenaltyArc3Frequency,AtRimFG3AFrequency,ShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,PlusMinus,PenaltyDefPoss,SecondChanceOffPoss,AtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,SecondChanceArc3FGA,FG2M,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3A,SecondChancePoints,PtsAssisted2s,PtsUnassisted2s,PtsPutbacks,TwoPtAssists,Assists,ShortMidRangeAssists,AssistPoints,OffTwoPtRebounds,OffRebounds,SelfOReb,DeadBallTurnovers,ShootingFouls,Fouls,Offensive Fouls,Offensive Fouls Drawn,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,SecondChanceFg2Pct,EfgPct,SecondChanceEfgPct,SecondChanceTsPct,OffTwoPtReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffLongMidRangeReboundPct,SelfORebPct,AtRimFrequency,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,SecondChanceArc3Frequency,SecondChanceShotQualityAvg,SecondChancePointsPct,AtRimFGM,SecondChanceAtRimFGM,SecondChanceAtRimFGA,LongMidRangeFGM,Arc3FGM,FG3M,PtsAssisted3s,NonHeaveArc3FGM,ThreePtAssists,Arc3Assists,AtRimAssists,LongMidRangeAssists,OffThreePtRebounds,BadPassOutOfBoundsTurnovers,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,OffThreePtReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,BlocksRecoveredPct,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,NonHeaveArc3Accuracy,PenaltyAtRimFGM,PenaltyAtRimFGA,PenaltyFG2M,PenaltyFG2A,PenaltyPoints,FTDefRebounds,PenaltyPointsExcludingTakeFouls,PenaltyFg2Pct,PenaltyEfgPct,PenaltyTsPct,DefFTReboundPct,OffShortMidRangeReboundPct,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyPointsPct,DefensiveGoaltends,3SecondViolations,DefShortMidRangeReboundPct,Corner3FGA,OffCorner3ReboundPct,Corner3Frequency,PenaltyArc3FGM,SecondChanceFtPoints,PenaltyFG3M,Loose Ball Fouls Drawn,2pt And 1 Free Throw Trips,PenaltyFg3Pct,PenaltyArc3Accuracy,Fg2aBlocked,LostBallTurnovers,NonShootingPenaltyNonTakeFouls,FG2APctBlocked,AtRimPctBlocked,LostBallSteals,ShortMidRangePctBlocked,PenaltyFtPoints,PenaltyTurnovers,PtsUnassisted3s,Travels,SecondChanceTurnovers,BlockedShortMidRange,LongMidRangePctBlocked,Corner3FGM,PenaltyCorner3FGM,PenaltyCorner3FGA,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFoulsDrawn,Corner3Accuracy,UnblockedCorner3Accuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,Technical Free Throw Trips,HeaveAttempts,StepOutOfBoundsTurnovers,Loose Ball Fouls,BlockedLongMidRange,Defensive 3 Seconds Violations,DefCorner3ReboundPct,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,Corner3Assists,LostBallOutOfBoundsTurnovers,3pt And 1 Free Throw Trips,Corner3PctAssisted,SecondChanceCorner3FGA,SecondChanceArc3FGM,SecondChanceFG3M,Fg3aBlocked,OffensiveGoaltends,SecondChanceFg3Pct,FG3APctBlocked,Arc3PctBlocked,SecondChanceCorner3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,SecondChanceCorner3FGM,Blocked3s,BlockedArc3,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,FTOffRebounds,OffFTReboundPct,Clear Path Fouls,Corner3PctBlocked,team_id,year,season,team_vs
101119-101152-1548-2058-2239,1610612750,"Rashad McCants, Bracey Wright, Mark Blount, Mark Madsen, Trenton Hassell","McCants, Wright, Blount, Madsen, Hassell",101119-101152-1548-2058-2239,MIN,153.0,1,3.0,5.0,5.0,1.0,10.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,0.25,0.3333333333333333,1.0,0.5,1.0,0.6666666666666666,0.5,1.0,94.11764705882354,14.0,16.6,14.0,16.2,0.6666666666666666,0.3333333333333333,1.0,0.3333333333333333,0.4322,0.5493,0.25,0.3333333333333333,17.15,25.0,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612750,2006,2005-06,True
101119-101152-1548-2060-2239,1610612750,"Rashad McCants, Bracey Wright, Mark Blount, Marko Jaric, Trenton Hassell","McCants, Wright, Blount, Jaric, Hassell",101119-101152-1548-2060-2239,MIN,204.0,1,3.0,7.0,7.0,,14.0,3.0,1.0,,7.0,1.0,,4.0,11.0,,1.0,,,,2.0,,,,,1.0,2.0,,,2.0,,0.25,0.125,,,,,,,98.82352941176471,17.714285714285715,11.428571428571429,15.285714285714286,11.428571428571429,0.375,0.125,,0.25,0.41944375,,,,11.828571428571427,25.0,,-7.0,7.0,2.0,1.0,2.0,3.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,0.5,1.0,0.2857142857142857,1.0,0.25,0.5,0.5,0.4,0.3333333333333333,1.0,0.3333333333333333,0.16666666666666666,0.125,0.375,0.6666666666666666,0.6666666666666666,0.5,0.5,0.442875,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612750,2006,2005-06,True
101119-101152-1548-2239-2556,1610612750,"Rashad McCants, Bracey Wright, Mark Blount, Trenton Hassell, Marcus Banks","McCants, Wright, Blount, Hassell, Banks",101119-101152-1548-2239-2556,MIN,429.0,1,7.0,12.0,12.0,,24.0,2.0,5.0,,6.0,5.0,2.0,16.0,20.0,,5.0,1.0,1.0,2.0,4.0,,,,,1.0,2.0,4.0,2.0,14.0,,0.6153846153846154,0.45454545454545453,,0.25,1.0,0.4,,1.0,80.55944055944056,17.666666666666668,18.083333333333332,16.916666666666668,16.25,0.18181818181818182,0.45454545454545453,,0.7272727272727273,0.5031363636363637,,0.15384615384615385,0.25,7.8500000000000005,25.419999999999998,,-4.0,3.0,2.0,3.0,,1.0,1.0,4.0,1.0,1.0,1.0,2.0,6.0,2.0,,3.0,5.0,,12.0,1.0,2.0,1.0,1.0,3.0,5.0,,,0.75,0.75,0.6666666666666666,1.0,0.6363636363636364,0.5,0.5,0.5,0.4,,1.0,0.2,0.2727272727272727,0.09090909090909091,,,,0.5,0.5971,0.125,3.0,1.0,1.0,1.0,2.0,2.0,6.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.4,0.4,0.3333333333333333,0.3333333333333333,0.5,1.0,1.0,1.0,0.6666666666666666,0.5,0.5,1.0,0.4,0.4,1.0,0.5,1.0,1.0,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612750,2006,2005-06,True
101119-101152-1607-2058-2239,1610612750,"Rashad McCants, Bracey Wright, Troy Hudson, Mark Madsen, Trenton Hassell","McCants, Wright, Hudson, Madsen, Hassell",101119-101152-1607-2058-2239,MIN,119.0,1,2.0,6.0,6.0,6.0,12.0,2.0,,,8.0,,,4.0,3.0,,,,1.0,3.0,5.0,,,,,,,,,2.0,6.0,0.25,,,0.5,,0.5,,,145.21008403361344,12.666666666666666,7.166666666666667,12.0,6.666666666666667,0.25,,,0.375,0.4515625,0.4515625,,,6.9625,,1.0,1.0,6.0,2.0,3.0,,3.0,,2.0,1.0,2.0,,2.0,2.0,2.0,2.0,1.0,1.0,,2.0,2.0,2.0,,,3.0,3.0,,,0.5,1.0,0.25,0.5,0.25,0.5,0.5,0.3333333333333333,0.3333333333333333,1.0,,,0.375,0.375,,,,,0.4917,0.5,2.0,1.0,1.0,,,,,,,,1.0,,,,,,,,,,,,,1.0,,0.6666666666666666,0.6666666666666666,0.5,,,,,,,0.5,1.0,,,2.0,3.0,2.0,8.0,4.0,2.0,4.0,0.25,0.25,0.25,1.0,0.3333333333333333,0.375,0.6666666666666666,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612750,2006,2005-06,True
101119-101152-1853-2058-2648,1610612750,"Rashad McCants, Bracey Wright, Anthony Carter, Mark Madsen, Ronald Dupree","McCants, Wright, Carter, Madsen, Dupree",101119-101152-1853-2058-2648,MIN,268.0,1,4.0,13.0,13.0,,26.0,3.0,,,9.0,,,12.0,14.0,,,1.0,2.0,4.0,5.0,2.0,2.0,2.0,2.0,5.0,,,,10.0,,0.6666666666666666,,0.4,0.6666666666666666,0.5,0.6,,0.5,139.70149253731344,10.461538461538462,10.153846153846153,10.461538461538462,10.0,0.3333333333333333,,,0.4444444444444444,0.5204444444444445,,,,9.177777777777777,,,-2.0,13.0,1.0,4.0,1.0,2.0,,6.0,1.0,1.0,,2.0,6.0,6.0,2.0,3.0,3.0,,6.0,1.0,1.0,,3.0,2.0,3.0,1.0,,0.5,0.6,0.6666666666666666,1.0,0.6666666666666666,1.0,1.0,0.3333333333333333,0.3333333333333333,1.0,,,0.4444444444444444,0.2222222222222222,0.5,0.5,,,0.5628,0.16666666666666666,3.0,1.0,1.0,2.0,,,,,,,2.0,1.0,,1.0,1.0,1.0,1.0,1.0,,,,,,0.5,1.0,0.75,0.75,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.5,,,,1.0,1.0,,,,,,,,1.0,,,,,1.0,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612750,2006,2005-06,True
101119-101152-2058-2060-2239,1610612750,"Rashad McCants, Bracey Wright, Mark Madsen, Marko Jaric, Trenton Hassell","McCants, Wright, Madsen, Jaric, Hassell",101119-101152-2058-2060-2239,MIN,192.0,1,3.0,5.0,6.0,,11.0,1.0,2.0,,4.0,3.0,,6.0,6.0,,2.0,,2.0,2.0,4.0,,,,,,1.0,,,2.0,,0.42857142857142855,0.42857142857142855,,1.0,,1.0,1.0,,82.5,21.0,14.5,16.8,14.5,0.14285714285714285,0.2857142857142857,,0.7142857142857143,0.5399,,,,6.75,24.5,,,,2.0,2.0,1.0,1.0,,3.0,2.0,2.0,,4.0,4.0,2.0,,2.0,2.0,1.0,4.0,,2.0,,,,,,,0.6666666666666666,0.6666666666666666,0.75,1.0,0.42857142857142855,1.0,1.0,,0.5,,,,0.2857142857142857,0.14285714285714285,1.0,1.0,1.0,,,0.6666666666666666,2.0,1.0,1.0,,,,,,,,1.0,,2.0,,,,,,,,,0.6666666666666666,0.5,,,1.0,1.0,0.5,,,,,,,0.5,1.0,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,0.14285714285714285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612750,2006,2005-06,True
101119-101152-2058-2060-2648,1610612750,"Rashad McCants, Bracey Wright, Mark Madsen, Marko Jaric, Ronald Dupree","McCants, Wright, Madsen, Jaric, Dupree",101119-101152-2058-2060-2648,MIN,65.0,1,1.0,2.0,2.0,,4.0,,,,1.0,,,2.0,1.0,,,,1.0,1.0,1.0,,,,,1.0,,,,2.0,,1.0,,,0.3333333333333333,,0.3333333333333333,0.3333333333333333,,88.61538461538463,8.5,24.0,8.5,18.0,,,,,0.3533,,,,8.6,,,1.0,2.0,,,1.0,1.0,,1.0,,,,,2.0,,,1.0,1.0,1.0,2.0,,,,1.0,1.0,1.0,,,1.0,1.0,1.0,,1.0,,,,,,,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612750,2006,2005-06,True
101119-101152-2060-2204-2239,1610612750,"Rashad McCants, Bracey Wright, Marko Jaric, Eddie Griffin, Trenton Hassell","McCants, Wright, Jaric, Griffin, Hassell",101119-101152-2060-2204-2239,MIN,34.0,1,1.0,1.0,1.0,,2.0,1.0,,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,84.70588235294117,21.0,13.0,21.0,13.0,1.0,,,,0.3508,,,,19.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612750,2006,2005-06,True
101119-101152-2204-2239-2556,1610612750,"Rashad McCants, Bracey Wright, Eddie Griffin, Trenton Hassell, Marcus Banks","McCants, Wright, Griffin, Hassell, Banks",101119-101152-2204-2239-2556,MIN,265.0,2,4.0,9.0,9.0,2.0,18.0,2.0,2.0,1.0,6.0,3.0,3.0,14.0,9.0,1.0,2.0,2.0,1.0,3.0,4.0,,,,,,5.0,3.0,2.0,12.0,2.0,0.7,0.3333333333333333,,1.0,1.0,1.0,1.0,1.0,97.81132075471697,13.666666666666666,15.777777777777779,13.11111111111111,15.777777777777779,0.2222222222222222,0.2222222222222222,0.5,0.6666666666666666,0.5436777777777777,0.414025,0.2,0.2857142857142857,7.416666666666667,24.266666666666666,0.2222222222222222,5.0,4.0,1.0,3.0,1.0,1.0,,4.0,,,,2.0,6.0,2.0,,3.0,4.0,,9.0,,1.0,,,1.0,1.0,,2.0,0.75,0.75,0.6666666666666666,,0.6111111111111112,,1.0,,0.25,,,,0.3333333333333333,0.1111111111111111,1.0,1.0,,,,0.14285714285714285,3.0,,,,1.0,1.0,3.0,1.0,1.0,1.0,3.0,,1.0,,,,,,1.0,0.3333333333333333,0.3333333333333333,0.5,1.0,,,1.0,1.0,1.0,,,,0.5,0.5,1.0,,,,0.5,,,,1.0,3.0,,3.0,,0.75,0.75,,,,,0.21428571428571427,,,,1.0,,0.1111111111111111,1.0,2.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612750,2006,2005-06,True
101119-101152-2204-2556-2770,1610612750,"Rashad McCants, Bracey Wright, Eddie Griffin, Marcus Banks, Justin Reed","McCants, Wright, Griffin, Banks, Reed",101119-101152-2204-2556-2770,MIN,188.0,1,3.0,7.0,6.0,,13.0,2.0,,,6.0,,,6.0,6.0,,,1.0,2.0,3.0,4.0,,,1.0,,1.0,,,,4.0,,0.5,,1.0,1.0,1.0,1.0,1.0,1.0,99.57446808510639,19.142857142857142,9.0,18.857142857142858,9.0,0.3333333333333333,,,0.3333333333333333,0.40263333333333334,,,,8.433333333333334,,,,6.0,1.0,2.0,1.0,2.0,,3.0,1.0,1.0,,2.0,4.0,2.0,,2.0,2.0,1.0,4.0,1.0,1.0,,,1.0,2.0,,,0.6666666666666666,0.6666666666666666,0.5,1.0,0.5,1.0,1.0,0.3333333333333333,0.3333333333333333,1.0,,,0.3333333333333333,0.3333333333333333,0.5,0.5,1.0,,0.3277,0.3333333333333333,1.0,,,1.0,,,,,,,,1.0,,,1.0,1.0,1.0,1.0,,,,,,1.0,1.0,0.5,1.0,,0.5,0.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,0.16666666666666666,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612750,2006,2005-06,True
