EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGA,SecondChanceAtRimFGA,PenaltyAtRimFGA,LongMidRangeFGA,FG2A,SecondChanceFG2A,PenaltyFG2A,Fg2aBlocked,OffTwoPtRebounds,OffRebounds,Rebounds,PenaltyOffPossExcludingTakeFouls,FG2APctBlocked,AtRimPctBlocked,OffTwoPtReboundPct,OffFGReboundPct,OffLongMidRangeReboundPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,LongMidRangeFrequency,SecondChanceAtRimFrequency,PenaltyAtRimFrequency,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,Avg2ptShotDistance,PenaltyOffPossPct,Minutes,PlusMinus,AtRimFGM,PenaltyAtRimFGM,LongMidRangeFGM,FG2M,FtPoints,Points,OpponentPoints,PenaltyFG2M,PenaltyFtPoints,PenaltyPoints,PtsUnassisted2s,DefTwoPtRebounds,DefRebounds,ShootingFouls,Fouls,FoulsDrawn,FTA,TwoPtShootingFoulsDrawn,Blocked2s,BlockedShortMidRange,Blocks,FirstChancePoints,PenaltyPointsExcludingTakeFouls,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,DefTwoPtReboundPct,DefFGReboundPct,DefShortMidRangeReboundPct,AtRimAccuracy,UnblockedAtRimAccuracy,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,PenaltyAtRimAccuracy,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,PenaltyPointsPct,ShortMidRangeFGA,SecondChanceFtPoints,SecondChancePoints,DeadBallTurnovers,Turnovers,PenaltyTurnovers,Offensive Fouls,2pt And 1 Free Throw Trips,RecoveredBlocks,SecondChanceTsPct,ShortMidRangePctBlocked,OffShortMidRangeReboundPct,DefLongMidRangeReboundPct,BlocksRecoveredPct,ShortMidRangeFrequency,SecondChancePointsPct,ShortMidRangeFGM,FTDefRebounds,NonShootingPenaltyNonTakeFouls,DefFTReboundPct,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,SecondChanceAtRimFGM,SecondChanceFG2M,PtsAssisted2s,PtsPutbacks,TwoPtAssists,Assists,AtRimAssists,AssistPoints,LiveBallTurnovers,BadPassTurnovers,SecondChanceTurnovers,Loose Ball Fouls,Assisted2sPct,NonPutbacksAssisted2sPct,SecondChanceFg2Pct,SecondChanceEfgPct,LiveBallTurnoverPct,OffAtRimReboundPct,DefAtRimReboundPct,AtRimPctAssisted,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,Corner3FGA,PenaltyCorner3FGA,FG3A,PenaltyFG3A,LongMidRangeAssists,OffThreePtRebounds,DefThreePtRebounds,Loose Ball Fouls Drawn,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFoulsDrawn,FG3APct,DefThreePtReboundPct,OffThreePtReboundPct,OffCorner3ReboundPct,DefArc3ReboundPct,LongMidRangePctAssisted,Corner3Frequency,PenaltyCorner3Frequency,Avg3ptShotDistance,Arc3FGM,Arc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG3M,PenaltyFG3M,PtsUnassisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,ShortMidRangeAssists,Steals,BadPassSteals,LostBallSteals,DefensiveGoaltends,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,DefCorner3ReboundPct,ShortMidRangePctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,LostBallTurnovers,OffArc3ReboundPct,Corner3FGM,SecondChanceArc3FGA,SecondChanceFG3A,PtsAssisted3s,ThreePtAssists,Corner3Assists,SelfOReb,BadPassOutOfBoundsTurnovers,LostBallOutOfBoundsTurnovers,Travels,Technical Free Throw Trips,BlockedAtRim,Assisted3sPct,SelfORebPct,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceArc3Frequency,FTOffRebounds,OffFTReboundPct,SecondChanceCorner3FGA,ThreePtShootingFoulsDrawn,Defensive 3 Seconds Violations,SecondChanceCorner3Frequency,ThreePtShootingFoulsDrawnPct,Blocked3s,BlockedArc3,PenaltyCorner3FGM,PenaltyCorner3Accuracy,Arc3Assists,Arc3PctAssisted,Offensive Fouls Drawn,HeaveAttempts,SecondChanceCorner3FGM,SecondChanceFG3M,SecondChanceFg3Pct,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3FGM,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,Fg3aBlocked,FG3APctBlocked,Arc3PctBlocked,StepOutOfBoundsTurnovers,Corner3PctBlocked,3SecondViolations,LongMidRangePctBlocked,BlockedLongMidRange,team_id,year,season,team_vs
101177-109-1938-2757-699,1610612759,"Fabricio Oberto, Robert Horry, Manu Ginobili, Beno Udrih, Brent Barry","Oberto, Horry, Ginobili, Udrih, Barry",101177-109-1938-2757-699,SAS,27.0,1,1.0,1.0,1.0,1.0,1.0,2,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0.5,0.5,1.0,106.66666666666666,17.0,10.0,10.0,10.0,0.5,0.5,1.0,0.5,0.5,0.46845,0.5498,0.46845,11.3,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612759,2006,2005-06,True
101177-1477-1495-1938-2225,1610612759,"Fabricio Oberto, Bruce Bowen, Tim Duncan, Manu Ginobili, Tony Parker","Oberto, Bowen, Duncan, Ginobili, Parker",101177-1477-1495-1938-2225,SAS,151.0,1,4.0,4.0,4.0,,,8,2.0,,2.0,1.0,3.0,,3.0,,,,1.0,4.0,,,,,,76.29139072847683,17.5,20.25,17.5,19.75,0.6666666666666666,0.3333333333333333,,0.6666666666666666,0.6666666666666666,0.525,,0.525,5.2,1.0,3.0,2.0,1.0,1.0,1.0,2.0,2.0,6.0,4.0,2.0,2.0,6.0,4.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,6.0,6.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.75,0.75,0.5,0.5,0.5,0.5,0.5,1.0,1.0,0.5,0.25,0.25,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612759,2006,2005-06,True
101177-1477-1495-2225-699,1610612759,"Fabricio Oberto, Bruce Bowen, Tim Duncan, Tony Parker, Brent Barry","Oberto, Bowen, Duncan, Parker, Barry",101177-1477-1495-2225-699,SAS,95.0,1,3.0,3.0,2.0,,1.0,6,1.0,,1.0,,2.0,,1.0,1.0,1.0,1.0,3.0,2.0,0.5,,1.0,1.0,,90.94736842105263,12.0,19.666666666666668,11.333333333333334,19.666666666666668,0.5,,,1.0,0.5,0.5238,,0.6749,3.9,0.6666666666666666,2.0,1.0,1.0,1.0,,1.0,1.0,3.0,2.0,1.0,,2.0,2.0,2.0,2.0,,1.0,2.0,3.0,2.0,1.0,1.0,1.0,2.0,2.0,0.5,1.0,0.5,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,,,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612759,2006,2005-06,True
101177-1477-1737-1938-2757,1610612759,"Fabricio Oberto, Bruce Bowen, Nazr Mohammed, Manu Ginobili, Beno Udrih","Oberto, Bowen, Mohammed, Ginobili, Udrih",101177-1477-1737-1938-2757,SAS,131.0,1,4.0,4.0,4.0,4.0,1.0,8,,,,1.0,2.0,,2.0,,,,2.0,4.0,,,,,,87.93893129770993,13.0,19.75,12.25,13.5,,0.5,,,,0.35555,,0.35555,12.85,1.0,2.0,,,,,1.0,1.0,3.0,3.0,1.0,1.0,3.0,2.0,1.0,2.0,1.0,3.0,1.0,2.0,1.0,,,,3.0,3.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,,,,,,,0.3333333333333333,0.3333333333333333,1.0,1.0,,,,,,,,,,,,1.0,,0.5,,1.0,1.0,2.0,0.5,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612759,2006,2005-06,True
101177-1477-1737-2757-699,1610612759,"Fabricio Oberto, Bruce Bowen, Nazr Mohammed, Beno Udrih, Brent Barry","Oberto, Bowen, Mohammed, Udrih, Barry",101177-1477-1737-2757-699,SAS,29.0,1,1.0,1.0,,,,2,,,,,,,,,,,,,,,,,,99.3103448275862,25.0,4.0,25.0,,,,,,,,,,,,,,,,,,2.0,2.0,2.0,,,,,,,,,1.0,2.0,1.0,,,,2.0,,,,,,1.0,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612759,2006,2005-06,True
101177-1477-1938-2225-714,1610612759,"Fabricio Oberto, Bruce Bowen, Manu Ginobili, Tony Parker, Michael Finley","Oberto, Bowen, Ginobili, Parker, Finley",101177-1477-1938-2225-714,SAS,189.0,1,5.0,5.0,2.0,,3.0,10,3.0,1.0,1.0,1.0,5.0,2.0,2.0,1.0,2.0,2.0,4.0,2.0,0.2,0.3333333333333333,1.0,1.0,1.0,76.19047619047619,14.2,23.6,9.8,20.2,0.6,0.2,0.5,0.5,0.6,0.51256,0.45555,0.5811,5.46,0.4,3.0,2.0,2.0,1.0,,3.0,,6.0,4.0,1.0,,2.0,2.0,2.0,2.0,,3.0,,,,,,,2.0,2.0,0.6,0.5,0.6,0.5,0.6,0.5,0.5,0.5,,0.6666666666666666,1.0,,,1.0,,,0.3333333333333333,1.0,,4.0,1.0,2.0,1.0,1.0,,,1.0,,,1.0,,0.2,0.6666666666666666,1.0,,1.0,,1.0,1.0,1.0,2.0,4.0,2.0,2.0,2.0,2.0,4.0,1.0,1.0,1.0,1.0,0.6666666666666666,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612759,2006,2005-06,True
101177-1495-1938-2225-714,1610612759,"Fabricio Oberto, Tim Duncan, Manu Ginobili, Tony Parker, Michael Finley","Oberto, Duncan, Ginobili, Parker, Finley",101177-1495-1938-2225-714,SAS,190.0,1,6.0,5.0,6.0,5.0,2.0,11,3.0,1.0,3.0,1.0,4.0,1.0,4.0,,,1.0,3.0,6.0,,,,0.5,,83.36842105263159,13.166666666666666,22.2,12.833333333333334,19.6,0.6,0.2,1.0,0.6,0.8,0.5518500000000001,,0.5518500000000001,5.1,1.0,3.0,2.0,2.0,2.0,1.0,3.0,2.0,8.0,6.0,3.0,2.0,8.0,4.0,1.0,2.0,,,2.0,3.0,1.0,1.0,1.0,1.0,6.0,8.0,0.75,0.75,0.6,0.6,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.5,1.0,0.6666666666666666,0.6666666666666666,1.0,1.0,0.6666666666666666,0.2,0.25,1.0,,,2.0,,,,,1.0,1.0,1.0,,,,1.0,,0.25,,,,,,,1.0,1.0,2.0,2.0,1.0,1.0,,2.0,,,,,0.3333333333333333,0.5,1.0,1.0,,,,,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.2,1.0,1.0,1.0,1.0,1.0,0.2,0.2,23.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612759,2006,2005-06,True
101177-1725-1737-2757-699,1610612759,"Fabricio Oberto, Rasho Nesterovic, Nazr Mohammed, Beno Udrih, Brent Barry","Oberto, Nesterovic, Mohammed, Udrih, Barry",101177-1725-1737-2757-699,SAS,1000.0,4,34.0,36.0,33.0,33.0,,70,6.0,,5.0,10.0,25.0,,24.0,1.0,,,7.0,33.0,0.04,0.16666666666666666,,,,100.8,14.441176470588236,14.13888888888889,14.441176470588236,13.38888888888889,0.2222222222222222,0.37037037037037035,,0.19230769230769232,0.2962962962962963,0.41822037037037035,,0.41543653846153844,10.964,0.9705882352941176,17.0,-10.0,3.0,2.0,1.0,8.0,11.0,30.0,40.0,7.0,10.0,27.0,10.0,4.0,7.0,10.0,11.0,7.0,12.0,3.0,1.0,1.0,1.0,30.0,27.0,0.32,0.2916666666666667,0.35185185185185186,0.3269230769230769,0.46875,0.43548387096774194,0.3076923076923077,0.375,0.6666666666666666,0.5,0.6,0.1,0.1,0.4,0.10714285714285714,0.11538461538461539,0.9,9.0,,,,1.0,1.0,,2.0,,,,,0.16666666666666666,,0.3333333333333333,,4.0,1.0,1.0,1.0,0.4444444444444444,0.4444444444444444,,,6.0,,3.0,3.0,1.0,6.0,1.0,1.0,,,0.375,0.375,,,1.0,,0.25,0.3333333333333333,,,,,2.0,2.0,,,2.0,,4.0,4.0,0.07407407407407407,0.6666666666666666,,,1.0,,,,24.9,1.0,2.0,1.0,2.0,1.0,1.0,3.0,2.0,1.0,2.0,3.0,1.0,2.0,1.0,0.5,0.5,0.5,0.5,0.5,0.07407407407407407,0.5,0.5,0.07692307692307693,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612759,2006,2005-06,True
101177-1725-2757-699-89,1610612759,"Fabricio Oberto, Rasho Nesterovic, Beno Udrih, Brent Barry, Nick Van Exel","Oberto, Nesterovic, Udrih, Barry, Van Exel",101177-1725-2757-699-89,SAS,195.0,1,7.0,7.0,,,1.0,14,1.0,,,2.0,5.0,2.0,,1.0,1.0,2.0,4.0,,0.2,,0.5,0.6666666666666666,,103.38461538461539,15.571428571428571,12.285714285714286,13.428571428571429,12.285714285714286,0.16666666666666666,0.3333333333333333,,,0.3333333333333333,0.41481666666666667,0.4004,,10.22,,3.0,-1.0,1.0,,1.0,3.0,2.0,8.0,9.0,,,,6.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,,,,6.0,,0.6,,0.5,,0.5714285714285714,,1.0,1.0,1.0,1.0,1.0,0.5,0.5,,0.14285714285714285,0.16666666666666666,,2.0,,2.0,,2.0,,,,,0.5,0.5,1.0,,,0.3333333333333333,0.25,1.0,,,,0.5,1.0,,1.0,,,,,,,2.0,1.0,,,,,0.5,0.5,1.0,,,,,,,,1.0,,,1.0,1.0,,,,0.16666666666666666,1.0,1.0,,1.0,,,,24.1,,1.0,,,,,,1.0,,,1.0,1.0,,,,,,,,0.16666666666666666,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612759,2006,2005-06,True
101177-1938-2225-699-714,1610612759,"Fabricio Oberto, Manu Ginobili, Tony Parker, Brent Barry, Michael Finley","Oberto, Ginobili, Parker, Barry, Finley",101177-1938-2225-699-714,SAS,17.0,1,1.0,1.0,,1.0,,2,,,,,,,,,,,1.0,,,,,,,169.41176470588235,15.0,2.0,15.0,,,,,,,,,,,,,1.0,,,,,1.0,1.0,,,,,,,1.0,,,1.0,2.0,1.0,,,,1.0,,,,,,0.5,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612759,2006,2005-06,True
