EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,PlusMinus,DefPoss,TotalPoss,FtPoints,Points,PenaltyFtPoints,PenaltyPoints,DefTwoPtRebounds,DefRebounds,Rebounds,FoulsDrawn,FTA,TwoPtShootingFoulsDrawn,Blocked2s,BlockedLongMidRange,Blocks,RecoveredBlocks,FirstChancePoints,PenaltyPointsExcludingTakeFouls,TsPct,PenaltyTsPct,DefTwoPtReboundPct,DefFGReboundPct,DefLongMidRangeReboundPct,Pace,BlocksRecoveredPct,SecondsPerPossDef,SecondsExcludingORebsPerPossDef,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,PenaltyPointsPct,Minutes,OffPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,AtRimFGA,SecondChanceAtRimFGA,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGA,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,Fg3aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,FTOffRebounds,DefThreePtRebounds,OffRebounds,Steals,BadPassSteals,LiveBallTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,Fouls,BlockedAtRim,DefensiveGoaltends,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,SecondChanceTsPct,FG3APct,FG3APctBlocked,FG2APctBlocked,AtRimPctBlocked,Arc3PctBlocked,LiveBallTurnoverPct,OffFTReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefCorner3ReboundPct,SecondsPerPossOff,SecondsExcludingORebsPerPossOff,AtRimFrequency,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceArc3Frequency,PenaltyAtRimFrequency,PenaltyCorner3Frequency,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,SecondChancePointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,AtRimFGM,PenaltyAtRimFGM,AtRimAssists,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,PenaltyAtRimAccuracy,LostBallTurnovers,ShootingFouls,ShortMidRangeAssists,FTDefRebounds,DefFTReboundPct,ShortMidRangePctAssisted,SecondChanceAtRimFGM,LostBallSteals,Travels,Loose Ball Fouls Drawn,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,Loose Ball Fouls,BadPassOutOfBoundsTurnovers,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFoulsDrawn,DefArc3ReboundPct,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,BlockedShortMidRange,Corner3FGM,PenaltyCorner3FGM,Corner3Assists,ShortMidRangePctBlocked,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,PenaltyCorner3Accuracy,SelfOReb,SelfORebPct,Offensive Fouls Drawn,Offensive Fouls,HeaveAttempts,2pt And 1 Free Throw Trips,Corner3PctBlocked,SecondChanceArc3FGM,SecondChanceFG3M,Technical Free Throw Trips,Defensive 3 Seconds Violations,SecondChanceFg3Pct,LongMidRangePctBlocked,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,Blocked3s,BlockedCorner3,StepOutOfBoundsTurnovers,OffensiveGoaltends,BlockedArc3,3SecondViolations,Clear Path Fouls,SecondChanceCorner3FGM,SecondChanceCorner3FGA,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,3pt And 1 Free Throw Trips,HeaveMakes,team_id,year,season,team_vs
101114-101139-101156-101261-1905,1610612762,"Deron Williams, CJ Miles, Robert Whaley, Andre Owens, Andrei Kirilenko","Williams, Miles, Whaley, Owens, Kirilenko",101114-101139-101156-101261-1905,UTA,20.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,72.0,1.0,20.0,20.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612762,2006,2005-06,False
101114-101139-101156-101261-2743,1610612762,"Deron Williams, CJ Miles, Robert Whaley, Andre Owens, Kris Humphries","Williams, Miles, Whaley, Owens, Humphries",101114-101139-101156-101261-2743,UTA,504.0,3,4.0,17.0,34.0,5.0,17.0,5.0,14.0,6.0,7.0,14.0,4.0,6.0,3.0,2.0,,2.0,2.0,13.0,14.0,0.425,0.3684210526315789,0.6666666666666666,0.7,0.6666666666666666,97.14285714285714,1.0,14.647058823529411,13.235294117647058,0.15,0.2,0.8235294117647058,8.0,17.0,16.0,14.0,6.0,4.0,1.0,4.0,1.0,4.0,2.0,4.0,1.0,1.0,2.0,4.0,1.0,1.0,3.0,3.0,12.0,2.0,5.0,13.0,1.0,3.0,1.0,2.0,4.0,3.0,12.0,1.0,4.0,2.0,4.0,3.0,3.0,2.0,4.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,5.0,2.0,4.0,1.0,1.0,7.0,1.0,1.0,2.0,2.0,1.0,1.0,3.0,2.0,3.0,5.0,2.0,1.0,16.0,3.0,0.3333333333333333,0.5,0.5,0.4,0.25,0.4,0.25,0.3333333333333333,0.25,0.35294117647058826,0.25,0.28125,0.4,0.29411764705882354,0.2,0.08333333333333333,0.25,0.25,0.6666666666666666,0.5,0.4444444444444444,1.0,0.6666666666666666,0.5,0.5,0.3333333333333333,0.5,0.5,1.0,0.6666666666666666,0.6666666666666666,1.0,15.0,13.470588235294118,0.23529411764705882,0.23529411764705882,0.25,0.25,0.23529411764705882,0.5,0.5,0.5,0.058823529411764705,0.23529411764705882,0.5,0.6666666666666666,0.5,0.25,0.25,0.25,0.0625,0.1875,0.3333333333333333,0.5294117647058824,0.5,0.45451176470588234,0.5010333333333333,0.451775,0.23529411764705882,8.766666666666667,24.34,0.9411764705882353,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612762,2006,2005-06,False
101114-101139-101156-1921-731,1610612762,"Deron Williams, CJ Miles, Robert Whaley, Gordan Giricek, Greg Ostertag","Williams, Miles, Whaley, Giricek, Ostertag",101114-101139-101156-1921-731,UTA,28.0,1,2.0,1.0,3.0,,2.0,,2.0,,,,,,,,,,,2.0,2.0,1.0,1.0,,,,154.28571428571428,,5.0,5.0,,,1.0,,2.0,2.0,1.0,,1.0,,1.0,,,,,,,,,,,,1.0,1.0,,,,,,,,,1.0,1.0,,,2.0,,,,,,,,,1.0,,1.0,,,2.0,,,,,,1.0,1.0,1.0,1.0,,,1.0,,1.0,,,,2.0,,1.0,1.0,,,,,1.0,,1.0,1.0,,1.0,,,,,,,1.0,,,,,,,,,,,,,,11.5,11.5,1.0,,,,,,,,,,,,,,,1.0,,,,1.0,,0.5189,,0.5189,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612762,2006,2005-06,False
101114-101139-101156-1960-2260,1610612762,"Deron Williams, CJ Miles, Robert Whaley, Milt Palacio, Jarron Collins","Williams, Miles, Whaley, Palacio, Collins",101114-101139-101156-1960-2260,UTA,103.0,1,-7.0,4.0,8.0,,2.0,,,,,,1.0,,,,,,,2.0,,0.5,,,,,111.84466019417476,,8.75,8.75,,,,2.0,4.0,2.0,4.0,,,,,,,1.0,1.0,1.0,,,,,,,1.0,1.0,,1.0,9.0,,,,,,,,,,2.0,,,,,,,,,1.0,,1.0,,1.0,2.0,,,,,,,,2.0,1.0,,,2.0,,2.0,2.0,,,2.0,1.0,1.0,1.0,,,,,1.0,,,0.5,,,,0.5,,,,,1.0,,,,,,,,,,,,,,17.0,17.0,,,,,0.5,1.0,1.0,1.0,0.5,,,,,,,,,,,0.5,,0.46795,,,,20.9,23.1,0.5,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612762,2006,2005-06,False
101114-101139-101156-2260-2484,1610612762,"Deron Williams, CJ Miles, Robert Whaley, Jarron Collins, Devin Brown","Williams, Miles, Whaley, Collins, Brown",101114-101139-101156-2260-2484,UTA,95.0,1,-1.0,3.0,7.0,,4.0,,4.0,,1.0,1.0,,,,,,,,4.0,4.0,0.5,0.5,,,,106.10526315789474,,8.666666666666666,8.666666666666666,,,1.0,2.0,4.0,4.0,3.0,,,,,1.0,1.0,1.0,2.0,1.0,1.0,,,,,,2.0,3.0,,1.0,5.0,,,,,,2.0,3.0,,1.0,4.0,,,,,,,,,2.0,,2.0,,1.0,4.0,,,,,,,,,,,,,,,3.0,,,4.0,3.0,1.0,1.0,,,,,0.6666666666666666,,0.6666666666666666,0.5,,0.5,,0.25,,,,,,,,,,,,,,,,,,,17.25,17.25,,0.25,1.0,1.0,0.5,0.5,0.5,1.0,0.25,,,,,,,,0.25,,,0.25,,0.3867125,,0.3867125,,14.433333333333332,23.8,1.0,,,,,,,,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612762,2006,2005-06,False
101114-101139-101156-2260-2743,1610612762,"Deron Williams, CJ Miles, Robert Whaley, Jarron Collins, Kris Humphries","Williams, Miles, Whaley, Collins, Humphries",101114-101139-101156-2260-2743,UTA,318.0,1,-2.0,9.0,18.0,,6.0,,,4.0,4.0,6.0,1.0,,,1.0,,1.0,1.0,4.0,,0.3333333333333333,,0.8,0.8,0.5,81.50943396226415,1.0,19.22222222222222,19.22222222222222,,,,5.0,9.0,1.0,1.0,2.0,3.0,1.0,,,1.0,1.0,4.0,,,,1.0,,,,3.0,8.0,,1.0,8.0,1.0,2.0,,,2.0,,1.0,,,4.0,2.0,,,,1.0,,1.0,,2.0,,2.0,,1.0,4.0,1.0,1.0,,,2.0,1.0,,1.0,,1.0,,2.0,,,4.0,1.0,,1.0,,0.6666666666666666,0.6666666666666666,,,,,0.375,0.5,,0.3333333333333333,0.5,,0.5,0.1111111111111111,,0.125,0.3333333333333333,,0.5,,0.2,,1.0,0.3333333333333333,1.0,,,1.0,,1.0,1.0,,16.11111111111111,14.555555555555555,0.3333333333333333,0.1111111111111111,,,0.4444444444444444,0.25,0.25,1.0,,0.1111111111111111,,,,0.5,,,,,,0.4444444444444444,,0.4577666666666667,0.40235,0.2941,0.3333333333333333,10.675,25.2,0.1111111111111111,2.0,,1.0,0.6666666666666666,1.0,0.5,,1.0,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612762,2006,2005-06,False
101114-101139-101261-2246-2260,1610612762,"Deron Williams, CJ Miles, Andre Owens, Mehmet Okur, Jarron Collins","Williams, Miles, Owens, Okur, Collins",101114-101139-101261-2246-2260,UTA,38.0,1,,1.0,3.0,,,,,,1.0,3.0,,,,,,,,,,,,,,,113.6842105263158,,24.0,22.0,,,,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,,1.0,,,,,,1.0,1.0,,1.0,,2.0,,1.0,,,1.0,1.0,,,,2.0,,1.0,,,,,,1.0,,,,,,,,,,,2.0,,,2.0,,,,,,,,,,1.0,,,2.0,1.0,,,,,,,,,,,,,,0.3333333333333333,,,,,,,1.0,,,1.0,1.0,1.0,,,,,,,7.0,6.5,0.3333333333333333,0.3333333333333333,,,,,,,,0.3333333333333333,,,,0.5,0.5,0.3333333333333333,,0.3333333333333333,,0.6666666666666666,,0.37388333333333335,0.417825,0.37388333333333335,,4.1,25.5,1.0,,,,,,,,,,,1.0,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612762,2006,2005-06,False
101114-101139-1723-1905-2260,1610612762,"Deron Williams, CJ Miles, Matt Harpring, Andrei Kirilenko, Jarron Collins","Williams, Miles, Harpring, Kirilenko, Collins",101114-101139-1723-1905-2260,UTA,372.0,1,2.0,10.0,21.0,5.0,10.0,3.0,8.0,1.0,4.0,4.0,3.0,6.0,2.0,,,,,10.0,8.0,0.625,0.6666666666666666,1.0,0.8,,81.29032258064515,,18.3,16.7,0.2857142857142857,0.5,0.8,6.0,11.0,9.0,,,2.0,,2.0,,,,,1.0,1.0,1.0,2.0,,1.0,1.0,1.0,2.0,1.0,3.0,8.0,,,,,,1.0,2.0,1.0,2.0,2.0,,,3.0,,2.0,1.0,1.0,,1.0,,1.0,,,2.0,,,,3.0,,2.0,1.0,2.0,1.0,1.0,,3.0,,3.0,,,,9.0,,1.0,1.0,,0.3333333333333333,0.5,0.3333333333333333,0.5,,0.5,0.5,,0.625,,0.6,,0.5,0.5,,0.6666666666666666,,,0.75,,,,,,,,,1.0,0.5,17.181818181818183,17.181818181818183,0.4,,,,,,,,0.2,0.4,0.5,0.5,,,,0.5,0.25,0.25,1.0,1.0,0.5,0.5344800000000001,,0.5484375,,,24.099999999999998,0.8181818181818182,1.0,1.0,1.0,0.5,1.0,1.0,0.5,1.0,,,,,,,1.0,,,,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612762,2006,2005-06,False
101114-101139-1723-1960-2246,1610612762,"Deron Williams, CJ Miles, Matt Harpring, Milt Palacio, Mehmet Okur","Williams, Miles, Harpring, Palacio, Okur",101114-101139-1723-1960-2246,UTA,9.0,1,2.0,1.0,2.0,,2.0,,2.0,,,,,,,,,,,2.0,2.0,1.0,1.0,,,,320.0,,3.0,3.0,,,1.0,,1.0,1.0,1.0,,1.0,,1.0,,,,,,,,,,,,1.0,1.0,,,,,,,,,1.0,1.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,1.0,,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,6.0,6.0,1.0,,,,,,,,,,,,,,,1.0,,,,1.0,,0.641,,0.641,,,,1.0,1.0,1.0,,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612762,2006,2005-06,False
101114-101139-1723-2246-2260,1610612762,"Deron Williams, CJ Miles, Matt Harpring, Mehmet Okur, Jarron Collins","Williams, Miles, Harpring, Okur, Collins",101114-101139-1723-2246-2260,UTA,56.0,1,,2.0,4.0,3.0,3.0,3.0,3.0,,,,1.0,3.0,,,,,,3.0,3.0,0.75,0.75,,,,102.85714285714286,,19.0,19.0,0.5,,1.0,1.0,2.0,2.0,2.0,,,,,,,,,,,,1.0,,,1.0,,,,1.0,3.0,,,,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,2.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,9.0,9.0,,,,,,,,,,1.0,,,,,,,,1.0,,1.0,,0.5634,,0.5634,,,24.7,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,1.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612762,2006,2005-06,False
