EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,TotalPoss,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,Points,OpponentPoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyPoints,PtsUnassisted2s,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AssistPoints,DefTwoPtRebounds,FTDefRebounds,DefRebounds,Rebounds,LiveBallTurnovers,BadPassTurnovers,Turnovers,PenaltyTurnovers,FoulsDrawn,Offensive Fouls Drawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,FG3APct,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,DefFGReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,SecondChanceOffPoss,OffThreePtRebounds,OffRebounds,OffThreePtReboundPct,OffFGReboundPct,OffArc3ReboundPct,FtPoints,SecondChanceFtPoints,SecondChancePoints,PenaltyFtPoints,Fg2aBlocked,LostBallTurnovers,ShootingFouls,Fouls,Loose Ball Fouls Drawn,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,SecondChanceTsPct,FG2APctBlocked,ShortMidRangePctBlocked,SecondChancePointsPct,DeadBallTurnovers,Travels,DefThreePtRebounds,Offensive Fouls,DefThreePtReboundPct,DefArc3ReboundPct,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,SecondChanceFG2M,SecondChanceFG2A,PtsAssisted2s,PtsPutbacks,TwoPtAssists,ShortMidRangeAssists,LongMidRangeAssists,OffTwoPtRebounds,Steals,LostBallSteals,SecondChanceTurnovers,Assisted2sPct,NonPutbacksAssisted2sPct,SecondChanceFg2Pct,SecondChanceEfgPct,OffTwoPtReboundPct,OffShortMidRangeReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,ShortMidRangePctAssisted,LongMidRangePctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,SecondChanceShotQualityAvg,Loose Ball Fouls,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,BlocksRecoveredPct,DefCorner3ReboundPct,PtsUnassisted3s,BadPassSteals,AtRimPctBlocked,OffAtRimReboundPct,OffLongMidRangeReboundPct,AtRimAssists,AtRimPctAssisted,SelfOReb,SelfORebPct,SecondChanceArc3FGM,SecondChanceArc3FGA,SecondChanceFG3M,SecondChanceFG3A,BadPassOutOfBoundsTurnovers,LostBallOutOfBoundsTurnovers,Technical Free Throw Trips,SecondChanceFg3Pct,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,BlockedShortMidRange,SecondChanceAtRimPctAssisted,FTOffRebounds,OffFTReboundPct,OffCorner3ReboundPct,DefensiveGoaltends,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,Blocked3s,BlockedArc3,SecondChanceCorner3FGA,StepOutOfBoundsTurnovers,SecondChanceCorner3Frequency,Defensive 3 Seconds Violations,team_id,year,season,team_vs
101122-101180-1506-1533-2410,1610612754,"Danny Granger, Sarunas Jasikevicius, Austin Croshere, Anthony Johnson, Fred Jones","Granger, Jasikevicius, Croshere, Johnson, Jones",101122-101180-1506-1533-2410,IND,293.0,1,5.0,2.0,8.0,9.0,6.0,6.0,17.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,2.0,3.0,3.0,2.0,4.0,12.0,10.0,2.0,2.0,2.0,3.0,10.0,6.0,6.0,3.0,1.0,2.0,2.0,1.0,1.0,6.0,3.0,1.0,4.0,4.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,12.0,10.0,6.0,1.0,0.5,0.6666666666666666,0.5,1.0,1.0,0.8571428571428571,1.0,0.8571428571428571,1.0,0.5714285714285714,1.0,1.0,0.75,0.75,1.0,1.0,0.5,83.54948805460751,16.75,17.666666666666668,16.75,15.88888888888889,0.14285714285714285,1.0,1.0,0.2857142857142857,1.0,1.0,0.14285714285714285,1.0,1.0,1.0,0.42857142857142855,0.3333333333333333,0.3333333333333333,1.0,0.2,1.0,0.4,0.5,0.5714285714285714,0.3333333333333333,0.4633928571428571,0.4646,0.14285714285714285,0.3333333333333333,0.8333333333333334,12.700000000000001,24.6,0.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612754,2006,2005-06,False
101122-101180-1506-1536-2410,1610612754,"Danny Granger, Sarunas Jasikevicius, Austin Croshere, Stephen Jackson, Fred Jones","Granger, Jasikevicius, Croshere, Jackson, Jones",101122-101180-1506-1536-2410,IND,15.0,1,,,1.0,,1.0,,1.0,,,,,,,,,,1.0,,1.0,,,,1.0,,,,,,1.0,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,1.0,,,,,,,,96.0,15.0,,15.0,,,,,,,,,,,,1.0,,,,,,1.0,,1.0,,0.36945,0.36945,,,,,24.7,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612754,2006,2005-06,False
101122-101180-1506-1536-2758,1610612754,"Danny Granger, Sarunas Jasikevicius, Austin Croshere, Stephen Jackson, David Harrison","Granger, Jasikevicius, Croshere, Jackson, Harrison",101122-101180-1506-1536-2758,IND,272.0,1,5.0,-4.0,9.0,9.0,8.0,9.0,18.0,,1.0,,2.0,,,,,,1.0,,1.0,,3.0,,1.0,6.0,10.0,,3.0,,1.0,6.0,,,1.0,,,,,,,1.0,1.0,2.0,3.0,1.0,,1.0,1.0,4.0,,8.0,,1.0,5.0,6.0,8.0,,,,,,,,,0.375,0.375,0.25,1.0,1.0,0.3333333333333333,0.3333333333333333,,1.0,,95.29411764705883,15.11111111111111,15.11111111111111,15.11111111111111,14.777777777777779,0.25,,,0.5,,,,,,,0.25,,,,,,0.25,,0.25,,0.4328375,0.4328375,0.2,0.25,1.0,14.6,26.1,0.8888888888888888,1.0,1.0,1.0,1.0,0.3333333333333333,1.0,6.0,1.0,1.0,6.0,1.0,1.0,1.0,2.0,1.0,3.0,1.0,3.0,0.5,0.3333333333333333,1.0,0.16666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612754,2006,2005-06,False
101122-101180-1506-1536-979,1610612754,"Danny Granger, Sarunas Jasikevicius, Austin Croshere, Stephen Jackson, Jermaine O'Neal","Granger, Jasikevicius, Croshere, Jackson, O'Neal",101122-101180-1506-1536-979,IND,91.0,1,2.0,1.0,3.0,2.0,1.0,2.0,5.0,,,,,,,,,1.0,1.0,,,,,1.0,1.0,3.0,2.0,,,,,,,3.0,1.0,1.0,1.0,1.0,1.0,,3.0,1.0,,1.0,1.0,,,2.0,1.0,1.0,,,,,3.0,,1.0,1.0,1.0,,1.0,,,1.5,,1.5,,1.0,,,1.0,1.0,,1.0,,79.12087912087912,17.0,20.0,17.0,20.0,,,,,,,,,,,1.0,1.0,1.0,1.0,,,,,1.0,1.0,0.49065,,,,,,27.1,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612754,2006,2005-06,False
101122-101180-1506-2109-2758,1610612754,"Danny Granger, Sarunas Jasikevicius, Austin Croshere, Eddie Gill, David Harrison","Granger, Jasikevicius, Croshere, Gill, Harrison",101122-101180-1506-2109-2758,IND,45.0,1,1.0,1.0,2.0,2.0,2.0,2.0,4.0,,,,,,,,,,1.0,,1.0,,,,1.0,1.0,,,,,1.0,1.0,,,1.0,,,,,,,,1.0,1.0,1.0,,,,,1.0,,2.0,,,1.0,1.0,2.0,,,,,,,,,0.25,0.25,1.0,,1.0,,,,,,128.0,8.0,14.5,8.0,14.5,,,,,,,,,,,1.0,,,,,,1.0,,1.0,,0.36465,0.36465,,,1.0,,25.7,1.0,,,,,,,1.0,,,1.0,,,1.0,1.0,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612754,2006,2005-06,False
101122-101180-1506-2410-2758,1610612754,"Danny Granger, Sarunas Jasikevicius, Austin Croshere, Fred Jones, David Harrison","Granger, Jasikevicius, Croshere, Jones, Harrison",101122-101180-1506-2410-2758,IND,123.0,1,2.0,-5.0,3.0,5.0,,1.0,8.0,1.0,1.0,,1.0,,,,,,,,,1.0,2.0,,,2.0,7.0,,,,,,2.0,,,,,,,,,,,1.0,1.0,,,1.0,,1.0,,,,,2.0,,,,,,,0.5,,0.5,,0.5,,,,,,1.0,,,,93.65853658536587,19.666666666666668,12.8,19.666666666666668,12.8,0.5,1.0,1.0,0.5,,,,,,,,,,,,,,,,,0.3398,,,,,14.6,,,,,,,,,,,,,,,1.0,2.0,,,,,,,,,1.0,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612754,2006,2005-06,False
101122-101180-1506-2410-979,1610612754,"Danny Granger, Sarunas Jasikevicius, Austin Croshere, Fred Jones, Jermaine O'Neal","Granger, Jasikevicius, Croshere, Jones, O'Neal",101122-101180-1506-2410-979,IND,510.0,2,8.0,-2.0,13.0,14.0,2.0,,27.0,3.0,7.0,1.0,1.0,,,,,1.0,3.0,,,5.0,10.0,1.0,3.0,17.0,19.0,1.0,3.0,,,3.0,4.0,3.0,3.0,1.0,1.0,4.0,1.0,,9.0,4.0,,4.0,8.0,2.0,1.0,2.0,,7.0,,5.0,1.0,3.0,12.0,3.0,2.0,1.0,0.3333333333333333,,0.3333333333333333,0.5,0.3333333333333333,0.5,0.3333333333333333,0.5666666666666667,0.5,0.23076923076923078,1.0,,1.0,1.0,1.0,,1.0,76.23529411764706,21.76923076923077,16.214285714285715,19.153846153846153,16.214285714285715,0.5384615384615384,0.42857142857142855,0.5,0.07692307692307693,1.0,1.0,,,,,0.23076923076923078,0.3333333333333333,0.3333333333333333,1.0,,,,,0.38461538461538464,0.3333333333333333,0.41420384615384614,0.4112,0.2,0.25,0.17647058823529413,9.620000000000001,25.733333333333334,0.15384615384615385,4.0,1.0,4.0,0.5,0.5714285714285714,0.5,4.0,1.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,0.8333333333333334,0.1,0.14285714285714285,0.29411764705882354,,,,,,,1.0,2.0,1.0,1.0,1.0,2.0,2.0,3.0,6.0,2.0,3.0,2.0,1.0,3.0,1.0,1.0,1.0,0.6,0.75,0.6666666666666666,0.6666666666666666,0.6,0.75,0.15384615384615385,0.5,0.5,0.6666666666666666,1.0,0.3333333333333333,1.0,0.6666666666666666,0.5,0.3831333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612754,2006,2005-06,False
101122-101180-1533-1536-979,1610612754,"Danny Granger, Sarunas Jasikevicius, Anthony Johnson, Stephen Jackson, Jermaine O'Neal","Granger, Jasikevicius, Johnson, Jackson, O'Neal",101122-101180-1533-1536-979,IND,286.0,2,5.0,,9.0,9.0,5.0,4.0,18.0,2.0,2.0,,,,1.0,,1.0,,1.0,,1.0,2.0,3.0,,2.0,7.0,7.0,1.0,2.0,,2.0,3.0,,,1.0,,,2.0,,,4.0,4.0,,4.0,4.0,,,1.0,,4.0,1.0,6.0,,3.0,7.0,3.0,5.0,,,,,0.6666666666666666,0.5,0.4,0.25,0.4375,0.3,0.4,,,1.0,0.6666666666666666,1.0,,1.0,90.62937062937063,13.333333333333334,18.444444444444443,13.333333333333334,17.555555555555557,0.4,1.0,1.0,,,,0.2,,,,0.2,,,,0.25,,0.25,,0.6,,0.41945,0.4303875,0.375,0.5,0.42857142857142855,8.266666666666667,23.95,0.5555555555555556,,,,,,,3.0,,,1.0,,,2.0,4.0,,,,,,,,,1.0,1.0,,,,,,1.0,,,,1.0,,,4.0,,2.0,2.0,,,,,,1.0,1.0,,,,,0.2,,,1.0,,,,0.25,,,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612754,2006,2005-06,False
101122-101180-1533-2410-2758,1610612754,"Danny Granger, Sarunas Jasikevicius, Anthony Johnson, Fred Jones, David Harrison","Granger, Jasikevicius, Johnson, Jones, Harrison",101122-101180-1533-2410-2758,IND,88.0,1,1.0,1.0,3.0,2.0,3.0,2.0,5.0,,2.0,,,,,,,,,,,,2.0,,,1.0,,,2.0,,,1.0,,,,,,,,,,1.0,,2.0,2.0,,,,,1.0,,2.0,,1.0,1.0,1.0,3.0,,,,,,,,,0.16666666666666666,0.16666666666666666,,,,1.0,1.0,1.0,,,81.81818181818183,22.666666666666668,10.0,22.666666666666668,10.0,1.0,,,,,,,,,,,,,,,,,,,,0.31005,0.31005,0.3333333333333333,0.3333333333333333,1.0,11.2,,1.0,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612754,2006,2005-06,False
101122-101180-1533-2410-979,1610612754,"Danny Granger, Sarunas Jasikevicius, Anthony Johnson, Fred Jones, Jermaine O'Neal","Granger, Jasikevicius, Johnson, Jones, O'Neal",101122-101180-1533-2410-979,IND,575.0,2,10.0,-1.0,18.0,18.0,,,36.0,1.0,1.0,2.0,4.0,,1.0,,,1.0,2.0,,,4.0,9.0,1.0,3.0,14.0,15.0,,,,,,2.0,,2.0,1.0,,3.0,,,6.0,6.0,,9.0,10.0,3.0,2.0,5.0,,5.0,1.0,4.0,,2.0,12.0,,,,0.3333333333333333,,0.3333333333333333,0.4444444444444444,,0.4583333333333333,,0.5,,0.25,0.6,,0.5454545454545454,0.6428571428571429,0.42857142857142855,,0.75,90.15652173913043,16.22222222222222,15.722222222222221,16.166666666666668,15.0,0.08333333333333333,1.0,1.0,0.3333333333333333,0.5,0.5,0.08333333333333333,,,,0.16666666666666666,0.5,0.5,,,,,,0.5833333333333334,0.5,0.4792458333333333,,0.14285714285714285,0.18181818181818182,,9.055555555555555,24.666666666666668,,1.0,,1.0,,0.14285714285714285,,3.0,,2.0,,1.0,1.0,1.0,4.0,,,,,1.0,0.1111111111111111,,0.14285714285714285,2.0,,3.0,2.0,1.0,1.0,1.0,4.0,1.0,1.0,,,1.0,1.0,6.0,2.0,3.0,1.0,2.0,1.0,2.0,1.0,,0.75,1.0,1.0,1.0,0.2,,0.3333333333333333,0.25,0.3333333333333333,1.0,1.0,1.0,1.0,,,0.5607,,2.0,2.0,2.0,2.0,1.0,1.0,3.0,1.0,0.25,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612754,2006,2005-06,False
