EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Arc3FGM,Arc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsUnassisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,Assists,AtRimAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,DeadBallTurnovers,Turnovers,PenaltyTurnovers,ShootingFouls,Fouls,Offensive Fouls,FoulsDrawn,Offensive Fouls Drawn,FTA,TwoPtShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedLongMidRange,Blocks,RecoveredBlocks,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,DefTwoPtReboundPct,OffTwoPtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefLongMidRangeReboundPct,SelfORebPct,Pace,BlocksRecoveredPct,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,DefThreePtRebounds,DefThreePtReboundPct,DefArc3ReboundPct,Corner3FGM,Corner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,PtsAssisted3s,ThreePtAssists,Arc3Assists,Corner3Assists,ShortMidRangeAssists,FTOffRebounds,FTDefRebounds,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Travels,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted3sPct,LiveBallTurnoverPct,DefFTReboundPct,OffFTReboundPct,DefShortMidRangeReboundPct,ShortMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3PctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,SecondChanceFtPoints,2pt And 1 Free Throw Trips,SecondChanceTurnovers,Defensive 3 Seconds Violations,DefCorner3ReboundPct,LostBallSteals,Loose Ball Fouls Drawn,DefensiveGoaltends,SecondChanceAtRimPctAssisted,BlockedShortMidRange,ShortMidRangePctBlocked,SecondChanceArc3FGA,SecondChanceFG3A,Loose Ball Fouls,SecondChanceArc3Frequency,3SecondViolations,HeaveAttempts,LongMidRangePctBlocked,Fg3aBlocked,FG3APctBlocked,Arc3PctBlocked,Technical Free Throw Trips,Blocked3s,BlockedArc3,OffCorner3ReboundPct,StepOutOfBoundsTurnovers,SecondChanceArc3FGM,SecondChanceFG3M,SecondChanceFg3Pct,SecondChanceArc3Accuracy,ThreePtShootingFoulsDrawn,OffensiveGoaltends,ThreePtShootingFoulsDrawnPct,SecondChanceCorner3FGM,SecondChanceCorner3FGA,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3PctAssisted,Corner3PctBlocked,BlockedCorner3,3pt And 1 Free Throw Trips,Clear Path Fouls,team_id,year,season,team_vs
101124-101160-101194-2054-2563,1610612763,"Hakim Warrick, Lawrence Roberts, Anthony Roberson, Jake Tsakalidis, Dahntay Jones","Warrick, Roberts, Roberson, Tsakalidis, Jones",101124-101160-101194-2054-2563,MEM,584.0,2,10.0,8.0,18.0,18.0,18.0,8.0,4.0,36.0,4.0,7.0,1.0,3.0,4.0,7.0,1.0,4.0,1.0,4.0,1.0,3.0,1.0,3.0,6.0,15.0,1.0,3.0,6.0,21.0,13.0,2.0,4.0,4.0,6.0,15.0,1.0,3.0,6.0,21.0,6.0,6.0,3.0,2.0,3.0,1.0,2.0,3.0,3.0,2.0,1.0,6.0,1.0,4.0,5.0,5.0,5.0,10.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,5.0,1.0,6.0,2.0,8.0,4.0,3.0,2.0,1.0,3.0,2.0,17.0,21.0,18.0,0.5,0.6,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.4,0.5,0.4,0.4166666666666667,0.5,0.4166666666666667,0.4772727272727273,0.4,0.4772727272727273,0.16666666666666666,0.13333333333333333,0.2857142857142857,0.8333333333333334,0.4444444444444444,0.5,0.8333333333333334,0.45454545454545453,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.5,0.6666666666666666,1.0,0.1111111111111111,88.76712328767124,0.6666666666666666,15.777777777777779,16.666666666666668,12.666666666666666,15.61111111111111,0.3888888888888889,0.5714285714285714,0.8,0.5,0.2222222222222222,0.25,0.25,0.2222222222222222,0.25,0.25,1.0,0.16666666666666666,0.3333333333333333,0.3333333333333333,0.75,0.3333333333333333,0.3888888888888889,0.5714285714285714,0.16666666666666666,0.3333333333333333,0.5555555555555556,0.3333333333333333,0.45376944444444445,0.473,0.45376944444444445,0.18181818181818182,0.21052631578947367,0.19047619047619047,1.0,6.746666666666667,24.400000000000002,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612763,2006,2005-06,True
101124-101160-101194-2073-2766,1610612763,"Hakim Warrick, Lawrence Roberts, Anthony Roberson, Brian Cardinal, Antonio Burks","Warrick, Roberts, Roberson, Cardinal, Burks",101124-101160-101194-2073-2766,MEM,66.0,1,1.0,,2.0,2.0,2.0,2.0,1.0,4.0,,1.0,,1.0,,1.0,,,,1.0,,1.0,,1.0,,2.0,,1.0,,,,,1.0,,,2.0,,1.0,,,,,,,1.0,,,,,,,,,1.0,1.0,2.0,1.0,3.0,1.0,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,0.3333333333333333,,,1.0,1.0,,1.0,0.5,,,1.0,,,1.0,0.5,87.27272727272727,,9.5,23.5,9.5,23.5,0.3333333333333333,,,,,,,0.3333333333333333,,,,0.3333333333333333,,,1.0,,0.3333333333333333,,0.3333333333333333,,0.6666666666666666,,0.46458333333333335,0.6432,0.46458333333333335,,,,,7.75,24.5,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612763,2006,2005-06,True
101124-101160-101194-2563-2766,1610612763,"Hakim Warrick, Lawrence Roberts, Anthony Roberson, Dahntay Jones, Antonio Burks","Warrick, Roberts, Roberson, Jones, Burks",101124-101160-101194-2563-2766,MEM,1155.0,10,19.0,-1.0,42.0,38.0,35.0,33.0,4.0,80.0,6.0,7.0,2.0,2.0,5.0,6.0,1.0,3.0,5.0,13.0,3.0,5.0,2.0,4.0,12.0,23.0,4.0,6.0,1.0,37.0,38.0,2.0,3.0,4.0,10.0,21.0,3.0,5.0,1.0,30.0,18.0,6.0,6.0,4.0,5.0,3.0,,9.0,11.0,4.0,4.0,24.0,,3.0,9.0,13.0,4.0,17.0,,,,4.0,8.0,5.0,7.0,9.0,,3.0,,4.0,1.0,2.0,1.0,1.0,2.0,,33.0,30.0,35.0,0.75,0.9,0.6666666666666666,0.6,0.6666666666666666,0.5217391304347826,0.6666666666666666,0.47619047619047616,0.6206896551724138,0.6666666666666666,0.5576923076923077,0.5967741935483871,0.6666666666666666,0.5357142857142857,0.20689655172413793,,,0.75,0.2727272727272727,,0.7857142857142857,0.23076923076923078,1.0,,0.25,,,0.8333333333333334,,99.74025974025975,,14.071428571428571,14.842105263157896,13.642857142857142,14.631578947368421,0.2413793103448276,0.8571428571428571,0.8571428571428571,0.6666666666666666,0.10344827586206896,0.3333333333333333,0.3333333333333333,0.4482758620689655,0.38461538461538464,0.38461538461538464,0.8,0.1724137931034483,0.6,0.6,0.6666666666666666,1.0,0.23076923076923078,0.8333333333333334,0.15384615384615385,0.5,0.4482758620689655,0.6,0.4356655172413793,0.5287000000000001,0.42612115384615384,0.03333333333333333,0.041666666666666664,0.10810810810810811,0.8108108108108109,11.282608695652174,25.8,0.8333333333333334,2.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,2.0,1.0,1.0,1.0,1.0,2.0,4.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,0.5,0.5,1.0,0.2,0.8,1.0,0.034482758620689655,1.0,1.0,1.0,0.3333333333333333,0.038461538461538464,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612763,2006,2005-06,True
101124-101160-101194-2563-757,1610612763,"Hakim Warrick, Lawrence Roberts, Anthony Roberson, Dahntay Jones, Damon Stoudamire","Warrick, Roberts, Roberson, Jones, Stoudamire",101124-101160-101194-2563-757,MEM,49.0,1,1.0,,1.0,1.0,,1.0,,2.0,,,,,,,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,1.0,1.0,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,,,1.0,,,,,,,1.0,,58.775510204081634,,23.0,26.0,23.0,26.0,,,,,,,,,,,,1.0,,,,,,,,,1.0,,0.55305,,,,,,,,24.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612763,2006,2005-06,True
101124-101160-1088-2203-224,1610612763,"Hakim Warrick, Lawrence Roberts, Chucky Atkins, Shane Battier, Eddie Jones","Warrick, Roberts, Atkins, Battier, Jones",101124-101160-1088-2203-224,MEM,44.0,1,1.0,,2.0,1.0,2.0,1.0,1.0,3.0,,,,,,,,,,,,,,,,,,,2.0,2.0,2.0,,,,,,,,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,2.0,1.0,,,,,,2.0,2.0,2.0,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,98.18181818181819,,6.0,32.0,5.5,32.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612763,2006,2005-06,True
101124-101160-1517-2034-2563,1610612763,"Hakim Warrick, Lawrence Roberts, Bobby Jackson, Mike Miller, Dahntay Jones","Warrick, Roberts, Jackson, Miller, Jones",101124-101160-1517-2034-2563,MEM,358.0,2,6.0,-3.0,12.0,11.0,3.0,,1.0,23.0,3.0,4.0,1.0,1.0,,,,,2.0,3.0,,1.0,,,5.0,7.0,1.0,2.0,1.0,14.0,17.0,1.0,1.0,3.0,,1.0,1.0,1.0,,3.0,6.0,4.0,,2.0,1.0,,,3.0,4.0,1.0,2.0,9.0,,1.0,1.0,2.0,1.0,3.0,,,,1.0,3.0,,,,,2.0,,1.0,1.0,,,,,,11.0,3.0,3.0,0.6,0.75,0.5,1.0,0.5,0.7142857142857143,1.0,,0.7222222222222222,1.0,0.75,0.7777777777777778,1.5,0.75,0.2222222222222222,,,1.0,0.5,,0.6666666666666666,0.3333333333333333,1.0,,,,,1.0,,92.51396648044692,,15.25,15.909090909090908,15.25,15.272727272727273,0.4444444444444444,0.75,0.75,0.3333333333333333,,,,0.3333333333333333,0.6666666666666666,0.6666666666666666,1.0,0.1111111111111111,,,1.0,1.0,,,,,0.6666666666666666,,0.48445000000000005,0.5621,0.4653,0.1111111111111111,0.14285714285714285,0.21428571428571427,0.21428571428571427,8.0,24.8,0.25,1.0,0.5,0.5,1.0,1.0,1.0,1.0,3.0,1.0,,1.0,,,,2.0,,1.0,,1.0,,,,,1.0,0.6666666666666666,,,,,0.1111111111111111,1.0,1.0,1.0,,0.5,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612763,2006,2005-06,True
101124-101160-1517-2203-224,1610612763,"Hakim Warrick, Lawrence Roberts, Bobby Jackson, Shane Battier, Eddie Jones","Warrick, Roberts, Jackson, Battier, Jones",101124-101160-1517-2203-224,MEM,111.0,1,2.0,-9.0,3.0,3.0,3.0,1.0,1.0,6.0,,,,,,,,,,,,3.0,,3.0,,,,3.0,,,9.0,,,,,,,3.0,,,,,,,3.0,,,,,,,,1.0,,,,1.0,1.0,,,,1.0,1.0,1.0,,2.0,1.0,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,1.0,,,,,0.3333333333333333,,0.3333333333333333,,,,0.3333333333333333,,,,77.83783783783784,,19.666666666666668,17.333333333333332,18.666666666666668,17.333333333333332,,,,,,,,,,,,1.0,,,,,,,1.0,,1.0,,0.53295,,0.53295,,,,,,25.2,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612763,2006,2005-06,True
101124-101160-1517-2203-2563,1610612763,"Hakim Warrick, Lawrence Roberts, Bobby Jackson, Shane Battier, Dahntay Jones","Warrick, Roberts, Jackson, Battier, Jones",101124-101160-1517-2203-2563,MEM,131.0,1,2.0,-1.0,3.0,3.0,,,1.0,6.0,,,,,,,,2.0,,,,,,,,2.0,,,4.0,4.0,5.0,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,1.0,,,,,,,,1.0,,2.0,,4.0,2.0,,,,,,4.0,,,,,,,,,,,,,,0.5,,,,,,,0.5,,,0.5,,0.5,,,,,,65.95419847328245,,24.0,19.666666666666668,20.0,17.333333333333332,,,,,1.0,,,,,,,,,,,,,,,,,,0.3808,0.3833,,0.5,0.5,,,12.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612763,2006,2005-06,True
101124-101160-1517-224-2563,1610612763,"Hakim Warrick, Lawrence Roberts, Bobby Jackson, Eddie Jones, Dahntay Jones","Warrick, Roberts, Jackson, Jones, Jones",101124-101160-1517-224-2563,MEM,112.0,1,2.0,2.0,3.0,3.0,,,1.0,6.0,2.0,4.0,1.0,2.0,,,,1.0,,1.0,,,,,2.0,6.0,,,,4.0,2.0,1.0,3.0,2.0,,,,,,,2.0,2.0,,2.0,,,,1.0,1.0,1.0,,2.0,,3.0,1.0,2.0,3.0,5.0,1.0,,,,,,,,,,,,,,,,,,2.0,,,0.5,1.0,,,,0.3333333333333333,0.3333333333333333,,0.3333333333333333,0.3333333333333333,,0.3333333333333333,0.3333333333333333,,,,,1.0,0.75,,1.0,0.75,0.5,1.0,1.0,,,,0.25,77.14285714285714,,20.666666666666668,16.666666666666668,16.0,16.666666666666668,0.6666666666666666,0.5,0.5,0.5,0.16666666666666666,,,0.16666666666666666,,,,,,,0.6666666666666666,0.5,,,,,0.6666666666666666,,0.50525,0.4936,,,,0.5,,4.05,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612763,2006,2005-06,True
101124-101160-2034-2563-2766,1610612763,"Hakim Warrick, Lawrence Roberts, Mike Miller, Dahntay Jones, Antonio Burks","Warrick, Roberts, Miller, Jones, Burks",101124-101160-2034-2563-2766,MEM,641.0,5,11.0,13.0,22.0,24.0,12.0,6.0,3.0,46.0,4.0,8.0,1.0,2.0,1.0,4.0,1.0,1.0,1.0,2.0,1.0,3.0,1.0,3.0,6.0,11.0,2.0,5.0,10.0,28.0,15.0,1.0,2.0,4.0,2.0,6.0,1.0,3.0,9.0,16.0,4.0,8.0,,,3.0,1.0,1.0,2.0,4.0,1.0,1.0,10.0,1.0,2.0,9.0,9.0,3.0,12.0,1.0,2.0,,1.0,3.0,,1.0,3.0,1.0,9.0,,12.0,3.0,2.0,2.0,,2.0,2.0,24.0,16.0,12.0,0.3333333333333333,0.3333333333333333,0.4,0.3333333333333333,0.4,0.5454545454545454,0.5,0.3333333333333333,0.5625,0.5,0.3888888888888889,0.6363636363636364,0.6666666666666666,0.5714285714285714,0.3125,0.09090909090909091,0.125,0.6923076923076923,0.4,0.3333333333333333,0.6923076923076923,0.375,0.5,,,0.5,0.8571428571428571,0.3333333333333333,0.14285714285714285,103.33853354134165,1.0,10.863636363636363,16.75,10.136363636363637,15.541666666666666,0.5,0.5,0.5714285714285714,0.25,0.0625,1.0,1.0,0.125,0.5,0.5,1.0,0.1875,0.3333333333333333,0.3333333333333333,1.0,0.5,0.4444444444444444,0.25,0.3333333333333333,0.3333333333333333,0.8125,0.3333333333333333,0.520840625,0.5809,0.5183166666666668,0.15789473684210525,0.21428571428571427,0.14285714285714285,0.5714285714285714,4.209090909090909,25.16,0.5454545454545454,,,,1.0,2.0,,,6.0,2.0,1.0,1.0,,,,2.0,,1.0,,1.0,,3.0,,3.0,1.0,0.6666666666666666,,,0.6666666666666666,,0.125,0.5,0.5,1.0,1.0,,,2.0,,,,,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612763,2006,2005-06,True
