EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGA,Arc3FGM,Arc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,Steals,BadPassSteals,BadPassOutOfBoundsTurnovers,DeadBallTurnovers,Turnovers,Fouls,FoulsDrawn,Loose Ball Fouls Drawn,FTA,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,DefTwoPtReboundPct,OffTwoPtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffLongMidRangeReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,Pace,BlocksRecoveredPct,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,Corner3Frequency,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,PenaltyTurnovers,ShortMidRangeFGM,ShortMidRangeFGA,PenaltyCorner3FGA,DefThreePtRebounds,LiveBallTurnovers,BadPassTurnovers,SecondChanceTurnovers,3SecondViolations,LiveBallTurnoverPct,DefThreePtReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,PenaltyCorner3Frequency,FTOffRebounds,LostBallTurnovers,OffFTReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,NonShootingPenaltyNonTakeFouls,Corner3FGM,Corner3Assists,Offensive Fouls Drawn,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,FTDefRebounds,ShootingFouls,DefFTReboundPct,LongMidRangeAssists,LostBallSteals,LostBallOutOfBoundsTurnovers,LongMidRangePctAssisted,BlockedLongMidRange,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,HeaveAttempts,Loose Ball Fouls,PenaltyCorner3FGM,PenaltyCorner3Accuracy,SecondChanceArc3FGA,SecondChanceFG3A,OffArc3ReboundPct,SecondChanceArc3Frequency,Offensive Fouls,Technical Free Throw Trips,ShortMidRangeAssists,ShortMidRangePctAssisted,2pt And 1 Free Throw Trips,LongMidRangePctBlocked,SelfOReb,SelfORebPct,Defensive 3 Seconds Violations,Travels,DefensiveGoaltends,PtsUnassisted3s,SecondChanceArc3FGM,SecondChanceFG3M,SecondChanceFg3Pct,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,ShortMidRangePctBlocked,SecondChanceAtRimPctAssisted,StepOutOfBoundsTurnovers,SecondChanceCorner3FGM,SecondChanceCorner3FGA,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,Blocked3s,BlockedCorner3,BlockedArc3,Fg3aBlocked,FG3APctBlocked,Corner3PctBlocked,HeaveMakes,OffensiveGoaltends,3pt And 1 Free Throw Trips,Clear Path Fouls,Arc3PctBlocked,team_id,year,season,team_vs
101188-101195-15-2457-970,1610612741,"Eddie Basden, Luke Schenscher, Eric Piatkowski, Jannero Pargo, Othella Harrington","Basden, Schenscher, Piatkowski, Pargo, Harrington",101188-101195-15-2457-970,CHI,437.0,1,7.0,3.0,14.0,14.0,5.0,8.0,2.0,28.0,2.0,4.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,2.0,1.0,1.0,3.0,8.0,1.0,3.0,4.0,13.0,10.0,1.0,1.0,2.0,4.0,1.0,3.0,1.0,1.0,1.0,6.0,2.0,4.0,3.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,5.0,1.0,1.0,5.0,5.0,2.0,7.0,1.0,1.0,2.0,2.0,2.0,1.0,3.0,1.0,6.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,9.0,6.0,5.0,1.0,0.3333333333333333,0.5,1.0,0.3333333333333333,1.0,0.3333333333333333,0.375,1.0,0.3333333333333333,0.4090909090909091,1.0,0.625,0.4642857142857143,1.0,0.6,0.2727272727272727,0.125,0.25,0.625,0.2,0.5,0.5555555555555556,0.2857142857142857,0.3333333333333333,1.0,0.5,1.0,0.5,92.2654462242563,1.0,14.571428571428571,16.642857142857142,14.571428571428571,14.571428571428571,0.36363636363636365,0.5,0.6666666666666666,0.5,0.36363636363636365,0.25,0.25,0.09090909090909091,0.18181818181818182,0.5,0.5,1.0,1.0,1.0,0.25,1.0,0.25,1.0,0.6363636363636364,0.5,0.4619909090909091,0.627,0.42405,0.15384615384615385,0.2,0.3076923076923077,0.46153846153846156,8.775,25.099999999999998,0.35714285714285715,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612741,2006,2005-06,True
101188-101195-2124-2457-988,1610612741,"Eddie Basden, Luke Schenscher, Malik Allen, Jannero Pargo, Randy Livingston","Basden, Schenscher, Allen, Pargo, Livingston",101188-101195-2124-2457-988,CHI,39.0,1,1.0,-2.0,1.0,2.0,1.0,,,3.0,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110.76923076923076,,21.0,9.0,21.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612741,2006,2005-06,True
101188-101195-2124-2732-988,1610612741,"Eddie Basden, Luke Schenscher, Malik Allen, Ben Gordon, Randy Livingston","Basden, Schenscher, Allen, Gordon, Livingston",101188-101195-2124-2732-988,CHI,213.0,1,4.0,-5.0,7.0,7.0,7.0,,1.0,14.0,,1.0,,,,1.0,,1.0,1.0,,1.0,,1.0,1.0,3.0,,2.0,1.0,3.0,8.0,,,,,1.0,3.0,,2.0,1.0,3.0,,2.0,,,1.0,,,,,,,,,1.0,,1.0,3.0,1.0,4.0,,,,1.0,2.0,,1.0,,2.0,,1.0,2.0,2.0,,2.0,,3.0,3.0,7.0,1.0,,,,,,,0.3333333333333333,,0.3333333333333333,0.2,,0.2,0.25,,0.25,0.4,,,0.16666666666666666,,0.5,0.375,0.25,,1.0,,,0.5,94.64788732394366,,13.142857142857142,17.285714285714285,12.857142857142858,15.428571428571429,0.2,,,,0.2,,,0.2,0.2,,,,,,0.2,,0.2,,0.6,,0.52164,,0.52164,,,,1.0,7.333333333333333,23.5,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.2,1.0,1.0,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612741,2006,2005-06,True
101188-101195-2457-2732-2804,1610612741,"Eddie Basden, Luke Schenscher, Jannero Pargo, Ben Gordon, Andres Nocioni","Basden, Schenscher, Pargo, Gordon, Nocioni",101188-101195-2457-2732-2804,CHI,276.0,2,5.0,-7.0,9.0,8.0,1.0,,3.0,17.0,1.0,4.0,,1.0,,1.0,,3.0,,,,,,1.0,9.0,,,3.0,5.0,12.0,,2.0,3.0,3.0,,1.0,,,3.0,3.0,,2.0,,,,,,,,,,,,,2.0,1.0,2.0,3.0,5.0,,,,,1.0,1.0,5.0,1.0,4.0,2.0,,1.0,1.0,,1.0,,2.0,3.0,1.0,,,,,,,,0.1111111111111111,,,0.1111111111111111,,,0.22727272727272727,0.375,0.5,,,,0.3333333333333333,0.25,,0.5,0.25,,,0.5,,,88.69565217391305,,20.666666666666668,11.25,17.88888888888889,10.0,0.4444444444444444,0.25,0.25,,0.3333333333333333,,,,,,,,0.5,,1.0,,,,0.4444444444444444,,0.47711111111111104,0.55605,0.5616,0.18181818181818182,0.18181818181818182,0.6,0.6,8.322222222222223,,0.1111111111111111,,,2.0,,1.0,1.0,,,,1.0,1.0,1.0,,0.2222222222222222,,,,1.0,1.0,1.0,0.3333333333333333,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612741,2006,2005-06,True
101188-101195-2457-2768-988,1610612741,"Eddie Basden, Luke Schenscher, Jannero Pargo, Chris Duhon, Randy Livingston","Basden, Schenscher, Pargo, Duhon, Livingston",101188-101195-2457-2768-988,CHI,41.0,1,1.0,-1.0,2.0,2.0,2.0,2.0,,4.0,,,,,,,,,,,,,,,,,,2.0,2.0,3.0,,,,,,,,,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,2.0,,1.0,,,,,,2.0,2.0,2.0,1.0,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,140.4878048780488,,10.0,10.5,10.0,10.5,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,1.0,,,,,1.0,1.0,,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612741,2006,2005-06,True
101188-101195-2768-970-988,1610612741,"Eddie Basden, Luke Schenscher, Chris Duhon, Othella Harrington, Randy Livingston","Basden, Schenscher, Duhon, Harrington, Livingston",101188-101195-2768-970-988,CHI,55.0,1,1.0,-4.0,3.0,4.0,3.0,4.0,,7.0,,,,,,,,,,,,,,,,,,2.0,2.0,6.0,,,,,,,,,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,2.0,,1.0,,2.0,,1.0,,,,,,2.0,2.0,3.0,1.0,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,183.27272727272728,,9.666666666666666,6.5,9.666666666666666,6.5,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,2.0,,,,,1.0,1.0,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612741,2006,2005-06,True
101188-15-2199-2550-2736,1610612741,"Eddie Basden, Eric Piatkowski, Tyson Chandler, Kirk Hinrich, Luol Deng","Basden, Piatkowski, Chandler, Hinrich, Deng",101188-15-2199-2550-2736,CHI,132.0,1,2.0,-3.0,5.0,4.0,,,,9.0,,,,,,,,1.0,1.0,,2.0,,,,1.0,,3.0,,,3.0,,,,,,,,,,,,,,,2.0,,,,,,,,,,,1.0,3.0,,3.0,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.75,,,1.0,,,1.0,,,,1.0,,,98.18181818181817,,18.0,10.5,18.0,10.5,,,,,0.25,,,0.25,0.5,,,,,,,,,,0.75,,0.4979625,,,,,,,17.2,24.333333333333332,,,,,,2.0,1.0,,,,1.0,1.0,1.0,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612741,2006,2005-06,True
101188-15-2199-2732-2804,1610612741,"Eddie Basden, Eric Piatkowski, Tyson Chandler, Ben Gordon, Andres Nocioni","Basden, Piatkowski, Chandler, Gordon, Nocioni",101188-15-2199-2732-2804,CHI,31.0,1,1.0,,1.0,1.0,1.0,1.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,92.9032258064516,,22.0,9.0,22.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,1.0,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612741,2006,2005-06,True
101188-15-2443-2457-970,1610612741,"Eddie Basden, Eric Piatkowski, Darius Songaila, Jannero Pargo, Othella Harrington","Basden, Piatkowski, Songaila, Pargo, Harrington",101188-15-2443-2457-970,CHI,232.0,1,4.0,-2.0,6.0,7.0,,6.0,,13.0,1.0,2.0,,,,,,,1.0,,2.0,,,1.0,2.0,1.0,3.0,1.0,6.0,8.0,,,,,,,,,,,2.0,,3.0,,2.0,,,1.0,1.0,2.0,,1.0,5.0,,1.0,,1.0,1.0,2.0,,,,,1.0,2.0,3.0,,2.0,1.0,,,,,,,6.0,,,,1.0,1.0,1.0,0.3333333333333333,,0.3333333333333333,0.5,,,0.5,,,0.5,,,0.6,,,,1.0,,0.5,0.3333333333333333,,,,,,80.6896551724138,,17.166666666666668,18.428571428571427,17.166666666666668,17.0,0.4,0.5,0.5,1.0,,,,0.2,0.4,,,,,,,,,,1.0,,0.5460499999999999,,,0.16666666666666666,0.3333333333333333,,,,24.900000000000002,,,,,,1.0,1.0,1.0,,,1.0,0.5,,0.5,,,,,,,,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612741,2006,2005-06,True
101188-15-2443-2736-970,1610612741,"Eddie Basden, Eric Piatkowski, Darius Songaila, Luol Deng, Othella Harrington","Basden, Piatkowski, Songaila, Deng, Harrington",101188-15-2443-2736-970,CHI,1.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612741,2006,2005-06,True
