EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGA,SecondChanceAtRimFGA,PenaltyAtRimFGA,LongMidRangeFGA,FG2A,FtPoints,Points,OpponentPoints,SecondChanceFG2A,PenaltyFG2A,PenaltyFtPoints,PenaltyPoints,OffTwoPtRebounds,OffRebounds,Rebounds,FoulsDrawn,FTA,TwoPtShootingFoulsDrawn,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,TsPct,PenaltyTsPct,OffTwoPtReboundPct,OffFGReboundPct,OffLongMidRangeReboundPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,LongMidRangeFrequency,SecondChanceAtRimFrequency,PenaltyAtRimFrequency,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,PenaltyPointsPct,Avg2ptShotDistance,PenaltyOffPossPct,AtRimFGM,PenaltyAtRimFGM,Arc3FGM,Arc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG3M,FG3A,PenaltyFG2M,PenaltyFG3M,PenaltyFG3A,PtsUnassisted2s,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,ThreePtAssists,Assists,Arc3Assists,AssistPoints,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,Blocks,NonShootingPenaltyNonTakeFoulsDrawn,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,FG3APct,DefTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,AtRimAccuracy,UnblockedAtRimAccuracy,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,PenaltyAtRimAccuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,Avg3ptShotDistance,FTDefRebounds,Steals,BadPassSteals,ShootingFouls,Fouls,Offensive Fouls Drawn,RecoveredBlocks,DefFTReboundPct,DefAtRimReboundPct,BlocksRecoveredPct,PtsAssisted2s,TwoPtAssists,AtRimAssists,Assisted2sPct,NonPutbacksAssisted2sPct,AtRimPctAssisted,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeAssists,BadPassOutOfBoundsTurnovers,DeadBallTurnovers,Travels,Turnovers,PenaltyTurnovers,BlockedShortMidRange,DefShortMidRangeReboundPct,ShortMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,SecondChanceArc3FGA,SecondChanceFG3A,PtsUnassisted3s,OffThreePtRebounds,OffThreePtReboundPct,OffArc3ReboundPct,SecondChanceArc3Frequency,SecondChanceAtRimFGM,SecondChanceFG2M,SecondChancePoints,PtsPutbacks,SelfOReb,SecondChanceTurnovers,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,OffAtRimReboundPct,SelfORebPct,SecondChanceAtRimAccuracy,SecondChancePointsPct,ShortMidRangeFGM,NonShootingPenaltyNonTakeFouls,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,Corner3FGA,PenaltyCorner3FGA,ShortMidRangeAssists,FTOffRebounds,LostBallSteals,Loose Ball Fouls Drawn,2pt And 1 Free Throw Trips,OffFTReboundPct,ShortMidRangePctAssisted,Corner3Frequency,PenaltyCorner3Frequency,OffShortMidRangeReboundPct,Corner3FGM,Corner3Assists,LiveBallTurnovers,BadPassTurnovers,LostBallTurnovers,Technical Free Throw Trips,LiveBallTurnoverPct,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Fg2aBlocked,FG2APctBlocked,ShortMidRangePctBlocked,SecondChanceFtPoints,OffCorner3ReboundPct,AtRimPctBlocked,LostBallOutOfBoundsTurnovers,DefCorner3ReboundPct,HeaveAttempts,Offensive Fouls,OffensiveGoaltends,LongMidRangePctBlocked,SecondChanceCorner3FGM,SecondChanceCorner3FGA,SecondChanceFG3M,SecondChanceFg3Pct,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,PenaltyCorner3FGM,StepOutOfBoundsTurnovers,PenaltyCorner3Accuracy,SecondChanceArc3FGM,DefensiveGoaltends,Defensive 3 Seconds Violations,SecondChanceAtRimPctAssisted,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,Loose Ball Fouls,BlockedLongMidRange,3SecondViolations,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,Fg3aBlocked,FG3APctBlocked,Arc3PctBlocked,Blocked3s,BlockedArc3,3pt And 1 Free Throw Trips,Corner3PctBlocked,Clear Path Fouls,team_id,year,season,team_vs
101115-101142-101209-1885-2470,1610612747,"Andrew Bynum, Ronny Turiaf, Devin Green, Lamar Odom, Smush Parker","Bynum, Turiaf, Green, Odom, Parker",101115-101142-101209-1885-2470,LAL,65.0,1,1.0,2.0,3.0,2.0,2.0,2.0,1.0,5.0,1.0,1.0,1.0,1.0,2.0,4.0,4.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,4.0,2.0,4.0,2.0,2.0,0.5,0.3333333333333333,0.5,0.5,1.0,110.76923076923077,12.333333333333334,14.0,11.333333333333334,14.0,0.5,0.5,1.0,0.5,0.5,0.4569,0.5121,0.4569,0.5,0.5,0.5,9.35,0.6666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612747,2006,2005-06,True
101115-101142-101209-1904-977,1610612747,"Andrew Bynum, Ronny Turiaf, Devin Green, Devean George, Kobe Bryant","Bynum, Turiaf, Green, George, Bryant",101115-101142-101209-1904-977,LAL,188.0,1,3.0,6.0,5.0,4.0,5.0,,,9.0,1.0,,1.0,,1.0,5.0,10.0,4.0,,1.0,5.0,10.0,,,2.0,3.0,6.0,2.0,10.0,10.0,5.0,1.0,1.0,,,,68.93617021276596,10.8,33.5,10.8,22.25,0.5,,,0.5,1.0,0.5545,,0.5545,0.5,0.6666666666666666,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.25,1.25,0.5,0.25,0.5,0.3333333333333333,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,25.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612747,2006,2005-06,True
101115-101142-101209-2470-2575,1610612747,"Andrew Bynum, Ronny Turiaf, Devin Green, Smush Parker, Luke Walton","Bynum, Turiaf, Green, Parker, Walton",101115-101142-101209-2470-2575,LAL,110.0,1,2.0,4.0,4.0,5.0,4.0,5.0,,9.0,1.0,,1.0,,1.0,2.0,4.0,,,1.0,2.0,4.0,,,2.0,3.0,4.0,2.0,4.0,4.0,4.0,0.5,0.5,,,,117.81818181818183,9.5,14.4,9.5,14.4,0.5,,,0.5,1.0,0.51615,,0.51615,0.5,0.6666666666666666,1.0,,1.0,1.0,1.0,,1.0,,1.0,1.0,,1.0,1.0,,1.0,2.0,,1.0,,,,,,,1.0,2.0,,1.0,1.0,1.0,,,,,,1.0,1.0,0.5,0.5,0.5,1.0,,1.0,,,1.0,1.0,0.5,,,,1.0,0.5,,,25.9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612747,2006,2005-06,True
101115-101142-101209-2575-2756,1610612747,"Andrew Bynum, Ronny Turiaf, Devin Green, Luke Walton, Sasha Vujacic","Bynum, Turiaf, Green, Walton, Vujacic",101115-101142-101209-2575-2756,LAL,56.0,1,1.0,2.0,2.0,3.0,2.0,3.0,,5.0,2.0,,2.0,,2.0,,4.0,2.0,,2.0,,4.0,,,1.0,,,,4.0,4.0,2.0,1.0,1.0,,,,128.57142857142856,7.5,13.666666666666666,7.5,13.666666666666666,1.0,,,1.0,1.0,0.72655,,0.72655,,,1.0,,1.0,2.0,2.0,,,,,2.0,,,2.0,,,,,,,,2.0,,4.0,,1.0,1.0,,1.0,1.0,1.0,,,,,,1.0,1.0,1.0,1.0,,1.0,,1.0,,,1.0,1.0,,,,,1.0,,,,,,,,,,,1.0,,1.0,1.0,4.0,2.0,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612747,2006,2005-06,True
101115-101142-1885-1904-2756,1610612747,"Andrew Bynum, Ronny Turiaf, Lamar Odom, Devean George, Sasha Vujacic","Bynum, Turiaf, Odom, George, Vujacic",101115-101142-1885-1904-2756,LAL,1.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612747,2006,2005-06,True
101115-101142-1885-2470-977,1610612747,"Andrew Bynum, Ronny Turiaf, Lamar Odom, Smush Parker, Kobe Bryant","Bynum, Turiaf, Odom, Parker, Bryant",101115-101142-1885-2470-977,LAL,234.0,1,4.0,-1.0,8.0,8.0,8.0,,,16.0,2.0,,2.0,2.0,5.0,2.0,6.0,7.0,,5.0,2.0,6.0,,,3.0,1.0,2.0,1.0,6.0,6.0,8.0,0.5,0.5,,,,98.46153846153847,12.625,16.625,12.625,16.625,0.4,0.4,,0.4,0.4,0.49862,,0.49862,0.16666666666666666,0.16666666666666666,1.0,9.42,1.0,1.0,1.0,,,,,2.0,,,2.0,,,,,,,,2.0,,4.0,1.0,2.0,3.0,,2.0,1.0,2.0,,,,,,0.4,0.4,0.4,0.4,,1.0,1.0,1.0,,1.0,0.5,0.5,,,,,0.5,,,,,,,,,2.0,,2.0,,1.0,1.0,4.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,0.2,0.5,0.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612747,2006,2005-06,True
101115-101144-101209-1885-2470,1610612747,"Andrew Bynum, Von Wafer, Devin Green, Lamar Odom, Smush Parker","Bynum, Wafer, Green, Odom, Parker",101115-101144-101209-1885-2470,LAL,63.0,1,1.0,3.0,2.0,2.0,2.0,2.0,1.0,4.0,,,,,,,3.0,,,,,3.0,,1.0,3.0,1.0,,,3.0,3.0,2.0,0.5,0.75,,0.5,,91.42857142857143,12.5,19.0,7.5,19.0,,,,,1.0,0.45275,,0.479775,,,1.0,,1.0,,,1.0,3.0,1.0,2.0,,1.0,3.0,,1.0,2.0,,,3.0,1.0,,,,,1.0,1.0,2.0,,,,,,,0.3333333333333333,0.5,0.3333333333333333,,,0.5,0.75,1.0,1.0,1.0,1.0,1.0,1.0,,,1.0,0.3333333333333333,0.3333333333333333,,,1.0,0.5,0.3333333333333333,25.900000000000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,3.0,1.0,0.5,0.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612747,2006,2005-06,True
101115-101144-101209-1919-2470,1610612747,"Andrew Bynum, Von Wafer, Devin Green, Laron Profit, Smush Parker","Bynum, Wafer, Green, Profit, Parker",101115-101144-101209-1919-2470,LAL,69.0,1,1.0,-3.0,3.0,3.0,3.0,1.0,2.0,6.0,2.0,1.0,2.0,,2.0,1.0,3.0,6.0,1.0,2.0,1.0,3.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,3.0,3.0,0.5,0.5,1.0,1.0,,125.21739130434784,10.333333333333334,12.666666666666666,9.0,12.666666666666666,1.0,,1.0,1.0,1.0,0.6277,0.6639,0.6277,0.3333333333333333,0.3333333333333333,1.0,,1.0,1.0,1.0,,,,,1.0,,,1.0,,,2.0,,,,,,,,,1.0,1.0,,,,,,,,,,0.5,0.5,0.5,0.5,,1.0,,1.0,,,0.5,0.5,,,,,0.5,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,1.0,1.0,,1.0,1.0,,1.0,,,,,,,,,,,,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612747,2006,2005-06,True
101115-101144-101209-1919-2575,1610612747,"Andrew Bynum, Von Wafer, Devin Green, Laron Profit, Luke Walton","Bynum, Wafer, Green, Profit, Walton",101115-101144-101209-1919-2575,LAL,190.0,1,3.0,2.0,7.0,8.0,7.0,3.0,1.0,15.0,3.0,,3.0,1.0,5.0,2.0,8.0,6.0,1.0,5.0,2.0,8.0,1.0,1.0,4.0,1.0,2.0,1.0,6.0,8.0,7.0,0.5,0.5,0.5,0.25,1.0,113.6842105263158,8.0,16.75,7.714285714285714,16.625,0.42857142857142855,0.14285714285714285,,0.42857142857142855,0.7142857142857143,0.5859142857142857,0.4237,0.5859142857142857,0.125,0.16666666666666666,1.0,4.24,1.0,2.0,2.0,,2.0,,2.0,3.0,,2.0,3.0,,2.0,4.0,,2.0,,,1.0,,2.0,1.0,2.0,3.0,,,,,,,,,,0.6,0.6,0.42857142857142855,0.42857142857142855,0.2857142857142857,1.0,1.0,1.0,1.0,1.0,0.6666666666666666,0.6666666666666666,0.2857142857142857,,,,0.6666666666666666,0.2857142857142857,,,25.45,,1.0,1.0,1.0,3.0,,,,,,2.0,1.0,1.0,0.3333333333333333,0.5,0.5,1.0,,,,,,,,,1.0,0.14285714285714285,,,,,,,,,,,,1.0,2.0,2.0,,,1.0,1.0,1.0,,,,0.25,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612747,2006,2005-06,True
101115-101144-101209-2567-2575,1610612747,"Andrew Bynum, Von Wafer, Devin Green, Brian Cook, Luke Walton","Bynum, Wafer, Green, Cook, Walton",101115-101144-101209-2567-2575,LAL,271.0,2,5.0,4.0,8.0,9.0,6.0,9.0,3.0,17.0,2.0,1.0,2.0,3.0,7.0,4.0,8.0,4.0,3.0,3.0,4.0,8.0,2.0,3.0,7.0,4.0,5.0,2.0,8.0,8.0,6.0,0.4,0.6666666666666666,0.4,0.3333333333333333,0.6666666666666666,90.33210332103322,22.75,9.88888888888889,17.75,9.444444444444445,0.25,0.375,0.3333333333333333,0.5,0.375,0.4198875,0.3769,0.504025,0.2222222222222222,0.25,1.0,10.657142857142857,0.75,1.0,1.0,,,,,2.0,,1.0,2.0,,1.0,,,,,,2.0,,4.0,,2.0,4.0,1.0,2.0,1.0,2.0,1.0,,,,,0.2857142857142857,0.6666666666666666,0.25,0.5,0.125,0.5,,0.5,,,0.5,0.5,,,,,0.5,,,,23.4,2.0,1.0,,3.0,3.0,,1.0,0.6666666666666666,1.0,0.5,4.0,2.0,1.0,1.0,1.0,1.0,2.0,,,,1.0,,1.0,1.0,1.0,,0.25,,,,,,,,,,,,,,,2.0,,,,,,0.3333333333333333,,,1.0,,0.5,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.125,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612747,2006,2005-06,True
