EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGA,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,Arc3FGM,Arc3FGA,FG2M,FG2A,FG3M,FG3A,Points,OpponentPoints,SecondChanceFG2A,PenaltyFG2M,PenaltyFG2A,PenaltyPoints,PtsUnassisted2s,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AssistPoints,OffTwoPtRebounds,DefThreePtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,Steals,BadPassSteals,DeadBallTurnovers,Turnovers,PenaltyTurnovers,ShootingFouls,Fouls,Offensive Fouls,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,FG3APct,DefFTReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffLongMidRangeReboundPct,DefArc3ReboundPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,PenaltyAtRimFrequency,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,SecondChanceAtRimFGA,PenaltyCorner3FGM,PenaltyCorner3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FtPoints,SecondChanceFtPoints,SecondChancePoints,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PtsAssisted2s,PtsUnassisted3s,TwoPtAssists,LongMidRangeAssists,DefTwoPtRebounds,LostBallSteals,BadPassOutOfBoundsTurnovers,Loose Ball Fouls,FoulsDrawn,FTA,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedShortMidRange,Blocks,RecoveredBlocks,3SecondViolations,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,PenaltyFg3Pct,SecondChanceTsPct,DefTwoPtReboundPct,OffAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,BlocksRecoveredPct,LongMidRangePctAssisted,SecondChanceAtRimFrequency,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,AtRimFGM,AtRimAssists,ShortMidRangeAssists,Offensive Fouls Drawn,2pt And 1 Free Throw Trips,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangePctAssisted,LiveBallTurnovers,LostBallTurnovers,LiveBallTurnoverPct,DefAtRimReboundPct,SecondChanceAtRimFGM,PenaltyAtRimFGM,SecondChanceFG2M,PtsPutbacks,Fg2aBlocked,OffThreePtRebounds,Loose Ball Fouls Drawn,SecondChanceFg2Pct,SecondChanceEfgPct,FG2APctBlocked,AtRimPctBlocked,OffThreePtReboundPct,OffArc3ReboundPct,DefCorner3ReboundPct,SecondChanceAtRimAccuracy,PenaltyAtRimAccuracy,SelfOReb,BadPassTurnovers,BlockedAtRim,SelfORebPct,Travels,SecondChanceCorner3FGM,SecondChanceCorner3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,SecondChanceFG3M,SecondChanceFG3A,LostBallOutOfBoundsTurnovers,StepOutOfBoundsTurnovers,SecondChanceTurnovers,SecondChanceFg3Pct,OffShortMidRangeReboundPct,OffCorner3ReboundPct,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,ShortMidRangePctBlocked,Defensive 3 Seconds Violations,SecondChanceCorner3PctAssisted,Fg3aBlocked,FG3APctBlocked,Arc3PctBlocked,Technical Free Throw Trips,team_id,year,season,team_vs
101122-101180-1506-1533-2410,1610612754,"Danny Granger, Sarunas Jasikevicius, Austin Croshere, Anthony Johnson, Fred Jones","Granger, Jasikevicius, Croshere, Johnson, Jones",101122-101180-1506-1533-2410,IND,293.0,1,5.0,-2.0,9.0,8.0,6.0,6.0,1.0,17.0,1.0,1.0,1.0,2.0,1.0,3.0,1.0,1.0,1.0,1.0,2.0,6.0,2.0,2.0,10.0,12.0,1.0,2.0,4.0,4.0,4.0,6.0,1.0,1.0,2.0,2.0,1.0,1.0,6.0,1.0,2.0,1.0,3.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,10.0,4.0,6.0,1.0,1.0,1.0,0.3333333333333333,0.5,0.625,0.5,0.625,0.5,0.25,1.0,0.25,1.0,1.0,0.25,0.5,1.0,83.54948805460751,17.666666666666668,16.75,15.88888888888889,16.75,0.125,0.25,0.5,0.5,0.375,0.3333333333333333,0.3333333333333333,0.125,1.0,1.0,1.0,0.125,1.0,1.0,1.0,0.25,0.375,1.0,0.43985625,0.369,0.436525,0.4,12.933333333333332,24.2,0.6666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612754,2006,2005-06,True
101122-101180-1506-1536-2410,1610612754,"Danny Granger, Sarunas Jasikevicius, Austin Croshere, Stephen Jackson, Fred Jones","Granger, Jasikevicius, Croshere, Jackson, Jones",101122-101180-1506-1536-2410,IND,15.0,1,,,,1.0,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96.0,,15.0,,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612754,2006,2005-06,True
101122-101180-1506-1536-2758,1610612754,"Danny Granger, Sarunas Jasikevicius, Austin Croshere, Stephen Jackson, David Harrison","Granger, Jasikevicius, Croshere, Jackson, Harrison",101122-101180-1506-1536-2758,IND,272.0,1,5.0,4.0,9.0,9.0,9.0,8.0,1.0,18.0,2.0,2.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,2.0,2.0,10.0,6.0,1.0,1.0,4.0,10.0,,3.0,1.0,1.0,1.0,2.0,,1.0,5.0,2.0,,1.0,3.0,2.0,5.0,1.0,,3.0,3.0,3.0,1.0,4.0,,9.0,10.0,9.0,0.5,1.0,1.0,0.25,0.25,0.6666666666666666,0.6666666666666666,0.625,0.625,0.3333333333333333,1.0,0.6666666666666666,,0.6666666666666666,0.6666666666666666,,,95.29411764705883,15.11111111111111,15.11111111111111,14.777777777777779,15.11111111111111,0.3333333333333333,0.16666666666666666,,,0.16666666666666666,1.0,1.0,0.16666666666666666,1.0,1.0,1.0,0.16666666666666666,1.0,1.0,,0.3333333333333333,0.6666666666666666,1.0,0.5000833333333333,0.5717,0.5000833333333333,1.0,6.375,24.4,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,3.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,0.25,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.16666666666666666,1.0,0.16666666666666666,1.0,0.14285714285714285,0.2,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612754,2006,2005-06,True
101122-101180-1506-1536-979,1610612754,"Danny Granger, Sarunas Jasikevicius, Austin Croshere, Stephen Jackson, Jermaine O'Neal","Granger, Jasikevicius, Croshere, Jackson, O'Neal",101122-101180-1506-1536-979,IND,91.0,1,2.0,-1.0,2.0,3.0,2.0,1.0,,5.0,,,1.0,2.0,,,,,,,1.0,2.0,,,2.0,3.0,,1.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,1.0,,2.0,2.0,2.0,,,,0.5,0.5,0.5,0.5,0.5,0.5,,,,,,,,,79.12087912087912,20.0,17.0,20.0,17.0,,1.0,0.5,0.5,,,,,,,,,,,,,,,0.37465,,0.37465,1.0,9.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612754,2006,2005-06,True
101122-101180-1506-2109-2758,1610612754,"Danny Granger, Sarunas Jasikevicius, Austin Croshere, Eddie Gill, David Harrison","Granger, Jasikevicius, Croshere, Gill, Harrison",101122-101180-1506-2109-2758,IND,45.0,1,1.0,-1.0,2.0,2.0,2.0,2.0,,4.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,1.0,,1.0,,1.0,,,,,,,1.0,,,,2.0,,,,,,,,,,,,,1.0,1.0,,,1.0,128.0,14.5,8.0,14.5,8.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,1.0,2.0,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612754,2006,2005-06,True
101122-101180-1506-2410-2758,1610612754,"Danny Granger, Sarunas Jasikevicius, Austin Croshere, Fred Jones, David Harrison","Granger, Jasikevicius, Croshere, Jones, Harrison",101122-101180-1506-2410-2758,IND,123.0,1,2.0,5.0,5.0,3.0,1.0,,,8.0,2.0,,1.0,1.0,,,,,,1.0,3.0,3.0,,1.0,7.0,2.0,,,,,,,1.0,,,3.0,,,6.0,,,,1.0,,1.0,,,1.0,1.0,,,1.0,,7.0,,1.0,,,,1.0,,0.75,,0.875,,0.25,,,,1.0,,,,93.65853658536587,12.8,19.666666666666668,12.8,19.666666666666668,0.5,0.25,1.0,1.0,,,,,,,,0.25,,,,,0.75,,0.4778,,0.3654,,1.9666666666666668,24.9,0.2,,,,,1.0,1.0,,,,1.0,,6.0,,3.0,,1.0,,,,2.0,1.0,1.0,,,,,,,,,1.0,1.0,,,1.0,,,1.0,,,,,,1.0,,0.25,0.3333333333333333,,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612754,2006,2005-06,True
101122-101180-1506-2410-979,1610612754,"Danny Granger, Sarunas Jasikevicius, Austin Croshere, Fred Jones, Jermaine O'Neal","Granger, Jasikevicius, Croshere, Jones, O'Neal",101122-101180-1506-2410-979,IND,510.0,2,8.0,2.0,14.0,13.0,,2.0,,27.0,4.0,,1.0,1.0,5.0,8.0,,,,,9.0,13.0,,,19.0,17.0,,,,,6.0,,,,,6.0,,,12.0,,1.0,,3.0,,3.0,2.0,1.0,,1.0,,3.0,7.0,,19.0,,,,,,0.6923076923076923,,0.6923076923076923,,0.7307692307692307,,,,,0.5,0.42857142857142855,,,0.5,76.23529411764706,16.214285714285715,21.76923076923077,16.214285714285715,19.153846153846153,0.3076923076923077,0.07692307692307693,1.0,1.0,0.6153846153846154,0.625,0.625,,,,,,,,,,0.3076923076923077,,0.42154615384615385,,,,11.992307692307692,,,,,,,,1.0,,,,,,12.0,,6.0,3.0,2.0,1.0,,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,,,,,0.6666666666666666,0.6666666666666666,,,0.4,,0.25,,,0.6,,,,,,0.07692307692307693,0.07692307692307693,,3.0,3.0,,,1.0,0.75,0.75,1.0,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612754,2006,2005-06,True
101122-101180-1533-1536-979,1610612754,"Danny Granger, Sarunas Jasikevicius, Anthony Johnson, Stephen Jackson, Jermaine O'Neal","Granger, Jasikevicius, Johnson, Jackson, O'Neal",101122-101180-1533-1536-979,IND,286.0,2,5.0,,9.0,9.0,4.0,5.0,2.0,18.0,4.0,1.0,,,,2.0,,,,2.0,2.0,6.0,,2.0,7.0,7.0,1.0,1.0,2.0,3.0,2.0,,2.0,,,1.0,,,2.0,,2.0,2.0,5.0,2.0,7.0,,,1.0,1.0,1.0,3.0,4.0,1.0,3.0,3.0,4.0,,,,0.3333333333333333,0.5,0.25,0.5,0.3888888888888889,0.75,0.25,1.0,,1.0,1.0,0.3333333333333333,,1.0,90.62937062937063,18.444444444444443,13.333333333333334,17.555555555555557,13.333333333333334,0.5,,,,0.25,,,,,,,0.25,,,,0.5,0.75,,0.55618125,,0.5725,0.42857142857142855,6.166666666666667,24.8,0.4444444444444444,1.0,,,,,3.0,2.0,4.0,,,1.0,2.0,,1.0,,1.0,,,,4.0,3.0,2.0,,,,,,,,,0.5,1.0,,1.0,1.0,,,,,,1.0,,,,,0.2222222222222222,0.2857142857142857,0.5714285714285714,2.0,1.0,,,1.0,0.5,0.6666666666666666,0.5,,,,,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,0.16666666666666666,0.25,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612754,2006,2005-06,True
101122-101180-1533-2410-2758,1610612754,"Danny Granger, Sarunas Jasikevicius, Anthony Johnson, Fred Jones, David Harrison","Granger, Jasikevicius, Johnson, Jones, Harrison",101122-101180-1533-2410-2758,IND,88.0,1,1.0,-1.0,2.0,3.0,2.0,3.0,,5.0,1.0,1.0,,,,1.0,,1.0,,,,2.0,,1.0,,1.0,,,2.0,,,,,,,,,,,,,,2.0,,2.0,,,,,,1.0,1.0,,,,2.0,,,,,,,,,,0.3333333333333333,,,,1.0,,,,81.81818181818183,10.0,22.666666666666668,10.0,22.666666666666668,0.3333333333333333,,,,0.3333333333333333,,,0.3333333333333333,,,,,,,,0.3333333333333333,0.6666666666666666,,0.3759166666666667,,0.3759166666666667,,12.85,23.3,1.0,,,1.0,,,,,,,1.0,,,,,,2.0,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612754,2006,2005-06,True
101122-101180-1533-2410-979,1610612754,"Danny Granger, Sarunas Jasikevicius, Anthony Johnson, Fred Jones, Jermaine O'Neal","Granger, Jasikevicius, Johnson, Jones, O'Neal",101122-101180-1533-2410-979,IND,575.0,2,10.0,1.0,18.0,18.0,,,2.0,36.0,13.0,,,,,4.0,,1.0,1.0,3.0,6.0,17.0,1.0,4.0,15.0,14.0,5.0,,,,4.0,3.0,3.0,1.0,1.0,5.0,1.0,,11.0,5.0,2.0,1.0,7.0,5.0,12.0,3.0,2.0,1.0,3.0,,2.0,5.0,1.0,15.0,,,1.0,0.25,0.25,0.35294117647058826,,0.35714285714285715,,0.35714285714285715,,0.19047619047619047,1.0,0.45454545454545453,1.0,0.8571428571428571,0.35714285714285715,0.25,1.0,90.15652173913043,15.722222222222221,16.22222222222222,15.0,16.166666666666668,0.6190476190476191,,,,0.19047619047619047,,,0.047619047619047616,,,,0.14285714285714285,0.3333333333333333,0.3333333333333333,1.0,,0.8095238095238095,0.3333333333333333,0.5392690476190476,0.50684,,,5.076470588235294,24.325,,4.0,,,,,,,,,,,8.0,,4.0,,4.0,1.0,,,4.0,1.0,1.0,,1.0,,1.0,1.0,,,,0.6666666666666666,0.6666666666666666,,,0.8,0.5714285714285714,,1.0,1.0,,0.8,,,,,0.047619047619047616,0.058823529411764705,,6.0,4.0,,2.0,1.0,0.46153846153846156,0.5454545454545454,0.6666666666666666,,2.0,1.0,0.6666666666666666,0.6666666666666666,,,,,2.0,,,,,0.11764705882352941,0.15384615384615385,,,1.0,,,3.0,1.0,1.0,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612754,2006,2005-06,True
