EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGA,Corner3FGA,SecondChanceCorner3FGA,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsUnassisted2s,PtsAssisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,ThreePtAssists,Assists,Arc3Assists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,Steals,BadPassSteals,LiveBallTurnovers,BadPassTurnovers,Turnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,FoulsDrawn,FTA,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Defensive 3 Seconds Violations,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeFrequency,Corner3Frequency,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceCorner3Frequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyArc3Frequency,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,LongMidRangeFGM,PtsAssisted2s,TwoPtAssists,AtRimAssists,LongMidRangeAssists,2pt And 1 Free Throw Trips,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,Assisted2sPct,NonPutbacksAssisted2sPct,ShortMidRangePctBlocked,OffLongMidRangeReboundPct,BlocksRecoveredPct,AtRimPctAssisted,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,DeadBallTurnovers,LostBallTurnovers,Travels,SecondChanceTurnovers,Offensive Fouls Drawn,Blocked3s,BlockedCorner3,DefCorner3ReboundPct,LostBallSteals,ShortMidRangeAssists,ShortMidRangePctAssisted,Offensive Fouls,SelfOReb,SelfORebPct,PenaltyArc3FGM,PenaltyFG3M,PtsUnassisted3s,FTOffRebounds,PenaltyFg3Pct,OffFTReboundPct,PenaltyArc3Accuracy,BlockedShortMidRange,BlockedLongMidRange,Technical Free Throw Trips,Loose Ball Fouls Drawn,OffensiveGoaltends,LostBallOutOfBoundsTurnovers,BadPassOutOfBoundsTurnovers,OffArc3ReboundPct,Corner3FGM,Corner3Assists,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceAtRimPctAssisted,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,PenaltyCorner3FGM,PenaltyCorner3Accuracy,HeaveAttempts,DefensiveGoaltends,SecondChanceArc3FGA,SecondChanceArc3Frequency,BlockedArc3,SecondChanceArc3FGM,SecondChanceFG3M,SecondChanceFg3Pct,LongMidRangePctBlocked,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,Fg3aBlocked,StepOutOfBoundsTurnovers,FG3APctBlocked,Arc3PctBlocked,3pt And 1 Free Throw Trips,Corner3PctBlocked,3SecondViolations,SecondChanceCorner3FGM,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,team_id,year,season,team_vs
101177-109-1477-1938-2225,1610612759,"Fabricio Oberto, Robert Horry, Bruce Bowen, Manu Ginobili, Tony Parker","Oberto, Horry, Bowen, Ginobili, Parker",101177-109-1477-1938-2225,SAS,529.0,4,9.0,1.0,16.0,14.0,10.0,5.0,3.0,30.0,2.0,5.0,2.0,3.0,1.0,3.0,1.0,3.0,3.0,2.0,1.0,1.0,1.0,2.0,1.0,3.0,11.0,1.0,4.0,8.0,17.0,16.0,2.0,3.0,1.0,2.0,6.0,2.0,7.0,2.0,5.0,9.0,6.0,3.0,4.0,2.0,1.0,2.0,1.0,1.0,1.0,3.0,2.0,4.0,1.0,3.0,1.0,5.0,6.0,11.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,8.0,10.0,3.0,2.0,1.0,11.0,9.0,10.0,2.0,2.0,1.0,0.25,0.25,0.2727272727272727,0.6666666666666666,0.2857142857142857,0.3,0.5,0.2222222222222222,0.425,0.6,0.375,0.26666666666666666,0.18181818181818182,0.4,1.0,1.0,0.5,0.5,1.0,0.6666666666666666,0.5714285714285714,0.5454545454545454,1.0,0.5,1.0,1.0,0.3333333333333333,0.5,1.0,81.66351606805293,16.9375,18.428571428571427,14.0625,17.785714285714285,0.3333333333333333,0.4,0.6666666666666666,0.2,0.3333333333333333,0.3333333333333333,0.2,0.13333333333333333,0.13333333333333333,0.5,0.5,1.0,0.75,0.6666666666666666,0.25,0.3333333333333333,0.3333333333333333,0.1111111111111111,0.1111111111111111,0.6,0.5,0.49066,0.5975666666666667,0.48785,0.16666666666666666,0.21428571428571427,0.35294117647058826,0.5294117647058824,8.236363636363636,23.925,0.625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612759,2006,2005-06,True
101177-109-1477-1938-89,1610612759,"Fabricio Oberto, Robert Horry, Bruce Bowen, Manu Ginobili, Nick Van Exel","Oberto, Horry, Bowen, Ginobili, Van Exel",101177-109-1477-1938-89,SAS,417.0,2,7.0,-7.0,11.0,13.0,,,2.0,24.0,2.0,6.0,,2.0,,,,1.0,5.0,,,,,,,5.0,12.0,,,1.0,11.0,18.0,,2.0,,,,,,,,,2.0,,,,,4.0,,4.0,,8.0,,2.0,,4.0,,4.0,2.0,6.0,,,1.0,1.0,1.0,,1.0,1.0,,2.0,3.0,2.0,,,11.0,,,,,,,,0.4166666666666667,,,0.4166666666666667,,,0.4230769230769231,,,,0.3333333333333333,0.5,1.0,,0.6666666666666666,0.2857142857142857,,,0.5714285714285714,0.2857142857142857,,1.0,,1.0,,1.0,,82.87769784172662,18.181818181818183,16.692307692307693,17.545454545454547,16.076923076923077,0.5,0.3333333333333333,0.6666666666666666,0.08333333333333333,,,0.4166666666666667,,,,,,1.0,,,,,,,0.5,,0.49189166666666667,0.49915,,0.15384615384615385,0.15384615384615385,,,8.858333333333333,,,3.0,8.0,4.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,0.8,0.8,1.0,0.5,1.0,1.0,0.6,0.6,0.6666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612759,2006,2005-06,True
101177-109-1477-2225-699,1610612759,"Fabricio Oberto, Robert Horry, Bruce Bowen, Tony Parker, Brent Barry","Oberto, Horry, Bowen, Parker, Barry",101177-109-1477-2225-699,SAS,242.0,2,4.0,-6.0,7.0,7.0,5.0,3.0,2.0,14.0,1.0,2.0,1.0,1.0,1.0,2.0,,3.0,2.0,,,,,,,1.0,7.0,,,,2.0,8.0,1.0,1.0,,,2.0,1.0,5.0,,,2.0,2.0,,2.0,,,,,,,,,2.0,1.0,1.0,,2.0,2.0,4.0,,,1.0,,2.0,1.0,1.0,1.0,,2.0,,,,,,2.0,5.0,,,,,,0.14285714285714285,1.0,0.2,0.14285714285714285,1.0,0.2,0.14285714285714285,1.0,0.2,,,,0.5,,1.0,0.4,1.0,,1.0,0.4,,0.3333333333333333,,,,1.0,,83.30578512396694,19.857142857142858,14.714285714285714,16.142857142857142,14.714285714285714,0.2857142857142857,0.5,0.5,0.42857142857142855,,,0.2857142857142857,,,,,,1.0,1.0,,0.4,0.5,,,0.2857142857142857,,0.40417142857142857,0.4915,0.41174,,,1.0,1.0,8.871428571428572,,0.7142857142857143,,,,,,,,,1.0,1.0,,,,1.0,1.0,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612759,2006,2005-06,True
101177-109-1477-2225-714,1610612759,"Fabricio Oberto, Robert Horry, Bruce Bowen, Tony Parker, Michael Finley","Oberto, Horry, Bowen, Parker, Finley",101177-109-1477-2225-714,SAS,144.0,3,2.0,-3.0,5.0,5.0,5.0,,,10.0,,1.0,,,,1.0,,,2.0,,,,,,,,3.0,,,3.0,3.0,6.0,,,,,,,3.0,,3.0,3.0,,,,,,,,,,,,,,1.0,,1.0,,1.0,1.0,,,,,,,,,2.0,4.0,1.0,1.0,,3.0,3.0,5.0,,1.0,,,,,,,,,,0.3,,0.3,,,,,,1.0,,,,1.0,,,,,1.0,,,,100.0,13.4,15.4,13.4,15.4,0.3333333333333333,,,,,,0.6666666666666666,,,,,,,,,0.3333333333333333,,,,0.3333333333333333,,0.44603333333333334,,0.44603333333333334,0.25,0.25,,1.0,12.266666666666666,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612759,2006,2005-06,True
101177-109-1477-2757-699,1610612759,"Fabricio Oberto, Robert Horry, Bruce Bowen, Beno Udrih, Brent Barry","Oberto, Horry, Bowen, Udrih, Barry",101177-109-1477-2757-699,SAS,34.0,1,1.0,1.0,1.0,,,,,1.0,,,,,,,1.0,1.0,,,,,,,,1.0,1.0,,,,2.0,1.0,,,,,,,,,,,,,,,,,,1.0,,2.0,,,,,,,,,,,,,,,1.0,1.0,,,,,,,2.0,,,,,,,,1.0,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,42.35294117647059,20.0,,20.0,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,0.3655,,,,,,,13.3,,,,2.0,1.0,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612759,2006,2005-06,True
101177-109-1477-2757-714,1610612759,"Fabricio Oberto, Robert Horry, Bruce Bowen, Beno Udrih, Michael Finley","Oberto, Horry, Bowen, Udrih, Finley",101177-109-1477-2757-714,SAS,56.0,1,1.0,,3.0,2.0,3.0,,,5.0,,,,,,,,,,,,,,1.0,1.0,,,,1.0,2.0,2.0,2.0,,,,,,,,1.0,2.0,2.0,,,,1.0,,,,,,,,,,1.0,,1.0,,1.0,,,,,1.0,1.0,,1.0,,1.0,2.0,1.0,,,2.0,2.0,3.0,,,,,,,,,,,,0.5,,0.5,1.0,,,,,1.0,,,,1.0,,,,,,,1.0,,128.57142857142856,14.0,7.0,14.0,7.0,,,,,,,,,1.0,,,,,,,,,,1.0,1.0,,0.6189,,0.6189,0.5,1.0,,1.0,,24.2,1.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612759,2006,2005-06,True
101177-109-1477-699-89,1610612759,"Fabricio Oberto, Robert Horry, Bruce Bowen, Brent Barry, Nick Van Exel","Oberto, Horry, Bowen, Barry, Van Exel",101177-109-1477-699-89,SAS,97.0,1,2.0,1.0,4.0,4.0,4.0,4.0,,8.0,,,,,,,,,,,,,,1.0,1.0,,,,1.0,4.0,4.0,3.0,,,,,,,,1.0,4.0,4.0,,,,1.0,,,,,,,,,,1.0,,1.0,,1.0,,,,,,,,1.0,,3.0,6.0,2.0,1.0,,4.0,4.0,4.0,1.0,1.0,,,,,,,,,,0.5,,0.5,1.0,,,,,1.0,,,,1.0,,,,,1.0,,,,118.76288659793815,15.5,8.75,15.5,8.75,,,,,,,,,1.0,,,,,,,,,,1.0,1.0,,0.47835,,0.47835,0.6666666666666666,1.0,,1.0,,26.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612759,2006,2005-06,True
101177-109-1938-2225-2757,1610612759,"Fabricio Oberto, Robert Horry, Manu Ginobili, Tony Parker, Beno Udrih","Oberto, Horry, Ginobili, Parker, Udrih",101177-109-1938-2225-2757,SAS,1.0,1,,1.0,1.0,1.0,1.0,1.0,,2.0,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,1.0,1.0,,1.0,,,,,,,,,,1.0,2.0,,1.0,,1.0,1.0,1.0,,1.0,,,,,,,,,,0.5,,0.5,,,,,1.0,,,,,,,,,,,,,,2880.0,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612759,2006,2005-06,True
101177-109-1938-2225-699,1610612759,"Fabricio Oberto, Robert Horry, Manu Ginobili, Tony Parker, Brent Barry","Oberto, Horry, Ginobili, Parker, Barry",101177-109-1938-2225-699,SAS,31.0,1,1.0,,1.0,1.0,1.0,1.0,,2.0,,,,,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.9032258064516,15.0,16.0,15.0,16.0,,,,,,,1.0,,,,,,,,,,,,,,,0.3629,,0.3629,,,,,17.2,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612759,2006,2005-06,True
101177-109-1938-2225-714,1610612759,"Fabricio Oberto, Robert Horry, Manu Ginobili, Tony Parker, Michael Finley","Oberto, Horry, Ginobili, Parker, Finley",101177-109-1938-2225-714,SAS,85.0,2,1.0,-2.0,3.0,4.0,3.0,2.0,,7.0,,,,,,,,,2.0,,,,,,,,2.0,,,,,2.0,,,,,,,2.0,,,,,,,,,,,,,,,,2.0,,,2.0,,2.0,1.0,1.0,,,1.0,1.0,,1.0,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,1.0,118.58823529411764,13.666666666666666,11.0,13.666666666666666,11.0,,,,,,,1.0,,,,,,,,,,,,,,,0.41525,,0.41525,,,,,18.4,,1.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612759,2006,2005-06,True
