EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,TotalPoss,AtRimFGM,AtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,LongMidRangeFGA,Corner3FGA,FG2M,FG2A,FG3A,FtPoints,Points,PenaltyFG2M,PenaltyFG2A,PenaltyPoints,PtsAssisted2s,TwoPtAssists,Assists,AtRimAssists,AssistPoints,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,Rebounds,LiveBallTurnovers,BadPassTurnovers,Turnovers,PenaltyTurnovers,FoulsDrawn,FTA,TwoPtShootingFoulsDrawn,Blocked2s,BlockedAtRim,Blocks,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,FG3APct,LiveBallTurnoverPct,DefTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,LongMidRangeFrequency,Corner3Frequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,AtRimFG3AFrequency,ShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,SecondChanceOffPoss,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,Corner3FGM,Arc3FGM,Arc3FGA,FG3M,OpponentPoints,PenaltyFtPoints,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,ThreePtAssists,Corner3Assists,LongMidRangeAssists,OffTwoPtRebounds,OffRebounds,BadPassOutOfBoundsTurnovers,DeadBallTurnovers,ShootingFouls,Fouls,2pt And 1 Free Throw Trips,NonShootingFoulsDrawn,RecoveredBlocks,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,OffTwoPtReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffLongMidRangeReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,BlocksRecoveredPct,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,NonHeaveArc3Accuracy,Arc3Assists,Steals,BadPassSteals,LostBallSteals,StepOutOfBoundsTurnovers,Offensive Fouls Drawn,Arc3PctAssisted,Loose Ball Fouls,PenaltyCorner3FGM,PenaltyCorner3FGA,PenaltyArc3FGA,PenaltyFG3M,PenaltyFG3A,HeaveAttempts,PenaltyFg3Pct,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyArc3FGM,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PtsPutbacks,OffThreePtRebounds,LostBallTurnovers,SecondChanceTurnovers,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,OffThreePtReboundPct,OffArc3ReboundPct,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyArc3Accuracy,SecondChancePointsPct,SecondChanceCorner3FGA,SecondChanceFG3A,Fg2aBlocked,Loose Ball Fouls Drawn,FG2APctBlocked,ShortMidRangePctBlocked,SecondChanceCorner3Frequency,SecondChanceShotQualityAvg,SecondChanceArc3FGM,SecondChanceArc3FGA,SecondChanceFG3M,FTDefRebounds,SecondChanceFg3Pct,AtRimPctBlocked,DefFTReboundPct,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,OffCorner3ReboundPct,SecondChanceFtPoints,Offensive Fouls,Blocked3s,BlockedCorner3,BlockedShortMidRange,OffShortMidRangeReboundPct,DefCorner3ReboundPct,Defensive 3 Seconds Violations,SecondChanceAtRimPctAssisted,ShortMidRangeAssists,ShortMidRangePctAssisted,SecondChanceCorner3FGM,SelfOReb,Travels,Technical Free Throw Trips,SelfORebPct,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,FTOffRebounds,BlockedLongMidRange,OffFTReboundPct,LostBallOutOfBoundsTurnovers,DefensiveGoaltends,ThreePtShootingFoulsDrawn,3SecondViolations,ThreePtShootingFoulsDrawnPct,BlockedArc3,Fg3aBlocked,OffensiveGoaltends,FG3APctBlocked,LongMidRangePctBlocked,Arc3PctBlocked,Clear Path Fouls,Corner3PctBlocked,team_id,year,season,team_vs
101108-101138-101178-2446-2747,1610612740,"Chris Paul, Brandon Bass, Arvydas Macijauskas, Rasual Butler, JR Smith","Paul, Bass, Macijauskas, Butler, Smith",101108-101138-101178-2446-2747,NOK,111.0,1,2.0,4.0,5.0,4.0,3.0,4.0,9.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,4.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,4.0,4.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,4.0,2.0,3.0,1.0,1.0,0.5,0.5,0.3333333333333333,0.5,0.5,0.5,0.3333333333333333,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,0.6666666666666666,116.75675675675676,8.4,17.25,8.4,10.5,0.3333333333333333,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,0.5,1.0,0.6666666666666666,0.5002833333333333,0.48065,0.25,0.3333333333333333,0.5,9.9,22.9,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612740,2006,2005-06,True
101108-101138-136-2046-2049,1610612740,"Chris Paul, Brandon Bass, P.J. Brown, Desmond Mason, Speedy Claxton","Paul, Bass, Brown, Mason, Claxton",101108-101138-136-2046-2049,NOK,784.0,3,13.0,-1.0,21.0,22.0,10.0,12.0,43.0,1.0,3.0,1.0,2.0,5.0,2.0,6.0,14.0,4.0,3.0,24.0,4.0,7.0,11.0,4.0,2.0,3.0,,7.0,1.0,4.0,5.0,7.0,2.0,2.0,3.0,2.0,4.0,5.0,2.0,4.0,4.0,4.0,24.0,11.0,10.0,0.3333333333333333,0.3333333333333333,0.42857142857142855,0.5714285714285714,0.5833333333333334,0.5714285714285714,0.6,0.6111111111111112,0.2222222222222222,0.6666666666666666,0.36363636363636365,1.0,0.4166666666666667,0.2857142857142857,1.0,78.9795918367347,16.666666666666668,19.727272727272727,16.19047619047619,17.09090909090909,0.16666666666666666,0.3333333333333333,0.3333333333333333,,0.2777777777777778,0.1111111111111111,0.2857142857142857,0.5,0.3888888888888889,0.4678083333333334,0.46349999999999997,0.10526315789473684,0.13333333333333333,0.4583333333333333,10.37857142857143,24.325,0.47619047619047616,1.0,3.0,6.0,2.0,1.0,2.0,2.0,3.0,25.0,3.0,8.0,3.0,6.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,5.0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.75,0.75,0.25,0.2222222222222222,0.5,0.3333333333333333,0.3333333333333333,1.0,0.25,0.3333333333333333,0.5,0.5,0.4,0.4,1.0,0.5,0.5,1.0,0.1111111111111111,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612740,2006,2005-06,True
101108-101138-136-2046-2446,1610612740,"Chris Paul, Brandon Bass, P.J. Brown, Desmond Mason, Rasual Butler","Paul, Bass, Brown, Mason, Butler",101108-101138-136-2046-2446,NOK,764.0,2,13.0,13.0,24.0,24.0,,4.0,48.0,2.0,2.0,,,7.0,3.0,6.0,10.0,10.0,,33.0,,,,8.0,4.0,9.0,,23.0,1.0,8.0,9.0,9.0,1.0,1.0,3.0,,4.0,2.0,1.0,1.0,1.0,1.0,33.0,,,0.6666666666666666,0.6666666666666666,0.6,,0.825,,0.7857142857142857,,0.5,0.3333333333333333,0.6666666666666666,1.0,0.6923076923076923,0.5714285714285714,1.0,90.47120418848168,12.958333333333334,18.875,12.958333333333334,18.208333333333332,0.1,1.0,1.0,,0.35,0.15,,,0.6,0.50805,,0.047619047619047616,0.09090909090909091,,13.85,25.009999999999998,,,,1.0,4.0,2.0,5.0,7.0,7.0,20.0,,4.0,15.0,6.0,7.0,5.0,5.0,2.0,4.0,,,1.0,2.0,3.0,7.0,,,1.0,1.0,,0.7142857142857143,0.7,0.7,,,,,0.5,1.0,1.0,0.05,,,0.5714285714285714,0.5714285714285714,1.0,0.6666666666666666,0.6666666666666666,1.0,0.35,0.7142857142857143,0.7142857142857143,0.7142857142857143,3.0,2.0,1.0,1.0,1.0,2.0,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612740,2006,2005-06,True
101108-101138-136-2046-2745,1610612740,"Chris Paul, Brandon Bass, P.J. Brown, Desmond Mason, Kirk Snyder","Paul, Bass, Brown, Mason, Snyder",101108-101138-136-2046-2745,NOK,123.0,1,2.0,1.0,4.0,4.0,3.0,,8.0,1.0,1.0,1.0,1.0,2.0,,2.0,3.0,,1.0,5.0,2.0,3.0,4.0,2.0,1.0,1.0,,2.0,,2.0,2.0,2.0,,,,,1.0,2.0,1.0,,,,5.0,4.0,3.0,0.5,0.5,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.625,0.6666666666666666,,,1.0,,1.0,1.0,,93.65853658536587,13.5,17.25,13.5,17.25,0.3333333333333333,1.0,1.0,,0.6666666666666666,,0.3333333333333333,1.0,0.3333333333333333,0.4761333333333333,0.4761333333333333,0.25,0.25,0.8,13.433333333333332,,0.75,,,,1.0,,,,,4.0,,2.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,0.5,0.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612740,2006,2005-06,True
101108-101138-136-2411-2747,1610612740,"Chris Paul, Brandon Bass, P.J. Brown, Bostjan Nachbar, JR Smith","Paul, Bass, Brown, Nachbar, Smith",101108-101138-136-2411-2747,NOK,257.0,1,4.0,-3.0,7.0,8.0,,1.0,15.0,,,,,3.0,,3.0,5.0,1.0,,6.0,,,,2.0,1.0,1.0,,2.0,,2.0,2.0,2.0,1.0,1.0,1.0,,1.0,,,2.0,2.0,2.0,6.0,,,0.3333333333333333,0.3333333333333333,0.6,,0.5,,0.5,,0.16666666666666666,1.0,0.2857142857142857,,0.2857142857142857,,,84.04669260700389,16.571428571428573,17.625,16.571428571428573,15.875,,,,,0.5,,,,0.16666666666666666,0.4041166666666667,,,,,14.14,25.3,,,1.0,2.0,2.0,,,1.0,,9.0,,4.0,,,1.0,,,,1.0,,,,,1.0,4.0,,,,,,,,,,,,,0.3333333333333333,,,0.3333333333333333,0.5,0.5,0.6666666666666666,0.6666666666666666,0.5,,,,0.16666666666666666,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612740,2006,2005-06,True
101108-101138-136-2669-2745,1610612740,"Chris Paul, Brandon Bass, P.J. Brown, Linton Johnson, Kirk Snyder","Paul, Bass, Brown, Johnson, Snyder",101108-101138-136-2669-2745,NOK,221.0,1,4.0,,7.0,7.0,7.0,,14.0,,,,,2.0,1.0,1.0,2.0,3.0,3.0,8.0,1.0,2.0,8.0,2.0,1.0,2.0,,5.0,,2.0,2.0,2.0,,,1.0,1.0,2.0,4.0,,,,,8.0,8.0,7.0,1.0,1.0,0.5,0.5,0.5,0.5,0.5714285714285714,0.5714285714285714,0.6,,1.0,,1.0,1.0,,91.22171945701358,16.142857142857142,15.428571428571429,16.142857142857142,15.428571428571429,,,,,0.4,0.2,,,0.6,0.497,0.497,,,1.0,20.6,30.599999999999998,1.0,,,,1.0,1.0,,2.0,1.0,8.0,3.0,,3.0,,1.0,,1.0,1.0,1.0,,,1.0,1.0,,,,2.0,,,2.0,1.0,0.3333333333333333,0.5,,,,,,1.0,,,,,0.5,0.5,1.0,1.0,1.0,1.0,0.4,,,,,,,,,,,,1.0,1.0,2.0,1.0,3.0,1.0,0.3333333333333333,0.2,1.0,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612740,2006,2005-06,True
101108-101138-1425-2049-2446,1610612740,"Chris Paul, Brandon Bass, Aaron Williams, Speedy Claxton, Rasual Butler","Paul, Bass, Williams, Claxton, Butler",101108-101138-1425-2049-2446,NOK,297.0,2,5.0,1.0,10.0,9.0,10.0,7.0,19.0,3.0,4.0,3.0,4.0,,2.0,3.0,5.0,5.0,,15.0,3.0,5.0,15.0,4.0,2.0,5.0,2.0,13.0,,2.0,2.0,4.0,1.0,,1.0,1.0,,,,,,,13.0,15.0,10.0,0.6666666666666666,1.0,0.6,0.6,0.75,0.75,0.75,0.75,0.5,1.0,1.0,,0.6666666666666666,1.0,,92.12121212121212,14.8,16.555555555555557,14.6,16.0,0.4,0.75,0.75,0.6666666666666666,,0.2,0.4,0.75,0.9,0.5063500000000001,0.5063500000000001,,,1.0,0.96,24.3,1.0,2.0,,1.0,,1.0,2.0,3.0,3.0,14.0,,2.0,9.0,,3.0,2.0,3.0,1.0,,1.0,2.0,,,2.0,4.0,,,,,,1.0,0.6,0.6,0.5,0.5,1.0,,,1.0,,0.1,,,,,,0.5,0.5,1.0,0.3,0.6666666666666666,0.6666666666666666,0.6666666666666666,2.0,,,,,,1.0,1.0,1.0,2.0,3.0,3.0,5.0,,0.6,0.2,0.5,0.3,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.6666666666666666,0.13333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612740,2006,2005-06,True
101108-101138-1425-2049-2747,1610612740,"Chris Paul, Brandon Bass, Aaron Williams, Speedy Claxton, JR Smith","Paul, Bass, Williams, Claxton, Smith",101108-101138-1425-2049-2747,NOK,108.0,1,2.0,-2.0,3.0,3.0,,2.0,6.0,,,,,1.0,2.0,,2.0,2.0,,,,,,,,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,0.5,,,,,,,80.0,25.0,11.0,19.666666666666668,11.0,,,,,0.25,0.5,,,0.5,0.4753875,,,,,11.15,22.85,,1.0,,1.0,,,,,,2.0,,,,,,,,,,1.0,1.0,,,1.0,1.0,,,,,1.0,,,,0.5,0.25,,1.0,,,,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,0.5,1.0,1.0,0.61155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612740,2006,2005-06,True
101108-101138-1425-2446-2669,1610612740,"Chris Paul, Brandon Bass, Aaron Williams, Rasual Butler, Linton Johnson","Paul, Bass, Williams, Butler, Johnson",101108-101138-1425-2446-2669,NOK,55.0,1,1.0,-2.0,2.0,1.0,2.0,,3.0,,,,,,,,,1.0,1.0,1.0,,,1.0,,,,,,,,,,,,,,1.0,2.0,1.0,,,,1.0,1.0,2.0,,,,,,,0.25,0.25,1.0,,,,,,,78.54545454545455,20.0,15.0,20.0,15.0,,,,,,,,,1.0,0.4956,0.4956,0.5,1.0,1.0,,25.6,1.0,,,,,,,1.0,,3.0,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,1.0,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612740,2006,2005-06,True
101108-101138-1425-2446-2747,1610612740,"Chris Paul, Brandon Bass, Aaron Williams, Rasual Butler, JR Smith","Paul, Bass, Williams, Butler, Smith",101108-101138-1425-2446-2747,NOK,162.0,1,3.0,,5.0,4.0,,,9.0,1.0,1.0,,,1.0,,1.0,2.0,2.0,,2.0,,,,,,,,,,3.0,3.0,3.0,1.0,1.0,1.0,,1.0,,,1.0,1.0,1.0,2.0,,,,,0.5,,0.25,,0.25,,0.5,1.0,0.75,,0.75,0.5,,80.0,19.0,16.75,19.0,13.5,0.25,1.0,1.0,,0.25,,,,0.75,0.4435,,,,,10.4,25.8,,,,,,,,2.0,,2.0,,2.0,,,2.0,,,,,,,,,,,,,1.0,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612740,2006,2005-06,True
