EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,TotalPoss,DefTwoPtRebounds,DefRebounds,Rebounds,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,PenaltyOffPossExcludingTakeFouls,DefTwoPtReboundPct,DefFGReboundPct,DefAtRimReboundPct,Pace,BlocksRecoveredPct,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,PenaltyOffPossPct,Minutes,PlusMinus,SecondChanceOffPoss,ShortMidRangeFGA,FG2A,FtPoints,Points,OpponentPoints,SecondChanceFG2A,Fg2aBlocked,OffTwoPtRebounds,OffRebounds,DeadBallTurnovers,Turnovers,SecondChanceTurnovers,ShootingFouls,Fouls,FoulsDrawn,FTA,TwoPtShootingFoulsDrawn,FirstChancePoints,TsPct,FG2APctBlocked,ShortMidRangePctBlocked,OffTwoPtReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,ShortMidRangeFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,Avg2ptShotDistance,LongMidRangeFGM,LongMidRangeFGA,FG2M,PtsAssisted2s,TwoPtAssists,Assists,LongMidRangeAssists,AssistPoints,FTDefRebounds,Offensive Fouls Drawn,BlockedShortMidRange,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,EfgPct,DefFTReboundPct,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Arc3FGA,SecondChanceArc3FGA,PenaltyArc3FGA,FG3A,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2A,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,NonHeaveArc3FGA,FTOffRebounds,NonShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,SecondChanceTsPct,PenaltyTsPct,FG3APct,OffFTReboundPct,DefLongMidRangeReboundPct,Arc3Frequency,SecondChanceArc3Frequency,PenaltyArc3Frequency,AtRimFG3AFrequency,PenaltyShotQualityAvg,SecondChancePointsPct,PenaltyPointsPct,Avg3ptShotDistance,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,SecondChanceFG2M,PtsUnassisted2s,SecondChanceFg2Pct,SecondChanceEfgPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyAtRimFGA,ShortMidRangeFGM,Steals,BadPassSteals,BadPassOutOfBoundsTurnovers,Loose Ball Fouls Drawn,OffAtRimReboundPct,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,PenaltyAtRimFrequency,PenaltyAtRimFGM,PenaltyFG2M,PtsPutbacks,AtRimAssists,Loose Ball Fouls,NonShootingPenaltyNonTakeFouls,PenaltyFg2Pct,PenaltyEfgPct,OffLongMidRangeReboundPct,AtRimPctAssisted,PenaltyAtRimAccuracy,Corner3FGA,PenaltyCorner3FGA,Arc3FGM,PenaltyArc3FGM,FG3M,PenaltyFG3M,PtsAssisted3s,NonHeaveArc3FGM,ThreePtAssists,Arc3Assists,ShortMidRangeAssists,OffThreePtRebounds,DefThreePtRebounds,SelfOReb,LiveBallTurnovers,BadPassTurnovers,LostBallTurnovers,PenaltyTurnovers,2pt And 1 Free Throw Trips,OffensiveGoaltends,3SecondViolations,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,LiveBallTurnoverPct,DefThreePtReboundPct,OffThreePtReboundPct,OffCorner3ReboundPct,DefShortMidRangeReboundPct,DefArc3ReboundPct,SelfORebPct,ShortMidRangePctAssisted,Corner3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,PenaltyCorner3Frequency,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,LostBallSteals,Corner3FGM,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,SecondChanceFG3M,Corner3Assists,Travels,Technical Free Throw Trips,SecondChanceFg3Pct,AtRimPctBlocked,DefCorner3ReboundPct,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,PenaltyCorner3Accuracy,LostBallOutOfBoundsTurnovers,OffArc3ReboundPct,Fg3aBlocked,FG3APctBlocked,Arc3PctBlocked,PtsUnassisted3s,Offensive Fouls,Blocked3s,BlockedArc3,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,StepOutOfBoundsTurnovers,BlockedCorner3,SecondChanceArc3FGM,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,BlockedLongMidRange,LongMidRangePctBlocked,team_id,year,season,team_vs
101177-109-1938-2757-699,1610612759,"Fabricio Oberto, Robert Horry, Manu Ginobili, Beno Udrih, Brent Barry","Oberto, Horry, Ginobili, Udrih, Barry",101177-109-1938-2757-699,SAS,27.0,1,1.0,1.0,1.0,1.0,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,1.0,106.66666666666666,1.0,10.0,17.0,10.0,10.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612759,2006,2005-06,False
101177-1477-1495-1938-2225,1610612759,"Fabricio Oberto, Bruce Bowen, Tim Duncan, Manu Ginobili, Tony Parker","Oberto, Bowen, Duncan, Ginobili, Parker",101177-1477-1495-1938-2225,SAS,151.0,1,4.0,4.0,,4.0,8,1.0,1.0,2.0,,,,,,1.0,1.0,1.0,76.29139072847683,,20.25,17.5,19.75,17.5,,3.0,-2.0,1.0,3.0,3.0,4.0,4.0,6.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,4.0,2.0,4.0,0.4,0.3333333333333333,0.3333333333333333,0.5,0.5,0.5,1.0,0.3717333333333333,0.3657,0.4,0.4,9.633333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612759,2006,2005-06,False
101177-1477-1495-2225-699,1610612759,"Fabricio Oberto, Bruce Bowen, Tim Duncan, Tony Parker, Brent Barry","Oberto, Bowen, Duncan, Parker, Barry",101177-1477-1495-2225-699,SAS,95.0,1,3.0,3.0,,2.0,6,,2.0,2.0,1.0,,1.0,,,,,,90.94736842105263,,19.666666666666668,12.0,19.666666666666668,11.333333333333334,,2.0,-1.0,,1.0,3.0,,2.0,3.0,,1.0,,,,,,2.0,2.0,1.0,,,2.0,0.3333333333333333,0.3333333333333333,1.0,,,,0.3333333333333333,0.39409999999999995,,,,14.766666666666666,1.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,1.0,0.6666666666666666,0.5,0.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612759,2006,2005-06,False
101177-1477-1737-1938-2757,1610612759,"Fabricio Oberto, Bruce Bowen, Nazr Mohammed, Manu Ginobili, Beno Udrih","Oberto, Bowen, Mohammed, Ginobili, Udrih",101177-1477-1737-1938-2757,SAS,131.0,1,4.0,4.0,4.0,4.0,8,1.0,2.0,4.0,,,,,4.0,1.0,1.0,,87.93893129770993,,19.75,13.0,13.5,12.25,1.0,2.0,,2.0,1.0,2.0,3.0,3.0,3.0,,,1.0,2.0,,,,1.0,1.0,3.0,6.0,1.0,2.0,0.25,,,0.5,0.5,1.0,0.3333333333333333,0.33338333333333336,0.23415,0.25,0.3333333333333333,14.45,,1.0,,,,,,,1.0,,,,,,,1.0,0.3333333333333333,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,3.0,3.0,1.0,1.0,2.0,3.0,2.0,0.25,0.25,0.3333333333333333,0.5,1.0,0.3333333333333333,1.0,0.3333333333333333,0.3333333333333333,0.33338333333333336,0.3333333333333333,1.0,28.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612759,2006,2005-06,False
101177-1477-1737-2757-699,1610612759,"Fabricio Oberto, Bruce Bowen, Nazr Mohammed, Beno Udrih, Brent Barry","Oberto, Bowen, Mohammed, Udrih, Barry",101177-1477-1737-2757-699,SAS,29.0,1,1.0,1.0,,,2,,,,,,,,,,,,99.3103448275862,,4.0,25.0,,25.0,,,,1.0,,1.0,,2.0,2.0,1.0,,,,,,,1.0,1.0,,,,,1.0,,,,,,,0.6413,0.6413,,,1.6,,,1.0,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,2.0,,,,,,,,,,1.0,,,,,,,,1.0,,1.0,,,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612759,2006,2005-06,False
101177-1477-1938-2225-714,1610612759,"Fabricio Oberto, Bruce Bowen, Manu Ginobili, Tony Parker, Michael Finley","Oberto, Bowen, Ginobili, Parker, Finley",101177-1477-1938-2225-714,SAS,189.0,1,5.0,5.0,,2.0,10,,,2.0,1.0,1.0,1.0,,,,,,76.19047619047619,,23.6,14.2,20.2,9.8,,3.0,-2.0,1.0,2.0,6.0,,4.0,6.0,1.0,,2.0,2.0,1.0,1.0,,,,3.0,2.0,,4.0,0.2857142857142857,,,0.5,0.5,1.0,0.3333333333333333,0.44026666666666664,0.3598,,,10.183333333333334,1.0,2.0,2.0,,,,,,,1.0,,,,0.3333333333333333,0.3333333333333333,,0.3333333333333333,0.5,0.5,,,,,,,,,1.0,,,,,,1.0,,1.0,,,,,,,,,0.3333333333333333,0.5026,,,,,2.0,,,,4.0,,,0.3333333333333333,,,,,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612759,2006,2005-06,False
101177-1495-1938-2225-714,1610612759,"Fabricio Oberto, Tim Duncan, Manu Ginobili, Tony Parker, Michael Finley","Oberto, Duncan, Ginobili, Parker, Finley",101177-1495-1938-2225-714,SAS,190.0,1,5.0,6.0,5.0,6.0,11,1.0,2.0,4.0,,,,,5.0,1.0,0.5,1.0,83.36842105263159,,22.2,13.166666666666666,19.6,12.833333333333334,1.0,3.0,-2.0,2.0,2.0,6.0,,6.0,8.0,2.0,1.0,2.0,2.0,,,,1.0,2.0,,,,4.0,0.42857142857142855,0.16666666666666666,0.5,0.6666666666666666,0.5,,0.2857142857142857,0.4410785714285714,0.4229,,,8.549999999999999,,2.0,3.0,2.0,1.0,1.0,,2.0,1.0,,,0.3333333333333333,0.5,0.5,0.42857142857142855,1.0,0.2857142857142857,,,,1.0,,1.0,1.0,,,2.0,6.0,1.0,,6.0,1.0,,,6.0,,0.5,0.42857142857142855,0.14285714285714285,,,0.14285714285714285,,0.14285714285714285,0.42857142857142855,0.4410785714285714,0.3333333333333333,1.0,23.8,2.0,2.0,1.0,1.0,1.0,4.0,0.5,0.5,0.2857142857142857,1.0,1.0,0.5,1.0,2.0,1.0,,,,,,0.5,1.0,0.2857142857142857,2.0,3.0,2.0,1.0,1.0,1.0,0.5,0.42857142857142855,1.0,0.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612759,2006,2005-06,False
101177-1725-1737-2757-699,1610612759,"Fabricio Oberto, Rasho Nesterovic, Nazr Mohammed, Beno Udrih, Brent Barry","Oberto, Nesterovic, Mohammed, Udrih, Barry",101177-1725-1737-2757-699,SAS,1000.0,4,36.0,34.0,33.0,33.0,70,17.0,18.0,28.0,1.0,1.0,1.0,1.0,33.0,1.0,1.0,1.0,100.8,1.0,14.13888888888889,14.441176470588236,13.38888888888889,14.441176470588236,0.9166666666666666,17.0,10.0,8.0,6.0,23.0,14.0,40.0,30.0,3.0,1.0,9.0,10.0,2.0,5.0,,3.0,7.0,11.0,21.0,10.0,32.0,0.5263157894736842,0.043478260869565216,0.16666666666666666,0.6923076923076923,0.625,0.3333333333333333,0.21428571428571427,0.4836125,0.5607666666666666,0.2702702702702703,0.3125,8.969565217391304,2.0,8.0,10.0,14.0,7.0,9.0,1.0,20.0,,,,0.7,0.7,0.43478260869565216,0.4642857142857143,,0.2857142857142857,0.25,0.25,0.5,3.0,,3.0,5.0,,8.0,8.0,22.0,4.0,12.0,36.0,3.0,,1.0,36.0,1.0,0.4,0.5294117647058824,0.17857142857142858,,1.0,0.10714285714285714,,0.11538461538461539,0.5,0.48539230769230773,0.2,0.9,24.3,5.0,9.0,,3.0,,6.0,,,0.32142857142857145,0.5555555555555556,0.5555555555555556,1.0,,9.0,3.0,1.0,1.0,,,0.75,0.5,0.6,0.34615384615384615,5.0,9.0,,4.0,,4.0,0.4090909090909091,0.46153846153846156,0.8333333333333334,0.8,0.5555555555555556,2.0,1.0,2.0,2.0,2.0,2.0,6.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,3.0,1.0,2.0,5.0,1.0,1.0,1.0,1.0,0.4,0.5,0.4,0.6,1.0,0.3333333333333333,0.5,1.0,1.0,0.06666666666666667,0.6666666666666666,0.07142857142857142,0.6666666666666666,0.6666666666666666,1.0,0.038461538461538464,0.6666666666666666,0.6666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612759,2006,2005-06,False
101177-1725-2757-699-89,1610612759,"Fabricio Oberto, Rasho Nesterovic, Beno Udrih, Brent Barry, Nick Van Exel","Oberto, Nesterovic, Udrih, Barry, Van Exel",101177-1725-2757-699-89,SAS,195.0,1,7.0,7.0,,,14,1.0,1.0,1.0,1.0,,1.0,,,0.5,0.3333333333333333,,103.38461538461539,,12.285714285714286,15.571428571428571,12.285714285714286,13.428571428571429,,3.0,1.0,,2.0,3.0,2.0,9.0,8.0,,,,,,1.0,,1.0,2.0,1.0,2.0,1.0,9.0,0.75,,,,,,0.4,0.55064,,0.16666666666666666,0.25,5.566666666666666,,,2.0,2.0,1.0,2.0,,5.0,,,1.0,0.5,0.5,0.6666666666666666,0.7,,,,,,2.0,,,2.0,,,,,,,,2.0,,,,,,,0.4,,1.0,0.4,,,0.6,,,,24.55,1.0,1.0,,,,2.0,,,0.2,1.0,1.0,,,,1.0,2.0,1.0,,,,0.5,0.5,,,,,,,,,,,,,,,1.0,,1.0,,3.0,1.0,1.0,1.0,1.0,,,,1.0,1.0,,,,,,1.0,0.5,,0.5,1.0,,,,,,,1.0,,0.5,0.5,1.0,,,0.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612759,2006,2005-06,False
101177-1938-2225-699-714,1610612759,"Fabricio Oberto, Manu Ginobili, Tony Parker, Brent Barry, Michael Finley","Oberto, Ginobili, Parker, Barry, Finley",101177-1938-2225-699-714,SAS,17.0,1,1.0,1.0,1.0,,2,,,,,,,,1.0,,,,169.41176470588235,,2.0,15.0,,15.0,1.0,,-1.0,1.0,,,,,1.0,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612759,2006,2005-06,False
