EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGA,FG2M,FG2A,FtPoints,Points,OpponentPoints,SecondChanceFG2A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,Fg2aBlocked,TwoPtAssists,Assists,AtRimAssists,AssistPoints,OffTwoPtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,DeadBallTurnovers,Turnovers,PenaltyTurnovers,FoulsDrawn,FTA,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,OffensiveGoaltends,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG2APctBlocked,ShortMidRangePctBlocked,DefTwoPtReboundPct,OffTwoPtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,DefAtRimReboundPct,DefLongMidRangeReboundPct,SelfORebPct,Pace,BlocksRecoveredPct,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,SecondChanceAtRimFrequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,PenaltyOffPossPct,LongMidRangeFGM,LongMidRangeFGA,Arc3FGM,Arc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG3M,FG3A,PenaltyFG3M,PenaltyFG3A,PtsUnassisted2s,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,ThreePtAssists,Arc3Assists,LiveBallTurnovers,LostBallTurnovers,Fouls,3SecondViolations,NonShootingPenaltyNonTakeFouls,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,FG3APct,LiveBallTurnoverPct,OffLongMidRangeReboundPct,DefShortMidRangeReboundPct,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,PenaltyArc3Frequency,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,Avg3ptShotDistance,SecondChanceAtRimFGM,ShortMidRangeFGM,SecondChanceArc3FGA,SecondChanceFG2M,SecondChanceFG3A,LongMidRangeAssists,DefThreePtRebounds,LostBallSteals,ShootingFouls,Offensive Fouls,Offensive Fouls Drawn,2pt And 1 Free Throw Trips,SecondChanceFg2Pct,SecondChanceEfgPct,DefThreePtReboundPct,DefArc3ReboundPct,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangePctAssisted,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceArc3Frequency,Technical Free Throw Trips,DefCorner3ReboundPct,BadPassTurnovers,AtRimPctBlocked,ShortMidRangeAssists,Loose Ball Fouls Drawn,ShortMidRangePctAssisted,Corner3FGM,Corner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Corner3Assists,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,FTDefRebounds,DefFTReboundPct,BlockedShortMidRange,SecondChanceCorner3FGM,SecondChanceCorner3FGA,SecondChanceFG3M,PtsUnassisted3s,PtsPutbacks,OffThreePtRebounds,BadPassOutOfBoundsTurnovers,LostBallOutOfBoundsTurnovers,Travels,SecondChanceTurnovers,SecondChanceFg3Pct,OffThreePtReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3FGM,BlockedLongMidRange,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,Loose Ball Fouls,FTOffRebounds,Blocked3s,BlockedArc3,OffFTReboundPct,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,StepOutOfBoundsTurnovers,team_id,year,season,team_vs
101128-101179-2078-2755-958,1610612758,"Francisco Garcia, Ronnie Price, Jason Hart, Kevin Martin, Vitaly Potapenko","Garcia, Price, Hart, Martin, Potapenko",101128-101179-2078-2755-958,SAC,181.0,2,3.0,7.0,7.0,6.0,7.0,6.0,1.0,13,2.0,4.0,2.0,2.0,4.0,1.0,2.0,5.0,5.0,9.0,2.0,2.0,1.0,1.0,2.0,5.0,5.0,9.0,4.0,1.0,2.0,2.0,2.0,4.0,3.0,4.0,4.0,3.0,7.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,6.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,8.0,9.0,7.0,1.0,1.0,1.0,0.4,0.4,0.4,0.4,0.5625,0.16666666666666666,0.5625,0.2,1.0,0.8,1.0,0.8,1.0,1.0,1.0,1.0,0.75,0.5,103.42541436464089,1.0,10.571428571428571,17.833333333333332,10.0,16.666666666666668,0.8,0.5,0.5,1.0,0.2,1.0,0.8,0.5,0.8,0.5760799999999999,0.56745,0.5760799999999999,0.2857142857142857,0.2857142857142857,0.1111111111111111,1.0,2.44,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612758,2006,2005-06,True
101128-101179-2078-722-958,1610612758,"Francisco Garcia, Ronnie Price, Jason Hart, Corliss Williamson, Vitaly Potapenko","Garcia, Price, Hart, Williamson, Potapenko",101128-101179-2078-722-958,SAC,379.0,3,6.0,4.0,13.0,14.0,13.0,14.0,4.0,27,1.0,2.0,1.0,1.0,2.0,,2.0,7.0,4.0,14.0,10.0,1.0,4.0,4.0,2.0,7.0,4.0,14.0,2.0,,1.0,3.0,1.0,8.0,4.0,8.0,8.0,4.0,12.0,,,,1.0,2.0,2.0,3.0,6.0,2.0,1.0,1.0,1.0,1.0,1.0,,10.0,14.0,13.0,1.0,0.5,0.5,0.2857142857142857,0.2857142857142857,0.5,0.5,0.5384615384615384,0.5,0.5384615384615384,,,1.0,0.8,1.0,0.6666666666666666,,,1.0,1.0,,102.58575197889182,1.0,16.46153846153846,11.785714285714286,15.23076923076923,11.785714285714286,0.2,0.5,0.5,1.0,,1.0,0.2,0.5,0.5,0.46419,0.5474,0.46419,0.16666666666666666,0.2222222222222222,0.2857142857142857,1.0,13.200000000000001,1.0,1.0,5.0,2.0,3.0,2.0,3.0,2.0,3.0,2.0,3.0,2.0,6.0,3.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.3,0.5,1.0,1.0,0.5,0.2,0.2,0.3,0.6666666666666666,0.6666666666666666,1.0,0.3,0.6666666666666666,0.6666666666666666,24.46666666666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612758,2006,2005-06,True
101128-1710-1719-1802-2755,1610612758,"Francisco Garcia, Mike Bibby, Bonzi Wells, Brad Miller, Kevin Martin","Garcia, Bibby, Wells, Miller, Martin",101128-1710-1719-1802-2755,SAC,117.0,1,2.0,-1.0,3.0,4.0,,,,7,1.0,1.0,,,,,1.0,2.0,,5.0,6.0,,,,,,,,,,,1.0,,3.0,,1.0,1.0,,1.0,,,,,,,,,,,,,,,,5.0,,,,,,0.5,,0.8333333333333334,,0.8333333333333334,,,,,1.0,,1.0,,,,1.0,,,86.15384615384616,,23.333333333333332,11.75,23.333333333333332,9.75,0.3333333333333333,1.0,1.0,,,,,,0.6666666666666666,0.49160000000000004,,,,,,,10.15,,,1.0,1.0,1.0,,,1.0,1.0,,,2.0,3.0,1.0,1.0,1.0,1.0,,,,,,1.0,1.0,,1.0,0.3333333333333333,,,,0.3333333333333333,,,0.3333333333333333,1.0,1.0,1.0,,,1.0,24.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612758,2006,2005-06,True
101128-1710-1719-2755-949,1610612758,"Francisco Garcia, Mike Bibby, Bonzi Wells, Kevin Martin, Shareef Abdur-Rahim","Garcia, Bibby, Wells, Martin, Abdur-Rahim",101128-1710-1719-2755-949,SAC,512.0,3,9.0,6.0,16.0,15.0,4.0,4.0,3.0,31,4.0,6.0,1.0,,1.0,3.0,7.0,12.0,4.0,21.0,15.0,1.0,2.0,4.0,1.0,3.0,1.0,3.0,8.0,,4.0,5.0,3.0,11.0,2.0,3.0,4.0,2.0,6.0,,2.0,1.0,1.0,1.0,,4.0,5.0,2.0,1.0,1.0,1.0,1.0,,,17.0,3.0,4.0,1.0,0.5714285714285714,0.5714285714285714,0.5833333333333334,0.3333333333333333,0.5666666666666667,0.3333333333333333,0.6176470588235294,0.6666666666666666,0.375,,,0.6,0.4,0.6666666666666666,0.2857142857142857,,1.0,0.3333333333333333,1.0,,87.1875,,15.75,17.333333333333332,14.5625,17.266666666666666,0.4,0.6666666666666666,0.6666666666666666,0.75,0.2,0.5,0.3333333333333333,,0.6,0.49463333333333337,0.67695,0.4622,0.125,0.15384615384615385,0.19047619047619047,0.14285714285714285,6.483333333333333,0.25,2.0,3.0,1.0,3.0,,,1.0,3.0,,,6.0,3.0,3.0,1.0,1.0,1.0,,,3.0,,,1.0,0.3333333333333333,,0.3333333333333333,0.2,,,,0.2,0.6666666666666666,0.6666666666666666,0.2,0.3333333333333333,0.3333333333333333,1.0,,,0.3333333333333333,25.46666666666667,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,0.3333333333333333,0.3333333333333333,0.5,1.0,1.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612758,2006,2005-06,True
101128-1710-1802-1897-2755,1610612758,"Francisco Garcia, Mike Bibby, Brad Miller, Metta World Peace, Kevin Martin","Garcia, Bibby, Miller, World Peace, Martin",101128-1710-1802-1897-2755,SAC,58.0,1,1.0,2.0,2.0,1.0,,,,3,1.0,1.0,,,,1.0,1.0,2.0,,2.0,,,,,,,,,2.0,,1.0,1.0,1.0,2.0,,,1.0,,1.0,,,,,,,,1.0,,,,,,,,2.0,,,,1.0,1.0,0.5,,0.5,,0.5,,,,,,,0.5,,,,,,,74.48275862068965,,10.0,38.0,10.0,38.0,0.5,1.0,1.0,1.0,0.5,,,,0.5,0.43005,,,,,,,3.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,1.0,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612758,2006,2005-06,True
101128-1710-1802-2755-949,1610612758,"Francisco Garcia, Mike Bibby, Brad Miller, Kevin Martin, Shareef Abdur-Rahim","Garcia, Bibby, Miller, Martin, Abdur-Rahim",101128-1710-1802-2755-949,SAC,207.0,1,3.0,-3.0,6.0,7.0,6.0,,,13,,1.0,,,1.0,3.0,1.0,4.0,,5.0,8.0,,,,1.0,4.0,,5.0,,1.0,,1.0,,3.0,,2.0,2.0,,2.0,,1.0,1.0,,1.0,1.0,,,,,,,,,,5.0,5.0,6.0,,,,0.25,0.25,0.5,0.5,0.5,,0.5,0.25,,1.0,,1.0,,,,,1.0,,90.43478260869564,,16.166666666666668,15.714285714285714,16.166666666666668,15.714285714285714,0.2,,,,0.6,,0.2,,0.4,0.46577999999999997,,0.46577999999999997,,,,1.0,7.625,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,,2.0,,,1.0,1.0,1.0,1.0,0.2,1.0,,,,,,0.2,1.0,1.0,1.0,0.2,1.0,1.0,25.4,,1.0,,,,,,,1.0,,,,,,,,0.3333333333333333,0.3333333333333333,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612758,2006,2005-06,True
101128-1710-1897-2755-949,1610612758,"Francisco Garcia, Mike Bibby, Metta World Peace, Kevin Martin, Shareef Abdur-Rahim","Garcia, Bibby, World Peace, Martin, Abdur-Rahim",101128-1710-1897-2755-949,SAC,348.0,4,6.0,8.0,11.0,10.0,2.0,2.0,1.0,21,2.0,3.0,,1.0,1.0,3.0,4.0,10.0,6.0,14.0,6.0,1.0,,2.0,1.0,1.0,2.0,4.0,4.0,1.0,2.0,2.0,,4.0,2.0,3.0,4.0,2.0,6.0,,1.0,1.0,,,,6.0,6.0,2.0,1.0,,,,,,12.0,4.0,2.0,1.0,0.5,0.5,0.4,1.0,0.4,1.0,0.5384615384615384,1.0,1.0,0.1,,1.0,0.3333333333333333,1.0,0.3333333333333333,1.0,,1.0,1.0,,86.89655172413794,,21.0,11.7,20.636363636363637,11.7,0.3,0.6666666666666666,1.0,,0.3,,1.0,1.0,0.3,0.44295,0.3567,0.5358,0.16666666666666666,0.16666666666666666,0.14285714285714285,0.2857142857142857,10.58,0.18181818181818182,,4.0,,,,,,,,,4.0,,,,,,,,1.0,,,,,,,,,0.25,1.0,0.4,,,,,,,,,,,,2.0,,1.0,,,1.0,,,,,,1.0,1.0,1.0,1.0,0.6666666666666666,0.6666666666666666,,,,,,,,0.3333333333333333,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612758,2006,2005-06,True
101128-1710-2078-2755-949,1610612758,"Francisco Garcia, Mike Bibby, Jason Hart, Kevin Martin, Shareef Abdur-Rahim","Garcia, Bibby, Hart, Martin, Abdur-Rahim",101128-1710-2078-2755-949,SAC,14.0,1,,3.0,1.0,1.0,1.0,1.0,,2,,,,,,,,,,3.0,,,,,,,,3.0,,,,1.0,,3.0,,1.0,1.0,,1.0,,,,,,,,,,,,,,,,3.0,3.0,1.0,,,,,,1.5,1.5,1.5,,1.5,,,1.0,,1.0,,,,,1.0,,205.71428571428572,,10.0,4.0,10.0,4.0,,,,,,,,,1.0,0.3072,,0.3072,,,,1.0,,1.0,,,,,,,1.0,1.0,1.0,1.0,,3.0,,,1.0,,,,,,,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,23.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612758,2006,2005-06,True
101128-1719-1802-1897-2078,1610612758,"Francisco Garcia, Bonzi Wells, Brad Miller, Metta World Peace, Jason Hart","Garcia, Wells, Miller, World Peace, Hart",101128-1719-1802-1897-2078,SAC,70.0,1,1.0,2.0,3.0,3.0,3.0,3.0,,6,,,,,,,2.0,2.0,,4.0,2.0,,,,2.0,2.0,,4.0,2.0,,1.0,1.0,,2.0,,1.0,2.0,,2.0,,,,,,,,,,,,,,,,4.0,4.0,3.0,,0.5,0.5,1.0,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,,0.6666666666666666,,,1.0,,1.0,,,,,1.0,,123.42857142857142,,6.333333333333333,17.0,6.333333333333333,17.0,,,,,,,,,0.3333333333333333,0.5011,,0.5011,,,,1.0,18.2,1.0,2.0,2.0,,,,,,1.0,,1.0,2.0,,,,,,,,1.0,,,,,,,0.3333333333333333,,,,0.6666666666666666,1.0,1.0,,,,,,,,23.5,,,,,,1.0,,,1.0,,,,,,,,,,0.5,,,,,,,,,,,,1.0,,1.0,,0.3333333333333333,,,,0.3333333333333333,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612758,2006,2005-06,True
101128-1802-2078-2755-949,1610612758,"Francisco Garcia, Brad Miller, Jason Hart, Kevin Martin, Shareef Abdur-Rahim","Garcia, Miller, Hart, Martin, Abdur-Rahim",101128-1802-2078-2755-949,SAC,19.0,1,,,1.0,1.0,1.0,1.0,1.0,2,,,,,,,,,1.0,1.0,1.0,,1.0,1.0,,,1.0,1.0,,,,,,,,,,,,,,,,,,1.0,2.0,1.0,,,,,,,,1.0,1.0,,,,,,,,0.5,0.5,0.5,,,,,,,,,,,,151.57894736842107,,3.0,16.0,,16.0,,,,,,,,,,,,,1.0,1.0,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612758,2006,2005-06,True
