EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,TotalPoss,AtRimFGM,AtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,FG2M,FG2A,Points,OpponentPoints,PtsUnassisted2s,ShootingFouls,Fouls,FoulsDrawn,Offensive Fouls Drawn,FirstChancePoints,Fg2Pct,EfgPct,TsPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,AtRimFG3AFrequency,ShotQualityAvg,Avg2ptShotDistance,PenaltyDefPoss,SecondChanceOffPoss,SecondChanceAtRimFGM,SecondChanceAtRimFGA,LongMidRangeFGM,LongMidRangeFGA,Arc3FGA,SecondChanceArc3FGA,FG3A,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3A,SecondChancePoints,PtsAssisted2s,PtsPutbacks,NonHeaveArc3FGA,Fg2aBlocked,TwoPtAssists,Assists,AtRimAssists,LongMidRangeAssists,AssistPoints,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassTurnovers,LostBallTurnovers,Turnovers,Blocked2s,BlockedAtRim,Blocks,Assisted2sPct,NonPutbacksAssisted2sPct,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,LiveBallTurnoverPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,DefAtRimReboundPct,DefArc3ReboundPct,AtRimPctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Arc3Frequency,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceArc3Frequency,SecondChanceShotQualityAvg,SecondChancePointsPct,Avg3ptShotDistance,Corner3FGA,SecondChanceCorner3FGA,Arc3FGM,FG3M,PtsAssisted3s,NonHeaveArc3FGM,ThreePtAssists,Arc3Assists,OffThreePtRebounds,FTDefRebounds,SelfOReb,DeadBallTurnovers,StepOutOfBoundsTurnovers,SecondChanceTurnovers,BlockedShortMidRange,RecoveredBlocks,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,DefFTReboundPct,OffThreePtReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefLongMidRangeReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,Corner3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceCorner3Frequency,NonHeaveArc3Accuracy,FtPoints,BadPassOutOfBoundsTurnovers,FTA,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,ShortMidRangePctBlocked,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,FTOffRebounds,2pt And 1 Free Throw Trips,OffFTReboundPct,PenaltyOffPoss,PenaltyAtRimFGM,PenaltyAtRimFGA,PenaltyCorner3FGA,PenaltyArc3FGA,PenaltyFG2M,PenaltyFG2A,PenaltyFG3A,PenaltyPoints,DefensiveGoaltends,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,PenaltyFg2Pct,PenaltyEfgPct,PenaltyTsPct,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyArc3Frequency,PenaltyShotQualityAvg,PenaltyPointsPct,PenaltyOffPossPct,Corner3FGM,Corner3Assists,DefShortMidRangeReboundPct,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Offensive Fouls,PenaltyTurnovers,PenaltyFtPoints,NonShootingPenaltyNonTakeFouls,PenaltyArc3FGM,PenaltyFG3M,ShortMidRangeAssists,Loose Ball Fouls,Loose Ball Fouls Drawn,PenaltyFg3Pct,LongMidRangePctBlocked,ShortMidRangePctAssisted,PenaltyArc3Accuracy,SecondChanceFtPoints,Blocked3s,BlockedArc3,PenaltyCorner3FGM,PenaltyCorner3Accuracy,SecondChanceArc3FGM,SecondChanceFG3M,SecondChanceFg3Pct,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,Travels,BlockedLongMidRange,OffensiveGoaltends,Technical Free Throw Trips,3SecondViolations,Fg3aBlocked,FG3APctBlocked,Arc3PctBlocked,PtsUnassisted3s,HeaveAttempts,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,SecondChanceAtRimPctAssisted,3pt And 1 Free Throw Trips,Defensive 3 Seconds Violations,SecondChanceCorner3FGM,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,LostBallOutOfBoundsTurnovers,Clear Path Fouls,Corner3PctBlocked,team_id,year,season,team_vs
101113-101145-101198-1502-2554,1610612744,"Ike Diogu, Monta Ellis, Will Bynum, Adonal Foyle, Mickael Pietrus","Diogu, Ellis, Bynum, Foyle, Pietrus",101113-101145-101198-1502-2554,GSW,65.0,1,1.0,2.0,2.0,2.0,4.0,1.0,1.0,1.0,1.0,2.0,2.0,4.0,2.0,4.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,88.61538461538463,13.5,19.0,13.5,19.0,0.5,1.0,1.0,0.5,1.0,1.0,0.5,0.4382,3.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612744,2006,2005-06,True
101113-101145-101198-1502-384,1610612744,"Ike Diogu, Monta Ellis, Will Bynum, Adonal Foyle, Calbert Cheaney","Diogu, Ellis, Bynum, Foyle, Cheaney",101113-101145-101198-1502-384,GSW,310.0,2,5.0,2.0,10.0,9.0,19.0,3.0,4.0,,1.0,4.0,6.0,8.0,6.0,2.0,,1.0,,,6.0,0.6666666666666666,0.4444444444444444,0.4444444444444444,88.25806451612902,14.8,18.0,14.2,16.22222222222222,0.4444444444444444,0.75,1.0,0.1111111111111111,,,0.7777777777777778,0.5223166666666667,4.316666666666666,4.0,2.0,1.0,1.0,1.0,1.0,3.0,1.0,3.0,1.0,1.0,1.0,2.0,6.0,2.0,3.0,1.0,3.0,3.0,2.0,1.0,6.0,2.0,1.0,2.0,3.0,2.0,5.0,3.0,1.0,2.0,3.0,1.0,2.0,3.0,1.0,1.0,1.0,0.75,1.0,1.0,0.5,0.5,0.3333333333333333,0.16666666666666666,0.25,1.0,0.4,1.0,1.0,0.5,0.4,1.0,1.0,0.5,1.0,0.6666666666666666,0.1111111111111111,1.0,1.0,1.0,0.3333333333333333,0.5,1.0,0.5,0.505175,0.25,25.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612744,2006,2005-06,True
101113-101145-101198-2202-2399,1610612744,"Ike Diogu, Monta Ellis, Will Bynum, Jason Richardson, Mike Dunleavy","Diogu, Ellis, Bynum, Richardson, Dunleavy",101113-101145-101198-2202-2399,GSW,475.0,3,8.0,-1.0,15.0,16.0,31.0,3.0,8.0,1.0,2.0,5.0,12.0,16.0,17.0,6.0,3.0,3.0,1.0,,14.0,0.4166666666666667,0.42105263157894735,0.42105263157894735,93.97894736842105,16.6,14.125,14.933333333333334,13.75,0.42105263157894735,0.375,0.375,0.10526315789473684,0.5,0.5,0.7894736842105263,0.5014105263157894,5.016666666666667,3.0,5.0,1.0,4.0,1.0,2.0,6.0,1.0,7.0,1.0,4.0,2.0,2.0,4.0,2.0,6.0,,2.0,4.0,2.0,,10.0,4.0,2.0,4.0,7.0,8.0,15.0,1.0,1.0,,1.0,1.0,,4.0,2.0,1.0,2.0,0.4,0.5,0.25,0.16666666666666666,0.16666666666666666,0.3684210526315789,,,0.25,0.5,0.5714285714285714,1.0,0.6,0.6666666666666666,0.4,1.0,0.5,1.0,0.6666666666666666,0.10526315789473684,0.5,0.5,,0.3157894736842105,0.6666666666666666,0.25,0.16666666666666666,0.5624333333333333,0.125,24.614285714285717,1.0,1.0,2.0,2.0,6.0,2.0,2.0,2.0,4.0,1.0,2.0,3.0,1.0,2.0,1.0,1.0,1.0,0.2857142857142857,0.2857142857142857,1.0,0.8,1.0,0.75,1.0,1.0,1.0,0.16666666666666666,0.5,0.05263157894736842,0.3333333333333333,0.3333333333333333,1.0,0.16666666666666666,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612744,2006,2005-06,True
101113-101145-101198-2202-2740,1610612744,"Ike Diogu, Monta Ellis, Will Bynum, Jason Richardson, Andris Biedrins","Diogu, Ellis, Bynum, Richardson, Biedrins",101113-101145-101198-2202-2740,GSW,328.0,1,5.0,-7.0,9.0,10.0,19.0,1.0,1.0,1.0,4.0,4.0,7.0,12.0,19.0,6.0,4.0,4.0,2.0,,10.0,0.5714285714285714,0.5,0.6,83.41463414634146,19.666666666666668,15.1,18.0,14.1,0.125,1.0,1.0,0.5,0.25,0.3333333333333333,0.25,0.41990625,11.214285714285714,1.0,2.0,1.0,1.0,2.0,2.0,1.0,,1.0,1.0,2.0,,2.0,2.0,,1.0,1.0,1.0,1.0,,1.0,2.0,1.0,1.0,1.0,2.0,2.0,4.0,,,,,,,1.0,,,,0.25,0.25,0.5,0.5,0.5,0.125,0.14285714285714285,,,0.5,0.3333333333333333,1.0,0.6666666666666666,0.5,,0.3333333333333333,,,,0.25,1.0,1.0,0.5,0.125,0.5,1.0,,0.3812,0.16666666666666666,24.0,,,,,,,,,1.0,,1.0,1.0,,,,,,,,,1.0,,1.0,,1.0,1.0,0.3333333333333333,,,,,,,,4.0,1.0,4.0,1.0,1.0,0.25,0.1111111111111111,0.125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612744,2006,2005-06,True
101113-101145-101198-2211-2399,1610612744,"Ike Diogu, Monta Ellis, Will Bynum, Troy Murphy, Mike Dunleavy","Diogu, Ellis, Bynum, Murphy, Dunleavy",101113-101145-101198-2211-2399,GSW,152.0,1,3.0,2.0,5.0,5.0,10.0,1.0,2.0,,1.0,1.0,3.0,6.0,4.0,,2.0,3.0,3.0,,6.0,0.3333333333333333,0.5,0.5,94.73684210526316,13.8,16.6,13.8,16.6,0.4,0.5,0.5,0.2,,,0.8,0.55802,2.2666666666666666,,,,,,,2.0,,2.0,,,,,2.0,,2.0,1.0,1.0,2.0,1.0,,5.0,,1.0,2.0,4.0,1.0,5.0,,,,,,,,,,,1.0,1.0,,,,0.4,0.3333333333333333,,,1.0,,1.0,1.0,,,,,,1.0,,,,,0.4,,,,,,25.6,,,1.0,1.0,3.0,1.0,1.0,1.0,,1.0,,,,,,,1.0,0.5,0.5,1.0,,,,,1.0,1.0,,,,0.5,0.5,1.0,,0.5,1.0,,3.0,2.0,,1.0,0.3333333333333333,0.5,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612744,2006,2005-06,True
101113-101145-101198-2211-965,1610612744,"Ike Diogu, Monta Ellis, Will Bynum, Troy Murphy, Derek Fisher","Diogu, Ellis, Bynum, Murphy, Fisher",101113-101145-101198-2211-965,GSW,298.0,2,5.0,-1.0,10.0,9.0,19.0,2.0,2.0,,,4.0,5.0,10.0,11.0,4.0,1.0,1.0,3.0,,10.0,0.8,0.5,0.5,91.81208053691275,15.5,15.88888888888889,15.5,15.88888888888889,0.25,1.0,1.0,,,,0.625,0.51528125,10.18,3.0,,,,2.0,3.0,1.0,,3.0,,,,,4.0,,1.0,,2.0,2.0,1.0,1.0,4.0,,,3.0,3.0,,3.0,,,,,,,,1.0,1.0,1.0,0.5,0.5,,,,0.375,,,,1.0,,,1.0,,,,1.0,,0.5,0.375,0.6666666666666666,0.6666666666666666,0.5,0.125,,,,,,23.733333333333334,2.0,,,,,,,,,,,,,,,1.0,,,,,,,,,1.0,,,1.0,0.25,,,,,,2.0,,4.0,1.0,1.0,,0.1111111111111111,0.16666666666666666,,,,8.0,2.0,2.0,1.0,1.0,4.0,5.0,2.0,8.0,1.0,8.0,8.0,1.0,0.8,0.5714285714285714,0.5,0.2857142857142857,1.0,0.14285714285714285,0.14285714285714285,0.5061785714285715,0.8,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612744,2006,2005-06,True
101113-101145-101198-2399-2554,1610612744,"Ike Diogu, Monta Ellis, Will Bynum, Mike Dunleavy, Mickael Pietrus","Diogu, Ellis, Bynum, Dunleavy, Pietrus",101113-101145-101198-2399-2554,GSW,273.0,2,5.0,8.0,10.0,9.0,19.0,3.0,5.0,,,3.0,5.0,15.0,7.0,4.0,1.0,3.0,6.0,1.0,13.0,0.6,0.6428571428571429,0.75,100.21978021978022,12.6,16.333333333333332,12.3,16.22222222222222,0.7142857142857143,0.6,0.6,,,,1.0,0.5776714285714286,,,1.0,1.0,2.0,,,1.0,,2.0,1.0,2.0,,2.0,2.0,2.0,1.0,,1.0,2.0,1.0,,5.0,2.0,1.0,3.0,4.0,2.0,6.0,1.0,1.0,,2.0,2.0,,2.0,1.0,1.0,1.0,0.3333333333333333,0.5,0.5,0.5,0.5,0.2857142857142857,,,1.0,0.75,1.0,1.0,0.8,0.6666666666666666,1.0,,0.6666666666666666,1.0,0.3333333333333333,,,,,0.14285714285714285,1.0,0.5,,0.52745,0.13333333333333333,24.3,1.0,,,1.0,3.0,,1.0,,,,1.0,,,,,1.0,1.0,0.5,0.5,,,,,,,,0.3333333333333333,1.0,0.14285714285714285,,,,,,6.0,,7.0,4.0,,,0.4,0.5,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612744,2006,2005-06,True
101113-101145-101198-2399-2560,1610612744,"Ike Diogu, Monta Ellis, Will Bynum, Mike Dunleavy, Zarko Cabarkapa","Diogu, Ellis, Bynum, Dunleavy, Cabarkapa",101113-101145-101198-2399-2560,GSW,277.0,1,5.0,-3.0,9.0,10.0,19.0,2.0,2.0,,,2.0,5.0,5.0,8.0,2.0,1.0,3.0,4.0,,5.0,0.4,0.3333333333333333,0.2777777777777778,98.77256317689532,13.11111111111111,15.9,11.88888888888889,14.3,0.3333333333333333,1.0,1.0,,,,0.5,0.5111916666666666,10.6,,2.0,,,,3.0,,,1.0,,,,,2.0,,,,1.0,1.0,1.0,,2.0,,,6.0,6.0,1.0,7.0,,,,,,,2.0,1.0,1.0,1.0,0.5,0.5,,,,0.16666666666666666,,,,0.8571428571428571,,,0.75,0.25,,,0.8333333333333334,,0.5,0.5,,,,,,,,,,23.2,1.0,,,,,,,,1.0,,,2.0,,1.0,,1.0,,,,,1.0,,,1.0,1.0,,,1.0,0.16666666666666666,,,,,,1.0,1.0,6.0,3.0,,,0.3333333333333333,0.375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612744,2006,2005-06,True
101113-101145-101198-2399-2740,1610612744,"Ike Diogu, Monta Ellis, Will Bynum, Mike Dunleavy, Andris Biedrins","Diogu, Ellis, Bynum, Dunleavy, Biedrins",101113-101145-101198-2399-2740,GSW,485.0,4,8.0,-3.0,15.0,13.0,28.0,2.0,3.0,,,4.0,8.0,10.0,13.0,2.0,2.0,6.0,6.0,,10.0,0.5,0.4444444444444444,0.45454545454545453,83.13402061855669,18.333333333333332,16.153846153846153,18.2,14.615384615384615,0.3333333333333333,0.6666666666666666,0.6666666666666666,,,,0.4444444444444444,0.4465222222222222,12.1375,4.0,1.0,,1.0,2.0,5.0,1.0,,1.0,,1.0,,,6.0,,1.0,,3.0,3.0,2.0,1.0,6.0,1.0,1.0,1.0,2.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,,4.0,,,,0.75,0.75,,,,0.1111111111111111,,,0.25,0.5,0.25,1.0,0.6666666666666666,0.2,,,,,1.0,0.5555555555555556,0.4,0.4,0.5,0.1111111111111111,1.0,,,0.5638,,25.4,,,,,,,,,,,,3.0,,,,,,,,,,0.3333333333333333,,,,1.0,,,,,,,,,2.0,2.0,5.0,3.0,,,0.2727272727272727,0.3,,1.0,,4.0,,,,,1.0,2.0,,2.0,,2.0,4.0,,0.5,0.5,0.5,,,,,0.3594,0.2,0.26666666666666666,,,1.0,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612744,2006,2005-06,True
101113-101145-101198-2399-384,1610612744,"Ike Diogu, Monta Ellis, Will Bynum, Mike Dunleavy, Calbert Cheaney","Diogu, Ellis, Bynum, Dunleavy, Cheaney",101113-101145-101198-2399-384,GSW,78.0,1,1.0,4.0,2.0,1.0,3.0,2.0,2.0,,,2.0,2.0,4.0,,2.0,,,,,4.0,1.0,1.0,1.0,55.38461538461538,20.0,38.0,20.0,38.0,1.0,1.0,1.0,,,,1.0,0.4159,1.35,1.0,,,,,,,,,,,,,2.0,,,,1.0,1.0,1.0,,2.0,,,1.0,1.0,,1.0,,,,,,,,1.0,1.0,1.0,0.5,0.5,,,,,,,,0.3333333333333333,,,0.3333333333333333,,,,0.5,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612744,2006,2005-06,True
