EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,TotalPoss,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Arc3FGM,Arc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,Points,OpponentPoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyPoints,PtsAssisted2s,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,LongMidRangeAssists,AssistPoints,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,Rebounds,ShootingFouls,Fouls,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,FG3APct,DefTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,ShortMidRangeFrequency,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,PenaltyShotQualityAvg,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,AtRimFGM,AtRimFGA,ShortMidRangeFGM,Corner3FGA,PtsUnassisted2s,AtRimAssists,LiveBallTurnovers,LostBallTurnovers,Turnovers,Blocked2s,BlockedShortMidRange,Blocks,RecoveredBlocks,LiveBallTurnoverPct,DefShortMidRangeReboundPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,Corner3Frequency,PenaltyAtRimFGM,PenaltyAtRimFGA,FtPoints,PenaltyFtPoints,Steals,LostBallSteals,DeadBallTurnovers,PenaltyTurnovers,Offensive Fouls,FoulsDrawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,3SecondViolations,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,DefAtRimReboundPct,DefCorner3ReboundPct,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChanceOffPoss,Corner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,SecondChanceFG3M,SecondChanceFG3A,SecondChancePoints,PtsUnassisted3s,OffThreePtRebounds,OffTwoPtRebounds,OffRebounds,BadPassSteals,BadPassTurnovers,Travels,Loose Ball Fouls Drawn,SecondChanceFg3Pct,SecondChanceEfgPct,SecondChanceTsPct,OffTwoPtReboundPct,OffThreePtReboundPct,OffFGReboundPct,OffLongMidRangeReboundPct,OffCorner3ReboundPct,Corner3Accuracy,UnblockedCorner3Accuracy,SecondChanceCorner3Frequency,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3Frequency,SecondChanceShotQualityAvg,SecondChancePointsPct,Fg2aBlocked,FTDefRebounds,Defensive 3 Seconds Violations,FG2APctBlocked,ShortMidRangePctBlocked,DefFTReboundPct,ShortMidRangeAssists,BlockedAtRim,ShortMidRangePctAssisted,AtRimPctBlocked,SecondChanceAtRimFGM,SecondChanceAtRimFGA,SecondChanceFG2M,SecondChanceFG2A,PtsPutbacks,SelfOReb,SecondChanceTurnovers,Offensive Fouls Drawn,Technical Free Throw Trips,SecondChanceFg2Pct,OffShortMidRangeReboundPct,OffArc3ReboundPct,SelfORebPct,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,Corner3Assists,OffAtRimReboundPct,Corner3PctAssisted,SecondChanceAtRimPctAssisted,Loose Ball Fouls,BadPassOutOfBoundsTurnovers,SecondChanceFtPoints,FTOffRebounds,ThreePtShootingFoulsDrawn,OffFTReboundPct,ThreePtShootingFoulsDrawnPct,StepOutOfBoundsTurnovers,Blocked3s,BlockedCorner3,HeaveAttempts,LostBallOutOfBoundsTurnovers,SecondChanceCorner3FGM,PenaltyCorner3FGM,BlockedLongMidRange,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,PenaltyCorner3Accuracy,DefensiveGoaltends,Fg3aBlocked,FG3APctBlocked,Corner3PctBlocked,LongMidRangePctBlocked,OffensiveGoaltends,Clear Path Fouls,team_id,year,season,team_vs
1000-101134-1507-1720-56,1610612748,"Shandon Anderson, Wayne Simien, Derek Anderson, Michael Doleac, Gary Payton","Anderson, Simien, Anderson, Doleac, Payton",1000-101134-1507-1720-56,MIA,170.0,1,3.0,2.0,6.0,5.0,6.0,5.0,11.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,5.0,3.0,1.0,4.0,1.0,1.0,5.0,2.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,5.0,1.0,1.0,2.0,2.0,1.0,1.0,5.0,5.0,6.0,1.0,1.0,1.0,1.0,1.0,1.0,0.25,0.25,0.5,0.5,0.5,0.5,0.2,1.0,1.0,1.0,1.0,1.0,93.17647058823529,14.666666666666666,16.4,14.666666666666666,16.4,0.2,0.6,0.3333333333333333,0.3333333333333333,1.0,0.2,1.0,1.0,1.0,0.2,1.0,0.2,1.0,0.37629999999999997,0.37629999999999997,1.0,16.925,25.2,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612748,2006,2005-06,False
1000-1507-297-56-952,1610612748,"Shandon Anderson, Derek Anderson, Alonzo Mourning, Gary Payton, Antoine Walker","Anderson, Anderson, Mourning, Payton, Walker",1000-1507-297-56-952,MIA,163.0,1,3.0,-4.0,6.0,6.0,,2.0,12.0,1.0,,1.0,,1.0,,,2.0,3.0,,2.0,4.0,8.0,,,,,,2.0,,1.0,,1.0,,1.0,,,2.0,1.0,1.0,2.0,2.0,1.0,1.0,4.0,,,0.5,0.5,,,,,0.6666666666666666,,0.4,,0.4,,0.4,1.0,1.0,1.0,,1.0,106.0122699386503,17.666666666666668,9.5,17.666666666666668,9.5,0.2,0.2,,,,0.2,,,,,,0.6,,0.47778,,,9.799999999999999,23.6,,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.2,1.0,1.0,1.0,1.0,1.0,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612748,2006,2005-06,False
1000-1715-1720-2548-952,1610612748,"Shandon Anderson, Jason Williams, Michael Doleac, Dwyane Wade, Antoine Walker","Anderson, Williams, Doleac, Wade, Walker",1000-1715-1720-2548-952,MIA,181.0,2,3.0,,9.0,9.0,7.0,2.0,18.0,1.0,1.0,1.0,,,,,4.0,4.0,,,13.0,13.0,3.0,3.0,,,11.0,4.0,,,,2.0,,2.0,,,4.0,1.0,1.0,2.0,2.0,,3.0,13.0,11.0,7.0,0.5,0.5,,,,,1.0,1.0,1.0,1.0,1.0833333333333333,1.1,,1.0,0.5,0.6666666666666666,,,143.20441988950276,8.444444444444445,11.666666666666666,8.444444444444445,11.333333333333334,0.25,0.25,1.0,1.0,,,,,,,,0.5,,0.6007,0.6842333333333334,0.8461538461538461,7.55,,0.7777777777777778,2.0,2.0,1.0,,4.0,2.0,1.0,1.0,3.0,,,,,0.3333333333333333,,,0.5,1.0,1.0,1.0,1.0,1.0,,2.0,2.0,5.0,5.0,1.0,1.0,2.0,2.0,1.0,3.0,5.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6666666666666666,1.0,0.4,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612748,2006,2005-06,False
1000-1715-1720-56-952,1610612748,"Shandon Anderson, Jason Williams, Michael Doleac, Gary Payton, Antoine Walker","Anderson, Williams, Doleac, Payton, Walker",1000-1715-1720-56-952,MIA,40.0,1,1.0,,1.0,2.0,1.0,2.0,3.0,,,,,,,,1.0,1.0,,,2.0,2.0,1.0,1.0,,,2.0,,,,,,,,,,,,1.0,1.0,1.0,,,2.0,2.0,1.0,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,,1.0,1.0,,108.0,20.0,10.0,20.0,10.0,,,,,,,,,,,,1.0,,0.5066,0.5066,1.0,,,1.0,1.0,1.0,,,2.0,,,,,,,,,,,,1.0,1.0,1.0,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612748,2006,2005-06,False
1000-1715-1899-2548-406,1610612748,"Shandon Anderson, Jason Williams, James Posey, Dwyane Wade, Shaquille O'Neal","Anderson, Williams, Posey, Wade, O'Neal",1000-1715-1899-2548-406,MIA,409.0,2,7.0,11.0,13.0,13.0,9.0,5.0,26.0,1.0,,2.0,3.0,3.0,3.0,3.0,3.0,6.0,4.0,5.0,21.0,10.0,2.0,3.0,3.0,4.0,15.0,2.0,6.0,3.0,3.0,1.0,2.0,3.0,2.0,,8.0,2.0,4.0,6.0,9.0,,1.0,15.0,15.0,9.0,0.3333333333333333,0.3333333333333333,0.5,0.8,0.75,0.8,0.5,0.6666666666666666,0.8181818181818182,0.9285714285714286,0.75,0.8333333333333334,0.45454545454545453,0.8,1.0,0.8571428571428571,1.0,1.0,91.54034229828851,15.384615384615385,16.076923076923077,13.538461538461538,15.615384615384615,0.09090909090909091,0.18181818181818182,,,,0.2727272727272727,1.0,1.0,0.6666666666666666,0.42857142857142855,1.0,0.7272727272727273,1.0,0.5031409090909091,0.49164285714285716,0.7142857142857143,8.4,24.580000000000002,0.6923076923076923,2.0,3.0,1.0,2.0,4.0,1.0,1.0,,2.0,1.0,1.0,1.0,,0.5,,,0.2727272727272727,0.6666666666666666,0.6666666666666666,0.5,1.0,1.0,0.18181818181818182,1.0,1.0,3.0,2.0,1.0,,1.0,2.0,,4.0,6.0,,2.0,1.0,,,1.0,,,0.14285714285714285,1.0,0.15384615384615385,0.25,3.0,1.0,1.0,1.0,2.0,2.0,2.0,3.0,6.0,6.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,0.6666666666666666,1.0,0.75,0.6666666666666666,1.0,0.75,1.0,1.0,0.5,0.5,0.3333333333333333,0.6666666666666666,1.0,1.0,0.14285714285714285,0.53895,0.2857142857142857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612748,2006,2005-06,False
1000-1715-1899-2548-952,1610612748,"Shandon Anderson, Jason Williams, James Posey, Dwyane Wade, Antoine Walker","Anderson, Williams, Posey, Wade, Walker",1000-1715-1899-2548-952,MIA,5.0,1,,4.0,2.0,1.0,,1.0,3.0,,,,,,,,2.0,2.0,,,4.0,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,1.0,,1.0,,1.0,,,,,,,,864.0,2.0,1.0,2.0,1.0,,,,,,,,,,,,1.0,,0.65,,,,,,2.0,2.0,,,4.0,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612748,2006,2005-06,False
1000-1715-1899-2617-56,1610612748,"Shandon Anderson, Jason Williams, James Posey, Udonis Haslem, Gary Payton","Anderson, Williams, Posey, Haslem, Payton",1000-1715-1899-2617-56,MIA,11.0,1,,-2.0,,1.0,,1.0,1.0,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,130.9090909090909,,11.0,,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612748,2006,2005-06,False
1000-1715-1899-2617-952,1610612748,"Shandon Anderson, Jason Williams, James Posey, Udonis Haslem, Antoine Walker","Anderson, Williams, Posey, Haslem, Walker",1000-1715-1899-2617-952,MIA,105.0,1,2.0,1.0,3.0,3.0,3.0,,6.0,,,,1.0,2.0,1.0,2.0,,,1.0,2.0,3.0,2.0,,,1.0,2.0,3.0,,3.0,2.0,1.0,,1.0,1.0,1.0,,3.0,1.0,1.0,2.0,2.0,,,3.0,3.0,3.0,,,1.0,0.5,0.5,0.5,,,0.75,0.75,0.75,0.75,1.0,0.3333333333333333,0.5,0.4,,1.0,82.28571428571429,21.0,14.0,21.0,6.333333333333333,,,,,,1.0,0.5,0.5,1.0,1.0,0.5,1.0,0.5,0.471525,0.471525,1.0,,24.7,1.0,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612748,2006,2005-06,False
1000-1715-1899-297-56,1610612748,"Shandon Anderson, Jason Williams, James Posey, Alonzo Mourning, Gary Payton","Anderson, Williams, Posey, Mourning, Payton",1000-1715-1899-297-56,MIA,18.0,1,,,1.0,1.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,160.0,1.0,17.0,1.0,17.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612748,2006,2005-06,False
1000-1715-1899-406-56,1610612748,"Shandon Anderson, Jason Williams, James Posey, Shaquille O'Neal, Gary Payton","Anderson, Williams, Posey, O'Neal, Payton",1000-1715-1899-406-56,MIA,272.0,2,5.0,-1.0,9.0,8.0,1.0,1.0,17.0,2.0,,,2.0,2.0,,,1.0,4.0,2.0,2.0,8.0,9.0,,,,,,2.0,6.0,2.0,2.0,1.0,2.0,3.0,2.0,,8.0,1.0,2.0,5.0,5.0,2.0,5.0,8.0,,1.0,1.0,1.0,1.0,1.0,,1.0,0.25,,0.6666666666666666,,0.5714285714285714,,0.3333333333333333,1.0,1.0,1.0,,,90.0,14.666666666666666,17.5,14.666666666666666,17.5,0.3333333333333333,,,,,0.3333333333333333,1.0,1.0,1.0,,,0.6666666666666666,1.0,0.5008916666666666,,,5.6,25.15,0.1111111111111111,1.0,2.0,,,,1.0,1.0,,1.0,,,,,1.0,1.0,,0.3333333333333333,0.5,0.5,1.0,,,,,,,,,,,,,1.0,2.0,,1.0,,,,,,1.0,,,0.14285714285714285,0.2,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,2.0,2.0,1.0,0.5,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612748,2006,2005-06,False
