EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,FG2M,FG2A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsPutbacks,Fg2aBlocked,TwoPtAssists,Assists,AtRimAssists,AssistPoints,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,LiveBallTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallTurnovers,Travels,Turnovers,PenaltyTurnovers,ShootingFouls,Fouls,FoulsDrawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG2APctBlocked,AtRimPctBlocked,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,PenaltyOffPossPct,Corner3FGA,PenaltyCorner3FGA,FG3A,PenaltyFG3A,Steals,BadPassSteals,FG3APct,Corner3Frequency,PenaltyCorner3Frequency,Avg3ptShotDistance,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG3M,SecondChanceFG3M,SecondChanceFG3A,PenaltyFG3M,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,ThreePtAssists,Arc3Assists,OffThreePtRebounds,LostBallSteals,Loose Ball Fouls,NonShootingPenaltyNonTakeFouls,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,OffThreePtReboundPct,OffArc3ReboundPct,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyArc3Frequency,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,LongMidRangeAssists,Offensive Fouls,LongMidRangePctAssisted,ShortMidRangePctBlocked,DefCorner3ReboundPct,FTOffRebounds,SelfOReb,LostBallOutOfBoundsTurnovers,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,OffFTReboundPct,OffAtRimReboundPct,SelfORebPct,BlocksRecoveredPct,BadPassOutOfBoundsTurnovers,DefensiveGoaltends,SecondChanceCorner3FGA,OffLongMidRangeReboundPct,SecondChanceCorner3Frequency,ShortMidRangeFGM,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,Technical Free Throw Trips,PtsUnassisted3s,SecondChanceTurnovers,Loose Ball Fouls Drawn,Offensive Fouls Drawn,3SecondViolations,Defensive 3 Seconds Violations,BlockedShortMidRange,HeaveAttempts,ShortMidRangeAssists,OffCorner3ReboundPct,ShortMidRangePctAssisted,Corner3FGM,Corner3Assists,BlockedLongMidRange,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceAtRimPctAssisted,LongMidRangePctBlocked,Fg3aBlocked,FG3APctBlocked,Corner3PctBlocked,StepOutOfBoundsTurnovers,Blocked3s,BlockedCorner3,BlockedArc3,SecondChanceCorner3FGM,PenaltyCorner3FGM,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,PenaltyCorner3Accuracy,HeaveMakes,Clear Path Fouls,Arc3PctBlocked,OffensiveGoaltends,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,3pt And 1 Free Throw Trips,team_id,year,season,team_vs
101125-101132-1761-1863-2035,1610612743,"Julius Hodge, Linas Kleiza, Greg Buckner, Earl Boykins, DerMarr Johnson","Hodge, Kleiza, Buckner, Boykins, Johnson",101125-101132-1761-1863-2035,DEN,403.0,1,7.0,1.0,15.0,14.0,14.0,7.0,3.0,29.0,4.0,5.0,2.0,2.0,3.0,4.0,5.0,1.0,1.0,5.0,11.0,5.0,15.0,14.0,2.0,3.0,1.0,5.0,4.0,9.0,4.0,12.0,2.0,8.0,4.0,1.0,1.0,1.0,1.0,2.0,3.0,1.0,5.0,1.0,7.0,3.0,10.0,2.0,1.0,1.0,1.0,1.0,3.0,3.0,4.0,4.0,4.0,7.0,1.0,2.0,2.0,10.0,12.0,14.0,2.0,0.2,0.3333333333333333,0.45454545454545453,0.6666666666666666,0.4444444444444444,0.45454545454545453,0.6666666666666666,0.4444444444444444,0.5357142857142857,0.8333333333333334,0.5,0.09090909090909091,0.2,0.6666666666666666,1.0,0.8333333333333334,0.5,1.0,0.8571428571428571,0.5,0.6,0.5,1.0,1.0,1.0,103.62282878411911,12.933333333333334,14.928571428571429,12.733333333333333,14.714285714285714,0.45454545454545453,0.8,1.0,0.25,0.45454545454545453,0.09090909090909091,1.0,1.0,0.6666666666666666,1.0,0.4444444444444444,0.75,0.45454545454545453,0.4697272727272727,0.4894,0.46424444444444446,0.16666666666666666,0.16666666666666666,0.3333333333333333,0.8,6.163636363636363,0.9333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612743,2006,2005-06,False
101125-101132-1761-1863-2059,1610612743,"Julius Hodge, Linas Kleiza, Greg Buckner, Earl Boykins, Eduardo Najera","Hodge, Kleiza, Buckner, Boykins, Najera",101125-101132-1761-1863-2059,DEN,58.0,1,1.0,-2.0,3.0,2.0,3.0,2.0,,5.0,,,,,,,1.0,,,,1.0,2.0,2.0,4.0,,,,,,1.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,2.0,,,1.0,2.0,2.0,3.0,1.0,,,,,,,,,0.5,,0.5,,,,,,,,,,,,,,,124.13793103448276,15.0,6.5,15.0,6.5,,,,,1.0,,,,,,,,,0.2427,,0.2427,,,,1.0,10.8,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612743,2006,2005-06,False
101125-101132-1761-1889-2059,1610612743,"Julius Hodge, Linas Kleiza, Greg Buckner, Andre Miller, Eduardo Najera","Hodge, Kleiza, Buckner, Miller, Najera",101125-101132-1761-1889-2059,DEN,47.0,1,1.0,,3.0,2.0,3.0,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,,1.0,1.0,,,1.0,,1.0,1.0,,,,,,,,,,3.0,,,,,,,,,,,,,,,1.0,,,,1.0,1.0,,,,,,1.0,153.19148936170214,10.333333333333334,8.0,10.333333333333334,8.0,,,,,,,,,,,,,1.0,0.45195,,0.45195,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,24.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612743,2006,2005-06,False
101125-101132-1761-1922-2248,1610612743,"Julius Hodge, Linas Kleiza, Greg Buckner, Francisco Elson, Earl Watson","Hodge, Kleiza, Buckner, Elson, Watson",101125-101132-1761-1922-2248,DEN,185.0,1,3.0,2.0,5.0,6.0,5.0,6.0,1.0,11.0,,1.0,,,,1.0,,,1.0,,2.0,2.0,8.0,6.0,,,,3.0,,2.0,2.0,8.0,,,,,,2.0,,6.0,,1.0,,,1.0,1.0,2.0,,,,,,,,,2.0,1.0,2.0,,1.0,,5.0,8.0,5.0,,,,,,,0.6,1.5,0.6,0.6666666666666666,1.5,0.6666666666666666,,,,,,,1.0,0.5,0.3333333333333333,,,,,1.0,85.62162162162161,15.0,18.333333333333332,10.8,14.5,0.2,,,,,0.2,,,,,0.2,,0.8,0.492,,0.492,0.16666666666666666,0.3333333333333333,0.375,1.0,9.7,1.0,,,3.0,3.0,1.0,,0.6,,,24.733333333333334,2.0,3.0,1.0,1.0,2.0,3.0,2.0,1.0,1.0,2.0,6.0,3.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,0.6666666666666666,1.0,0.6666666666666666,0.6666666666666666,1.0,1.0,0.6,0.6666666666666666,0.6666666666666666,1.0,1.0,1.0,1.0,0.6,0.6666666666666666,0.6666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612743,2006,2005-06,False
101125-101132-1761-2030-2248,1610612743,"Julius Hodge, Linas Kleiza, Greg Buckner, Kenyon Martin, Earl Watson","Hodge, Kleiza, Buckner, Martin, Watson",101125-101132-1761-2030-2248,DEN,68.0,1,1.0,1.0,2.0,1.0,2.0,1.0,,3.0,,,,,,,,1.0,1.0,1.0,1.0,,2.0,1.0,,,,,1.0,1.0,,2.0,2.0,,,,1.0,1.0,,2.0,,1.0,,,1.0,,1.0,,,1.0,,,1.0,1.0,,2.0,,,,,,2.0,2.0,2.0,,1.0,1.0,1.0,,1.0,1.0,,1.0,1.0,,1.0,,,,,,,1.0,1.0,,,,,,1.0,63.529411764705884,12.0,44.0,12.0,24.0,,,,,,1.0,1.0,1.0,,,,,,0.3526,,0.3526,,,,1.0,19.9,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612743,2006,2005-06,False
101125-101132-1761-2035-458,1610612743,"Julius Hodge, Linas Kleiza, Greg Buckner, DerMarr Johnson, Howard Eisley","Hodge, Kleiza, Buckner, Johnson, Eisley",101125-101132-1761-2035-458,DEN,32.0,1,1.0,,1.0,1.0,1.0,,,2.0,,,,,,,1.0,,,,1.0,,,,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,90.0,21.0,11.0,21.0,11.0,,,,,1.0,,,,,,,,,0.3601,,0.3601,,,,,11.9,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612743,2006,2005-06,False
101125-101132-1761-2059-2248,1610612743,"Julius Hodge, Linas Kleiza, Greg Buckner, Eduardo Najera, Earl Watson","Hodge, Kleiza, Buckner, Najera, Watson",101125-101132-1761-2059-2248,DEN,49.0,1,1.0,2.0,2.0,3.0,2.0,3.0,,5.0,1.0,1.0,,,1.0,1.0,,,,1.0,1.0,,2.0,,,,,,1.0,1.0,,2.0,2.0,,,,1.0,1.0,1.0,2.0,,1.0,,1.0,2.0,,2.0,,,,,,,,,,,,,,,2.0,2.0,2.0,,1.0,1.0,1.0,,1.0,0.5,,0.5,0.5,,0.5,,,,1.0,,,1.0,1.0,,,,,,1.0,146.9387755102041,11.0,9.0,11.0,9.0,0.5,1.0,1.0,1.0,,,,,,,0.5,1.0,1.0,0.6312,,0.6312,,,,1.0,0.8,1.0,,,1.0,1.0,,,0.5,,,25.6,,1.0,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,0.5,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612743,2006,2005-06,False
101125-101132-1863-1922-2059,1610612743,"Julius Hodge, Linas Kleiza, Earl Boykins, Francisco Elson, Eduardo Najera","Hodge, Kleiza, Boykins, Elson, Najera",101125-101132-1863-1922-2059,DEN,11.0,1,,,,1.0,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,130.9090909090909,,11.0,,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612743,2006,2005-06,False
101125-101132-1863-1922-2248,1610612743,"Julius Hodge, Linas Kleiza, Earl Boykins, Francisco Elson, Earl Watson","Hodge, Kleiza, Boykins, Elson, Watson",101125-101132-1863-1922-2248,DEN,207.0,1,3.0,,7.0,8.0,2.0,4.0,,15.0,2.0,3.0,,,,,1.0,,,2.0,4.0,1.0,8.0,8.0,,,,,,1.0,,,4.0,,,1.0,2.0,3.0,2.0,7.0,,2.0,1.0,,3.0,,3.0,1.0,,,1.0,,1.0,,1.0,2.0,1.0,1.0,1.0,1.0,,8.0,,2.0,,1.0,1.0,0.5,,,0.5833333333333334,,,0.6666666666666666,,,0.25,0.3333333333333333,1.0,,1.0,,1.0,1.0,,,,1.0,,1.0,104.34782608695652,12.142857142857142,15.25,12.142857142857142,15.25,0.5,0.6666666666666666,1.0,1.0,0.16666666666666666,,,,,,,,0.8333333333333334,0.5838,,0.433375,0.16666666666666666,0.25,,,2.35,0.2857142857142857,,,2.0,1.0,,,0.3333333333333333,,,24.6,1.0,2.0,,,,1.0,1.0,,,,3.0,2.0,1.0,1.0,1.0,,,,,1.0,0.5,,,0.5,,,0.3333333333333333,0.5,0.5,1.0,,,,0.5,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612743,2006,2005-06,False
101125-101132-1889-1922-2248,1610612743,"Julius Hodge, Linas Kleiza, Andre Miller, Francisco Elson, Earl Watson","Hodge, Kleiza, Miller, Elson, Watson",101125-101132-1889-1922-2248,DEN,79.0,1,1.0,-1.0,2.0,3.0,,3.0,,5.0,2.0,2.0,,,,,,,,2.0,2.0,,4.0,5.0,,,,,,,,,4.0,,,,2.0,2.0,2.0,4.0,,1.0,,,1.0,,1.0,,,,,,,,1.0,1.0,,,,,,4.0,,,,1.0,1.0,1.0,,,1.0,,,1.0,,,,,,,,,1.0,1.0,,,,,,,91.13924050632912,15.0,16.333333333333332,15.0,16.333333333333332,1.0,1.0,1.0,1.0,,,,,,,,,1.0,0.57555,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612743,2006,2005-06,False
