EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Arc3FGA,PenaltyArc3FGA,FG2M,FG2A,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2A,PenaltyFG2M,PenaltyFG2A,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,NonHeaveArc3FGA,TwoPtAssists,Assists,AtRimAssists,LongMidRangeAssists,AssistPoints,OffTwoPtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,Steals,BadPassSteals,LostBallSteals,ShootingFouls,Fouls,FoulsDrawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,FG3APct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,Pace,BlocksRecoveredPct,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Arc3Frequency,SecondChanceAtRimFrequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,DefThreePtRebounds,LiveBallTurnovers,BadPassTurnovers,Turnovers,LiveBallTurnoverPct,DefThreePtReboundPct,DefCorner3ReboundPct,SecondChanceArc3FGA,SecondChanceFG3A,LostBallTurnovers,PenaltyTurnovers,Loose Ball Fouls Drawn,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFoulsDrawn,OffLongMidRangeReboundPct,DefLongMidRangeReboundPct,SecondChanceArc3Frequency,FTOffRebounds,Offensive Fouls Drawn,OffFTReboundPct,BlockedShortMidRange,DefArc3ReboundPct,Corner3FGA,PenaltyCorner3FGA,OffThreePtRebounds,OffThreePtReboundPct,OffCorner3ReboundPct,Corner3Frequency,PenaltyCorner3Frequency,Arc3FGM,FG3M,PtsUnassisted3s,NonHeaveArc3FGM,Fg3Pct,NonHeaveFg3Pct,Arc3Accuracy,UnblockedArc3Accuracy,NonHeaveArc3Accuracy,PenaltyArc3FGM,PenaltyFG3M,PtsAssisted3s,ThreePtAssists,Arc3Assists,Assisted3sPct,PenaltyFg3Pct,Arc3PctAssisted,PenaltyArc3Accuracy,SecondChanceAtRimFGM,SecondChanceFG2M,SecondChancePoints,Fg2aBlocked,FTDefRebounds,SelfOReb,SecondChanceTurnovers,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,FG2APctBlocked,AtRimPctBlocked,DefFTReboundPct,OffArc3ReboundPct,SelfORebPct,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChancePointsPct,PtsPutbacks,BadPassOutOfBoundsTurnovers,DeadBallTurnovers,ShortMidRangeFGM,Technical Free Throw Trips,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangeAssists,Defensive 3 Seconds Violations,ShortMidRangePctAssisted,Loose Ball Fouls,Offensive Fouls,OffShortMidRangeReboundPct,ShortMidRangePctBlocked,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,Corner3FGM,PenaltyCorner3FGM,Corner3Assists,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,PenaltyCorner3Accuracy,SecondChanceFtPoints,LongMidRangePctBlocked,Travels,HeaveAttempts,StepOutOfBoundsTurnovers,BlockedLongMidRange,LostBallOutOfBoundsTurnovers,Blocked3s,BlockedCorner3,Fg3aBlocked,FG3APctBlocked,Corner3PctBlocked,SecondChanceArc3FGM,SecondChanceFG3M,SecondChanceFg3Pct,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,Arc3PctBlocked,3SecondViolations,SecondChanceCorner3FGA,SecondChanceCorner3Frequency,OffensiveGoaltends,DefensiveGoaltends,SecondChanceCorner3FGM,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,Clear Path Fouls,BlockedArc3,3pt And 1 Free Throw Trips,HeaveMakes,team_id,year,season,team_vs
101125-101132-1761-1863-2035,1610612743,"Julius Hodge, Linas Kleiza, Greg Buckner, Earl Boykins, DerMarr Johnson","Hodge, Kleiza, Buckner, Boykins, Johnson",101125-101132-1761-1863-2035,DEN,403.0,1,7.0,-1.0,14.0,15.0,7.0,14.0,1.0,29.0,3.0,5.0,1.0,2.0,4.0,1.0,2.0,5.0,1.0,1.0,5.0,11.0,1.0,4.0,14.0,15.0,1.0,2.0,6.0,1.0,2.0,6.0,8.0,2.0,1.0,4.0,4.0,2.0,2.0,8.0,1.0,3.0,3.0,1.0,4.0,2.0,1.0,1.0,2.0,4.0,4.0,7.0,1.0,4.0,1.0,1.0,1.0,1.0,14.0,6.0,7.0,2.0,0.8,0.8,0.45454545454545453,0.3333333333333333,0.4166666666666667,0.2857142857142857,0.4666666666666667,0.375,0.08333333333333333,0.5,0.16666666666666666,0.5,0.14285714285714285,0.5,1.0,0.4,103.62282878411911,1.0,14.928571428571429,12.933333333333334,14.714285714285714,12.733333333333333,0.4166666666666667,0.6,0.6,0.6666666666666666,0.08333333333333333,0.4166666666666667,0.4,0.4,1.0,0.08333333333333333,1.0,0.5714285714285714,0.5,0.14285714285714285,0.5,0.5002958333333333,0.5263,0.5539642857142857,0.26666666666666666,0.2857142857142857,0.42857142857142855,9.354545454545455,24.9,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612743,2006,2005-06,True
101125-101132-1761-1863-2059,1610612743,"Julius Hodge, Linas Kleiza, Greg Buckner, Earl Boykins, Eduardo Najera","Hodge, Kleiza, Buckner, Boykins, Najera",101125-101132-1761-1863-2059,DEN,58.0,1,1.0,2.0,2.0,3.0,2.0,3.0,,5.0,1.0,1.0,,1.0,1.0,,,,,,1.0,1.0,,2.0,4.0,2.0,,1.0,1.0,,2.0,4.0,2.0,,,1.0,1.0,1.0,,2.0,,1.0,1.0,,1.0,,,,,1.0,1.0,2.0,,1.0,,,,,4.0,4.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,,1.0,,,,1.0,124.13793103448276,,6.5,15.0,6.5,15.0,1.0,1.0,1.0,1.0,,,,,,,,1.0,1.0,,1.0,0.8305,,0.8305,0.5,0.5,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612743,2006,2005-06,True
101125-101132-1761-1889-2059,1610612743,"Julius Hodge, Linas Kleiza, Greg Buckner, Andre Miller, Eduardo Najera","Hodge, Kleiza, Buckner, Miller, Najera",101125-101132-1761-1889-2059,DEN,47.0,1,1.0,,2.0,3.0,,3.0,,5.0,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,1.0,,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,,,,,153.19148936170214,,8.0,10.333333333333334,8.0,10.333333333333334,,,,,,,,,,1.0,,,,,1.0,0.471,,,,,,,24.2,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612743,2006,2005-06,True
101125-101132-1761-1922-2248,1610612743,"Julius Hodge, Linas Kleiza, Greg Buckner, Francisco Elson, Earl Watson","Hodge, Kleiza, Buckner, Elson, Watson",101125-101132-1761-1922-2248,DEN,185.0,1,3.0,-2.0,6.0,5.0,6.0,5.0,1.0,11.0,,,,,,,1.0,2.0,1.0,1.0,1.0,2.0,1.0,4.0,6.0,8.0,,1.0,2.0,1.0,4.0,6.0,,2.0,1.0,,,,,,1.0,2.0,2.0,1.0,3.0,,,,1.0,1.0,2.0,4.0,,,,,,,6.0,6.0,6.0,,,,0.5,0.5,0.3333333333333333,0.3333333333333333,0.6,0.6,0.3333333333333333,1.0,1.0,0.6666666666666666,0.5,,1.0,,85.62162162162161,,18.333333333333332,15.0,14.5,10.8,,,,,,0.6666666666666666,0.5,0.5,,0.3333333333333333,,,,0.3333333333333333,0.3333333333333333,0.4144333333333334,0.483,0.4144333333333334,,,1.0,19.3,24.9,1.0,,1.0,,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612743,2006,2005-06,True
101125-101132-1761-2030-2248,1610612743,"Julius Hodge, Linas Kleiza, Greg Buckner, Kenyon Martin, Earl Watson","Hodge, Kleiza, Buckner, Martin, Watson",101125-101132-1761-2030-2248,DEN,68.0,1,1.0,-1.0,1.0,2.0,1.0,2.0,1.0,3.0,,,,,,,,,1.0,1.0,,,1.0,1.0,1.0,2.0,,,,1.0,1.0,1.0,,,1.0,,,,,,,,,1.0,1.0,,,,,,2.0,2.0,,,,,,,1.0,1.0,1.0,,,,,,,,0.25,0.25,1.0,,,,,,,,63.529411764705884,,44.0,12.0,24.0,12.0,,,,,,,,,,1.0,,,,1.0,1.0,0.52965,0.52965,0.52965,,,1.0,,25.4,1.0,,,,,,,,1.0,1.0,,,,1.0,1.0,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612743,2006,2005-06,True
101125-101132-1761-2035-458,1610612743,"Julius Hodge, Linas Kleiza, Greg Buckner, DerMarr Johnson, Howard Eisley","Hodge, Kleiza, Buckner, Johnson, Eisley",101125-101132-1761-2035-458,DEN,32.0,1,1.0,,1.0,1.0,,1.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,1.0,,,,,,,,,,1.0,,1.0,1.0,,,,,,,,,,,,,,1.0,,1.0,,,,1.0,90.0,1.0,11.0,21.0,11.0,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612743,2006,2005-06,True
101125-101132-1761-2059-2248,1610612743,"Julius Hodge, Linas Kleiza, Greg Buckner, Eduardo Najera, Earl Watson","Hodge, Kleiza, Buckner, Najera, Watson",101125-101132-1761-2059-2248,DEN,49.0,1,1.0,-2.0,3.0,2.0,3.0,2.0,,5.0,,,,,,,,,1.0,1.0,,,1.0,,,2.0,,,,1.0,,,,,1.0,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,3.0,,,,,,,,,,1.0,,,1.0,,,,,146.9387755102041,,9.0,11.0,9.0,11.0,,,,,,,,,,1.0,,,,1.0,1.0,0.48945,,0.48945,,,,,24.4,1.0,1.0,,,,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612743,2006,2005-06,True
101125-101132-1863-1922-2059,1610612743,"Julius Hodge, Linas Kleiza, Earl Boykins, Francisco Elson, Eduardo Najera","Hodge, Kleiza, Boykins, Elson, Najera",101125-101132-1863-1922-2059,DEN,11.0,1,,,1.0,,1.0,,1.0,1.0,,,,,,,,,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,1.0,,,,130.9090909090909,,11.0,,11.0,,,,,,,,,,,,,,,,1.0,0.4032,,0.4032,,,,,23.3,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612743,2006,2005-06,True
101125-101132-1863-1922-2248,1610612743,"Julius Hodge, Linas Kleiza, Earl Boykins, Francisco Elson, Earl Watson","Hodge, Kleiza, Boykins, Elson, Watson",101125-101132-1863-1922-2248,DEN,207.0,1,3.0,,8.0,7.0,4.0,2.0,,15.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,3.0,1.0,2.0,3.0,3.0,1.0,8.0,8.0,,1.0,1.0,1.0,1.0,3.0,4.0,,3.0,2.0,2.0,1.0,1.0,4.0,,2.0,3.0,,3.0,1.0,,1.0,1.0,1.0,2.0,2.0,,1.0,1.0,1.0,1.0,1.0,8.0,3.0,4.0,,1.0,1.0,0.6666666666666666,1.0,0.5833333333333334,0.5,0.5714285714285714,0.5,0.5,1.0,,1.0,,,1.0,1.0,104.34782608695652,1.0,15.25,12.142857142857142,15.25,12.142857142857142,0.16666666666666666,1.0,1.0,1.0,0.16666666666666666,0.16666666666666666,1.0,1.0,1.0,0.5,,0.5,1.0,0.5,0.6666666666666666,0.4668666666666667,,0.47525,0.14285714285714285,0.25,0.375,9.566666666666666,24.266666666666666,0.5,1.0,,,,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,1.0,1.0,3.0,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612743,2006,2005-06,True
101125-101132-1889-1922-2248,1610612743,"Julius Hodge, Linas Kleiza, Andre Miller, Francisco Elson, Earl Watson","Hodge, Kleiza, Miller, Elson, Watson",101125-101132-1889-1922-2248,DEN,79.0,1,1.0,1.0,3.0,2.0,3.0,,,5.0,,,,,,,,,1.0,1.0,,,2.0,2.0,5.0,4.0,,,,2.0,2.0,5.0,,,1.0,,1.0,,,3.0,,,,,,,,,,,1.0,2.0,,1.0,,,,,5.0,5.0,3.0,,,,,,0.75,0.75,0.8333333333333334,0.8333333333333334,1.0,,,,,,,,91.13924050632912,,16.333333333333332,15.0,16.333333333333332,15.0,,,,,,,,,,0.5,,,,0.5,1.0,0.5202,,0.5202,0.3333333333333333,1.0,1.0,,24.4,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,0.5,0.5,1.0,1.0,,1.0,0.5,0.5,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,0.5,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612743,2006,2005-06,True
