EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGA,SecondChanceAtRimFGA,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,FG2M,FG2A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,Fg2aBlocked,TwoPtAssists,Assists,LongMidRangeAssists,AssistPoints,OffTwoPtRebounds,FTOffRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,LiveBallTurnovers,BadPassTurnovers,DeadBallTurnovers,Turnovers,PenaltyTurnovers,ShootingFouls,Fouls,Offensive Fouls,FoulsDrawn,Offensive Fouls Drawn,FTA,TwoPtShootingFoulsDrawn,Blocked2s,BlockedAtRim,Blocks,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG2APctBlocked,AtRimPctBlocked,LongMidRangePctBlocked,LiveBallTurnoverPct,DefFTReboundPct,OffFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,SecondChanceAtRimFrequency,PenaltyAtRimFrequency,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,PenaltyOffPossPct,Arc3FGA,PenaltyArc3FGA,FG3A,PenaltyFG3A,NonHeaveArc3FGA,FG3APct,Arc3Frequency,PenaltyArc3Frequency,Avg3ptShotDistance,AtRimFGM,SecondChanceAtRimFGM,PenaltyAtRimFGM,Arc3FGM,PenaltyArc3FGM,FG3M,PenaltyFG3M,PtsAssisted3s,PtsPutbacks,NonHeaveArc3FGM,ThreePtAssists,Arc3Assists,AtRimAssists,Steals,BadPassSteals,LostBallSteals,BadPassOutOfBoundsTurnovers,LostBallOutOfBoundsTurnovers,2pt And 1 Free Throw Trips,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimAccuracy,PenaltyAtRimAccuracy,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,OffThreePtRebounds,OffThreePtReboundPct,OffArc3ReboundPct,SecondChanceAtRimPctAssisted,Corner3FGM,Corner3FGA,PtsUnassisted3s,Corner3Assists,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,StepOutOfBoundsTurnovers,Technical Free Throw Trips,SecondChanceFtPoints,LostBallTurnovers,Loose Ball Fouls,RecoveredBlocks,DefensiveGoaltends,DefCorner3ReboundPct,BlocksRecoveredPct,ShortMidRangePctBlocked,SecondChanceTurnovers,BlockedShortMidRange,Loose Ball Fouls Drawn,ShortMidRangeAssists,ShortMidRangePctAssisted,SecondChanceArc3FGM,SecondChanceArc3FGA,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFg3Pct,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,Travels,SecondChanceCorner3FGM,SecondChanceCorner3FGA,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SelfOReb,BlockedLongMidRange,SelfORebPct,PenaltyCorner3FGM,PenaltyCorner3FGA,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,Blocked3s,BlockedArc3,Defensive 3 Seconds Violations,Fg3aBlocked,FG3APctBlocked,Arc3PctBlocked,HeaveAttempts,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,OffensiveGoaltends,OffCorner3ReboundPct,Clear Path Fouls,3SecondViolations,BlockedCorner3,Corner3PctBlocked,3pt And 1 Free Throw Trips,team_id,year,season,team_vs
101124-101160-101194-2054-2563,1610612763,"Hakim Warrick, Lawrence Roberts, Anthony Roberson, Jake Tsakalidis, Dahntay Jones","Warrick, Roberts, Roberson, Tsakalidis, Jones",101124-101160-101194-2054-2563,MEM,584.0,2,10.0,-8.0,18.0,18.0,8.0,18.0,2.0,36.0,3.0,1.0,1.0,1.0,1.0,4.0,7.0,5.0,11.0,3.0,13.0,21.0,1.0,2.0,2.0,3.0,4.0,1.0,7.0,6.0,4.0,3.0,3.0,3.0,3.0,6.0,1.0,1.0,1.0,5.0,1.0,7.0,2.0,9.0,1.0,1.0,2.0,3.0,1.0,4.0,6.0,2.0,5.0,1.0,8.0,4.0,2.0,2.0,2.0,11.0,7.0,8.0,0.6,0.6,0.45454545454545453,0.5,0.75,0.45454545454545453,0.5,0.75,0.43333333333333335,0.5,0.5833333333333334,0.2727272727272727,0.6666666666666666,0.14285714285714285,0.3333333333333333,1.0,1.0,0.5555555555555556,0.16666666666666666,0.5,0.5454545454545454,0.16666666666666666,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.5,88.76712328767124,16.666666666666668,15.777777777777779,15.61111111111111,12.666666666666666,0.2727272727272727,0.09090909090909091,1.0,1.0,0.6363636363636364,0.5714285714285714,0.6666666666666666,0.75,0.5,0.25,0.2727272727272727,0.4384636363636364,0.4745,0.417125,0.26666666666666666,0.26666666666666666,0.15384615384615385,0.5384615384615384,12.163636363636364,0.4444444444444444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612763,2006,2005-06,False
101124-101160-101194-2073-2766,1610612763,"Hakim Warrick, Lawrence Roberts, Anthony Roberson, Brian Cardinal, Antonio Burks","Warrick, Roberts, Roberson, Cardinal, Burks",101124-101160-101194-2073-2766,MEM,66.0,1,1.0,,2.0,2.0,2.0,2.0,,4.0,,,,,,,1.0,,1.0,,,,,,,,1.0,,,,,,,,,,,,1.0,,,1.0,,1.0,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,1.0,0.5,,,,,,1.0,87.27272727272727,23.5,9.5,23.5,9.5,,,,,0.5,,,,,,0.5,0.392025,,0.392025,,,,,19.4,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,25.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612763,2006,2005-06,False
101124-101160-101194-2563-2766,1610612763,"Hakim Warrick, Lawrence Roberts, Anthony Roberson, Dahntay Jones, Antonio Burks","Warrick, Roberts, Roberson, Jones, Burks",101124-101160-101194-2563-2766,MEM,1155.0,10,19.0,1.0,38.0,42.0,33.0,35.0,3.0,80.0,5.0,1.0,4.0,1.0,6.0,6.0,12.0,11.0,23.0,13.0,38.0,37.0,2.0,3.0,4.0,9.0,19.0,12.0,33.0,12.0,10.0,2.0,6.0,7.0,5.0,15.0,3.0,,2.0,8.0,4.0,14.0,3.0,17.0,,,4.0,4.0,4.0,1.0,3.0,,9.0,,14.0,7.0,,,,34.0,33.0,33.0,0.5454545454545454,0.6,0.4782608695652174,0.6666666666666666,0.47368421052631576,0.4807692307692308,0.6666666666666666,0.4772727272727273,0.59375,0.6666666666666666,0.5892857142857143,0.08695652173913043,0.2,0.08333333333333333,,0.8,,0.7272727272727273,0.25,1.0,0.7692307692307693,0.21428571428571427,1.0,,1.0,0.75,1.0,99.74025974025975,14.842105263157896,14.071428571428571,14.631578947368421,13.642857142857142,0.19230769230769232,0.23076923076923078,0.16666666666666666,0.16666666666666666,0.46153846153846156,0.5,0.5454545454545454,0.8333333333333334,0.3333333333333333,0.18181818181818182,0.3076923076923077,0.426775,0.4851666666666667,0.43547500000000006,0.22580645161290322,0.25,0.10526315789473684,0.868421052631579,11.669565217391304,0.868421052631579,3.0,3.0,3.0,3.0,3.0,0.11538461538461539,0.11538461538461539,0.13636363636363635,25.7,4.0,1.0,3.0,1.0,1.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,4.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.2,0.16666666666666666,0.8,1.0,0.25,0.3333333333333333,0.3333333333333333,1.0,1.0,0.75,0.3333333333333333,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612763,2006,2005-06,False
101124-101160-101194-2563-757,1610612763,"Hakim Warrick, Lawrence Roberts, Anthony Roberson, Dahntay Jones, Damon Stoudamire","Warrick, Roberts, Roberson, Jones, Stoudamire",101124-101160-101194-2563-757,MEM,49.0,1,1.0,,1.0,1.0,1.0,,,2.0,,,,,,,1.0,,1.0,,,,,,,,1.0,,,,,,,,,,,,1.0,,,1.0,,1.0,,,,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,1.0,58.775510204081634,26.0,23.0,26.0,23.0,,,,,1.0,,,,,,,0.3248,,0.3248,,,,,19.9,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612763,2006,2005-06,False
101124-101160-1088-2203-224,1610612763,"Hakim Warrick, Lawrence Roberts, Chucky Atkins, Shane Battier, Eddie Jones","Warrick, Roberts, Atkins, Battier, Jones",101124-101160-1088-2203-224,MEM,44.0,1,1.0,,1.0,2.0,1.0,2.0,,3.0,1.0,,1.0,,,,,1.0,1.0,,2.0,2.0,,,,1.0,1.0,,2.0,,2.0,,,,,,,,,,1.0,1.0,,1.0,,,,,,1.0,1.0,,,,,,,,,2.0,2.0,1.0,,,1.0,,1.0,1.0,,1.0,1.0,,1.0,,,,,1.0,,,,,,,,,,,,98.18181818181819,32.0,6.0,32.0,5.5,1.0,,,,,,,,,1.0,1.0,0.378,,0.378,,,,1.0,,1.0,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612763,2006,2005-06,False
101124-101160-1517-2034-2563,1610612763,"Hakim Warrick, Lawrence Roberts, Bobby Jackson, Mike Miller, Dahntay Jones","Warrick, Roberts, Jackson, Miller, Jones",101124-101160-1517-2034-2563,MEM,358.0,2,6.0,3.0,11.0,12.0,,3.0,1.0,23.0,4.0,1.0,,,,3.0,4.0,7.0,8.0,,17.0,14.0,1.0,1.0,2.0,,,,,8.0,6.0,,4.0,5.0,1.0,11.0,,,1.0,1.0,,2.0,1.0,3.0,,,1.0,1.0,,1.0,2.0,,,,,,,,,15.0,,,0.5714285714285714,0.5714285714285714,0.875,1.0,,0.7727272727272727,1.0,,0.7727272727272727,1.0,,,,,,,,0.5,,1.0,0.6666666666666666,0.3333333333333333,,,,1.0,1.0,92.51396648044692,15.909090909090908,15.25,15.272727272727273,15.25,0.36363636363636365,,,,0.36363636363636365,0.75,0.75,0.3333333333333333,1.0,,0.6363636363636364,0.4932727272727273,,,,,0.11764705882352941,,9.075,,3.0,,3.0,,3.0,0.2727272727272727,0.2727272727272727,,24.633333333333336,4.0,1.0,,1.0,,1.0,,3.0,,1.0,1.0,1.0,3.0,2.0,1.0,1.0,,,,,,,1.0,0.3333333333333333,,0.3333333333333333,,,1.0,1.0,0.75,0.3333333333333333,0.3333333333333333,1.0,1.0,,,0.3333333333333333,1.0,0.5,0.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612763,2006,2005-06,False
101124-101160-1517-2203-224,1610612763,"Hakim Warrick, Lawrence Roberts, Bobby Jackson, Shane Battier, Eddie Jones","Warrick, Roberts, Jackson, Battier, Jones",101124-101160-1517-2203-224,MEM,111.0,1,2.0,9.0,3.0,3.0,1.0,3.0,,6.0,,,,,,,,,,,9.0,,,,,,,,3.0,,,,,2.0,,6.0,,,2.0,,,2.0,,2.0,,,,,,,,,2.0,1.0,,,,,,9.0,3.0,1.0,,,,,,1.5,,1.5,1.5,,1.5,,,,,,,,,0.6666666666666666,0.6666666666666666,,,,,,0.6666666666666666,77.83783783783784,17.333333333333332,19.666666666666668,17.333333333333332,18.666666666666668,,,,,,,,,,,1.0,0.5197999999999999,,0.3267,,,,0.3333333333333333,,0.3333333333333333,1.0,1.0,3.0,1.0,1.0,1.0,0.3333333333333333,1.0,24.066666666666666,,,,1.0,1.0,3.0,1.0,6.0,,1.0,2.0,,,,,,,,,,,,0.6666666666666666,1.0,1.0,1.0,,,,,,1.0,1.0,,,,1.0,1.0,,,,,2.0,2.0,3.0,2.0,0.6666666666666666,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612763,2006,2005-06,False
101124-101160-1517-2203-2563,1610612763,"Hakim Warrick, Lawrence Roberts, Bobby Jackson, Shane Battier, Dahntay Jones","Warrick, Roberts, Jackson, Battier, Jones",101124-101160-1517-2203-2563,MEM,131.0,1,2.0,1.0,3.0,3.0,,,1.0,6.0,1.0,1.0,,1.0,2.0,,,2.0,3.0,1.0,5.0,4.0,1.0,1.0,2.0,,,,,,4.0,,,,,,1.0,,,1.0,,1.0,1.0,2.0,,,1.0,1.0,,2.0,2.0,,1.0,,1.0,,,,,3.0,,,,,0.6666666666666666,1.0,,0.6666666666666666,1.0,,0.6666666666666666,1.0,,,,,,,,0.5,1.0,,0.5,1.0,,,0.5,,,65.95419847328245,19.666666666666668,24.0,17.333333333333332,20.0,0.3333333333333333,0.6666666666666666,0.5,0.5,,,,,1.0,,0.3333333333333333,0.42913333333333337,0.5282,,,,0.4,,5.3999999999999995,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,1.0,,,,,1.0,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612763,2006,2005-06,False
101124-101160-1517-224-2563,1610612763,"Hakim Warrick, Lawrence Roberts, Bobby Jackson, Eddie Jones, Dahntay Jones","Warrick, Roberts, Jackson, Jones, Jones",101124-101160-1517-224-2563,MEM,112.0,1,2.0,-2.0,3.0,3.0,,,,6.0,,,,,1.0,1.0,1.0,1.0,2.0,,2.0,4.0,,,,,,,,,2.0,,,,,,,,,1.0,,1.0,,1.0,,,,,,,,,,,,,,,,2.0,,,,,0.5,,,0.3333333333333333,,,0.3333333333333333,,,,,,,,,0.25,,,0.25,,,0.5,,,,77.14285714285714,16.666666666666668,20.666666666666668,16.666666666666668,16.0,,0.3333333333333333,,,0.3333333333333333,1.0,1.0,,,,0.3333333333333333,0.4738833333333334,,,,,,,14.35,,,,1.0,,,0.3333333333333333,,,22.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612763,2006,2005-06,False
101124-101160-2034-2563-2766,1610612763,"Hakim Warrick, Lawrence Roberts, Mike Miller, Dahntay Jones, Antonio Burks","Warrick, Roberts, Miller, Jones, Burks",101124-101160-2034-2563-2766,MEM,641.0,5,11.0,-13.0,24.0,22.0,6.0,12.0,4.0,46.0,10.0,3.0,3.0,1.0,4.0,1.0,4.0,5.0,18.0,2.0,15.0,28.0,1.0,4.0,4.0,,4.0,,3.0,2.0,8.0,2.0,1.0,2.0,1.0,5.0,4.0,1.0,2.0,3.0,1.0,6.0,5.0,11.0,2.0,,5.0,7.0,1.0,3.0,9.0,,3.0,1.0,2.0,1.0,1.0,1.0,1.0,11.0,3.0,6.0,0.2,0.25,0.2777777777777778,0.25,,0.325,0.25,0.3,0.35714285714285715,0.4,0.3,0.1111111111111111,0.2,,0.2857142857142857,1.0,1.0,0.6,0.3076923076923077,0.6666666666666666,0.625,0.3076923076923077,0.14285714285714285,0.5,,1.0,0.5,103.33853354134165,16.75,10.863636363636363,15.541666666666666,10.136363636363637,0.5,0.2,0.25,0.25,0.2,0.25,0.25,1.0,0.75,0.6,0.6,0.4801375,0.518175,0.5156,0.047619047619047616,0.05263157894736842,0.26666666666666666,0.2,5.527777777777778,0.25,1.0,1.0,2.0,1.0,1.0,0.1,0.05,0.2,24.0,3.0,1.0,,1.0,1.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,,2.0,1.0,1.0,1.0,1.0,,,3.0,,1.0,0.5,1.0,0.5,0.3333333333333333,0.6666666666666666,0.3,0.375,,1.0,1.0,1.0,0.3333333333333333,,1.0,1.0,,,,,,1.0,,,0.05,,,,1.0,,2.0,2.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612763,2006,2005-06,False
