EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,TotalPoss,ShortMidRangeFGA,Corner3FGM,Corner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGA,FG2A,FG3M,FG3A,Points,OpponentPoints,PenaltyFG3M,PenaltyFG3A,PenaltyPoints,PtsAssisted3s,NonHeaveArc3FGA,ThreePtAssists,Assists,Corner3Assists,AssistPoints,Fouls,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,FG3APct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,ShortMidRangeFrequency,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,AtRimFG3AFrequency,ShotQualityAvg,PenaltyShotQualityAvg,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,Minutes,AtRimFGM,AtRimFGA,ShortMidRangeFGM,Arc3FGM,FG2M,PtsAssisted2s,PtsUnassisted2s,NonHeaveArc3FGM,TwoPtAssists,Arc3Assists,AtRimAssists,ShortMidRangeAssists,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,Rebounds,LiveBallTurnovers,BadPassTurnovers,DeadBallTurnovers,Turnovers,Offensive Fouls,FoulsDrawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,LiveBallTurnoverPct,DefTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,DefAtRimReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,NonHeaveArc3Accuracy,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChanceOffPoss,FtPoints,SecondChanceFtPoints,SecondChancePoints,OffThreePtRebounds,OffTwoPtRebounds,FTDefRebounds,OffRebounds,SelfOReb,LostBallTurnovers,SecondChanceTurnovers,ShootingFouls,SecondChanceTsPct,DefFTReboundPct,OffTwoPtReboundPct,OffThreePtReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,OffArc3ReboundPct,DefShortMidRangeReboundPct,SelfORebPct,SecondChancePointsPct,PenaltyAtRimFGM,PenaltyAtRimFGA,LongMidRangeFGM,LongMidRangeFGA,PenaltyArc3FGA,SecondChanceFG2M,SecondChanceFG2A,PenaltyFG2M,PenaltyFG2A,PenaltyFtPoints,PtsPutbacks,Fg2aBlocked,LongMidRangeAssists,FTOffRebounds,Steals,BadPassSteals,BadPassOutOfBoundsTurnovers,PenaltyTurnovers,Loose Ball Fouls Drawn,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFoulsDrawn,SecondChanceFg2Pct,PenaltyFg2Pct,SecondChanceEfgPct,FG2APctBlocked,AtRimPctBlocked,LongMidRangePctBlocked,OffFTReboundPct,OffAtRimReboundPct,OffLongMidRangeReboundPct,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,SecondChanceShotQualityAvg,Technical Free Throw Trips,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyArc3FGM,Blocked2s,BlockedAtRim,Blocks,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,PenaltyArc3Accuracy,Travels,BlockedShortMidRange,HeaveAttempts,LostBallSteals,Loose Ball Fouls,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,3SecondViolations,SecondChanceArc3FGA,SecondChanceFG3A,OffCorner3ReboundPct,SecondChanceArc3Frequency,PtsUnassisted3s,RecoveredBlocks,BlocksRecoveredPct,Defensive 3 Seconds Violations,Offensive Fouls Drawn,StepOutOfBoundsTurnovers,ShortMidRangePctBlocked,LostBallOutOfBoundsTurnovers,SecondChanceCorner3FGA,SecondChanceCorner3Frequency,SecondChanceArc3FGM,SecondChanceFG3M,SecondChanceFg3Pct,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,SecondChanceCorner3FGM,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,BlockedLongMidRange,DefensiveGoaltends,Fg3aBlocked,Blocked3s,BlockedArc3,FG3APctBlocked,Arc3PctBlocked,OffensiveGoaltends,Corner3PctBlocked,3pt And 1 Free Throw Trips,BlockedCorner3,team_id,year,season,team_vs
101129-101211-133-1503-2397,1610612745,"Luther Head, Stephen Graham, David Wesley, Tracy McGrady, Yao Ming","Head, Graham, Wesley, McGrady, Ming",101129-101211-133-1503-2397,HOU,30.0,2,2.0,3.0,2.0,1.0,2.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,3.0,3.0,1.0,1.0,1.0,1.0,3.0,1.0,3.0,3.0,1.0,1.0,1.0,0.5,1.0,0.5,0.5,1.5,0.5,1.5,0.6666666666666666,240.0,8.0,3.0,8.0,3.0,0.3333333333333333,0.3333333333333333,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,0.6666666666666666,0.34618333333333334,0.2901,1.0,11.9,24.95,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612745,2006,2005-06,False
101129-101211-133-1503-436,1610612745,"Luther Head, Stephen Graham, David Wesley, Tracy McGrady, Juwan Howard","Head, Graham, Wesley, McGrady, Howard",101129-101211-133-1503-436,HOU,348.0,1,3.0,9.0,10.0,,,19.0,3.0,1.0,1.0,,,3.0,4.0,2.0,4.0,12.0,9.0,,,,6.0,3.0,2.0,4.0,1.0,10.0,1.0,12.0,,,,1.0,0.5,,0.5,0.75,,0.75,,0.5,78.62068965517241,16.666666666666668,19.8,16.666666666666668,19.8,0.375,0.125,1.0,1.0,1.0,0.375,,,0.625,0.46625,,,6.5,24.825,,6.0,1.0,1.0,2.0,1.0,3.0,4.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,4.0,4.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.6666666666666666,0.6666666666666666,0.75,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.125,1.0,1.0,1.0,0.6666666666666666,0.6666666666666666,0.5,0.3333333333333333,0.3333333333333333,1.0,0.3333333333333333,0.125,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612745,2006,2005-06,False
101129-101211-133-1763-436,1610612745,"Luther Head, Stephen Graham, David Wesley, Ryan Bowen, Juwan Howard","Head, Graham, Wesley, Bowen, Howard",101129-101211-133-1763-436,HOU,241.0,2,-1.0,9.0,10.0,,10.0,19.0,2.0,,,,,1.0,7.0,,1.0,11.0,12.0,,,,,1.0,,1.0,,2.0,6.0,10.0,,,5.0,,,,,0.625,,0.6111111111111112,,0.125,113.52697095435684,10.88888888888889,14.3,10.444444444444445,12.5,0.25,,,,,0.125,,,0.75,0.51206875,,,1.6142857142857143,24.6,,4.0,4.0,5.0,1.0,,5.0,2.0,8.0,,1.0,,1.0,,,3.0,5.0,7.0,2.0,,,2.0,,1.0,2.0,,1.0,0.2,0.2,0.7142857142857143,1.0,1.0,,1.0,,1.0,,,0.625,0.8,0.8,0.25,0.5,0.5,,,,,,0.1111111111111111,0.125,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,0.5,0.6666666666666666,0.5,1.0,0.6666666666666666,1.0,1.0,1.0,0.3333333333333333,0.09090909090909091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612745,2006,2005-06,False
101129-101211-133-2031-436,1610612745,"Luther Head, Stephen Graham, David Wesley, Stromile Swift, Juwan Howard","Head, Graham, Wesley, Swift, Howard",101129-101211-133-2031-436,HOU,578.0,2,,19.0,20.0,13.0,10.0,39.0,4.0,,1.0,,,1.0,16.0,,2.0,17.0,17.0,,1.0,10.0,,1.0,,5.0,,10.0,4.0,11.0,10.0,13.0,1.0,,,,,0.3333333333333333,0.2727272727272727,0.38636363636363635,0.35714285714285715,0.1111111111111111,97.16262975778547,16.263157894736842,13.45,15.578947368421053,13.45,0.2222222222222222,0.05555555555555555,,,,0.05555555555555555,,,0.4444444444444444,0.47098333333333336,0.4548045454545454,0.5882352941176471,7.38125,24.15,0.6842105263157895,10.0,2.0,6.0,2.0,,6.0,10.0,2.0,,5.0,,2.0,1.0,3.0,3.0,6.0,11.0,1.0,1.0,2.0,3.0,,6.0,8.0,,3.0,0.8333333333333334,1.0,0.375,0.3333333333333333,0.75,1.0,0.8571428571428571,,0.75,1.0,1.0,0.3333333333333333,0.3333333333333333,0.5,1.0,0.5,0.5,0.5,,,,,0.14285714285714285,0.15789473684210525,4.0,5.0,4.0,6.0,,4.0,,5.0,2.0,,1.0,1.0,0.75,,0.4,,0.3333333333333333,,,,0.2222222222222222,0.35294117647058826,1.0,4.0,2.0,6.0,1.0,1.0,1.0,3.0,10.0,4.0,2.0,3.0,2.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,0.3,1.0,0.1875,0.3333333333333333,0.16666666666666666,0.5,0.5,0.5,0.3333333333333333,0.3333333333333333,0.4,1.0,0.36363636363636365,0.25,0.09090909090909091,0.5215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612745,2006,2005-06,False
101129-101211-133-2031-87,1610612745,"Luther Head, Stephen Graham, David Wesley, Stromile Swift, Dikembe Mutombo","Head, Graham, Wesley, Swift, Mutombo",101129-101211-133-2031-87,HOU,130.0,1,-2.0,4.0,4.0,,4.0,8.0,1.0,,,,,1.0,4.0,,1.0,2.0,4.0,,,,,1.0,,,,,1.0,,,,,,,,,0.2,,0.2,,0.2,88.61538461538463,16.0,16.5,15.0,16.5,0.2,,,,,0.2,,,0.8,0.49457000000000007,,,2.55,24.1,,2.0,,3.0,1.0,,1.0,,2.0,,,,,,1.0,1.0,2.0,3.0,,,,,,,,,,,,0.25,,1.0,1.0,1.0,,,,1.0,0.6,,,,1.0,1.0,,,,,,,,1.0,,,2.0,,1.0,,1.0,,,,1.0,1.0,,0.3333333333333333,,0.25,,,1.0,,1.0,,,,,,1.0,1.0,,,,,3.0,,,,,,,,,,1.0,,1.0,0.75,1.0,,,0.3333333333333333,,,,,,,,,0.3607,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612745,2006,2005-06,False
101129-101211-133-2437-436,1610612745,"Luther Head, Stephen Graham, David Wesley, Lonny Baxter, Juwan Howard","Head, Graham, Wesley, Baxter, Howard",101129-101211-133-2437-436,HOU,136.0,1,,4.0,4.0,,4.0,8.0,,,,,,1.0,3.0,1.0,1.0,6.0,6.0,,,,3.0,1.0,1.0,1.0,,3.0,1.0,6.0,,,1.0,1.0,1.0,,1.0,0.625,,0.625,,0.25,84.70588235294117,20.25,13.75,20.25,13.75,,,,,,0.25,,,0.75,0.505825,,,5.2,24.7,,2.0,1.0,2.0,,1.0,1.0,,2.0,1.0,,1.0,,,,,,,,,,,,,1.0,,,,,0.3333333333333333,,,,,,,,,0.5,0.5,0.5,,,,,1.0,1.0,1.0,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.25,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612745,2006,2005-06,False
101129-101211-133-436-87,1610612745,"Luther Head, Stephen Graham, David Wesley, Juwan Howard, Dikembe Mutombo","Head, Graham, Wesley, Howard, Mutombo",101129-101211-133-436-87,HOU,83.0,1,-2.0,2.0,2.0,,2.0,4.0,1.0,,1.0,,,,1.0,,1.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,0.5,69.39759036144578,26.5,15.0,26.5,14.5,0.5,0.5,,,,,,,0.5,0.407025,,,4.4,24.6,,1.0,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,0.5,,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612745,2006,2005-06,False
101129-101211-1503-436-983,1610612745,"Luther Head, Stephen Graham, Tracy McGrady, Juwan Howard, Moochie Norris","Head, Graham, McGrady, Howard, Norris",101129-101211-1503-436-983,HOU,137.0,1,,5.0,5.0,,,10.0,,1.0,1.0,,,,1.0,1.0,1.0,4.0,4.0,,,,3.0,,1.0,1.0,1.0,3.0,,4.0,,,,1.0,1.0,,1.0,0.75,,0.6666666666666666,,0.5,105.1094890510949,16.0,11.4,16.0,11.4,,0.5,1.0,1.0,1.0,,,,1.0,0.541025,,,,23.3,,2.0,,1.0,,,,,,,,,,,,,,,1.0,1.0,,1.0,,2.0,2.0,,1.0,,,,1.0,,,,,,,,0.5,,,,,,,,,,,0.3333333333333333,0.5,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612745,2006,2005-06,False
101129-101211-1763-2437-983,1610612745,"Luther Head, Stephen Graham, Ryan Bowen, Lonny Baxter, Moochie Norris","Head, Graham, Bowen, Baxter, Norris",101129-101211-1763-2437-983,HOU,367.0,1,5.0,12.0,12.0,12.0,4.0,24.0,,,1.0,,1.0,3.0,7.0,1.0,4.0,16.0,11.0,1.0,4.0,16.0,3.0,3.0,1.0,3.0,,7.0,3.0,14.0,16.0,12.0,,1.0,0.25,0.25,0.25,0.4090909090909091,0.4090909090909091,0.5714285714285714,0.5714285714285714,0.36363636363636365,94.16893732970028,14.333333333333334,16.25,13.416666666666666,15.416666666666666,,0.09090909090909091,,,,0.2727272727272727,0.09090909090909091,,0.9090909090909091,0.5639,0.5639,1.0,3.242857142857143,24.5,1.0,6.0,2.0,6.0,,1.0,3.0,4.0,2.0,1.0,2.0,1.0,1.0,,,4.0,5.0,8.0,1.0,,,1.0,,4.0,7.0,1.0,2.0,0.6666666666666666,0.6666666666666666,0.42857142857142855,1.0,0.5714285714285714,,0.5714285714285714,0.25,1.0,,,0.5454545454545454,0.3333333333333333,0.4,0.5,,,,0.3333333333333333,0.3333333333333333,1.0,0.3333333333333333,0.16666666666666666,0.25,3.0,7.0,,2.0,2.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,0.5,0.5,0.25,0.6666666666666666,0.42857142857142855,,1.0,,0.16666666666666666,0.125,2.0,6.0,1.0,1.0,3.0,1.0,2.0,3.0,7.0,7.0,,1.0,1.0,,,,,1.0,,2.0,2.0,0.5,0.42857142857142855,0.5,0.14285714285714285,0.16666666666666666,,,0.25,,0.09090909090909091,1.0,1.0,1.0,0.5454545454545454,0.3333333333333333,0.2727272727272727,0.5675,,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612745,2006,2005-06,False
101129-101236-101249-133-2437,1610612745,"Luther Head, Chuck Hayes, John Lucas III, David Wesley, Lonny Baxter","Head, Hayes, Lucas III, Wesley, Baxter",101129-101236-101249-133-2437,HOU,201.0,1,2.0,7.0,6.0,,2.0,13.0,1.0,,,,,1.0,4.0,1.0,1.0,7.0,5.0,,,,3.0,1.0,1.0,2.0,,5.0,2.0,7.0,,,,1.0,1.0,,1.0,0.7,,0.7,,0.2,93.13432835820895,13.857142857142858,17.333333333333332,13.857142857142858,16.833333333333332,0.2,,,,,0.2,,,0.6,0.48868999999999996,,,8.475,25.7,,3.0,2.0,2.0,,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,,,2.0,2.0,2.0,,,2.0,2.0,,,,,,0.5,0.5,0.5,,0.5,,0.5,1.0,1.0,,,0.4,1.0,1.0,0.5,,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,0.2,,,,,,,,,,,,1.0,,1.0,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612745,2006,2005-06,False
