EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGA,LongMidRangeFGA,FG2M,FG2A,FtPoints,Points,OpponentPoints,SecondChanceFG2A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,TwoPtAssists,Assists,AtRimAssists,AssistPoints,OffTwoPtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,LiveBallTurnovers,BadPassTurnovers,LostBallTurnovers,Turnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,FoulsDrawn,FTA,NonShootingFoulsDrawn,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,DefLongMidRangeReboundPct,SelfORebPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,LongMidRangeFrequency,SecondChanceAtRimFrequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,PenaltyOffPossPct,LongMidRangeFGM,Arc3FGM,Arc3FGA,FG3M,FG3A,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,ThreePtAssists,Arc3Assists,LongMidRangeAssists,DefThreePtRebounds,Technical Free Throw Trips,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,FG3APct,DefThreePtReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefArc3ReboundPct,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,NonHeaveArc3Accuracy,Avg3ptShotDistance,PtsUnassisted2s,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,Offensive Fouls,SecondChanceAtRimFGM,SecondChanceFG2M,PtsPutbacks,Fg2aBlocked,BadPassOutOfBoundsTurnovers,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,SecondChanceFg2Pct,SecondChanceEfgPct,FG2APctBlocked,AtRimPctBlocked,OffShortMidRangeReboundPct,SecondChanceAtRimAccuracy,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,ShortMidRangeFGM,Corner3FGA,SecondChanceTurnovers,OffLongMidRangeReboundPct,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,Corner3Frequency,Offensive Fouls Drawn,Corner3FGM,Corner3Assists,OffThreePtRebounds,Steals,BadPassSteals,OffThreePtReboundPct,OffArc3ReboundPct,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Travels,PenaltyCorner3FGM,PenaltyCorner3FGA,PenaltyArc3FGM,PenaltyArc3FGA,PenaltyFG3M,PenaltyFG3A,HeaveAttempts,PenaltyFg3Pct,LongMidRangePctBlocked,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,SecondChanceCorner3FGM,SecondChanceCorner3FGA,SecondChanceArc3FGA,SecondChanceFG3M,SecondChanceFG3A,LostBallSteals,Loose Ball Fouls Drawn,SecondChanceFg3Pct,DefCorner3ReboundPct,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Frequency,Blocked2s,BlockedAtRim,Blocks,OffCorner3ReboundPct,ShortMidRangePctBlocked,ShortMidRangeAssists,ShortMidRangePctAssisted,RecoveredBlocks,BlocksRecoveredPct,Defensive 3 Seconds Violations,PtsUnassisted3s,SecondChanceAtRimPctAssisted,BlockedShortMidRange,FTOffRebounds,OffFTReboundPct,OffensiveGoaltends,StepOutOfBoundsTurnovers,SecondChanceArc3FGM,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,BlockedLongMidRange,DefensiveGoaltends,3SecondViolations,Fg3aBlocked,FG3APctBlocked,Arc3PctBlocked,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,Blocked3s,BlockedArc3,3pt And 1 Free Throw Trips,team_id,year,season,team_vs
1499-1727-2052-2242-2749,1610612753,"Tony Battie, Pat Garrity, DeShawn Stevenson, Terence Morris, Jameer Nelson","Battie, Garrity, Stevenson, Morris, Nelson",1499-1727-2052-2242-2749,ORL,11.0,1,,1.0,1.0,,1.0,,1.0,1.0,,,,,,,,,,1.0,1.0,,,1.0,1.0,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,1.0,2.0,,,1.0,1.0,,,,,,,,,0.5,0.5,0.5,,,,,,,,,,130.9090909090909,11.0,,,,,,,,,,,,,,,,,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612753,2006,2005-06,True
1499-1727-2052-255-2749,1610612753,"Tony Battie, Pat Garrity, DeShawn Stevenson, Grant Hill, Jameer Nelson","Battie, Garrity, Stevenson, Hill, Nelson",1499-1727-2052-255-2749,ORL,10.0,1,,-2.0,,1.0,,1.0,,1.0,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,144.0,,10.0,,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612753,2006,2005-06,True
1499-1727-2052-2749-278,1610612753,"Tony Battie, Pat Garrity, DeShawn Stevenson, Jameer Nelson, Stacey Augmon","Battie, Garrity, Stevenson, Nelson, Augmon",1499-1727-2052-2749-278,ORL,20.0,2,,3.0,2.0,,2.0,,,2.0,,,,,,,,,,,3.0,,,,,,,,3.0,,,1.0,,3.0,,,,,,,,,,,1.0,1.0,,1.0,,,,,3.0,3.0,2.0,,,,,,,1.5,1.5,1.5,,1.5,,,,,,,,,,144.0,9.5,,9.5,,,,,,,,,,,1.0,0.28935,,0.28935,,1.0,,1.0,,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,,,,1.0,1.0,1.0,1.0,,,,,,,,1.0,1.0,1.0,1.0,1.0,26.2,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,,1.0,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612753,2006,2005-06,True
1499-1883-2039-2045-2052,1610612753,"Tony Battie, Steve Francis, Keyon Dooling, Hedo Turkoglu, DeShawn Stevenson","Battie, Francis, Dooling, Turkoglu, Stevenson",1499-1883-2039-2045-2052,ORL,25.0,2,,-2.0,3.0,1.0,2.0,1.0,,4.0,,,,,,,2.0,,2.0,,,2.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,2.0,1.0,,,,,,,,,,,,,,,,,,,,230.39999999999998,7.0,4.0,7.0,4.0,,,,,,0.6666666666666666,,,,0.3333333333333333,0.33769999999999994,,0.32205,,,17.65,0.6666666666666666,,,1.0,,1.0,,1.0,,,,,,,,,,0.3333333333333333,,,,,,,,0.3333333333333333,,,,,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612753,2006,2005-06,True
1499-1883-2039-2045-2435,1610612753,"Tony Battie, Steve Francis, Keyon Dooling, Hedo Turkoglu, Mario Kasun","Battie, Francis, Dooling, Turkoglu, Kasun",1499-1883-2039-2045-2435,ORL,76.0,1,1.0,2.0,2.0,2.0,1.0,2.0,1.0,4.0,,,,,,,1.0,,1.0,3.0,3.0,1.0,,3.0,3.0,,1.0,3.0,3.0,,,,,,1.0,1.0,,1.0,2.0,3.0,,,,,1.0,,1.0,1.0,,3.0,4.0,2.0,,3.0,1.0,,2.0,,,,,,,0.5,0.75,0.5,,,0.5,1.0,0.3333333333333333,1.0,,,,75.78947368421053,14.0,24.0,14.0,21.5,,,,,,1.0,,,,,0.3646,,0.3646,1.0,1.0,20.3,0.5,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,1.0,1.0,,,,,,,,1.0,,,,,,,,,1610612753,2006,2005-06,True
1499-1883-2039-2045-2730,1610612753,"Tony Battie, Steve Francis, Keyon Dooling, Hedo Turkoglu, Dwight Howard","Battie, Francis, Dooling, Turkoglu, Howard",1499-1883-2039-2045-2730,ORL,1596.0,8,27.0,-7.0,48.0,47.0,25.0,22.0,5.0,95.0,9.0,17.0,4.0,4.0,8.0,5.0,8.0,10.0,30.0,16.0,42.0,49.0,4.0,1.0,7.0,5.0,13.0,14.0,27.0,4.0,2.0,3.0,2.0,7.0,4.0,10.0,2.0,15.0,5.0,20.0,,2.0,2.0,,6.0,3.0,4.0,12.0,,14.0,21.0,5.0,35.0,27.0,25.0,4.0,5.0,0.2,0.25,0.3333333333333333,0.38461538461538464,0.35135135135135137,0.40625,0.44680851063829785,0.7,0.54,0.3333333333333333,0.5,0.625,0.2,0.6842105263157895,0.2,0.5,0.75,,85.71428571428571,15.395833333333334,18.23404255319149,15.083333333333334,15.680851063829786,0.4594594594594595,0.5294117647058824,0.5294117647058824,0.2222222222222222,0.13513513513513514,0.21621621621621623,1.0,0.5,0.5,0.6486486486486487,0.5065756756756757,0.5923666666666666,0.52131875,0.16666666666666666,0.6428571428571429,6.843333333333334,0.5208333333333334,,1.0,2.0,2.0,7.0,3.0,2.0,1.0,1.0,,,3.0,,0.5,0.2857142857142857,0.2857142857142857,0.1891891891891892,1.0,0.5,0.5,1.0,,,,0.05405405405405406,0.5,0.5,,0.5,24.24285714285714,16.0,4.0,2.0,,3.0,3.0,4.0,,1.0,1.0,6.0,0.75,0.75,,,,0.75,0.14285714285714285,0.17142857142857143,1.0,5.0,,,0.2,0.2,0.13513513513513514,,1.0,1.0,1.0,6.0,2.0,0.2,,0.2,0.2,1.0,,1.0,2.0,,1.0,1.0,3.0,,0.3333333333333333,,0.125,0.5,0.0625,,,,,,,4.0,,,1.0,,,,,3.0,3.0,3.0,0.25,,,,1.0,0.3333333333333333,,3.0,,,,,,,,,,,1.0,,,,,,,,,,1610612753,2006,2005-06,True
1499-1883-2039-2045-448,1610612753,"Tony Battie, Steve Francis, Keyon Dooling, Hedo Turkoglu, Bo Outlaw","Battie, Francis, Dooling, Turkoglu, Outlaw",1499-1883-2039-2045-448,ORL,183.0,1,3.0,-1.0,6.0,5.0,4.0,,2.0,11.0,1.0,3.0,2.0,1.0,2.0,,1.0,1.0,4.0,3.0,5.0,6.0,2.0,1.0,3.0,1.0,2.0,2.0,4.0,,,,,,3.0,2.0,,2.0,3.0,5.0,,,,,1.0,,,1.0,,3.0,6.0,1.0,2.0,4.0,4.0,,1.0,,,0.25,0.5,0.2,0.3333333333333333,0.3125,0.5,0.4,,,0.6666666666666666,1.0,0.6666666666666666,0.75,1.0,,,86.55737704918033,15.666666666666666,17.8,13.833333333333334,17.6,0.6,0.3333333333333333,0.5,,,0.2,1.0,0.6666666666666666,0.5,0.8,0.48011,0.5442,0.48641666666666666,0.6,0.8,3.65,0.6666666666666666,,,1.0,,1.0,,1.0,,,,,,,,,,0.2,,1.0,,,,,,0.2,,,,,27.0,2.0,1.0,,,1.0,1.0,2.0,1.0,1.0,,2.0,0.5,0.5,0.25,0.3333333333333333,,0.5,0.2857142857142857,0.3333333333333333,,,,1.0,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,0.3333333333333333,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,1610612753,2006,2005-06,True
1499-1883-2039-2052-255,1610612753,"Tony Battie, Steve Francis, Keyon Dooling, DeShawn Stevenson, Grant Hill","Battie, Francis, Dooling, Stevenson, Hill",1499-1883-2039-2052-255,ORL,28.0,1,,,1.0,1.0,1.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,1.0,,,,,,,,102.85714285714286,25.0,3.0,25.0,3.0,,,,,,,,,,1.0,0.31155,,0.31155,,,,1.0,,,1.0,,1.0,,1.0,,,,,,,,,,1.0,,,,,,,,1.0,,,,,27.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612753,2006,2005-06,True
1499-1883-2039-2052-2730,1610612753,"Tony Battie, Steve Francis, Keyon Dooling, DeShawn Stevenson, Dwight Howard","Battie, Francis, Dooling, Stevenson, Howard",1499-1883-2039-2052-2730,ORL,1408.0,6,23.0,-11.0,48.0,45.0,17.0,31.0,7.0,93.0,6.0,14.0,4.0,5.0,7.0,8.0,9.0,13.0,31.0,9.0,47.0,58.0,6.0,,4.0,7.0,12.0,5.0,25.0,14.0,7.0,11.0,5.0,26.0,6.0,8.0,1.0,9.0,7.0,16.0,1.0,5.0,2.0,3.0,7.0,1.0,9.0,15.0,2.0,6.0,11.0,2.0,43.0,25.0,17.0,4.0,2.0,0.5384615384615384,0.5833333333333334,0.41935483870967744,0.5833333333333334,0.4634146341463415,0.6666666666666666,0.5108695652173914,0.2857142857142857,0.7352941176470589,0.7142857142857143,0.3333333333333333,0.7272727272727273,0.3333333333333333,0.6666666666666666,0.25,0.375,0.8,0.047619047619047616,95.11363636363637,15.375,14.88888888888889,15.0625,14.355555555555556,0.34146341463414637,0.42857142857142855,0.5454545454545454,0.8333333333333334,0.1951219512195122,0.21951219512195122,0.6666666666666666,0.4666666666666667,0.7142857142857143,0.5853658536585366,0.494530487804878,0.47091666666666665,0.5200766666666666,0.0851063829787234,0.5319148936170213,8.425806451612903,0.3541666666666667,3.0,,3.0,4.0,10.0,12.0,3.0,,4.0,,1.0,,,1.0,0.4,0.4,0.24390243902439024,,0.75,0.5,,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.07317073170731707,,,,,24.21,12.0,2.0,,2.0,1.0,2.0,2.0,3.0,,1.0,4.0,0.3333333333333333,0.3333333333333333,0.0967741935483871,0.21428571428571427,0.25,0.25,0.09090909090909091,0.11764705882352941,4.0,7.0,,0.3333333333333333,0.5,0.5,0.17073170731707318,,4.0,4.0,,5.0,3.0,,,0.5714285714285714,0.5714285714285714,1.0,,2.0,3.0,,,2.0,3.0,,0.6666666666666666,,0.2,0.6666666666666666,,,,,,,,2.0,,,,,,,,1.0,1.0,1.0,,,1.0,0.25,1.0,1.0,,,,,1.0,0.3333333333333333,,,,,,,,,,,,,,,,,1610612753,2006,2005-06,True
1499-1883-2039-2052-448,1610612753,"Tony Battie, Steve Francis, Keyon Dooling, DeShawn Stevenson, Bo Outlaw","Battie, Francis, Dooling, Stevenson, Outlaw",1499-1883-2039-2052-448,ORL,129.0,2,2.0,3.0,5.0,6.0,1.0,4.0,,11.0,1.0,1.0,,,,,1.0,1.0,2.0,1.0,9.0,6.0,,,,,,,3.0,2.0,1.0,3.0,1.0,8.0,,1.0,2.0,3.0,,3.0,,1.0,1.0,,1.0,,2.0,2.0,,3.0,3.0,,9.0,3.0,1.0,,,1.0,1.0,0.5,,1.0,1.5,0.9,,1.5,1.0,1.0,1.0,,1.0,,,,,122.79069767441861,9.8,13.333333333333334,9.8,13.0,0.25,1.0,1.0,1.0,,0.25,,,,0.75,0.5494875,,0.60585,,0.3333333333333333,9.7,0.2,,2.0,2.0,2.0,2.0,6.0,2.0,2.0,2.0,2.0,,,,1.0,1.0,1.0,0.5,,1.0,,,,,,0.5,1.0,1.0,1.0,1.0,25.4,,,,,,,,,,1.0,2.0,,,,,,,0.4,0.6666666666666666,,,,,,,,1.0,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,,1.0,,,,1.0,1.0,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,1610612753,2006,2005-06,True
1499-1883-2039-2730-278,1610612753,"Tony Battie, Steve Francis, Keyon Dooling, Dwight Howard, Stacey Augmon","Battie, Francis, Dooling, Howard, Augmon",1499-1883-2039-2730-278,ORL,49.0,1,1.0,-3.0,1.0,2.0,,,,3.0,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,88.16326530612245,24.0,12.5,24.0,12.5,,,,,,,,,,1.0,0.5958,,,,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,23.1,,,,,,,,,,,,,,,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612753,2006,2005-06,True
1499-1883-2045-2052-2435,1610612753,"Tony Battie, Steve Francis, Hedo Turkoglu, DeShawn Stevenson, Mario Kasun","Battie, Francis, Turkoglu, Stevenson, Kasun",1499-1883-2045-2052-2435,ORL,238.0,2,4.0,,6.0,8.0,1.0,,2.0,14.0,,,,,,3.0,2.0,1.0,5.0,3.0,8.0,8.0,1.0,2.0,2.0,,1.0,,,2.0,1.0,1.0,,2.0,1.0,1.0,1.0,2.0,2.0,4.0,,,,,,,,1.0,,3.0,3.0,,6.0,,1.0,,,1.0,1.0,0.2,,0.35714285714285715,,0.4375,0.5,,,1.0,1.0,0.25,1.0,0.4,,1.0,,84.70588235294117,22.833333333333332,12.625,20.5,12.375,,,,,0.42857142857142855,0.2857142857142857,,,,0.2857142857142857,0.4143357142857143,0.3718,0.3844,0.25,,11.879999999999999,0.16666666666666666,1.0,1.0,2.0,1.0,2.0,,2.0,1.0,,,1.0,,1.0,,0.5,0.5,0.2857142857142857,,,,,0.5,0.5,1.0,0.2857142857142857,0.5,0.5,,0.5,25.8,,,,,,,,,,,1.0,,,,,,,0.125,0.16666666666666666,,,,1.0,,,,,,,1.0,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,1610612753,2006,2005-06,True
1499-1883-2045-2052-255,1610612753,"Tony Battie, Steve Francis, Hedo Turkoglu, DeShawn Stevenson, Grant Hill","Battie, Francis, Turkoglu, Stevenson, Hill",1499-1883-2045-2052-255,ORL,205.0,3,3.0,3.0,7.0,5.0,5.0,1.0,,12.0,1.0,3.0,,,2.0,1.0,1.0,2.0,5.0,2.0,9.0,6.0,,,,,3.0,2.0,5.0,2.0,1.0,1.0,,2.0,,1.0,,1.0,,1.0,,,,,,,,1.0,1.0,3.0,2.0,1.0,9.0,5.0,5.0,1.0,1.0,0.5,0.5,0.4,,0.5833333333333334,0.375,0.6428571428571429,,0.5,,,0.5,,0.5,,,,,84.29268292682927,15.0,20.0,15.0,20.0,0.5,0.3333333333333333,0.3333333333333333,,0.16666666666666666,0.16666666666666666,,0.5,,0.6666666666666666,0.47036666666666666,,0.464425,,0.5555555555555556,4.68,0.7142857142857143,1.0,,,1.0,1.0,,,,,,1.0,,,,1.0,1.0,0.16666666666666666,,,1.0,,1.0,1.0,1.0,,,,,,24.3,2.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,0.16666666666666666,1.0,1.0,,,,,,,1.0,1.0,,,1.0,1.0,,,1.0,1.0,,1.0,,0.25,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,1610612753,2006,2005-06,True
1499-1883-2045-2052-2730,1610612753,"Tony Battie, Steve Francis, Hedo Turkoglu, DeShawn Stevenson, Dwight Howard","Battie, Francis, Turkoglu, Stevenson, Howard",1499-1883-2045-2052-2730,ORL,33732.0,39,562.0,64.0,995.0,996.0,100.0,162.0,124.0,1991.0,177.0,297.0,72.0,13.0,25.0,162.0,304.0,372.0,763.0,167.0,1076.0,1012.0,109.0,21.0,157.0,31.0,67.0,24.0,101.0,378.0,189.0,241.0,86.0,534.0,127.0,269.0,34.0,340.0,156.0,496.0,20.0,53.0,34.0,19.0,124.0,15.0,120.0,221.0,11.0,222.0,237.0,14.0,919.0,101.0,100.0,16.0,9.0,0.5080645161290323,0.5526315789473685,0.4875491480996068,0.4626865671641791,0.48351063829787233,0.43258426966292135,0.515926640926641,0.5567375886524822,0.47641509433962265,0.4274193548387097,0.85,0.6725,0.3248081841432225,0.6725274725274726,0.2980392156862745,0.43333333333333335,0.7655172413793103,0.043668122270742356,84.99466382070437,16.48140703517588,17.402610441767067,15.677386934673367,16.57730923694779,0.3159574468085106,0.5959595959595959,0.69140625,0.4858757062146893,0.1723404255319149,0.32340425531914896,0.5669291338582677,0.2808988764044944,0.52,0.5042553191489362,0.49019110756123535,0.5163657407407407,0.4687965909090909,0.14591078066914498,0.09386617100371747,9.187549148099608,0.10050251256281408,134.0,29.0,126.0,55.0,177.0,156.0,125.0,29.0,52.0,27.0,80.0,37.0,10.0,0.9454545454545454,0.3107344632768362,0.3125,0.18829787234042553,0.6727272727272727,0.539568345323741,0.7155172413793104,0.6428571428571429,0.4407894736842105,0.44370860927152317,0.5970149253731343,0.13404255319148936,0.23015873015873015,0.23015873015873015,0.9310344827586207,0.232,25.12824858757062,366.0,71.0,5.0,17.0,39.0,62.0,60.0,52.0,18.0,35.0,117.0,0.5688073394495413,0.5354330708661418,0.06815203145478375,0.13804713804713806,0.31683168316831684,0.5416666666666666,0.11448140900195694,0.13846153846153847,61.0,51.0,13.0,0.2529411764705882,0.3765432098765432,0.39869281045751637,0.05425531914893617,30.0,26.0,25.0,25.0,80.0,47.0,0.21008403361344538,0.1702127659574468,0.5098039215686274,0.5098039215686274,0.9615384615384616,13.0,4.0,8.0,1.0,14.0,5.0,22.0,1.0,0.22727272727272727,0.006578947368421052,0.0898876404494382,0.5,0.15730337078651685,0.07142857142857142,2.0,6.0,12.0,4.0,18.0,33.0,11.0,0.2222222222222222,0.7692307692307693,0.047244094488188976,0.3333333333333333,1.0,0.09448818897637795,50.0,33.0,50.0,0.36,0.05555555555555555,23.0,0.3770491803278688,27.0,0.54,5.0,9.0,0.20512820512820512,14.0,4.0,0.125,2.0,3.0,2.0,0.16666666666666666,1.0,3.0,3.0,3.0,,,,,,,,,1610612753,2006,2005-06,True
1499-1883-2045-2052-2749,1610612753,"Tony Battie, Steve Francis, Hedo Turkoglu, DeShawn Stevenson, Jameer Nelson","Battie, Francis, Turkoglu, Stevenson, Nelson",1499-1883-2045-2052-2749,ORL,253.0,4,4.0,6.0,10.0,9.0,9.0,4.0,1.0,19.0,2.0,4.0,1.0,2.0,4.0,1.0,1.0,2.0,6.0,7.0,14.0,8.0,1.0,,2.0,2.0,6.0,6.0,13.0,,,,,,1.0,1.0,1.0,3.0,1.0,4.0,,,,,,,,4.0,,4.0,8.0,3.0,12.0,13.0,9.0,2.0,2.0,,,0.3333333333333333,0.3333333333333333,0.5,0.5,0.6363636363636364,1.0,0.65,,1.0,1.0,0.25,1.0,0.25,0.5,1.0,,108.14229249011858,11.1,15.777777777777779,11.1,13.333333333333334,0.5714285714285714,0.5,0.6666666666666666,,0.14285714285714285,0.14285714285714285,1.0,0.5714285714285714,0.5,0.7142857142857143,0.5057928571428572,0.5263,0.5057928571428572,0.14285714285714285,0.9285714285714286,4.883333333333334,0.9,,1.0,1.0,1.0,1.0,,1.0,1.0,,,,1.0,,,1.0,1.0,0.14285714285714285,1.0,,,,,,,0.14285714285714285,1.0,1.0,,1.0,25.0,4.0,,,,1.0,1.0,2.0,1.0,,,1.0,1.0,1.0,0.16666666666666666,0.25,,1.0,0.125,0.14285714285714285,,,,,,,,,,,,1.0,1.0,,,,,,,,,1.0,1.0,1.0,1.0,,1.0,,,,0.14285714285714285,1.0,,,,,,,,,1.0,,,,,1.0,,1.0,,,,,1.0,1.0,,3.0,,,,,,,,,,1.0,,,,,,,,,,,1610612753,2006,2005-06,True
1499-1883-2045-2052-278,1610612753,"Tony Battie, Steve Francis, Hedo Turkoglu, DeShawn Stevenson, Stacey Augmon","Battie, Francis, Turkoglu, Stevenson, Augmon",1499-1883-2045-2052-278,ORL,139.0,2,2.0,-3.0,4.0,4.0,1.0,1.0,1.0,8.0,,,,,,2.0,1.0,,3.0,,,3.0,1.0,,,,,,,,,,,,,2.0,,2.0,,2.0,,,,,1.0,1.0,1.0,2.0,,,,,,,1.0,,,,,,,,,,,,,,0.5,,0.5,,,,,82.87769784172662,19.25,15.5,16.25,15.5,,,,,0.6666666666666666,0.3333333333333333,,,,,0.35253333333333337,0.3273,,,,10.633333333333333,0.25,,,,,,,,,,,,,,,,,,,0.5,0.5,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612753,2006,2005-06,True
1499-1883-2045-2052-448,1610612753,"Tony Battie, Steve Francis, Hedo Turkoglu, DeShawn Stevenson, Bo Outlaw","Battie, Francis, Turkoglu, Stevenson, Outlaw",1499-1883-2045-2052-448,ORL,348.0,3,6.0,3.0,11.0,9.0,11.0,9.0,1.0,20.0,3.0,7.0,,3.0,7.0,2.0,,5.0,9.0,2.0,12.0,9.0,,2.0,2.0,5.0,9.0,2.0,12.0,8.0,4.0,4.0,2.0,8.0,1.0,2.0,1.0,3.0,1.0,4.0,,1.0,,1.0,1.0,1.0,1.0,1.0,,1.0,2.0,1.0,10.0,12.0,11.0,,1.0,0.8,0.8,0.5555555555555556,0.5555555555555556,0.5555555555555556,0.5555555555555556,0.6,1.0,0.6,1.0,1.0,0.4,0.25,0.4,0.25,0.25,0.3333333333333333,,82.75862068965517,15.181818181818182,20.11111111111111,15.181818181818182,17.77777777777778,0.7777777777777778,0.42857142857142855,0.6,0.6666666666666666,0.2222222222222222,,,0.7777777777777778,0.42857142857142855,0.7777777777777778,0.5273,,0.5273,0.16666666666666666,1.0,1.1,1.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,2.0,,,,,,,2.0,,,,,,0.2222222222222222,0.2857142857142857,,,,,2.0,,,,1.0,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1610612753,2006,2005-06,True
