EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,OffPoss,DefPoss,PenaltyOffPoss,SecondChanceOffPoss,TotalPoss,AtRimFGA,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGA,Arc3FGM,Arc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,LongMidRangeAssists,AssistPoints,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,ShootingFouls,Fouls,FoulsDrawn,FTA,TwoPtShootingFoulsDrawn,Blocked2s,BlockedAtRim,Blocks,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,DefAtRimReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,ShortMidRangeFrequency,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,PlusMinus,AtRimFGM,SecondChanceAtRimFGM,SecondChanceAtRimFGA,ShortMidRangeFGM,PtsPutbacks,Fg2aBlocked,OffThreePtRebounds,SelfOReb,DeadBallTurnovers,Turnovers,Loose Ball Fouls,Offensive Fouls,2pt And 1 Free Throw Trips,FG2APctBlocked,AtRimPctBlocked,OffThreePtReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,DefShortMidRangeReboundPct,SelfORebPct,AtRimAccuracy,UnblockedAtRimAccuracy,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyDefPoss,Corner3FGM,PenaltyCorner3FGM,PenaltyCorner3FGA,PenaltyArc3FGA,PenaltyFG3M,PenaltyFG3A,Corner3Assists,AtRimAssists,ShortMidRangeAssists,Steals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,Technical Free Throw Trips,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,PenaltyFg3Pct,ShortMidRangePctBlocked,LiveBallTurnoverPct,AtRimPctAssisted,ShortMidRangePctAssisted,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyAtRimFGA,SecondChanceFtPoints,Fg3aBlocked,BadPassSteals,LostBallTurnovers,PenaltyTurnovers,Loose Ball Fouls Drawn,FG3APctBlocked,Corner3PctBlocked,OffCorner3ReboundPct,DefCorner3ReboundPct,PenaltyAtRimFrequency,PenaltyAtRimFGM,PenaltyArc3FGM,PtsUnassisted3s,FTOffRebounds,BlockedShortMidRange,RecoveredBlocks,LongMidRangePctBlocked,OffFTReboundPct,BlocksRecoveredPct,PenaltyAtRimAccuracy,PenaltyArc3Accuracy,Travels,Offensive Fouls Drawn,SecondChanceCorner3FGA,SecondChanceArc3FGA,SecondChanceFG3A,LostBallOutOfBoundsTurnovers,DefensiveGoaltends,3SecondViolations,SecondChanceCorner3Frequency,SecondChanceArc3Frequency,HeaveAttempts,Arc3PctBlocked,SecondChanceArc3FGM,SecondChanceFG3M,SecondChanceFg3Pct,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,SecondChanceCorner3FGM,SecondChanceTurnovers,3pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,Blocked3s,BlockedArc3,OffensiveGoaltends,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,ThreePtShootingFoulsDrawnPct,StepOutOfBoundsTurnovers,Defensive 3 Seconds Violations,SecondChanceAtRimPctAssisted,BlockedLongMidRange,team_id,year,season,team_vs
1496-1559-1717-1891-2572,1610612742,"Keith Van Horn, Adrian Griffin, Dirk Nowitzki, Jason Terry, Josh Howard","Van Horn, Griffin, Nowitzki, Terry, Howard",1496-1559-1717-1891-2572,DAL,383.0,2,6.0,11.0,9.0,4.0,2.0,20.0,1.0,3.0,2.0,4.0,1.0,1.0,1.0,2.0,8.0,1.0,2.0,6.0,13.0,13.0,1.0,2.0,2.0,1.0,4.0,2.0,4.0,2.0,2.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,5.0,2.0,1.0,2.0,1.0,4.0,2.0,6.0,1.0,2.0,3.0,6.0,3.0,1.0,1.0,1.0,11.0,4.0,4.0,0.5,0.5,1.0,0.5,0.5,0.25,0.5,0.25,0.35,0.5,0.25,0.5,0.5,0.4,0.2,1.0,0.6666666666666666,0.3333333333333333,1.0,0.75,0.2857142857142857,1.0,0.3333333333333333,0.5,1.0,1.0,75.19582245430809,20.727272727272727,17.22222222222222,17.636363636363637,17.22222222222222,0.1,0.3,0.4,0.5,0.5,0.5,0.1,0.1,1.0,1.0,1.0,0.3,1.0,0.42123,0.35505,0.3751,0.23076923076923078,0.2727272727272727,0.15384615384615385,0.3076923076923077,10.8375,24.2,0.36363636363636365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612742,2006,2005-06,False
1496-1559-1717-1891-2734,1610612742,"Keith Van Horn, Adrian Griffin, Dirk Nowitzki, Jason Terry, Devin Harris","Van Horn, Griffin, Nowitzki, Terry, Harris",1496-1559-1717-1891-2734,DAL,340.0,1,6.0,10.0,11.0,,2.0,21.0,5.0,2.0,1.0,4.0,,,2.0,4.0,11.0,,2.0,1.0,9.0,13.0,2.0,4.0,4.0,,,,,,8.0,,2.0,,,,,,,,3.0,,3.0,2.0,5.0,4.0,9.0,2.0,4.0,2.0,1.0,1.0,,,,5.0,,,,,,,,0.36363636363636365,0.5,,0.3076923076923077,0.5,,0.34615384615384615,0.5,,0.15384615384615385,1.0,1.0,0.42857142857142855,,1.0,0.4444444444444444,0.6666666666666666,,1.0,1.0,,88.94117647058823,20.3,12.454545454545455,18.3,12.454545454545455,0.38461538461538464,0.15384615384615385,0.3076923076923077,0.25,0.25,,,0.15384615384615385,,,,0.5384615384615384,,0.4641884615384615,0.4992666666666667,,0.07692307692307693,0.09090909090909091,0.4444444444444444,,8.0,24.6,,-4.0,2.0,1.0,3.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.09090909090909091,0.2,0.5,0.3333333333333333,0.5,1.0,0.125,0.4,0.5,0.5,0.5,0.75,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612742,2006,2005-06,False
1496-1559-1717-1891-711,1610612742,"Keith Van Horn, Adrian Griffin, Dirk Nowitzki, Jason Terry, Jerry Stackhouse","Van Horn, Griffin, Nowitzki, Terry, Stackhouse",1496-1559-1717-1891-711,DAL,672.0,4,11.0,22.0,23.0,9.0,3.0,45.0,4.0,3.0,6.0,8.0,2.0,,4.0,10.0,15.0,1.0,6.0,2.0,25.0,34.0,2.0,3.0,4.0,4.0,7.0,1.0,12.0,10.0,10.0,3.0,4.0,,5.0,1.0,6.0,,3.0,13.0,2.0,2.0,4.0,,6.0,2.0,8.0,3.0,7.0,6.0,5.0,1.0,,,,21.0,12.0,9.0,0.5,0.5555555555555556,1.0,0.16666666666666666,0.16666666666666666,0.6666666666666666,0.6666666666666666,0.5714285714285714,0.5476190476190477,0.6666666666666666,0.55,0.5681818181818182,0.6666666666666666,0.5454545454545454,0.2857142857142857,,0.8,0.4,1.0,0.8571428571428571,0.2,,,0.6666666666666666,1.0,1.0,96.42857142857143,16.863636363636363,13.08695652173913,16.0,13.0,0.19047619047619047,0.14285714285714285,0.38095238095238093,0.75,0.75,0.5,0.09523809523809523,0.19047619047619047,,,,0.47619047619047616,,0.45071666666666665,0.36116666666666664,0.44077,0.047619047619047616,0.06666666666666667,0.16,0.48,11.493333333333334,24.816666666666666,0.4090909090909091,-9.0,2.0,,,2.0,2.0,1.0,,,1.0,2.0,,,1.0,0.06666666666666667,,,1.0,,1.0,,0.5,0.5,0.6666666666666666,1.0,,,11.0,1.0,1.0,1.0,2.0,1.0,3.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,3.0,1.0,0.3333333333333333,0.3333333333333333,0.5,0.5,0.5,0.5,0.5,1.0,0.1,1.0,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612742,2006,2005-06,False
1496-1559-1717-2572-2734,1610612742,"Keith Van Horn, Adrian Griffin, Dirk Nowitzki, Josh Howard, Devin Harris","Van Horn, Griffin, Nowitzki, Howard, Harris",1496-1559-1717-2572-2734,DAL,413.0,2,7.0,13.0,12.0,6.0,4.0,25.0,8.0,2.0,1.0,3.0,1.0,,,3.0,13.0,,1.0,5.0,11.0,11.0,1.0,4.0,3.0,,3.0,4.0,4.0,2.0,4.0,,,,1.0,,1.0,,,2.0,3.0,3.0,1.0,,4.0,4.0,8.0,2.0,3.0,4.0,5.0,2.0,2.0,2.0,2.0,8.0,4.0,6.0,0.3333333333333333,0.5,,,,0.23076923076923078,0.25,,0.21428571428571427,0.25,,0.34375,0.375,0.3333333333333333,0.07142857142857142,,0.3333333333333333,0.3,1.0,0.6666666666666666,0.36363636363636365,0.3333333333333333,0.5,,,1.0,87.16707021791767,18.0,14.916666666666666,16.384615384615383,14.75,0.5714285714285714,0.14285714285714285,0.21428571428571427,0.3333333333333333,0.3333333333333333,,0.07142857142857142,,,,,0.6428571428571429,,0.46229285714285717,0.42765,0.4553,0.13333333333333333,0.14285714285714285,0.2727272727272727,0.36363636363636365,5.553846153846154,23.3,0.46153846153846156,,2.0,1.0,2.0,,2.0,3.0,1.0,,,1.0,,,1.0,0.23076923076923078,0.25,1.0,,,1.0,,0.25,0.3333333333333333,,,0.5,0.5,7.0,,,1.0,,,1.0,,1.0,,1.0,,1.0,,,,1.0,1.0,1.0,,0.5,1.0,0.5,,,,,0.25,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612742,2006,2005-06,False
1496-1559-1717-2605-2734,1610612742,"Keith Van Horn, Adrian Griffin, Dirk Nowitzki, Marquis Daniels, Devin Harris","Van Horn, Griffin, Nowitzki, Daniels, Harris",1496-1559-1717-2605-2734,DAL,37.0,1,1.0,1.0,2.0,1.0,,3.0,,,,1.0,,,,,1.0,,,,,3.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,116.75675675675676,23.0,7.0,23.0,7.0,,,1.0,,,,,,,,,,,0.3473,,0.3473,,,,,14.5,,1.0,-3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612742,2006,2005-06,False
1496-1559-1717-2605-711,1610612742,"Keith Van Horn, Adrian Griffin, Dirk Nowitzki, Marquis Daniels, Jerry Stackhouse","Van Horn, Griffin, Nowitzki, Daniels, Stackhouse",1496-1559-1717-2605-711,DAL,218.0,2,4.0,7.0,6.0,,,13.0,2.0,1.0,,1.0,2.0,,,2.0,4.0,,2.0,2.0,6.0,4.0,,,,,,,,4.0,,,,,2.0,,2.0,,,4.0,,,3.0,,3.0,,3.0,1.0,1.0,1.0,2.0,1.0,,,,6.0,,,1.0,1.0,,,,0.5,,,0.3333333333333333,,,0.42857142857142855,,,0.3333333333333333,,1.0,,,0.75,,,,,1.0,,85.87155963302753,19.142857142857142,14.0,19.142857142857142,13.666666666666666,0.3333333333333333,0.16666666666666666,0.16666666666666666,,,,0.3333333333333333,,,,,0.6666666666666666,,0.4902333333333333,,,0.14285714285714285,0.2,,,6.4,23.7,,2.0,2.0,,,,,1.0,,,1.0,1.0,,,,0.25,,,,,1.0,,1.0,1.0,,,,,3.0,,,,,,,,2.0,,1.0,,,,,,,,,,1.0,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612742,2006,2005-06,False
1496-1559-1717-2734-353,1610612742,"Keith Van Horn, Adrian Griffin, Dirk Nowitzki, Devin Harris, Darrell Armstrong","Van Horn, Griffin, Nowitzki, Harris, Armstrong",1496-1559-1717-2734-353,DAL,6.0,1,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,240.0,,6.0,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612742,2006,2005-06,False
1496-1559-1717-2734-711,1610612742,"Keith Van Horn, Adrian Griffin, Dirk Nowitzki, Devin Harris, Jerry Stackhouse","Van Horn, Griffin, Nowitzki, Harris, Stackhouse",1496-1559-1717-2734-711,DAL,665.0,4,11.0,21.0,21.0,7.0,2.0,42.0,9.0,3.0,3.0,7.0,,2.0,3.0,10.0,19.0,2.0,3.0,3.0,29.0,25.0,1.0,2.0,2.0,3.0,6.0,3.0,12.0,6.0,14.0,3.0,3.0,2.0,3.0,1.0,4.0,1.0,,9.0,1.0,2.0,4.0,,6.0,2.0,8.0,2.0,5.0,5.0,4.0,2.0,1.0,,1.0,27.0,12.0,7.0,0.3,0.3,0.5,0.6666666666666666,0.6666666666666666,0.5263157894736842,0.5,0.5,0.5909090909090909,0.5,0.6428571428571429,0.6304347826086957,0.5,0.75,0.13636363636363635,,0.6666666666666666,0.1111111111111111,1.0,0.75,0.1,,,0.5,1.0,1.0,90.94736842105263,18.476190476190474,13.19047619047619,17.952380952380953,12.857142857142858,0.4090909090909091,0.13636363636363635,0.3181818181818182,0.42857142857142855,0.5,,,0.13636363636363635,0.6666666666666666,0.6666666666666666,0.5,0.5454545454545454,0.6666666666666666,0.48580681818181815,0.5621,0.43945,0.09090909090909091,0.10526315789473684,0.06896551724137931,0.41379310344827586,7.447368421052632,24.933333333333334,0.3333333333333333,4.0,6.0,1.0,2.0,1.0,,2.0,,,,,,,2.0,0.10526315789473684,0.1111111111111111,,0.25,,0.6666666666666666,,0.6666666666666666,0.75,0.3333333333333333,0.3333333333333333,1.0,0.5,11.0,,,,1.0,1.0,1.0,,3.0,,2.0,1.0,,,,,1.0,2.0,1.0,1.0,,,0.5,,,,,,,0.14285714285714285,2.0,,,1.0,,,,,,,1.0,0.2857142857142857,1.0,1.0,3.0,1.0,1.0,1.0,0.14285714285714285,1.0,1.0,0.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612742,2006,2005-06,False
1496-1559-1717-353-711,1610612742,"Keith Van Horn, Adrian Griffin, Dirk Nowitzki, Darrell Armstrong, Jerry Stackhouse","Van Horn, Griffin, Nowitzki, Armstrong, Stackhouse",1496-1559-1717-353-711,DAL,31.0,1,1.0,2.0,1.0,2.0,,3.0,1.0,,,,,,1.0,1.0,1.0,,1.0,,2.0,,,,,1.0,1.0,,2.0,,2.0,,1.0,,,,,,,,,1.0,,,1.0,,1.0,,,,,,,,,2.0,2.0,2.0,,,,,,1.0,,1.0,0.5,,0.5,0.5,,0.5,0.5,,,,1.0,1.0,,,,,,1.0,139.3548387096774,12.0,7.0,12.0,7.0,0.5,,,,,,,0.5,,,,1.0,,0.34925,,0.34925,,,,1.0,,33.5,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,1.0,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,0.5,1.0,,,,,,,,,,,0.5,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612742,2006,2005-06,False
1496-1559-1891-2205-711,1610612742,"Keith Van Horn, Adrian Griffin, Jason Terry, DeSagana Diop, Jerry Stackhouse","Van Horn, Griffin, Terry, Diop, Stackhouse",1496-1559-1891-2205-711,DAL,141.0,1,2.0,4.0,5.0,2.0,,9.0,,,,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,4.0,7.0,,,,,,1.0,4.0,,,3.0,1.0,1.0,,1.0,1.0,1.0,,3.0,,1.0,1.0,1.0,3.0,,3.0,1.0,2.0,1.0,2.0,,,,,4.0,4.0,2.0,,,1.0,1.0,1.0,,,,0.75,,1.5,0.6666666666666666,,1.0,0.5,1.0,1.0,,1.0,1.0,,,,,1.0,1.0,91.91489361702128,19.5,12.6,19.5,12.6,,,0.5,,,,,0.5,1.0,1.0,1.0,0.5,1.0,0.451075,,0.49665,,,,1.0,19.7,24.0,0.5,-3.0,,,,,,,,,1.0,1.0,,1.0,,,,,,,,,,,,,,,3.0,,,,1.0,1.0,1.0,,,,,,,,,,1.0,,1.0,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612742,2006,2005-06,False
