EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,TotalPoss,AtRimFGA,PenaltyAtRimFGA,FG2A,OpponentPoints,PenaltyFG2A,PenaltyOffPossExcludingTakeFouls,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,PenaltyAtRimFrequency,AtRimFG3AFrequency,ShotQualityAvg,PenaltyShotQualityAvg,PenaltyOffPossPct,AtRimFGM,PenaltyAtRimFGM,ShortMidRangeFGA,FG2M,Points,PenaltyFG2M,PenaltyPoints,PtsAssisted2s,TwoPtAssists,Assists,AtRimAssists,AssistPoints,DefTwoPtRebounds,DefRebounds,Rebounds,FirstChancePoints,PenaltyPointsExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,DefTwoPtReboundPct,DefFGReboundPct,DefLongMidRangeReboundPct,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,PenaltyAtRimAccuracy,PenaltyPointsPct,Avg2ptShotDistance,SecondChanceOffPoss,LongMidRangeFGM,LongMidRangeFGA,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,LongMidRangeAssists,OffTwoPtRebounds,FTDefRebounds,OffRebounds,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,DefFTReboundPct,OffTwoPtReboundPct,OffFGReboundPct,OffLongMidRangeReboundPct,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,SecondChanceShotQualityAvg,SecondChancePointsPct,FtPoints,PenaltyFtPoints,FoulsDrawn,FTA,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFoulsDrawn,Arc3FGA,PenaltyArc3FGA,FG3A,PenaltyFG3A,HeaveAttempts,NonHeaveArc3FGA,FG3APct,Arc3Frequency,PenaltyArc3Frequency,Avg3ptShotDistance,PtsUnassisted2s,SecondChanceAtRimFGM,SecondChanceAtRimFGA,Corner3FGM,Corner3FGA,FG3M,PtsAssisted3s,PtsPutbacks,ThreePtAssists,Corner3Assists,Fouls,NonShootingPenaltyNonTakeFouls,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyCorner3FGA,Arc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,SecondChanceFG3A,PenaltyFG3M,NonHeaveArc3FGM,Arc3Assists,OffThreePtRebounds,DefThreePtRebounds,TwoPtShootingFoulsDrawn,PenaltyFg3Pct,DefThreePtReboundPct,OffThreePtReboundPct,OffCorner3ReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceArc3Frequency,PenaltyCorner3Frequency,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,ShootingFouls,ThreePtShootingFoulsDrawn,DefensiveGoaltends,ThreePtShootingFoulsDrawnPct,OffShortMidRangeReboundPct,SecondChanceFtPoints,FTOffRebounds,OffFTReboundPct,Steals,BadPassSteals,DeadBallTurnovers,Turnovers,LostBallSteals,DefShortMidRangeReboundPct,Fg2aBlocked,BadPassOutOfBoundsTurnovers,PenaltyTurnovers,Offensive Fouls,Offensive Fouls Drawn,FG2APctBlocked,AtRimPctBlocked,SelfOReb,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,OffAtRimReboundPct,DefAtRimReboundPct,SelfORebPct,BlocksRecoveredPct,BlockedLongMidRange,SecondChanceTurnovers,LiveBallTurnovers,BadPassTurnovers,Loose Ball Fouls,2pt And 1 Free Throw Trips,LiveBallTurnoverPct,Loose Ball Fouls Drawn,3SecondViolations,ShortMidRangeFGM,ShortMidRangeAssists,BlockedShortMidRange,ShortMidRangePctBlocked,OffArc3ReboundPct,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,SecondChanceAtRimPctAssisted,SecondChanceCorner3FGA,LostBallTurnovers,Travels,SecondChanceCorner3Frequency,PenaltyCorner3FGM,PtsUnassisted3s,Technical Free Throw Trips,PenaltyCorner3Accuracy,LostBallOutOfBoundsTurnovers,OffensiveGoaltends,StepOutOfBoundsTurnovers,Blocked3s,BlockedArc3,SecondChanceArc3FGM,SecondChanceFG3M,Fg3aBlocked,SecondChanceFg3Pct,FG3APctBlocked,Arc3PctBlocked,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,Defensive 3 Seconds Violations,SecondChanceCorner3FGM,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,LongMidRangePctBlocked,team_id,year,season,team_vs
101137-101189-1749-1894-2733,1610612746,"Daniel Ewing, James Singleton, Cuttino Mobley, Corey Maggette, Shaun Livingston","Ewing, Singleton, Mobley, Maggette, Livingston",101137-101189-1749-1894-2733,LAC,36.0,1,1.0,-3.0,2.0,1.0,2.0,1.0,3,1.0,1.0,1.0,3.0,1.0,2.0,120.0,9.0,18.0,9.0,18.0,1.0,1.0,1.0,0.6523,0.6523,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612746,2006,2005-06,True
101137-101189-1749-2209-962,1610612746,"Daniel Ewing, James Singleton, Cuttino Mobley, Vladimir Radmanovic, Walter McCarty","Ewing, Singleton, Mobley, Radmanovic, McCarty",101137-101189-1749-2209-962,LAC,48.0,1,1.0,2.0,2.0,1.0,2.0,1.0,3,1.0,1.0,2.0,,2.0,2.0,90.0,11.0,26.0,11.0,26.0,0.5,0.5,0.5,0.55255,0.55255,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,0.5,0.5,0.5,0.5,0.5,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,3.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612746,2006,2005-06,True
101137-101189-1882-1894-2549,1610612746,"Daniel Ewing, James Singleton, Elton Brand, Corey Maggette, Chris Kaman","Ewing, Singleton, Brand, Maggette, Kaman",101137-101189-1882-1894-2549,LAC,31.0,1,1.0,2.0,1.0,1.0,1.0,1.0,2,,,2.0,,2.0,1.0,92.9032258064516,22.0,9.0,15.0,9.0,,,,0.34155,0.34155,1.0,,,,1.0,2.0,1.0,2.0,2.0,1.0,1.0,,2.0,,1.0,2.0,,2.0,1.0,1.0,0.5,0.5,0.5,0.5,0.5,0.5,,,,,,,,,1.0,20.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,1.0,0.304,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612746,2006,2005-06,True
101137-101189-1894-2209-2549,1610612746,"Daniel Ewing, James Singleton, Corey Maggette, Vladimir Radmanovic, Chris Kaman","Ewing, Singleton, Maggette, Radmanovic, Kaman",101137-101189-1894-2209-2549,LAC,121.0,1,2.0,-3.0,3.0,4.0,3.0,4.0,7,,,2.0,6.0,2.0,3.0,83.30578512396694,13.666666666666666,20.0,13.666666666666666,20.0,,,,0.3718,0.3718,1.0,,,,1.0,3.0,1.0,3.0,2.0,1.0,1.0,,2.0,1.0,1.0,1.0,3.0,3.0,1.0,1.0,0.5,0.5,0.5,0.5,0.5,0.5,1.0,1.0,1.0,,,,,,1.0,18.1,,1.0,2.0,,,,1.0,,,,,,,,,,,1.0,0.5,0.5,1.0,,,1.0,1.0,1.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612746,2006,2005-06,True
101137-1749-1882-1894-2733,1610612746,"Daniel Ewing, Cuttino Mobley, Elton Brand, Corey Maggette, Shaun Livingston","Ewing, Mobley, Brand, Maggette, Livingston",101137-1749-1882-1894-2733,LAC,29.0,1,,-2.0,1.0,1.0,1.0,1.0,2,,,,2.0,,1.0,99.3103448275862,20.0,9.0,20.0,9.0,,,1.0,0.50655,0.50655,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,35.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612746,2006,2005-06,True
101137-1749-1882-2624-2733,1610612746,"Daniel Ewing, Cuttino Mobley, Elton Brand, Quinton Ross, Shaun Livingston","Ewing, Mobley, Brand, Ross, Livingston",101137-1749-1882-2624-2733,LAC,18.0,1,,2.0,1.0,,1.0,,1,1.0,1.0,1.0,,1.0,1.0,80.0,18.0,,18.0,,1.0,1.0,1.0,0.5182,0.5182,1.0,1.0,1.0,,1.0,2.0,1.0,2.0,,,,,,,,,2.0,2.0,,,1.0,1.0,1.0,1.0,1.0,1.0,,,,1.0,1.0,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612746,2006,2005-06,True
101137-1749-1894-2549-2733,1610612746,"Daniel Ewing, Cuttino Mobley, Corey Maggette, Chris Kaman, Shaun Livingston","Ewing, Mobley, Maggette, Kaman, Livingston",101137-1749-1894-2549-2733,LAC,2.0,1,,,,1.0,,1.0,1,,,,,,,720.0,,1.0,,1.0,,,1.0,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,1.0,,1.0,,1.0,,1.0,1.0,,71.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612746,2006,2005-06,True
101137-1749-2624-2733-962,1610612746,"Daniel Ewing, Cuttino Mobley, Quinton Ross, Shaun Livingston, Walter McCarty","Ewing, Mobley, Ross, Livingston, McCarty",101137-1749-2624-2733-962,LAC,14.0,2,,3.0,3.0,1.0,2.0,1.0,4,1.0,1.0,2.0,2.0,2.0,2.0,411.42857142857144,4.333333333333333,1.0,4.333333333333333,1.0,0.25,0.3333333333333333,0.75,0.39625,0.43048333333333333,0.6666666666666666,1.0,1.0,,1.0,5.0,1.0,2.0,,,1.0,,3.0,,,1.0,3.0,2.0,,,0.5,0.5,0.625,0.3333333333333333,0.625,0.3333333333333333,,,,1.0,1.0,,,1.0,0.4,8.85,1.0,,1.0,1.0,1.0,2.0,,1.0,,1.0,1.0,1.0,1.0,,1.0,0.5,1.0,0.25,,,,0.7137,0.4,,,,,,,1.0,1.0,2.0,1.0,,1.0,0.5,0.25,0.3333333333333333,24.0,2.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.25,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612746,2006,2005-06,True
101189-1749-1882-208-2624,1610612746,"James Singleton, Cuttino Mobley, Elton Brand, Sam Cassell, Quinton Ross","Singleton, Mobley, Brand, Cassell, Ross",101189-1749-1882-208-2624,LAC,172.0,1,3.0,5.0,5.0,4.0,4.0,4.0,9,,,,3.0,,4.0,75.34883720930233,15.2,24.0,14.2,24.0,,,1.0,0.478,0.478,0.8,,,,,8.0,,6.0,,,1.0,,3.0,1.0,3.0,4.0,8.0,6.0,,,,,0.5,0.5,0.6666666666666666,0.6,1.0,1.0,1.0,,,,,,0.75,,1.0,,,,,,,,,1.0,,,,,,0.5,,,,,,,,5.0,3.0,3.0,6.0,,,2.0,2.0,3.0,3.0,,2.0,1.0,0.6666666666666666,0.6666666666666666,25.633333333333336,,,,,1.0,1.0,3.0,,1.0,,,,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,0.3333333333333333,1.0,0.5,1.0,1.0,1.0,0.5,0.5,1.0,1.0,0.3333333333333333,0.5,0.5,0.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612746,2006,2005-06,True
101189-1749-1882-2549-2733,1610612746,"James Singleton, Cuttino Mobley, Elton Brand, Chris Kaman, Shaun Livingston","Singleton, Mobley, Brand, Kaman, Livingston",101189-1749-1882-2549-2733,LAC,3.0,1,,,1.0,,1.0,,1,,,,,,1.0,480.0,3.0,,3.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612746,2006,2005-06,True
