EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,PlusMinus,DefPoss,PenaltyDefPoss,TotalPoss,OpponentPoints,Fouls,NonShootingPenaltyNonTakeFouls,Pace,SecondsPerPossDef,SecondsExcludingORebsPerPossDef,Minutes,OffPoss,PenaltyOffPoss,SecondChanceOffPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGA,Corner3FGA,SecondChanceCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGA,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,SecondChanceFG2A,SecondChanceFG3A,PenaltyFG2M,PenaltyFG2A,PenaltyFG3A,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,Fg3aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,ShortMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,StepOutOfBoundsTurnovers,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,FoulsDrawn,Offensive Fouls Drawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,ThreePtShootingFoulsDrawn,Blocked2s,Blocked3s,BlockedArc3,BlockedShortMidRange,Blocks,RecoveredBlocks,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,FG3APct,FG3APctBlocked,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,Arc3PctBlocked,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,SecondsPerPossOff,SecondsExcludingORebsPerPossOff,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,Corner3Frequency,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceCorner3Frequency,SecondChanceArc3Frequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,ThreePtShootingFoulsDrawnPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,SecondChanceAtRimFGM,LongMidRangeFGM,PenaltyCorner3FGA,PenaltyArc3FGM,SecondChanceFG2M,SecondChancePoints,PenaltyFG3M,PenaltyFtPoints,PtsPutbacks,BlockedAtRim,PenaltyFg3Pct,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,SecondChanceAtRimAccuracy,PenaltyCorner3Frequency,PenaltyArc3Accuracy,SecondChancePointsPct,Corner3FGM,Corner3Assists,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,BlockedLongMidRange,3pt And 1 Free Throw Trips,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFoulsDrawn,Offensive Fouls,Loose Ball Fouls Drawn,SecondChanceAtRimPctAssisted,SecondChanceCorner3FGM,PenaltyCorner3FGM,SecondChanceFG3M,SecondChanceFg3Pct,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,PenaltyCorner3Accuracy,SecondChanceArc3FGM,LongMidRangeAssists,LongMidRangePctAssisted,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,FTOffRebounds,Travels,OffFTReboundPct,SecondChanceFtPoints,Loose Ball Fouls,OffLongMidRangeReboundPct,Charge Fouls Drawn,Corner3PctBlocked,team_id,year,season,team_vs
1627742-1627751-1629628-1630567-1630572,1610612761,"Brandon Ingram, Jakob Poeltl, RJ Barrett, Scottie Barnes, Sandro Mamukelashvili","Ingram, Poeltl, Barrett, Barnes, Mamukelashvili",1627742-1627751-1629628-1630567-1630572,TOR,8.0,1,-2.0,1.0,1.0,1,2.0,1.0,1.0,180.0,8.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612761,2026,2025-26,True
1627742-1627751-1629628-1630567-1642266,1610612761,"Brandon Ingram, Jakob Poeltl, RJ Barrett, Scottie Barnes, Ja'Kobe Walter","Ingram, Poeltl, Barrett, Barnes, Walter",1627742-1627751-1629628-1630567-1642266,TOR,1495.0,5,1.0,57.0,,115,53.0,10.0,,110.76923076923076,11.649122807017545,11.31578947368421,25.0,58.0,5.0,6.0,8.0,15.0,2.0,1.0,2.0,7.0,11.0,2.0,3.0,1.0,6.0,18.0,1.0,1.0,15.0,28.0,6.0,21.0,6.0,54.0,2.0,2.0,1.0,4.0,1.0,2.0,10.0,20.0,9.0,9.0,18.0,6.0,4.0,1.0,5.0,3.0,8.0,3.0,3.0,2.0,19.0,4.0,3.0,10.0,10.0,2.0,22.0,7.0,29.0,1.0,6.0,5.0,1.0,5.0,2.0,4.0,6.0,2.0,1.0,1.0,11.0,2.0,1.0,9.0,16.0,2.0,14.0,3.0,7.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,54.0,2.0,5.0,0.3333333333333333,0.3333333333333333,0.5,0.2857142857142857,0.2857142857142857,0.5357142857142857,0.25,0.4897959183673469,0.2,0.5,0.2,0.42857142857142855,0.047619047619047616,0.14285714285714285,0.2,0.09090909090909091,0.05555555555555555,0.45454545454545453,1.0,0.7142857142857143,0.23076923076923078,0.7692307692307693,0.26666666666666666,0.7407407407407407,0.25,0.14285714285714285,0.5,0.25,0.3333333333333333,0.6,0.6666666666666666,1.0,0.7777777777777778,0.75,0.043478260869565216,0.5,14.327586206896552,14.017241379310345,0.30612244897959184,0.5333333333333333,0.6666666666666666,0.375,0.22448979591836735,0.6363636363636364,0.7,0.2857142857142857,0.04081632653061224,0.061224489795918366,0.3673469387755102,0.3333333333333333,0.35294117647058826,0.5,0.5,0.25,0.25,0.4,0.5,0.2,0.7346938775510204,0.3333333333333333,0.5638051020408162,0.54185,0.51921,0.14814814814814814,0.21875,0.045454545454545456,0.037037037037037035,4.942857142857143,25.504761904761907,0.08620689655172414,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612761,2026,2025-26,True
1627742-1627751-1629628-1630567-1642347,1610612761,"Brandon Ingram, Jakob Poeltl, RJ Barrett, Scottie Barnes, Jamal Shead","Ingram, Poeltl, Barrett, Barnes, Shead",1627742-1627751-1629628-1630567-1642347,TOR,1033.0,3,6.0,34.0,5.0,69,38.0,4.0,,96.18586640851889,15.558823529411764,15.411764705882353,17.0,35.0,7.0,5.0,7.0,9.0,3.0,1.0,1.0,6.0,8.0,1.0,4.0,,3.0,11.0,1.0,4.0,14.0,18.0,3.0,15.0,7.0,44.0,4.0,1.0,1.0,1.0,5.0,8.0,12.0,16.0,6.0,3.0,11.0,3.0,1.0,1.0,6.0,2.0,8.0,2.0,4.0,2.0,18.0,2.0,3.0,4.0,7.0,,11.0,5.0,16.0,1.0,6.0,4.0,2.0,,2.0,,4.0,,,1.0,4.0,1.0,,2.0,8.0,1.0,9.0,1.0,5.0,,1.0,,,,1.0,,36.0,8.0,7.0,0.42857142857142855,0.6,0.6666666666666666,0.2,0.2,0.7777777777777778,1.0,0.5606060606060606,0.4166666666666667,0.5945945945945946,0.5,0.45454545454545453,0.06666666666666667,0.05555555555555555,,0.125,0.09090909090909091,,,0.7,0.75,1.0,0.2,0.7857142857142857,0.35714285714285715,0.5,1.0,,0.5,0.5,1.0,0.6,1.0,1.0,0.07692307692307693,,14.4,14.0,0.2727272727272727,0.7777777777777778,0.7777777777777778,0.5714285714285714,0.24242424242424243,0.75,0.8571428571428571,0.3333333333333333,0.030303030303030304,0.12121212121212122,0.3333333333333333,0.2727272727272727,0.3,0.6666666666666666,0.6,,0.2,0.16666666666666666,1.0,0.6666666666666666,0.7272727272727273,0.2727272727272727,0.561690625,0.5369499999999999,0.60426,0.13513513513513514,0.22727272727272727,,0.18181818181818182,5.616666666666666,25.092857142857145,0.2,3.0,1.0,1.0,1.0,4.0,8.0,1.0,3.0,8.0,1.0,0.2,1.0,0.8,0.8,1.0,1.0,1.0,0.16666666666666666,0.25,0.18181818181818182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612761,2026,2025-26,True
1627742-1627751-1629628-1630572-1642347,1610612761,"Brandon Ingram, Jakob Poeltl, RJ Barrett, Sandro Mamukelashvili, Jamal Shead","Ingram, Poeltl, Barrett, Mamukelashvili, Shead",1627742-1627751-1629628-1630572-1642347,TOR,84.0,2,-6.0,3.0,,5,6.0,,,85.71428571428572,13.333333333333334,13.333333333333334,1.0,2.0,1.0,,,,,,,,,,,,,1.0,,1.0,,,,1.0,,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,1.0,,1.0,,1.0,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,1.0,,,,1.0,,,,,,1.0,,,,,,,22.0,22.0,,,,,,,,,,,1.0,,,,,,,,,1.0,1.0,,0.5523,,0.5523,,,,,,26.9,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612761,2026,2025-26,True
1627742-1627751-1629628-1642266-1642347,1610612761,"Brandon Ingram, Jakob Poeltl, RJ Barrett, Ja'Kobe Walter, Jamal Shead","Ingram, Poeltl, Barrett, Walter, Shead",1627742-1627751-1629628-1642266-1642347,TOR,321.0,2,-4.0,13.0,4.0,23,13.0,4.0,1.0,103.17757009345794,12.76923076923077,12.76923076923077,5.0,10.0,,1.0,,2.0,1.0,,,,1.0,,2.0,,2.0,4.0,,,,3.0,3.0,6.0,,9.0,1.0,,,,,,,,3.0,6.0,4.0,2.0,,,,1.0,1.0,,,,3.0,2.0,,2.0,4.0,1.0,7.0,2.0,9.0,,1.0,,1.0,1.0,2.0,1.0,2.0,,,,3.0,,,3.0,3.0,,2.0,,1.0,,1.0,,,,1.0,1.0,9.0,,,,,0.3333333333333333,0.5,0.5,,,0.5,,0.45,,0.6666666666666666,,,,,,0.3333333333333333,1.0,1.0,,1.0,0.6666666666666666,1.0,0.3333333333333333,,,0.5,1.0,1.0,1.0,1.0,1.0,,,1.0,15.5,15.4,0.2222222222222222,,,,0.1111111111111111,,,,,0.2222222222222222,0.4444444444444444,0.5,0.5,,1.0,,,,,,0.8888888888888888,0.5,0.5844277777777778,,,0.1,0.25,,,4.5,24.916666666666668,,,,,,,,,,,1.0,,,,,,,,,,,1.0,1.0,0.5,0.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612761,2026,2025-26,True
1627742-1627751-1629628-1642266-1642867,1610612761,"Brandon Ingram, Jakob Poeltl, RJ Barrett, Ja'Kobe Walter, Collin Murray-Boyles","Ingram, Poeltl, Barrett, Walter, Murray-Boyles",1627742-1627751-1629628-1642266-1642867,TOR,6.0,1,3.0,,,1,,,,240.0,,,,1.0,,,,,,,,,,,,,1.0,1.0,,,,,1.0,1.0,,3.0,,,,,,,,,,3.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,1.0,1.0,,,1.5,,1.5,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,5.0,5.0,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,1.0,1.0,0.54195,,,,,,,,26.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612761,2026,2025-26,True
1627742-1627751-1629628-1642347-1642419,1610612761,"Brandon Ingram, Jakob Poeltl, RJ Barrett, Jamal Shead, Jamison Battle","Ingram, Poeltl, Barrett, Shead, Battle",1627742-1627751-1629628-1642347-1642419,TOR,69.0,1,2.0,2.0,,5,3.0,,,104.34782608695653,17.5,17.5,1.0,3.0,,,,,,,,,,,1.0,,1.0,1.0,,,,,1.0,2.0,2.0,5.0,,,,,,,,,3.0,,1.0,1.0,,,,1.0,1.0,1.0,,,3.0,,,,1.0,,1.0,,1.0,,,,,,,,,,,,,,,,1.0,,2.0,,1.0,,1.0,,,,1.0,1.0,5.0,,,,,1.0,0.5,0.5,,,0.75,,0.8333333333333334,,1.0,,,,,,,,1.0,,,,1.0,,,,,,,,1.0,,,,1.0,11.333333333333334,11.333333333333334,,,,,,,,,,0.5,0.5,1.0,1.0,1.0,,,,,,,1.0,1.0,0.539925,,,0.3333333333333333,1.0,,,,24.8,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612761,2026,2025-26,True
1627742-1627751-1630567-1642266-1642347,1610612761,"Brandon Ingram, Jakob Poeltl, Scottie Barnes, Ja'Kobe Walter, Jamal Shead","Ingram, Poeltl, Barnes, Walter, Shead",1627742-1627751-1630567-1642266-1642347,TOR,237.0,1,3.0,8.0,3.0,17,9.0,2.0,2.0,103.29113924050633,12.25,12.0,4.0,9.0,2.0,1.0,1.0,2.0,,,1.0,1.0,2.0,,,,2.0,3.0,,,2.0,4.0,2.0,3.0,2.0,12.0,,,,1.0,,2.0,2.0,2.0,3.0,3.0,3.0,2.0,1.0,,1.0,1.0,2.0,1.0,,1.0,5.0,,,,2.0,,2.0,,2.0,,1.0,,1.0,,,,1.0,,,,1.0,,,,2.0,,3.0,,,1.0,,,,,,,12.0,2.0,2.0,0.5,0.5,0.5,0.6666666666666666,0.6666666666666666,0.5,,0.7142857142857143,,0.75,0.5,0.42857142857142855,,0.25,0.5,,,,,0.6666666666666666,,,,0.6666666666666666,,,,,,,0.5,1.0,,,,,15.444444444444445,15.0,0.2857142857142857,0.5,1.0,,0.2857142857142857,0.5,0.5,1.0,,,0.42857142857142855,0.6666666666666666,0.6666666666666666,0.5,,,,1.0,,,0.7142857142857143,0.6666666666666666,0.5690214285714286,,0.8584,0.14285714285714285,,0.3333333333333333,0.16666666666666666,4.125,25.400000000000002,0.2222222222222222,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,1610612761,2026,2025-26,True
1627742-1627751-1630567-1642347-1642867,1610612761,"Brandon Ingram, Jakob Poeltl, Scottie Barnes, Jamal Shead, Collin Murray-Boyles","Ingram, Poeltl, Barnes, Shead, Murray-Boyles",1627742-1627751-1630567-1642347-1642867,TOR,136.0,1,-1.0,4.0,,8,6.0,2.0,,84.70588235294117,18.5,18.25,2.0,4.0,,,,,,,,1.0,1.0,,,,1.0,1.0,,,1.0,1.0,1.0,1.0,,5.0,,,,,,,,2.0,,3.0,1.0,1.0,,,,,,,,,,,,1.0,,,1.0,,1.0,,,,,1.0,,1.0,1.0,,,,2.0,,,1.0,1.0,,,,,,,,,,,,5.0,,,,,,1.0,1.0,1.0,,1.25,,1.25,,0.5,,,,,,0.5,,,,0.5,,0.5,,,,,,,,,,1.0,,,15.5,15.5,,,,,0.5,1.0,1.0,,,,0.5,1.0,1.0,,,,,,,,0.5,1.0,0.434575,,,,,,,6.2,25.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612761,2026,2025-26,True
1627742-1627751-1642266-1642347-1642867,1610612761,"Brandon Ingram, Jakob Poeltl, Ja'Kobe Walter, Jamal Shead, Collin Murray-Boyles","Ingram, Poeltl, Walter, Shead, Murray-Boyles",1627742-1627751-1642266-1642347-1642867,TOR,111.0,1,-4.0,4.0,,7,6.0,3.0,,90.8108108108108,16.75,16.75,2.0,3.0,,1.0,,1.0,,,,1.0,1.0,,,,,1.0,,,1.0,2.0,,1.0,,2.0,,,,,,,,2.0,,,1.0,,1.0,,,,,,,,,,1.0,,,1.0,1.0,1.0,2.0,,,,,,,,1.0,,,,1.0,1.0,,2.0,,,,,,,,,,,,,2.0,,,,,,,,0.5,,0.3333333333333333,,0.3333333333333333,,0.3333333333333333,,0.5,1.0,,,,1.0,,1.0,,,,0.5,1.0,,,,,,,,,,,14.666666666666666,13.0,0.3333333333333333,,,,0.3333333333333333,1.0,1.0,,,,0.3333333333333333,,,,,,,,,,0.6666666666666666,,0.5449333333333334,,,,,,,4.6,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,1610612761,2026,2025-26,True
