EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,Arc3FGA,FG2M,FG2A,FG3A,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PtsUnassisted2s,PtsPutbacks,NonHeaveArc3FGA,OffThreePtRebounds,OffRebounds,Rebounds,Fg2Pct,SecondChanceFg2Pct,EfgPct,SecondChanceEfgPct,TsPct,SecondChanceTsPct,FG3APct,OffThreePtReboundPct,OffFGReboundPct,OffArc3ReboundPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,Arc3Frequency,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,AtRimFG3AFrequency,ShotQualityAvg,SecondChancePointsPct,Avg2ptShotDistance,Avg3ptShotDistance,ShortMidRangeFGA,FtPoints,Fg2aBlocked,OffTwoPtRebounds,DefTwoPtRebounds,DefRebounds,SelfOReb,Steals,LostBallSteals,LiveBallTurnovers,BadPassTurnovers,LostBallTurnovers,Turnovers,SecondChanceTurnovers,Fouls,FoulsDrawn,Loose Ball Fouls Drawn,FTA,TwoPtShootingFoulsDrawn,FirstChancePoints,FG2APctBlocked,ShortMidRangePctBlocked,LiveBallTurnoverPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,DefAtRimReboundPct,DefLongMidRangeReboundPct,SelfORebPct,ShortMidRangeFrequency,SecondChanceShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,ShortMidRangeFGM,Arc3FGM,FG3M,PtsAssisted2s,PtsAssisted3s,NonHeaveArc3FGM,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,ShortMidRangeAssists,AssistPoints,DefThreePtRebounds,FTDefRebounds,ShootingFouls,Loose Ball Fouls,Blocked2s,BlockedShortMidRange,Blocks,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,DefFTReboundPct,DefThreePtReboundPct,DefShortMidRangeReboundPct,DefArc3ReboundPct,AtRimPctAssisted,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,NonHeaveArc3Accuracy,PenaltyOffPoss,PenaltyOffPossExcludingTakeFouls,PenaltyOffPossPct,Corner3FGA,PenaltyCorner3FGA,SecondChanceArc3FGA,SecondChanceFG3A,PenaltyFG3A,PtsUnassisted3s,BadPassSteals,PenaltyTurnovers,AtRimPctBlocked,Corner3Frequency,SecondChanceArc3Frequency,PenaltyCorner3Frequency,PenaltyShotQualityAvg,LongMidRangeFGM,LongMidRangeFGA,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,PenaltyAtRimFGM,PenaltyAtRimFGA,PenaltyArc3FGM,PenaltyArc3FGA,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFtPoints,PenaltyPoints,2pt And 1 Free Throw Trips,PenaltyPointsExcludingTakeFouls,PenaltyFg3Pct,PenaltyFg2Pct,PenaltyEfgPct,PenaltyTsPct,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,PenaltyPointsPct,LongMidRangeAssists,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFoulsDrawn,DefCorner3ReboundPct,LongMidRangePctAssisted,3pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,SecondChanceAtRimPctAssisted,ThreePtShootingFoulsDrawnPct,Corner3FGM,PenaltyCorner3FGM,Corner3Assists,Travels,BlockedAtRim,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,PenaltyCorner3Accuracy,StepOutOfBoundsTurnovers,NonShootingPenaltyNonTakeFouls,OffCorner3ReboundPct,SecondChanceCorner3FGA,SecondChanceFtPoints,Fg3aBlocked,FTOffRebounds,Charge Fouls,Offensive Fouls,FG3APctBlocked,Arc3PctBlocked,OffFTReboundPct,OffLongMidRangeReboundPct,SecondChanceCorner3Frequency,BadPassOutOfBoundsTurnovers,Blocked3s,BlockedArc3,Offensive Fouls Drawn,RecoveredBlocks,BlocksRecoveredPct,SecondChanceArc3FGM,SecondChanceFG3M,SecondChanceFg3Pct,SecondChanceArc3Accuracy,BlockedLongMidRange,SecondChanceArc3PctAssisted,Defensive 3 Seconds Violations,LongMidRangePctBlocked,Charge Fouls Drawn,SecondChanceCorner3FGM,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,Technical Free Throw Trips,BlockedCorner3,OffensiveGoaltends,DefensiveGoaltends,Corner3PctBlocked,team_id,year,season,team_vs
1627741-1629111-1629216-1630557-1631243,1610612737,"Buddy Hield, Jock Landale, Gabe Vincent, Corey Kispert, Mouhamed Gueye","Hield, Landale, Vincent, Kispert, Gueye",1627741-1629111-1629216-1630557-1631243,ATL,48.0,1,1.0,-2.0,2.0,2.0,2.0,1.0,4.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,4.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0,0.3333333333333333,1.0,0.3333333333333333,1.0,0.3333333333333333,1.0,0.5,1.0,120.0,16.5,7.5,16.5,7.5,0.6666666666666666,0.5,0.5,0.3333333333333333,1.0,1.0,1.0,0.6007833333333333,1.0,1.75,25.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612737,2026,2025-26,True
1627741-1629111-1629216-1630557-1642258,1610612737,"Buddy Hield, Jock Landale, Gabe Vincent, Corey Kispert, Zaccharie Risacher","Hield, Landale, Vincent, Kispert, Risacher",1627741-1629111-1629216-1630557-1642258,ATL,233.0,1,4.0,-6.0,8.0,9.0,,2.0,17.0,,2.0,,1.0,1.0,,6.0,1.0,2.0,8.0,,3.0,,,,1.0,,4.0,6.0,,,,,0.125,,0.14285714285714285,,0.5714285714285714,,105.06437768240343,19.625,8.444444444444445,16.375,6.222222222222222,0.2857142857142857,,,0.14285714285714285,0.3333333333333333,,0.42857142857142855,0.45767142857142856,,5.7,25.3,4.0,2.0,2.0,4.0,2.0,2.0,1.0,1.0,1.0,4.0,1.0,3.0,4.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,0.3333333333333333,0.5,1.0,1.0,0.6666666666666666,0.4,1.0,0.5,1.0,1.0,0.2,0.5714285714285714,0.4923666666666667,0.125,0.14285714285714285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612737,2026,2025-26,True
1627741-1629111-1630557-1631243-203468,1610612737,"Buddy Hield, Jock Landale, Corey Kispert, Mouhamed Gueye, CJ McCollum","Hield, Landale, Kispert, Gueye, McCollum",1627741-1629111-1630557-1631243-203468,ATL,254.0,1,4.0,2.0,8.0,9.0,5.0,,17.0,2.0,2.0,,,3.0,4.0,4.0,3.0,11.0,9.0,,,,2.0,,3.0,,,3.0,1.0,,0.7857142857142857,,0.7857142857142857,,0.42857142857142855,,,,96.37795275590551,11.625,17.88888888888889,11.625,16.0,0.2857142857142857,1.0,1.0,0.42857142857142855,,,0.7142857142857143,0.5808285714285715,,5.55,26.599999999999998,2.0,,,,1.0,3.0,,,,1.0,1.0,,1.0,,4.0,,,,,11.0,,,1.0,0.5,,0.4,,,,,,0.2857142857142857,,,,2.0,1.0,1.0,6.0,3.0,1.0,3.0,1.0,4.0,1.0,1.0,2.0,9.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,0.75,0.75,1.0,0.3333333333333333,0.3333333333333333,1.0,0.3333333333333333,0.5,0.3333333333333333,0.5,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,1.0,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612737,2026,2025-26,True
1627741-1629216-1630557-1631216-1631243,1610612737,"Buddy Hield, Gabe Vincent, Corey Kispert, Caleb Houstan, Mouhamed Gueye","Hield, Vincent, Kispert, Houstan, Gueye",1627741-1629216-1630557-1631216-1631243,ATL,17.0,1,,,1.0,1.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,169.41176470588235,,17.0,,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612737,2026,2025-26,True
1627741-1629216-1630557-1631243-1642258,1610612737,"Buddy Hield, Gabe Vincent, Corey Kispert, Mouhamed Gueye, Zaccharie Risacher","Hield, Vincent, Kispert, Gueye, Risacher",1627741-1629216-1630557-1631243-1642258,ATL,275.0,2,5.0,5.0,10.0,10.0,8.0,2.0,20.0,1.0,3.0,,1.0,2.0,3.0,8.0,3.0,9.0,4.0,,1.0,,6.0,,2.0,,2.0,7.0,0.375,,0.4090909090909091,,0.375,,0.2727272727272727,,0.2857142857142857,,104.72727272727273,16.61,10.89,15.55,10.89,0.2727272727272727,0.3333333333333333,1.0,0.18181818181818182,0.5,,0.5454545454545454,0.5321681818181818,,5.6375,24.166666666666668,5.0,,3.0,2.0,1.0,5.0,,2.0,1.0,1.0,1.0,,1.0,,1.0,1.0,,2.0,1.0,9.0,0.375,0.2,1.0,1.0,0.4,1.0,0.5,0.3333333333333333,1.0,,,0.45454545454545453,0.56925,0.08333333333333333,0.1111111111111111,2.0,1.0,1.0,,,1.0,,,,,,,,4.0,,1.0,,,,,,,,0.3333333333333333,0.3333333333333333,,1.0,,1.0,,0.4,0.5,,0.5,0.5,,0.5,2.0,2.0,0.2,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,0.6666666666666666,0.09090909090909091,0.5,1.0,0.5559,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612737,2026,2025-26,True
1627741-1629638-1630168-1630557-1631243,1610612737,"Buddy Hield, Nickeil Alexander-Walker, Onyeka Okongwu, Corey Kispert, Mouhamed Gueye","Hield, Alexander-Walker, Okongwu, Kispert, Gueye",1627741-1629638-1630168-1630557-1631243,ATL,21.0,1,,2.0,1.0,,,,1.0,,,,,,1.0,1.0,,2.0,,,,,2.0,,,,,,1.0,,1.0,,1.0,,,,,,68.57142857142857,20.0,,20.0,,,,,,,,,0.4233,,16.8,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612737,2026,2025-26,True
1627741-1630168-1630552-1630811-1631216,1610612737,"Buddy Hield, Onyeka Okongwu, Jalen Johnson, Keaton Wallace, Caleb Houstan","Hield, Okongwu, Johnson, Wallace, Houstan",1627741-1630168-1630552-1630811-1631216,ATL,121.0,1,2.0,5.0,5.0,5.0,5.0,,10.0,3.0,3.0,,,1.0,3.0,4.0,1.0,10.0,5.0,,,,2.0,,1.0,,,1.0,0.75,,0.9,,1.0,,0.2,,,,119.00826446280992,8.72,15.48,8.72,15.48,0.6,1.0,1.0,0.2,,,0.8,0.62551,,5.925,25.0,,1.0,,,,1.0,,1.0,,,,,,,,1.0,,1.0,1.0,10.0,,,,,,0.5,,,,,,,,0.2,0.25,,1.0,1.0,4.0,3.0,1.0,2.0,1.0,3.0,1.0,2.0,,7.0,1.0,,,,1.0,1.0,1.0,0.6666666666666666,0.6666666666666666,1.0,1.0,1.0,,1.0,,1.0,0.6666666666666666,,,,1.0,1.0,1.0,1.0,5.0,5.0,1.0,,,,,1.0,,1.0,,,,,,0.62551,,1.0,0.2,,,3.0,3.0,1.0,1.0,3.0,4.0,1.0,1.0,10.0,1.0,10.0,1.0,0.75,0.9,1.0,0.6,1.0,0.2,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612737,2026,2025-26,True
1627741-1630557-1630811-1631132-1631216,1610612737,"Buddy Hield, Corey Kispert, Keaton Wallace, Christian Koloko, Caleb Houstan","Hield, Kispert, Wallace, Koloko, Houstan",1627741-1630557-1630811-1631132-1631216,ATL,128.0,1,2.0,-6.0,4.0,5.0,5.0,1.0,9.0,,1.0,,,3.0,1.0,2.0,3.0,2.0,8.0,,,,,,3.0,,1.0,2.0,0.5,,0.2,,0.2,,0.6,,0.25,,101.25,17.5,11.6,15.25,11.6,0.2,,,0.6,,,0.8,0.48868,,4.9,26.266666666666666,1.0,,,1.0,,1.0,1.0,1.0,,,,,,,1.0,2.0,,,,2.0,,,,,1.0,1.0,1.0,,,,0.25,0.2,0.52665,,,1.0,,,2.0,,,1.0,,1.0,,,1.0,2.0,1.0,,1.0,,,,,1.0,1.0,,,,,1.0,,1.0,,1.0,1.0,1.0,,,,,,,,,,1.0,1.0,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612737,2026,2025-26,True
1627741-1630557-1630811-1631216-1631243,1610612737,"Buddy Hield, Corey Kispert, Keaton Wallace, Caleb Houstan, Mouhamed Gueye","Hield, Kispert, Wallace, Houstan, Gueye",1627741-1630557-1630811-1631216-1631243,ATL,181.0,1,3.0,1.0,6.0,6.0,1.0,1.0,12.0,,,,,1.0,1.0,2.0,1.0,3.0,2.0,,,,,,1.0,1.0,1.0,4.0,0.5,,0.3333333333333333,,0.375,,0.3333333333333333,1.0,0.5,1.0,95.4696132596685,18.5,11.666666666666666,16.166666666666668,11.666666666666666,,,,0.3333333333333333,,,0.3333333333333333,0.4414833333333333,,14.5,25.1,1.0,1.0,1.0,,,3.0,,,,1.0,,1.0,3.0,1.0,,1.0,,2.0,,3.0,0.5,1.0,0.3333333333333333,,,1.0,,,,,,0.3333333333333333,,,,,,,2.0,,,1.0,,1.0,,,,2.0,3.0,,,,,,,1.0,1.0,,,,,1.0,,1.0,,,,,,,,,6.0,6.0,1.0,,,,,1.0,,,3.0,,,,,0.4414833333333333,1.0,1.0,0.3333333333333333,1.0,1.0,,,,1.0,1.0,2.0,,1.0,3.0,,3.0,,0.5,0.3333333333333333,0.375,,,0.3333333333333333,,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612737,2026,2025-26,True
1627741-1630811-1631132-1631216-1642258,1610612737,"Buddy Hield, Keaton Wallace, Christian Koloko, Caleb Houstan, Zaccharie Risacher","Hield, Wallace, Koloko, Houstan, Risacher",1627741-1630811-1631132-1631216-1642258,ATL,270.0,1,4.0,2.0,12.0,12.0,12.0,1.0,24.0,1.0,3.0,1.0,1.0,4.0,1.0,3.0,6.0,16.0,14.0,1.0,1.0,2.0,,,4.0,,1.0,7.0,0.3333333333333333,1.0,0.6111111111111112,1.0,0.7272727272727273,1.0,0.6666666666666666,,0.2,,128.0,8.058333333333334,14.441666666666668,7.891666666666667,14.275,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.4444444444444444,1.0,1.0,1.0,0.6151666666666666,0.125,1.4666666666666668,25.166666666666668,,5.0,,1.0,,6.0,,,,2.0,1.0,1.0,2.0,,,3.0,1.0,5.0,1.0,14.0,,,1.0,,0.5,0.8571428571428571,0.5,,,,,,0.8737,0.2,0.25,,3.0,3.0,2.0,6.0,3.0,1.0,2.0,3.0,2.0,1.0,,8.0,6.0,,,,,,,1.0,1.0,0.6666666666666666,0.5,0.5,,1.0,,1.0,1.0,,,,0.75,0.75,0.6666666666666666,0.75,10.0,10.0,0.8333333333333334,2.0,2.0,,,6.0,3.0,,1.0,,0.2222222222222222,,0.2222222222222222,0.6151666666666666,,,,,,1.0,3.0,3.0,4.0,1.0,3.0,3.0,3.0,14.0,,14.0,0.5,0.3333333333333333,0.6111111111111112,0.7,0.3333333333333333,0.3333333333333333,0.4444444444444444,0.75,0.875,,,,1.0,1.0,1.0,,1.0,1.0,1.0,0.16666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612737,2026,2025-26,True
