EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,Fg3aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,FTOffRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,StepOutOfBoundsTurnovers,Travels,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,Offensive Fouls,FoulsDrawn,Charge Fouls Drawn,Loose Ball Fouls Drawn,Offensive Fouls Drawn,FTA,2pt And 1 Free Throw Trips,Technical Free Throw Trips,TwoPtShootingFoulsDrawn,ThreePtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,Blocked3s,BlockedArc3,BlockedAtRim,BlockedCorner3,BlockedLongMidRange,BlockedShortMidRange,Blocks,RecoveredBlocks,DefensiveGoaltends,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG3APctBlocked,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,Corner3PctBlocked,Arc3PctBlocked,LiveBallTurnoverPct,DefFTReboundPct,OffFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,Pace,BlocksRecoveredPct,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,ThreePtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,Charge Fouls,Defensive 3 Seconds Violations,LongMidRangePctBlocked,team_id,year,season,team_vs
1626157-1628384-1628404-1628969-1628973,1610612752,"Karl-Anthony Towns, OG Anunoby, Josh Hart, Mikal Bridges, Jalen Brunson","Towns, Anunoby, Hart, Bridges, Brunson",1626157-1628384-1628404-1628969-1628973,NYK,15773.8,17,263.0,63.0,516.0,512.0,91.0,102.0,47.0,1028.0,106.0,152.0,11.0,20.0,13.0,20.0,37.0,97.0,18.0,32.0,22.0,62.0,3.0,7.0,3.0,9.0,48.0,117.0,6.0,7.0,8.0,20.0,161.0,281.0,70.0,179.0,88.0,620.0,557.0,20.0,31.0,9.0,14.0,6.0,73.0,23.0,43.0,11.0,29.0,36.0,115.0,186.0,136.0,183.0,27.0,18.0,117.0,48.0,28.0,2.0,93.0,61.0,154.0,39.0,22.0,69.0,18.0,6.0,369.0,20.0,37.0,1.0,109.0,73.0,12.0,194.0,58.0,252.0,7.0,53.0,36.0,17.0,36.0,10.0,24.0,32.0,5.0,12.0,2.0,2.0,68.0,7.0,8.0,57.0,98.0,7.0,6.0,100.0,1.0,17.0,6.0,106.0,4.0,2.0,35.0,3.0,15.0,23.0,2.0,1.0,13.0,1.0,1.0,9.0,25.0,13.0,1.0,547.0,113.0,90.0,4.0,12.0,0.577639751552795,0.6118421052631579,0.8714285714285714,0.39106145251396646,0.6428571428571429,0.3793103448275862,0.39106145251396646,0.5729537366548043,0.6451612903225806,0.5348837209302325,0.5782608695652174,0.7444444444444445,0.5486111111111112,0.6070726915520629,0.7604166666666666,0.6129032258064516,0.38913043478260867,0.0111731843575419,0.099644128113879,0.13157894736842105,0.08247422680412371,0.016129032258064516,0.008547008547008548,0.5294117647058824,0.9230769230769231,0.1111111111111111,0.6460176991150443,0.31092436974789917,0.8449612403100775,0.18691588785046728,0.7520661157024794,0.252212389380531,0.41304347826086957,0.2542372881355932,0.21428571428571427,0.15942028985507245,0.23684210526315788,0.627906976744186,0.6296296296296297,0.75,0.8383838383838383,0.8666666666666667,0.03571428571428571,93.8467585489863,0.52,16.10329457364341,14.5791015625,15.722093023255812,14.10859375,0.33043478260869563,0.6973684210526315,0.803030303030303,0.6509433962264151,0.2108695652173913,0.38144329896907214,0.4157303370786517,0.4864864864864865,0.06956521739130435,0.5625,0.5625,0.3333333333333333,0.13478260869565217,0.3548387096774194,0.36065573770491804,1.0,0.2543478260869565,0.41025641025641024,0.41379310344827586,0.8125,0.4444444444444444,0.55,0.18181818181818182,0.15555555555555556,0.42857142857142855,1.0,0.15555555555555556,0.8571428571428571,0.8333333333333334,0.2777777777777778,0.65,0.125,0.3333333333333333,0.2777777777777778,0.4,0.7195652173913043,0.41025641025641024,0.5667113289760348,0.5346764705882352,0.5171253521126761,0.07692307692307693,0.11217948717948718,0.016483516483516484,0.11774193548387096,0.18548387096774194,5.786832740213523,25.058100558659216,0.17635658914728683,,,,1610612752,2026,2025-26,False
1626157-1628384-1628404-1628969-1629011,1610612752,"Karl-Anthony Towns, OG Anunoby, Josh Hart, Mikal Bridges, Mitchell Robinson","Towns, Anunoby, Hart, Bridges, Robinson",1626157-1628384-1628404-1628969-1629011,NYK,1.2,1,,,,1.0,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1200.0,,,1.2,,1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612752,2026,2025-26,False
1626157-1628384-1628404-1628969-1629013,1610612752,"Karl-Anthony Towns, OG Anunoby, Josh Hart, Mikal Bridges, Landry Shamet","Towns, Anunoby, Hart, Bridges, Shamet",1626157-1628384-1628404-1628969-1629013,NYK,12.0,2,,-6.0,,2.0,,1.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,240.0,,,5.95,,5.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612752,2026,2025-26,False
1626157-1628384-1628404-1628969-1630631,1610612752,"Karl-Anthony Towns, OG Anunoby, Josh Hart, Mikal Bridges, Jose Alvarado","Towns, Anunoby, Hart, Bridges, Alvarado",1626157-1628384-1628404-1628969-1630631,NYK,245.0,2,4.0,4.0,8.0,8.0,,,,16.0,2.0,4.0,,,,,1.0,2.0,,,,,,,,,1.0,1.0,,,,,3.0,6.0,1.0,1.0,1.0,10.0,6.0,,,,,,,,,,,,,4.0,2.0,3.0,,,1.0,1.0,,,2.0,1.0,3.0,1.0,,2.0,,,7.0,,,,,2.0,,2.0,,2.0,,2.0,,2.0,,,,,,,,,,,,,1.0,1.0,,3.0,,,,2.0,,,1.0,,,1.0,,,,,,1.0,1.0,1.0,,10.0,,,,,0.6666666666666666,0.6666666666666666,1.0,1.0,,,1.0,0.5,,,0.6428571428571429,,,0.625,,,0.14285714285714285,,,,,,,,,,1.0,,,,0.4,,,,,,,1.0,1.0,,,,,94.04081632653062,1.0,16.5,14.125,16.5,11.5,0.5714285714285714,0.5,0.5,1.0,0.2857142857142857,0.5,0.5,,,,,,,,,,0.14285714285714285,1.0,1.0,1.0,,,,,,,,,,,,,,,,0.7142857142857143,1.0,0.6451357142857143,,,0.125,0.14285714285714285,,,,3.9,25.4,,,,,1610612752,2026,2025-26,False
1626157-1628384-1628404-1628973-1629013,1610612752,"Karl-Anthony Towns, OG Anunoby, Josh Hart, Jalen Brunson, Landry Shamet","Towns, Anunoby, Hart, Brunson, Shamet",1626157-1628384-1628404-1628973-1629013,NYK,576.0,3,10.0,-16.0,18.0,19.0,,8.0,2.0,37.0,1.0,3.0,,1.0,,,1.0,2.0,,3.0,,2.0,,,,,1.0,6.0,,1.0,,,2.0,8.0,1.0,8.0,3.0,10.0,26.0,,1.0,,1.0,,,,,,,,,2.0,2.0,3.0,,,6.0,1.0,1.0,,1.0,1.0,2.0,1.0,,1.0,,,5.0,2.0,,,,5.0,1.0,6.0,2.0,8.0,,,,,1.0,,,1.0,,1.0,,,2.0,,,5.0,8.0,1.0,1.0,4.0,,,,4.0,,,2.0,,,1.0,,,,,,1.0,1.0,1.0,,10.0,,,1.0,,0.5,0.5,1.0,0.125,,,0.125,0.25,,,0.21875,,,0.2777777777777778,,,0.5,,0.125,0.3333333333333333,,,,0.5,1.0,,0.8333333333333334,,,0.2857142857142857,0.5555555555555556,0.15384615384615385,,,,0.4,,0.6666666666666666,1.0,,,,,92.5,1.0,18.38888888888889,12.894736842105264,17.77777777777778,11.947368421052632,0.1875,0.3333333333333333,0.5,1.0,0.125,0.5,0.5,,0.1875,,,,0.125,,,,0.375,0.16666666666666666,0.16666666666666666,1.0,0.5,,,,,,0.5,,,,,,,,,0.6875,0.16666666666666666,0.52559375,,,0.1111111111111111,0.2,,,,8.425,24.9375,,,,,1610612752,2026,2025-26,False
1626157-1628384-1628404-1628973-1630540,1610612752,"Karl-Anthony Towns, OG Anunoby, Josh Hart, Jalen Brunson, Miles McBride","Towns, Anunoby, Hart, Brunson, McBride",1626157-1628384-1628404-1628973-1630540,NYK,1923.5,6,32.0,44.0,67.0,62.0,30.0,17.0,9.0,129.0,19.0,27.0,3.0,3.0,10.0,13.0,3.0,8.0,2.0,4.0,3.0,9.0,1.0,2.0,,2.0,7.0,14.0,1.0,2.0,3.0,5.0,24.0,39.0,10.0,23.0,18.0,96.0,52.0,3.0,5.0,2.0,4.0,3.0,15.0,11.0,16.0,3.0,7.0,8.0,39.0,18.0,30.0,27.0,3.0,6.0,14.0,7.0,3.0,1.0,9.0,9.0,18.0,7.0,2.0,8.0,,1.0,45.0,4.0,6.0,,13.0,13.0,3.0,29.0,10.0,39.0,2.0,6.0,3.0,3.0,5.0,2.0,1.0,4.0,,4.0,,,9.0,1.0,6.0,7.0,14.0,2.0,1.0,13.0,,,,19.0,3.0,,9.0,,2.0,4.0,1.0,1.0,3.0,,,1.0,5.0,4.0,,81.0,39.0,30.0,3.0,2.0,0.375,0.42857142857142855,0.9,0.43478260869565216,0.5,0.42857142857142855,0.43478260869565216,0.6153846153846154,0.6,0.6875,0.6290322580645161,0.6666666666666666,0.6739130434782609,0.6857142857142857,0.75,0.7222222222222222,0.3709677419354839,0.043478260869565216,0.07692307692307693,0.1111111111111111,,0.1111111111111111,,0.5555555555555556,1.0,,0.65,0.42857142857142855,0.65,0.3076923076923077,0.65,0.37037037037037035,0.5,0.4,,0.2857142857142857,0.3333333333333333,0.75,0.625,0.5,0.6428571428571429,0.6666666666666666,0.08695652173913043,96.57395373017937,0.8,14.65223880597015,15.19032258064516,13.832835820895523,14.425806451612903,0.43548387096774194,0.7037037037037037,0.7916666666666666,0.42105263157894735,0.12903225806451613,0.375,0.375,,0.06451612903225806,0.5,0.5,0.5,0.14516129032258066,0.3333333333333333,0.375,0.6666666666666666,0.22580645161290322,0.5,0.5,1.0,0.3333333333333333,1.0,,0.2222222222222222,0.5,,0.2222222222222222,0.5,1.0,0.5652173913043478,0.7692307692307693,0.08695652173913043,,0.21739130434782608,0.6,0.8064516129032258,0.5,0.5923725806451613,0.54855,0.6175760869565218,0.1323529411764706,0.2,,0.15625,0.40625,4.487179487179487,24.791304347826088,0.44776119402985076,,,,1610612752,2026,2025-26,False
1626157-1628384-1628404-1628973-1630631,1610612752,"Karl-Anthony Towns, OG Anunoby, Josh Hart, Jalen Brunson, Jose Alvarado","Towns, Anunoby, Hart, Brunson, Alvarado",1626157-1628384-1628404-1628973-1630631,NYK,419.8,1,7.0,15.0,13.0,12.0,,12.0,,25.0,3.0,4.0,,,,,1.0,3.0,,,2.0,2.0,,,,,2.0,2.0,,,,,4.0,7.0,4.0,4.0,2.0,22.0,7.0,,,,,,,,,,,,,4.0,4.0,12.0,,,2.0,2.0,,,2.0,4.0,6.0,2.0,2.0,2.0,,,16.0,,,,3.0,2.0,1.0,6.0,,6.0,,2.0,2.0,,1.0,,,1.0,,1.0,,,2.0,,,1.0,2.0,,,2.0,,,,2.0,,,1.0,,,1.0,,,1.0,,,,1.0,1.0,,22.0,,,1.0,,0.5,0.5,1.0,1.0,,,1.0,0.5714285714285714,,,0.9090909090909091,,,0.9166666666666666,,,0.36363636363636365,,,,,,,0.5,1.0,,1.0,,1.0,,1.0,,,,,,,1.0,,1.0,1.0,1.0,,85.7551214864221,1.0,17.415384615384617,16.116666666666667,17.415384615384617,16.116666666666667,0.36363636363636365,0.75,0.75,0.6666666666666666,0.2727272727272727,0.3333333333333333,0.3333333333333333,,,,,,0.18181818181818182,1.0,1.0,1.0,0.18181818181818182,1.0,1.0,1.0,,,,,,,,,,,,,,,,0.7272727272727273,1.0,0.5304863636363636,,,0.08333333333333333,0.125,,,,4.5285714285714285,24.575,,,,,1610612752,2026,2025-26,False
1626157-1628384-1628404-1628973-203903,1610612752,"Karl-Anthony Towns, OG Anunoby, Josh Hart, Jalen Brunson, Jordan Clarkson","Towns, Anunoby, Hart, Brunson, Clarkson",1626157-1628384-1628404-1628973-203903,NYK,37.0,1,1.0,-3.0,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.91891891891892,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612752,2026,2025-26,False
1626157-1628384-1628404-1630631-203903,1610612752,"Karl-Anthony Towns, OG Anunoby, Josh Hart, Jose Alvarado, Jordan Clarkson","Towns, Anunoby, Hart, Alvarado, Clarkson",1626157-1628384-1628404-1630631-203903,NYK,116.0,1,2.0,9.0,5.0,4.0,3.0,,,9.0,1.0,1.0,,,1.0,1.0,,,,,,,,,,,1.0,2.0,,,,1.0,1.0,1.0,1.0,2.0,4.0,9.0,,,,,,,,1.0,1.0,,1.0,2.0,4.0,2.0,,3.0,,,2.0,1.0,,,1.0,1.0,2.0,1.0,,1.0,,,5.0,,,,4.0,,,4.0,,4.0,,,,,,,,,,,,,,,,,,,,2.0,,,,4.0,,,2.0,,,,,,,,,,,,,9.0,4.0,3.0,,,1.0,1.0,1.0,0.5,,,0.5,1.0,,1.0,0.8333333333333334,,0.5,0.9,,0.6666666666666666,0.6666666666666666,,,,,,,,,,,,1.0,,0.8,,,,,,,,,,1.0,,,111.72413793103448,,8.0,19.0,8.0,17.5,0.3333333333333333,1.0,1.0,1.0,,,,,,,,,,,,,0.6666666666666666,0.5,0.5,1.0,,,,,,,,,,0.5,1.0,,,0.5,,1.0,0.5,0.62615,,0.6558,0.4,0.6666666666666666,,,0.4444444444444444,1.3,25.75,0.6,,,,1610612752,2026,2025-26,False
1626157-1628384-1628969-1628973-1629013,1610612752,"Karl-Anthony Towns, OG Anunoby, Mikal Bridges, Jalen Brunson, Landry Shamet","Towns, Anunoby, Bridges, Brunson, Shamet",1626157-1628384-1628969-1628973-1629013,NYK,2037.1000000000001,7,34.0,54.0,73.0,65.0,28.0,34.0,11.0,138.0,13.0,19.0,2.0,5.0,4.0,6.0,10.0,15.0,,4.0,5.0,8.0,,,3.0,3.0,7.0,19.0,2.0,2.0,1.0,7.0,23.0,38.0,12.0,27.0,20.0,102.0,48.0,2.0,5.0,2.0,2.0,3.0,13.0,8.0,14.0,4.0,10.0,10.0,38.0,14.0,32.0,30.0,6.0,4.0,19.0,7.0,5.0,1.0,7.0,10.0,17.0,5.0,5.0,4.0,3.0,,44.0,5.0,6.0,1.0,17.0,7.0,3.0,27.0,12.0,39.0,3.0,7.0,6.0,1.0,4.0,,3.0,4.0,,1.0,,,8.0,1.0,2.0,5.0,13.0,1.0,2.0,22.0,2.0,5.0,2.0,24.0,,,4.0,2.0,5.0,1.0,,,,,1.0,,1.0,1.0,,89.0,38.0,28.0,1.0,5.0,0.30434782608695654,0.3333333333333333,0.8333333333333334,0.4444444444444444,1.0,0.4,0.4444444444444444,0.6052631578947368,0.4,0.5714285714285714,0.6307692307692307,0.7142857142857143,0.5833333333333334,0.6710526315789473,0.7222222222222222,0.6333333333333333,0.4153846153846154,0.037037037037037035,0.13157894736842105,0.15789473684210525,0.13333333333333333,,0.05263157894736842,0.5,1.0,0.5,0.7,0.4,0.9444444444444444,0.3333333333333333,0.8571428571428571,0.36666666666666664,0.3333333333333333,0.8,,0.4166666666666667,,0.4,1.0,1.0,1.0,0.75,0.125,97.55043935005645,1.0,15.245205479452055,14.21846153846154,14.57123287671233,14.018461538461539,0.2923076923076923,0.6842105263157895,0.8125,0.3076923076923077,0.23076923076923078,0.6666666666666666,0.7692307692307693,0.3,0.06153846153846154,,,,0.12307692307692308,0.625,0.625,1.0,0.2923076923076923,0.3684210526315789,0.3888888888888889,0.7142857142857143,0.7142857142857143,0.4,,,,,0.2857142857142857,1.0,0.5,0.25,0.6666666666666666,0.125,1.0,0.2916666666666667,0.14285714285714285,0.7076923076923077,0.3684210526315789,0.5263079365079365,0.56224,0.501575,0.08450704225352113,0.09523809523809523,0.06896551724137931,0.12745098039215685,0.37254901960784315,5.6947368421052635,25.4,0.3835616438356164,1.0,,,1610612752,2026,2025-26,False
