EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,OffPoss,DefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,Corner3FGA,Arc3FGA,FG2M,FG2A,FG3A,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PtsUnassisted2s,NonHeaveArc3FGA,OffThreePtRebounds,DefThreePtRebounds,DefRebounds,OffRebounds,Rebounds,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,Turnovers,FoulsDrawn,Loose Ball Fouls Drawn,Fg2Pct,SecondChanceFg2Pct,EfgPct,SecondChanceEfgPct,TsPct,SecondChanceTsPct,FG3APct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffCorner3ReboundPct,DefCorner3ReboundPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,Corner3Frequency,Arc3Frequency,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,SecondChancePointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PlusMinus,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,FG3M,PtsAssisted2s,PtsAssisted3s,TwoPtAssists,ThreePtAssists,Assists,Corner3Assists,LongMidRangeAssists,AssistPoints,Steals,BadPassSteals,Offensive Fouls Drawn,FirstChancePoints,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,ShortMidRangeFrequency,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,PenaltyOffPoss,PenaltyAtRimFGM,PenaltyAtRimFGA,PenaltyCorner3FGM,PenaltyCorner3FGA,FtPoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,AtRimAssists,DefTwoPtRebounds,FTA,NonShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,PenaltyFg3Pct,PenaltyFg2Pct,PenaltyEfgPct,PenaltyTsPct,DefTwoPtReboundPct,DefShortMidRangeReboundPct,AtRimPctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyShotQualityAvg,PenaltyPointsPct,PenaltyOffPossPct,ShortMidRangeFGM,Arc3FGM,PtsUnassisted3s,NonHeaveArc3FGM,Arc3Assists,FTDefRebounds,BadPassOutOfBoundsTurnovers,ShootingFouls,Fouls,TwoPtShootingFoulsDrawn,DefFTReboundPct,DefAtRimReboundPct,DefArc3ReboundPct,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,NonHeaveArc3Accuracy,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChanceCorner3FGM,SecondChanceCorner3FGA,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFg3Pct,OffArc3ReboundPct,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,PenaltyDefPoss,SecondChanceArc3FGA,OffTwoPtRebounds,OffTwoPtReboundPct,OffLongMidRangeReboundPct,DefLongMidRangeReboundPct,SecondChanceArc3Frequency,ShortMidRangeAssists,ShortMidRangePctAssisted,PtsPutbacks,Fg2aBlocked,SelfOReb,FG2APctBlocked,ShortMidRangePctBlocked,OffAtRimReboundPct,SelfORebPct,SecondChanceFtPoints,LiveBallTurnovers,LostBallTurnovers,2pt And 1 Free Throw Trips,Blocked2s,BlockedAtRim,Blocks,LiveBallTurnoverPct,PenaltyArc3FGA,OffShortMidRangeReboundPct,PenaltyArc3Frequency,LostBallSteals,BadPassTurnovers,Travels,SecondChanceTurnovers,PenaltyTurnovers,OffensiveGoaltends,SecondChanceAtRimPctAssisted,BlockedShortMidRange,RecoveredBlocks,BlocksRecoveredPct,Loose Ball Fouls,NonShootingPenaltyNonTakeFouls,AtRimPctBlocked,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,Offensive Fouls,SecondChanceArc3FGM,PenaltyArc3FGM,Fg3aBlocked,FTOffRebounds,Technical Free Throw Trips,BlockedLongMidRange,FG3APctBlocked,LongMidRangePctBlocked,Arc3PctBlocked,OffFTReboundPct,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyArc3Accuracy,Charge Fouls Drawn,3pt And 1 Free Throw Trips,Charge Fouls,Defensive 3 Seconds Violations,StepOutOfBoundsTurnovers,team_id,year,season,team_vs
1628379-1628467-1629060-1630559-2544,1610612747,"Luke Kennard, Maxi Kleber, Rui Hachimura, Austin Reaves, LeBron James","Kennard, Kleber, Hachimura, Reaves, James",1628379-1628467-1629060-1630559-2544,LAL,76.0,1,1.0,3.0,2.0,1.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,1.0,0.3333333333333333,1.0,0.6666666666666666,1.0,0.5,1.0,0.5,1.0,1.0,94.73684210526316,13.666666666666666,17.5,10.333333333333334,17.5,0.3333333333333333,1.0,1.0,0.3333333333333333,0.3333333333333333,1.0,1.0,1.0,0.5808166666666666,0.5969,1.0,2.1,24.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612747,2026,2025-26,True
1628379-1628467-1630559-1642876-2544,1610612747,"Luke Kennard, Maxi Kleber, Austin Reaves, Adou Thiero, LeBron James","Kennard, Kleber, Reaves, Thiero, James",1628379-1628467-1630559-1642876-2544,LAL,157.0,1,3.0,4.0,5.0,,9.0,1.0,1.0,,,1.0,,2.0,3.0,1.0,7.0,6.0,,,,2.0,,,,,,,,,,1.0,,0.6666666666666666,,0.875,,0.875,,0.25,,,,,,,82.54777070063695,16.0,18.6,16.0,18.6,0.25,1.0,1.0,0.25,,,,0.5,0.5296625,,,7.3999999999999995,23.7,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0,2.0,1.0,1.0,5.0,1.0,1.0,1.0,7.0,0.5,0.5,1.0,1.0,1.0,0.25,0.25,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612747,2026,2025-26,True
1628379-1629020-1629028-1629060-203935,1610612747,"Luke Kennard, Jarred Vanderbilt, Deandre Ayton, Rui Hachimura, Marcus Smart","Kennard, Vanderbilt, Ayton, Hachimura, Smart",1628379-1629020-1629028-1629060-203935,LAL,64.0,1,1.0,3.0,2.0,,5.0,1.0,1.0,,,1.0,,1.0,1.0,1.0,6.0,3.0,,,,,,,,1.0,,1.0,,,,1.0,,1.0,,1.25,,1.0,,0.5,,,1.0,,,,112.5,9.0,18.5,9.0,18.5,0.5,1.0,1.0,0.5,,,,1.0,0.66685,,,1.8,23.2,3.0,,,,1.0,1.0,2.0,3.0,1.0,1.0,2.0,1.0,,5.0,,,,6.0,1.0,1.0,1.0,1.0,1.0,,,,,,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,1.0,1.0,2.0,1.0,6.0,3.0,1.0,1.0,1.0,1.25,1.0,1.0,1.0,1.0,0.5,1.0,0.5,1.0,0.66685,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612747,2026,2025-26,True
1628379-1629020-1629028-1629060-2544,1610612747,"Luke Kennard, Jarred Vanderbilt, Deandre Ayton, Rui Hachimura, LeBron James","Kennard, Vanderbilt, Ayton, Hachimura, James",1628379-1629020-1629028-1629060-2544,LAL,414.0,2,7.0,12.0,14.0,,26.0,,,,,2.0,4.0,1.0,3.0,6.0,13.0,15.0,,,,2.0,4.0,,3.0,5.0,,5.0,2.0,,2.0,7.0,2.0,0.3333333333333333,,0.6111111111111112,,0.65,,0.6666666666666666,1.0,,0.8,,,1.0,90.43478260869564,17.75,14.357142857142858,17.75,14.285714285714286,,,,0.2222222222222222,0.4444444444444444,,,0.6666666666666666,0.4879944444444444,,,6.3,25.666666666666668,-2.0,3.0,,,,3.0,,6.0,,2.0,2.0,,,6.0,,,1.0,13.0,,,0.6666666666666666,0.5,0.5,0.3333333333333333,,,,,,,,,,,,,2.0,,,,,,,,1.0,2.0,,,,,,,,,0.5,,,,,,,,,,1.0,3.0,3.0,3.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,0.75,0.75,0.6666666666666666,0.75,0.1,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612747,2026,2025-26,True
1628379-1629020-1629028-1630559-2544,1610612747,"Luke Kennard, Jarred Vanderbilt, Deandre Ayton, Austin Reaves, LeBron James","Kennard, Vanderbilt, Ayton, Reaves, James",1628379-1629020-1629028-1630559-2544,LAL,48.0,1,1.0,1.0,1.0,1.0,2.0,,,,,1.0,1.0,,,2.0,3.0,,,,3.0,,1.0,1.0,,,1.0,1.0,,,,1.0,,,,0.75,1.5,0.75,1.5,1.0,,1.0,,1.0,,,60.0,28.0,20.0,22.0,20.0,,,,0.5,0.5,,,1.0,0.562425,,1.0,,23.85,3.0,,,,1.0,1.0,,3.0,,1.0,1.0,1.0,,3.0,,,,,,,1.0,0.5,0.5,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612747,2026,2025-26,True
1628379-1629020-1629028-1631222-203935,1610612747,"Luke Kennard, Jarred Vanderbilt, Deandre Ayton, Jake LaRavia, Marcus Smart","Kennard, Vanderbilt, Ayton, LaRavia, Smart",1628379-1629020-1629028-1631222-203935,LAL,25.0,1,,1.0,1.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115.19999999999999,,25.0,,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612747,2026,2025-26,True
1628379-1629020-1629028-1642355-2544,1610612747,"Luke Kennard, Jarred Vanderbilt, Deandre Ayton, Bronny James, LeBron James","Kennard, Vanderbilt, Ayton, James, James",1628379-1629020-1629028-1642355-2544,LAL,121.0,1,2.0,3.0,4.0,1.0,7.0,,,,,,3.0,,1.0,3.0,6.0,2.0,,,,,3.0,,,2.0,1.0,3.0,,,,,,,,0.75,,0.75,,0.75,,,1.0,0.5,,,83.30578512396694,23.666666666666668,12.5,21.666666666666668,12.5,,,,,0.75,,,0.75,0.5205,0.5682,,15.8,25.7,4.0,,,1.0,,2.0,,6.0,,2.0,2.0,,,6.0,1.0,1.0,,6.0,,,1.0,0.6666666666666666,0.6666666666666666,,0.25,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,,2.0,,2.0,2.0,1.0,,1.0,1.0,,1.0,,,,,0.6666666666666666,0.6666666666666666,1.0,0.6666666666666666,,,,,,1.0,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612747,2026,2025-26,True
1628379-1629020-1629028-203935-2544,1610612747,"Luke Kennard, Jarred Vanderbilt, Deandre Ayton, Marcus Smart, LeBron James","Kennard, Vanderbilt, Ayton, Smart, James",1628379-1629020-1629028-203935-2544,LAL,194.1,2,3.0,7.0,6.0,,13.0,,,,,,1.0,1.0,4.0,1.0,7.0,9.0,,,,,1.0,,2.0,2.0,,2.0,,,,1.0,,0.25,,0.5,,0.5833333333333334,,0.2,1.0,,1.0,,,1.0,96.4451313755796,13.971428571428572,16.05,13.971428571428572,16.05,,,,,0.2,,,0.2,0.46629,,,14.35,25.4,-2.0,2.0,,2.0,,1.0,2.0,,1.0,,1.0,,,2.0,,,,7.0,1.0,1.0,,1.0,1.0,0.4,0.4,,,,,,,1.0,,,,,2.0,,,,,,,,,2.0,,,1.0,,,,,,,,,,,,,,,0.14285714285714285,1.0,1.0,3.0,1.0,,,,1.0,1.0,1.0,,,1.0,0.5,0.5,1.0,1.0,,1.0,0.16666666666666666,0.2,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612747,2026,2025-26,True
1628379-1629020-1629060-1629637-1631222,1610612747,"Luke Kennard, Jarred Vanderbilt, Rui Hachimura, Jaxson Hayes, Jake LaRavia","Kennard, Vanderbilt, Hachimura, Hayes, LaRavia",1628379-1629020-1629060-1629637-1631222,LAL,82.0,1,1.0,2.0,2.0,1.0,4.0,1.0,5.0,1.0,4.0,,,1.0,6.0,,2.0,3.0,1.0,4.0,2.0,2.0,,,,,4.0,4.0,,,,1.0,,0.16666666666666666,0.25,0.16666666666666666,0.25,0.16666666666666666,0.25,,,,,0.8,,,70.2439024390244,26.5,14.5,25.0,14.5,0.8333333333333334,0.2,0.2,,,1.0,0.25,0.8333333333333334,0.5439666666666666,0.590475,1.0,1.5833333333333333,,-1.0,1.0,,,,,,,,,,,,,,,,,,,,,,0.16666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,0.8,,,,,,2.0,1.0,1.0,0.16666666666666666,1.0,1.0,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612747,2026,2025-26,True
1628379-1629020-1629060-1629637-203935,1610612747,"Luke Kennard, Jarred Vanderbilt, Rui Hachimura, Jaxson Hayes, Marcus Smart","Kennard, Vanderbilt, Hachimura, Hayes, Smart",1628379-1629020-1629060-1629637-203935,LAL,226.0,2,4.0,7.0,8.0,2.0,15.0,2.0,3.0,1.0,1.0,1.0,,3.0,6.0,1.0,9.0,6.0,1.0,1.0,5.0,6.0,,1.0,,2.0,2.0,4.0,,,1.0,3.0,1.0,0.5,1.0,0.42857142857142855,0.5,0.5625,0.8333333333333334,0.14285714285714285,,1.0,0.6666666666666666,0.5,1.0,,95.57522123893806,12.571428571428571,17.25,11.857142857142858,17.25,0.42857142857142855,0.6666666666666666,0.6666666666666666,0.14285714285714285,,0.5,1.0,0.5714285714285714,0.5681785714285714,0.53865,0.5555555555555556,7.533333333333334,23.2,3.0,2.0,,1.0,,,,,,,,,,,3.0,3.0,,4.0,,,,,,0.2857142857142857,0.14285714285714285,,,,,,,3.0,1.0,1.0,,,3.0,1.0,3.0,,,2.0,4.0,,2.0,3.0,1.0,4.0,3.0,1.0,,0.3333333333333333,0.3333333333333333,0.5,0.6666666666666666,1.0,,0.3333333333333333,1.0,,,0.5747,0.4444444444444444,0.42857142857142855,1.0,,,,,,,2.0,2.0,1.0,,0.5,,0.5,0.5,,,,,0.14285714285714285,0.16666666666666666,,1.0,,1.0,,,0.5,,,2.0,,1.0,0.3333333333333333,1.0,,,,,2.0,,,,,,,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612747,2026,2025-26,True
