EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,TotalPoss,AtRimFGM,AtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,Arc3FGM,Arc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,Rebounds,Steals,BadPassSteals,ShootingFouls,Fouls,FoulsDrawn,Loose Ball Fouls Drawn,FTA,NonShootingFoulsDrawn,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,FG3APct,DefTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,DefShortMidRangeReboundPct,DefArc3ReboundPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,PenaltyShotQualityAvg,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,LiveBallTurnovers,LostBallTurnovers,Turnovers,PenaltyTurnovers,LiveBallTurnoverPct,DefCorner3ReboundPct,SecondChanceOffPoss,SecondChanceAtRimFGM,SecondChanceAtRimFGA,SecondChanceCorner3FGA,PenaltyCorner3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChancePoints,PtsPutbacks,Fg2aBlocked,OffThreePtRebounds,OffTwoPtRebounds,OffRebounds,SelfOReb,DeadBallTurnovers,SecondChanceTurnovers,Charge Fouls,Offensive Fouls,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,Blocked2s,BlockedShortMidRange,Blocks,NonShootingPenaltyNonTakeFouls,SecondChanceFg3Pct,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,FG2APctBlocked,ShortMidRangePctBlocked,OffTwoPtReboundPct,OffThreePtReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,SelfORebPct,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceCorner3Frequency,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3Frequency,SecondChanceShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,BadPassTurnovers,Loose Ball Fouls,BadPassOutOfBoundsTurnovers,DefAtRimReboundPct,SecondChanceAtRimPctAssisted,FTDefRebounds,Charge Fouls Drawn,Blocked3s,BlockedArc3,RecoveredBlocks,DefFTReboundPct,DefLongMidRangeReboundPct,BlocksRecoveredPct,SecondChanceFtPoints,PtsUnassisted3s,Fg3aBlocked,StepOutOfBoundsTurnovers,BlockedAtRim,FG3APctBlocked,AtRimPctBlocked,Arc3PctBlocked,OffLongMidRangeReboundPct,LostBallSteals,LostBallOutOfBoundsTurnovers,LongMidRangePctBlocked,BlockedLongMidRange,SecondChanceCorner3FGM,PenaltyCorner3FGM,BlockedCorner3,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,PenaltyCorner3Accuracy,FTOffRebounds,OffensiveGoaltends,OffFTReboundPct,Offensive Fouls Drawn,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,Travels,Corner3PctBlocked,Technical Free Throw Trips,DefensiveGoaltends,Defensive 3 Seconds Violations,3pt And 1 Free Throw Trips,team_id,year,season,team_vs
1628368-1628436-1629162-1629640-1642868,1610612759,"De'Aaron Fox, Luke Kornet, Jordan McLaughlin, Keldon Johnson, Carter Bryant","Fox, Kornet, McLaughlin, Johnson, Bryant",1628368-1628436-1629162-1629640-1642868,SAS,349.0,1,6.0,-1.0,11.0,12.0,4.0,5.0,23,2.0,3.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,6.0,7.0,2.0,3.0,1.0,19.0,20.0,2.0,2.0,1.0,1.0,1.0,8.0,10.0,2.0,6.0,2.0,1.0,5.0,2.0,7.0,1.0,1.0,2.0,2.0,1.0,16.0,1.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,19.0,8.0,4.0,1.0,0.8333333333333334,0.8333333333333334,1.0,0.6666666666666666,1.0,0.6666666666666666,0.8571428571428571,1.0,0.9,1.1666666666666667,0.8636363636363636,1.0,0.3,1.0,1.0,1.0,1.0,1.0,94.89971346704871,16.11818181818182,14.308333333333332,16.11818181818182,14.308333333333332,0.3,0.6666666666666666,0.6666666666666666,1.0,0.2,1.0,1.0,1.0,0.2,1.0,1.0,0.5,0.1,1.0,1.0,1.0,0.2,0.5,0.5,1.0,0.3333333333333333,1.0,0.3333333333333333,1.0,0.6,0.5,0.5657449999999999,0.6060333333333333,0.42105263157894735,8.142857142857142,24.5,0.36363636363636365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612759,2026,2025-26,True
1628368-1628436-1629162-1629640-203084,1610612759,"De'Aaron Fox, Luke Kornet, Jordan McLaughlin, Keldon Johnson, Harrison Barnes","Fox, Kornet, McLaughlin, Johnson, Barnes",1628368-1628436-1629162-1629640-203084,SAS,31.0,1,1.0,1.0,1.0,1.0,,,2,,,,,1.0,1.0,,,,,,,,,1.0,1.0,,,,2.0,1.0,,,,,,,2.0,,,,,1.0,,1.0,,,,1.0,,2.0,,,,,,,1.0,1.0,,,,,2.0,,,,1.0,1.0,,,,,1.0,,1.0,,1.0,,,,,,,,92.9032258064516,12.0,19.0,12.0,19.0,,,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,0.4371,,,6.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612759,2026,2025-26,True
1628368-1628436-1629162-1642868-203084,1610612759,"De'Aaron Fox, Luke Kornet, Jordan McLaughlin, Carter Bryant, Harrison Barnes","Fox, Kornet, McLaughlin, Bryant, Barnes",1628368-1628436-1629162-1642868-203084,SAS,164.0,1,3.0,1.0,5.0,5.0,3.0,4.0,10,,,,,1.0,1.0,,,1.0,1.0,,2.0,,1.0,1.0,1.0,1.0,3.0,,5.0,4.0,1.0,1.0,,1.0,,2.0,2.0,,3.0,2.0,,1.0,1.0,2.0,,1.0,,1.0,,5.0,2.0,,2.0,2.0,,,1.0,2.0,1.0,,,,5.0,2.0,3.0,,1.0,1.0,1.0,0.3333333333333333,,0.3333333333333333,1.0,1.0,0.625,0.5,0.625,0.5,0.75,,0.5,0.3333333333333333,,0.5,87.80487804878048,14.86,17.94,14.86,14.0,,,,,0.25,1.0,1.0,1.0,,,,,0.25,1.0,1.0,1.0,0.5,,,,,,0.5,,0.75,,0.524375,0.479575,0.4,7.8,25.03333333333333,0.6,1.0,1.0,1.0,1.0,1.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612759,2026,2025-26,True
1628368-1628436-1629640-1630170-1630577,1610612759,"De'Aaron Fox, Luke Kornet, Keldon Johnson, Devin Vassell, Julian Champagnie","Fox, Kornet, Johnson, Vassell, Champagnie",1628368-1628436-1629640-1630170-1630577,SAS,1429.6999999999998,14,24.0,-5.0,47.0,47.0,22.0,26.0,94,12.0,19.0,4.0,7.0,6.0,13.0,2.0,6.0,1.0,3.0,2.0,6.0,1.0,2.0,20.0,38.0,3.0,9.0,8.0,57.0,62.0,8.0,16.0,1.0,3.0,8.0,27.0,20.0,20.0,9.0,6.0,2.0,10.0,3.0,13.0,2.0,1.0,7.0,2.0,1.0,29.0,12.0,4.0,16.0,26.0,2.0,2.0,5.0,8.0,9.0,,11.0,2.0,48.0,27.0,22.0,2.0,0.5,0.5555555555555556,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.5263157894736842,0.5,0.5212765957446809,0.5,0.5480769230769231,0.5625,0.19148936170212766,0.5,0.8,0.6956521739130435,0.6666666666666666,0.7777777777777778,94.67720500804366,15.123404255319148,15.295744680851064,14.251063829787233,14.636170212765958,0.40425531914893614,0.631578947368421,0.631578947368421,0.5833333333333334,0.2765957446808511,0.46153846153846156,0.5,0.3333333333333333,0.1276595744680851,0.3333333333333333,0.3333333333333333,0.5,0.06382978723404255,0.3333333333333333,0.3333333333333333,1.0,0.1276595744680851,0.3333333333333333,0.3333333333333333,1.0,0.3684210526315789,0.5714285714285714,0.10526315789473684,0.5,0.5957446808510638,0.3333333333333333,0.5327776595744681,0.5120342105263158,0.47368421052631576,6.3236842105263165,24.744444444444444,0.46808510638297873,,,2.0,1.0,,0.8333333333333334,7.0,2.0,4.0,1.0,1.0,1.0,1.0,3.0,6.0,1.0,2.0,9.0,4.0,1.0,4.0,6.0,10.0,1.0,2.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5625,0.5625,0.02631578947368421,0.07692307692307693,0.3333333333333333,0.6666666666666666,0.4166666666666667,0.42857142857142855,0.42857142857142855,0.5,1.0,0.043478260869565216,0.5,0.5,0.125,0.125,1.0,1.0,0.05263157894736842,0.5604250000000001,0.08,0.0975609756097561,0.15789473684210525,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612759,2026,2025-26,True
1628368-1628436-1629640-1630170-1631110,1610612759,"De'Aaron Fox, Luke Kornet, Keldon Johnson, Devin Vassell, Jeremy Sochan","Fox, Kornet, Johnson, Vassell, Sochan",1628368-1628436-1629640-1630170-1631110,SAS,78.0,1,1.0,,4.0,3.0,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,2.0,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,,0.6666666666666666,1.0,,129.23076923076923,4.5,20.0,4.5,16.333333333333332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,3.0,,0.3333333333333333,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612759,2026,2025-26,True
1628368-1628436-1629640-1630170-1642264,1610612759,"De'Aaron Fox, Luke Kornet, Keldon Johnson, Devin Vassell, Stephon Castle","Fox, Kornet, Johnson, Vassell, Castle",1628368-1628436-1629640-1630170-1642264,SAS,450.0,6,8.0,4.0,19.0,17.0,,10.0,36,4.0,5.0,,,4.0,5.0,,1.0,,1.0,,5.0,,,8.0,11.0,,6.0,6.0,22.0,18.0,,,,,,,10.0,6.0,,5.0,,5.0,,5.0,,,2.0,3.0,,10.0,2.0,2.0,4.0,8.0,2.0,2.0,2.0,4.0,4.0,,6.0,,12.0,,,,0.625,0.8333333333333334,,,,,0.7272727272727273,,0.47058823529411764,,0.55,,0.35294117647058826,1.0,0.6666666666666666,0.8,1.0,0.6666666666666666,115.2,11.463157894736844,13.658823529411764,9.515789473684212,12.894117647058822,0.29411764705882354,0.8,0.8,0.5,0.29411764705882354,0.8,0.8,0.75,0.058823529411764705,,,,0.058823529411764705,,,,0.29411764705882354,,,,,,,,0.6470588235294118,,0.5438000000000001,,,5.181818181818182,26.266666666666666,,,,3.0,,,,6.0,3.0,3.0,,,,,5.0,6.0,,,10.0,4.0,,3.0,1.0,4.0,1.0,3.0,,1.0,,,3.0,,,,1.0,,0.8333333333333334,0.8333333333333334,0.8333333333333334,,,0.3333333333333333,0.5,0.4444444444444444,1.0,,0.4,1.0,0.1111111111111111,0.5,1.0,,,,,,0.5053,0.15,0.21428571428571427,0.45454545454545453,,,2.0,1.0,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612759,2026,2025-26,True
1628368-1628436-1629640-1630170-1642844,1610612759,"De'Aaron Fox, Luke Kornet, Keldon Johnson, Devin Vassell, Dylan Harper","Fox, Kornet, Johnson, Vassell, Harper",1628368-1628436-1629640-1630170-1642844,SAS,1050.5,8,18.0,2.0,35.0,33.0,5.0,18.0,68,5.0,7.0,,,6.0,16.0,2.0,2.0,1.0,3.0,3.0,11.0,,1.0,13.0,25.0,4.0,14.0,2.0,40.0,38.0,,1.0,,2.0,2.0,2.0,12.0,14.0,12.0,11.0,3.0,6.0,4.0,10.0,3.0,1.0,2.0,3.0,1.0,24.0,6.0,6.0,15.0,24.0,,,4.0,4.0,3.0,,2.0,1.0,34.0,2.0,5.0,1.0,0.46153846153846156,0.5454545454545454,1.0,0.2857142857142857,,0.2857142857142857,0.52,,0.48717948717948717,,0.5,0.25,0.358974358974359,0.6666666666666666,0.8571428571428571,0.75,0.6,0.8,93.21275583055689,16.154285714285713,14.700000000000001,14.617142857142856,14.063636363636364,0.1794871794871795,0.7142857142857143,0.7142857142857143,0.4,0.41025641025641024,0.375,0.375,0.5,0.05128205128205128,1.0,1.0,0.5,0.07692307692307693,0.3333333333333333,0.3333333333333333,1.0,0.28205128205128205,0.2727272727272727,0.2727272727272727,1.0,,,0.3333333333333333,,0.5384615384615384,0.2727272727272727,0.5041641025641026,0.5350666666666667,0.05,7.9239999999999995,25.50714285714286,0.14285714285714285,1.0,,4.0,1.0,0.25,1.0,9.0,2.0,3.0,,1.0,,3.0,3.0,6.0,,3.0,6.0,4.0,,2.0,7.0,9.0,1.0,3.0,1.0,,,,,1.0,1.0,2.0,,,0.5,0.3333333333333333,0.3333333333333333,,,0.6363636363636364,0.2,0.42857142857142855,0.5,0.6666666666666666,0.25,,0.047619047619047616,0.3333333333333333,0.6666666666666666,,0.3333333333333333,,,0.3333333333333333,0.52109375,,,0.15,1.0,,2.0,,,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612759,2026,2025-26,True
1628368-1628436-1629640-1630170-1642868,1610612759,"De'Aaron Fox, Luke Kornet, Keldon Johnson, Devin Vassell, Carter Bryant","Fox, Kornet, Johnson, Vassell, Bryant",1628368-1628436-1629640-1630170-1642868,SAS,369.0,3,6.0,-6.0,12.0,11.0,1.0,,23,2.0,3.0,,,1.0,4.0,,1.0,,,,2.0,,,3.0,8.0,,2.0,2.0,8.0,14.0,,1.0,,,,,4.0,2.0,,2.0,,2.0,,2.0,,,1.0,1.0,,4.0,1.0,3.0,4.0,4.0,1.0,1.0,,1.0,5.0,,4.0,,8.0,,1.0,,0.6666666666666666,0.6666666666666666,,,,,0.375,,0.3,,0.3333333333333333,,0.2,0.6,0.5,0.5714285714285714,0.5,0.5,89.7560975609756,14.641666666666666,17.572727272727274,14.641666666666666,16.318181818181817,0.3,0.6666666666666666,0.6666666666666666,0.5,0.4,0.25,0.3333333333333333,1.0,0.1,,,,,,,,0.2,,,,,,,,0.5,,0.529575,0.3086,,7.3875,26.95,0.08333333333333333,1.0,,1.0,,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,2.0,,,,,,,,,0.125,0.25,,,,,,,,,,,,,,,,,0.16666666666666666,0.2,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612759,2026,2025-26,True
1628368-1628436-1629640-1630170-203084,1610612759,"De'Aaron Fox, Luke Kornet, Keldon Johnson, Devin Vassell, Harrison Barnes","Fox, Kornet, Johnson, Vassell, Barnes",1628368-1628436-1629640-1630170-203084,SAS,1535.1,9,26.0,-8.0,50.0,54.0,19.0,29.0,104,8.0,13.0,1.0,2.0,3.0,12.0,3.0,5.0,1.0,4.0,8.0,20.0,3.0,8.0,14.0,30.0,9.0,24.0,6.0,61.0,69.0,2.0,8.0,3.0,9.0,1.0,14.0,12.0,16.0,21.0,20.0,8.0,6.0,7.0,13.0,6.0,1.0,3.0,3.0,,33.0,11.0,5.0,16.0,30.0,,,10.0,16.0,9.0,1.0,10.0,1.0,47.0,14.0,19.0,1.0,0.42857142857142855,0.5454545454545454,0.7777777777777778,0.375,0.3333333333333333,0.375,0.4666666666666667,0.25,0.5092592592592593,0.38235294117647056,0.5258620689655172,0.3684210526315789,0.4444444444444444,0.5555555555555556,0.9166666666666666,0.7619047619047619,0.8,1.0,97.55716239984366,14.904000000000002,14.627777777777778,13.756000000000002,14.064814814814815,0.24074074074074073,0.6153846153846154,0.6666666666666666,0.375,0.2222222222222222,0.25,0.2727272727272727,1.0,0.09259259259259259,0.6,0.6,,0.07407407407407407,0.25,0.25,1.0,0.37037037037037035,0.4,0.42105263157894735,0.75,0.11764705882352941,0.5,0.47058823529411764,0.375,0.6851851851851852,0.4,0.517650925925926,0.48707647058823533,0.22950819672131148,6.533333333333333,26.395833333333332,0.38,5.0,2.0,6.0,4.0,0.8333333333333334,0.8571428571428571,13.0,4.0,6.0,1.0,1.0,,3.0,6.0,8.0,,4.0,14.0,6.0,2.0,4.0,10.0,14.0,2.0,1.0,1.0,,,2.0,5.0,1.0,,1.0,1.0,,0.75,0.5,0.5,0.06666666666666667,0.08333333333333333,0.625,0.2857142857142857,0.4666666666666667,0.6,0.5555555555555556,0.2727272727272727,0.3333333333333333,0.07407407407407407,0.5,0.6666666666666666,0.08333333333333333,0.25,,,0.058823529411764705,0.5717833333333333,0.08771929824561403,0.15151515151515152,0.22950819672131148,3.0,,,0.25,,,,,,1.0,,,1.0,2.0,6.0,1.0,1.0,1.0,0.041666666666666664,0.07692307692307693,0.05,1.0,,,,,,,,,,,,,,,,,,,,,,,1610612759,2026,2025-26,True
1628368-1628436-1629640-1630322-1630577,1610612759,"De'Aaron Fox, Luke Kornet, Keldon Johnson, Lindy Waters III, Julian Champagnie","Fox, Kornet, Johnson, Waters III, Champagnie",1628368-1628436-1629640-1630322-1630577,SAS,576.4,3,10.0,-8.0,23.0,23.0,9.0,5.0,46,5.0,8.0,2.0,2.0,,4.0,1.0,2.0,,4.0,1.0,5.0,,1.0,6.0,14.0,1.0,9.0,1.0,16.0,24.0,3.0,5.0,,3.0,1.0,7.0,8.0,4.0,3.0,5.0,1.0,4.0,1.0,5.0,1.0,,4.0,,,11.0,6.0,2.0,8.0,11.0,3.0,1.0,1.0,4.0,2.0,,2.0,1.0,14.0,7.0,9.0,1.0,0.6666666666666666,0.8,1.0,0.1111111111111111,,0.1111111111111111,0.42857142857142855,0.6,0.32608695652173914,0.375,0.3333333333333333,0.3888888888888889,0.391304347826087,0.6666666666666666,0.6,0.6153846153846154,1.0,0.42857142857142855,114.9201943095073,12.4,12.660869565217391,12.304347826086957,11.530434782608696,0.34782608695652173,0.625,0.625,0.8,0.17391304347826086,,,,0.08695652173913043,0.5,0.5,,0.17391304347826086,,,,0.21739130434782608,0.2,0.2,1.0,0.25,1.0,0.125,,0.7391304347826086,0.2,0.5594022727272727,0.5390571428571429,0.4375,5.207142857142857,24.075,0.391304347826087,1.0,,1.0,,1.0,1.0,3.0,1.0,2.0,,2.0,,,1.0,2.0,,,2.0,2.0,2.0,1.0,2.0,3.0,1.0,,,,,,,1.0,,1.0,1.0,,0.5,0.5,0.5,0.14285714285714285,0.5,0.25,0.125,0.1875,,0.5,0.25,,0.07142857142857142,1.0,0.5,,,,,0.25,0.55395,,,0.125,1.0,2.0,,0.5,,,,,,,,,,,,,,1.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,1610612759,2026,2025-26,True
