EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGM,SecondChanceCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,Fg3aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,StepOutOfBoundsTurnovers,Turnovers,SecondChanceTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,Offensive Fouls,FoulsDrawn,Loose Ball Fouls Drawn,Offensive Fouls Drawn,FTA,2pt And 1 Free Throw Trips,3pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,ThreePtShootingFoulsDrawn,Blocked2s,Blocked3s,BlockedArc3,BlockedAtRim,BlockedLongMidRange,BlockedShortMidRange,Blocks,RecoveredBlocks,FirstChancePoints,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,EfgPct,SecondChanceEfgPct,TsPct,SecondChanceTsPct,FG3APct,FG3APctBlocked,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,Corner3PctBlocked,Arc3PctBlocked,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,Pace,BlocksRecoveredPct,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,ThreePtShootingFoulsDrawnPct,SecondChancePointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPoss,PenaltyAtRimFGM,PenaltyAtRimFGA,PenaltyCorner3FGM,PenaltyCorner3FGA,PenaltyArc3FGM,PenaltyArc3FGA,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,Travels,PenaltyTurnovers,Charge Fouls Drawn,Technical Free Throw Trips,NonShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,PenaltyFg3Pct,PenaltyFg2Pct,PenaltyEfgPct,PenaltyTsPct,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,PenaltyShotQualityAvg,PenaltyPointsPct,PenaltyOffPossPct,FTOffRebounds,Defensive 3 Seconds Violations,OffFTReboundPct,OffLongMidRangeReboundPct,DefensiveGoaltends,Charge Fouls,BlockedCorner3,LongMidRangePctBlocked,Clear Path Fouls,OffensiveGoaltends,team_id,year,season,team_vs
1630541-1642366-201939-202710-203110,1610612744,"Moses Moody, Quinten Post, Stephen Curry, Jimmy Butler III, Draymond Green","Moody, Post, Curry, Butler III, Green",1630541-1642366-201939-202710-203110,GSW,7479.0,17,125,-19.0,265,269,1.0,26.0,534,39.0,56.0,8.0,12.0,24.0,48.0,6.0,8.0,12.0,41.0,2.0,5.0,31.0,90.0,2.0,7.0,69.0,112.0,43.0,131.0,45.0,312.0,331.0,9.0,13.0,4.0,12.0,8.0,38.0,92.0,46.0,117.0,12.0,12.0,90.0,31.0,10.0,3.0,46.0,39.0,85.0,27.0,12.0,29.0,14.0,3.0,209.0,17.0,14.0,50.0,39.0,3.0,92.0,31.0,123.0,6.0,26.0,15.0,11.0,19.0,8.0,15.0,18.0,3.0,4.0,1.0,37.0,1.0,27.0,43.0,5.0,4.0,43.0,1.0,2.0,49.0,7.0,1.0,23.0,4.0,10.0,1.0,1.0,2.0,2.0,6.0,11.0,7.0,274.0,0.6666666666666666,0.7301587301587301,0.9069767441860465,0.3282442748091603,0.3333333333333333,0.3282442748091603,0.6160714285714286,0.6923076923076923,0.5493827160493827,0.6,0.5954198473282443,0.6551724137931034,0.5390946502057613,0.022900763358778626,0.08928571428571429,0.08928571428571429,0.10416666666666667,0.04878048780487805,0.011111111111111112,0.5135135135135135,1.0,0.7358490566037735,0.3333333333333333,0.819672131147541,0.19318181818181818,0.7807017543859649,0.23846153846153847,0.35294117647058826,0.3333333333333333,0.2033898305084746,0.1724137931034483,0.5,0.7096774193548387,0.9285714285714286,0.8163265306122449,0.8333333333333334,0.05128205128205128,102.8158844765343,0.6363636363636364,14.550943396226415,13.468401486988848,14.19622641509434,13.0817843866171,0.23045267489711935,0.6964285714285714,0.7647058823529411,0.7435897435897436,0.19753086419753085,0.5,0.5581395348837209,0.5833333333333334,0.03292181069958848,0.75,0.75,0.5,0.16872427983539096,0.2926829268292683,0.3076923076923077,1.0,0.37037037037037035,0.34444444444444444,0.34831460674157305,0.8709677419354839,0.48,0.6666666666666666,0.375,0.2,0.4,1.0,0.28,0.2857142857142857,1.0,0.7695473251028807,0.34444444444444444,0.5560448559670782,0.61179,0.10305343511450382,0.1796875,0.029850746268656716,0.12179487179487179,5.502678571428571,25.34580152671756,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612744,2026,2025-26,False
1630228-1641764-201939-202710-203110,1610612744,"Jonathan Kuminga, Brandin Podziemski, Stephen Curry, Jimmy Butler III, Draymond Green","Kuminga, Podziemski, Curry, Butler III, Green",1630228-1641764-201939-202710-203110,GSW,3871.2,8,65,25.0,139,136,33.0,12.0,275,23.0,32.0,2.0,5.0,11.0,24.0,1.0,9.0,6.0,13.0,,,17.0,41.0,2.0,6.0,35.0,65.0,23.0,54.0,31.0,170.0,145.0,3.0,6.0,2.0,6.0,3.0,15.0,44.0,26.0,66.0,3.0,,41.0,17.0,3.0,,22.0,22.0,44.0,16.0,6.0,15.0,6.0,1.0,110.0,6.0,7.0,26.0,16.0,5.0,47.0,13.0,60.0,2.0,14.0,10.0,4.0,9.0,4.0,6.0,7.0,,3.0,,16.0,,17.0,23.0,1.0,1.0,33.0,4.0,3.0,39.0,2.0,,19.0,,4.0,1.0,1.0,1.0,,3.0,5.0,4.0,155.0,0.6285714285714286,0.6285714285714286,0.9565217391304348,0.42592592592592593,0.3333333333333333,0.42592592592592593,0.5384615384615384,0.5,0.5840336134453782,0.5,0.6167883211678832,0.5357142857142857,0.453781512605042,,0.046153846153846156,0.03125,0.08333333333333333,,,0.5625,1.0,0.7619047619047619,0.23333333333333334,0.896551724137931,0.1935483870967742,0.84,0.21311475409836064,0.3333333333333333,0.3076923076923077,0.25,,0.6666666666666666,0.8,0.75,0.85,1.0,0.034482758620689655,102.2938623682579,0.8,14.154676258992806,13.997794117647059,13.533812949640287,13.763970588235296,0.2689075630252101,0.71875,0.7419354838709677,0.6521739130434783,0.20168067226890757,0.4583333333333333,0.5,0.5454545454545454,0.07563025210084033,0.1111111111111111,0.1111111111111111,1.0,0.1092436974789916,0.46153846153846156,0.46153846153846156,1.0,0.3445378151260504,0.4146341463414634,0.4146341463414634,0.9411764705882353,0.4166666666666667,0.4,1.0,,,,0.5,0.3333333333333333,1.0,0.7226890756302521,0.4146341463414634,0.5360819327731092,0.5515749999999999,0.13970588235294118,0.23170731707317074,,0.08823529411764706,6.167692307692307,26.20740740740741,33.0,3.0,6.0,1.0,4.0,3.0,8.0,6.0,15.0,4.0,12.0,9.0,33.0,2.0,5.0,3.0,1.0,1.0,33.0,33.0,1.0,1.0,0.3333333333333333,0.4,0.4444444444444444,0.5,0.2222222222222222,0.5,0.14814814814814814,0.25,0.2962962962962963,0.375,0.5216351851851851,0.19411764705882353,0.23741007194244604,,,,,,,,,,,1610612744,2026,2025-26,False
1630541-1641764-1642366-202710-203110,1610612744,"Moses Moody, Brandin Podziemski, Quinten Post, Jimmy Butler III, Draymond Green","Moody, Podziemski, Post, Butler III, Green",1630541-1641764-1642366-202710-203110,GSW,3852.0,12,64,2.0,125,126,,17.0,251,12.0,18.0,2.0,4.0,16.0,31.0,,2.0,5.0,20.0,,2.0,12.0,39.0,2.0,2.0,28.0,51.0,17.0,59.0,27.0,134.0,132.0,5.0,8.0,2.0,4.0,5.0,21.0,32.0,24.0,51.0,,4.0,39.0,12.0,4.0,,16.0,17.0,33.0,12.0,5.0,9.0,7.0,,83.0,9.0,8.0,23.0,27.0,4.0,54.0,18.0,72.0,5.0,9.0,5.0,4.0,9.0,4.0,4.0,10.0,1.0,5.0,,19.0,2.0,14.0,23.0,2.0,2.0,22.0,,1.0,31.0,2.0,,16.0,,6.0,,,2.0,,4.0,6.0,5.0,113.0,0.5714285714285714,0.6153846153846154,1.0,0.288135593220339,0.5,0.288135593220339,0.5490196078431373,0.625,0.4863636363636364,0.6666666666666666,0.5362903225806451,0.7,0.5363636363636364,,0.0784313725490196,0.05555555555555555,0.0967741935483871,,,0.47368421052631576,1.0,0.75,0.34782608695652173,0.7419354838709677,0.21428571428571427,0.746268656716418,0.26153846153846155,0.5,0.26666666666666666,0.2962962962962963,0.06666666666666667,0.75,0.7727272727272727,0.5,0.7692307692307693,0.6,0.08196721311475409,93.83177570093457,0.8333333333333334,17.056,13.65079365079365,16.528,13.182539682539682,0.16363636363636364,0.6666666666666666,0.7058823529411765,0.75,0.2818181818181818,0.5161290322580645,0.5714285714285714,0.4375,0.01818181818181818,,,,0.18181818181818182,0.25,0.25,1.0,0.35454545454545455,0.3076923076923077,0.3076923076923077,1.0,0.3333333333333333,0.5,0.5,0.16666666666666666,,,0.16666666666666666,1.0,1.0,0.7,0.3076923076923077,0.5204868181818182,0.5116416666666667,0.12903225806451613,0.24615384615384617,,0.15671641791044777,6.456862745098039,24.952542372881357,,,,,,,,,,,,,,1.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,1.0,2.0,0.5,0.5,,,,,,,1610612744,2026,2025-26,False
1630541-1642954-201939-202710-203110,1610612744,"Moses Moody, Will Richard, Stephen Curry, Jimmy Butler III, Draymond Green","Moody, Richard, Curry, Butler III, Green",1630541-1642954-201939-202710-203110,GSW,3480.0,8,58,6.0,119,122,6.0,13.0,241,19.0,32.0,3.0,9.0,5.0,8.0,3.0,5.0,5.0,14.0,,2.0,20.0,43.0,3.0,4.0,27.0,45.0,25.0,57.0,17.0,146.0,140.0,6.0,12.0,3.0,6.0,3.0,24.0,36.0,18.0,66.0,9.0,6.0,43.0,20.0,3.0,1.0,18.0,22.0,40.0,17.0,5.0,13.0,4.0,1.0,102.0,8.0,11.0,20.0,18.0,1.0,39.0,19.0,58.0,4.0,13.0,10.0,3.0,15.0,2.0,12.0,12.0,3.0,3.0,2.0,27.0,,12.0,24.0,2.0,4.0,18.0,3.0,,20.0,1.0,,8.0,1.0,3.0,,,1.0,,2.0,3.0,3.0,122.0,0.6666666666666666,0.75,0.88,0.43859649122807015,0.5,0.43859649122807015,0.6,0.5,0.6323529411764706,0.5833333333333334,0.6576576576576577,0.631578947368421,0.5588235294117647,0.017543859649122806,0.06666666666666667,0.09375,,,0.023255813953488372,0.5555555555555556,0.5,0.782608695652174,0.6111111111111112,0.5714285714285714,0.25,0.6551724137931034,0.38,0.6153846153846154,1.0,0.2608695652173913,0.2222222222222222,0.9,0.75,0.6,0.5,0.6923076923076923,0.08695652173913043,99.72413793103448,1.0,14.50672268907563,14.374590163934426,13.800840336134453,13.505737704918033,0.3137254901960784,0.59375,0.6551724137931034,0.6842105263157895,0.0784313725490196,0.625,0.625,0.8,0.049019607843137254,0.6,0.6,0.3333333333333333,0.13725490196078433,0.35714285714285715,0.35714285714285715,1.0,0.4215686274509804,0.46511627906976744,0.47619047619047616,0.85,0.5,0.3333333333333333,,0.1111111111111111,,,0.2222222222222222,0.75,1.0,0.8725490196078431,0.46511627906976744,0.5855627450980393,0.5707653846153846,0.08181818181818182,0.15384615384615385,0.017241379310344827,0.1643835616438356,4.542222222222223,25.212280701754384,7.0,1.0,1.0,,,1.0,2.0,1.0,1.0,1.0,2.0,2.0,7.0,,3.0,3.0,,1.0,7.0,7.0,1.0,1.0,0.5,1.0,0.8333333333333334,0.875,0.3333333333333333,1.0,,,0.6666666666666666,0.5,0.5730166666666666,0.04794520547945205,0.058823529411764705,,,,,,,,,,,1610612744,2026,2025-26,False
1629001-1630311-1630541-1630611-203110,1610612744,"De'Anthony Melton, Pat Spencer, Moses Moody, Gui Santos, Draymond Green","Melton, Spencer, Moody, Santos, Green",1629001-1630311-1630541-1630611-203110,GSW,3039.0,6,51,2.0,102,102,,9.0,204,12.0,17.0,1.0,2.0,8.0,15.0,1.0,2.0,5.0,14.0,,1.0,15.0,44.0,3.0,8.0,21.0,34.0,20.0,58.0,16.0,118.0,116.0,2.0,3.0,3.0,9.0,,13.0,26.0,16.0,51.0,9.0,,44.0,15.0,4.0,1.0,13.0,17.0,30.0,12.0,5.0,9.0,4.0,,77.0,8.0,4.0,14.0,14.0,2.0,30.0,12.0,42.0,1.0,16.0,10.0,6.0,8.0,3.0,3.0,6.0,2.0,5.0,,14.0,,12.0,18.0,2.0,,14.0,2.0,1.0,18.0,1.0,,8.0,1.0,1.0,1.0,1.0,1.0,,,2.0,2.0,105.0,0.6190476190476191,0.6190476190476191,0.85,0.3448275862068966,0.3333333333333333,0.3448275862068966,0.6176470588235294,0.6666666666666666,0.5543478260869565,0.5416666666666666,0.59,0.5416666666666666,0.6304347826086957,0.017241379310344827,0.11764705882352941,0.11764705882352941,0.13333333333333333,,0.022727272727272728,0.5714285714285714,1.0,0.7368421052631579,0.3076923076923077,0.5833333333333334,0.21052631578947367,0.6511627906976745,0.23529411764705882,0.4,0.2857142857142857,0.2413793103448276,0.1111111111111111,0.6666666666666666,0.75,1.0,0.6111111111111112,0.5,0.021739130434782608,96.6633761105627,1.0,14.598039215686274,15.196078431372548,13.872549019607844,14.529411764705882,0.18478260869565216,0.7058823529411765,0.8,0.75,0.16304347826086957,0.5333333333333333,0.6153846153846154,0.5,0.021739130434782608,0.5,0.5,,0.15217391304347827,0.35714285714285715,0.35714285714285715,1.0,0.4782608695652174,0.3409090909090909,0.3488372093023256,0.8,0.16666666666666666,0.5,1.0,0.08333333333333333,,,0.6666666666666666,0.375,1.0,0.8152173913043478,0.3409090909090909,0.5544576086956522,0.5444416666666666,0.09,0.1951219512195122,0.01694915254237288,0.11016949152542373,5.688235294117647,25.529310344827586,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,,,,,,1610612744,2026,2025-26,False
1627780-1630541-1641764-201939-203110,1610612744,"Gary Payton II, Moses Moody, Brandin Podziemski, Stephen Curry, Draymond Green","Payton II, Moody, Podziemski, Curry, Green",1627780-1630541-1641764-201939-203110,GSW,2791.0,13,47,-15.0,100,105,9.0,11.0,205,28.0,37.0,5.0,8.0,6.0,11.0,3.0,3.0,4.0,11.0,,1.0,11.0,28.0,,,37.0,51.0,15.0,39.0,7.0,126.0,141.0,5.0,9.0,,1.0,2.0,12.0,50.0,24.0,42.0,3.0,8.0,28.0,11.0,4.0,,25.0,14.0,39.0,10.0,4.0,19.0,4.0,2.0,92.0,8.0,3.0,11.0,20.0,3.0,34.0,11.0,45.0,,8.0,6.0,2.0,13.0,3.0,10.0,6.0,,3.0,1.0,19.0,1.0,16.0,22.0,1.0,2.0,13.0,2.0,,9.0,2.0,2.0,4.0,2.0,7.0,,,2.0,,5.0,7.0,4.0,114.0,0.6756756756756757,0.7575757575757576,0.9333333333333333,0.38461538461538464,,0.38461538461538464,0.7254901960784313,0.5555555555555556,0.6611111111111111,0.5,0.6793478260869565,0.5454545454545454,0.43333333333333335,,0.0784313725490196,0.02702702702702703,0.2727272727272727,,,0.6842105263157895,1.0,0.7142857142857143,0.21428571428571427,0.7333333333333333,0.3333333333333333,0.7209302325581395,0.2894736842105263,,0.6,0.29411764705882354,0.42857142857142855,0.4,0.8095238095238095,0.5,0.75,0.7142857142857143,,105.76854174131137,0.5714285714285714,13.24,13.971428571428572,12.63,13.266666666666667,0.4111111111111111,0.7567567567567568,0.7777777777777778,0.6785714285714286,0.12222222222222222,0.5454545454545454,0.75,0.6666666666666666,0.03333333333333333,1.0,1.0,0.6666666666666666,0.12222222222222222,0.36363636363636365,0.36363636363636365,1.0,0.3111111111111111,0.39285714285714285,0.39285714285714285,0.9090909090909091,0.8,0.625,,0.1,,,,,,0.8444444444444444,0.39285714285714285,0.5591683333333334,0.611,0.06521739130434782,0.07547169811320754,0.05128205128205128,0.09523809523809523,4.549019607843137,25.6974358974359,8.0,2.0,2.0,,,2.0,5.0,3.0,3.0,2.0,5.0,,12.0,,,1.0,1.0,,12.0,8.0,,,0.4,1.0,0.75,0.75,0.25,1.0,,,0.625,0.4,0.54398125,0.09523809523809523,0.08,,,,,,,,,,,1610612744,2026,2025-26,False
1630228-1642366-201939-202710-203110,1610612744,"Jonathan Kuminga, Quinten Post, Stephen Curry, Jimmy Butler III, Draymond Green","Kuminga, Post, Curry, Butler III, Green",1630228-1642366-201939-202710-203110,GSW,2636.0,5,44,14.0,89,93,,2.0,182,14.0,18.0,1.0,1.0,9.0,15.0,1.0,4.0,4.0,8.0,,1.0,12.0,28.0,,,24.0,37.0,16.0,36.0,19.0,115.0,101.0,1.0,1.0,,1.0,,2.0,36.0,12.0,42.0,6.0,,28.0,12.0,3.0,,18.0,14.0,32.0,10.0,4.0,12.0,5.0,1.0,78.0,2.0,1.0,21.0,15.0,1.0,37.0,3.0,40.0,1.0,9.0,7.0,2.0,8.0,2.0,3.0,3.0,1.0,5.0,,11.0,1.0,6.0,16.0,1.0,,14.0,,1.0,21.0,2.0,,8.0,2.0,4.0,,,1.0,,3.0,4.0,3.0,113.0,0.75,0.75,0.875,0.4444444444444444,,0.4444444444444444,0.6486486486486487,1.0,0.6575342465753424,0.5,0.7037037037037037,0.5,0.4931506849315068,,0.08108108108108109,0.05555555555555555,0.13333333333333333,,,0.7272727272727273,1.0,0.6818181818181818,0.07692307692307693,0.6774193548387096,0.1,0.6792452830188679,0.09090909090909091,,0.16666666666666666,0.0625,0.25,0.8,0.6,1.0,0.6153846153846154,1.0,0.03333333333333333,99.42336874051594,0.75,13.651685393258427,15.279569892473118,13.51685393258427,14.10752688172043,0.2465753424657534,0.7777777777777778,0.8235294117647058,0.8571428571428571,0.2054794520547945,0.6,0.6923076923076923,0.5555555555555556,0.0547945205479452,0.25,0.25,1.0,0.1095890410958904,0.5,0.5,1.0,0.3835616438356164,0.42857142857142855,0.42857142857142855,0.8333333333333334,0.5,1.0,1.0,0.5,,,,,,0.7397260273972602,0.42857142857142855,0.5463349315068493,0.6162,0.12345679012345678,0.18604651162790697,0.05263157894736842,0.017391304347826087,5.602702702702703,25.869444444444444,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612744,2026,2025-26,False
1629001-1630611-1641764-203110-204001,1610612744,"De'Anthony Melton, Gui Santos, Brandin Podziemski, Draymond Green, Kristaps Porziņģis","Melton, Santos, Podziemski, Green, Porziņģis",1629001-1630611-1641764-203110-204001,GSW,2183.5,5,36,6.0,74,73,7.0,4.0,147,9.0,12.0,2.0,2.0,6.0,10.0,2.0,3.0,6.0,10.0,,,7.0,25.0,,1.0,17.0,25.0,13.0,35.0,10.0,83.0,77.0,3.0,3.0,,1.0,,6.0,22.0,12.0,36.0,3.0,2.0,25.0,7.0,1.0,,11.0,12.0,23.0,6.0,6.0,6.0,4.0,1.0,58.0,4.0,1.0,17.0,15.0,1.0,33.0,5.0,38.0,,4.0,3.0,1.0,10.0,,8.0,2.0,,2.0,,12.0,,6.0,15.0,2.0,,14.0,,2.0,14.0,,,7.0,,4.0,,,1.0,,3.0,4.0,2.0,77.0,0.6470588235294118,0.6875,0.9230769230769231,0.37142857142857144,,0.37142857142857144,0.68,1.0,0.6083333333333333,0.75,0.6194029850746269,0.75,0.5833333333333334,,0.04,,0.1,,,0.8333333333333334,1.0,0.7894736842105263,0.125,0.8095238095238095,0.18181818181818182,0.8,0.16666666666666666,0.3333333333333333,,0.2222222222222222,,1.0,0.6923076923076923,1.0,0.8235294117647058,0.75,,96.9452713533318,0.5,14.682432432432432,15.027397260273972,14.47972972972973,14.506849315068493,0.2,0.75,0.75,0.6666666666666666,0.16666666666666666,0.6,0.6666666666666666,0.6666666666666666,0.05,0.6666666666666666,0.6666666666666666,0.5,0.16666666666666666,0.6,0.6,1.0,0.4166666666666667,0.28,0.28,0.8571428571428571,0.5,1.0,0.5,,,,0.25,,,0.7833333333333333,0.28,0.5492758333333333,0.5031,0.1044776119402985,0.21875,,0.07228915662650602,5.976,25.771428571428572,5.0,2.0,3.0,,,,,2.0,4.0,,,3.0,7.0,,,,,,7.0,5.0,1.0,,,0.5,0.5,0.5833333333333334,0.75,0.6666666666666666,,,,,0.5104,0.08433734939759036,0.06756756756756757,,,,,,,,,,,1610612744,2026,2025-26,False
1630541-1641764-201939-202710-203110,1610612744,"Moses Moody, Brandin Podziemski, Stephen Curry, Jimmy Butler III, Draymond Green","Moody, Podziemski, Curry, Butler III, Green",1630541-1641764-201939-202710-203110,GSW,2162.3,13,36,7.0,80,77,43.0,8.0,157,12.0,16.0,,2.0,6.0,9.0,,1.0,2.0,7.0,,,6.0,30.0,,3.0,18.0,26.0,8.0,37.0,24.0,84.0,77.0,,2.0,,3.0,6.0,6.0,24.0,12.0,18.0,6.0,,30.0,6.0,3.0,2.0,12.0,6.0,18.0,4.0,2.0,9.0,3.0,,42.0,7.0,2.0,12.0,16.0,1.0,29.0,9.0,38.0,1.0,5.0,3.0,2.0,8.0,1.0,6.0,5.0,2.0,2.0,1.0,13.0,1.0,7.0,11.0,,,19.0,,,29.0,1.0,,12.0,,2.0,,,,,2.0,2.0,,78.0,0.6666666666666666,0.6666666666666666,0.75,0.21621621621621623,,0.21621621621621623,0.6923076923076923,,0.47619047619047616,,0.5454545454545454,0.375,0.5873015873015873,0.05405405405405406,0.11538461538461539,0.0625,0.2222222222222222,0.14285714285714285,0.03333333333333333,0.6153846153846154,1.0,0.64,0.2857142857142857,0.631578947368421,0.2413793103448276,0.6363636363636364,0.25,,0.6666666666666666,0.25,0.2,0.5714285714285714,0.5454545454545454,0.8571428571428571,0.5714285714285714,0.8,0.03225806451612903,104.55533459741942,,13.201249999999998,14.366233766233767,12.748749999999998,13.775324675324676,0.25396825396825395,0.75,0.8,0.75,0.14285714285714285,0.6666666666666666,0.8571428571428571,0.5,0.015873015873015872,,,,0.1111111111111111,0.2857142857142857,0.3333333333333333,1.0,0.47619047619047616,0.2,0.20689655172413793,0.6666666666666666,0.4,,,,,,0.6,,,0.8412698412698413,0.2,0.5580887096774194,0.6218,0.16216216216216217,0.32432432432432434,,0.07142857142857142,4.711538461538462,25.708333333333332,40.0,9.0,11.0,,2.0,4.0,15.0,12.0,15.0,4.0,17.0,11.0,47.0,,4.0,,,3.0,47.0,40.0,,2.0,0.23529411764705882,0.8,0.5625,0.6025641025641025,0.34375,0.8181818181818182,0.0625,,0.46875,0.26666666666666666,0.5592096774193548,0.5595238095238095,0.5,,,,,,,,,,,1610612744,2026,2025-26,False
1630541-1641764-201143-201939-203110,1610612744,"Moses Moody, Brandin Podziemski, Al Horford, Stephen Curry, Draymond Green","Moody, Podziemski, Horford, Curry, Green",1630541-1641764-201143-201939-203110,GSW,2107.7,4,35,25.0,80,78,8.0,8.0,158,18.0,23.0,5.0,6.0,2.0,4.0,1.0,4.0,6.0,16.0,1.0,1.0,8.0,25.0,,1.0,21.0,31.0,14.0,41.0,13.0,97.0,72.0,5.0,7.0,1.0,2.0,,13.0,32.0,10.0,36.0,6.0,4.0,25.0,8.0,1.0,,16.0,12.0,28.0,7.0,5.0,13.0,2.0,1.0,68.0,7.0,3.0,11.0,15.0,,26.0,10.0,36.0,4.0,12.0,9.0,3.0,9.0,2.0,6.0,2.0,,3.0,,11.0,1.0,6.0,9.0,,,13.0,,2.0,16.0,2.0,,8.0,,4.0,1.0,1.0,3.0,,1.0,5.0,3.0,84.0,0.7619047619047619,0.8421052631578947,0.8571428571428571,0.34146341463414637,0.5,0.34146341463414637,0.6774193548387096,0.7142857142857143,0.5833333333333334,0.7222222222222222,0.6139240506329114,0.7222222222222222,0.5694444444444444,,0.03225806451612903,0.043478260869565216,,,,0.8181818181818182,,0.7142857142857143,0.3,0.7857142857142857,0.25925925925925924,0.7428571428571429,0.2702702702702703,0.4,0.5,0.17647058823529413,0.4,0.75,0.6428571428571429,1.0,0.8181818181818182,0.6666666666666666,0.1111111111111111,107.94705128813399,0.6,12.8375,13.855128205128207,12.4875,13.534615384615385,0.3194444444444444,0.782608695652174,0.8181818181818182,0.7222222222222222,0.05555555555555555,0.5,0.5,1.0,0.05555555555555555,0.25,0.25,1.0,0.2222222222222222,0.375,0.375,0.8333333333333334,0.3472222222222222,0.32,0.32,0.875,0.6666666666666666,0.8333333333333334,0.4,0.1111111111111111,1.0,1.0,0.1111111111111111,,,0.8888888888888888,0.32,0.5757472222222222,0.5173,0.10256410256410256,0.21621621621621623,,0.13402061855670103,4.903225806451613,25.25365853658537,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612744,2026,2025-26,False
