EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChancePoints,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LiveBallTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Turnovers,ShootingFouls,Fouls,Offensive Fouls,FoulsDrawn,Loose Ball Fouls Drawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedLongMidRange,Blocks,RecoveredBlocks,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,EfgPct,SecondChanceEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,LongMidRangePctBlocked,LiveBallTurnoverPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,Pace,BlocksRecoveredPct,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyArc3Frequency,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,PlusMinus,SecondChanceCorner3FGA,PenaltyArc3FGM,SecondChanceFtPoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,Fg3aBlocked,ShortMidRangeAssists,FTOffRebounds,LostBallSteals,BadPassOutOfBoundsTurnovers,SecondChanceTurnovers,Charge Fouls,Loose Ball Fouls,Charge Fouls Drawn,Offensive Fouls Drawn,BlockedShortMidRange,PenaltyFg3Pct,PenaltyFg2Pct,PenaltyEfgPct,FG3APctBlocked,ShortMidRangePctBlocked,Arc3PctBlocked,OffFTReboundPct,ShortMidRangePctAssisted,SecondChanceCorner3Frequency,PenaltyArc3Accuracy,PenaltyAtRimFGM,PenaltyAtRimFGA,PenaltyCorner3FGM,PenaltyCorner3FGA,FTDefRebounds,PenaltyTurnovers,DefensiveGoaltends,DefFTReboundPct,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,Technical Free Throw Trips,Blocked3s,BlockedArc3,Travels,StepOutOfBoundsTurnovers,SecondChanceCorner3FGM,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,Defensive 3 Seconds Violations,3pt And 1 Free Throw Trips,team_id,year,season,team_vs
1627759-1628369-1628401-1629674-1630202,1610612738,"Jaylen Brown, Jayson Tatum, Derrick White, Neemias Queta, Payton Pritchard","Brown, Tatum, White, Queta, Pritchard",1627759-1628369-1628401-1629674-1630202,BOS,1354.6,4,23.0,43,44.0,2.0,7.0,9.0,87,7.0,11.0,3.0,4.0,1.0,6.0,3.0,6.0,1.0,3.0,5.0,15.0,1.0,2.0,1.0,11.0,23.0,6.0,18.0,6.0,46.0,46.0,3.0,6.0,1.0,2.0,9.0,1.0,2.0,2.0,8.0,14.0,12.0,6.0,4.0,15.0,5.0,3.0,4.0,4.0,8.0,3.0,1.0,3.0,1.0,20.0,3.0,5.0,12.0,13.0,25.0,8.0,33.0,2.0,1.0,1.0,4.0,2.0,3.0,1.0,2.0,7.0,2.0,7.0,2.0,14.0,2.0,12.0,2.0,6.0,1.0,2.0,1.0,1.0,2.0,2.0,37.0,2.0,2.0,1.0,1.0,0.36363636363636365,0.4444444444444444,0.6666666666666666,0.3333333333333333,0.5,0.3333333333333333,0.4782608695652174,0.5,0.4878048780487805,0.5625,0.5,0.5,0.5,0.43902439024390244,0.13043478260869565,0.09090909090909091,0.3333333333333333,0.5714285714285714,0.7647058823529411,0.4166666666666667,0.9230769230769231,0.25,0.8333333333333334,0.3333333333333333,0.25,0.6,0.3333333333333333,0.2,0.5,0.5555555555555556,1.0,1.0,0.9090909090909091,1.0,0.09523809523809523,92.48486638121956,1.0,15.404651162790698,15.731818181818182,14.125581395348837,15.20909090909091,0.2682926829268293,0.6363636363636364,0.7,0.42857142857142855,0.14634146341463414,0.16666666666666666,0.16666666666666666,0.14634146341463414,0.5,0.75,0.3333333333333333,0.07317073170731707,0.3333333333333333,0.3333333333333333,1.0,0.36585365853658536,0.3333333333333333,0.3333333333333333,0.6,0.5,0.75,0.3333333333333333,0.25,0.5,1.0,1.0,0.7073170731707317,0.3333333333333333,0.558898780487805,0.5466214285714286,0.5568,0.13333333333333333,0.2222222222222222,0.1956521739130435,0.043478260869565216,7.182608695652173,25.58888888888889,0.046511627906976744,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612738,2026,2025-26,False
1627759-1628369-1628401-1629674-1630573,1610612738,"Jaylen Brown, Jayson Tatum, Derrick White, Neemias Queta, Sam Hauser","Brown, Tatum, White, Queta, Hauser",1627759-1628369-1628401-1629674-1630573,BOS,3468.0,6,58.0,112,115.0,3.0,2.0,15.0,227,16.0,23.0,1.0,4.0,9.0,23.0,5.0,13.0,2.0,11.0,11.0,36.0,2.0,5.0,2.0,30.0,59.0,13.0,47.0,12.0,111.0,126.0,3.0,9.0,2.0,6.0,14.0,2.0,1.0,6.0,38.0,22.0,33.0,6.0,,36.0,11.0,4.0,19.0,11.0,30.0,9.0,2.0,11.0,1.0,71.0,15.0,4.0,32.0,22.0,54.0,20.0,74.0,2.0,3.0,2.0,10.0,5.0,10.0,,5.0,20.0,13.0,26.0,5.0,21.0,,18.0,6.0,12.0,,5.0,2.0,,5.0,1.0,97.0,6.0,3.0,1.0,,0.6333333333333333,0.6333333333333333,0.8461538461538461,0.2765957446808511,0.3333333333333333,0.2765957446808511,0.5084745762711864,0.3333333333333333,0.4669811320754717,0.4,0.4955357142857143,0.4375,0.75,0.44339622641509435,0.06779661016949153,0.13043478260869565,,0.5,0.7586206896551724,0.13793103448275862,0.9696969696969697,0.4411764705882353,0.8709677419354839,0.30158730158730157,0.2857142857142857,0.14285714285714285,,0.48,0.3333333333333333,0.6,0.6153846153846154,1.0,0.9655172413793104,1.0,0.034482758620689655,94.2560553633218,0.2,15.678571428571429,14.88695652173913,14.857142857142858,14.443478260869565,0.2169811320754717,0.6956521739130435,0.8,0.6875,0.2169811320754717,0.391304347826087,0.4090909090909091,0.12264150943396226,0.38461538461538464,0.38461538461538464,0.2,0.10377358490566038,0.18181818181818182,0.18181818181818182,1.0,0.33962264150943394,0.3055555555555556,0.3142857142857143,0.8181818181818182,0.26666666666666666,0.25,,0.3333333333333333,0.4,0.5,0.5,0.660377358490566,0.3055555555555556,0.5374169811320755,0.502275,0.5034375,0.10714285714285714,0.18461538461538463,0.12612612612612611,0.05405405405405406,7.4,25.59787234042553,0.026785714285714284,-15.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,7.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,3.0,0.5,0.5,0.625,0.02127659574468085,0.043478260869565216,0.027777777777777776,0.2,0.7777777777777778,0.06666666666666667,0.5,,,,,,,,,,,,,,,,,,,,,,,,,1610612738,2026,2025-26,False
1627759-1628369-1628401-1629674-1631248,1610612738,"Jaylen Brown, Jayson Tatum, Derrick White, Neemias Queta, Baylor Scheierman","Brown, Tatum, White, Queta, Scheierman",1627759-1628369-1628401-1629674-1631248,BOS,133.0,1,2.0,5,4.0,,,,9,1.0,1.0,,,1.0,1.0,,,,,,,,,,2.0,2.0,,,2.0,6.0,6.0,,,,,,,,,2.0,2.0,,,,,,,1.0,,1.0,,,,,2.0,,,,,,,,,1.0,1.0,1.0,1.0,,,,1.0,,,,1.0,,2.0,,1.0,,1.0,1.0,,1.0,,6.0,,,,,0.5,0.5,,,,,1.0,,1.0,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,97.44360902255639,,11.0,19.5,11.0,17.75,0.5,1.0,1.0,,0.5,1.0,1.0,,,,,,,,,,,,,,,,,,,,0.5,,0.66435,,,0.3333333333333333,0.3333333333333333,,,3.05,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612738,2026,2025-26,False
1627759-1628369-1628401-1630202-1630568,1610612738,"Jaylen Brown, Jayson Tatum, Derrick White, Payton Pritchard, Luka Garza","Brown, Tatum, White, Pritchard, Garza",1627759-1628369-1628401-1630202-1630568,BOS,133.0,1,2.0,4,2.0,,1.0,,6,,,,,,,,,,2.0,1.0,1.0,,,,,,1.0,3.0,1.0,4.0,5.0,,,,,,,,,,,3.0,,,1.0,1.0,,,1.0,1.0,1.0,,,,3.0,,,,,,,,,,,,,,,,,1.0,3.0,,2.0,,2.0,,1.0,,,,,,,4.0,,,,,,,1.0,0.3333333333333333,,0.3333333333333333,,,0.5,,0.5,,,1.0,,,,,,,,,,,,,,,,,,,,,,64.96240601503759,,21.0,24.5,21.0,24.5,,,,,,,,,,,,0.6666666666666666,,,,0.3333333333333333,1.0,1.0,1.0,,,,,,,,1.0,1.0,0.5658,,,0.25,1.0,,,,25.099999999999998,,-1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612738,2026,2025-26,False
1627759-1628369-1628401-1630202-1631248,1610612738,"Jaylen Brown, Jayson Tatum, Derrick White, Payton Pritchard, Baylor Scheierman","Brown, Tatum, White, Pritchard, Scheierman",1627759-1628369-1628401-1630202-1631248,BOS,25.3,1,,1,2.0,1.0,2.0,,3,,,,,,,,,,,,,,,,,,,,2.0,2.0,,,,,,,,2.0,2.0,,,,,,,,,,,,,,,,,,,1.0,,1.0,,1.0,,,,,,,,,,,,,2.0,,2.0,,,1.0,,,,,,2.0,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,0.5,,0.5,,,,,,,,,,0.5,,,170.75098814229247,,8.0,8.65,8.0,5.800000000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612738,2026,2025-26,False
1627759-1628369-1628401-1630202-1641775,1610612738,"Jaylen Brown, Jayson Tatum, Derrick White, Payton Pritchard, Jordan Walsh","Brown, Tatum, White, Pritchard, Walsh",1627759-1628369-1628401-1630202-1641775,BOS,27.3,1,,1,1.0,,1.0,,2,1.0,1.0,,,,,,,,,,1.0,,,,1.0,1.0,,1.0,,2.0,,,,,,,,,,2.0,,,,,1.0,,,1.0,,1.0,,,1.0,,2.0,,,1.0,,1.0,,1.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,2.0,,,,,1.0,1.0,,,,,1.0,,0.5,,0.5,,,0.5,,,,,,,1.0,,1.0,,,,,,,,,,1.0,,,105.49450549450549,,5.2,22.1,5.2,22.1,0.5,1.0,1.0,1.0,,,,,,,,,,,,0.5,,,,,,,,,,,1.0,,0.2941,,,,,,,3.5,28.4,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612738,2026,2025-26,False
1627759-1628369-1628401-1630202-202696,1610612738,"Jaylen Brown, Jayson Tatum, Derrick White, Payton Pritchard, Nikola Vučević","Brown, Tatum, White, Pritchard, Vučević",1627759-1628369-1628401-1630202-202696,BOS,2052.4,6,34.0,68,66.0,14.0,9.0,8.0,134,12.0,16.0,2.0,3.0,3.0,8.0,2.0,6.0,1.0,9.0,14.0,25.0,2.0,2.0,5.0,17.0,30.0,15.0,34.0,10.0,89.0,73.0,3.0,5.0,2.0,3.0,13.0,7.0,4.0,17.0,20.0,14.0,30.0,15.0,2.0,25.0,14.0,4.0,10.0,10.0,20.0,9.0,1.0,9.0,,50.0,5.0,3.0,6.0,16.0,26.0,8.0,34.0,,6.0,5.0,1.0,,4.0,1.0,1.0,5.0,11.0,19.0,3.0,14.0,1.0,12.0,,5.0,1.0,2.0,1.0,,2.0,1.0,76.0,17.0,14.0,4.0,1.0,0.5882352941176471,0.625,0.6666666666666666,0.4411764705882353,0.6666666666666666,0.4411764705882353,0.5666666666666667,0.6,0.6171875,0.75,0.6357142857142857,0.7222222222222222,0.7083333333333334,0.53125,0.13333333333333333,0.0625,,0.2,0.7619047619047619,0.23076923076923078,0.6,0.29411764705882354,0.7096774193548387,0.26666666666666666,,0.6,,0.2,0.42857142857142855,0.875,0.8,0.625,0.625,0.5,,94.01676086532838,0.5,15.6,15.024242424242425,14.630882352941176,14.342424242424244,0.25,0.75,0.8,0.75,0.125,0.375,0.6,0.09375,0.3333333333333333,0.3333333333333333,,0.140625,0.1111111111111111,0.1111111111111111,1.0,0.390625,0.56,0.56,0.6428571428571429,0.375,0.6666666666666666,0.5,0.25,1.0,0.5,0.5,0.78125,0.56,0.54705859375,0.531225,0.528195,0.07246376811594203,0.14285714285714285,0.14606741573033707,0.19101123595505617,6.510000000000001,26.008823529411764,0.20588235294117646,16.0,1.0,2.0,1.0,2.0,3.0,3.0,,1.0,,1.0,,,,1.0,,1.0,1.0,0.42857142857142855,0.6666666666666666,0.65,,0.375,,,0.3333333333333333,0.125,0.4,2.0,2.0,1.0,2.0,4.0,2.0,1.0,0.8,0.2,1.0,0.2,0.5,,,,,,,,,,,,,1610612738,2026,2025-26,False
1627759-1628369-1628401-1630568-1630573,1610612738,"Jaylen Brown, Jayson Tatum, Derrick White, Luka Garza, Sam Hauser","Brown, Tatum, White, Garza, Hauser",1627759-1628369-1628401-1630568-1630573,BOS,10.0,1,,1,,1.0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,,1.0,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,144.0,,10.0,,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,1610612738,2026,2025-26,False
1627759-1628369-1628401-1630573-202696,1610612738,"Jaylen Brown, Jayson Tatum, Derrick White, Sam Hauser, Nikola Vučević","Brown, Tatum, White, Hauser, Vučević",1627759-1628369-1628401-1630573-202696,BOS,1598.3000000000002,5,27.0,51,50.0,10.0,12.0,7.0,101,4.0,6.0,1.0,1.0,4.0,13.0,4.0,6.0,,2.0,7.0,19.0,1.0,3.0,5.0,12.0,25.0,7.0,21.0,7.0,52.0,59.0,3.0,3.0,1.0,4.0,9.0,6.0,3.0,14.0,10.0,14.0,21.0,,4.0,19.0,7.0,4.0,5.0,7.0,12.0,7.0,,2.0,2.0,31.0,5.0,3.0,10.0,6.0,18.0,8.0,26.0,1.0,3.0,2.0,4.0,1.0,7.0,,3.0,11.0,3.0,7.0,3.0,7.0,1.0,8.0,,2.0,,3.0,3.0,,3.0,,43.0,14.0,10.0,,,0.4166666666666667,0.5,1.0,0.3333333333333333,0.25,0.3333333333333333,0.48,1.0,0.4891304347826087,0.6428571428571429,0.5306122448979592,0.6428571428571429,0.5833333333333334,0.45652173913043476,0.16,0.16666666666666666,,0.36363636363636365,0.42857142857142855,0.23076923076923078,0.8333333333333334,0.38461538461538464,0.6153846153846154,0.3076923076923077,,0.3333333333333333,,0.4166666666666667,,0.14285714285714285,0.8333333333333334,,1.0,0.6666666666666666,0.045454545454545456,90.99668397672527,,16.433333333333334,15.204,15.849019607843138,14.082,0.13043478260869565,0.6666666666666666,0.8,0.5,0.2826086956521739,0.3076923076923077,0.4,0.13043478260869565,0.6666666666666666,0.6666666666666666,0.5,0.043478260869565216,,,,0.41304347826086957,0.3684210526315789,0.3684210526315789,1.0,0.14285714285714285,1.0,,0.42857142857142855,0.3333333333333333,1.0,0.45454545454545453,0.5869565217391305,0.3684210526315789,0.5083586956521738,0.48585,0.48238181818181813,0.061224489795918366,0.07407407407407407,0.17307692307692307,0.2692307692307692,8.148,26.195238095238096,0.19607843137254902,-7.0,1.0,1.0,,4.0,5.0,1.0,,1.0,,1.0,2.0,1.0,,1.0,,2.0,,0.16666666666666666,0.8,0.5,,0.23076923076923078,,,0.25,0.14285714285714285,0.2,,1.0,,1.0,2.0,1.0,,0.6666666666666666,0.09090909090909091,,0.09090909090909091,,1.0,0.045454545454545456,,,,,,,,,,,1610612738,2026,2025-26,False
1627759-1628369-1629674-1630202-1631248,1610612738,"Jaylen Brown, Jayson Tatum, Neemias Queta, Payton Pritchard, Baylor Scheierman","Brown, Tatum, Queta, Pritchard, Scheierman",1627759-1628369-1629674-1630202-1631248,BOS,62.0,1,1.0,2,2.0,2.0,,2.0,4,,1.0,,,,,,1.0,,,,2.0,,1.0,1.0,,2.0,,2.0,,,,,1.0,,1.0,,1.0,,,,,,,,2.0,,,,,,,,,,,1.0,1.0,,1.0,1.0,2.0,3.0,,1.0,,,,,,,,,1.0,,1.0,1.0,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,0.5,,,,,1.0,0.5,,0.5,1.0,0.5,1.0,,,0.5,,,1.0,,,,,92.9032258064516,,19.0,12.0,6.0,12.0,0.25,,,,,,,0.25,,,,,,,,0.5,,,,,,,0.5,,,0.3333333333333333,0.75,,0.5719875,0.483525,0.5811499999999999,,,,,8.25,26.25,1.0,,,,,,2.0,,,,,1.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,0.3333333333333333,,,,,,,,,,,,,,,,1610612738,2026,2025-26,False
