EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,PlusMinus,OffPoss,SecondChanceOffPoss,TotalPoss,FtPoints,Points,SecondChanceFtPoints,SecondChancePoints,FoulsDrawn,FTA,TwoPtShootingFoulsDrawn,TsPct,SecondChanceTsPct,Pace,SecondsPerPossOff,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,Minutes,DefPoss,PenaltyOffPoss,AtRimFGM,AtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,Arc3FGM,Arc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyPoints,PtsAssisted2s,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,AssistPoints,DefThreePtRebounds,DefRebounds,Rebounds,Steals,LostBallSteals,LiveBallTurnovers,BadPassTurnovers,Turnovers,PenaltyTurnovers,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,PenaltyTsPct,FG3APct,LiveBallTurnoverPct,DefThreePtReboundPct,DefFGReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,PenaltyShotQualityAvg,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,PenaltyDefPoss,ShortMidRangeFGA,LongMidRangeFGA,Corner3FGA,SecondChanceCorner3FGA,PenaltyCorner3FGA,OpponentPoints,SecondChanceFG3A,PenaltyFtPoints,Fg2aBlocked,OffThreePtRebounds,OffTwoPtRebounds,FTDefRebounds,OffRebounds,ShootingFouls,Fouls,Loose Ball Fouls,Charge Fouls Drawn,Loose Ball Fouls Drawn,NonShootingFoulsDrawn,Blocked2s,BlockedLongMidRange,BlockedShortMidRange,Blocks,NonShootingPenaltyNonTakeFoulsDrawn,FG2APctBlocked,AtRimPctBlocked,DefFTReboundPct,OffTwoPtReboundPct,OffThreePtReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,ShortMidRangeFrequency,LongMidRangeFrequency,Corner3Frequency,SecondChanceCorner3Frequency,PenaltyCorner3Frequency,SecondChanceShotQualityAvg,SecondChanceArc3FGM,SecondChanceArc3FGA,SecondChanceFG3M,DefTwoPtRebounds,BlockedAtRim,RecoveredBlocks,SecondChanceFg3Pct,SecondChanceEfgPct,DefTwoPtReboundPct,DefAtRimReboundPct,BlocksRecoveredPct,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,ShortMidRangeFGM,LongMidRangeFGM,SecondChanceFG2M,SecondChanceFG2A,PtsUnassisted2s,PtsUnassisted3s,ShortMidRangeAssists,LongMidRangeAssists,Offensive Fouls Drawn,2pt And 1 Free Throw Trips,SecondChanceFg2Pct,ShortMidRangePctBlocked,OffAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,NonShootingPenaltyNonTakeFouls,SecondChanceAtRimFGM,SecondChanceAtRimFGA,BadPassOutOfBoundsTurnovers,DeadBallTurnovers,LostBallTurnovers,SecondChanceTurnovers,ThreePtShootingFoulsDrawn,OffCorner3ReboundPct,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,ThreePtShootingFoulsDrawnPct,LostBallOutOfBoundsTurnovers,Corner3FGM,PenaltyCorner3FGM,Corner3Assists,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,PenaltyCorner3Accuracy,Offensive Fouls,PtsPutbacks,BadPassSteals,SelfOReb,SelfORebPct,Travels,Technical Free Throw Trips,DefensiveGoaltends,LongMidRangePctBlocked,SecondChanceCorner3FGM,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,Blocked3s,BlockedArc3,Defensive 3 Seconds Violations,FTOffRebounds,OffFTReboundPct,team_id,year,season,team_vs
1627827-1628988-1629006-1630256-1631120,1610612745,"Dorian Finney-Smith, Aaron Holiday, Josh Okogie, Jae'Sean Tate, JD Davison","Finney-Smith, Holiday, Okogie, Tate, Davison",1627827-1628988-1629006-1630256-1631120,HOU,6.0,1,2.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,240.0,6.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612745,2026,2025-26,True
1627827-1628988-1629006-1630578-1641708,1610612745,"Dorian Finney-Smith, Aaron Holiday, Josh Okogie, Alperen Sengun, Amen Thompson","Finney-Smith, Holiday, Okogie, Sengun, Thompson",1627827-1628988-1629006-1630578-1641708,HOU,78.0,2,5.0,3.0,,6.0,,5.0,,,,,,1.25,,110.76923076923076,11.666666666666666,,,,1.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,2.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,5.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,5.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.25,1.25,1.25,0.5,1.0,1.0,1.0,1.0,1.0,14.333333333333334,11.666666666666666,10.666666666666666,0.5,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,1.0,0.567775,0.567775,1.0,2.6,25.8,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612745,2026,2025-26,True
1627827-1628988-1629006-1631095-1641708,1610612745,"Dorian Finney-Smith, Aaron Holiday, Josh Okogie, Jabari Smith Jr., Amen Thompson","Finney-Smith, Holiday, Okogie, Smith Jr., Thompson",1627827-1628988-1629006-1631095-1641708,HOU,225.5,2,2.0,8.0,3.0,15.0,1.0,6.0,,,3.0,2.0,,0.3,,95.78713968957871,16.1125,,,,4.0,7.0,6.0,1.0,3.0,1.0,2.0,1.0,2.0,,1.0,1.0,5.0,1.0,4.0,1.0,3.0,,3.0,3.0,2.0,3.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,5.0,,1.0,4.0,1.0,1.0,,,,,6.0,3.0,6.0,1.0,1.0,1.0,0.25,,0.25,0.2,0.3333333333333333,0.2777777777777778,0.16666666666666666,0.21428571428571427,0.4444444444444444,,,,,,13.799999999999999,13.175,13.4,0.3333333333333333,0.3333333333333333,0.5,1.0,0.2222222222222222,0.5,0.5,1.0,0.3333333333333333,0.5,0.16666666666666666,,0.7777777777777778,0.5,0.5123055555555556,0.520525,0.5,7.18,24.2,0.75,3.0,1.0,1.0,2.0,2.0,2.0,4.0,2.0,1.0,1.0,1.0,2.0,1.0,3.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,0.2,0.3333333333333333,1.0,0.5,0.3333333333333333,0.42857142857142855,1.0,1.0,1.0,0.1111111111111111,0.1111111111111111,0.2222222222222222,1.0,0.3333333333333333,0.5259,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612745,2026,2025-26,True
1627827-1628988-1630256-1631120-201145,1610612745,"Dorian Finney-Smith, Aaron Holiday, Jae'Sean Tate, JD Davison, Jeff Green","Finney-Smith, Holiday, Tate, Davison, Green",1627827-1628988-1630256-1631120-201145,HOU,123.4,1,4.0,4.0,1.0,8.0,1.0,6.0,,3.0,1.0,2.0,,0.6,1.5,93.354943273906,10.0,,,0.5,2.0,4.0,4.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,3.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,3.0,6.0,2.0,3.0,3.0,1.0,1.0,1.0,2.0,1.0,1.0,5.0,,2.0,3.0,1.0,1.0,,,,,3.0,6.0,4.0,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,1.0,0.625,0.625,0.6,0.75,,,0.6666666666666666,,,20.85,9.75,20.85,0.25,1.0,1.0,1.0,0.75,0.3333333333333333,0.3333333333333333,1.0,0.25,1.0,0.75,0.3333333333333333,1.0,0.3333333333333333,0.597225,0.597225,1.0,1.4,25.933333333333334,1.0,,,,,,,2.0,1.0,1.0,,1.0,,,1.0,,,,,,1.0,1.0,,,1.0,1.0,,,,,0.5,0.5,,,0.5,,,,,,,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.5,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612745,2026,2025-26,True
1627827-1628988-1630578-1631095-1641708,1610612745,"Dorian Finney-Smith, Aaron Holiday, Alperen Sengun, Jabari Smith Jr., Amen Thompson","Finney-Smith, Holiday, Sengun, Smith Jr., Thompson",1627827-1628988-1630578-1631095-1641708,HOU,578.0,2,5.0,17.0,2.0,33.0,3.0,24.0,,2.0,6.0,4.0,3.0,0.6666666666666666,0.5,82.21453287197232,16.0,0.16666666666666666,0.21428571428571427,0.08333333333333333,10.0,16.0,,4.0,5.0,,,1.0,4.0,,,9.0,13.0,1.0,4.0,,,,,,16.0,,4.0,1.0,8.0,,8.0,,4.0,16.0,2.0,6.0,8.0,1.0,1.0,1.0,1.0,1.0,,22.0,,,0.8888888888888888,0.8888888888888888,,0.25,,0.25,0.6923076923076923,,0.6176470588235294,,,0.23529411764705882,1.0,0.6666666666666666,0.8571428571428571,0.6666666666666666,,19.125,14.117647058823529,18.375,0.29411764705882354,0.8,1.0,1.0,0.23529411764705882,0.25,0.25,,,,,,0.5294117647058824,0.25,0.5138764705882354,,,6.576923076923077,26.95,,,6.0,2.0,,,,19.0,,,2.0,,2.0,,2.0,1.0,1.0,,,,,1.0,,1.0,1.0,,0.15384615384615385,0.2,,0.5,,0.2857142857142857,0.5,,,0.35294117647058826,0.11764705882352941,,,,0.37855,,,,4.0,,1.0,,0.5,1.0,,1.0,,,,4.0,1.0,1.0,2.0,2.0,3.0,3.0,1.0,1.0,2.0,0.5,0.16666666666666666,1.0,1.0,1.0,0.6666666666666666,0.8,0.75,0.5,0.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612745,2026,2025-26,True
1627827-1628988-1630578-1631106-1641708,1610612745,"Dorian Finney-Smith, Aaron Holiday, Alperen Sengun, Tari Eason, Amen Thompson","Finney-Smith, Holiday, Sengun, Eason, Thompson",1627827-1628988-1630578-1631106-1641708,HOU,117.6,1,-4.0,7.0,,14.0,1.0,5.0,,,,1.0,,0.625,,171.42857142857144,8.928571428571429,,,,2.0,7.0,7.0,1.0,3.0,1.0,3.0,,,,,2.0,4.0,,,2.0,4.0,,,5.0,4.0,,,,2.0,,2.0,,1.0,4.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,5.0,5.0,7.0,1.0,1.0,,,,,0.5,0.5,0.5,0.5,0.625,,1.0,1.0,0.5,1.0,,7.871428571428572,8.928571428571429,7.871428571428572,0.75,0.3333333333333333,0.3333333333333333,1.0,,,,,0.75,0.3333333333333333,,,0.75,,0.554025,0.554025,1.0,4.675,,1.0,6.0,1.0,,,,,9.0,,1.0,,,,,,,2.0,1.0,,,,1.0,,,1.0,,,,,,,,,,,0.25,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,1.0,,,,,,,,,1.0,1.0,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612745,2026,2025-26,True
1627827-1628988-1631095-1631106-1641708,1610612745,"Dorian Finney-Smith, Aaron Holiday, Jabari Smith Jr., Tari Eason, Amen Thompson","Finney-Smith, Holiday, Smith Jr., Eason, Thompson",1627827-1628988-1631095-1631106-1641708,HOU,392.2,2,-1.0,10.0,3.0,21.0,3.0,14.0,,4.0,4.0,3.0,,0.5833333333333334,0.6666666666666666,77.10351861295258,21.2,0.08333333333333333,,0.2857142857142857,7.0,11.0,2.0,3.0,3.0,2.0,2.0,1.0,3.0,,1.0,4.0,6.0,1.0,5.0,2.0,2.0,,1.0,4.0,8.0,3.0,3.0,1.0,4.0,1.0,5.0,1.0,3.0,11.0,2.0,4.0,8.0,,,1.0,,2.0,,10.0,4.0,2.0,1.0,1.0,1.0,0.2,,0.2,0.6666666666666666,1.0,0.5,0.6666666666666666,0.6666666666666666,0.45454545454545453,0.5,1.0,1.0,1.0,,16.38181818181818,18.2,16.38181818181818,0.2727272727272727,1.0,1.0,1.0,0.2727272727272727,0.3333333333333333,0.3333333333333333,1.0,0.6666666666666666,1.0,0.3333333333333333,,0.7272727272727273,0.3333333333333333,0.5271727272727272,0.5731499999999999,0.2857142857142857,9.583333333333334,25.72,0.2,3.0,,3.0,2.0,1.0,,15.0,1.0,,,3.0,1.0,1.0,4.0,1.0,1.0,,,1.0,,,,,,,,,1.0,0.5,0.75,0.6666666666666666,,0.5,1.0,,0.2727272727272727,0.18181818181818182,0.3333333333333333,,0.6722,,,,1.0,,,,0.6666666666666666,1.0,,,,,,,1.0,2.0,2.0,,,,1.0,1.0,,1.0,,,1.0,,,,,0.3333333333333333,0.3333333333333333,1.0,,2.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,0.6666666666666666,1.0,1.0,0.16666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,1610612745,2026,2025-26,True
1627827-1629006-1630256-1631120-201145,1610612745,"Dorian Finney-Smith, Josh Okogie, Jae'Sean Tate, JD Davison, Jeff Green","Finney-Smith, Okogie, Tate, Davison, Green",1627827-1629006-1630256-1631120-201145,HOU,57.6,1,,2.0,1.0,5.0,,2.0,,,,,,0.3333333333333333,,124.99999999999999,18.85,,,,1.0,3.0,2.0,1.0,1.0,1.0,1.0,,2.0,,2.0,1.0,1.0,,2.0,1.0,1.0,,2.0,2.0,,,2.0,,,,,,,,,,1.0,,,,,,,2.0,2.0,2.0,,,,,,,1.0,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.6666666666666666,,,,,,6.633333333333333,11.700000000000001,6.633333333333333,0.3333333333333333,1.0,1.0,,0.6666666666666666,,,,0.3333333333333333,1.0,0.6666666666666666,,1.0,,0.4592,0.4592,1.0,3.5,26.6,1.0,1.0,,,,,,2.0,1.0,,,1.0,,,1.0,1.0,1.0,,,,,,,,,,,,,,0.5,0.5,,,0.5,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612745,2026,2025-26,True
1627827-1629006-1631095-1641708-1642263,1610612745,"Dorian Finney-Smith, Josh Okogie, Jabari Smith Jr., Amen Thompson, Reed Sheppard","Finney-Smith, Okogie, Smith Jr., Thompson, Sheppard",1627827-1629006-1631095-1641708-1642263,HOU,117.0,1,-3.0,5.0,1.0,9.0,1.0,3.0,,,1.0,1.0,1.0,0.375,,110.76923076923077,15.88,0.25,0.3333333333333333,,2.0,4.0,2.0,,1.0,,,,1.0,,1.0,1.0,3.0,,1.0,,,,1.0,,,,1.0,,,,,,,,,1.0,2.0,,,1.0,,2.0,1.0,3.0,,2.0,,,,,,,0.3333333333333333,,0.25,,,0.25,0.5,,0.5,,,9.4,15.680000000000001,9.4,0.25,,,,0.25,,,,,,1.0,,0.5,,0.4671875,0.36195,,8.0,25.2,0.4,4.0,2.0,,,,,6.0,,,,,1.0,,1.0,1.0,2.0,1.0,,,,1.0,,1.0,1.0,,,,,0.5,,0.3333333333333333,,,,0.5,,,,,,,,,1.0,,1.0,,,0.5,,1.0,,,,1.0,,,,2.0,,,,,1.0,,,1.0,1.0,,0.5,0.5,,,,,1.0,,,,1.0,1.0,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1610612745,2026,2025-26,True
1627827-1629006-1631106-1641708-1642263,1610612745,"Dorian Finney-Smith, Josh Okogie, Tari Eason, Amen Thompson, Reed Sheppard","Finney-Smith, Okogie, Eason, Thompson, Sheppard",1627827-1629006-1631106-1641708-1642263,HOU,14.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4546,,,13.5,,,,1.0,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,1.0,,1.0,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612745,2026,2025-26,True
