EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,OffPoss,DefPoss,TotalPoss,AtRimFGM,AtRimFGA,Corner3FGA,FG2M,FG2A,FG3A,Points,OpponentPoints,PtsAssisted2s,TwoPtAssists,Assists,AtRimAssists,AssistPoints,DefThreePtRebounds,DefRebounds,Rebounds,Fouls,Loose Ball Fouls,FirstChancePoints,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,EfgPct,TsPct,FG3APct,DefThreePtReboundPct,DefFGReboundPct,DefArc3ReboundPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,Corner3Frequency,AtRimFG3AFrequency,ShotQualityAvg,Avg2ptShotDistance,Avg3ptShotDistance,PlusMinus,Arc3FGM,Arc3FGA,FG3M,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,ThreePtAssists,Arc3Assists,DefTwoPtRebounds,LiveBallTurnovers,BadPassTurnovers,DeadBallTurnovers,Turnovers,Offensive Fouls,DefensiveGoaltends,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,LiveBallTurnoverPct,DefTwoPtReboundPct,DefShortMidRangeReboundPct,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,NonHeaveArc3Accuracy,PenaltyOffPoss,PenaltyArc3FGA,PenaltyFG3A,PenaltyOffPossExcludingTakeFouls,PenaltyArc3Frequency,PenaltyShotQualityAvg,PenaltyOffPossPct,PenaltyDefPoss,ShortMidRangeFGA,NonShootingPenaltyNonTakeFouls,ShortMidRangeFrequency,SecondChanceOffPoss,SecondChanceAtRimFGA,LongMidRangeFGM,LongMidRangeFGA,SecondChanceFG2A,PtsUnassisted3s,LongMidRangeAssists,OffTwoPtRebounds,OffRebounds,BadPassOutOfBoundsTurnovers,Travels,ShootingFouls,FoulsDrawn,FTA,TwoPtShootingFoulsDrawn,OffTwoPtReboundPct,OffFGReboundPct,OffLongMidRangeReboundPct,DefCorner3ReboundPct,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,SecondChanceAtRimFrequency,SecondChanceShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,OffShortMidRangeReboundPct,FTDefRebounds,PenaltyTurnovers,DefFTReboundPct,FtPoints,ShortMidRangeFGM,ShortMidRangeAssists,ThreePtShootingFoulsDrawn,DefLongMidRangeReboundPct,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,ThreePtShootingFoulsDrawnPct,Blocked2s,BlockedShortMidRange,Blocks,RecoveredBlocks,BlocksRecoveredPct,Corner3FGM,Fg2aBlocked,Corner3Assists,Steals,LostBallSteals,FG2APctBlocked,AtRimPctBlocked,OffAtRimReboundPct,DefAtRimReboundPct,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceCorner3FGM,SecondChanceCorner3FGA,SecondChanceFG3M,SecondChanceFG3A,SecondChancePoints,PenaltyFG2A,PtsUnassisted2s,OffThreePtRebounds,2pt And 1 Free Throw Trips,SecondChanceFg3Pct,SecondChanceEfgPct,SecondChanceTsPct,OffThreePtReboundPct,OffArc3ReboundPct,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChancePointsPct,PenaltyArc3FGM,PenaltyFG3M,PenaltyPoints,PenaltyPointsExcludingTakeFouls,PenaltyFg3Pct,PenaltyEfgPct,PenaltyTsPct,PenaltyArc3Accuracy,PenaltyPointsPct,SecondChanceAtRimFGM,PenaltyAtRimFGM,PenaltyAtRimFGA,PenaltyCorner3FGA,SecondChanceFG2M,PenaltyFG2M,PtsPutbacks,BadPassSteals,LostBallTurnovers,SecondChanceTurnovers,SecondChanceFg2Pct,PenaltyFg2Pct,OffCorner3ReboundPct,SecondChanceAtRimAccuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,SecondChanceFtPoints,PenaltyFtPoints,ShortMidRangePctBlocked,SecondChanceArc3FGA,Offensive Fouls Drawn,SecondChanceArc3Frequency,LostBallOutOfBoundsTurnovers,StepOutOfBoundsTurnovers,Loose Ball Fouls Drawn,NonShootingFoulsDrawn,BlockedAtRim,BlockedLongMidRange,NonShootingPenaltyNonTakeFoulsDrawn,SecondChanceArc3FGM,SelfOReb,Blocked3s,BlockedArc3,LongMidRangePctBlocked,SelfORebPct,SecondChanceAtRimPctAssisted,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,Charge Fouls,PenaltyCorner3FGM,Charge Fouls Drawn,PenaltyCorner3Accuracy,Technical Free Throw Trips,FTOffRebounds,OffFTReboundPct,Defensive 3 Seconds Violations,OffensiveGoaltends,3pt And 1 Free Throw Trips,team_id,year,season,team_vs
1628379-1628467-1629060-1630559-2544,1610612747,"Luke Kennard, Maxi Kleber, Rui Hachimura, Austin Reaves, LeBron James","Kennard, Kleber, Hachimura, Reaves, James",1628379-1628467-1629060-1630559-2544,LAL,76.0,1,1.0,2.0,3.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.5,0.5,0.5,0.5,0.5,1.0,94.73684210526316,17.5,13.666666666666666,17.5,10.333333333333334,0.5,1.0,1.0,1.0,0.5,1.0,0.567275,3.2,23.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612747,2026,2025-26,False
1628379-1628467-1630559-1642876-2544,1610612747,"Luke Kennard, Maxi Kleber, Austin Reaves, Adou Thiero, LeBron James","Kennard, Kleber, Reaves, Thiero, James",1628379-1628467-1630559-1642876-2544,LAL,157.0,1,3.0,5.0,4.0,9.0,,,,,,2.0,6.0,7.0,,,2.0,,6.0,,1.0,1.0,1.0,,6.0,,,,1.5,1.5,1.0,,1.0,,82.54777070063695,18.6,16.0,18.6,16.0,,,,,,1.0,0.486975,,28.35,-1.0,2.0,2.0,2.0,6.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612747,2026,2025-26,False
1628379-1628467-1630559-203935-2544,1610612747,"Luke Kennard, Maxi Kleber, Austin Reaves, Marcus Smart, LeBron James","Kennard, Kleber, Reaves, Smart, James",1628379-1628467-1630559-203935-2544,LAL,4.6,1,,1.0,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,1.0,,,,313.04347826086956,4.6,,4.6,,,,,,,1.0,0.3255,,26.9,,,1.0,,,1.0,,,,,,,,,,,,,,,,,1.0,,,,,1.0,1.0,1.0,1.0,1.0,0.3255,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612747,2026,2025-26,False
1628379-1629020-1629028-1629060-203935,1610612747,"Luke Kennard, Jarred Vanderbilt, Deandre Ayton, Rui Hachimura, Marcus Smart","Kennard, Vanderbilt, Ayton, Hachimura, Smart",1628379-1629020-1629028-1629060-203935,LAL,64.0,1,1.0,2.0,3.0,5.0,,,,,1.0,1.0,3.0,6.0,,,1.0,,3.0,,,,1.0,,3.0,,,,0.75,0.75,0.5,,,,112.5,18.5,9.0,18.5,9.0,,,,,,0.5,0.487,4.5,27.8,-3.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,,,,,,,,1.0,1.0,1.0,,,,0.5,1.0,1.0,1.0,1.0,,,,,,,,3.0,1.0,1.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612747,2026,2025-26,False
1628379-1629020-1629028-1629060-2544,1610612747,"Luke Kennard, Jarred Vanderbilt, Deandre Ayton, Rui Hachimura, LeBron James","Kennard, Vanderbilt, Ayton, Hachimura, James",1628379-1629020-1629028-1629060-2544,LAL,414.0,2,7.0,14.0,12.0,26.0,,1.0,1.0,3.0,5.0,6.0,15.0,13.0,6.0,3.0,4.0,,9.0,3.0,5.0,6.0,7.0,2.0,15.0,1.0,1.0,0.6,0.6818181818181818,0.625,0.5454545454545454,1.0,1.0,1.0,90.43478260869564,14.357142857142858,17.75,14.285714285714286,17.75,0.09090909090909091,,,,0.09090909090909091,0.6363636363636364,0.48454545454545456,13.440000000000001,26.2,2.0,3.0,5.0,3.0,3.0,5.0,3.0,1.0,1.0,2.0,,,3.0,3.0,1.0,,0.3333333333333333,0.5,0.5,,1.0,1.0,0.45454545454545453,0.6,0.6,0.3333333333333333,0.6,,,,,,,,,,,,1.0,1.0,3.0,4.0,1.0,6.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,0.5,0.2,1.0,1.0,0.36363636363636365,0.75,0.75,1.0,1.0,0.3784,0.08333333333333333,0.16666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612747,2026,2025-26,False
1628379-1629020-1629028-1630559-2544,1610612747,"Luke Kennard, Jarred Vanderbilt, Deandre Ayton, Austin Reaves, LeBron James","Kennard, Vanderbilt, Ayton, Reaves, James",1628379-1629020-1629028-1630559-2544,LAL,112.0,2,2.0,3.0,3.0,6.0,,1.0,,,3.0,,,5.0,,,,,,1.0,1.0,2.0,1.0,,,,,,,,,0.5,0.5,0.5,77.14285714285714,21.333333333333332,16.0,21.0,14.0,0.3333333333333333,,,,,0.3333333333333333,0.4751,6.333333333333333,,-5.0,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,2.0,,0.6666666666666666,1.0,1.0,,,1.0,,,1.0,1.0,,1.0,,,,,0.3333333333333333,0.3333333333333333,,,,,,,1.0,0.594,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612747,2026,2025-26,False
1628379-1629020-1629028-1631222-203935,1610612747,"Luke Kennard, Jarred Vanderbilt, Deandre Ayton, Jake LaRavia, Marcus Smart","Kennard, Vanderbilt, Ayton, LaRavia, Smart",1628379-1629020-1629028-1631222-203935,LAL,25.0,1,,1.0,1.0,2.0,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,115.19999999999999,25.0,,25.0,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,1.0,,,1.0,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612747,2026,2025-26,False
1628379-1629020-1629028-1642355-2544,1610612747,"Luke Kennard, Jarred Vanderbilt, Deandre Ayton, Bronny James, LeBron James","Kennard, Vanderbilt, Ayton, James, James",1628379-1629020-1629028-1642355-2544,LAL,121.0,1,2.0,4.0,3.0,7.0,,,,,1.0,,2.0,6.0,,,,,,1.0,1.0,1.0,,,2.0,,,,,0.5,,1.0,0.5,1.0,83.30578512396694,12.5,23.666666666666668,12.5,21.666666666666668,,,,,,,0.3879,18.1,,-4.0,,,,,,,,,,1.0,1.0,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,1.0,2.0,1.0,,,,,1.0,,,,,,0.5,0.5,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612747,2026,2025-26,False
1628379-1629020-1629028-203935-2544,1610612747,"Luke Kennard, Jarred Vanderbilt, Deandre Ayton, Marcus Smart, LeBron James","Kennard, Vanderbilt, Ayton, Smart, James",1628379-1629020-1629028-203935-2544,LAL,194.1,2,3.0,6.0,7.0,13.0,1.0,1.0,1.0,3.0,3.0,2.0,9.0,7.0,6.0,3.0,3.0,1.0,6.0,,4.0,4.0,1.0,,9.0,1.0,1.0,1.0,0.6,0.75,0.4,,1.0,,96.4451313755796,16.05,13.971428571428572,16.05,13.971428571428572,0.2,1.0,1.0,1.0,0.2,0.6,0.52232,7.5,24.9,2.0,,1.0,,,1.0,,,,3.0,,,,,,,,,,,1.0,1.0,0.2,,,,,,,,,,,,1.0,1.0,,0.2,,,1.0,1.0,,,1.0,,,,,1.0,1.0,3.0,,,,,,0.2,1.0,1.0,1.0,,,0.16666666666666666,,,1.0,,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612747,2026,2025-26,False
1628379-1629020-1629060-1629637-1631222,1610612747,"Luke Kennard, Jarred Vanderbilt, Rui Hachimura, Jaxson Hayes, Jake LaRavia","Kennard, Vanderbilt, Hachimura, Hayes, LaRavia",1628379-1629020-1629060-1629637-1631222,LAL,82.0,1,1.0,2.0,2.0,4.0,,,,,,1.0,3.0,2.0,,,1.0,,3.0,,1.0,1.0,1.0,,3.0,,,,1.5,1.5,1.0,,0.2,,70.2439024390244,14.5,26.5,14.5,25.0,,,,,,1.0,0.56415,,26.3,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,,,1.0,1.0,,,1.0,1.0,1.0,,0.2,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612747,2026,2025-26,False
