EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,TotalPoss,AtRimFGM,AtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,FG2M,FG2A,FtPoints,Points,OpponentPoints,PtsAssisted2s,PtsUnassisted2s,TwoPtAssists,Assists,AtRimAssists,AssistPoints,ShootingFouls,Fouls,FoulsDrawn,FTA,TwoPtShootingFoulsDrawn,FirstChancePoints,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,EfgPct,TsPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,AtRimFG3AFrequency,ShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,Avg2ptShotDistance,SecondChanceOffPoss,Arc3FGM,Arc3FGA,SecondChanceArc3FGA,FG3M,FG3A,SecondChanceFG3A,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,ThreePtAssists,Arc3Assists,OffThreePtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,Steals,BadPassSteals,LostBallSteals,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,FG3APct,DefTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefArc3ReboundPct,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceArc3Frequency,NonHeaveArc3Accuracy,Avg3ptShotDistance,LongMidRangeFGA,Corner3FGM,Corner3FGA,Corner3Assists,LiveBallTurnovers,BadPassTurnovers,Turnovers,LiveBallTurnoverPct,DefLongMidRangeReboundPct,LongMidRangeFrequency,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceAtRimFGM,SecondChanceAtRimFGA,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PtsPutbacks,ShortMidRangeAssists,FTDefRebounds,SelfOReb,BadPassOutOfBoundsTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,Travels,Offensive Fouls Drawn,Blocked2s,BlockedAtRim,BlockedLongMidRange,Blocks,RecoveredBlocks,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,DefFTReboundPct,OffCorner3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,ShortMidRangePctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChancePointsPct,LongMidRangeFGM,LongMidRangeAssists,OffTwoPtRebounds,OffTwoPtReboundPct,OffShortMidRangeReboundPct,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,SecondChanceShotQualityAvg,PenaltyOffPoss,PenaltyDefPoss,PenaltyFG2M,PenaltyFG2A,PenaltyPoints,BlockedShortMidRange,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,PenaltyFg2Pct,PenaltyEfgPct,PenaltyTsPct,PenaltyShotQualityAvg,PenaltyPointsPct,PenaltyOffPossPct,SecondChanceFtPoints,PtsUnassisted3s,Fg2aBlocked,Loose Ball Fouls,FG2APctBlocked,AtRimPctBlocked,OffAtRimReboundPct,PenaltyArc3FGM,PenaltyArc3FGA,PenaltyFG3M,PenaltyFG3A,PenaltyTurnovers,2pt And 1 Free Throw Trips,NonShootingPenaltyNonTakeFouls,PenaltyFg3Pct,SecondChanceAtRimPctAssisted,PenaltyArc3Frequency,PenaltyArc3Accuracy,PenaltyCorner3FGA,PenaltyCorner3Frequency,PenaltyAtRimFGA,SecondChanceArc3FGM,SecondChanceFG3M,PenaltyFtPoints,SecondChanceFg3Pct,ShortMidRangePctBlocked,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,StepOutOfBoundsTurnovers,SecondChanceCorner3FGA,SecondChanceTurnovers,SecondChanceCorner3Frequency,PenaltyAtRimFGM,FTOffRebounds,LostBallTurnovers,Loose Ball Fouls Drawn,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFoulsDrawn,OffFTReboundPct,PenaltyAtRimAccuracy,Charge Fouls Drawn,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,PenaltyCorner3FGM,PenaltyCorner3Accuracy,Technical Free Throw Trips,SecondChanceCorner3FGM,OffLongMidRangeReboundPct,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,Defensive 3 Seconds Violations,Fg3aBlocked,FG3APctBlocked,Arc3PctBlocked,Offensive Fouls,Charge Fouls,OffensiveGoaltends,3pt And 1 Free Throw Trips,Corner3PctBlocked,Blocked3s,BlockedArc3,LongMidRangePctBlocked,BlockedCorner3,DefensiveGoaltends,Clear Path Fouls,team_id,year,season,team_vs
1626145-1628971-1629618-1631124-203999,1610612743,"Tyus Jones, Bruce Brown, Jalen Pickett, Julian Strawther, Nikola Jokić","Jones, Brown, Pickett, Strawther, Jokić",1626145-1628971-1629618-1631124-203999,DEN,159.0,1,3.0,-7.0,6.0,6.0,12.0,1.0,2.0,1.0,3.0,2.0,5.0,2.0,6.0,13.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,6.0,0.5,0.5,0.4,0.4,0.5,108.67924528301887,17.0,9.5,17.0,9.5,0.4,0.5,0.5,1.0,0.6,0.3333333333333333,0.3333333333333333,0.4,0.5771200000000001,0.16666666666666666,0.16666666666666666,6.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612743,2026,2025-26,True
1626145-1628971-1629618-202685-203501,1610612743,"Tyus Jones, Bruce Brown, Jalen Pickett, Jonas Valančiūnas, Tim Hardaway Jr.","Jones, Brown, Pickett, Valančiūnas, Hardaway Jr.",1626145-1628971-1629618-202685-203501,DEN,295.0,1,5.0,-4.0,12.0,11.0,23.0,2.0,2.0,1.0,5.0,3.0,7.0,,9.0,13.0,4.0,2.0,2.0,3.0,2.0,7.0,1.0,1.0,,,,9.0,0.6666666666666666,0.6666666666666666,0.42857142857142855,0.34615384615384615,0.34615384615384615,112.27118644067797,12.0,13.727272727272727,11.583333333333334,12.818181818181818,0.15384615384615385,1.0,1.0,1.0,0.38461538461538464,0.2,0.2,0.6153846153846154,0.5353538461538462,,,7.757142857142857,1.0,1.0,6.0,1.0,1.0,6.0,1.0,3.0,6.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,1.0,4.0,3.0,2.0,1.0,1.0,0.16666666666666666,0.16666666666666666,0.46153846153846156,1.0,0.5,0.2,0.75,0.1111111111111111,0.2,1.0,1.0,0.5,0.46153846153846156,0.16666666666666666,0.16666666666666666,1.0,1.0,0.16666666666666666,26.53333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612743,2026,2025-26,True
1626145-1628971-1629661-203501-203932,1610612743,"Tyus Jones, Bruce Brown, Cameron Johnson, Tim Hardaway Jr., Aaron Gordon","Jones, Brown, Johnson, Hardaway Jr., Gordon",1626145-1628971-1629661-203501-203932,DEN,177.0,1,3.0,1.0,5.0,6.0,11.0,,,,,,1.0,,9.0,8.0,,,,3.0,,9.0,,1.0,,,,9.0,,,,1.125,1.125,89.4915254237288,18.0,14.5,18.0,14.5,,,,,,,,0.75,0.5277,,,14.1,,,,,3.0,3.0,,9.0,,,3.0,,,2.0,1.0,3.0,,3.0,,,,1.0,1.0,1.0,0.75,1.0,1.0,,1.0,,,,,1.0,,,,,,,23.2,1.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,0.25,0.75,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612743,2026,2025-26,True
1626145-1628971-1630192-1631124-202685,1610612743,"Tyus Jones, Bruce Brown, Zeke Nnaji, Julian Strawther, Jonas Valančiūnas","Jones, Brown, Nnaji, Strawther, Valančiūnas",1626145-1628971-1630192-1631124-202685,DEN,557.0,2,9.0,-3.0,19.0,19.0,38.0,6.0,6.0,1.0,2.0,7.0,9.0,,17.0,20.0,6.0,8.0,3.0,4.0,2.0,9.0,1.0,1.0,3.0,,,13.0,0.42857142857142855,0.6,0.7777777777777778,0.53125,0.53125,98.24057450628366,11.578947368421053,17.736842105263158,11.526315789473685,16.789473684210527,0.375,1.0,1.0,0.3333333333333333,0.125,0.5,0.5,0.8125,0.571240625,,,4.888888888888889,2.0,1.0,5.0,,1.0,7.0,,3.0,5.0,1.0,1.0,1.0,2.0,3.0,5.0,9.0,2.0,11.0,,,,1.0,0.14285714285714285,0.14285714285714285,0.4375,0.45454545454545453,0.75,0.3333333333333333,0.5333333333333333,0.25,0.25,0.3333333333333333,0.2,1.0,0.3125,0.2,0.2,1.0,,0.2,25.314285714285713,1.0,,2.0,,2.0,2.0,5.0,0.4,1.0,0.0625,0.125,,,,2.0,2.0,2.0,2.0,4.0,4.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,3.0,2.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,0.5,0.6666666666666666,0.125,0.6666666666666666,1.0,1.0,1.0,0.23529411764705882,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612743,2026,2025-26,True
1626145-1628971-1630192-1631124-203999,1610612743,"Tyus Jones, Bruce Brown, Zeke Nnaji, Julian Strawther, Nikola Jokić","Jones, Brown, Nnaji, Strawther, Jokić",1626145-1628971-1630192-1631124-203999,DEN,267.0,1,4.0,3.0,11.0,10.0,21.0,2.0,2.0,,1.0,3.0,5.0,2.0,14.0,11.0,4.0,2.0,2.0,4.0,1.0,10.0,1.0,1.0,2.0,4.0,2.0,14.0,0.6666666666666666,0.6666666666666666,0.6,0.6666666666666666,0.6363636363636364,113.25842696629213,13.636363636363637,11.7,13.363636363636363,10.7,0.2222222222222222,1.0,1.0,0.5,0.1111111111111111,,,0.6666666666666666,0.5856444444444445,0.18181818181818182,0.2857142857142857,9.64,1.0,2.0,3.0,1.0,2.0,4.0,1.0,6.0,3.0,2.0,2.0,2.0,,2.0,1.0,3.0,1.0,4.0,1.0,1.0,,1.0,0.5,0.5,0.4444444444444444,1.0,0.6666666666666666,,0.75,0.25,,,1.0,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.6666666666666666,1.0,1.0,0.6666666666666666,24.95,2.0,,1.0,,1.0,1.0,1.0,1.0,,0.2222222222222222,0.1111111111111111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,0.5,1.0,0.5,0.5,1.0,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612743,2026,2025-26,True
1626145-1628971-1630192-202685-203501,1610612743,"Tyus Jones, Bruce Brown, Zeke Nnaji, Jonas Valančiūnas, Tim Hardaway Jr.","Jones, Brown, Nnaji, Valančiūnas, Hardaway Jr.",1626145-1628971-1630192-202685-203501,DEN,32.5,1,1.0,2.0,1.0,1.0,2.0,,,1.0,1.0,1.0,1.0,,2.0,,,2.0,,,,,,,,,,2.0,,,1.0,1.0,1.0,88.61538461538463,20.2,12.3,20.2,9.5,,,,,1.0,1.0,1.0,,0.3848,,,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,0.3848,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612743,2026,2025-26,True
1626145-1628971-1631124-1642461-202685,1610612743,"Tyus Jones, Bruce Brown, Julian Strawther, Spencer Jones, Jonas Valančiūnas","Jones, Brown, Strawther, Jones, Valančiūnas",1626145-1628971-1631124-1642461-202685,DEN,147.0,2,2.0,-1.0,4.0,3.0,7.0,,,1.0,1.0,1.0,2.0,,5.0,6.0,2.0,,1.0,2.0,,5.0,2.0,2.0,,,,5.0,1.0,1.0,0.5,0.625,0.625,68.57142857142857,16.5,27.0,16.5,27.0,,,,,0.25,1.0,1.0,0.5,0.4573875,,,14.95,,1.0,2.0,,1.0,2.0,,3.0,2.0,1.0,1.0,1.0,,1.0,,1.0,,1.0,,,,1.0,0.5,0.5,0.5,,1.0,,1.0,,,,,1.0,0.5,0.5,0.5,1.0,,0.5,26.7,1.0,,,,,,,,,0.25,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612743,2026,2025-26,True
1626145-1628971-1631124-202685-203501,1610612743,"Tyus Jones, Bruce Brown, Julian Strawther, Jonas Valančiūnas, Tim Hardaway Jr.","Jones, Brown, Strawther, Valančiūnas, Hardaway Jr.",1626145-1628971-1631124-202685-203501,DEN,774.0,1,13.0,-1.0,26.0,26.0,52.0,1.0,2.0,4.0,4.0,5.0,7.0,1.0,35.0,36.0,6.0,4.0,3.0,10.0,1.0,27.0,1.0,2.0,2.0,2.0,1.0,32.0,0.6,0.6,0.7142857142857143,0.7083333333333334,0.7,96.74418604651163,12.350000000000001,17.41923076923077,12.003846153846155,16.15,0.08333333333333333,0.5,1.0,1.0,0.16666666666666666,1.0,1.0,0.7916666666666666,0.5516458333333333,0.04,0.125,7.228571428571429,2.0,6.0,15.0,,8.0,17.0,,21.0,15.0,6.0,7.0,5.0,1.0,3.0,6.0,9.0,2.0,11.0,1.0,,1.0,0.875,0.47058823529411764,0.47058823529411764,0.7083333333333334,0.5,0.75,0.125,0.5625,0.2,0.125,0.5,0.5,0.6666666666666666,0.625,0.4,0.4,0.8333333333333334,,0.4,25.511764705882353,1.0,2.0,2.0,2.0,2.0,2.0,3.0,0.6666666666666666,0.5,0.041666666666666664,0.08333333333333333,1.0,1.0,1.0,,,1.0,1.0,3.0,,2.0,,,,1.0,1.0,,,,,,,,1.0,1.0,0.75,,,1.0,,,0.5,,,0.08571428571428572,,,1.0,0.5,,,,,0.4034,,,,,,,,,,,,,,,1.0,3.0,1.0,1.0,0.14285714285714285,0.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612743,2026,2025-26,True
1626145-1628971-1631124-203501-203999,1610612743,"Tyus Jones, Bruce Brown, Julian Strawther, Tim Hardaway Jr., Nikola Jokić","Jones, Brown, Strawther, Hardaway Jr., Jokić",1626145-1628971-1631124-203501-203999,DEN,188.10000000000002,1,3.0,11.0,8.0,7.0,15.0,4.0,5.0,1.0,1.0,5.0,6.0,1.0,14.0,3.0,8.0,2.0,4.0,5.0,3.0,11.0,,1.0,1.0,1.0,1.0,12.0,0.8,0.8,0.8333333333333334,0.8125,0.875,114.83253588516746,11.175,14.1,10.175,14.1,0.625,0.8,0.8,0.75,0.125,1.0,1.0,0.875,0.550075,0.125,0.16666666666666666,3.0,1.0,1.0,1.0,,1.0,2.0,,3.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,6.0,1.0,7.0,,,,1.0,0.5,0.5,0.25,1.0,1.0,1.0,1.0,0.5,,1.0,,1.0,0.125,1.0,1.0,1.0,,1.0,24.8,,,1.0,,,,1.0,,,,0.125,,,,1.0,1.0,1.0,1.0,2.0,,1.0,1.0,,,1.0,,1.0,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,,,1.0,1.0,1.0,0.14285714285714285,,,,,,,,,,2.0,7.0,,,3.0,,3.0,2.0,,1.5,1.5,0.5319,0.21428571428571427,0.25,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612743,2026,2025-26,True
1626145-1628971-1631128-202685-203501,1610612743,"Tyus Jones, Bruce Brown, Christian Braun, Jonas Valančiūnas, Tim Hardaway Jr.","Jones, Brown, Braun, Valančiūnas, Hardaway Jr.",1626145-1628971-1631128-202685-203501,DEN,98.5,1,2.0,-4.0,3.0,4.0,7.0,,,,,,,,,4.0,,,,,,,1.0,1.0,,,,,,,,,,102.33502538071066,13.266666666666666,14.675,13.266666666666666,14.675,,,,,,,,1.0,0.597,,,,,,,,,2.0,,,,,,,,1.0,,1.0,,1.0,,,,,,,1.0,,1.0,,1.0,,,,,1.0,,,,,,,23.5,,,2.0,,,,1.0,,,,1.0,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,3.0,,,,0.597,,1.0,,,,,,,,,,,2.0,1.0,,,,,,,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612743,2026,2025-26,True
