EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,TotalPoss,Arc3FGA,FG3A,OpponentPoints,NonHeaveArc3FGA,Blocked2s,BlockedAtRim,Blocks,FG3APct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,Arc3Frequency,AtRimFG3AFrequency,ShotQualityAvg,Avg3ptShotDistance,PenaltyOffPoss,PenaltyDefPoss,LongMidRangeFGA,FG2A,PenaltyFG2A,Fouls,PenaltyOffPossExcludingTakeFouls,LongMidRangeFrequency,PenaltyShotQualityAvg,Avg2ptShotDistance,PenaltyOffPossPct,SecondChanceOffPoss,AtRimFGA,SecondChanceAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,SecondChanceArc3FGA,FG2M,FtPoints,Points,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3A,SecondChancePoints,PtsAssisted2s,PtsUnassisted2s,Fg2aBlocked,TwoPtAssists,Assists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,LiveBallTurnovers,BadPassTurnovers,Turnovers,ShootingFouls,FoulsDrawn,Loose Ball Fouls Drawn,Offensive Fouls Drawn,FTA,TwoPtShootingFoulsDrawn,FirstChancePoints,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,SecondChanceFg2Pct,EfgPct,SecondChanceEfgPct,TsPct,SecondChanceTsPct,FG2APctBlocked,AtRimPctBlocked,LiveBallTurnoverPct,DefFTReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,DefArc3ReboundPct,AtRimFrequency,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,SecondChanceAtRimFrequency,SecondChanceArc3Frequency,SecondChanceShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,BadPassOutOfBoundsTurnovers,DeadBallTurnovers,Loose Ball Fouls,Offensive Fouls,Arc3FGM,PenaltyArc3FGA,FG3M,PenaltyFG2M,PenaltyFG3A,PenaltyPoints,PtsUnassisted3s,NonHeaveArc3FGM,DefTwoPtRebounds,Travels,PenaltyTurnovers,PenaltyPointsExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Fg3Pct,NonHeaveFg3Pct,PenaltyFg2Pct,PenaltyEfgPct,PenaltyTsPct,DefTwoPtReboundPct,DefAtRimReboundPct,Arc3Accuracy,UnblockedArc3Accuracy,PenaltyArc3Frequency,NonHeaveArc3Accuracy,PenaltyPointsPct,OffShortMidRangeReboundPct,AtRimFGM,PenaltyAtRimFGM,PenaltyAtRimFGA,Corner3FGM,Corner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,PenaltyArc3FGM,SecondChanceFtPoints,PenaltyFG3M,PenaltyFtPoints,PtsAssisted3s,ThreePtAssists,Arc3Assists,Corner3Assists,AtRimAssists,Steals,LostBallSteals,LostBallTurnovers,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFoulsDrawn,Assisted3sPct,PenaltyFg3Pct,DefLongMidRangeReboundPct,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Accuracy,OffCorner3ReboundPct,2pt And 1 Free Throw Trips,SecondChanceAtRimFGM,PtsPutbacks,BadPassSteals,DefShortMidRangeReboundPct,DefCorner3ReboundPct,SecondChanceAtRimAccuracy,ShortMidRangeAssists,ShortMidRangePctBlocked,ShortMidRangePctAssisted,SecondChanceCorner3FGA,SecondChanceCorner3Frequency,SelfOReb,Charge Fouls Drawn,SelfORebPct,SecondChanceArc3FGM,SecondChanceFG3M,SecondChanceFg3Pct,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,BlockedShortMidRange,RecoveredBlocks,BlocksRecoveredPct,Technical Free Throw Trips,Blocked3s,BlockedArc3,LostBallOutOfBoundsTurnovers,SecondChanceAtRimPctAssisted,SecondChanceTurnovers,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,StepOutOfBoundsTurnovers,Charge Fouls,BlockedCorner3,SecondChanceCorner3FGM,3pt And 1 Free Throw Trips,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,BlockedLongMidRange,DefensiveGoaltends,FTOffRebounds,OffFTReboundPct,LongMidRangePctBlocked,Fg3aBlocked,FG3APctBlocked,Arc3PctBlocked,Defensive 3 Seconds Violations,Corner3PctBlocked,OffensiveGoaltends,Clear Path Fouls,team_id,year,season,team_vs
1627827-1628988-1629006-1630256-201145,1610612745,"Dorian Finney-Smith, Aaron Holiday, Josh Okogie, Jae'Sean Tate, Jeff Green","Finney-Smith, Holiday, Okogie, Tate, Green",1627827-1628988-1629006-1630256-201145,HOU,38.0,1,1.0,-2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,75.78947368421053,12.0,26.0,12.0,26.0,1.0,1.0,0.50685,26.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612745,2026,2025-26,True
1627827-1628988-1629006-1630256-203991,1610612745,"Dorian Finney-Smith, Aaron Holiday, Josh Okogie, Jae'Sean Tate, Clint Capela","Finney-Smith, Holiday, Okogie, Tate, Capela",1627827-1628988-1629006-1630256-203991,HOU,51.1,1,1.0,-3.0,1.0,3.0,4.0,,,3.0,,,,,,112.72015655577299,29.3,7.266666666666667,29.3,7.266666666666667,,,0.3413,,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3413,15.6,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612745,2026,2025-26,True
1627827-1628988-1629006-1630578-1631095,1610612745,"Dorian Finney-Smith, Aaron Holiday, Josh Okogie, Alperen Sengun, Jabari Smith Jr.","Finney-Smith, Holiday, Okogie, Sengun, Smith Jr.",1627827-1628988-1629006-1630578-1631095,HOU,238.0,1,4.0,2.0,7.0,6.0,13.0,4.0,4.0,6.0,4.0,,,,0.4444444444444444,78.65546218487394,20.285714285714285,16.0,15.571428571428571,16.0,0.4444444444444444,0.6666666666666666,0.4847666666666666,26.1,,,2.0,5.0,,2.0,,0.2222222222222222,,9.98,,2.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,4.0,8.0,1.0,3.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,3.0,1.0,1.0,2.0,5.0,7.0,1.0,1.0,1.0,2.0,4.0,1.0,1.0,4.0,2.0,6.0,0.5,0.5,0.4,0.3333333333333333,0.2222222222222222,0.2,0.36363636363636365,0.2,0.2,0.5,1.0,1.0,1.0,1.0,0.5,1.0,0.7142857142857143,1.0,1.0,0.5,1.0,0.2222222222222222,0.1111111111111111,1.0,1.0,0.5,0.5,1.0,0.2,0.4,0.43635,0.18181818181818182,0.2857142857142857,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612745,2026,2025-26,True
1627827-1628988-1629006-1630578-1641708,1610612745,"Dorian Finney-Smith, Aaron Holiday, Josh Okogie, Alperen Sengun, Amen Thompson","Finney-Smith, Holiday, Okogie, Sengun, Thompson",1627827-1628988-1629006-1630578-1641708,HOU,82.6,2,1.0,-2.0,4.0,3.0,7.0,,,4.0,,,,,,122.03389830508476,7.75,17.2,7.75,12.200000000000001,,,,,,,,,,3.0,,,,,,,,,,,,,,2.0,2.0,,,,,,,,,,,,,,1.0,,1.0,,1.0,,,2.0,1.0,1.0,,,2.0,1.0,2.0,,,,,,,1.0,,,,,,,0.5,,0.2,,,,,0.5,,,,,,,,,,,1.0,1.0,,1.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612745,2026,2025-26,True
1627827-1628988-1629006-1630578-1642263,1610612745,"Dorian Finney-Smith, Aaron Holiday, Josh Okogie, Alperen Sengun, Reed Sheppard","Finney-Smith, Holiday, Okogie, Sengun, Sheppard",1627827-1628988-1629006-1630578-1642263,HOU,189.0,2,3.0,2.0,6.0,6.0,12.0,3.0,3.0,3.0,3.0,,,,0.75,91.42857142857143,15.200000000000001,16.3,15.200000000000001,15.683333333333332,0.75,0.75,0.4941625,28.099999999999998,3.0,5.0,,1.0,1.0,2.0,3.0,,0.468575,5.2,0.5,,,,1.0,1.0,,,1.0,,5.0,,,,,,2.0,,,,,,,,2.0,,3.0,,3.0,1.0,1.0,2.0,,1.0,1.0,,,,5.0,,,1.0,,0.625,,0.625,,,,0.5,,,1.0,,0.6,,,,,1.0,,0.25,1.0,1.0,,,,,,,,,,,1.0,,,1.0,1.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,0.3333333333333333,0.3333333333333333,1.0,0.5,0.5,0.3333333333333333,0.5,0.3333333333333333,0.3333333333333333,0.5,0.3333333333333333,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612745,2026,2025-26,True
1627827-1628988-1629006-1631095-1641708,1610612745,"Dorian Finney-Smith, Aaron Holiday, Josh Okogie, Jabari Smith Jr., Amen Thompson","Finney-Smith, Holiday, Okogie, Smith Jr., Thompson",1627827-1628988-1629006-1631095-1641708,HOU,10.1,1,,,1.0,,1.0,,,,,,,,,142.5742574257426,10.1,,10.0,,,,0.3066,,1.0,,,1.0,1.0,,1.0,,0.3066,13.4,1.0,1.0,,,,1.0,,,,,,,,,,,,,,,,,,1.0,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612745,2026,2025-26,True
1627827-1628988-1629006-1642384-201145,1610612745,"Dorian Finney-Smith, Aaron Holiday, Josh Okogie, Isaiah Crawford, Jeff Green","Finney-Smith, Holiday, Okogie, Crawford, Green",1627827-1628988-1629006-1642384-201145,HOU,527.0,3,9.0,6.0,17.0,20.0,37.0,8.0,9.0,21.0,8.0,,,,0.75,101.10056925996206,13.98235294117647,14.465,13.98235294117647,14.465,0.6666666666666666,1.0,0.5368375,25.533333333333335,15.0,18.0,,3.0,3.0,4.0,15.0,,0.5399454545454545,1.7333333333333334,0.8823529411764706,1.0,3.0,,,,,,3.0,6.0,27.0,,,,2.0,4.0,2.0,,2.0,6.0,,16.0,1.0,,4.0,,7.0,1.0,8.0,2.0,,3.0,2.0,4.0,,,6.0,1.0,25.0,0.6666666666666666,0.6666666666666666,1.0,,0.875,,0.9,1.0,,,0.6666666666666666,,,0.8,0.25,0.875,0.25,,,0.25,1.0,0.25,,,,,,,,,,0.07692307692307693,0.25,0.07407407407407407,,1.0,,,4.0,7.0,5.0,3.0,8.0,25.0,3.0,4.0,3.0,,3.0,25.0,1.0,0.5555555555555556,0.5555555555555556,1.0,0.9545454545454546,0.9615384615384616,1.0,,0.5,0.5,0.6363636363636364,0.5,0.9259259259259259,,3.0,3.0,3.0,1.0,1.0,1.0,1.0,4.0,2.0,5.0,4.0,12.0,4.0,3.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,0.8,0.625,1.0,1.0,1.0,0.6666666666666666,0.08333333333333333,1.0,1.0,1.0,0.75,0.2727272727272727,1.0,0.09090909090909091,1.0,0.5714285714285714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612745,2026,2025-26,True
1627827-1628988-1629006-1642384-203991,1610612745,"Dorian Finney-Smith, Aaron Holiday, Josh Okogie, Isaiah Crawford, Clint Capela","Finney-Smith, Holiday, Okogie, Crawford, Capela",1627827-1628988-1629006-1642384-203991,HOU,37.0,1,1.0,-2.0,1.0,1.0,2.0,,,2.0,,,,,,77.83783783783784,24.1,12.9,24.1,12.9,,,,,1.0,1.0,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612745,2026,2025-26,True
1627827-1628988-1629006-201142-203991,1610612745,"Dorian Finney-Smith, Aaron Holiday, Josh Okogie, Kevin Durant, Clint Capela","Finney-Smith, Holiday, Okogie, Durant, Capela",1627827-1628988-1629006-201142-203991,HOU,123.0,1,2.0,,4.0,4.0,8.0,4.0,5.0,3.0,4.0,,,,1.0,93.65853658536587,13.5,17.25,9.25,15.25,0.8,1.0,0.55587,26.54,3.0,,,,,1.0,3.0,,0.55587,,0.75,2.0,,,,,,2.0,,,3.0,,,2.0,,,,,,,,,2.0,,1.0,,3.0,2.0,5.0,,,,1.0,,,,,,3.0,,,,,0.3,,0.3,,,,,,,1.0,0.5,0.75,0.5,,,0.3333333333333333,1.0,,,,,,,,,1.0,0.5226,,,,,,,,1.0,4.0,1.0,,5.0,3.0,3.0,1.0,2.0,,,3.0,,0.2,0.2,,0.3,0.3,0.6666666666666666,,0.25,0.25,0.8,0.25,1.0,,,,,,1.0,,1.0,1.0,,1.0,,,,,,,,,,,,,0.2,1.0,,,,0.2,,,,,,,0.2,,0.25,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612745,2026,2025-26,True
1627827-1628988-1630256-1630578-1641708,1610612745,"Dorian Finney-Smith, Aaron Holiday, Jae'Sean Tate, Alperen Sengun, Amen Thompson","Finney-Smith, Holiday, Tate, Sengun, Thompson",1627827-1628988-1630256-1630578-1641708,HOU,233.0,2,4.0,-4.0,9.0,8.0,17.0,1.0,1.0,16.0,1.0,,,,0.14285714285714285,105.06437768240343,13.444444444444445,14.0,13.444444444444445,13.375,0.14285714285714285,0.2857142857142857,0.49655,25.7,,,1.0,6.0,,1.0,,0.14285714285714285,,9.716666666666667,,,1.0,,2.0,4.0,,,3.0,3.0,12.0,,,,,,6.0,,,1.0,,3.0,,,,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,2.0,,,3.0,2.0,12.0,,,0.5,,0.6428571428571429,,0.75,,,,1.0,1.0,,,,,,,,,,0.14285714285714285,0.5714285714285714,0.5,0.5,,,,,,,0.25,0.2857142857142857,,,,,,1.0,,1.0,,,,,1.0,,,,,,1.0,1.0,,,,,,1.0,1.0,,1.0,,,1.0,,,,,,,,,,,3.0,1.0,1.0,,,,,,,,1.0,,,1.0,1.0,,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612745,2026,2025-26,True
