EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,SecondChanceOffPoss,TotalPoss,LongMidRangeFGA,Arc3FGM,Arc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2A,FG3M,FG3A,Points,OpponentPoints,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyPoints,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,ThreePtAssists,Assists,Arc3Assists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,LiveBallTurnovers,LostBallTurnovers,Turnovers,PenaltyTurnovers,Blocked2s,BlockedShortMidRange,Blocks,RecoveredBlocks,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,FG3APct,LiveBallTurnoverPct,DefTwoPtReboundPct,OffTwoPtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,DefShortMidRangeReboundPct,SelfORebPct,Pace,BlocksRecoveredPct,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,LongMidRangeFrequency,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,PenaltyShotQualityAvg,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,PenaltyDefPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGA,Corner3FGA,PenaltyCorner3FGA,SecondChanceArc3FGA,FG2M,FtPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3A,SecondChancePoints,PenaltyFG2M,PenaltyFtPoints,PtsAssisted2s,PtsUnassisted2s,PtsPutbacks,Fg2aBlocked,TwoPtAssists,AtRimAssists,DefThreePtRebounds,Steals,LostBallSteals,ShootingFouls,Fouls,FoulsDrawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,FG2APctBlocked,LongMidRangePctBlocked,DefThreePtReboundPct,OffCorner3ReboundPct,DefArc3ReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,Corner3Frequency,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceArc3Frequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,SecondChanceShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,ShortMidRangeFGM,BadPassOutOfBoundsTurnovers,DeadBallTurnovers,OffAtRimReboundPct,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,StepOutOfBoundsTurnovers,OffShortMidRangeReboundPct,BadPassTurnovers,Loose Ball Fouls,LongMidRangeFGM,Corner3FGM,SecondChanceCorner3FGM,SecondChanceCorner3FGA,SecondChanceArc3FGM,SecondChanceFG3M,SecondChanceFtPoints,Corner3Assists,ShortMidRangeAssists,LongMidRangeAssists,FTDefRebounds,Charge Fouls,Offensive Fouls,Loose Ball Fouls Drawn,SecondChanceFg3Pct,AtRimPctBlocked,ShortMidRangePctBlocked,DefFTReboundPct,DefAtRimReboundPct,DefLongMidRangeReboundPct,DefCorner3ReboundPct,ShortMidRangePctAssisted,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3FGM,FTOffRebounds,BadPassSteals,SecondChanceTurnovers,Offensive Fouls Drawn,OffFTReboundPct,PenaltyCorner3Accuracy,BlockedAtRim,PtsUnassisted3s,LostBallOutOfBoundsTurnovers,Fg3aBlocked,FG3APctBlocked,Arc3PctBlocked,SecondChanceAtRimPctAssisted,Blocked3s,BlockedArc3,3pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,team_id,year,season,team_vs
1626164-1626220-1628415-1628960-1642345,1610612756,"Devin Booker, Royce O'Neale, Dillon Brooks, Grayson Allen, Oso Ighodaro","Booker, O'Neale, Brooks, Allen, Ighodaro",1626164-1626220-1628415-1628960-1642345,PHX,96.0,2,2.0,-3.0,3.0,4.0,3.0,1.0,7,1.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,3.0,6.0,1.0,1.0,2.0,3.0,3.0,2.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,2.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,1.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.6666666666666666,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,105.0,1.0,17.900000000000002,10.575,17.733333333333334,10.549999999999999,0.3333333333333333,0.6666666666666666,0.5,0.5,1.0,0.6666666666666666,0.5,0.6666666666666666,0.5,0.441725,0.441725,1.0,15.8,25.3,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612756,2026,2025-26,False
1626164-1626220-1628415-1628960-1642853,1610612756,"Devin Booker, Royce O'Neale, Dillon Brooks, Grayson Allen, Rasheer Fleming","Booker, O'Neale, Brooks, Allen, Fleming",1626164-1626220-1628415-1628960-1642853,PHX,226.70000000000002,1,4.0,4.0,7.0,8.0,7.0,2.0,15,1.0,1.0,2.0,1.0,2.0,5.0,1.0,3.0,11.0,7.0,5.0,1.0,3.0,11.0,3.0,2.0,1.0,1.0,2.0,1.0,5.0,1.0,1.0,2.0,4.0,2.0,6.0,,,,,,1.0,1.0,1.0,1.0,9.0,11.0,7.0,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.5625,0.5625,0.6111111111111112,0.6111111111111112,0.375,,1.0,0.5,0.5,0.8,0.5,1.0,,1.0,,95.28010586678428,1.0,13.985714285714286,16.1,12.971428571428573,15.100000000000001,0.125,0.25,0.5,0.5,1.0,0.25,0.5,0.75,0.5,0.5238125,0.5238125,1.0,6.9,26.0,1.0,8.0,3.0,3.0,1.0,1.0,3.0,3.0,1.0,1.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,2.0,3.0,2.0,2.0,4.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.5,0.6,1.0,0.6,0.5,0.5,0.2,1.0,0.6666666666666666,1.0,0.6666666666666666,0.375,1.0,1.0,0.3333333333333333,0.125,0.125,0.5,1.0,0.5,0.375,1.0,0.125,0.4311,0.125,0.2,0.18181818181818182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612756,2026,2025-26,False
1626164-1626220-1628415-1628960-1642863,1610612756,"Devin Booker, Royce O'Neale, Dillon Brooks, Grayson Allen, Khaman Maluach","Booker, O'Neale, Brooks, Allen, Maluach",1626164-1626220-1628415-1628960-1642863,PHX,84.3,1,1.0,-1.0,4.0,3.0,4.0,1.0,7,,,,,,2.0,,,4.0,5.0,2.0,,,4.0,,,,,,,,,1.0,,1.0,1.0,2.0,,1.0,1.0,2.0,2.0,,,,,2.0,4.0,4.0,,,,,0.5,0.5,0.6666666666666666,0.6666666666666666,,0.5,,1.0,,1.0,1.0,,,,,119.5729537366548,,13.5,10.1,13.25,10.1,,,,,,,,0.5,,0.4025,0.4025,1.0,4.3,,1.0,,,1.0,,,,1.0,1.0,,,,1.0,2.0,1.0,1.0,,2.0,1.0,2.0,,2.0,2.0,,,,1.0,,,,,1.0,2.0,,,1.0,,1.0,,,0.5,1.0,0.5,1.0,1.0,,,1.0,,1.0,0.5,,,,0.5,,,,,0.5,,,0.3315,,,0.5,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612756,2026,2025-26,False
1626164-1626220-1628415-1629312-1630224,1610612756,"Devin Booker, Royce O'Neale, Dillon Brooks, Haywood Highsmith, Jalen Green","Booker, O'Neale, Brooks, Highsmith, Green",1626164-1626220-1628415-1629312-1630224,PHX,58.0,1,1.0,,3.0,2.0,,1.0,5,,,1.0,,,2.0,,1.0,,,,,,,,1.0,,,,,,,1.0,2.0,2.0,1.0,3.0,1.0,,,1.0,,,,,,,,,,,,,,,,,0.3333333333333333,,1.0,0.5,,1.0,0.3333333333333333,,,1.0,0.3333333333333333,124.13793103448276,,13.333333333333334,9.0,12.333333333333334,9.0,,0.3333333333333333,,,,,,0.6666666666666666,,0.4918166666666666,,,3.2,27.7,,2.0,,1.0,,1.0,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3333333333333333,,,,0.3333333333333333,,1.0,,,,,,0.5155,,,,,,1.0,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612756,2026,2025-26,False
1626164-1626220-1628415-1629312-1631221,1610612756,"Devin Booker, Royce O'Neale, Dillon Brooks, Haywood Highsmith, Collin Gillespie","Booker, O'Neale, Brooks, Highsmith, Gillespie",1626164-1626220-1628415-1629312-1631221,PHX,36.0,1,1.0,-4.0,1.0,2.0,,,3,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,120.0,,23.0,6.5,23.0,6.5,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612756,2026,2025-26,False
1626164-1626220-1628415-1630224-1631221,1610612756,"Devin Booker, Royce O'Neale, Dillon Brooks, Jalen Green, Collin Gillespie","Booker, O'Neale, Brooks, Green, Gillespie",1626164-1626220-1628415-1630224-1631221,PHX,5.9,1,,-1.0,1.0,,1.0,,1,,,,,,,,1.0,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,244.06779661016947,,5.9,,5.9,,,,,,,,,1.0,,0.38025,0.38025,,,23.5,1.0,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612756,2026,2025-26,False
1626164-1626220-1628415-1630224-1642345,1610612756,"Devin Booker, Royce O'Neale, Dillon Brooks, Jalen Green, Oso Ighodaro","Booker, O'Neale, Brooks, Green, Ighodaro",1626164-1626220-1628415-1630224-1642345,PHX,1269.0,3,21.0,-6.0,37.0,39.0,,7.0,76,5.0,5.0,13.0,,,21.0,6.0,15.0,49.0,55.0,,,,,18.0,13.0,5.0,6.0,10.0,5.0,26.0,6.0,4.0,5.0,15.0,10.0,25.0,1.0,3.0,3.0,5.0,,1.0,1.0,1.0,,36.0,,,1.0,0.4,,0.4,0.5277777777777778,,0.5697674418604651,,0.4166666666666667,0.6,0.5555555555555556,0.36363636363636365,0.6666666666666666,0.6086956521739131,0.5,0.3333333333333333,0.75,,0.0625,86.24113475177306,,16.35135135135135,17.025641025641026,15.216216216216216,15.282051282051283,0.1388888888888889,0.3611111111111111,0.38461538461538464,0.38461538461538464,1.0,,,0.6666666666666666,0.38461538461538464,0.5398694444444445,,,7.4714285714285715,25.92,,15.0,5.0,9.0,1.0,2.0,,,7.0,2.0,,3.0,10.0,11.0,3.0,4.0,5.0,13.0,,,8.0,12.0,4.0,4.0,4.0,1.0,9.0,,,2.0,8.0,11.0,14.0,,7.0,,1.0,,0.4,0.5,0.47619047619047616,0.75,,0.6666666666666666,0.65,0.19047619047619047,,0.6428571428571429,,0.4444444444444444,0.25,0.5555555555555556,0.7142857142857143,0.2,0.19444444444444445,0.05555555555555555,0.2222222222222222,0.5,0.3333333333333333,,,,0.55405,0.16279069767441862,0.25,0.2653061224489796,3.0,,2.0,0.5,0.42857142857142855,0.6,,0.25,,1.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.4,0.2222222222222222,0.2857142857142857,0.5,1.0,0.6,1.0,0.3333333333333333,0.4,0.4,1.0,0.5,0.5,1.0,0.2222222222222222,0.5,1.0,0.3333333333333333,1.0,,,,,,,,,,,,,,,,,,,,1610612756,2026,2025-26,False
1626164-1626220-1628415-1630224-1642863,1610612756,"Devin Booker, Royce O'Neale, Dillon Brooks, Jalen Green, Khaman Maluach","Booker, O'Neale, Brooks, Green, Maluach",1626164-1626220-1628415-1630224-1642863,PHX,518.7,1,9.0,7.0,17.0,18.0,10.0,2.0,35,1.0,1.0,4.0,,1.0,9.0,2.0,5.0,21.0,14.0,3.0,1.0,2.0,12.0,6.0,4.0,1.0,2.0,3.0,1.0,8.0,1.0,1.0,2.0,8.0,3.0,11.0,1.0,4.0,2.0,4.0,3.0,,,,,17.0,12.0,10.0,1.0,0.4,0.5,0.4,0.6428571428571429,0.9,0.65625,0.8571428571428571,0.35714285714285715,1.0,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.8,0.3333333333333333,,0.3333333333333333,,0.16666666666666666,97.165991902834,,12.905882352941177,16.62777777777778,12.200000000000001,15.961111111111112,0.07142857142857142,0.2857142857142857,0.25,0.25,1.0,0.2,,0.5714285714285714,0.25,0.5450071428571428,0.5533699999999999,0.5714285714285714,7.5,25.2,0.5882352941176471,18.0,1.0,3.0,,,1.0,1.0,5.0,1.0,1.0,,6.0,3.0,2.0,2.0,,4.0,3.0,3.0,2.0,10.0,2.0,,1.0,1.0,6.0,2.0,1.0,,3.0,5.0,5.0,1.0,2.0,1.0,2.0,1.0,0.16666666666666666,0.2,0.6666666666666666,1.0,1.0,1.0,1.0,,,0.8571428571428571,,0.75,0.21428571428571427,0.3333333333333333,0.3333333333333333,1.0,0.35714285714285715,0.07142857142857142,,,,0.2,1.0,0.2,0.43985,0.13333333333333333,0.2,0.19047619047619047,4.0,,,0.5,0.8,0.8,,,2.0,,1.0,1.0,,,,,,1.0,,,,,,1.0,,,,,1.0,0.5,1.0,,1.0,1.0,,1.0,1.0,1.0,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,1610612756,2026,2025-26,False
1626164-1626220-1628415-1630692-1642345,1610612756,"Devin Booker, Royce O'Neale, Dillon Brooks, Jordan Goodwin, Oso Ighodaro","Booker, O'Neale, Brooks, Goodwin, Ighodaro",1626164-1626220-1628415-1630692-1642345,PHX,131.0,1,2.0,-2.0,5.0,5.0,,,10,1.0,,1.0,,,4.0,,1.0,2.0,4.0,,,,,,1.0,,,1.0,,2.0,,,,2.0,,2.0,,,,,,,,,,2.0,,,,,,,0.2,,0.2,,0.2,,,,,1.0,,,,,,109.92366412213741,,18.4,7.8,18.4,7.8,0.2,0.2,,,,,,0.2,,0.44580000000000003,,,10.4,25.4,,,,,,,,,3.0,,,,1.0,,,,,,,,2.0,,,1.0,1.0,,2.0,,,1.0,1.0,,,,,,,,1.0,1.0,0.25,,,,,0.25,,1.0,,1.0,,,,,0.6,,,,,,,,,,,,1.0,,,,0.3333333333333333,0.5,,,,,,,,,,,,,1.0,,,,,,,,0.3333333333333333,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612756,2026,2025-26,False
1626164-1626220-1628415-1631221-1642345,1610612756,"Devin Booker, Royce O'Neale, Dillon Brooks, Collin Gillespie, Oso Ighodaro","Booker, O'Neale, Brooks, Gillespie, Ighodaro",1626164-1626220-1628415-1631221-1642345,PHX,325.0,2,5.0,-3.0,13.0,11.0,,,24,1.0,,3.0,,,6.0,,3.0,8.0,11.0,,,,,,3.0,,,2.0,,4.0,,,4.0,5.0,,5.0,,3.0,2.0,3.0,,1.0,,1.0,1.0,8.0,,,,,,,0.3333333333333333,,0.4,,0.3333333333333333,1.0,1.0,,,0.8,,,,1.0,,106.33846153846153,1.0,11.923076923076923,15.454545454545455,11.923076923076923,15.454545454545455,0.1111111111111111,0.3333333333333333,,,,,,0.3333333333333333,,0.4975166666666666,,,8.966666666666667,26.733333333333334,,6.0,,,,,,,5.0,,,,3.0,2.0,,,,,,,4.0,2.0,,2.0,2.0,,,,,,3.0,1.0,2.0,,1.0,,,,0.6666666666666666,0.6666666666666666,0.5,,,,,0.3333333333333333,1.0,,,,,,,,0.5555555555555556,,,,,,,,,0.1,0.14285714285714285,,3.0,,,,0.6,0.75,,,1.0,,,,,,,,,,2.0,,1.0,,,,,,0.2,1.0,1.0,1.0,,0.6666666666666666,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,1610612756,2026,2025-26,False
