EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,SecondChanceOffPoss,TotalPoss,AtRimFGA,PenaltyAtRimFGA,ShortMidRangeFGA,Corner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,ThreePtAssists,Assists,Arc3Assists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,LostBallSteals,BadPassOutOfBoundsTurnovers,DeadBallTurnovers,Turnovers,PenaltyTurnovers,ShootingFouls,Fouls,FoulsDrawn,FTA,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffCorner3ReboundPct,DefShortMidRangeReboundPct,DefArc3ReboundPct,SelfORebPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,ShortMidRangeFrequency,Corner3Frequency,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,PenaltyDefPoss,ShortMidRangeFGM,FG2M,PtsAssisted2s,PtsUnassisted3s,TwoPtAssists,ShortMidRangeAssists,Offensive Fouls,Technical Free Throw Trips,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,DefLongMidRangeReboundPct,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,Corner3FGM,PenaltyCorner3FGM,PenaltyCorner3FGA,Corner3Assists,BadPassSteals,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,AtRimFGM,PenaltyAtRimFGM,LongMidRangeFGM,LongMidRangeFGA,PenaltyFG2M,PtsUnassisted2s,AtRimAssists,LiveBallTurnovers,BadPassTurnovers,LostBallTurnovers,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,PenaltyFg2Pct,LiveBallTurnoverPct,DefAtRimReboundPct,DefCorner3ReboundPct,BlocksRecoveredPct,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,PenaltyAtRimAccuracy,SecondChanceAtRimFGA,SecondChanceCorner3FGA,SecondChanceFG2M,Fg2aBlocked,LongMidRangeAssists,FTDefRebounds,Loose Ball Fouls,Loose Ball Fouls Drawn,Offensive Fouls Drawn,NonShootingPenaltyNonTakeFouls,SecondChanceFg2Pct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,LongMidRangePctBlocked,DefFTReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,LongMidRangePctAssisted,SecondChanceAtRimFrequency,SecondChanceCorner3Frequency,SecondChanceAtRimFGM,2pt And 1 Free Throw Trips,3pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,ThreePtShootingFoulsDrawnPct,BlockedShortMidRange,SecondChanceTurnovers,PtsPutbacks,LostBallOutOfBoundsTurnovers,SecondChanceCorner3FGM,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,Blocked3s,BlockedArc3,StepOutOfBoundsTurnovers,Travels,FTOffRebounds,OffFTReboundPct,DefensiveGoaltends,Charge Fouls Drawn,Fg3aBlocked,BlockedLongMidRange,FG3APctBlocked,Arc3PctBlocked,Defensive 3 Seconds Violations,Corner3PctBlocked,Charge Fouls,team_id,year,season,team_vs
1627936-1628392-1628983-1631096-1642272,1610612760,"Alex Caruso, Isaiah Hartenstein, Shai Gilgeous-Alexander, Chet Holmgren, Jared McCain","Caruso, Hartenstein, Gilgeous-Alexander, Holmgren, McCain",1627936-1628392-1628983-1631096-1642272,OKC,116.0,1,2.0,,4.0,4.0,,1.0,8.0,2.0,,1.0,1.0,,,,,,,3.0,,1.0,,4.0,4.0,1.0,,,,2.0,,,,,,,,,,,,,1.0,,,1.0,1.0,1.0,2.0,,1.0,1.0,,,1.0,,1.0,1.0,1.0,,,,2.0,,,,,,,,,0.5,1.0,,0.5,1.0,,0.25,1.0,,,1.0,0.5,0.5,,,1.0,1.0,,,99.3103448275862,17.5,11.5,17.25,11.25,0.5,0.25,0.25,,,,,,,,,,,0.75,,0.5659875,,,,,0.5,,4.6000000000000005,23.6,,,1.0,2.0,,,,,,,,,0.6666666666666666,,1.0,1.0,,,,,,,,,,,,1.0,,,,,4.0,,1.0,1.0,,,,,,,1.0,,,,0.5,0.5,,,,,,1.0,,1.0,,,,,,,,1.0,,,,,,,,,1.0,,1.0,,,,1.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,1610612760,2026,2025-26,False
1627936-1628392-1628983-1631096-1642349,1610612760,"Alex Caruso, Isaiah Hartenstein, Shai Gilgeous-Alexander, Chet Holmgren, Ajay Mitchell","Caruso, Hartenstein, Gilgeous-Alexander, Holmgren, Mitchell",1627936-1628392-1628983-1631096-1642349,OKC,110.0,1,2.0,4.0,3.0,3.0,3.0,,6.0,,,,1.0,2.0,2.0,,,2.0,2.0,,3.0,3.0,,9.0,5.0,,,,,,,3.0,3.0,,9.0,9.0,2.0,2.0,3.0,3.0,2.0,9.0,,,,1.0,2.0,,2.0,,,,,,,,1.0,1.0,,,,,9.0,9.0,3.0,,1.0,1.0,,1.0,1.0,1.5,,1.5,1.5,,1.5,1.0,1.0,,,,1.0,,,,,1.0,,,78.54545454545455,18.266666666666666,18.400000000000002,18.266666666666666,18.400000000000002,,,0.3333333333333333,0.6666666666666666,1.0,1.0,1.0,,,,,0.6666666666666666,1.0,1.0,1.0,0.5072,,0.5072,,,,1.0,,24.900000000000002,1.0,2.0,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,0.3333333333333333,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612760,2026,2025-26,False
1627936-1628392-1628983-1631114-1641717,1610612760,"Alex Caruso, Isaiah Hartenstein, Shai Gilgeous-Alexander, Jalen Williams, Cason Wallace","Caruso, Hartenstein, Gilgeous-Alexander, Williams, Wallace",1627936-1628392-1628983-1631114-1641717,OKC,370.4,2,6.0,-9.0,14.0,13.0,6.0,2.0,27.0,4.0,1.0,3.0,,,4.0,,2.0,,4.0,8.0,,4.0,1.0,7.0,16.0,,,2.0,,,2.0,,4.0,,,,4.0,,,2.0,,4.0,,1.0,,1.0,1.0,1.0,2.0,,5.0,4.0,,1.0,2.0,1.0,2.0,3.0,3.0,2.0,1.0,,7.0,,6.0,,,,,,,0.25,,,0.2692307692307692,,,0.3333333333333333,0.3333333333333333,0.2,,,0.3333333333333333,0.1111111111111111,,0.5,,,,,104.96760259179267,16.907142857142855,10.284615384615384,13.978571428571428,9.823076923076922,0.3333333333333333,0.25,,0.3333333333333333,,,,1.0,,,0.16666666666666666,0.6666666666666666,,0.6666666666666666,,0.565775,0.488625,0.5617666666666666,0.07692307692307693,0.1111111111111111,,,6.5375,26.0,0.42857142857142855,5.0,1.0,3.0,4.0,,2.0,1.0,,,0.6666666666666666,0.6666666666666666,0.375,,0.3333333333333333,0.5,1.0,,,,,1.0,,,,,,2.0,,,1.0,,2.0,1.0,1.0,1.0,,,,,,,0.5,1.0,,,0.5,0.5,0.5,0.08333333333333333,,,,,,,1.0,,,1.0,,,,,0.125,,0.3333333333333333,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,1610612760,2026,2025-26,False
1627936-1628392-1628983-1631114-1642349,1610612760,"Alex Caruso, Isaiah Hartenstein, Shai Gilgeous-Alexander, Jalen Williams, Ajay Mitchell","Caruso, Hartenstein, Gilgeous-Alexander, Williams, Mitchell",1627936-1628392-1628983-1631114-1642349,OKC,9.8,1,,,1.0,1.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,293.87755102040813,2.9,6.9,2.9,6.9,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612760,2026,2025-26,False
1627936-1628392-1628983-1641717-1642272,1610612760,"Alex Caruso, Isaiah Hartenstein, Shai Gilgeous-Alexander, Cason Wallace, Jared McCain","Caruso, Hartenstein, Gilgeous-Alexander, Wallace, McCain",1627936-1628392-1628983-1641717-1642272,OKC,794.7,3,13.0,33.0,28.0,24.0,14.0,5.0,52.0,4.0,2.0,3.0,5.0,6.0,12.0,3.0,4.0,2.0,4.0,9.0,8.0,17.0,16.0,48.0,15.0,,3.0,4.0,4.0,13.0,3.0,3.0,7.0,14.0,27.0,24.0,12.0,6.0,8.0,11.0,6.0,30.0,6.0,,11.0,2.0,14.0,6.0,20.0,,1.0,1.0,,,,,1.0,3.0,14.0,16.0,4.0,4.0,35.0,27.0,14.0,3.0,1.0,0.47058823529411764,0.75,0.42857142857142855,0.47058823529411764,0.6153846153846154,1.125,0.65,0.7058823529411765,1.0833333333333333,0.7941176470588235,0.6538461538461539,0.6666666666666666,,0.7857142857142857,0.6666666666666666,0.7647058823529411,0.42857142857142855,,,0.6666666666666666,1.0,0.6666666666666666,,94.2242355605889,15.989285714285714,14.458333333333334,15.025,13.916666666666666,0.15384615384615385,0.11538461538461539,0.19230769230769232,0.46153846153846156,0.5,0.5,1.0,1.0,0.75,1.0,0.2,0.4,0.5,0.8076923076923077,0.5,0.5407115384615385,0.53025,0.587045,0.13333333333333333,0.3076923076923077,0.2708333333333333,0.5625,7.788888888888888,25.41176470588235,0.5,10.0,1.0,4.0,6.0,,3.0,1.0,,,0.75,0.75,0.4444444444444444,,0.3333333333333333,0.3333333333333333,1.0,2.0,1.0,3.0,2.0,,0.4,0.4,1.0,0.3,0.3333333333333333,2.0,1.0,1.0,2.0,2.0,2.0,1.0,,,,,,,,0.6666666666666666,,0.5,1.0,,0.5,0.5,0.5,0.07692307692307693,0.5,0.5,0.5,,,,,1.0,1.0,1.0,3.0,1.0,1.0,,,,,,1.0,,0.6666666666666666,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612760,2026,2025-26,False
1627936-1628392-1628983-1641717-1642349,1610612760,"Alex Caruso, Isaiah Hartenstein, Shai Gilgeous-Alexander, Cason Wallace, Ajay Mitchell","Caruso, Hartenstein, Gilgeous-Alexander, Wallace, Mitchell",1627936-1628392-1628983-1641717-1642349,OKC,312.1,4,5.0,5.0,12.0,12.0,8.0,1.0,24.0,1.0,,2.0,1.0,,,,,,,7.0,1.0,1.0,4.0,15.0,10.0,,,,,,4.0,1.0,1.0,2.0,9.0,3.0,,,1.0,2.0,,5.0,,,2.0,2.0,4.0,,4.0,,1.0,1.0,,1.0,1.0,1.0,,2.0,2.0,4.0,1.0,1.0,15.0,9.0,8.0,1.0,1.0,1.0,,1.0,1.0,0.6875,,0.7,0.75,,0.75,0.125,1.0,,0.5,,0.6666666666666666,,,,,1.0,0.5,,110.73373918615827,11.0,15.008333333333333,10.833333333333334,14.799999999999999,0.125,0.25,0.125,,,,,,,,,,,0.25,,0.48493125,,0.46471,0.1111111111111111,0.125,,0.6,13.828571428571427,23.0,0.6666666666666666,6.0,2.0,4.0,2.0,,1.0,1.0,1.0,,0.25,0.25,0.5714285714285714,,1.0,1.0,0.5,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,0.2,1.0,1.0,,1.0,4.0,2.0,6.0,,,,,,,,,0.5,,,0.5,,1.0,1.0,,0.5,0.25,0.25,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612760,2026,2025-26,False
1627936-1628392-1628983-1642272-1642349,1610612760,"Alex Caruso, Isaiah Hartenstein, Shai Gilgeous-Alexander, Jared McCain, Ajay Mitchell","Caruso, Hartenstein, Gilgeous-Alexander, McCain, Mitchell",1627936-1628392-1628983-1642272-1642349,OKC,81.0,1,1.0,1.0,2.0,3.0,,,5.0,,,,1.0,,,,,,,,1.0,1.0,,3.0,2.0,,,,,,,,,,,3.0,,,1.0,1.0,,3.0,,,,,,,,,,,,,1.0,,,,,,,,3.0,,,,1.0,1.0,,,1.0,1.5,,,1.5,,,1.0,,,,,,,,,,,,,88.88888888888889,16.5,16.0,16.5,16.0,,,1.0,,,,,,,,,,,1.0,,0.57225,,,,,,,,22.8,,,,,,,,,,,,,,,,,,1.0,,,1.0,,1.0,1.0,1.0,,,,,,,,,,1.0,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612760,2026,2025-26,False
1627936-1628392-1629026-1631096-1642272,1610612760,"Alex Caruso, Isaiah Hartenstein, Kenrich Williams, Chet Holmgren, Jared McCain","Caruso, Hartenstein, Williams, Holmgren, McCain",1627936-1628392-1629026-1631096-1642272,OKC,62.0,1,1.0,-2.0,3.0,2.0,,,5.0,,,,,,1.0,,,,,,,1.0,,,2.0,,,,,,,,,,,,1.0,,,,,,,,1.0,,1.0,,1.0,,,,,1.0,2.0,,1.0,2.0,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,,1.0,,,,,,,,116.1290322580645,13.0,11.5,13.0,11.5,,,,1.0,,,,,,,,,,1.0,,0.53835,,,,,,,,26.4,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,0.5,,1.0,,,,,,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612760,2026,2025-26,False
1627936-1628392-1629652-1630198-1641717,1610612760,"Alex Caruso, Isaiah Hartenstein, Luguentz Dort, Isaiah Joe, Cason Wallace","Caruso, Hartenstein, Dort, Joe, Wallace",1627936-1628392-1629652-1630198-1641717,OKC,15.0,1,,-2.0,,1.0,,,1.0,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96.0,,15.0,,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612760,2026,2025-26,False
1627936-1628392-1629652-1641717-1642272,1610612760,"Alex Caruso, Isaiah Hartenstein, Luguentz Dort, Cason Wallace, Jared McCain","Caruso, Hartenstein, Dort, Wallace, McCain",1627936-1628392-1629652-1641717-1642272,OKC,26.0,1,,-1.0,,1.0,,,1.0,,,,,,,,,,,,,,1.0,1.0,2.0,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,,1.0,1.0,1.0,,1.0,,,,,,,,,0.5,,0.5,,,,,,,,,,,,,,55.38461538461538,,17.0,,17.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612760,2026,2025-26,False
1627936-1628392-1629652-1641717-1642349,1610612760,"Alex Caruso, Isaiah Hartenstein, Luguentz Dort, Cason Wallace, Ajay Mitchell","Caruso, Hartenstein, Dort, Wallace, Mitchell",1627936-1628392-1629652-1641717-1642349,OKC,12.3,1,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,117.07317073170731,,12.3,,12.3,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612760,2026,2025-26,False
1627936-1628392-1629652-1642272-1642349,1610612760,"Alex Caruso, Isaiah Hartenstein, Luguentz Dort, Jared McCain, Ajay Mitchell","Caruso, Hartenstein, Dort, McCain, Mitchell",1627936-1628392-1629652-1642272-1642349,OKC,68.0,1,1.0,-1.0,1.0,2.0,,,3.0,,,,,,1.0,,,,,,,1.0,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,63.529411764705884,25.0,21.5,25.0,21.5,,,,1.0,,,,,,,,,,1.0,,0.42,,,,,,,,29.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612760,2026,2025-26,False
1627936-1628392-1630198-1631114-1641717,1610612760,"Alex Caruso, Isaiah Hartenstein, Isaiah Joe, Jalen Williams, Cason Wallace","Caruso, Hartenstein, Joe, Williams, Wallace",1627936-1628392-1630198-1631114-1641717,OKC,61.0,1,1.0,-1.0,1.0,1.0,,,2.0,1.0,,,,,,,,,,1.0,,,,2.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,2.0,,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,47.21311475409836,17.0,44.0,17.0,41.0,1.0,,,,,,,,,,,,,1.0,,0.5528,,,,,,,3.1,,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,1.0,,,,,2.0,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612760,2026,2025-26,False
1627936-1628392-1630198-1641717-1642272,1610612760,"Alex Caruso, Isaiah Hartenstein, Isaiah Joe, Cason Wallace, Jared McCain","Caruso, Hartenstein, Joe, Wallace, McCain",1627936-1628392-1630198-1641717-1642272,OKC,125.0,2,2.0,-1.0,5.0,5.0,1.0,2.0,10.0,4.0,,1.0,,,2.0,,,,,5.0,,2.0,1.0,3.0,4.0,2.0,,,,2.0,,,,1.0,1.0,,2.0,,,,,,1.0,2.0,,1.0,2.0,3.0,5.0,1.0,1.0,1.0,,,,,1.0,1.0,1.0,2.0,,1.0,1.0,1.0,1.0,1.0,,,,,,0.14285714285714285,0.5,,0.1875,0.5,0.5,0.2857142857142857,0.3333333333333333,0.5,,0.5,0.3333333333333333,0.5,0.3333333333333333,1.0,,,,0.2,115.19999999999999,12.4,12.6,11.6,10.6,0.5714285714285714,0.14285714285714285,,0.2857142857142857,,,,,,,,,,0.8571428571428571,,0.5906857142857144,0.6588,,,,0.6666666666666666,0.3333333333333333,2.44,25.85,0.2,1.0,,1.0,,,,,,,,,0.2,,,,,,,,,,,,,,,1.0,,,,,2.0,,,,,1.0,1.0,1.0,,,,0.5,,,0.25,0.3333333333333333,,,,,,2.0,,1.0,1.0,,1.0,,,,,0.5,0.2,0.25,,,1.0,,0.5,,1.0,,1.0,,,,0.5,,,,,2.0,,,,,,,,,,,,,,,,,,,,1610612760,2026,2025-26,False
1627936-1628392-1630198-1641717-1642349,1610612760,"Alex Caruso, Isaiah Hartenstein, Isaiah Joe, Cason Wallace, Ajay Mitchell","Caruso, Hartenstein, Joe, Wallace, Mitchell",1627936-1628392-1630198-1641717-1642349,OKC,54.2,1,1.0,-2.0,2.0,2.0,2.0,,4.0,,,2.0,,,,,,,,2.0,,,,2.0,4.0,,,,,,2.0,,,,2.0,,,,,1.0,,2.0,,,,,,,,,,,,,,,,,,,,,2.0,2.0,2.0,,,,,,,0.5,,0.5,0.5,,0.5,,,,,,,,,,,,,,106.27306273062729,15.35,11.75,15.35,11.75,,1.0,,,,,,,,,,,,,,0.40095,,0.40095,,,,1.0,11.35,,1.0,,1.0,1.0,2.0,,1.0,1.0,,,1.0,1.0,0.5,,0.5,0.5,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612760,2026,2025-26,False
1627936-1628392-1630198-1642272-1642349,1610612760,"Alex Caruso, Isaiah Hartenstein, Isaiah Joe, Jared McCain, Ajay Mitchell","Caruso, Hartenstein, Joe, McCain, Mitchell",1627936-1628392-1630198-1642272-1642349,OKC,348.0,2,6.0,-2.0,10.0,12.0,,1.0,22.0,1.0,,3.0,3.0,1.0,2.0,,,,,5.0,2.0,5.0,2.0,10.0,12.0,,1.0,1.0,,3.0,,,,,,6.0,2.0,1.0,2.0,3.0,1.0,8.0,1.0,,1.0,2.0,3.0,1.0,4.0,,1.0,,,,,,,3.0,4.0,2.0,1.0,,7.0,,,,1.0,0.4,1.0,,0.4,0.4,1.5,,0.45454545454545453,1.5,,0.5,0.5,,1.0,0.3333333333333333,0.6,0.14285714285714285,,,0.5,1.0,,,91.0344827586207,18.9,13.25,18.6,11.916666666666666,0.1,0.3,0.3,0.2,0.5,0.5,1.0,,,,,,,0.6,0.5,0.52145,,,0.09090909090909091,0.16666666666666666,0.3,,8.1,24.06,,6.0,,1.0,2.0,,1.0,,,,1.0,1.0,0.2,1.0,,,,1.0,,,1.0,1.0,0.3333333333333333,0.3333333333333333,1.0,,,1.0,,,1.0,,,1.0,,,,,,,,,,,1.0,,1.0,1.0,1.0,0.1,,,,,1.0,,1.0,,,,,2.0,,,0.2,,0.3333333333333333,,,,,,,1.0,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,1610612760,2026,2025-26,False
1627936-1628392-1630598-1642272-1642349,1610612760,"Alex Caruso, Isaiah Hartenstein, Aaron Wiggins, Jared McCain, Ajay Mitchell","Caruso, Hartenstein, Wiggins, McCain, Mitchell",1627936-1628392-1630598-1642272-1642349,OKC,191.0,1,3.0,-2.0,6.0,6.0,,,12.0,,,2.0,,1.0,1.0,,,,,4.0,1.0,1.0,2.0,7.0,9.0,,,,,,,,,,,,1.0,1.0,,1.0,,2.0,,,2.0,,2.0,,2.0,,,,,,,,1.0,1.0,1.0,2.0,1.0,,7.0,,,,,1.0,,,1.0,0.5,,,0.5833333333333334,,,0.2,,,1.0,,1.0,,,,,,1.0,,90.47120418848168,15.833333333333334,16.0,15.833333333333334,16.0,,0.4,,0.2,1.0,1.0,,,,,,,,0.2,1.0,0.46629,,,0.16666666666666666,0.2,,,14.35,25.4,,,1.0,1.0,2.0,3.0,1.0,1.0,,,1.0,1.0,0.25,,0.5,0.5,1.0,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,1.0,,,,,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612760,2026,2025-26,False
1627936-1628392-1631096-1631114-1641717,1610612760,"Alex Caruso, Isaiah Hartenstein, Chet Holmgren, Jalen Williams, Cason Wallace","Caruso, Hartenstein, Holmgren, Williams, Wallace",1627936-1628392-1631096-1631114-1641717,OKC,3.1,1,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,464.51612903225805,,3.1,,3.1,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612760,2026,2025-26,False
1627936-1628392-1631096-1641717-1642272,1610612760,"Alex Caruso, Isaiah Hartenstein, Chet Holmgren, Cason Wallace, Jared McCain","Caruso, Hartenstein, Holmgren, Wallace, McCain",1627936-1628392-1631096-1641717-1642272,OKC,479.0,2,8.0,6.0,17.0,18.0,,2.0,35.0,2.0,,6.0,1.0,,2.0,,,,,9.0,1.0,3.0,4.0,17.0,11.0,,,,,,,,,,,3.0,2.0,,1.0,6.0,,13.0,1.0,1.0,5.0,2.0,7.0,2.0,9.0,,2.0,1.0,,,5.0,,3.0,4.0,4.0,4.0,2.0,,17.0,,,,1.0,0.3333333333333333,,,0.3333333333333333,0.5416666666666666,,,0.6071428571428571,,,0.25,0.5,0.25,0.8333333333333334,0.5,0.7,0.3333333333333333,,,,1.0,0.75,,105.21920668058455,14.647058823529411,12.777777777777779,14.352941176470589,12.0,0.16666666666666666,0.5,0.08333333333333333,0.16666666666666666,,,,,,,,,,0.4166666666666667,,0.5052541666666667,,,0.14285714285714285,0.18181818181818182,,,6.888888888888889,25.133333333333336,,,4.0,5.0,10.0,,5.0,4.0,,,1.0,1.0,0.5555555555555556,,0.6666666666666666,0.6666666666666666,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,,,1.0,,,1.0,,,1.0,5.0,5.0,,,,1.0,1.0,,1.0,0.3333333333333333,1.0,1.0,0.5,0.5,1.0,0.08333333333333333,,,,,,,,,,,,,,,,,,,,1.0,0.5,,,,,,,,,,,,2.0,,,,,,1.0,1.0,,,,,,,,,,,,,,1610612760,2026,2025-26,False
