EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,TotalPoss,Arc3FGA,FG3A,OpponentPoints,NonHeaveArc3FGA,FTDefRebounds,DefRebounds,Rebounds,LiveBallTurnovers,DeadBallTurnovers,LostBallTurnovers,Turnovers,ShootingFouls,Fouls,FG3APct,LiveBallTurnoverPct,DefFTReboundPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,Arc3Frequency,AtRimFG3AFrequency,ShotQualityAvg,Avg3ptShotDistance,PenaltyDefPoss,SecondChanceOffPoss,AtRimFGM,AtRimFGA,Corner3FGA,FG2M,FG2A,FtPoints,Points,SecondChanceFtPoints,SecondChancePoints,PtsAssisted2s,TwoPtAssists,Assists,AtRimAssists,AssistPoints,OffThreePtRebounds,DefThreePtRebounds,DefTwoPtRebounds,OffRebounds,FoulsDrawn,Offensive Fouls Drawn,FTA,TwoPtShootingFoulsDrawn,Blocked2s,BlockedShortMidRange,Blocks,RecoveredBlocks,FirstChancePoints,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,EfgPct,TsPct,SecondChanceTsPct,DefTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffCorner3ReboundPct,DefShortMidRangeReboundPct,DefCorner3ReboundPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,Corner3Frequency,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,Avg2ptShotDistance,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,PtsUnassisted2s,LongMidRangeAssists,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,PenaltyOffPoss,Arc3FGM,PenaltyArc3FGM,PenaltyArc3FGA,FG3M,PenaltyFG3M,PenaltyFG3A,PenaltyPoints,PtsUnassisted3s,NonHeaveArc3FGM,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,PenaltyEfgPct,PenaltyTsPct,Arc3Accuracy,UnblockedArc3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,PenaltyShotQualityAvg,PenaltyPointsPct,PenaltyOffPossPct,PenaltyFG2A,PenaltyTurnovers,Charge Fouls,NonShootingPenaltyNonTakeFouls,PtsAssisted3s,ThreePtAssists,Arc3Assists,BadPassTurnovers,Assisted3sPct,Arc3PctAssisted,Loose Ball Fouls Drawn,BlockedAtRim,DefAtRimReboundPct,Defensive 3 Seconds Violations,SecondChanceCorner3FGA,PenaltyCorner3FGA,SecondChanceArc3FGA,SecondChanceFG3A,PenaltyFG2M,PenaltyFtPoints,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFoulsDrawn,PenaltyFg2Pct,OffArc3ReboundPct,DefArc3ReboundPct,SecondChanceCorner3Frequency,SecondChanceArc3Frequency,PenaltyCorner3Frequency,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,Corner3FGM,PenaltyCorner3FGM,SecondChanceFG2M,SecondChanceFG2A,PtsPutbacks,Fg2aBlocked,Corner3Assists,ShortMidRangeAssists,OffTwoPtRebounds,Steals,BadPassSteals,LostBallSteals,BadPassOutOfBoundsTurnovers,LostBallOutOfBoundsTurnovers,StepOutOfBoundsTurnovers,Travels,SecondChanceTurnovers,Loose Ball Fouls,Offensive Fouls,2pt And 1 Free Throw Trips,3pt And 1 Free Throw Trips,Technical Free Throw Trips,ThreePtShootingFoulsDrawn,BlockedLongMidRange,SecondChanceFg2Pct,SecondChanceEfgPct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,OffTwoPtReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,DefLongMidRangeReboundPct,ShortMidRangePctAssisted,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Accuracy,SecondChanceShotQualityAvg,ThreePtShootingFoulsDrawnPct,SecondChanceArc3FGM,SecondChanceFG3M,Fg3aBlocked,SecondChanceFg3Pct,FG3APctBlocked,Corner3PctBlocked,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,FTOffRebounds,SelfOReb,Charge Fouls Drawn,OffFTReboundPct,SelfORebPct,SecondChanceAtRimPctAssisted,SecondChanceCorner3FGM,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,DefensiveGoaltends,Blocked3s,BlockedArc3,team_id,year,season,team_vs
1628975-1628976-1630217-1631094-1641710,1610612753,"Jevon Carter, Wendell Carter Jr., Desmond Bane, Paolo Banchero, Anthony Black","Carter, Carter Jr., Bane, Banchero, Black",1628975-1628976-1630217-1631094-1641710,ORL,108.0,1,2.0,-7.0,3.0,4.0,7.0,1.0,1.0,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.5,1.0,93.33333333333333,19.666666666666668,12.25,19.666666666666668,9.25,1.0,1.0,0.5331,26.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612753,2026,2025-26,True
1628975-1628976-1630217-1631288-1641710,1610612753,"Jevon Carter, Wendell Carter Jr., Desmond Bane, Jamal Cain, Anthony Black","Carter, Carter Jr., Bane, Cain, Black",1628975-1628976-1630217-1631288-1641710,ORL,110.0,1,2.0,3.0,4.0,4.0,8.0,,1.0,2.0,,,2.0,3.0,,,,,1.0,1.0,0.5,,,104.72727272727273,9.25,18.25,9.0,18.25,,1.0,0.575575,24.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,5.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,3.0,1.0,4.0,2.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,0.5,0.625,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,0.5,0.6666666666666666,0.2,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612753,2026,2025-26,True
1628975-1628976-1631094-1641710-1641783,1610612753,"Jevon Carter, Wendell Carter Jr., Paolo Banchero, Anthony Black, Tristan da Silva","Carter, Carter Jr., Banchero, Black, da Silva",1628975-1628976-1631094-1641710-1641783,ORL,85.0,1,1.0,4.0,2.0,1.0,3.0,,,,,,1.0,1.0,,,,,,,,,,50.8235294117647,15.5,54.0,15.5,54.0,,,0.46505,,,,,,,2.0,2.0,,4.0,,,2.0,1.0,1.0,,2.0,,,1.0,,,,,,,,,,4.0,0.5,0.5,1.0,1.0,1.0,,1.0,,,1.0,,,1.0,,,,,,,,,,,12.2,1.0,1.0,1.0,1.0,2.0,1.0,0.5,1.0,1.0,0.5,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612753,2026,2025-26,True
1628975-1629021-1630217-1630591-1631288,1610612753,"Jevon Carter, Moritz Wagner, Desmond Bane, Jalen Suggs, Jamal Cain","Carter, Wagner, Bane, Suggs, Cain",1628975-1629021-1630217-1630591-1631288,ORL,5.0,1,,3.0,1.0,,1.0,1.0,1.0,,1.0,,,,,,,,,,1.0,,,288.0,4.0,,4.0,,1.0,1.0,0.29535,27.2,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,3.0,,,,1.5,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,1.0,3.0,1.0,1.0,1.0,1.0,1.5,1.5,1.0,1.0,1.0,1.0,1.0,0.29535,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612753,2026,2025-26,True
1628975-1629021-1630217-1631094-1631288,1610612753,"Jevon Carter, Moritz Wagner, Desmond Bane, Paolo Banchero, Jamal Cain","Carter, Wagner, Bane, Banchero, Cain",1628975-1629021-1630217-1631094-1631288,ORL,68.0,1,1.0,-4.0,2.0,3.0,5.0,,,4.0,,,1.0,1.0,,1.0,,1.0,,3.0,,,,105.88235294117648,12.95,14.033333333333333,12.95,12.366666666666667,,,0.4447,,3.0,,,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,1.0,,,1.0,,,1.0,,,,,,,,,,,4.4,,1.0,,,,,1.0,,,,,,,2.0,,,,,,,,,,,2.0,,,,,,,,,,,0.4447,,1.0,1.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612753,2026,2025-26,True
1628975-1629021-1630217-1631094-1641710,1610612753,"Jevon Carter, Moritz Wagner, Desmond Bane, Paolo Banchero, Anthony Black","Carter, Wagner, Bane, Banchero, Black",1628975-1629021-1630217-1631094-1641710,ORL,46.0,1,1.0,-2.0,1.0,1.0,2.0,,,2.0,,,,,1.0,,1.0,1.0,,1.0,,1.0,,62.60869565217391,23.0,23.0,23.0,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612753,2026,2025-26,True
1628975-1629021-1630217-1631288-1641710,1610612753,"Jevon Carter, Moritz Wagner, Desmond Bane, Jamal Cain, Anthony Black","Carter, Wagner, Bane, Cain, Black",1628975-1629021-1630217-1631288-1641710,ORL,124.0,1,2.0,-3.0,4.0,3.0,7.0,1.0,1.0,8.0,1.0,,,,1.0,,,1.0,,,0.5,1.0,,81.29032258064515,19.25,15.666666666666666,19.25,13.333333333333334,0.5,0.5,0.519825,26.9,1.0,,,,,,1.0,2.0,5.0,,,,,1.0,,3.0,,,,,1.0,,2.0,1.0,,,,,5.0,,,,0.75,0.8333333333333334,,,,,,,,,,,,,,,,0.3333333333333333,0.5,,4.8,,1.0,,,,,0.5,,,,,,,,1.0,,,1.0,,,,,1.0,,,1.0,,1.0,,,1.0,1.0,,,1.0,,,,,,,,3.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612753,2026,2025-26,True
1628975-1629021-1631094-1631288-1641710,1610612753,"Jevon Carter, Moritz Wagner, Paolo Banchero, Jamal Cain, Anthony Black","Carter, Wagner, Banchero, Cain, Black",1628975-1629021-1631094-1631288-1641710,ORL,98.0,1,2.0,-2.0,2.0,2.0,4.0,1.0,1.0,2.0,1.0,,1.0,1.0,,,,,1.0,2.0,0.5,,,58.775510204081634,15.0,34.0,15.0,27.5,0.5,0.5,0.493175,27.7,,,,,,,1.0,,,,,,,,,,,,1.0,,1.0,,,,1.0,,1.0,1.0,,,,,,,,0.5,,,0.25,,,,,1.0,,,,,,,,,11.0,,1.0,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612753,2026,2025-26,True
1628975-1629021-1631094-1641710-1641783,1610612753,"Jevon Carter, Moritz Wagner, Paolo Banchero, Anthony Black, Tristan da Silva","Carter, Wagner, Banchero, Black, da Silva",1628975-1629021-1631094-1641710-1641783,ORL,35.0,1,1.0,3.0,1.0,1.0,2.0,1.0,1.0,,1.0,,,,,,,,,,1.0,,,82.28571428571428,16.0,19.0,16.0,19.0,1.0,1.0,0.5325,27.5,,,,,,,,,3.0,,,,,1.0,,3.0,,,,,,,,,,,,,3.0,,,,1.5,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,,,,,1.0,,,1.0,,1.0,,,1.0,1.0,,,1.0,,,,,,,,3.0,1.0,1.0,,1.0,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612753,2026,2025-26,True
1628975-1629021-1641724-1642859-1642869,1610612753,"Jevon Carter, Moritz Wagner, Jett Howard, Jase Richardson, Noah Penda","Carter, Wagner, Howard, Richardson, Penda",1628975-1629021-1641724-1642859-1642869,ORL,177.0,1,3.0,-3.0,5.0,6.0,11.0,1.0,3.0,6.0,1.0,,4.0,6.0,1.0,1.0,,2.0,,,0.75,0.5,,89.4915254237288,23.380000000000003,10.016666666666667,19.98,10.016666666666667,0.25,0.75,0.51175,24.833333333333332,,1.0,,,2.0,1.0,1.0,1.0,3.0,,,,,,,,2.0,3.0,1.0,2.0,1.0,,2.0,,,,,,3.0,,,1.0,0.25,0.3,,1.0,1.0,0.6666666666666666,1.0,0.6666666666666666,0.5,1.0,,,,,,,0.5,,,,17.8,,,1.0,1.0,2.0,,,,,0.25,1.0,1.0,,5.0,,,1.0,,,3.0,3.0,,,3.0,5.0,,,,0.25,0.3,,,0.25,,,0.51175,1.0,1.0,1.0,2.0,,,,,,1.0,,,,,,,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612753,2026,2025-26,True
