index,year,ortg,drtg,AtRimFGM,AtRimFGA,AtRimAssists,Turnovers,FTA,OffPoss,DefPoss,TwoPtAssists,Steals,BadPassSteals,ThreePtAssists,FG3A,OpponentPoints,Points,SecondChancePoints,FG2A,LiveBallTurnovers,TsPct,Fg3Pct,AtRimFG3AFrequency,Pace,AtRimFrequency,SecondsPerPossOff,SecondsPerPossDef,Minutes,DefAtRimReboundPct,DefFGReboundPct,AtRimAccuracy,player_on,OffFGReboundPct,nba_id
0,1997,96.8,119.4,,,,,,,,,,,,,,,,,,,,,,,,,47.0,,,,True,0.359,727
1,1997,105.6,111.2,,,,,,,,,,,,,,,,,,,,,,,,,536.0,,,,False,0.307,727
2,1999,98.2,100.9,,,,,,,,,,,,,,,,,,,,,,,,,304.0,,,,True,0.31,727
3,1999,102.0,104.3,,,,,,,,,,,,,,,,,,,,,,,,,78.0,,,,False,0.432,727
4,2000,118.4,98.4,,,,,,,,,,,,,,,,,,,,,,,,,139.0,,,,True,0.36,727
5,2000,103.6,104.9,,,,,,,,,,,,,,,,,,,,,,,,,343.0,,,,False,0.247,727
6,2001,102.95719844357976,104.8573631457209,132.0,239.0,71.0,187.0,294.0,1285.0,1297.0,231.0,93.0,54.0,91.0,281.0,1360.0,1323.0,193.0,877.0,111.0,0.5096899224806202,0.3843416370106761,0.4490500863557858,86.45089285714286,0.2063903281519861,16.495719844357975,16.816499614494987,717.0,0.4728682170542636,0.6398809523809523,0.5523012552301255,True,0.2980030721966206,727
7,2001,109.69945355191255,106.11111111111111,104.0,161.0,61.0,123.0,180.0,732.0,720.0,149.0,57.0,32.0,42.0,117.0,764.0,803.0,106.0,538.0,74.0,0.5414402173913043,0.4358974358974359,0.4244274809160305,88.85262621111679,0.2458015267175572,15.707650273224044,16.71388888888889,392.0,0.5416666666666666,0.6335078534031413,0.6459627329192547,False,0.345821325648415,727
8,2002,113.78205128205128,99.68253968253968,56.0,91.0,23.0,46.0,61.0,312.0,315.0,46.0,28.0,16.0,34.0,87.0,314.0,355.0,48.0,190.0,29.0,0.5808580858085809,0.4712643678160919,0.6425992779783394,88.10304449648712,0.3285198555956679,16.16346153846154,16.523809523809526,171.0,0.6129032258064516,0.6866666666666666,0.6153846153846154,True,0.2482758620689655,727
9,2002,103.07692307692308,103.96825396825396,18.0,34.0,8.0,22.0,25.0,130.0,126.0,15.0,15.0,6.0,13.0,38.0,131.0,134.0,23.0,71.0,16.0,0.5541666666666667,0.4473684210526316,0.6605504587155964,88.78612716763006,0.3119266055045872,16.26153846153846,16.174603174603174,69.0,0.7058823529411765,0.640625,0.5294117647058824,False,0.2459016393442623,727
10,2003,100.80428954423591,105.79710144927536,104.0,175.0,59.0,130.0,198.0,746.0,759.0,109.0,73.0,46.0,50.0,161.0,803.0,752.0,95.0,464.0,74.0,0.5230769230769231,0.3975155279503105,0.5376,86.92792106213149,0.28,17.087131367292226,16.05270092226614,416.0,0.4895833333333333,0.6536144578313253,0.5942857142857143,True,0.2701149425287356,727
11,2003,112.45901639344262,100.66666666666669,49.0,83.0,30.0,36.0,125.0,305.0,300.0,50.0,21.0,11.0,16.0,81.0,302.0,343.0,68.0,196.0,12.0,0.5059880239520959,0.3086419753086419,0.592057761732852,85.16961579822075,0.2996389891696751,17.118032786885244,16.69333333333333,170.0,0.5370370370370371,0.6606060606060606,0.5903614457831325,False,0.3765432098765432,727
12,2006,106.39777468706536,99.43977591036416,108.0,188.0,52.0,104.0,263.0,719.0,714.0,111.0,56.0,32.0,29.0,131.0,710.0,765.0,119.0,492.0,56.0,0.5142083897158322,0.3282442748091603,0.5120385232744783,84.27346238666993,0.3017656500802568,16.770514603616135,17.406162464985993,408.0,0.47,0.6612021857923497,0.574468085106383,True,0.315028901734104,727
13,2006,111.63366336633663,112.86407766990293,63.0,99.0,25.0,62.0,124.0,404.0,412.0,53.0,31.0,21.0,32.0,101.0,465.0,451.0,71.0,254.0,29.0,0.5464547677261614,0.4059405940594059,0.5633802816901409,86.69322709163346,0.2788732394366197,16.948019801980198,16.27912621359223,226.0,0.5111111111111111,0.6397849462365591,0.6363636363636364,False,0.3403141361256545,727
14,2007,97.21030042918454,95.37037037037037,66.0,105.0,33.0,83.0,114.0,466.0,432.0,70.0,29.0,16.0,33.0,103.0,412.0,453.0,57.0,291.0,43.0,0.5112866817155757,0.3203883495145631,0.5279187817258884,88.53347939203067,0.266497461928934,15.590128755364807,16.993055555555557,243.0,0.5370370370370371,0.6818181818181818,0.6285714285714286,True,0.2626728110599078,727
15,2007,101.18577075098814,105.49110595514308,210.0,362.0,118.0,190.0,365.0,1265.0,1293.0,202.0,93.0,66.0,78.0,250.0,1364.0,1280.0,163.0,848.0,101.0,0.5055821371610846,0.336,0.5573770491803278,84.49603156397669,0.3296903460837887,17.248221343873517,16.840680587780355,727.0,0.547945205479452,0.6921875,0.580110497237569,False,0.2653721682847896,727
