EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,TotalPoss,AtRimFGA,PenaltyAtRimFGA,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,FG2M,FG2A,Points,PenaltyFG2M,PenaltyFG2A,PenaltyPoints,PtsAssisted2s,Fg2aBlocked,TwoPtAssists,Assists,LongMidRangeAssists,AssistPoints,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,Rebounds,LiveBallTurnovers,BadPassTurnovers,Turnovers,PenaltyTurnovers,Fouls,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,FG2APctBlocked,AtRimPctBlocked,LiveBallTurnoverPct,DefTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,DefAtRimReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,ShortMidRangeFrequency,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,PenaltyAtRimFrequency,AtRimFG3AFrequency,ShotQualityAvg,PenaltyShotQualityAvg,PenaltyPointsPct,Avg2ptShotDistance,PenaltyOffPossPct,PenaltyDefPoss,SecondChanceOffPoss,AtRimFGM,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,ShortMidRangeFGM,Corner3FGA,PenaltyCorner3FGA,Arc3FGA,PenaltyArc3FGA,FG3A,FtPoints,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PenaltyFG3A,PenaltyFtPoints,PtsUnassisted2s,PtsPutbacks,NonHeaveArc3FGA,AtRimAssists,OffThreePtRebounds,OffTwoPtRebounds,OffRebounds,SelfOReb,BadPassOutOfBoundsTurnovers,DeadBallTurnovers,SecondChanceTurnovers,ShootingFouls,BlockingFouls,FoulsDrawn,Offensive Fouls Drawn,FTA,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,FG3APct,OffTwoPtReboundPct,OffThreePtReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,SelfORebPct,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,Corner3Frequency,Arc3Frequency,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyArc3Frequency,SecondChanceShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,Avg3ptShotDistance,Arc3FGM,SecondChanceArc3FGM,SecondChanceArc3FGA,FG3M,SecondChanceFG3M,SecondChanceFG3A,PtsAssisted3s,NonHeaveArc3FGM,ThreePtAssists,Arc3Assists,Charge Fouls,Blocked2s,BlockedShortMidRange,Blocks,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,NonHeaveFg3Pct,ShortMidRangePctBlocked,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,NonHeaveArc3Accuracy,Offensive Fouls,Corner3FGM,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyArc3FGM,SecondChanceFtPoints,PenaltyFG3M,PtsUnassisted3s,Corner3Assists,ShortMidRangeAssists,FTDefRebounds,Steals,BadPassSteals,LostBallSteals,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Loose Ball Fouls,Loose Ball Fouls Drawn,BlockingFoulsDrawn,2pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,Blocked3s,BlockedAtRim,BlockedCorner3,RecoveredBlocks,OffensiveGoaltends,Defensive 3 Seconds Violations,PenaltyFg3Pct,DefFTReboundPct,OffShortMidRangeReboundPct,OffCorner3ReboundPct,BlocksRecoveredPct,ShortMidRangePctAssisted,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,PenaltyArc3Accuracy,ThreePtShootingFoulsDrawnPct,StepOutOfBoundsTurnovers,PenaltyCorner3FGM,PenaltyCorner3Accuracy,Travels,3SecondViolations,Charge Fouls Drawn,DefensiveGoaltends,BlockedLongMidRange,HeaveAttempts,FTOffRebounds,OffFTReboundPct,SecondChanceAtRimPctAssisted,LongMidRangePctBlocked,Technical Free Throw Trips,Fg3aBlocked,FG3APctBlocked,Arc3PctBlocked,Clear Path Fouls,3pt And 1 Free Throw Trips,Corner3PctBlocked,team_id,year,season,team_vs
101142-201596-202708-2203-2592,1610612748,"Ronny Turiaf, Mario Chalmers, Norris Cole, Shane Battier, James Jones","Turiaf, Chalmers, Cole, Battier, Jones",101142-201596-202708-2203-2592,MIA,117.0,1,2.0,2.0,4.0,4.0,4.0,8.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,1.0,3.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,3.0,1.0,4.0,4.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,4.0,1.0,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,98.46153846153847,11.0,18.25,11.0,18.25,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,0.47513333333333335,0.47513333333333335,1.0,10.133333333333333,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612748,2012,2011-12,True
101142-201596-202708-2592-436,1610612748,"Ronny Turiaf, Mario Chalmers, Norris Cole, James Jones, Juwan Howard","Turiaf, Chalmers, Cole, Jones, Howard",101142-201596-202708-2592-436,MIA,470.0,2,8.0,,15.0,15.0,12.0,30.0,4.0,3.0,3.0,1.0,4.0,6.0,11.0,15.0,5.0,9.0,11.0,2.0,,1.0,1.0,,2.0,,4.0,4.0,7.0,1.0,1.0,2.0,2.0,4.0,13.0,11.0,12.0,0.16666666666666666,0.2,0.5454545454545454,0.5555555555555556,0.42857142857142855,0.4166666666666667,0.46875,0.4230769230769231,,,0.5,0.8,,0.8,,,,91.91489361702128,13.2,18.133333333333333,11.666666666666666,17.666666666666668,0.2857142857142857,0.21428571428571427,0.2857142857142857,0.25,0.25,,0.25,0.5,0.48004285714285716,0.4756833333333333,0.7333333333333333,10.6,0.8,5.0,3.0,3.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,3.0,3.0,15.0,1.0,3.0,2.0,3.0,1.0,10.0,2.0,2.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,1.0,4.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.21428571428571427,0.4,0.3333333333333333,0.375,1.0,0.3333333333333333,0.5,1.0,0.75,0.125,0.75,0.75,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.07142857142857142,0.14285714285714285,0.6666666666666666,0.5,0.6666666666666666,0.08333333333333333,0.16666666666666666,0.4811666666666667,0.06666666666666667,0.08333333333333333,0.13333333333333333,24.400000000000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612748,2012,2011-12,True
101142-201596-2034-2544-2548,1610612748,"Ronny Turiaf, Mario Chalmers, Mike Miller, LeBron James, Dwyane Wade","Turiaf, Chalmers, Miller, James, Wade",101142-201596-2034-2544-2548,MIA,314.0,3,5.0,-5.0,9.0,8.0,2.0,17.0,5.0,,2.0,1.0,1.0,2.0,8.0,7.0,,,,,2.0,,1.0,,3.0,,2.0,2.0,5.0,,,1.0,1.0,1.0,2.0,,2.0,,,0.25,,0.3181818181818182,,0.3181818181818182,,0.25,0.2,,0.2857142857142857,,0.25,0.6666666666666666,,,77.96178343949045,18.555555555555557,18.375,17.22222222222222,16.875,0.45454545454545453,0.18181818181818182,0.09090909090909091,1.0,1.0,,,0.7272727272727273,0.5192772727272726,0.38025,,5.7,0.2222222222222222,2.0,2.0,1.0,1.0,2.0,,,1.0,,2.0,1.0,3.0,,12.0,1.0,2.0,5.0,1.0,,4.0,2.0,2.0,,,3.0,3.0,,,1.0,,,,,,,,,,,0.5,0.8333333333333334,0.8333333333333334,0.2727272727272727,0.5,,0.42857142857142855,0.75,,,,,,0.2,0.25,,,,0.09090909090909091,0.18181818181818182,0.6666666666666666,0.5,,,1.0,0.5501166666666667,,,0.7142857142857143,24.633333333333336,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,1.0,0.3333333333333333,0.5,0.5,0.5,1.0,0.3333333333333333,1.0,1.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612748,2012,2011-12,True
101142-201596-2034-2544-2617,1610612748,"Ronny Turiaf, Mario Chalmers, Mike Miller, LeBron James, Udonis Haslem","Turiaf, Chalmers, Miller, James, Haslem",101142-201596-2034-2544-2617,MIA,55.0,1,1.0,2.0,2.0,2.0,2.0,4.0,,,,1.0,1.0,1.0,1.0,4.0,1.0,1.0,4.0,,,,,,,,,,,,,,,1.0,4.0,4.0,2.0,,,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,104.72727272727273,12.5,15.0,12.5,15.0,,,1.0,1.0,1.0,,,,0.4002,0.4002,1.0,14.5,1.0,2.0,,,,,,,,,,,,2.0,2.0,,,,,2.0,2.0,,,,,,,,,,,1.0,,1.0,,2.0,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612748,2012,2011-12,True
101142-201596-2034-2548-2617,1610612748,"Ronny Turiaf, Mario Chalmers, Mike Miller, Dwyane Wade, Udonis Haslem","Turiaf, Chalmers, Miller, Wade, Haslem",101142-201596-2034-2548-2617,MIA,146.0,1,2.0,1.0,5.0,5.0,,10.0,2.0,,,1.0,1.0,2.0,3.0,7.0,,,,2.0,,1.0,2.0,1.0,5.0,1.0,,1.0,1.0,,,1.0,,2.0,7.0,,,0.5,0.5,0.6666666666666666,,0.875,,0.875,,,,,,1.0,1.0,,,1.0,98.63013698630138,13.6,15.6,13.6,15.6,0.5,,0.25,1.0,1.0,1.0,,0.75,0.5601375,,,7.266666666666667,,,,1.0,,,,,,,1.0,,1.0,,6.0,,,,,,2.0,,1.0,,,,,,,1.0,,1.0,,1.0,1.0,,,,,,,,,0.25,,,,,,,,,,0.5,0.5,,,,,0.25,,,,,,,,,,24.7,1.0,,,1.0,,,3.0,1.0,1.0,1.0,,,,,1.0,1.0,,1.0,,1.0,1.0,1.0,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612748,2012,2011-12,True
101142-201596-2203-2544-2548,1610612748,"Ronny Turiaf, Mario Chalmers, Shane Battier, LeBron James, Dwyane Wade","Turiaf, Chalmers, Battier, James, Wade",101142-201596-2203-2544-2548,MIA,3944.0,8,66.0,-3.0,122.0,121.0,16.0,243.0,33.0,3.0,34.0,5.0,21.0,35.0,88.0,114.0,3.0,12.0,14.0,36.0,12.0,18.0,24.0,4.0,54.0,17.0,27.0,48.0,70.0,7.0,5.0,18.0,1.0,30.0,92.0,14.0,16.0,0.5142857142857142,0.5454545454545454,0.3977272727272727,0.25,0.40869565217391307,0.3,0.44881889763779526,0.3888888888888889,0.13636363636363635,0.21212121212121213,0.3888888888888889,0.84375,0.7727272727272727,0.8148148148148148,0.9090909090909091,0.8125,0.6666666666666666,88.72210953346855,16.418032786885245,16.041322314049587,15.48360655737705,15.537190082644628,0.28695652173913044,0.2956521739130435,0.1826086956521739,0.23809523809523808,0.23809523809523808,0.8,0.2,0.5217391304347826,0.5038160869565218,0.47019,0.12280701754385964,7.836363636363637,0.13114754098360656,3.0,21.0,17.0,3.0,6.0,,13.0,9.0,,18.0,3.0,27.0,20.0,117.0,6.0,13.0,22.0,3.0,5.0,34.0,4.0,18.0,9.0,6.0,16.0,22.0,2.0,3.0,11.0,2.0,15.0,,27.0,3.0,26.0,8.0,4.0,,3.0,0.46153846153846156,0.5294117647058824,0.55,0.23478260869565218,0.3018867924528302,0.3157894736842105,0.3055555555555556,0.4375,0.0625,0.35714285714285715,0.8666666666666667,0.6666666666666666,0.03333333333333333,0.5151515151515151,0.6538461538461539,0.5294117647058824,0.38235294117647056,0.4482758620689655,0.0782608695652174,0.1565217391304348,0.35294117647058826,0.5,,,0.2,0.5283038461538462,0.07317073170731707,0.08421052631578947,0.19298245614035087,24.711111111111112,4.0,1.0,3.0,8.0,2.0,4.0,18.0,4.0,6.0,2.0,2.0,9.0,3.0,10.0,0.75,0.2962962962962963,0.5,0.2962962962962963,0.14705882352941177,0.2222222222222222,0.2222222222222222,0.5,0.17647058823529413,0.3333333333333333,1.0,0.2222222222222222,,4.0,1.0,1.0,1.0,4.0,1.0,6.0,4.0,5.0,4.0,15.0,12.0,3.0,4.0,2.0,1.0,4.0,1.0,1.0,1.0,1.0,6.0,1.0,7.0,1.0,3.0,0.3333333333333333,1.0,0.38095238095238093,0.2,0.7,0.38461538461538464,0.4444444444444444,0.4444444444444444,1.0,0.058823529411764705,1.0,1.0,0.3333333333333333,0.03571428571428571,,,,,,,,,,,,,,,,,,,,,1610612748,2012,2011-12,True
101142-201596-2544-2548-2592,1610612748,"Ronny Turiaf, Mario Chalmers, LeBron James, Dwyane Wade, James Jones","Turiaf, Chalmers, James, Wade, Jones",101142-201596-2544-2548-2592,MIA,80.0,1,1.0,3.0,3.0,3.0,,6.0,1.0,,,,1.0,1.0,2.0,5.0,,,,,,,,,,,2.0,2.0,2.0,,,,,,5.0,,,,,0.5,,0.5,,0.8333333333333334,,,,,1.0,,1.0,,,,108.0,18.666666666666668,8.0,18.666666666666668,6.0,0.5,,0.5,,,,,0.5,0.4953,,,8.9,,,,1.0,,,,,,,,,,3.0,2.0,,,,,,2.0,,,,,,,,,,,,,1.0,,3.0,,,,,,,,,,,,,,,,1.0,,1.0,1.0,,,,,,,,,,,,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,1610612748,2012,2011-12,True
101142-201596-2544-2548-2617,1610612748,"Ronny Turiaf, Mario Chalmers, LeBron James, Dwyane Wade, Udonis Haslem","Turiaf, Chalmers, James, Wade, Haslem",101142-201596-2544-2548-2617,MIA,909.0,4,15.0,-5.0,29.0,29.0,4.0,58.0,5.0,,3.0,2.0,8.0,4.0,16.0,25.0,,1.0,4.0,4.0,2.0,2.0,4.0,1.0,10.0,,8.0,12.0,15.0,2.0,2.0,5.0,1.0,8.0,21.0,4.0,4.0,0.5,0.6666666666666666,0.25,,0.3333333333333333,0.75,0.46296296296296297,0.6666666666666666,0.125,0.4,0.4,0.6153846153846154,,0.5714285714285714,0.75,,,91.88118811881188,16.586206896551722,14.758620689655173,16.379310344827587,13.10344827586207,0.23809523809523808,0.14285714285714285,0.38095238095238093,0.25,0.25,0.5,,0.47619047619047616,0.4915714285714286,0.49805,0.16,10.49375,0.13793103448275862,10.0,3.0,1.0,1.0,2.0,,1.0,2.0,,3.0,1.0,5.0,11.0,30.0,1.0,2.0,4.0,1.0,1.0,4.0,2.0,3.0,,1.0,2.0,3.0,1.0,2.0,3.0,,5.0,,10.0,,13.0,7.0,,1.0,,0.5,0.5,0.6666666666666666,0.23809523809523808,0.16666666666666666,0.3333333333333333,0.2,0.25,,1.0,0.5,0.6,0.07692307692307693,0.2,0.3333333333333333,,0.3333333333333333,0.3333333333333333,0.09523809523809523,0.14285714285714285,1.0,0.5,,,0.5,0.5632,0.25925925925925924,0.3181818181818182,0.16,24.22,2.0,,,2.0,,,6.0,2.0,2.0,2.0,1.0,,,,1.0,0.4,,0.4,,0.6666666666666666,0.6666666666666666,1.0,,,,0.6666666666666666,,,,,1.0,2.0,1.0,,,1.0,4.0,2.0,2.0,,,,,,,1.0,,,,,,,,1.0,1.0,0.5,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,1610612748,2012,2011-12,True
101142-202227-202708-2203-436,1610612748,"Ronny Turiaf, Terrel Harris, Norris Cole, Shane Battier, Juwan Howard","Turiaf, Harris, Cole, Battier, Howard",101142-202227-202708-2203-436,MIA,24.0,1,,3.0,1.0,1.0,,2.0,,,,,,,,3.0,,,,,,,1.0,,3.0,,,,,,,,,,3.0,,,,,,,1.5,,1.5,,,,,,,,,,,120.0,12.0,12.0,12.0,12.0,,,,,,,,1.0,0.54525,,,,,1.0,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,23.9,,,,1.0,,,3.0,,1.0,,,,,,1.0,1.0,,1.0,,,,,,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,1610612748,2012,2011-12,True
101142-202227-202708-2592-436,1610612748,"Ronny Turiaf, Terrel Harris, Norris Cole, James Jones, Juwan Howard","Turiaf, Harris, Cole, Jones, Howard",101142-202227-202708-2592-436,MIA,229.0,2,4.0,2.0,9.0,8.0,3.0,17.0,2.0,1.0,2.0,,2.0,2.0,6.0,7.0,,2.0,,,,,1.0,,3.0,2.0,1.0,4.0,5.0,,,1.0,1.0,3.0,7.0,,3.0,,,0.3333333333333333,,0.4375,,0.4375,,,,,1.0,1.0,1.0,,1.0,,106.89956331877728,11.333333333333334,15.875,10.666666666666666,15.875,0.25,0.25,0.25,,,,0.5,0.5,0.483825,0.41885,,10.25,0.3333333333333333,8.0,1.0,1.0,,1.0,,1.0,1.0,,1.0,,2.0,,5.0,,1.0,,,,4.0,,1.0,,,1.0,1.0,,,1.0,,,,,,,,,2.0,,,,,0.25,0.25,,0.2,,,,1.0,,,0.5,0.5,,0.5,0.5,0.125,0.125,1.0,,,,,0.4741,,,,24.8,,,,1.0,,,3.0,,1.0,,1.0,,,,1.0,0.5,,0.5,,,,,,,,,,1.0,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,1.0,1.0,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,1610612748,2012,2011-12,True
