EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,PlusMinus,OffPoss,SecondChanceOffPoss,TotalPoss,AtRimFGA,SecondChanceAtRimFGA,LongMidRangeFGA,FG2A,FtPoints,Points,SecondChanceFG2A,SecondChanceFtPoints,SecondChancePoints,OffTwoPtRebounds,OffRebounds,Rebounds,FoulsDrawn,FTA,TwoPtShootingFoulsDrawn,TsPct,SecondChanceTsPct,OffTwoPtReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffLongMidRangeReboundPct,Pace,SecondsPerPossOff,AtRimFrequency,LongMidRangeFrequency,SecondChanceAtRimFrequency,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,Avg2ptShotDistance,DefPoss,PenaltyOffPoss,PenaltyDefPoss,AtRimFGM,PenaltyAtRimFGM,PenaltyAtRimFGA,Arc3FGA,PenaltyArc3FGA,FG2M,FG3A,OpponentPoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3A,PenaltyPoints,PtsAssisted2s,NonHeaveArc3FGA,TwoPtAssists,Assists,AtRimAssists,AssistPoints,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,PenaltyTsPct,FG3APct,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,Arc3Frequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,PenaltyShotQualityAvg,PenaltyPointsPct,Avg3ptShotDistance,PenaltyOffPossPct,Minutes,Corner3FGA,Arc3FGM,FG3M,PtsUnassisted2s,PtsAssisted3s,NonHeaveArc3FGM,Fg2aBlocked,ThreePtAssists,Arc3Assists,DefTwoPtRebounds,DefRebounds,LiveBallTurnovers,LostBallTurnovers,Turnovers,Fouls,NonShootingPenaltyNonTakeFouls,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,FG2APctBlocked,AtRimPctBlocked,LiveBallTurnoverPct,DefTwoPtReboundPct,DefFGReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,Corner3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,NonHeaveArc3Accuracy,PenaltyFtPoints,OffThreePtRebounds,BadPassOutOfBoundsTurnovers,DeadBallTurnovers,PenaltyTurnovers,Offensive Fouls,Loose Ball Fouls Drawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,NonShootingPenaltyNonTakeFoulsDrawn,OffThreePtReboundPct,OffArc3ReboundPct,BlocksRecoveredPct,ShootingFouls,SecondChanceAtRimFGM,ShortMidRangeFGA,LongMidRangeFGM,Corner3FGM,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,SecondChanceArc3FGA,SecondChanceFG2M,SecondChanceFG3M,SecondChanceFG3A,PenaltyFG3M,PtsPutbacks,Corner3Assists,LongMidRangeAssists,FTOffRebounds,DefThreePtRebounds,FTDefRebounds,Steals,LostBallSteals,BadPassTurnovers,StepOutOfBoundsTurnovers,Travels,Offensive Fouls Drawn,2pt And 1 Free Throw Trips,BlockedLongMidRange,3SecondViolations,SecondChanceFg3Pct,PenaltyFg3Pct,SecondChanceFg2Pct,SecondChanceEfgPct,DefFTReboundPct,OffFTReboundPct,DefThreePtReboundPct,OffShortMidRangeReboundPct,OffCorner3ReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,ShortMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Frequency,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,BadPassSteals,PtsUnassisted3s,ShortMidRangeFGM,PenaltyArc3FGM,ShortMidRangeAssists,Charge Fouls,Loose Ball Fouls,Charge Fouls Drawn,Technical Free Throw Trips,Blocked3s,BlockedArc3,BlockedShortMidRange,ShortMidRangePctBlocked,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,PenaltyArc3Accuracy,LostBallOutOfBoundsTurnovers,SelfOReb,LongMidRangePctBlocked,SelfORebPct,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,BlockingFoulsDrawn,SecondChanceArc3FGM,SecondChanceTurnovers,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,BlockingFouls,Fg3aBlocked,FG3APctBlocked,Corner3PctBlocked,HeaveAttempts,OffensiveGoaltends,Defensive 3 Seconds Violations,Arc3PctBlocked,3pt And 1 Free Throw Trips,BlockedCorner3,DefensiveGoaltends,HeaveMakes,team_id,year,season,team_vs
101132-101161-101181-101187-200745,1610612761,"Linas Kleiza, Amir Johnson, Jose Calderon, Alan Anderson, Andrea Bargnani","Kleiza, Johnson, Calderon, Anderson, Bargnani",101132-101161-101181-101187-200745,TOR,26.0,1,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,0.3333333333333333,0.3333333333333333,1.0,1.0,1.0,1.0,55.38461538461538,26.0,0.5,0.5,0.5,0.5,0.50285,0.50285,0.3333333333333333,0.3333333333333333,1.0,10.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612761,2012,2011-12,True
101132-101161-101181-101187-201942,1610612761,"Linas Kleiza, Amir Johnson, Jose Calderon, Alan Anderson, DeMar DeRozan","Kleiza, Johnson, Calderon, Anderson, DeRozan",101132-101161-101181-101187-201942,TOR,24.0,2,-1.0,2.0,,4.0,1.0,,,1.0,,2.0,,,,,,,,,,0.5,,,,,,240.0,7.0,0.5,,,1.0,0.65995,,,,,0.1,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,0.5,5.0,7.0,5.0,1.0,1.0,1.0,0.5,0.5,1.0,0.5,0.65995,1.0,24.6,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612761,2012,2011-12,True
101132-101161-101181-101187-202334,1610612761,"Linas Kleiza, Amir Johnson, Jose Calderon, Alan Anderson, Ed Davis","Kleiza, Johnson, Calderon, Anderson, Davis",101132-101161-101181-101187-202334,TOR,245.0,1,2.0,9.0,,16.0,3.0,,1.0,4.0,2.0,9.0,,,,,,4.0,1.0,2.0,1.0,0.5625,,,,,,94.04081632653062,15.333333333333334,0.42857142857142855,0.14285714285714285,,0.8571428571428571,0.5255857142857143,,0.125,0.2,,6.85,7.0,,2.0,2.0,,,2.0,,2.0,3.0,7.0,,,,,2.0,2.0,1.0,2.0,1.0,5.0,9.0,,,0.5,0.5,0.5,,0.5,,,0.42857142857142855,15.285714285714286,15.333333333333334,15.285714285714286,0.6666666666666666,1.0,0.5,0.2857142857142857,,,,,,24.333333333333332,,4.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,4.0,4.0,1.0,1.0,1.0,2.0,1.0,1.0,0.3333333333333333,0.3333333333333333,0.25,0.3333333333333333,1.0,1.0,1.0,1.0,1.0,1.0,0.14285714285714285,0.5,0.5,1.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612761,2012,2011-12,True
101132-101161-101181-1853-2571,1610612761,"Linas Kleiza, Amir Johnson, Jose Calderon, Anthony Carter, Leandro Barbosa","Kleiza, Johnson, Calderon, Carter, Barbosa",101132-101161-101181-1853-2571,TOR,9.0,1,2.0,1.0,,2.0,1.0,,,1.0,,2.0,,,,,,,,,,1.0,,,,,,320.0,5.0,1.0,,,1.0,0.5188,,,,,2.7,1.0,1.0,1.0,1.0,1.0,1.0,,,1.0,,,1.0,1.0,,2.0,,,,,,,2.0,2.0,1.0,,,1.0,1.0,1.0,1.0,1.0,,4.0,5.0,4.0,1.0,1.0,,,1.0,1.0,,0.5188,1.0,,1.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612761,2012,2011-12,True
101132-101161-101181-200745-201573,1610612761,"Linas Kleiza, Amir Johnson, Jose Calderon, Andrea Bargnani, Jerryd Bayless","Kleiza, Johnson, Calderon, Bargnani, Bayless",101132-101161-101181-200745-201573,TOR,121.0,1,,4.0,1.0,7.0,,,,,4.0,4.0,,2.0,2.0,,1.0,2.0,2.0,4.0,1.0,0.6666666666666666,1.0,,1.0,,,83.30578512396694,17.25,,,,1.0,0.5847,,0.5,1.0,0.5,,3.0,3.0,,,,,1.0,1.0,,1.0,4.0,,,1.0,2.0,,1.0,,,,,2.0,2.0,3.0,,,,,,,0.5,1.0,17.333333333333332,17.25,17.333333333333332,,,,1.0,,,1.0,0.5847,0.5,24.7,0.75,2.0,,,,,,,,,,1.0,1.0,,,2.0,1.0,,,,,,,,1.0,1.0,1.0,,,,,,,,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612761,2012,2011-12,True
101132-101161-101181-200745-201814,1610612761,"Linas Kleiza, Amir Johnson, Jose Calderon, Andrea Bargnani, Gary Forbes","Kleiza, Johnson, Calderon, Bargnani, Forbes",101132-101161-101181-200745-201814,TOR,17.0,1,-1.0,1.0,,2.0,,,,,,,,,,,,,,,,,,,,,,169.41176470588235,3.0,,,,1.0,0.57135,,,,,,1.0,,,,,,1.0,,,1.0,1.0,,,,,,1.0,,,,,,,,,,,,,,,1.0,14.0,3.0,14.0,,,,1.0,,,,,,24.5,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612761,2012,2011-12,True
101132-101161-101181-200745-201942,1610612761,"Linas Kleiza, Amir Johnson, Jose Calderon, Andrea Bargnani, DeMar DeRozan","Kleiza, Johnson, Calderon, Bargnani, DeRozan",101132-101161-101181-200745-201942,TOR,1582.0,7,-14.0,48.0,9.0,95.0,20.0,10.0,13.0,37.0,9.0,45.0,10.0,1.0,10.0,9.0,13.0,27.0,10.0,11.0,4.0,0.42452830188679247,0.35714285714285715,0.4090909090909091,0.3870967741935484,0.5555555555555556,0.2222222222222222,86.47281921618205,15.5,0.4166666666666667,0.2708333333333333,0.7692307692307693,0.6458333333333334,0.5363895833333333,0.611015,0.0784313725490196,0.1,0.2222222222222222,7.797297297297297,47.0,14.0,13.0,11.0,4.0,6.0,7.0,2.0,15.0,11.0,59.0,4.0,10.0,3.0,15.0,20.0,7.0,10.0,12.0,7.0,26.0,35.0,15.0,14.0,0.6666666666666666,0.7142857142857143,0.40540540540540543,0.4,0.375,0.4230769230769231,0.5,0.22916666666666666,17.829787234042552,13.979166666666666,16.574468085106382,0.55,0.5789473684210527,0.6363636363636364,0.14583333333333334,0.46153846153846156,0.6666666666666666,0.15384615384615385,0.5527269230769231,0.3333333333333333,24.40909090909091,0.2916666666666667,26.0,4.0,1.0,2.0,10.0,6.0,1.0,1.0,2.0,1.0,7.0,14.0,1.0,,7.0,13.0,1.0,1.0,0.18181818181818182,0.18181818181818182,0.02702702702702703,0.05,0.14285714285714285,0.5833333333333334,0.6666666666666666,,0.25,0.8571428571428571,0.08333333333333333,0.14285714285714285,0.14285714285714285,1.0,0.14285714285714285,4.0,3.0,1.0,6.0,3.0,1.0,,2.0,2.0,1.0,2.0,1.0,2.0,0.3333333333333333,0.16666666666666666,0.5,8.0,3.0,4.0,4.0,1.0,1.0,2.0,1.0,1.0,1.0,3.0,1.0,3.0,1.0,2.0,1.0,3.0,1.0,5.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,0.3,0.34615384615384615,1.0,0.5,0.8333333333333334,0.5,0.6666666666666666,0.6666666666666666,1.0,0.08333333333333333,0.3076923076923077,0.3076923076923077,0.75,0.25,0.25,1.0,0.3,0.3333333333333333,0.15384615384615385,0.5,1.0,0.07692307692307693,0.07692307692307693,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612761,2012,2011-12,True
101132-101161-101181-200745-201949,1610612761,"Linas Kleiza, Amir Johnson, Jose Calderon, Andrea Bargnani, James Johnson","Kleiza, Johnson, Calderon, Bargnani, Johnson",101132-101161-101181-200745-201949,TOR,69.0,1,4.0,2.0,,4.0,,,1.0,1.0,2.0,4.0,,,,,,1.0,1.0,2.0,,1.0,,,,,,83.47826086956522,5.0,,1.0,,,0.4009,,,,,22.4,2.0,2.0,,,,,,,1.0,,,1.0,1.0,,4.0,,,,,,,4.0,4.0,2.0,,,1.0,1.0,1.0,1.0,1.0,,29.5,5.0,29.5,,,,,,,,0.4009,1.0,,1.0,1.0,,,,2.0,,,,,,,1.0,,,,,,,,,,,,,0.5,,,,,,,,,2.0,,,,,,,1.0,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,0.5,,,1.0,,,1.0,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612761,2012,2011-12,True
101132-101161-101181-200745-2571,1610612761,"Linas Kleiza, Amir Johnson, Jose Calderon, Andrea Bargnani, Leandro Barbosa","Kleiza, Johnson, Calderon, Bargnani, Barbosa",101132-101161-101181-200745-2571,TOR,69.0,1,3.0,2.0,,4.0,,,,1.0,,3.0,,,,,,1.0,,,,0.75,,,,,,83.47826086956522,13.0,,,,0.5,0.4693,,,,,13.0,2.0,,,,,,1.0,,,1.0,,,,,,,1.0,,,,,3.0,,,,,,,0.75,,,0.5,21.5,13.0,15.5,,,,0.5,,,,,,24.1,,1.0,,1.0,1.0,,,1.0,,,,1.0,1.0,,,,,,,1.0,1.0,,,,1.0,1.0,1.0,,,,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,1.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612761,2012,2011-12,True
101132-101161-101181-201189-201942,1610612761,"Linas Kleiza, Amir Johnson, Jose Calderon, Aaron Gray, DeMar DeRozan","Kleiza, Johnson, Calderon, Gray, DeRozan",101132-101161-101181-201189-201942,TOR,932.0,5,1.0,29.0,7.0,56.0,8.0,3.0,9.0,25.0,8.0,42.0,8.0,,8.0,3.0,8.0,14.0,10.0,11.0,4.0,0.5857142857142857,0.5,0.2727272727272727,0.4,0.6666666666666666,,86.52360515021459,16.06896551724138,0.25806451612903225,0.2903225806451613,0.375,0.45161290322580644,0.4778290322580645,0.42942,0.12121212121212122,0.14814814814814814,0.19047619047619047,9.652000000000001,27.0,14.0,16.0,5.0,4.0,5.0,6.0,5.0,14.0,6.0,41.0,7.0,9.0,5.0,24.0,20.0,6.0,10.0,11.0,4.0,23.0,34.0,24.0,14.0,0.7142857142857143,0.7692307692307693,0.56,0.7777777777777778,0.5483870967741935,0.7142857142857143,0.75,0.1935483870967742,17.25925925925926,13.206896551724139,16.074074074074073,0.625,0.7142857142857143,0.8,0.1935483870967742,0.35714285714285715,0.8,0.35714285714285715,0.5286321428571429,0.5714285714285714,25.55,0.4827586206896552,16.0,,2.0,2.0,8.0,3.0,2.0,3.0,1.0,1.0,4.0,6.0,,,1.0,8.0,3.0,0.5,0.3333333333333333,0.3333333333333333,0.12,0.125,,0.5714285714285714,0.6666666666666666,,1.0,0.4,,0.3333333333333333,0.3333333333333333,0.5,0.3333333333333333,4.0,3.0,,1.0,,,,2.0,1.0,,2.0,2.0,2.0,0.75,0.75,1.0,2.0,2.0,8.0,6.0,,,,,,,4.0,,,2.0,2.0,,4.0,2.0,2.0,,,,,,,1.0,2.0,,,,0.4,0.5,0.5,,0.6666666666666666,1.0,0.2,,1.0,,0.25806451612903225,0.6666666666666666,0.6666666666666666,0.6666666666666666,,,,0.6666666666666666,0.5,,,,,,,,3.0,3.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.25,0.375,0.5,0.6666666666666666,0.4,,,,,,,,,,,,,,,,,,,,,,,,1610612761,2012,2011-12,True
