EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,TotalPoss,AtRimFGM,AtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,Arc3FGM,Arc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,PenaltyFG2M,PenaltyFG2A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,AssistPoints,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,Rebounds,Steals,BadPassSteals,LostBallSteals,DeadBallTurnovers,Travels,Turnovers,PenaltyTurnovers,Fouls,Charge Fouls,Offensive Fouls,FoulsDrawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,FG3APct,DefTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,SecondChanceOffPoss,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,SecondChanceFG3M,SecondChanceFG3A,SecondChancePoints,PenaltyFG3M,PenaltyFG3A,PtsUnassisted3s,OffThreePtRebounds,OffRebounds,SelfOReb,Blocked3s,BlockedArc3,Blocks,RecoveredBlocks,SecondChanceFg3Pct,PenaltyFg3Pct,SecondChanceEfgPct,SecondChanceTsPct,OffThreePtReboundPct,OffFGReboundPct,OffArc3ReboundPct,SelfORebPct,BlocksRecoveredPct,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,SecondChancePointsPct,SecondChanceAtRimFGM,SecondChanceAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,SecondChanceFG2M,SecondChanceFG2A,PtsPutbacks,LongMidRangeAssists,OffTwoPtRebounds,SecondChanceFg2Pct,OffTwoPtReboundPct,OffAtRimReboundPct,DefCorner3ReboundPct,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceShotQualityAvg,Corner3FGA,SecondChanceCorner3FGA,PenaltyCorner3FGA,SecondChanceFtPoints,Fg2aBlocked,ShortMidRangeAssists,LiveBallTurnovers,BadPassTurnovers,LostBallTurnovers,SecondChanceTurnovers,ShootingFouls,Loose Ball Fouls,Offensive Fouls Drawn,NonShootingPenaltyNonTakeFouls,FG2APctBlocked,AtRimPctBlocked,LiveBallTurnoverPct,OffLongMidRangeReboundPct,OffCorner3ReboundPct,DefShortMidRangeReboundPct,ShortMidRangePctAssisted,Corner3Frequency,SecondChanceCorner3Frequency,SecondChanceArc3PctAssisted,PenaltyCorner3Frequency,Corner3FGM,PenaltyCorner3FGM,Corner3Assists,FTDefRebounds,Charge Fouls Drawn,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFoulsDrawn,ShortMidRangePctBlocked,LongMidRangePctBlocked,DefFTReboundPct,OffShortMidRangeReboundPct,DefAtRimReboundPct,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,PenaltyCorner3Accuracy,LostBallOutOfBoundsTurnovers,Blocked2s,BlockedAtRim,BlockedShortMidRange,Loose Ball Fouls Drawn,Technical Free Throw Trips,DefensiveGoaltends,SecondChanceAtRimPctAssisted,BlockedLongMidRange,BlockingFoulsDrawn,SecondChanceCorner3FGM,BlockingFouls,Defensive 3 Seconds Violations,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,FTOffRebounds,OffFTReboundPct,BadPassOutOfBoundsTurnovers,Fg3aBlocked,FG3APctBlocked,Arc3PctBlocked,StepOutOfBoundsTurnovers,3SecondViolations,HeaveAttempts,HeaveMakes,OffensiveGoaltends,Clear Path Fouls,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,BlockedCorner3,3pt And 1 Free Throw Trips,team_id,year,season,team_vs
101139-1952-200794-202324-2248,1610612762,"CJ Miles, Raja Bell, Paul Millsap, Derrick Favors, Earl Watson","Miles, Bell, Millsap, Favors, Watson",101139-1952-200794-202324-2248,UTA,220.0,3,4.0,8.0,8.0,6.0,4.0,4.0,14.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,9.0,1.0,2.0,2.0,1.0,5.0,2.0,2.0,3.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,5.0,2.0,2.0,4.0,4.0,2.0,1.0,1.0,4.0,1.0,4.0,2.0,3.0,1.0,1.0,2.0,3.0,1.0,2.0,9.0,5.0,4.0,0.5,0.5,1.0,0.5,0.5,1.0,1.0,0.875,1.0,0.9,1.25,0.5,1.0,1.0,1.0,1.0,1.0,91.63636363636364,14.125,17.833333333333332,14.125,17.833333333333332,0.5,1.0,1.0,0.5,0.5,0.5,0.5,1.0,1.0,1.0,1.0,0.5,0.595925,0.66445,0.4,0.6666666666666666,0.5555555555555556,1.65,24.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612762,2012,2011-12,False
101139-1952-200794-202330-2734,1610612762,"CJ Miles, Raja Bell, Paul Millsap, Gordon Hayward, Devin Harris","Miles, Bell, Millsap, Hayward, Harris",101139-1952-200794-202330-2734,UTA,112.0,2,2.0,7.0,6.0,4.0,4.0,2.0,10.0,1.0,1.0,,,2.0,4.0,1.0,1.0,2.0,4.0,1.0,9.0,2.0,,,,6.0,,2.0,,4.0,2.0,,,,,,,1.0,1.0,2.0,3.0,,,,,,,,1.0,,,2.0,4.0,,2.0,6.0,6.0,4.0,,,,0.5,0.5,1.0,,0.8,0.75,0.6428571428571429,0.6,0.8,1.0,1.0,1.0,1.0,1.0,128.57142857142856,7.666666666666667,16.5,7.0,16.5,0.2,1.0,1.0,,0.8,0.5,0.5,,,,1.0,0.5,0.31838,0.322275,0.2857142857142857,0.6666666666666666,0.6666666666666666,3.6,25.125,0.6666666666666666,1.0,1.0,1.0,2.0,4.0,1.0,1.0,3.0,2.0,4.0,6.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.5,1.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612762,2012,2011-12,False
101139-1952-200794-202330-2744,1610612762,"CJ Miles, Raja Bell, Paul Millsap, Gordon Hayward, Al Jefferson","Miles, Bell, Millsap, Hayward, Jefferson",101139-1952-200794-202330-2744,UTA,23.0,1,,,1.0,1.0,1.0,1.0,2.0,,1.0,,1.0,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,125.21739130434781,7.0,16.0,7.0,16.0,1.0,,,,,,,,1.0,,1.0,,0.5425,0.5425,,,,3.3,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612762,2012,2011-12,False
101139-1952-200794-202683-2248,1610612762,"CJ Miles, Raja Bell, Paul Millsap, Enes Kanter, Earl Watson","Miles, Bell, Millsap, Kanter, Watson",101139-1952-200794-202683-2248,UTA,304.0,2,5.0,9.0,10.0,9.0,,2.0,19.0,4.0,6.0,,,,,6.0,8.0,,,4.0,16.0,7.0,,,,,2.0,10.0,,,,1.0,,1.0,,,2.0,2.0,2.0,4.0,5.0,2.0,1.0,1.0,1.0,,1.0,,1.0,1.0,,2.0,4.0,,2.0,14.0,,,0.16666666666666666,0.2,,,,0.75,,0.75,,0.8,,,1.0,1.0,1.0,1.0,1.0,90.0,13.4,18.88888888888889,13.4,18.88888888888889,0.75,0.6666666666666666,0.6666666666666666,,,,,,,,0.75,,0.5124,,0.2,0.2,,5.5625,,,1.0,,,,,,,2.0,,,,,1.0,,,,,,,,1.0,1.0,,0.5,,,,,,,,0.125,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.5,0.5,1.0,0.125,1.0,1.0,0.125,1.0,1.0,1.0,1.0,1.0,0.4962,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612762,2012,2011-12,False
101139-1952-200794-2248-2744,1610612762,"CJ Miles, Raja Bell, Paul Millsap, Earl Watson, Al Jefferson","Miles, Bell, Millsap, Watson, Jefferson",101139-1952-200794-2248-2744,UTA,1207.0,9,20.0,-9.0,33.0,36.0,6.0,23.0,69.0,7.0,11.0,,,2.0,3.0,11.0,24.0,2.0,6.0,8.0,36.0,45.0,,2.0,2.0,5.0,14.0,8.0,6.0,3.0,2.0,7.0,2.0,9.0,2.0,4.0,20.0,8.0,4.0,12.0,18.0,,,,1.0,,4.0,1.0,14.0,1.0,,8.0,9.0,1.0,5.0,29.0,5.0,6.0,0.6363636363636364,0.6363636363636364,1.0,0.3333333333333333,0.3333333333333333,0.4583333333333333,,0.4666666666666667,0.375,0.5294117647058824,0.5,0.2,0.6666666666666666,0.8888888888888888,0.8,1.0,0.8333333333333334,82.31980115990058,19.515151515151516,15.63888888888889,18.151515151515152,15.305555555555555,0.36666666666666664,0.6363636363636364,0.7,0.5714285714285714,0.1,0.6666666666666666,0.6666666666666666,1.0,,,0.5666666666666667,0.6666666666666666,0.4831566666666667,0.49215,0.14705882352941177,0.17857142857142858,0.1388888888888889,8.204166666666667,23.599999999999998,0.18181818181818182,4.0,1.0,1.0,1.0,1.0,1.0,2.0,7.0,1.0,2.0,,1.0,6.0,1.0,,,,,0.5,0.5,0.625,0.7,0.25,0.35294117647058826,,0.0625,,0.25,1.0,0.25,1.0,0.19444444444444445,,1.0,3.0,5.0,1.0,8.0,1.0,2.0,,1.0,5.0,0.5,0.38461538461538464,0.75,1.0,0.16666666666666666,0.6,0.6,0.26666666666666666,0.125,0.125,1.0,0.25,,0.5194625,3.0,1.0,1.0,2.0,1.0,2.0,3.0,1.0,2.0,1.0,6.0,1.0,1.0,3.0,0.041666666666666664,0.09090909090909091,0.75,0.2857142857142857,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.1,0.25,1.0,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612762,2012,2011-12,False
101139-1952-200794-2734-2744,1610612762,"CJ Miles, Raja Bell, Paul Millsap, Devin Harris, Al Jefferson","Miles, Bell, Millsap, Harris, Jefferson",101139-1952-200794-2734-2744,UTA,1841.0,9,31.0,28.0,60.0,58.0,29.0,28.0,118.0,7.0,11.0,4.0,6.0,6.0,11.0,23.0,38.0,9.0,16.0,19.0,92.0,64.0,12.0,19.0,8.0,50.0,18.0,28.0,27.0,11.0,6.0,9.0,9.0,18.0,6.0,4.0,45.0,6.0,12.0,24.0,29.0,3.0,3.0,,1.0,,2.0,1.0,20.0,,,15.0,21.0,1.0,6.0,84.0,50.0,29.0,0.391304347826087,0.4090909090909091,1.0,0.5625,0.5625,0.6052631578947368,0.631578947368421,0.6759259259259259,0.7777777777777778,0.71875,0.78125,0.2962962962962963,0.5714285714285714,0.8571428571428571,0.6428571428571429,1.0,1.0,92.29766431287344,16.15,15.03448275862069,15.8,14.862068965517242,0.2037037037037037,0.6363636363636364,1.0,0.5714285714285714,0.2037037037037037,0.5454545454545454,0.5454545454545454,1.0,0.2222222222222222,0.6666666666666666,0.5,0.5454545454545454,0.46496388888888884,0.46420185185185187,0.1016949152542373,0.13953488372093023,0.5434782608695652,9.802631578947368,24.45625,0.48333333333333334,5.0,,,5.0,5.0,,,8.0,6.0,8.0,,1.0,5.0,1.0,,,,,,0.75,0.8,0.8,0.16666666666666666,0.23809523809523808,,0.06666666666666667,,,,0.18518518518518517,1.0,0.08695652173913043,2.0,2.0,10.0,16.0,6.0,11.0,4.0,5.0,2.0,3.0,4.0,0.8,0.26666666666666666,0.25,0.6666666666666666,0.2962962962962963,0.625,0.6666666666666666,0.2037037037037037,0.5454545454545454,0.6,0.5,0.4,1.0,0.4643,5.0,,3.0,,6.0,2.0,1.0,1.0,,,10.0,,,8.0,0.15789473684210525,0.36363636363636365,0.5,0.2,0.5,0.6,0.2,0.09259259259259259,,,0.1111111111111111,3.0,1.0,3.0,6.0,1.0,5.0,5.0,0.0625,0.09090909090909091,1.0,0.3333333333333333,0.3,0.6,0.6,1.0,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612762,2012,2011-12,False
101139-1952-202324-202683-2248,1610612762,"CJ Miles, Raja Bell, Derrick Favors, Enes Kanter, Earl Watson","Miles, Bell, Favors, Kanter, Watson",101139-1952-202324-202683-2248,UTA,151.0,2,3.0,-5.0,6.0,5.0,3.0,3.0,11.0,,1.0,,1.0,,1.0,,4.0,,1.0,1.0,1.0,6.0,,2.0,,,,,,1.0,,,,,,,,,1.0,3.0,5.0,,,,1.0,1.0,1.0,1.0,1.0,,,1.0,2.0,,1.0,1.0,,3.0,,,,,,,,,,0.08333333333333333,,0.2,1.0,,0.5,1.0,,104.90066225165563,13.333333333333334,14.2,12.0,10.4,0.2,,,,0.2,,,,0.3333333333333333,,0.4,,0.40046,0.41113333333333335,0.16666666666666666,0.2,,13.625,25.4,0.5,2.0,,,,1.0,,,,,1.0,,,2.0,,,,,,,,,,,0.5,,,,,,0.3333333333333333,,,,1.0,,1.0,,2.0,,2.0,,,2.0,,0.5,,,0.2,,,0.4,,,,0.5,,0.4245,,,,,1.0,,,,,,1.0,,,,0.25,,,0.5,,,,,,,,,,,2.0,,,,1.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612762,2012,2011-12,False
101139-1952-202324-202683-2734,1610612762,"CJ Miles, Raja Bell, Derrick Favors, Enes Kanter, Devin Harris","Miles, Bell, Favors, Kanter, Harris",101139-1952-202324-202683-2734,UTA,121.0,1,2.0,-3.0,4.0,4.0,2.0,4.0,8.0,,,,,,1.0,,1.0,,2.0,3.0,3.0,6.0,,,,,,,,1.0,,,,,,,,,1.0,1.0,2.0,,,,,,,,1.0,,,2.0,4.0,,2.0,2.0,,2.0,,,,,,,,,,0.3,,0.6666666666666666,1.0,,1.0,,,95.20661157024794,18.25,12.0,17.75,12.0,,,,,0.3333333333333333,,,,,,0.6666666666666666,,0.4788833333333333,0.552225,0.4,0.6666666666666666,,22.1,24.65,0.5,1.0,,,,1.0,,,1.0,,2.0,,,1.0,,,,,,,,,0.5,,0.3333333333333333,,,,,,0.5,,0.3333333333333333,,,,,,1.0,,,,,1.0,,1.0,,,,,,0.3333333333333333,,,,,,,1.0,,1.0,1.0,,,,,,,,,,1.0,,,,1.0,,1.0,,0.3333333333333333,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612762,2012,2011-12,False
101139-1952-202324-2248-2744,1610612762,"CJ Miles, Raja Bell, Derrick Favors, Earl Watson, Al Jefferson","Miles, Bell, Favors, Watson, Jefferson",101139-1952-202324-2248-2744,UTA,215.0,3,4.0,3.0,5.0,4.0,,,9.0,2.0,2.0,,,,,2.0,5.0,,1.0,2.0,6.0,3.0,,,,,,4.0,,,,,,,,,,1.0,1.0,2.0,4.0,1.0,1.0,,,,,,2.0,,,3.0,5.0,1.0,3.0,6.0,,,,,,,,0.4,,0.3333333333333333,,0.375,,0.16666666666666666,1.0,0.5,0.6666666666666666,1.0,0.5,60.27906976744186,24.2,23.5,15.0,21.25,0.3333333333333333,1.0,1.0,,,,,,,,0.5,,0.45588333333333336,,0.375,0.42857142857142855,,9.3,22.4,,1.0,,,,,,1.0,,,,,,2.0,,,,,,,,,,,0.5,,,,,,,,,,,,2.0,,1.0,,1.0,,,2.0,,0.6666666666666666,,,0.3333333333333333,,,0.16666666666666666,,,,,,0.46215,1.0,1.0,,,,,,,,,2.0,,,,,,,1.0,,,,0.16666666666666666,0.5,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612762,2012,2011-12,False
101139-1952-202324-2734-2744,1610612762,"CJ Miles, Raja Bell, Derrick Favors, Devin Harris, Al Jefferson","Miles, Bell, Favors, Harris, Jefferson",101139-1952-202324-2734-2744,UTA,415.0,3,7.0,8.0,15.0,15.0,5.0,10.0,30.0,6.0,7.0,4.0,5.0,,,9.0,13.0,,1.0,,18.0,10.0,4.0,5.0,,8.0,12.0,6.0,,,,6.0,,6.0,,5.0,12.0,,4.0,7.0,8.0,3.0,2.0,1.0,2.0,,2.0,,4.0,1.0,,1.0,,,,14.0,8.0,5.0,0.6666666666666666,0.75,,,,0.6923076923076923,0.8,0.6428571428571429,0.6666666666666666,0.6428571428571429,0.6666666666666666,0.07142857142857142,0.6666666666666666,,0.6666666666666666,0.5,,104.09638554216868,12.333333333333334,15.333333333333334,11.666666666666666,14.8,0.5,0.8571428571428571,0.8571428571428571,0.8333333333333334,,,,,0.8333333333333334,0.8,0.5714285714285714,,0.5484714285714286,0.6373333333333333,,,0.4444444444444444,6.276923076923077,23.4,0.3333333333333333,2.0,,,,,,,4.0,,1.0,,,1.0,1.0,,,4.0,3.0,,,1.0,1.0,,0.2,,0.2,0.75,,,,,0.2222222222222222,1.0,1.0,2.0,4.0,1.0,2.0,2.0,2.0,2.0,,1.0,1.0,0.25,1.0,,0.2857142857142857,0.5,0.5,0.14285714285714285,0.5,0.5,,0.5,1.0,0.33035,1.0,,1.0,,,1.0,,,,,2.0,,,1.0,,,,,,1.0,0.5,0.07142857142857142,,,0.16666666666666666,,,,3.0,,,,,,1.0,,0.6666666666666666,,,,,1.0,4.0,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612762,2012,2011-12,False
