EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,PtsPutbacks,HeaveAttempts,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallTurnovers,Travels,Turnovers,ShootingFouls,BlockingFouls,Fouls,Loose Ball Fouls,FoulsDrawn,Loose Ball Fouls Drawn,Offensive Fouls Drawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,DefensiveGoaltends,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,LongMidRangePctBlocked,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,Pace,BlocksRecoveredPct,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyAtRimFrequency,PenaltyCorner3Frequency,PenaltyArc3Frequency,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,PenaltyAtRimFGM,PenaltyAtRimAccuracy,SecondChanceCorner3FGA,SecondChanceFG3A,LostBallOutOfBoundsTurnovers,SecondChanceCorner3Frequency,SecondChanceArc3FGA,SelfOReb,PenaltyTurnovers,NonShootingPenaltyNonTakeFouls,SelfORebPct,SecondChanceArc3Frequency,SecondChanceTurnovers,3pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,OffArc3ReboundPct,ThreePtShootingFoulsDrawnPct,SecondChanceArc3FGM,PenaltyArc3FGM,SecondChanceFG3M,PenaltyFG3M,ShortMidRangeAssists,Offensive Fouls,SecondChanceFg3Pct,PenaltyFg3Pct,ShortMidRangePctAssisted,SecondChanceAtRimPctAssisted,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyArc3Accuracy,OffensiveGoaltends,StepOutOfBoundsTurnovers,FTOffRebounds,OffFTReboundPct,Technical Free Throw Trips,PenaltyCorner3FGM,Charge Fouls Drawn,PenaltyCorner3Accuracy,Fg3aBlocked,FG3APctBlocked,Arc3PctBlocked,BlockedLongMidRange,3SecondViolations,team_id,year,season,team_vs
1733-1889-201147-201167-201580,1610612743,"Al Harrington, Andre Miller, Corey Brewer, Arron Afflalo, JaVale McGee","Harrington, Miller, Brewer, Afflalo, McGee",1733-1889-201147-201167-201580,DEN,1679.0,6,28.0,10.0,55.0,52.0,10.0,9.0,6.0,107.0,11.0,24.0,2.0,5.0,1.0,2.0,5.0,4.0,13.0,2.0,4.0,2.0,2.0,6.0,2.0,17.0,42.0,4.0,10.0,11.0,57.0,47.0,2.0,8.0,1.0,5.0,2.0,5.0,4.0,3.0,7.0,18.0,16.0,9.0,3.0,4.0,1.0,5.0,2.0,10.0,9.0,3.0,12.0,1.0,2.0,5.0,4.0,27.0,1.0,8.0,5.0,16.0,1.0,22.0,9.0,31.0,6.0,4.0,2.0,3.0,1.0,2.0,2.0,1.0,1.0,5.0,5.0,1.0,10.0,1.0,18.0,4.0,2.0,16.0,2.0,8.0,1.0,6.0,5.0,1.0,6.0,3.0,2.0,52.0,7.0,10.0,1.0,0.5294117647058824,0.6,0.75,0.4,0.4444444444444444,0.40476190476190477,0.25,0.4,0.4423076923076923,0.25,0.2222222222222222,0.4830508474576271,0.2777777777777778,0.3181818181818182,0.19230769230769232,0.23809523809523808,0.25,0.4,0.15384615384615385,0.6,1.0,0.6956521739130435,0.32,0.7142857142857143,0.25,0.7,0.3103448275862069,0.3076923076923077,0.3333333333333333,0.3333333333333333,0.5,0.6666666666666666,0.75,0.6,0.5,0.8,91.76891006551519,0.5,14.018181818181818,17.46153846153846,13.6,16.846153846153847,0.46153846153846156,0.4583333333333333,0.6111111111111112,0.45454545454545453,0.09615384615384616,0.4,0.6666666666666666,0.25,0.3076923076923077,0.36363636363636365,1.0,0.07692307692307693,0.5,0.5,1.0,0.11538461538461539,0.3333333333333333,0.3333333333333333,0.5,0.625,0.4,0.1111111111111111,0.2222222222222222,0.2222222222222222,0.6538461538461539,0.4,0.482038,0.394,0.4593357142857143,0.13793103448275862,0.16666666666666666,0.08771929824561403,0.12280701754385964,8.061904761904762,27.830000000000002,0.18181818181818182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612743,2012,2011-12,False
1733-1889-201147-201167-201951,1610612743,"Al Harrington, Andre Miller, Corey Brewer, Arron Afflalo, Ty Lawson","Harrington, Miller, Brewer, Afflalo, Lawson",1733-1889-201147-201167-201951,DEN,23.0,1,,2.0,1.0,1.0,1.0,1.0,,2.0,1.0,1.0,,,1.0,,,,,,,,,,,1.0,1.0,,,,2.0,,,,,,1.0,1.0,,,2.0,2.0,,,,,,,,,1.0,,1.0,,,1.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,1.0,,1.0,1.0,,,,1.0,,1.0,1.0,,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,125.21739130434781,,20.0,3.0,20.0,3.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,1.0,,,1.0,,0.4654,,0.4654,,,,1.0,1.8,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612743,2012,2011-12,False
1733-1889-201147-201167-202389,1610612743,"Al Harrington, Andre Miller, Corey Brewer, Arron Afflalo, Timofey Mozgov","Harrington, Miller, Brewer, Afflalo, Mozgov",1733-1889-201147-201167-202389,DEN,22.0,1,,-2.0,1.0,1.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,130.9090909090909,,13.0,9.0,13.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612743,2012,2011-12,False
1733-1889-201147-201167-202702,1610612743,"Al Harrington, Andre Miller, Corey Brewer, Arron Afflalo, Kenneth Faried","Harrington, Miller, Brewer, Afflalo, Faried",1733-1889-201147-201167-202702,DEN,329.0,3,5.0,3.0,10.0,11.0,,,1.0,21.0,2.0,3.0,,,,,,,1.0,1.0,3.0,,1.0,1.0,,2.0,4.0,2.0,4.0,,10.0,7.0,,,,,,,,,,4.0,,6.0,,,,1.0,1.0,1.0,2.0,2.0,4.0,1.0,1.0,2.0,,10.0,,1.0,2.0,5.0,1.0,8.0,1.0,9.0,,,,2.0,,,1.0,2.0,,3.0,1.0,,2.0,,2.0,,,2.0,,1.0,,1.0,,1.0,1.0,,,10.0,,,,1.0,1.0,1.0,0.5,0.5,0.5,,,0.625,,,0.5555555555555556,,,0.5,0.25,0.3333333333333333,,,0.6666666666666666,1.0,0.7142857142857143,0.5,0.6666666666666666,,0.7,0.25,,,1.0,,1.0,0.5,0.6666666666666666,0.6666666666666666,,91.91489361702128,,15.5,15.818181818181818,13.8,15.090909090909092,0.375,0.6666666666666666,1.0,1.0,,,,0.125,,,,0.375,0.3333333333333333,0.3333333333333333,1.0,0.125,1.0,1.0,1.0,,,,,,0.875,1.0,0.57144375,0.5976,,0.1111111111111111,0.2,,,4.875,24.1,,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612743,2012,2011-12,False
1733-1889-201147-201568-201580,1610612743,"Al Harrington, Andre Miller, Corey Brewer, Danilo Gallinari, JaVale McGee","Harrington, Miller, Brewer, Gallinari, McGee",1733-1889-201147-201568-201580,DEN,1107.0,6,18.0,-9.0,34.0,34.0,17.0,14.0,7.0,68.0,5.0,14.0,,3.0,5.0,1.0,4.0,1.0,3.0,,5.0,2.0,1.0,6.0,2.0,7.0,21.0,1.0,11.0,10.0,27.0,36.0,,3.0,4.0,4.0,4.0,8.0,4.0,6.0,14.0,8.0,6.0,3.0,,,1.0,5.0,1.0,3.0,4.0,1.0,5.0,1.0,,3.0,1.0,11.0,2.0,5.0,4.0,8.0,1.0,13.0,7.0,20.0,1.0,1.0,,3.0,,3.0,,,,3.0,1.0,,5.0,1.0,12.0,1.0,,12.0,,4.0,2.0,2.0,2.0,,2.0,1.0,,23.0,14.0,17.0,2.0,0.5714285714285714,0.5714285714285714,1.0,0.09090909090909091,0.1,0.3333333333333333,,0.5,0.265625,,0.3333333333333333,0.35526315789473684,0.2857142857142857,0.4666666666666667,0.34375,0.14285714285714285,0.21428571428571427,,,1.0,1.0,0.6153846153846154,0.35714285714285715,0.8,0.2222222222222222,0.6666666666666666,0.30434782608695654,0.4444444444444444,0.3333333333333333,,0.4,0.4,0.5,1.0,1.0,0.5,88.45528455284553,0.5,16.264705882352942,16.294117647058822,14.941176470588236,15.558823529411764,0.4375,0.35714285714285715,0.45454545454545453,0.6,0.125,0.25,0.25,0.09375,0.3333333333333333,0.3333333333333333,1.0,0.15625,,,,0.1875,0.16666666666666666,0.16666666666666666,1.0,0.75,,0.4166666666666667,0.16666666666666666,0.16666666666666666,0.78125,0.2,0.5062967741935483,0.5249375,0.46195,0.1111111111111111,0.16,0.14814814814814814,0.5185185185185185,5.571428571428571,26.79090909090909,0.5,3.0,0.6,,1.0,,,1.0,2.0,2.0,1.0,0.1,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612743,2012,2011-12,False
1733-1889-201147-201568-202389,1610612743,"Al Harrington, Andre Miller, Corey Brewer, Danilo Gallinari, Timofey Mozgov","Harrington, Miller, Brewer, Gallinari, Mozgov",1733-1889-201147-201568-202389,DEN,174.0,1,3.0,4.0,5.0,5.0,,,1.0,10.0,3.0,3.0,1.0,1.0,,,1.0,,,,1.0,,,1.0,,3.0,4.0,,2.0,,6.0,2.0,1.0,1.0,,2.0,,,,,,4.0,2.0,,,2.0,,1.0,,,2.0,,2.0,,,2.0,,4.0,,1.0,1.0,2.0,,3.0,1.0,4.0,1.0,,1.0,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,4.0,,,,0.6666666666666666,1.0,,,,0.75,1.0,,0.5,1.0,,0.5,1.0,,0.3333333333333333,,,,,,,0.5,1.0,1.0,,0.6,0.3333333333333333,,1.0,,,0.6666666666666666,,,1.0,,82.75862068965517,,10.4,24.4,10.4,20.6,0.5,1.0,1.0,0.6666666666666666,0.16666666666666666,,,,,,,0.16666666666666666,,,,0.16666666666666666,,,,1.0,1.0,,,,0.8333333333333334,,0.5802083333333333,0.5565,,,,0.3333333333333333,,4.675,24.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612743,2012,2011-12,False
1733-1889-201147-201568-202702,1610612743,"Al Harrington, Andre Miller, Corey Brewer, Danilo Gallinari, Kenneth Faried","Harrington, Miller, Brewer, Gallinari, Faried",1733-1889-201147-201568-202702,DEN,547.0,4,9.0,-6.0,16.0,18.0,,,4.0,34.0,4.0,9.0,1.0,4.0,,,1.0,2.0,4.0,1.0,1.0,,,3.0,,6.0,14.0,1.0,4.0,3.0,18.0,24.0,1.0,4.0,,2.0,,,,,,4.0,8.0,3.0,,2.0,,3.0,,2.0,2.0,1.0,3.0,,1.0,2.0,,7.0,1.0,4.0,1.0,5.0,1.0,7.0,5.0,12.0,,,,2.0,,1.0,,1.0,,2.0,3.0,,4.0,,2.0,,,3.0,,1.0,,3.0,1.0,2.0,3.0,2.0,,16.0,,,,0.3333333333333333,0.4,1.0,0.25,0.25,0.42857142857142855,0.25,,0.4166666666666667,0.25,,0.47368421052631576,0.25,,0.2222222222222222,0.14285714285714285,0.2222222222222222,,,1.0,1.0,0.625,0.5,0.5,0.3333333333333333,0.6,0.45454545454545453,0.4,1.0,0.5,,0.6666666666666666,0.5,0.6666666666666666,1.0,,89.50639853747714,0.6666666666666666,16.4375,15.777777777777779,15.375,14.944444444444445,0.5,0.4444444444444444,0.5714285714285714,0.5,0.05555555555555555,,,0.2222222222222222,0.5,0.5,,0.05555555555555555,1.0,1.0,1.0,0.16666666666666666,,,,1.0,0.25,,,,0.7222222222222222,,0.5003138888888888,0.6084666666666666,,0.10526315789473684,0.06666666666666667,0.1111111111111111,,7.257142857142857,24.725,,,,,,,,,2.0,,,0.2222222222222222,,1.0,1.0,1.0,0.3333333333333333,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612743,2012,2011-12,False
1733-1889-201147-201580-201951,1610612743,"Al Harrington, Andre Miller, Corey Brewer, JaVale McGee, Ty Lawson","Harrington, Miller, Brewer, McGee, Lawson",1733-1889-201147-201580-201951,DEN,1169.0,5,19.0,6.0,39.0,33.0,16.0,18.0,7.0,72.0,8.0,16.0,1.0,5.0,4.0,2.0,6.0,1.0,7.0,2.0,3.0,1.0,3.0,9.0,2.0,11.0,29.0,5.0,12.0,4.0,41.0,35.0,1.0,8.0,,5.0,4.0,9.0,3.0,3.0,14.0,20.0,2.0,15.0,,,1.0,8.0,3.0,4.0,10.0,5.0,15.0,3.0,2.0,7.0,1.0,35.0,2.0,7.0,3.0,5.0,1.0,9.0,9.0,18.0,5.0,3.0,2.0,,1.0,,2.0,,,2.0,3.0,,11.0,2.0,8.0,1.0,1.0,7.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,,,36.0,14.0,16.0,2.0,0.9090909090909091,0.9090909090909091,1.0,0.4166666666666667,0.45454545454545453,0.3793103448275862,0.125,0.4444444444444444,0.45121951219512196,0.2777777777777778,0.4583333333333333,0.4659090909090909,0.25,0.5,0.2926829268292683,0.13793103448275862,0.125,0.3333333333333333,,,1.0,0.5555555555555556,0.3888888888888889,0.5,0.4,0.5333333333333333,0.391304347826087,0.5,,0.5,,0.6666666666666666,0.5,0.5,1.0,,88.69118905047048,,15.256410256410257,17.393939393939394,12.974358974358974,17.03030303030303,0.3902439024390244,0.5,0.5714285714285714,0.875,0.14634146341463414,0.3333333333333333,0.5,0.17073170731707318,0.14285714285714285,0.14285714285714285,1.0,0.07317073170731707,0.6666666666666666,0.6666666666666666,1.0,0.21951219512195122,0.3333333333333333,0.3333333333333333,1.0,0.5555555555555556,0.2,0.3333333333333333,0.08333333333333333,0.16666666666666666,0.6829268292682927,0.375,0.49844625000000004,0.44457857142857143,0.5224545454545454,0.047619047619047616,0.06666666666666667,0.12195121951219512,0.34146341463414637,7.003448275862069,26.833333333333332,0.41025641025641024,3.0,0.75,,1.0,,,1.0,2.0,2.0,2.0,0.10526315789473684,0.1111111111111111,,,,0.4,,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.3333333333333333,1.0,1.0,1.0,1.0,0.5,,,,,,,,,,,,,,1610612743,2012,2011-12,False
1733-1889-201147-201951-202389,1610612743,"Al Harrington, Andre Miller, Corey Brewer, Ty Lawson, Timofey Mozgov","Harrington, Miller, Brewer, Lawson, Mozgov",1733-1889-201147-201951-202389,DEN,308.0,1,5.0,8.0,11.0,11.0,1.0,3.0,,22.0,4.0,5.0,,,,1.0,1.0,2.0,2.0,,,,1.0,1.0,,7.0,8.0,1.0,1.0,1.0,18.0,10.0,,,,,1.0,1.0,,,2.0,10.0,4.0,3.0,,,,1.0,1.0,1.0,5.0,1.0,6.0,1.0,,4.0,1.0,13.0,,,1.0,3.0,,4.0,,4.0,2.0,1.0,1.0,1.0,,1.0,,,,1.0,1.0,,2.0,,3.0,,,3.0,1.0,2.0,,,,,,,,18.0,2.0,1.0,,0.7142857142857143,0.7142857142857143,1.0,1.0,1.0,0.875,,1.0,0.9444444444444444,,1.0,0.9,,1.0,0.1111111111111111,0.125,0.2,,,1.0,,0.75,,0.5,,0.6666666666666666,,,,,,,0.5,1.0,1.0,,102.85714285714285,,10.363636363636363,17.636363636363637,10.363636363636363,16.454545454545453,0.5555555555555556,0.8,1.0,1.0,0.1111111111111111,1.0,1.0,0.2222222222222222,1.0,1.0,0.5,,,,,0.1111111111111111,1.0,1.0,1.0,,,,,,0.6666666666666666,1.0,0.554188888888889,,0.4457,0.2,0.2222222222222222,,0.1111111111111111,5.85,25.3,0.09090909090909091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612743,2012,2011-12,False
1733-1889-201167-201568-201580,1610612743,"Al Harrington, Andre Miller, Arron Afflalo, Danilo Gallinari, JaVale McGee","Harrington, Miller, Afflalo, Gallinari, McGee",1733-1889-201167-201568-201580,DEN,320.0,2,5.0,-9.0,12.0,12.0,9.0,5.0,1.0,24.0,3.0,5.0,1.0,1.0,4.0,,4.0,,,,,,,1.0,1.0,3.0,9.0,,1.0,2.0,8.0,17.0,1.0,1.0,,2.0,3.0,8.0,1.0,2.0,8.0,4.0,2.0,,,2.0,,1.0,,3.0,2.0,,2.0,,,2.0,,4.0,,1.0,1.0,1.0,,2.0,1.0,3.0,,,,,,,2.0,,,2.0,1.0,,4.0,,1.0,,,2.0,,,1.0,1.0,1.0,,1.0,,1.0,6.0,8.0,9.0,1.0,0.6666666666666666,1.0,,,,0.3333333333333333,1.0,0.375,0.3,1.0,0.3333333333333333,0.36363636363636365,1.0,0.4,0.1,0.3333333333333333,0.2,0.5,,,,0.25,0.2,0.5,,0.3333333333333333,0.16666666666666666,,0.25,,,0.25,,,0.5,,108.0,,12.166666666666666,14.5,12.0,12.75,0.5,0.6,0.75,0.6666666666666666,0.4,,,,,,,,,,,0.1,,,,1.0,1.0,0.4444444444444444,,0.1111111111111111,0.6,,0.42039,0.4188,0.41565555555555556,,,0.25,1.0,3.8000000000000003,27.7,0.75,3.0,0.75,,,,,,,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,1610612743,2012,2011-12,False
