EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,OffPoss,DefPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,Arc3FGM,Arc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFtPoints,SecondChancePoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg3aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,ShortMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,Steals,LostBallSteals,DeadBallTurnovers,Turnovers,SecondChanceTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,Offensive Fouls,FoulsDrawn,FTA,Technical Free Throw Trips,TwoPtShootingFoulsDrawn,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,FirstChancePoints,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,EfgPct,SecondChanceEfgPct,TsPct,SecondChanceTsPct,FG3APct,FG3APctBlocked,Corner3PctBlocked,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffLongMidRangeReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,Pace,BlocksRecoveredPct,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PlusMinus,PenaltyOffPoss,PenaltyArc3FGA,PenaltyFG3A,PenaltyOffPossExcludingTakeFouls,PenaltyArc3Frequency,PenaltyShotQualityAvg,PenaltyOffPossPct,PenaltyAtRimFGM,PenaltyAtRimFGA,PenaltyCorner3FGA,PenaltyFG2M,PenaltyFG2A,PenaltyPoints,AtRimAssists,PenaltyPointsExcludingTakeFouls,PenaltyFg2Pct,PenaltyEfgPct,PenaltyTsPct,AtRimPctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyPointsPct,LongMidRangeAssists,BadPassOutOfBoundsTurnovers,PenaltyTurnovers,NonShootingPenaltyNonTakeFouls,LongMidRangePctAssisted,PenaltyFtPoints,2pt And 1 Free Throw Trips,Fg2aBlocked,LiveBallTurnovers,BadPassTurnovers,Travels,FG2APctBlocked,LongMidRangePctBlocked,LiveBallTurnoverPct,PenaltyArc3FGM,PenaltyFG3M,BadPassSteals,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Loose Ball Fouls Drawn,NonShootingFoulsDrawn,BlockedLongMidRange,BlockedShortMidRange,NonShootingPenaltyNonTakeFoulsDrawn,PenaltyFg3Pct,AtRimPctBlocked,OffAtRimReboundPct,OffArc3ReboundPct,DefCorner3ReboundPct,PenaltyArc3Accuracy,SecondChanceCorner3FGA,SecondChanceArc3FGA,SecondChanceFG3A,PtsUnassisted3s,FTDefRebounds,SelfOReb,StepOutOfBoundsTurnovers,BlockingFouls,Defensive 3 Seconds Violations,DefFTReboundPct,OffShortMidRangeReboundPct,SelfORebPct,SecondChanceCorner3Frequency,SecondChanceArc3Frequency,Blocked3s,BlockedArc3,Offensive Fouls Drawn,PenaltyCorner3FGM,Charge Fouls,BlockingFoulsDrawn,DefensiveGoaltends,ShortMidRangePctBlocked,SecondChanceAtRimPctAssisted,PenaltyCorner3Accuracy,HeaveAttempts,SecondChanceArc3FGM,SecondChanceFG3M,SecondChanceFg3Pct,SecondChanceArc3Accuracy,Charge Fouls Drawn,SecondChanceArc3PctAssisted,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,FTOffRebounds,3pt And 1 Free Throw Trips,OffFTReboundPct,BlockedCorner3,3SecondViolations,OffensiveGoaltends,team_id,year,season,team_vs
1737-200757-201142-201566-201586,1610612760,"Nazr Mohammed, Thabo Sefolosha, Kevin Durant, Russell Westbrook, Serge Ibaka","Mohammed, Sefolosha, Durant, Westbrook, Ibaka",1737-200757-201142-201566-201586,OKC,560.0,3,9.0,16.0,15.0,2.0,2.0,31,2.0,2.0,1.0,1.0,1.0,1.0,1.0,5.0,1.0,3.0,1.0,2.0,4.0,8.0,2.0,5.0,6.0,20.0,20.0,1.0,1.0,1.0,3.0,2.0,6.0,6.0,2.0,2.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,8.0,1.0,1.0,2.0,3.0,5.0,2.0,7.0,1.0,1.0,2.0,2.0,1.0,1.0,6.0,1.0,2.0,4.0,7.0,1.0,3.0,1.0,1.0,1.0,1.0,17.0,0.25,0.3333333333333333,1.0,0.4,0.4,0.5,1.0,0.5384615384615384,1.0,0.59375,1.0,0.38461538461538464,0.2,0.3333333333333333,0.75,0.25,1.0,0.3333333333333333,0.8333333333333334,0.2857142857142857,0.25,0.5,1.0,0.5,1.0,1.0,79.71428571428571,1.0,17.3125,18.866666666666667,17.0625,18.866666666666667,0.15384615384615385,1.0,1.0,0.07692307692307693,1.0,1.0,1.0,0.38461538461538464,0.2,0.2,0.23076923076923078,0.3333333333333333,0.5,1.0,0.15384615384615385,0.5,0.5,1.0,1.0,1.0,0.5384615384615384,0.5,0.5335115384615384,0.6892,0.1875,0.2727272727272727,0.15,12.4875,23.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612760,2012,2011-12,False
1737-200757-201142-201566-201935,1610612760,"Nazr Mohammed, Thabo Sefolosha, Kevin Durant, Russell Westbrook, James Harden","Mohammed, Sefolosha, Durant, Westbrook, Harden",1737-200757-201142-201566-201935,OKC,42.0,1,1.0,2.0,1.0,1.0,,3,,,,,1.0,1.0,,,,,,1.0,1.0,1.0,,1.0,,2.0,,,,,,,2.0,,,1.0,,,,,,,,,,,,,1.0,1.0,,1.0,,,,,,,,,,1.0,,,,,,,,2.0,,,,,,1.0,,0.5,,0.5,,0.5,,,1.0,,,,1.0,,,,,1.0,,,102.85714285714286,,10.0,22.0,10.0,22.0,,,,0.5,1.0,1.0,,,,,,,,,0.5,,,,,,0.5,,0.290175,,,,,4.4,27.4,2.0,1.0,1.0,1.0,1.0,1.0,0.28065,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612760,2012,2011-12,False
1737-200757-201142-201566-2555,1610612760,"Nazr Mohammed, Thabo Sefolosha, Kevin Durant, Russell Westbrook, Nick Collison","Mohammed, Sefolosha, Durant, Westbrook, Collison",1737-200757-201142-201566-2555,OKC,22.0,1,,,1.0,1.0,,1,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.45454545454545,,,22.0,,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612760,2012,2011-12,False
1737-201142-201161-201566-201586,1610612760,"Nazr Mohammed, Kevin Durant, Daequan Cook, Russell Westbrook, Serge Ibaka","Mohammed, Durant, Cook, Westbrook, Ibaka",1737-201142-201161-201566-201586,OKC,55.0,1,1.0,2.0,2.0,2.0,1.0,4,1.0,1.0,,,,,,1.0,,1.0,,,1.0,2.0,,1.0,,2.0,,,1.0,,,2.0,,,,,,,1.0,,1.0,,,,2.0,1.0,,,1.0,1.0,1.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,2.0,1.0,1.0,,,,0.5,,0.3333333333333333,,0.3333333333333333,,0.3333333333333333,,,1.0,,,1.0,1.0,1.0,,1.0,,1.0,,,104.72727272727273,,15.0,12.5,14.5,12.5,0.3333333333333333,1.0,1.0,,,,,0.3333333333333333,,,0.3333333333333333,,,,,,,,,,0.6666666666666666,,0.5034333333333333,,,,,10.25,22.3,2.0,2.0,,1.0,2.0,,0.5034333333333333,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,0.5,0.3333333333333333,0.3333333333333333,1.0,0.3333333333333333,1.0,0.3333333333333333,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612760,2012,2011-12,False
1737-201142-201566-201586-201935,1610612760,"Nazr Mohammed, Kevin Durant, Russell Westbrook, Serge Ibaka, James Harden","Mohammed, Durant, Westbrook, Ibaka, Harden",1737-201142-201566-201586-201935,OKC,178.0,1,3.0,6.0,7.0,5.0,,13,,,,,2.0,3.0,1.0,1.0,,,,1.0,3.0,4.0,,1.0,,6.0,8.0,,,,,4.0,2.0,,,1.0,,,2.0,,2.0,,,1.0,4.0,,,1.0,2.0,3.0,,3.0,,,1.0,1.0,,2.0,3.0,,,1.0,,,,,,,,6.0,0.6666666666666666,0.6666666666666666,,,,0.75,,0.6,,0.6,,0.2,,,1.0,,1.0,,1.0,,,,,1.0,1.0,1.0,105.16853932584269,,14.833333333333334,12.714285714285714,14.833333333333334,12.714285714285714,,,,0.6,0.6666666666666666,0.6666666666666666,0.5,0.2,1.0,1.0,,,,,0.2,,,,,,0.2,,0.44369,,,,,10.55,24.3,-2.0,5.0,1.0,1.0,5.0,0.25,0.4526375,0.8333333333333334,,,,2.0,3.0,4.0,,4.0,0.6666666666666666,0.5,0.5,,,,,0.6666666666666666,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612760,2012,2011-12,False
1737-201142-201566-201935-2555,1610612760,"Nazr Mohammed, Kevin Durant, Russell Westbrook, James Harden, Nick Collison","Mohammed, Durant, Westbrook, Harden, Collison",1737-201142-201566-201935-2555,OKC,89.0,1,1.0,3.0,2.0,2.0,1.0,5,1.0,1.0,1.0,1.0,2.0,2.0,,1.0,,,,,3.0,4.0,,,2.0,8.0,5.0,1.0,1.0,1.0,3.0,,6.0,,,,,,,,,,,,,,1.0,,,,1.0,1.0,,,,,,,,,,2.0,3.0,,2.0,,,,,5.0,,,,,,0.75,1.0,0.75,1.0,0.8,1.5,,,,,1.0,,,,1.0,1.0,,,,,,80.89887640449437,,20.0,14.5,17.333333333333332,14.5,0.25,1.0,1.0,0.5,1.0,1.0,,0.25,,,,,,,,,,,1.0,1.0,0.25,,0.45945,0.5731,0.4,0.4,0.375,10.25,,3.0,2.0,,,2.0,,0.41735,0.6666666666666666,,,,2.0,2.0,5.0,,5.0,1.0,1.0,0.8333333333333334,,,,,0.625,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612760,2012,2011-12,False
1737-201142-201566-201935-965,1610612760,"Nazr Mohammed, Kevin Durant, Russell Westbrook, James Harden, Derek Fisher","Mohammed, Durant, Westbrook, Harden, Fisher",1737-201142-201566-201935-965,OKC,218.0,1,4.0,7.0,6.0,1.0,1.0,13,,1.0,,,1.0,2.0,,1.0,,1.0,,,1.0,4.0,,1.0,2.0,4.0,8.0,,,2.0,2.0,,2.0,,,,,,,,,,,,,1.0,,1.0,2.0,3.0,1.0,4.0,,,1.0,2.0,,1.0,2.0,1.0,,1.0,2.0,,1.0,,,,,2.0,,,,,,0.25,,0.2,,0.3333333333333333,1.0,0.2,,,0.6666666666666666,,1.0,1.0,0.75,0.25,,1.0,1.0,,1.0,1.0,85.87155963302753,,18.0,15.333333333333334,17.714285714285715,14.166666666666666,0.2,,,0.4,0.5,0.5,,0.2,,,0.2,,,,,,,,,,0.4,,0.47243,,0.16666666666666666,0.2,0.5,9.9,22.4,-4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,0.25,1.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612760,2012,2011-12,False
1737-201142-201586-201935-965,1610612760,"Nazr Mohammed, Kevin Durant, Serge Ibaka, James Harden, Derek Fisher","Mohammed, Durant, Ibaka, Harden, Fisher",1737-201142-201586-201935-965,OKC,65.0,1,1.0,2.0,3.0,3.0,,5,,,,,,1.0,,,,,,,,1.0,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,1.0,,,,1.0,,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,,,,1.0,,,,110.76923076923077,,14.0,12.333333333333334,14.0,12.333333333333334,,,,1.0,,,,,,,,,,,,,,,,,,,0.4071,,,,,13.2,,-4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,1.0,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612760,2012,2011-12,False
1737-201142-201935-2555-965,1610612760,"Nazr Mohammed, Kevin Durant, James Harden, Nick Collison, Derek Fisher","Mohammed, Durant, Harden, Collison, Fisher",1737-201142-201935-2555-965,OKC,1119.0,5,19.0,35.0,32.0,25.0,3.0,67,2.0,6.0,1.0,1.0,2.0,4.0,,6.0,,,3.0,7.0,4.0,16.0,3.0,7.0,12.0,29.0,25.0,2.0,2.0,1.0,5.0,6.0,2.0,9.0,2.0,7.0,3.0,,3.0,3.0,6.0,3.0,,2.0,15.0,1.0,2.0,4.0,9.0,13.0,3.0,16.0,3.0,2.0,1.0,6.0,,3.0,8.0,,,9.0,14.0,,6.0,5.0,1.0,5.0,4.0,24.0,0.75,1.0,1.0,0.42857142857142855,0.42857142857142855,0.25,1.0,0.3695652173913043,1.0,0.48333333333333334,0.8333333333333334,0.30434782608695654,,,0.5294117647058824,0.16666666666666666,0.8,0.25,0.5909090909090909,0.1875,0.16666666666666666,,0.5,0.6666666666666666,0.3333333333333333,0.5,86.21983914209116,0.8,13.914285714285715,19.75,13.771428571428572,18.5,0.2608695652173913,0.3333333333333333,0.4,0.17391304347826086,0.5,0.5,1.0,0.2608695652173913,,,,,,,0.30434782608695654,0.42857142857142855,0.42857142857142855,1.0,0.5,1.0,0.5652173913043478,0.42857142857142855,0.4799804347826087,0.6141,0.20689655172413793,0.2727272727272727,0.1724137931034483,8.89375,24.885714285714283,4.0,20.0,5.0,5.0,20.0,0.38461538461538464,0.46141923076923075,0.5714285714285714,1.0,1.0,,2.0,8.0,16.0,1.0,16.0,0.25,0.2692307692307692,0.4444444444444444,0.5,0.07692307692307693,1.0,,0.5517241379310345,,,2.0,3.0,,9.0,,1.0,5.0,4.0,,0.0625,,0.8333333333333334,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,0.2,0.16666666666666666,0.25,0.25,1.0,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612760,2012,2011-12,False
1737-201161-201586-201935-965,1610612760,"Nazr Mohammed, Daequan Cook, Serge Ibaka, James Harden, Derek Fisher","Mohammed, Cook, Ibaka, Harden, Fisher",1737-201161-201586-201935-965,OKC,160.0,1,3.0,4.0,4.0,,1.0,8,2.0,3.0,,,,,,1.0,,,,1.0,2.0,4.0,,1.0,,4.0,4.0,,1.0,,,4.0,,,,1.0,,,2.0,,2.0,,,,4.0,,1.0,1.0,1.0,2.0,1.0,3.0,,,,,,1.0,1.0,,,,,,,1.0,,1.0,,4.0,1.0,1.0,,,,0.5,,0.4,,0.4,,0.2,,,0.5,0.5,1.0,,0.6666666666666666,0.3333333333333333,,,,,1.0,1.0,72.0,,19.25,20.75,15.75,19.5,0.6,0.6666666666666666,0.6666666666666666,,,,,0.2,,,,,,,0.2,,,,,,0.8,,0.56297,0.4071,,,,6.2,24.0,,,,,,,,,,,,,,,2.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612760,2012,2011-12,False
