EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,LongMidRangeFGA,FG2M,FG2A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFtPoints,PenaltyPoints,PtsUnassisted2s,PtsPutbacks,OffTwoPtRebounds,FTOffRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,ShootingFouls,Fouls,FoulsDrawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,OffFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffLongMidRangeReboundPct,DefAtRimReboundPct,Pace,BlocksRecoveredPct,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,LongMidRangeFrequency,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,PenaltyOffPossPct,ShortMidRangeFGM,ShortMidRangeFGA,Arc3FGM,Arc3FGA,PenaltyArc3FGA,FG3M,FG3A,PenaltyFG3A,PtsAssisted2s,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,ShortMidRangeAssists,AssistPoints,OffThreePtRebounds,DefThreePtRebounds,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,Turnovers,Charge Fouls Drawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,FG3APct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,LiveBallTurnoverPct,DefThreePtReboundPct,OffThreePtReboundPct,OffArc3ReboundPct,DefShortMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,PenaltyArc3Frequency,NonHeaveArc3Accuracy,Avg3ptShotDistance,Corner3FGA,SecondChanceArc3FGA,SecondChanceFG3A,LostBallTurnovers,PenaltyTurnovers,Loose Ball Fouls,OffShortMidRangeReboundPct,DefLongMidRangeReboundPct,Corner3Frequency,SecondChanceArc3Frequency,LongMidRangeFGM,LongMidRangeAssists,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,PenaltyCorner3FGA,PenaltyCorner3Frequency,BlockedShortMidRange,HeaveAttempts,FTDefRebounds,3SecondViolations,DefFTReboundPct,Corner3FGM,PenaltyCorner3FGM,PenaltyArc3FGM,PenaltyFG3M,Corner3Assists,PenaltyFg3Pct,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,PenaltyCorner3Accuracy,PenaltyArc3Accuracy,SelfOReb,StepOutOfBoundsTurnovers,SecondChanceTurnovers,Technical Free Throw Trips,OffCorner3ReboundPct,SelfORebPct,Offensive Fouls Drawn,LongMidRangePctBlocked,SecondChanceCorner3FGA,Fg3aBlocked,LostBallOutOfBoundsTurnovers,Travels,BlockingFouls,Loose Ball Fouls Drawn,BlockingFoulsDrawn,NonShootingFoulsDrawn,BlockedLongMidRange,DefensiveGoaltends,NonShootingPenaltyNonTakeFoulsDrawn,FG3APctBlocked,Arc3PctBlocked,SecondChanceCorner3Frequency,Corner3PctBlocked,SecondChanceArc3FGM,SecondChanceFG3M,PtsUnassisted3s,Blocked3s,BlockedArc3,NonShootingPenaltyNonTakeFouls,SecondChanceFg3Pct,SecondChanceArc3Accuracy,Charge Fouls,SecondChanceAtRimPctAssisted,SecondChanceArc3PctAssisted,Offensive Fouls,SecondChanceCorner3FGM,BlockedCorner3,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,Defensive 3 Seconds Violations,Clear Path Fouls,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,HeaveMakes,team_id,year,season,team_vs
101107-1503-201143-2207-2746,1610612737,"Marvin Williams, Tracy McGrady, Al Horford, Joe Johnson, Josh Smith","Williams, McGrady, Horford, Johnson, Smith",101107-1503-201143-2207-2746,ATL,82.0,1,1.0,3.0,2.0,2.0,2.0,2.0,2.0,4.0,2.0,3.0,1.0,1.0,2.0,3.0,2.0,2.0,5.0,2.0,6.0,3.0,1.0,3.0,2.0,4.0,2.0,5.0,2.0,6.0,4.0,2.0,3.0,1.0,1.0,1.0,4.0,5.0,1.0,1.0,2.0,3.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,6.0,2.0,0.4,0.3333333333333333,0.4,0.4,0.3333333333333333,0.4,0.5,0.5,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,70.2439024390244,1.0,27.5,13.5,12.5,10.0,0.6,0.6666666666666666,0.6666666666666666,0.4,0.3333333333333333,1.0,0.6,0.6666666666666666,0.6,0.5475399999999999,0.44893333333333335,0.5475399999999999,0.3333333333333333,0.3333333333333333,0.6666666666666666,1.0,9.16,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612737,2012,2011-12,False
101107-1503-201274-201952-2207,1610612737,"Marvin Williams, Tracy McGrady, Ivan Johnson, Jeff Teague, Joe Johnson","Williams, McGrady, Johnson, Teague, Johnson",101107-1503-201274-201952-2207,ATL,446.0,4,7.0,3.0,18.0,16.0,2.0,2.0,2.0,34.0,2.0,7.0,,1.0,,,2.0,3.0,11.0,9.0,18.0,15.0,,1.0,1.0,1.0,1.0,1.0,2.0,4.0,2.0,,1.0,,2.0,4.0,2.0,6.0,,,7.0,11.0,1.0,6.0,2.0,2.0,2.0,1.0,17.0,4.0,2.0,0.2727272727272727,,1.0,0.34615384615384615,,0.5,0.5,0.25,0.6666666666666666,,0.4,0.125,0.5714285714285714,0.2222222222222222,0.2,,0.5,109.77578475336323,0.5,13.166666666666666,13.0625,12.777777777777779,12.25,0.5384615384615384,0.2857142857142857,0.4,0.15384615384615385,1.0,,,,0.6923076923076923,0.5772692307692308,0.5321,0.50255,0.3333333333333333,0.375,0.05555555555555555,0.2222222222222222,5.5181818181818185,0.1111111111111111,1.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,4.0,3.0,2.0,1.0,3.0,2.0,1.0,3.0,1.0,1.0,1.0,7.0,1.0,2.0,3.0,1.0,2.0,2.0,1.0,2.0,1.0,3.0,1.0,0.6666666666666666,0.6666666666666666,1.0,0.5,0.5,0.15384615384615385,0.2727272727272727,0.2857142857142857,0.5,0.6666666666666666,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.15384615384615385,0.5,1.0,1.0,0.15384615384615385,0.5,0.5,1.0,0.5,0.5,25.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612737,2012,2011-12,False
101107-1503-201274-201952-2209,1610612737,"Marvin Williams, Tracy McGrady, Ivan Johnson, Jeff Teague, Vladimir Radmanovic","Williams, McGrady, Johnson, Teague, Radmanovic",101107-1503-201274-201952-2209,ATL,3.0,1,,,1.0,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,480.0,,1.0,,1.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612737,2012,2011-12,False
101107-1503-201274-201952-2584,1610612737,"Marvin Williams, Tracy McGrady, Ivan Johnson, Jeff Teague, Willie Green","Williams, McGrady, Johnson, Teague, Green",101107-1503-201274-201952-2584,ATL,475.0,4,8.0,-14.0,14.0,17.0,8.0,6.0,1.0,31.0,2.0,3.0,,,1.0,1.0,1.0,2.0,7.0,1.0,5.0,19.0,,,,,1.0,4.0,1.0,3.0,2.0,,1.0,,4.0,4.0,1.0,5.0,2.0,4.0,1.0,2.0,,1.0,,,,,5.0,3.0,8.0,0.2857142857142857,,0.25,0.18181818181818182,,0.2,0.20833333333333334,,0.25,,0.5714285714285714,0.2,0.5,0.125,,,0.25,93.97894736842105,,17.0,13.941176470588236,16.571428571428573,13.411764705882353,0.2727272727272727,0.6666666666666666,1.0,0.09090909090909091,,,0.2,1.0,0.6363636363636364,0.49153181818181824,0.5109,0.52272,0.08333333333333333,0.125,,0.6,7.828571428571428,0.5714285714285714,,3.0,,3.0,1.0,,4.0,1.0,2.0,,3.0,,2.0,1.0,,1.0,,1.0,,2.0,,,2.0,1.0,1.0,2.0,,1.0,1.0,3.0,,0.5,0.5,,,,0.36363636363636365,0.2857142857142857,0.3333333333333333,0.3333333333333333,0.6666666666666666,,,,,,,0.5,0.2727272727272727,,,,0.2727272727272727,,,,0.2,,26.875,1.0,1.0,1.0,1.0,2.0,1.0,0.3333333333333333,1.0,0.09090909090909091,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612737,2012,2011-12,False
101107-1503-201274-201952-2746,1610612737,"Marvin Williams, Tracy McGrady, Ivan Johnson, Jeff Teague, Josh Smith","Williams, McGrady, Johnson, Teague, Smith",101107-1503-201274-201952-2746,ATL,257.0,1,4.0,7.0,9.0,8.0,6.0,4.0,1.0,17.0,2.0,3.0,,1.0,1.0,1.0,4.0,5.0,8.0,1.0,11.0,4.0,1.0,3.0,,2.0,3.0,3.0,1.0,7.0,4.0,,2.0,,4.0,4.0,3.0,7.0,,1.0,2.0,2.0,,1.0,,,,,9.0,7.0,6.0,0.625,0.3333333333333333,1.0,0.5555555555555556,0.3333333333333333,1.0,0.55,0.3333333333333333,0.875,,1.0,0.6666666666666666,1.0,0.75,1.0,,,95.25291828793775,,11.88888888888889,18.75,9.88888888888889,18.75,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.4444444444444444,0.3333333333333333,,0.3333333333333333,1.0,0.4444444444444444,0.5302444444444444,0.47735,0.5956,0.1,0.1111111111111111,0.18181818181818182,0.6363636363636364,11.5125,0.6666666666666666,,1.0,,1.0,,,1.0,,6.0,,1.0,,,3.0,,3.0,,,,6.0,1.0,,1.0,1.0,,1.0,,,,1.0,,0.6,0.6,,,,0.1111111111111111,,,,1.0,,1.0,1.0,1.0,,,,0.1111111111111111,,,,0.1111111111111111,,,,,,24.9,,,,1.0,1.0,,1.0,1.0,,,3.0,3.0,0.75,0.75,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612737,2012,2011-12,False
101107-1503-201274-201952-711,1610612737,"Marvin Williams, Tracy McGrady, Ivan Johnson, Jeff Teague, Jerry Stackhouse","Williams, McGrady, Johnson, Teague, Stackhouse",101107-1503-201274-201952-711,ATL,49.0,1,1.0,-2.0,2.0,2.0,1.0,2.0,,4.0,,,,,,,,,,1.0,1.0,3.0,,,,,,,,,,,,,,1.0,,1.0,,,1.0,2.0,,1.0,,,,,1.0,,1.0,,,,,,,0.25,,,,,,1.0,,,,,117.55102040816327,,10.0,14.5,10.0,14.5,,,,,,,,,1.0,0.5337,,0.5337,0.5,1.0,,,,0.5,,,,,,,1.0,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,1.0,,,,,1.0,,,,1.0,,,,,,,,,,,,,23.0,1.0,,,,,,,,1.0,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612737,2012,2011-12,False
101107-1503-201274-2207-2457,1610612737,"Marvin Williams, Tracy McGrady, Ivan Johnson, Joe Johnson, Jannero Pargo","Williams, McGrady, Johnson, Johnson, Pargo",101107-1503-201274-2207-2457,ATL,110.0,1,2.0,4.0,4.0,5.0,4.0,5.0,,9.0,1.0,1.0,,,1.0,1.0,2.0,3.0,3.0,,6.0,2.0,,,,,3.0,3.0,,6.0,2.0,,,,3.0,3.0,,3.0,,,,,,,1.0,,1.0,1.0,6.0,6.0,4.0,1.0,,1.0,0.75,,0.75,0.75,,0.75,,1.0,,1.0,,,,,117.81818181818183,1.0,11.0,13.2,11.0,13.2,0.25,1.0,1.0,0.5,,,0.25,1.0,0.5,0.527875,,0.527875,,,,1.0,13.533333333333333,1.0,,,,1.0,1.0,,1.0,1.0,4.0,,1.0,,,2.0,,2.0,,1.0,,4.0,,,,,,,,,,,,0.6666666666666666,0.6666666666666666,,,,0.25,,,,,,,,1.0,,,1.0,,,,,0.25,,,,0.25,,24.8,,,,,,,,1.0,,,2.0,1.0,1.0,1.0,0.5,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612737,2012,2011-12,False
101107-1503-201274-2207-2550,1610612737,"Marvin Williams, Tracy McGrady, Ivan Johnson, Joe Johnson, Kirk Hinrich","Williams, McGrady, Johnson, Johnson, Hinrich",101107-1503-201274-2207-2550,ATL,413.0,2,7.0,-1.0,12.0,13.0,1.0,5.0,2.0,25.0,2.0,3.0,1.0,1.0,,,2.0,2.0,6.0,3.0,13.0,14.0,1.0,1.0,2.0,4.0,,1.0,,,4.0,2.0,1.0,,2.0,6.0,2.0,8.0,2.0,2.0,2.0,4.0,,2.0,1.0,1.0,1.0,,9.0,,1.0,0.3333333333333333,1.0,,0.5,1.0,,0.5416666666666666,1.0,,,0.4,0.25,0.5555555555555556,0.4,1.0,,,87.16707021791767,,16.5,16.53846153846154,16.25,15.615384615384615,0.3,0.6666666666666666,0.6666666666666666,0.2,1.0,1.0,,,0.7,0.50335,,0.3833,0.16666666666666666,0.25,0.3076923076923077,,7.783333333333334,0.08333333333333333,,1.0,2.0,4.0,,2.0,4.0,,,6.0,3.0,2.0,1.0,,2.0,2.0,2.0,,,6.0,1.0,3.0,,,,,1.0,,2.0,2.0,,,,1.0,0.5,0.6666666666666666,0.4,0.16666666666666666,,1.0,,0.75,1.0,1.0,,1.0,,,0.1,,,,0.4,0.5,0.5,1.0,,0.6666666666666666,29.575,,,,,,,,0.6666666666666666,,,,,,,,,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612737,2012,2011-12,False
101107-1503-201274-2209-2457,1610612737,"Marvin Williams, Tracy McGrady, Ivan Johnson, Vladimir Radmanovic, Jannero Pargo","Williams, McGrady, Johnson, Radmanovic, Pargo",101107-1503-201274-2209-2457,ATL,334.0,1,6.0,3.0,12.0,13.0,7.0,1.0,,25.0,2.0,2.0,,,1.0,1.0,1.0,3.0,4.0,2.0,17.0,14.0,,,,,1.0,1.0,2.0,13.0,,,,,2.0,2.0,,2.0,2.0,2.0,1.0,2.0,,1.0,,,,,17.0,13.0,7.0,0.75,,1.0,0.9375,,1.1,0.9444444444444444,,1.0833333333333333,,0.5,,0.5,,,,,107.78443113772455,,13.25,13.461538461538462,13.25,13.23076923076923,0.25,1.0,1.0,0.125,,,0.2,1.0,0.75,0.5108,,0.51682,0.1111111111111111,0.2,,0.7647058823529411,6.925,0.5833333333333334,,1.0,2.0,3.0,3.0,3.0,4.0,4.0,6.0,9.0,3.0,2.0,,3.0,3.0,6.0,2.0,2.0,,15.0,,,2.0,2.0,,3.0,,3.0,,3.0,,1.0,1.0,1.0,0.75,0.75,0.5,,,,1.0,,,,,,,1.0,0.125,,,,0.375,0.6666666666666666,0.6666666666666666,1.0,0.6,0.6666666666666666,25.4,1.0,,,,1.0,,,1.0,0.125,,1.0,1.0,1.0,1.0,1.0,1.0,0.2,,,,,,1.0,1.0,2.0,3.0,1.0,0.75,1.0,1.0,1.0,1.0,0.6666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612737,2012,2011-12,False
101107-1503-201274-2209-2550,1610612737,"Marvin Williams, Tracy McGrady, Ivan Johnson, Vladimir Radmanovic, Kirk Hinrich","Williams, McGrady, Johnson, Radmanovic, Hinrich",101107-1503-201274-2209-2550,ATL,74.0,1,1.0,-3.0,2.0,2.0,2.0,2.0,1.0,4.0,,,,,,,1.0,1.0,1.0,,2.0,5.0,,,,,1.0,1.0,,2.0,2.0,,,,,,1.0,1.0,1.0,1.0,,1.0,,,,,,,2.0,2.0,2.0,1.0,,1.0,0.5,,0.5,0.5,,0.5,,,,,1.0,,,,77.83783783783784,,21.5,15.5,19.5,15.5,,,,0.5,,,,,0.5,0.517925,,0.517925,,,,1.0,19.2,1.0,,,,,,,1.0,1.0,,,,,,,,,,,,,1.0,,,,,,,,1.0,1.0,,,,,,,0.5,,,,,,1.0,,,,,,,,,,,,,,,,22.6,1.0,,,,1.0,,,,0.5,,1.0,,1.0,1.0,,1.0,0.5,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612737,2012,2011-12,False
