EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,Arc3FGA,PenaltyArc3FGA,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFtPoints,SecondChancePoints,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,NonHeaveArc3FGA,OffThreePtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,DeadBallTurnovers,Travels,Turnovers,PenaltyTurnovers,Fouls,FoulsDrawn,Loose Ball Fouls Drawn,FTA,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,DefTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefArc3ReboundPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,Arc3Frequency,PenaltyArc3Frequency,AtRimFG3AFrequency,ShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg3ptShotDistance,PenaltyOffPossPct,AtRimFGM,AtRimFGA,FG2M,FG2A,PtsAssisted2s,TwoPtAssists,Assists,AtRimAssists,AssistPoints,2pt And 1 Free Throw Trips,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,EfgPct,DefLongMidRangeReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,Avg2ptShotDistance,ShortMidRangeFGM,ShortMidRangeFGA,SecondChanceFG2M,SecondChanceFG2A,PenaltyFG2M,PenaltyFG2A,PtsUnassisted2s,OffTwoPtRebounds,SelfOReb,SecondChanceFg2Pct,PenaltyFg2Pct,SecondChanceEfgPct,PenaltyEfgPct,OffTwoPtReboundPct,OffShortMidRangeReboundPct,SelfORebPct,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,SecondChanceShotQualityAvg,PenaltyAtRimFGM,PenaltyAtRimFGA,LongMidRangeFGA,ShortMidRangeAssists,Steals,LostBallSteals,LiveBallTurnovers,BadPassTurnovers,ShootingFouls,ThreePtShootingFoulsDrawn,Blocked2s,Blocked3s,BlockedArc3,BlockedShortMidRange,Blocks,RecoveredBlocks,LiveBallTurnoverPct,OffLongMidRangeReboundPct,DefShortMidRangeReboundPct,BlocksRecoveredPct,ShortMidRangePctAssisted,LongMidRangeFrequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,ThreePtShootingFoulsDrawnPct,SecondChanceAtRimFGM,SecondChanceAtRimFGA,LongMidRangeFGM,Corner3FGM,Corner3FGA,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,FG3M,SecondChanceFG3M,SecondChanceFG3A,PenaltyFG3M,PtsAssisted3s,PtsUnassisted3s,PtsPutbacks,NonHeaveArc3FGM,Fg2aBlocked,ThreePtAssists,Arc3Assists,Corner3Assists,LongMidRangeAssists,FTOffRebounds,FTDefRebounds,BadPassSteals,BadPassOutOfBoundsTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,StepOutOfBoundsTurnovers,SecondChanceTurnovers,BlockingFouls,Charge Fouls,Loose Ball Fouls,Offensive Fouls,Charge Fouls Drawn,Offensive Fouls Drawn,Technical Free Throw Trips,BlockedAtRim,Defensive 3 Seconds Violations,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,DefFTReboundPct,OffFTReboundPct,OffAtRimReboundPct,OffCorner3ReboundPct,DefCorner3ReboundPct,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,BlockedCorner3,BlockingFoulsDrawn,3SecondViolations,BlockedLongMidRange,SecondChanceCorner3FGM,HeaveAttempts,DefensiveGoaltends,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,LongMidRangePctBlocked,3pt And 1 Free Throw Trips,Fg3aBlocked,FG3APctBlocked,Corner3PctBlocked,Arc3PctBlocked,OffensiveGoaltends,Clear Path Fouls,team_id,year,season,team_vs
1894-200748-201571-201591-201945,1610612766,"Corey Maggette, Tyrus Thomas, D.J. Augustin, DJ White, Gerald Henderson","Maggette, Thomas, Augustin, White, Henderson",1894-200748-201571-201591-201945,CHA,110.0,2,2.0,-1.0,4.0,5.0,4.0,2.0,1.0,9.0,2.0,2.0,2.0,3.0,3.0,4.0,1.0,1.0,2.0,3.0,3.0,2.0,1.0,1.0,1.0,2.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,4.0,1.0,1.0,2.0,3.0,4.0,1.0,1.0,0.375,0.5,0.375,1.0,1.0,1.0,0.5,1.0,0.5,0.5,1.0,1.0,117.81818181818183,12.5,12.0,12.5,10.6,1.0,1.0,1.0,0.5451,0.5451,0.3333333333333333,1.0,0.3333333333333333,1.0,26.2,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612766,2012,2011-12,True
1894-200748-201571-201591-202130,1610612766,"Corey Maggette, Tyrus Thomas, D.J. Augustin, DJ White, Reggie Williams","Maggette, Thomas, Augustin, White, Williams",1894-200748-201571-201591-202130,CHA,49.0,1,1.0,1.0,1.0,2.0,,2.0,,3.0,,,,1.0,3.0,2.0,,,,,,,,,1.0,1.0,,1.0,,,,,1.0,1.0,,1.0,1.0,,3.0,,,1.0,,1.5,,,,1.0,,,1.0,,,,,88.16326530612245,15.0,17.0,15.0,17.0,,,1.0,0.4252,,1.0,1.0,,,,,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612766,2012,2011-12,True
1894-200748-201571-201591-202689,1610612766,"Corey Maggette, Tyrus Thomas, D.J. Augustin, DJ White, Kemba Walker","Maggette, Thomas, Augustin, White, Walker",1894-200748-201571-201591-202689,CHA,51.0,1,1.0,4.0,2.0,1.0,2.0,1.0,1.0,3.0,,,,2.0,4.0,,,2.0,,2.0,4.0,,,,1.0,1.0,1.0,2.0,,,,,,1.0,,2.0,,1.0,2.0,4.0,2.0,,1.0,0.6666666666666666,1.0,0.6666666666666666,,1.0,,,1.0,1.0,,,,84.70588235294117,17.0,17.0,15.0,17.0,,,,0.43895,0.43895,,,0.5,1.0,,1.0,,,1.0,2.0,,,,,,,,,0.5,0.5,1.0,,,,,7.2,1.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,0.4516,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612766,2012,2011-12,True
1894-200748-201571-201945-201957,1610612766,"Corey Maggette, Tyrus Thomas, D.J. Augustin, Gerald Henderson, Byron Mullens","Maggette, Thomas, Augustin, Henderson, Mullens",1894-200748-201571-201945-201957,CHA,247.0,2,4.0,10.0,9.0,7.0,9.0,2.0,1.0,16.0,1.0,1.0,1.0,6.0,14.0,4.0,2.0,2.0,1.0,6.0,14.0,1.0,,,4.0,4.0,1.0,5.0,,,1.0,1.0,1.0,3.0,,7.0,1.0,1.0,12.0,14.0,9.0,,1.0,0.7777777777777778,1.0,0.7777777777777778,0.16666666666666666,0.6666666666666666,,,0.6666666666666666,0.5,,,,93.27935222672066,11.0,21.142857142857142,11.0,17.714285714285715,0.16666666666666666,0.16666666666666666,0.5,0.5037333333333334,0.5037333333333334,0.25,0.16666666666666666,0.14285714285714285,1.0,24.9,1.0,2.0,2.0,4.0,5.0,4.0,2.0,2.0,1.0,4.0,,0.5,0.5,0.8,0.6666666666666666,0.5,0.3333333333333333,1.0,1.0,0.5,8.959999999999999,2.0,2.0,,,4.0,5.0,4.0,1.0,,,0.8,,0.6666666666666666,1.0,,,0.3333333333333333,1.0,1.0,,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.5,0.5,0.16666666666666666,0.3333333333333333,1.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612766,2012,2011-12,True
1894-200748-201571-201945-201974,1610612766,"Corey Maggette, Tyrus Thomas, D.J. Augustin, Gerald Henderson, Derrick Brown","Maggette, Thomas, Augustin, Henderson, Brown",1894-200748-201571-201945-201974,CHA,2.0,1,,1.0,1.0,,1.0,,,1.0,,,,1.0,1.0,,,,,1.0,1.0,,,,,,,,,,,,,1.0,,2.0,,1.0,1.0,,,,,0.5,,0.5,,,,,,,,,,720.0,2.0,,2.0,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612766,2012,2011-12,True
1894-200748-201571-201945-202687,1610612766,"Corey Maggette, Tyrus Thomas, D.J. Augustin, Gerald Henderson, Bismack Biyombo","Maggette, Thomas, Augustin, Henderson, Biyombo",1894-200748-201571-201945-202687,CHA,9695.0,11,162.0,47.0,312.0,313.0,34.0,33.0,47.0,625.0,44.0,4.0,59.0,66.0,359.0,312.0,9.0,65.0,8.0,14.0,49.0,44.0,13.0,18.0,98.0,119.0,59.0,178.0,31.0,2.0,57.0,5.0,75.0,69.0,3.0,82.0,38.0,4.0,294.0,49.0,34.0,6.0,3.0,0.5682539682539682,0.6018518518518519,0.6153846153846154,0.2114695340501792,0.7368421052631579,0.8571428571428571,0.34210526315789475,0.7532467532467533,0.3986013986013986,0.32142857142857145,0.6842105263157895,0.8235294117647058,92.8313563692625,14.753205128205128,16.268370607028753,13.887820512820513,15.498402555910543,0.15770609318996415,0.125,0.6451612903225806,0.5568987455197133,0.5819140625,0.12540192926045016,0.15139442231075698,0.181058495821727,0.13649025069637882,24.554237288135592,0.10897435897435898,72.0,121.0,115.0,220.0,116.0,58.0,75.0,40.0,167.0,7.0,0.5043478260869565,0.58,0.5227272727272727,0.525089605734767,0.7230769230769231,0.4336917562724014,0.5950413223140496,0.6605504587155964,0.5555555555555556,6.914090909090909,23.0,48.0,25.0,43.0,13.0,24.0,114.0,44.0,11.0,0.5813953488372093,0.5416666666666666,0.56,0.546875,0.41904761904761906,0.28,0.08527131782945736,0.17204301075268819,0.4791666666666667,0.5,0.5785779069767442,11.0,16.0,51.0,6.0,31.0,8.0,26.0,13.0,31.0,1.0,18.0,,,3.0,18.0,13.0,0.45614035087719296,0.1935483870967742,0.8333333333333334,0.7222222222222222,0.2608695652173913,0.1827956989247312,0.5,0.6875,0.016666666666666666,21.0,33.0,20.0,5.0,15.0,2.0,2.0,4.0,16.0,2.0,5.0,1.0,21.0,2.0,7.0,3.0,51.0,12.0,30.0,16.0,14.0,17.0,12.0,5.0,12.0,2.0,3.0,23.0,7.0,4.0,13.0,1.0,4.0,1.0,3.0,2.0,14.0,2.0,5.0,2.0,15.0,1.0,0.8095238095238095,0.3559322033898305,0.2857142857142857,0.375,0.3559322033898305,0.06363636363636363,0.09917355371900827,0.041666666666666664,0.6,0.2222222222222222,0.6326530612244898,0.4,1.0,0.39215686274509803,0.39215686274509803,0.6,0.053763440860215055,0.3333333333333333,0.3333333333333333,1.0,0.36363636363636365,0.36363636363636365,0.75,0.66,0.6363636363636364,0.23809523809523808,0.04,0.1,0.4,1.0,0.125,0.5,0.25,0.36363636363636365,,,,,,,,,,,,,,,,,,1610612766,2012,2011-12,True
1894-200748-201571-201945-2059,1610612766,"Corey Maggette, Tyrus Thomas, D.J. Augustin, Gerald Henderson, Eduardo Najera","Maggette, Thomas, Augustin, Henderson, Najera",1894-200748-201571-201945-2059,CHA,352.0,2,6.0,-7.0,14.0,14.0,4.0,10.0,2.0,28.0,1.0,,1.0,5.0,13.0,20.0,,2.0,,5.0,5.0,1.0,,,2.0,2.0,2.0,4.0,2.0,,4.0,,7.0,4.0,,6.0,,3.0,11.0,,1.0,2.0,,0.5909090909090909,1.0,0.8333333333333334,0.125,1.0,,,0.6666666666666666,0.5,,,,114.54545454545455,13.285714285714286,11.857142857142858,12.642857142857142,11.714285714285714,0.125,,0.375,0.4764125,,,,0.15384615384615385,0.38461538461538464,24.5,0.2857142857142857,1.0,2.0,4.0,7.0,,,,,,,,,0.5714285714285714,0.5,1.0,0.25,0.5,0.5,,9.857142857142858,1.0,2.0,1.0,1.0,,,8.0,2.0,,1.0,,1.0,,0.6666666666666666,1.0,,0.25,0.5,0.5,0.6677,,,3.0,,2.0,,2.0,1.0,3.0,,,1.0,,,1.0,,0.5,1.0,1.0,,,0.375,,,,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,1.0,1.0,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,0.6666666666666666,0.6666666666666666,,,,,,,,,1.0,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,1610612766,2012,2011-12,True
1894-200748-201571-201945-2564,1610612766,"Corey Maggette, Tyrus Thomas, D.J. Augustin, Gerald Henderson, Boris Diaw","Maggette, Thomas, Augustin, Henderson, Diaw",1894-200748-201571-201945-2564,CHA,10.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612766,2012,2011-12,True
1894-200748-201571-201957-202809,1610612766,"Corey Maggette, Tyrus Thomas, D.J. Augustin, Byron Mullens, Cory Higgins","Maggette, Thomas, Augustin, Mullens, Higgins",1894-200748-201571-201957-202809,CHA,59.0,1,1.0,,1.0,1.0,,,,2.0,1.0,,1.0,,2.0,2.0,,,,,,1.0,1.0,,,,1.0,1.0,,,,,,1.0,,2.0,1.0,,2.0,,,,,0.3333333333333333,,,0.5,,,1.0,,1.0,1.0,,,48.8135593220339,35.0,24.0,34.0,24.0,0.5,,1.0,0.631625,,0.3333333333333333,0.5,,,24.7,,1.0,1.0,1.0,1.0,,,,,,,,,1.0,0.5,,0.5,1.0,1.0,,0.6,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612766,2012,2011-12,True
1894-200748-201571-202130-2205,1610612766,"Corey Maggette, Tyrus Thomas, D.J. Augustin, Reggie Williams, DeSagana Diop","Maggette, Thomas, Augustin, Williams, Diop",1894-200748-201571-202130-2205,CHA,148.0,1,2.0,8.0,6.0,7.0,2.0,,1.0,13.0,,,2.0,2.0,8.0,,,2.0,,2.0,4.0,,1.0,,4.0,5.0,1.0,6.0,,,1.0,1.0,,2.0,,2.0,,1.0,6.0,4.0,2.0,,,0.5714285714285714,1.0,1.0,0.3333333333333333,1.0,,0.5,1.0,0.3333333333333333,,1.0,,126.48648648648648,13.166666666666666,9.857142857142858,13.0,9.857142857142858,,,0.6666666666666666,0.5581833333333334,0.4003,,,0.25,0.5,23.9,0.3333333333333333,1.0,2.0,3.0,4.0,2.0,1.0,1.0,,2.0,,0.3333333333333333,0.5,0.75,0.5,1.0,0.3333333333333333,0.5,0.5,,4.7,2.0,2.0,1.0,1.0,1.0,1.0,4.0,,,1.0,1.0,1.0,1.0,,,,0.3333333333333333,1.0,1.0,,,,,1.0,,,1.0,1.0,,,1.0,,,,1.0,1.0,1.0,,1.0,1.0,0.5,,,,,,,,,2.0,,,,,,,,,,,,,,2.0,,,,,,,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,1.0,,,0.5,,,,,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612766,2012,2011-12,True
