EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,PlusMinus,DefPoss,TotalPoss,OpponentPoints,ShootingFouls,Fouls,Pace,SecondsPerPossDef,OffPoss,PenaltyOffPoss,PenaltyDefPoss,Arc3FGM,Arc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG3M,FG3A,Points,PenaltyFG3M,PenaltyFG3A,PenaltyPoints,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,ThreePtAssists,Assists,Arc3Assists,AssistPoints,DefThreePtRebounds,DefRebounds,Rebounds,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,FG3APct,DefThreePtReboundPct,DefFGReboundPct,DefArc3ReboundPct,SecondsPerPossOff,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,PenaltyShotQualityAvg,PenaltyPointsPct,Avg3ptShotDistance,PenaltyOffPossPct,Minutes,AtRimFGM,AtRimFGA,ShortMidRangeFGA,LongMidRangeFGA,FG2M,FG2A,FtPoints,PenaltyFG2A,PenaltyFtPoints,PtsAssisted2s,TwoPtAssists,AtRimAssists,DefTwoPtRebounds,Steals,LostBallSteals,FoulsDrawn,FTA,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,DefTwoPtReboundPct,DefAtRimReboundPct,DefLongMidRangeReboundPct,DefCorner3ReboundPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,LongMidRangeFrequency,Avg2ptShotDistance,LongMidRangeFGM,Fg2aBlocked,LongMidRangeAssists,Loose Ball Fouls,Offensive Fouls Drawn,NonShootingPenaltyNonTakeFouls,FG2APctBlocked,AtRimPctBlocked,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,TwoPtShootingFoulsDrawn,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChanceOffPoss,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,Corner3FGA,PenaltyCorner3FGA,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PenaltyFG2M,PtsUnassisted2s,PtsUnassisted3s,PtsPutbacks,ShortMidRangeAssists,OffThreePtRebounds,OffTwoPtRebounds,FTDefRebounds,OffRebounds,BadPassSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,DeadBallTurnovers,LostBallTurnovers,Travels,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,Offensive Fouls,3pt And 1 Free Throw Trips,Technical Free Throw Trips,ThreePtShootingFoulsDrawn,SecondChanceFg2Pct,PenaltyFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,LongMidRangePctBlocked,LiveBallTurnoverPct,DefFTReboundPct,OffTwoPtReboundPct,OffThreePtReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,DefShortMidRangeReboundPct,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,Corner3Frequency,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,SecondChanceShotQualityAvg,ThreePtShootingFoulsDrawnPct,SecondChancePointsPct,BadPassTurnovers,OffCorner3ReboundPct,Corner3FGM,PenaltyCorner3FGM,SecondChanceFtPoints,Fg3aBlocked,Corner3Assists,LostBallOutOfBoundsTurnovers,Charge Fouls,Charge Fouls Drawn,Loose Ball Fouls Drawn,2pt And 1 Free Throw Trips,BlockedShortMidRange,Defensive 3 Seconds Violations,FG3APctBlocked,ShortMidRangePctBlocked,Arc3PctBlocked,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,PenaltyCorner3Accuracy,SecondChanceCorner3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFg3Pct,SecondChanceCorner3Frequency,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,SelfOReb,BlockedLongMidRange,SelfORebPct,SecondChanceAtRimPctAssisted,BlockingFouls,FTOffRebounds,StepOutOfBoundsTurnovers,DefensiveGoaltends,OffFTReboundPct,BlockingFoulsDrawn,Blocked3s,BlockedCorner3,3SecondViolations,HeaveAttempts,Clear Path Fouls,BlockedArc3,SecondChanceCorner3FGM,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,Corner3PctBlocked,OffensiveGoaltends,team_id,year,season,team_vs
101132-101161-101181-101187-200745,1610612761,"Linas Kleiza, Amir Johnson, Jose Calderon, Alan Anderson, Andrea Bargnani","Kleiza, Johnson, Calderon, Anderson, Bargnani",101132-101161-101181-101187-200745,TOR,26.0,1,-2.0,1.0,1.0,2.0,1.0,1.0,55.38461538461538,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612761,2012,2011-12,False
101132-101161-101181-101187-201942,1610612761,"Linas Kleiza, Amir Johnson, Jose Calderon, Alan Anderson, DeMar DeRozan","Kleiza, Johnson, Calderon, Anderson, DeRozan",101132-101161-101181-101187-201942,TOR,24.0,2,1.0,2.0,4.0,2.0,,,240.0,7.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,3.0,1.0,2.0,3.0,3.0,2.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,3.0,3.0,2.0,1.0,0.5,0.5,0.5,0.75,0.75,0.75,0.75,1.0,1.0,1.0,1.0,5.0,5.0,7.0,1.0,0.5,0.5,1.0,1.0,0.5,1.0,0.5,0.29985,0.29985,1.0,27.05,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612761,2012,2011-12,False
101132-101161-101181-101187-202334,1610612761,"Linas Kleiza, Amir Johnson, Jose Calderon, Alan Anderson, Ed Davis","Kleiza, Johnson, Calderon, Anderson, Davis",101132-101161-101181-101187-202334,TOR,245.0,1,-2.0,9.0,16.0,9.0,1.0,1.0,94.04081632653062,15.333333333333334,7.0,2.0,,1.0,1.0,,,1.0,1.0,7.0,,,2.0,3.0,1.0,1.0,1.0,2.0,1.0,5.0,2.0,4.0,4.0,7.0,2.0,2.0,1.0,1.0,,1.0,0.4166666666666667,,0.5,0.5,0.16666666666666666,1.0,1.0,1.0,15.285714285714286,15.285714285714286,15.333333333333334,0.16666666666666666,1.0,1.0,1.0,,,0.5,1.0,0.4624333333333333,0.4017,0.2857142857142857,25.0,0.2857142857142857,4.0,1.0,2.0,1.0,2.0,1.0,5.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.2,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.5,0.5,1.0,0.16666666666666666,0.3333333333333333,11.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612761,2012,2011-12,False
101132-101161-101181-1853-2571,1610612761,"Linas Kleiza, Amir Johnson, Jose Calderon, Anthony Carter, Leandro Barbosa","Kleiza, Johnson, Calderon, Carter, Barbosa",101132-101161-101181-1853-2571,TOR,9.0,1,-2.0,1.0,2.0,2.0,,,320.0,5.0,1.0,1.0,1.0,,1.0,,1.0,,1.0,,,1.0,,,1.0,,,,,,,,,,,1.0,,,,,,,,,1.0,,,,4.0,4.0,5.0,1.0,,,,1.0,,1.0,,,,,37.4,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612761,2012,2011-12,False
101132-101161-101181-200745-201573,1610612761,"Linas Kleiza, Amir Johnson, Jose Calderon, Andrea Bargnani, Jerryd Bayless","Kleiza, Johnson, Calderon, Bargnani, Bayless",101132-101161-101181-200745-201573,TOR,121.0,1,,4.0,7.0,4.0,1.0,2.0,83.30578512396694,17.25,3.0,,3.0,,,,,,,4.0,,,,,,,,2.0,,4.0,,,,4.0,,,,,,,0.6666666666666666,,0.6666666666666666,,,,,,17.333333333333332,17.333333333333332,17.25,,,,,,,0.6666666666666666,,0.585,,,,,2.0,1.0,2.0,,1.0,2.0,3.0,,,,4.0,2.0,1.0,,,,1.0,,,,,,,,1.0,1.0,0.6666666666666666,,,,,,0.6666666666666666,0.5,1.0,1.0,,0.3333333333333333,6.866666666666667,1.0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.5,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612761,2012,2011-12,False
101132-101161-101181-200745-201814,1610612761,"Linas Kleiza, Amir Johnson, Jose Calderon, Andrea Bargnani, Gary Forbes","Kleiza, Johnson, Calderon, Bargnani, Forbes",101132-101161-101181-200745-201814,TOR,17.0,1,1.0,1.0,2.0,,,,169.41176470588235,3.0,1.0,,,,,,,,,1.0,,,,,,,,,,,1.0,1.0,1.0,1.0,,,,,,,,,0.5,,,1.0,1.0,1.0,14.0,14.0,3.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612761,2012,2011-12,False
101132-101161-101181-200745-201942,1610612761,"Linas Kleiza, Amir Johnson, Jose Calderon, Andrea Bargnani, DeMar DeRozan","Kleiza, Johnson, Calderon, Bargnani, DeRozan",101132-101161-101181-200745-201942,TOR,1582.0,7,14.0,48.0,95.0,45.0,4.0,10.0,86.47281921618205,15.5,47.0,13.0,14.0,3.0,6.0,1.0,2.0,3.0,9.0,59.0,1.0,4.0,12.0,6.0,6.0,3.0,2.0,13.0,2.0,28.0,6.0,20.0,26.0,51.0,10.0,11.0,0.6666666666666666,0.3333333333333333,0.25,0.3333333333333333,0.5540540540540541,0.3888888888888889,0.6276595744680851,0.46153846153846156,0.24324324324324326,0.6666666666666666,0.6129032258064516,0.8333333333333334,17.829787234042552,16.574468085106382,13.979166666666666,0.16216216216216217,0.5,0.5,0.6666666666666666,0.2222222222222222,0.5,0.43243243243243246,0.5,0.47025405405405407,0.500788888888889,0.2033898305084746,24.688888888888886,0.2765957446808511,26.0,6.0,7.0,6.0,15.0,16.0,28.0,18.0,5.0,5.0,22.0,11.0,3.0,13.0,1.0,,13.0,22.0,3.0,1.0,1.0,1.0,,1.0,0.6875,0.7857142857142857,0.5714285714285714,0.5909090909090909,0.4444444444444444,0.7777777777777778,0.3333333333333333,,0.1891891891891892,0.8571428571428571,1.0,0.5,0.16216216216216217,0.40540540540540543,12.885714285714286,8.0,2.0,6.0,,1.0,2.0,0.07142857142857142,0.14285714285714285,0.5333333333333333,0.5714285714285714,0.75,7.0,0.18181818181818182,0.2,6.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,4.0,5.0,8.0,2.0,10.0,3.0,4.0,2.0,1.0,5.0,1.0,6.0,1.0,1.0,1.0,5.0,1.0,1.0,6.0,2.0,1.0,2.0,1.0,1.0,1.0,0.8,0.4,0.8,0.8,0.06666666666666667,0.16666666666666666,0.5,0.4166666666666667,0.16666666666666666,0.3333333333333333,1.0,0.75,0.14285714285714285,0.3333333333333333,0.5,0.3333333333333333,0.3333333333333333,1.0,0.08108108108108109,0.4,1.0,0.2222222222222222,1.0,0.2222222222222222,0.462925,0.1111111111111111,0.13559322033898305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612761,2012,2011-12,False
101132-101161-101181-200745-201949,1610612761,"Linas Kleiza, Amir Johnson, Jose Calderon, Andrea Bargnani, James Johnson","Kleiza, Johnson, Calderon, Bargnani, Johnson",101132-101161-101181-200745-201949,TOR,69.0,1,-4.0,2.0,4.0,4.0,,1.0,83.47826086956522,5.0,2.0,,2.0,,1.0,,,,2.0,,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,29.5,29.5,5.0,0.5,,,,,,1.0,,0.4812,,,24.75,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,1.0,,,,,,1.0,,,,,,,,,,1.0,,,1.0,,1.0,,,,,1.0,1.0,,,,,,,,,,,1.0,,,0.5,0.5,,,,,,,,,0.5,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612761,2012,2011-12,False
101132-101161-101181-200745-2571,1610612761,"Linas Kleiza, Amir Johnson, Jose Calderon, Andrea Bargnani, Leandro Barbosa","Kleiza, Johnson, Calderon, Bargnani, Barbosa",101132-101161-101181-200745-2571,TOR,69.0,1,-3.0,2.0,4.0,3.0,,,83.47826086956522,13.0,2.0,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,1.0,,21.5,15.5,13.0,,,,,,,1.0,,0.6147,,,,,1.0,,1.0,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,1.0,,,,,1.0,,,,,,1.6,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,1.0,,,,,,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,1.0,,,,,1.0,,,,,0.6147,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612761,2012,2011-12,False
101132-101161-101181-201189-201942,1610612761,"Linas Kleiza, Amir Johnson, Jose Calderon, Aaron Gray, DeMar DeRozan","Kleiza, Johnson, Calderon, Gray, DeRozan",101132-101161-101181-201189-201942,TOR,932.0,5,-1.0,29.0,56.0,42.0,4.0,10.0,86.52360515021459,16.06896551724138,27.0,16.0,14.0,2.0,4.0,2.0,3.0,3.0,5.0,41.0,3.0,4.0,25.0,9.0,4.0,2.0,3.0,11.0,2.0,25.0,1.0,10.0,13.0,39.0,25.0,16.0,1.0,0.6,0.75,0.6,0.6875,0.6071428571428571,0.7321428571428571,0.6944444444444444,0.20833333333333334,0.25,0.6,0.25,17.25925925925926,16.074074074074073,13.206896551724139,0.16666666666666666,0.5,0.6666666666666666,1.0,0.21428571428571427,0.6666666666666666,0.375,0.5,0.45525625,0.446025,0.6097560975609756,25.119999999999997,0.5925925925925926,16.0,4.0,4.0,2.0,13.0,12.0,19.0,8.0,10.0,8.0,16.0,8.0,4.0,8.0,,,8.0,9.0,3.0,3.0,1.0,3.0,1.0,3.0,0.6666666666666666,0.6666666666666666,0.631578947368421,0.7272727272727273,0.3333333333333333,1.0,,0.3333333333333333,0.16666666666666666,1.0,1.0,1.0,0.08333333333333333,0.5416666666666666,13.336842105263159,8.0,1.0,4.0,,,2.0,0.05263157894736842,,0.6153846153846154,0.6153846153846154,0.5,2.0,0.08,0.1,2.0,,,2.0,2.0,,1.0,1.0,,1.0,2.0,4.0,8.0,,,,,3.0,1.0,3.0,,,,3.0,,,3.0,1.0,,1.0,,,,,0.4,,0.5,,,0.3333333333333333,0.42857142857142855,,0.3333333333333333,,,0.6,,0.8,,,,0.041666666666666664,,,0.14285714285714285,1.0,0.07142857142857142,0.3617,,0.04878048780487805,,,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,0.2,0.5,0.25,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612761,2012,2011-12,False
