EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,FG2M,FG2A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFtPoints,PenaltyPoints,PtsUnassisted2s,Fg2aBlocked,ShootingFouls,Fouls,FoulsDrawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG2APctBlocked,AtRimPctBlocked,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,PenaltyOffPossPct,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,Arc3FGA,FG3M,FG3A,PtsAssisted2s,PtsAssisted3s,NonHeaveArc3FGA,TwoPtAssists,ThreePtAssists,Assists,Corner3Assists,AtRimAssists,LongMidRangeAssists,AssistPoints,OffTwoPtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,Steals,BadPassSteals,LiveBallTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallTurnovers,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,Charge Fouls,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,FirstChancePoints,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,FG3APct,LiveBallTurnoverPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffLongMidRangeReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,BlocksRecoveredPct,AtRimPctAssisted,ShortMidRangeFrequency,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Avg3ptShotDistance,FTDefRebounds,DefFTReboundPct,PtsPutbacks,OffThreePtRebounds,DefThreePtRebounds,SelfOReb,LostBallSteals,Loose Ball Fouls Drawn,DefThreePtReboundPct,OffThreePtReboundPct,OffCorner3ReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,3SecondViolations,Arc3FGM,PenaltyArc3FGM,PenaltyArc3FGA,PenaltyFG3M,PenaltyFG3A,NonHeaveArc3FGM,Arc3Assists,PenaltyFg3Pct,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,PenaltyArc3Frequency,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,ShortMidRangeFGM,ShortMidRangePctBlocked,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,SecondChanceCorner3FGA,PenaltyCorner3FGA,SecondChanceArc3FGA,SecondChanceFG3A,OffShortMidRangeReboundPct,SecondChanceCorner3Frequency,SecondChanceArc3Frequency,PenaltyCorner3Frequency,HeaveAttempts,ShortMidRangeAssists,Travels,ShortMidRangePctAssisted,Defensive 3 Seconds Violations,Offensive Fouls,BlockedLongMidRange,SecondChanceArc3FGM,SecondChanceFG3M,PtsUnassisted3s,FTOffRebounds,BadPassOutOfBoundsTurnovers,LostBallOutOfBoundsTurnovers,StepOutOfBoundsTurnovers,BlockingFouls,Loose Ball Fouls,BlockingFoulsDrawn,Blocked3s,BlockedArc3,OffensiveGoaltends,NonShootingPenaltyNonTakeFouls,SecondChanceFg3Pct,LongMidRangePctBlocked,OffFTReboundPct,OffArc3ReboundPct,SecondChanceAtRimPctAssisted,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,BlockedCorner3,PenaltyCorner3FGM,Fg3aBlocked,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFoulsDrawn,FG3APctBlocked,Arc3PctBlocked,PenaltyCorner3Accuracy,Technical Free Throw Trips,Charge Fouls Drawn,Offensive Fouls Drawn,SecondChanceCorner3FGM,DefensiveGoaltends,Corner3PctBlocked,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,3pt And 1 Free Throw Trips,Clear Path Fouls,team_id,year,season,team_vs
101107-1503-201143-2207-2746,1610612737,"Marvin Williams, Tracy McGrady, Al Horford, Joe Johnson, Josh Smith","Williams, McGrady, Horford, Johnson, Smith",101107-1503-201143-2207-2746,ATL,82.0,1,1.0,-3.0,2.0,2.0,2.0,2.0,1.0,4.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,3.0,6.0,1.0,1.0,1.0,3.0,1.0,2.0,1.0,3.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,3.0,2.0,0.5,1.0,0.5,0.5,1.0,0.5,0.75,1.5,0.75,0.5,0.5,70.2439024390244,13.5,27.5,10.0,12.5,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,0.7098,0.7313,0.7098,0.5,0.5,1.0,1.0,0.85,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612737,2012,2011-12,True
101107-1503-201274-201952-2207,1610612737,"Marvin Williams, Tracy McGrady, Ivan Johnson, Jeff Teague, Joe Johnson","Williams, McGrady, Johnson, Teague, Johnson",101107-1503-201274-201952-2207,ATL,446.0,4,7.0,-3.0,16.0,18.0,2.0,2.0,2.0,34.0,4.0,6.0,,,,,6.0,11.0,,15.0,18.0,,1.0,,,,1.0,,,8.0,2.0,6.0,7.0,,,,,,2.0,0.5454545454545454,,,0.5357142857142857,,,0.5357142857142857,,,0.18181818181818182,0.3333333333333333,109.77578475336323,13.0625,13.166666666666666,12.25,12.777777777777779,0.42857142857142855,0.6666666666666666,1.0,,,,,0.6428571428571429,0.5576107142857143,0.4175,0.3658,,,,,7.990909090909091,0.125,1.0,2.0,4.0,1.0,2.0,1.0,1.0,3.0,4.0,3.0,1.0,2.0,1.0,3.0,1.0,1.0,1.0,7.0,3.0,7.0,7.0,3.0,10.0,2.0,2.0,3.0,1.0,2.0,2.0,5.0,2.0,1.0,1.0,3.0,2.0,1.0,3.0,2.0,15.0,0.3333333333333333,0.3333333333333333,1.0,0.3333333333333333,0.3333333333333333,0.21428571428571427,0.6,0.875,0.6,0.7777777777777778,0.42857142857142855,0.5,1.0,0.8,1.0,1.0,0.6666666666666666,0.25,0.07142857142857142,0.2857142857142857,0.5,0.5,0.5,0.14285714285714285,0.5,0.5,1.0,0.07142857142857142,23.866666666666664,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612737,2012,2011-12,True
101107-1503-201274-201952-2209,1610612737,"Marvin Williams, Tracy McGrady, Ivan Johnson, Jeff Teague, Vladimir Radmanovic","Williams, McGrady, Johnson, Teague, Radmanovic",101107-1503-201274-201952-2209,ATL,3.0,1,,,,1.0,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,480.0,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612737,2012,2011-12,True
101107-1503-201274-201952-2584,1610612737,"Marvin Williams, Tracy McGrady, Ivan Johnson, Jeff Teague, Willie Green","Williams, McGrady, Johnson, Teague, Green",101107-1503-201274-201952-2584,ATL,475.0,4,8.0,14.0,17.0,14.0,6.0,8.0,3.0,31.0,4.0,8.0,1.0,2.0,,1.0,6.0,14.0,4.0,19.0,5.0,1.0,3.0,2.0,4.0,2.0,5.0,,4.0,6.0,,1.0,1.0,4.0,4.0,,2.0,4.0,6.0,0.42857142857142855,0.3333333333333333,0.4,0.46875,0.3333333333333333,0.4,0.5277777777777778,0.5,0.4,,,93.97894736842105,13.941176470588236,17.0,13.411764705882353,16.571428571428573,0.5,0.5,0.5,0.6666666666666666,0.5,0.2,,0.625,0.542665625,0.5535333333333333,0.38712,0.1111111111111111,0.125,0.21052631578947367,0.21052631578947367,8.085714285714285,0.35294117647058826,1.0,2.0,5.0,1.0,2.0,,1.0,2.0,6.0,3.0,,3.0,1.0,4.0,1.0,2.0,1.0,9.0,3.0,4.0,8.0,4.0,12.0,2.0,1.0,2.0,1.0,,1.0,2.0,,1.0,,2.0,1.0,1.0,2.0,1.0,15.0,0.5,0.6,1.0,0.5,0.5,0.125,1.0,0.8,0.42857142857142855,0.875,0.5,0.75,,1.0,0.6666666666666666,1.0,0.5,0.5,0.0625,0.3125,0.4,0.4,0.5,0.125,0.5,0.5,1.0,,23.1,1.0,1.0,2.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612737,2012,2011-12,True
101107-1503-201274-201952-2746,1610612737,"Marvin Williams, Tracy McGrady, Ivan Johnson, Jeff Teague, Josh Smith","Williams, McGrady, Johnson, Teague, Smith",101107-1503-201274-201952-2746,ATL,257.0,1,4.0,-7.0,8.0,9.0,4.0,6.0,,17.0,1.0,1.0,,,1.0,1.0,2.0,6.0,,4.0,11.0,,,,,2.0,3.0,,4.0,4.0,,1.0,2.0,1.0,,,,4.0,4.0,0.3333333333333333,,0.6666666666666666,0.3333333333333333,,0.6666666666666666,0.3333333333333333,,0.6666666666666666,,,95.25291828793775,18.75,11.88888888888889,18.75,9.88888888888889,0.16666666666666666,1.0,1.0,,,0.3333333333333333,1.0,0.16666666666666666,0.38843333333333335,,0.38863333333333333,,,,1.0,14.799999999999999,0.5,1.0,1.0,4.0,,,,,,,,,,,,,,,,,1.0,2.0,,2.0,1.0,,1.0,1.0,1.0,,2.0,,1.0,,,,,,,4.0,,,,,,,0.5,0.3333333333333333,,0.25,,,,,,1.0,,,0.16666666666666666,0.6666666666666666,0.25,0.25,,,,,,,,1.0,1.0,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612737,2012,2011-12,True
101107-1503-201274-201952-711,1610612737,"Marvin Williams, Tracy McGrady, Ivan Johnson, Jeff Teague, Jerry Stackhouse","Williams, McGrady, Johnson, Teague, Stackhouse",101107-1503-201274-201952-711,ATL,49.0,1,1.0,2.0,2.0,2.0,2.0,1.0,,4.0,,,,,,,,,,3.0,1.0,,,,,,,,3.0,,,1.0,1.0,,,,,3.0,2.0,,,,0.75,,0.75,0.75,,0.75,,,117.55102040816327,14.5,10.0,14.5,10.0,,,,,,,,1.0,0.5367,,0.5367,,,,1.0,,1.0,,,,,,2.0,1.0,2.0,,3.0,2.0,,1.0,1.0,,,,3.0,,,1.0,,1.0,,,,,,,,,,,,,,,,3.0,,,1.0,0.5,0.5,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,25.3,1.0,1.0,,,,,,,,,,,,,,1.0,1.0,2.0,1.0,2.0,1.0,1.0,0.5,0.5,0.5,1.0,1.0,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612737,2012,2011-12,True
101107-1503-201274-2207-2457,1610612737,"Marvin Williams, Tracy McGrady, Ivan Johnson, Joe Johnson, Jannero Pargo","Williams, McGrady, Johnson, Johnson, Pargo",101107-1503-201274-2207-2457,ATL,110.0,1,2.0,-4.0,5.0,4.0,5.0,4.0,,9.0,,,,,,,1.0,4.0,,2.0,6.0,,,,,1.0,4.0,,2.0,2.0,1.0,,,,,,,2.0,5.0,0.25,,0.25,0.2,,0.2,0.2,,0.2,0.25,,117.81818181818183,13.2,11.0,13.2,11.0,,,,,,,,0.2,0.37959,,0.37959,,,,1.0,9.05,1.0,3.0,,1.0,,,1.0,,1.0,,,1.0,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,2.0,,,,,,0.2,,,,1.0,,,,,,,,,0.6,0.2,,,,,,,,0.2,25.3,,,,,1.0,,,,1.0,,,1.0,,,,,,1.0,,1.0,,,,,,,0.2,,,1.0,0.3333333333333333,0.3333333333333333,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612737,2012,2011-12,True
101107-1503-201274-2207-2550,1610612737,"Marvin Williams, Tracy McGrady, Ivan Johnson, Joe Johnson, Kirk Hinrich","Williams, McGrady, Johnson, Johnson, Hinrich",101107-1503-201274-2207-2550,ATL,413.0,2,7.0,1.0,13.0,12.0,5.0,1.0,2.0,25.0,3.0,4.0,1.0,1.0,,1.0,4.0,9.0,3.0,14.0,13.0,1.0,2.0,,2.0,1.0,2.0,1.0,3.0,6.0,1.0,2.0,2.0,2.0,4.0,,2.0,3.0,5.0,0.4444444444444444,0.5,0.5,0.39285714285714285,0.25,0.2,0.4375,0.25,0.25,0.1111111111111111,0.25,87.16707021791767,16.53846153846154,16.5,15.615384615384615,16.25,0.2857142857142857,0.75,1.0,0.25,1.0,0.2,,0.6428571428571429,0.510575,0.5342333333333333,0.5163,0.125,0.18181818181818182,0.14285714285714285,0.21428571428571427,9.855555555555556,0.38461538461538464,1.0,1.0,4.0,,1.0,4.0,1.0,5.0,2.0,3.0,4.0,1.0,1.0,2.0,,1.0,,5.0,3.0,3.0,4.0,4.0,8.0,,,,,,,,,,,1.0,,1.0,1.0,1.0,12.0,0.25,0.3333333333333333,1.0,0.2,0.2,0.35714285714285715,,0.75,0.6,0.6,0.4444444444444444,1.0,0.3333333333333333,,1.0,1.0,1.0,0.3333333333333333,0.07142857142857142,0.2857142857142857,0.25,0.25,,0.07142857142857142,,,,0.2857142857142857,24.880000000000003,1.0,1.0,2.0,1.0,,1.0,,,,0.25,1.0,,,0.125,,1.0,,2.0,,3.0,1.0,1.0,,0.25,0.25,1.0,0.4,,0.25,,,,,1.0,1.0,1.0,2.0,1.0,0.25,0.25,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612737,2012,2011-12,True
101107-1503-201274-2209-2457,1610612737,"Marvin Williams, Tracy McGrady, Ivan Johnson, Vladimir Radmanovic, Jannero Pargo","Williams, McGrady, Johnson, Radmanovic, Pargo",101107-1503-201274-2209-2457,ATL,334.0,1,6.0,-3.0,13.0,12.0,1.0,7.0,2.0,25.0,5.0,6.0,2.0,2.0,,,6.0,10.0,2.0,14.0,17.0,2.0,2.0,,4.0,1.0,1.0,,2.0,4.0,,1.0,1.0,2.0,3.0,1.0,2.0,2.0,1.0,0.6,1.0,1.0,0.5454545454545454,1.0,0.5,0.5833333333333334,1.0,0.5,,,107.78443113772455,13.461538461538462,13.25,13.23076923076923,13.25,0.5454545454545454,0.8333333333333334,0.8333333333333334,1.0,1.0,,,0.6363636363636364,0.51972,0.59185,0.4182,0.16666666666666666,0.18181818181818182,0.2857142857142857,0.14285714285714285,6.39,0.07692307692307693,2.0,,2.0,,,1.0,,1.0,8.0,,,4.0,,4.0,,3.0,,8.0,2.0,1.0,2.0,2.0,4.0,3.0,3.0,2.0,2.0,1.0,,3.0,,,,,,,,,10.0,0.6666666666666666,0.8,,,,0.09090909090909091,0.6666666666666666,1.0,0.5,1.0,0.5,1.0,,,1.0,,,0.6,0.18181818181818182,0.18181818181818182,,,,,,,,0.09090909090909091,55.7,,,2.0,,1.0,1.0,,,1.0,,,1.0,,0.25,,,,1.0,,1.0,,,,,,,0.5,,,1.0,,0.5,0.5,,,,,1.0,,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612737,2012,2011-12,True
101107-1503-201274-2209-2550,1610612737,"Marvin Williams, Tracy McGrady, Ivan Johnson, Vladimir Radmanovic, Kirk Hinrich","Williams, McGrady, Johnson, Radmanovic, Hinrich",101107-1503-201274-2209-2550,ATL,74.0,1,1.0,3.0,2.0,2.0,2.0,2.0,,4.0,,,,,,,,,2.0,5.0,2.0,,,,,,,2.0,5.0,,,,,1.0,2.0,,1.0,5.0,2.0,,,,1.5,,1.5,1.25,,1.25,,,77.83783783783784,15.5,21.5,15.5,19.5,,,,,,,,1.0,0.567,,0.567,0.5,1.0,,1.0,,1.0,,,,,,1.0,1.0,1.0,,3.0,1.0,,1.0,1.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,5.0,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,24.9,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612737,2012,2011-12,True
