EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,FG2M,FG2A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PtsUnassisted2s,PtsPutbacks,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,LiveBallTurnovers,DeadBallTurnovers,LostBallTurnovers,Turnovers,ShootingFouls,Fouls,Offensive Fouls,FoulsDrawn,FTA,TwoPtShootingFoulsDrawn,FirstChancePoints,Fg2Pct,SecondChanceFg2Pct,EfgPct,SecondChanceEfgPct,TsPct,SecondChanceTsPct,LiveBallTurnoverPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,DefAtRimReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,ShortMidRangeFrequency,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,Avg2ptShotDistance,ShortMidRangeFGM,Arc3FGA,FG3A,SecondChanceFtPoints,PtsAssisted2s,NonHeaveArc3FGA,Fg2aBlocked,TwoPtAssists,Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,Steals,BadPassSteals,LostBallSteals,BadPassTurnovers,SecondChanceTurnovers,BlockingFoulsDrawn,2pt And 1 Free Throw Trips,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,Assisted2sPct,NonPutbacksAssisted2sPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,OffThreePtReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,DefShortMidRangeReboundPct,BlocksRecoveredPct,AtRimPctAssisted,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangePctAssisted,Arc3Frequency,SecondChanceAtRimPctAssisted,Avg3ptShotDistance,PenaltyOffPoss,PenaltyAtRimFGM,PenaltyAtRimFGA,PenaltyArc3FGA,PenaltyFG2M,PenaltyFG2A,PenaltyFG3A,PenaltyPoints,HeaveAttempts,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,PenaltyFg2Pct,PenaltyEfgPct,PenaltyTsPct,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,PenaltyShotQualityAvg,PenaltyPointsPct,PenaltyOffPossPct,Corner3FGA,PenaltyCorner3FGA,Arc3FGM,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,FG3M,SecondChanceFG3M,SecondChanceFG3A,PenaltyFG3M,PenaltyFtPoints,PtsAssisted3s,NonHeaveArc3FGM,ThreePtAssists,Arc3Assists,SelfOReb,PenaltyTurnovers,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFoulsDrawn,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,SelfORebPct,Corner3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3Frequency,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,Corner3FGM,SecondChanceCorner3FGA,Corner3Assists,FTDefRebounds,Loose Ball Fouls,Offensive Fouls Drawn,NonShootingPenaltyNonTakeFouls,DefFTReboundPct,OffCorner3ReboundPct,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceCorner3Frequency,PtsUnassisted3s,LostBallOutOfBoundsTurnovers,Travels,Charge Fouls,Loose Ball Fouls Drawn,Blocked3s,BlockedCorner3,BlockedShortMidRange,DefensiveGoaltends,LongMidRangePctBlocked,DefCorner3ReboundPct,BadPassOutOfBoundsTurnovers,StepOutOfBoundsTurnovers,Charge Fouls Drawn,PenaltyCorner3FGM,FTOffRebounds,Technical Free Throw Trips,ThreePtShootingFoulsDrawn,BlockedLongMidRange,Defensive 3 Seconds Violations,OffFTReboundPct,PenaltyCorner3Accuracy,ThreePtShootingFoulsDrawnPct,Fg3aBlocked,BlockingFouls,3SecondViolations,FG3APctBlocked,Arc3PctBlocked,BlockedArc3,SecondChanceCorner3FGM,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,3pt And 1 Free Throw Trips,Corner3PctBlocked,OffensiveGoaltends,HeaveMakes,team_id,year,season,team_vs
101109-200746-200783-201587-202083,1610612757,"Raymond Felton, LaMarcus Aldridge, Craig Smith, Nicolas Batum, Wesley Matthews","Felton, Aldridge, Smith, Batum, Matthews",101109-200746-200783-201587-202083,POR,235.0,1,4.0,2.0,7.0,6.0,2.0,2.0,13.0,2.0,3.0,2.0,2.0,1.0,1.0,2.0,3.0,6.0,2.0,8.0,6.0,2.0,2.0,4.0,6.0,4.0,2.0,1.0,2.0,3.0,2.0,5.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,4.0,0.5,1.0,0.5,1.0,0.5714285714285714,1.0,0.5,1.0,0.6666666666666666,1.0,1.0,0.6666666666666666,1.0,1.0,1.0,1.0,1.0,79.65957446808511,16.714285714285715,19.666666666666668,16.428571428571427,19.666666666666668,0.5,0.6666666666666666,0.6666666666666666,0.16666666666666666,0.3333333333333333,0.5,0.5,1.0,1.0,0.5,0.5317666666666666,0.64365,0.14285714285714285,0.14285714285714285,0.5,8.533333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612757,2012,2011-12,True
101109-200746-200783-201587-2037,1610612757,"Raymond Felton, LaMarcus Aldridge, Craig Smith, Nicolas Batum, Jamal Crawford","Felton, Aldridge, Smith, Batum, Crawford",101109-200746-200783-201587-2037,POR,829.0,4,14.0,,24.0,24.0,3.0,6.0,48.0,5.0,7.0,1.0,1.0,6.0,3.0,8.0,10.0,21.0,8.0,28.0,28.0,2.0,5.0,6.0,2.0,,4.0,2.0,4.0,6.0,5.0,11.0,2.0,1.0,1.0,3.0,2.0,2.0,,5.0,9.0,5.0,22.0,0.47619047619047616,0.4,0.43478260869565216,0.4,0.5185185185185185,0.5,0.6666666666666666,0.5714285714285714,0.36363636363636365,1.0,0.6666666666666666,0.38461538461538464,1.0,0.25,0.6666666666666666,1.0,1.0,83.37756332931242,15.791666666666666,18.75,13.291666666666666,17.375,0.30434782608695654,0.7142857142857143,0.8333333333333334,0.2608695652173913,0.34782608695652173,0.375,0.375,0.2,1.0,0.391304347826087,0.45742391304347824,0.391675,0.18518518518518517,0.2,0.21428571428571427,10.390476190476189,2.0,2.0,2.0,2.0,18.0,2.0,2.0,9.0,9.0,5.0,1.0,3.0,18.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,0.9,0.9,0.08695652173913043,0.09523809523809523,0.14285714285714285,0.16666666666666666,0.5,0.2,0.5,0.3333333333333333,1.0,1.0,0.3333333333333333,0.4,0.5,1.0,0.08695652173913043,1.0,26.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612757,2012,2011-12,True
101109-200746-200783-202083-2037,1610612757,"Raymond Felton, LaMarcus Aldridge, Craig Smith, Wesley Matthews, Jamal Crawford","Felton, Aldridge, Smith, Matthews, Crawford",101109-200746-200783-202083-2037,POR,138.0,2,2.0,-2.0,4.0,4.0,1.0,,8.0,2.0,2.0,,,1.0,,,2.0,3.0,,4.0,6.0,,,,2.0,,,,1.0,1.0,,1.0,,,,,1.0,2.0,,,,,4.0,0.6666666666666666,,0.5,,0.5,,,0.5,,,0.5,,,,,0.5,,83.47826086956522,13.75,20.75,13.75,16.75,0.5,1.0,1.0,0.25,,,,,,0.75,0.5205333333333334,,,,,3.733333333333333,,1.0,1.0,,2.0,,,1.0,1.0,1.0,,,2.0,,,,,,,,,,,,,0.5,0.5,0.25,,,,,,,,,0.5,,,,,0.25,,52.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,0.5,0.5,0.5,1.0,0.5,0.727,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612757,2012,2011-12,True
101109-200746-200783-202083-2222,1610612757,"Raymond Felton, LaMarcus Aldridge, Craig Smith, Wesley Matthews, Gerald Wallace","Felton, Aldridge, Smith, Matthews, Wallace",101109-200746-200783-202083-2222,POR,511.0,2,9.0,-2.0,17.0,16.0,1.0,2.0,33.0,3.0,6.0,1.0,1.0,1.0,,3.0,3.0,10.0,8.0,17.0,19.0,1.0,1.0,5.0,4.0,2.0,2.0,2.0,5.0,7.0,2.0,9.0,2.0,,,2.0,1.0,2.0,,5.0,10.0,4.0,12.0,0.3,1.0,0.375,1.25,0.5,1.25,1.0,1.0,0.2857142857142857,0.6666666666666666,0.875,0.25,0.3333333333333333,1.0,1.0,1.0,0.6666666666666666,92.9941291585127,14.117647058823529,16.9375,13.764705882352942,16.6875,0.5,0.5,0.5,0.08333333333333333,0.25,,,0.5,1.0,0.6666666666666666,0.5575208333333334,0.553525,0.25,0.2857142857142857,0.29411764705882354,7.540000000000001,,1.0,2.0,,2.0,1.0,,1.0,2.0,1.0,,,5.0,,,,,2.0,,1.0,,,,,,0.3333333333333333,0.5,0.16666666666666666,,,,,,,1.0,,0.3333333333333333,,,,,0.08333333333333333,,24.05,12.0,2.0,5.0,1.0,2.0,7.0,2.0,10.0,,10.0,12.0,0.2857142857142857,0.3888888888888889,0.45454545454545453,0.5555555555555556,0.4,0.1111111111111111,0.5832722222222223,0.5882352941176471,0.7058823529411765,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.5,1.0,0.5,0.5,0.125,0.08333333333333333,1.0,1.0,1.0,0.5,1.0,1.0,0.1111111111111111,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612757,2012,2011-12,True
101109-200746-200783-2037-2222,1610612757,"Raymond Felton, LaMarcus Aldridge, Craig Smith, Jamal Crawford, Gerald Wallace","Felton, Aldridge, Smith, Crawford, Wallace",101109-200746-200783-2037-2222,POR,669.0,2,11.0,20.0,22.0,19.0,5.0,3.0,41.0,4.0,7.0,1.0,1.0,3.0,4.0,4.0,10.0,14.0,7.0,39.0,19.0,3.0,3.0,6.0,8.0,2.0,2.0,1.0,7.0,9.0,3.0,12.0,1.0,,,1.0,2.0,7.0,,5.0,8.0,3.0,33.0,0.7142857142857143,1.0,0.8,0.75,0.8125,0.75,1.0,1.0,0.5,0.5,0.8888888888888888,0.5,0.6666666666666666,,1.0,1.0,1.0,88.25112107623318,12.409090909090908,20.842105263157894,11.727272727272727,20.842105263157894,0.35,0.5714285714285714,0.5714285714285714,0.15,0.2,1.0,1.0,0.25,1.0,0.65,0.55729,0.5808166666666666,0.13043478260869565,0.17647058823529413,0.15384615384615385,7.721428571428571,2.0,3.0,6.0,,12.0,3.0,,6.0,10.0,3.0,,3.0,24.0,1.0,1.0,1.0,,1.0,,,,1.0,1.0,1.0,1.0,0.6,0.6666666666666666,0.3,,,,0.5,,,1.0,1.0,0.75,0.6666666666666666,0.6666666666666666,,0.75,0.15,,24.233333333333334,11.0,1.0,1.0,2.0,5.0,5.0,3.0,22.0,,22.0,11.0,1.0,1.0,1.0,0.125,1.0,0.25,0.52073125,0.5641025641025641,0.5,3.0,1.0,3.0,,,2.0,4.0,,1.0,2.0,6.0,12.0,3.0,4.0,3.0,2.0,1.0,1.0,1.0,1.0,0.6666666666666666,,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.15,1.0,1.0,1.0,,,,0.125,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,0.5,0.3333333333333333,0.3333333333333333,1.0,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612757,2012,2011-12,True
101109-200746-201581-201587-202083,1610612757,"Raymond Felton, LaMarcus Aldridge, JJ Hickson, Nicolas Batum, Wesley Matthews","Felton, Aldridge, Hickson, Batum, Matthews",101109-200746-201581-201587-202083,POR,4092.0,7,68.0,-44.0,127.0,129.0,39.0,16.0,256.0,23.0,43.0,5.0,10.0,19.0,8.0,24.0,43.0,86.0,24.0,128.0,172.0,5.0,11.0,19.0,46.0,6.0,12.0,14.0,20.0,34.0,18.0,52.0,12.0,7.0,9.0,19.0,10.0,25.0,,23.0,30.0,11.0,109.0,0.5,0.45454545454545453,0.45217391304347826,0.4642857142857143,0.5,0.5588235294117647,0.631578947368421,0.5405405405405406,0.2857142857142857,0.7368421052631579,0.6071428571428571,0.27692307692307694,0.4,0.2857142857142857,0.5,0.5,0.6923076923076923,90.08797653958943,16.346456692913385,15.627906976744185,15.771653543307087,14.286821705426357,0.3739130434782609,0.5348837209302325,0.5897435897435898,0.16521739130434782,0.20869565217391303,0.3333333333333333,0.36363636363636365,0.7142857142857143,0.5,0.6260869565217392,0.5336426086956522,0.627125,0.09016393442622951,0.11827956989247312,0.1484375,8.001162790697675,12.0,23.0,29.0,6.0,40.0,23.0,9.0,20.0,24.0,13.0,2.0,5.0,52.0,6.0,11.0,7.0,4.0,3.0,2.0,,4.0,4.0,3.0,5.0,3.0,0.46511627906976744,0.5,0.25217391304347825,0.10465116279069768,0.09302325581395349,0.15789473684210525,0.2608695652173913,0.13333333333333333,0.2222222222222222,0.7142857142857143,0.6,0.5652173913043478,0.631578947368421,0.75,0.16666666666666666,0.625,0.2,0.4,24.599999999999998,33.0,3.0,8.0,6.0,7.0,18.0,7.0,27.0,,25.0,31.0,0.3888888888888889,0.34,0.421875,0.32,0.375,0.24,0.49303400000000003,0.2109375,0.25984251968503935,6.0,1.0,5.0,1.0,3.0,1.0,6.0,1.0,3.0,1.0,10.0,12.0,5.0,4.0,3.0,2.0,5.0,6.0,4.0,0.6666666666666666,0.20689655172413793,0.3333333333333333,0.14285714285714285,0.20689655172413793,0.03571428571428571,0.05217391304347826,0.21739130434782608,0.21739130434782608,0.6,0.21428571428571427,0.3333333333333333,,0.04,0.16666666666666666,0.21739130434782608,1.0,,1.0,,4.0,,5.0,,0.4,0.16666666666666666,0.16666666666666666,1.0,,6.0,2.0,2.0,1.0,5.0,1.0,1.0,1.0,1.0,0.08333333333333333,0.8333333333333334,,,,,,,,,,,,,,,,,,,,,,,,,,1610612757,2012,2011-12,True
101109-200746-201581-202083-202337,1610612757,"Raymond Felton, LaMarcus Aldridge, JJ Hickson, Wesley Matthews, Luke Babbitt","Felton, Aldridge, Hickson, Matthews, Babbitt",101109-200746-201581-202083-202337,POR,56.0,1,1.0,,2.0,2.0,,1.0,4.0,,,,,,,,,,,,,,,,,,,,1.0,1.0,,1.0,1.0,,1.0,1.0,,1.0,,1.0,,,,,,,,,,1.0,1.0,,,1.0,,,,,1.0,,102.85714285714286,11.5,16.5,8.0,16.5,,,,,,,,,,1.0,0.576,,,,,,,1.0,1.0,,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,1.0,,24.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612757,2012,2011-12,True
101109-200746-201581-202083-2037,1610612757,"Raymond Felton, LaMarcus Aldridge, JJ Hickson, Wesley Matthews, Jamal Crawford","Felton, Aldridge, Hickson, Matthews, Crawford",101109-200746-201581-202083-2037,POR,1749.0,6,29.0,4.0,48.0,51.0,18.0,6.0,99.0,12.0,14.0,2.0,2.0,5.0,2.0,7.0,16.0,26.0,9.0,65.0,61.0,2.0,3.0,7.0,10.0,2.0,3.0,4.0,14.0,18.0,6.0,24.0,3.0,4.0,2.0,7.0,4.0,7.0,,9.0,12.0,4.0,58.0,0.6153846153846154,0.6666666666666666,0.6829268292682927,0.875,0.6914893617021277,0.875,0.42857142857142855,0.5833333333333334,0.3,0.5,0.5625,0.35294117647058826,0.5,0.3333333333333333,0.5,0.8,0.3333333333333333,81.50943396226415,17.041666666666668,18.254901960784313,16.125,17.45098039215686,0.34146341463414637,0.8571428571428571,0.9230769230769231,0.12195121951219512,0.17073170731707318,0.2857142857142857,0.2857142857142857,0.5,1.0,0.7073170731707317,0.5578439024390244,0.478425,0.08888888888888889,0.13333333333333333,0.1076923076923077,7.338461538461539,2.0,12.0,15.0,,22.0,12.0,2.0,11.0,16.0,10.0,1.0,,37.0,3.0,2.0,1.0,1.0,1.0,2.0,,,1.0,,1.0,,0.6875,0.7333333333333333,0.36585365853658536,0.07692307692307693,0.07142857142857142,0.2,0.42857142857142855,0.2,0.5,0.5714285714285714,,0.8333333333333334,0.4,0.5,0.5,,0.2926829268292683,0.5,24.78666666666667,15.0,4.0,4.0,4.0,5.0,10.0,4.0,27.0,,25.0,14.0,0.5,0.7857142857142857,0.7941176470588235,0.2857142857142857,1.0,0.2857142857142857,0.51325,0.4153846153846154,0.3125,3.0,,8.0,1.0,1.0,4.0,8.0,1.0,1.0,4.0,5.0,15.0,8.0,5.0,5.0,,,2.0,1.0,0.625,0.5333333333333333,1.0,1.0,0.5333333333333333,,0.07317073170731707,0.6666666666666666,0.6666666666666666,0.625,0.25,1.0,1.0,,1.0,0.6666666666666666,,,,,,,1.0,,0.3333333333333333,,,,,9.0,1.0,1.0,,,,,1.0,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,1610612757,2012,2011-12,True
101109-200746-201581-202337-2037,1610612757,"Raymond Felton, LaMarcus Aldridge, JJ Hickson, Luke Babbitt, Jamal Crawford","Felton, Aldridge, Hickson, Babbitt, Crawford",101109-200746-201581-202337-2037,POR,284.0,2,5.0,-3.0,10.0,10.0,7.0,,20.0,3.0,5.0,,,,1.0,2.0,4.0,7.0,2.0,10.0,13.0,,,,4.0,,,,2.0,2.0,,2.0,1.0,,,1.0,2.0,3.0,,2.0,3.0,,10.0,0.5714285714285714,,0.5,,0.5,,1.0,0.6666666666666666,,,0.6666666666666666,,,,1.0,1.0,,101.40845070422534,10.4,18.0,10.4,17.3,0.625,0.6,0.6,,0.25,0.5,0.5,,,0.75,0.6131125,,,,,5.714285714285714,,,1.0,,4.0,,,2.0,2.0,1.0,,1.0,4.0,,2.0,1.0,1.0,1.0,,,,,,,,0.5,0.5,0.125,,,,,,,,,0.3333333333333333,,,,1.0,,,23.2,4.0,1.0,2.0,,1.0,3.0,,3.0,,3.0,4.0,0.3333333333333333,0.3333333333333333,0.375,0.6666666666666666,0.5,,0.5676333333333333,0.3,0.4,1.0,,,,,,,,,,1.0,,,,,,,2.0,1.0,,,,,,,0.125,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612757,2012,2011-12,True
101109-200746-201587-202083-202337,1610612757,"Raymond Felton, LaMarcus Aldridge, Nicolas Batum, Wesley Matthews, Luke Babbitt","Felton, Aldridge, Batum, Matthews, Babbitt",101109-200746-201587-202083-202337,POR,501.0,4,8.0,6.0,15.0,15.0,1.0,2.0,30.0,3.0,3.0,1.0,1.0,2.0,3.0,4.0,6.0,9.0,7.0,19.0,13.0,1.0,2.0,2.0,10.0,,,2.0,4.0,7.0,1.0,8.0,2.0,,1.0,2.0,2.0,3.0,,5.0,7.0,3.0,17.0,0.6666666666666666,0.5,0.5454545454545454,0.5,0.6785714285714286,0.5,1.0,0.6666666666666666,,1.0,0.75,0.2,,,1.0,0.5,1.0,86.22754491017965,16.666666666666668,16.733333333333334,15.8,16.466666666666665,0.2727272727272727,1.0,1.0,0.18181818181818182,0.36363636363636365,0.75,0.75,0.5,1.0,0.45454545454545453,0.5097227272727273,0.4598,0.23076923076923078,0.2727272727272727,0.10526315789473684,10.088888888888889,,2.0,2.0,,2.0,2.0,1.0,1.0,1.0,1.0,,,2.0,1.0,,,,1.0,,,1.0,1.0,1.0,1.0,1.0,0.16666666666666666,0.16666666666666666,0.18181818181818182,0.1111111111111111,,0.5,0.5,,0.5,,1.0,0.3333333333333333,,,,,0.18181818181818182,,24.75,9.0,,,1.0,2.0,4.0,1.0,8.0,,8.0,9.0,0.5,0.4,0.5714285714285714,,,0.2,0.40112,0.42105263157894735,0.6,,,,,,,,,,,4.0,,,,,,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612757,2012,2011-12,True
