EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,TotalPoss,ShortMidRangeFGM,ShortMidRangeFGA,FG2M,FG2A,Points,OpponentPoints,PtsAssisted2s,TwoPtAssists,Assists,ShortMidRangeAssists,AssistPoints,FirstChancePoints,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,EfgPct,TsPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,ShotQualityAvg,Avg2ptShotDistance,PenaltyOffPoss,SecondChanceOffPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGA,FG3M,FG3A,FtPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,ThreePtAssists,Arc3Assists,Corner3Assists,LongMidRangeAssists,OffThreePtRebounds,OffTwoPtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,Steals,BadPassSteals,LiveBallTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,StepOutOfBoundsTurnovers,Turnovers,FoulsDrawn,FTA,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,NonHeaveFg3Pct,SecondChanceFg2Pct,PenaltyFg2Pct,SecondChanceEfgPct,PenaltyEfgPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffLongMidRangeReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyArc3Frequency,AtRimFG3AFrequency,NonHeaveArc3Accuracy,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,SecondChancePointsPct,PenaltyPointsPct,Avg3ptShotDistance,PenaltyOffPossPct,Fg2aBlocked,DefThreePtRebounds,Travels,ShootingFouls,Fouls,Technical Free Throw Trips,DefensiveGoaltends,FG2APctBlocked,AtRimPctBlocked,DefThreePtReboundPct,DefArc3ReboundPct,PenaltyDefPoss,LostBallSteals,Charge Fouls,AtRimAssists,FTOffRebounds,LostBallTurnovers,PenaltyTurnovers,Loose Ball Fouls,Offensive Fouls,Offensive Fouls Drawn,TwoPtShootingFoulsDrawn,BlockedShortMidRange,NonShootingPenaltyNonTakeFouls,ShortMidRangePctBlocked,OffFTReboundPct,OffShortMidRangeReboundPct,DefCorner3ReboundPct,AtRimPctAssisted,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,PenaltyAtRimFGM,PenaltyAtRimFGA,PenaltyCorner3FGM,PenaltyCorner3FGA,PenaltyArc3FGM,PenaltyFG3M,Fg3aBlocked,SelfOReb,BlockingFoulsDrawn,BlockedLongMidRange,PenaltyFg3Pct,FG3APctBlocked,Arc3PctBlocked,OffArc3ReboundPct,SelfORebPct,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Accuracy,HeaveAttempts,BadPassOutOfBoundsTurnovers,SecondChanceFtPoints,2pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,SecondChanceCorner3FGM,SecondChanceCorner3FGA,LongMidRangePctBlocked,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceTurnovers,Charge Fouls Drawn,BlockingFouls,Loose Ball Fouls Drawn,OffensiveGoaltends,Defensive 3 Seconds Violations,SecondChanceCorner3PctAssisted,SecondChanceAtRimPctAssisted,Blocked3s,BlockedCorner3,Clear Path Fouls,BlockedArc3,3SecondViolations,3pt And 1 Free Throw Trips,Corner3PctBlocked,team_id,year,season,team_vs
1733-1889-201147-201163-201167,1610612743,"Al Harrington, Andre Miller, Corey Brewer, Wilson Chandler, Arron Afflalo","Harrington, Miller, Brewer, Chandler, Afflalo",1733-1889-201147-201163-201167,DEN,56.0,1,1.0,-1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,3.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,51.42857142857143,33.0,23.0,33.0,23.0,1.0,1.0,1.0,1.0,0.3786,5.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612743,2012,2011-12,True
1733-1889-201147-201163-201580,1610612743,"Al Harrington, Andre Miller, Corey Brewer, Wilson Chandler, JaVale McGee","Harrington, Miller, Brewer, Chandler, McGee",1733-1889-201147-201163-201580,DEN,552.0,3,9.0,9.0,23.0,21.0,44.0,1.0,2.0,5.0,12.0,27.0,18.0,2.0,1.0,5.0,,14.0,22.0,0.2,0.25,0.4166666666666667,0.5434782608695652,0.5625,114.78260869565219,12.478260869565217,12.619047619047619,11.521739130434783,12.0,0.08695652173913043,0.5,0.5,,0.548254347826087,7.1499999999999995,3.0,4.0,2.0,7.0,1.0,4.0,2.0,3.0,1.0,4.0,4.0,7.0,1.0,1.0,1.0,5.0,11.0,2.0,1.0,4.0,1.0,1.0,5.0,1.0,1.0,1.0,2.0,4.0,8.0,12.0,3.0,2.0,7.0,4.0,4.0,3.0,1.0,1.0,1.0,3.0,8.0,1.0,9.0,4.0,13.0,3.0,3.0,1.0,1.0,2.0,1.0,1.0,3.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,4.0,3.0,1.0,0.8,0.45454545454545453,1.0,0.45454545454545453,0.25,1.0,0.5,0.5,0.5,0.6666666666666666,0.4782608695652174,0.3333333333333333,1.0,0.8888888888888888,0.42857142857142855,0.16666666666666666,0.8,0.3076923076923077,0.4,1.0,0.3333333333333333,1.0,1.0,0.5,1.0,0.30434782608695654,0.2857142857142857,0.2857142857142857,0.13043478260869565,0.6666666666666666,0.6666666666666666,0.5,0.17391304347826086,0.25,0.25,1.0,0.30434782608695654,0.5714285714285714,0.5714285714285714,0.75,0.8,0.25,0.2,1.0,1.0,0.5,0.782608695652174,0.5714285714285714,0.5761,0.482325,0.18518518518518517,0.14814814814814814,24.39090909090909,0.13043478260869565,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612743,2012,2011-12,True
1733-1889-201147-201163-201585,1610612743,"Al Harrington, Andre Miller, Corey Brewer, Wilson Chandler, Kosta Koufos","Harrington, Miller, Brewer, Chandler, Koufos",1733-1889-201147-201163-201585,DEN,228.0,1,4.0,2.0,9.0,8.0,17.0,,,1.0,5.0,11.0,9.0,2.0,1.0,4.0,,11.0,11.0,1.0,1.0,0.2,0.6875,0.6875,107.36842105263159,13.88888888888889,12.875,13.88888888888889,12.625,,,,,0.51158125,13.66,1.0,,,1.0,,,1.0,4.0,2.0,2.0,1.0,1.0,,,,3.0,3.0,,,,,,,,1.0,,,,,9.0,,,1.0,1.0,3.0,1.0,2.0,1.0,,,2.0,,3.0,,3.0,,,,,1.0,,,1.0,1.0,1.0,,,,,,,1.0,,1.0,1.0,,1.0,,,,,,,0.375,,,0.6666666666666666,,,0.75,,,,,0.5,,1.0,,0.125,,,0.5,0.25,0.25,1.0,0.25,1.0,1.0,1.0,0.125,1.0,1.0,1.0,,,,,,,0.5,1.0,,0.3401,,,24.46666666666667,0.1111111111111111,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.2,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612743,2012,2011-12,True
1733-1889-201147-201163-202702,1610612743,"Al Harrington, Andre Miller, Corey Brewer, Wilson Chandler, Kenneth Faried","Harrington, Miller, Brewer, Chandler, Faried",1733-1889-201147-201163-202702,DEN,118.0,1,2.0,2.0,3.0,4.0,7.0,2.0,2.0,2.0,3.0,4.0,2.0,,,,,,4.0,,,0.6666666666666666,0.6666666666666666,0.6666666666666666,85.42372881355932,20.666666666666668,14.0,20.666666666666668,14.0,0.6666666666666666,1.0,1.0,,0.4090666666666667,15.200000000000001,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,3.0,,3.0,,3.0,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,,,,,1.0,1.0,,,,,,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612743,2012,2011-12,True
1733-1889-201147-201164-201167,1610612743,"Al Harrington, Andre Miller, Corey Brewer, Rudy Fernandez, Arron Afflalo","Harrington, Miller, Brewer, Fernandez, Afflalo",1733-1889-201147-201164-201167,DEN,78.0,1,1.0,1.0,4.0,3.0,7.0,,,,1.0,3.0,2.0,,,1.0,,3.0,3.0,,,,0.5,0.5,129.23076923076923,7.25,16.333333333333332,7.25,16.333333333333332,,,,,0.43215000000000003,14.0,,,,,,,,1.0,1.0,1.0,,1.0,,,,1.0,2.0,,,,,,,,,,,,,3.0,,,1.0,,1.0,,1.0,,,,,,,,,1.0,,,,1.0,,,1.0,,,,,,,,,,,1.0,0.5,,0.5,,,,,,,0.6666666666666666,,,,,,,,,,,,,,,,,,0.3333333333333333,,,,0.3333333333333333,1.0,1.0,1.0,0.3333333333333333,,,,,,,,,,0.6666666666666666,,,,,,25.95,,,,,,1.0,,,,,,,3.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612743,2012,2011-12,True
1733-1889-201147-201164-201568,1610612743,"Al Harrington, Andre Miller, Corey Brewer, Rudy Fernandez, Danilo Gallinari","Harrington, Miller, Brewer, Fernandez, Gallinari",1733-1889-201147-201164-201568,DEN,813.0,5,14.0,2.0,24.0,26.0,50.0,2.0,4.0,8.0,13.0,27.0,25.0,8.0,4.0,7.0,1.0,17.0,25.0,0.5,0.5714285714285714,0.6153846153846154,0.6578947368421053,0.65,88.56088560885608,18.083333333333332,14.576923076923077,17.75,13.26923076923077,0.21052631578947367,0.5,0.6666666666666666,0.5,0.513257894736842,7.93076923076923,5.0,2.0,4.0,6.0,1.0,1.0,2.0,3.0,2.0,3.0,1.0,3.0,,1.0,1.0,3.0,6.0,2.0,1.0,1.0,,1.0,2.0,2.0,2.0,1.0,,4.0,8.0,9.0,,2.0,3.0,1.0,3.0,1.0,2.0,,,1.0,1.0,,6.0,2.0,8.0,6.0,2.0,2.0,1.0,3.0,1.0,,5.0,4.0,3.0,,1.0,,1.0,1.0,4.0,5.0,,1.0,0.5,,0.5,1.0,1.0,0.5,0.6666666666666666,0.5,0.6666666666666666,0.3157894736842105,0.4,,0.3333333333333333,0.2,,0.6,0.125,,,,,0.5,,1.0,0.3157894736842105,0.6666666666666666,0.8,0.15789473684210525,0.6666666666666666,0.6666666666666666,,0.15789473684210525,0.6666666666666666,0.6666666666666666,1.0,0.15789473684210525,0.3333333333333333,0.3333333333333333,1.0,0.5,1.0,0.5,,,0.3333333333333333,0.631578947368421,0.3333333333333333,0.5753,0.3981166666666667,0.07407407407407407,0.14814814814814814,23.45,0.20833333333333334,2.0,5.0,,2.0,6.0,1.0,,0.15384615384615385,0.16666666666666666,0.7142857142857143,0.75,8.0,4.0,,3.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.25,0.5,0.5,0.6666666666666666,0.75,0.05,0.07142857142857142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612743,2012,2011-12,True
1733-1889-201147-201164-201585,1610612743,"Al Harrington, Andre Miller, Corey Brewer, Rudy Fernandez, Kosta Koufos","Harrington, Miller, Brewer, Fernandez, Koufos",1733-1889-201147-201164-201585,DEN,1900.0,7,32.0,8.0,62.0,59.0,121.0,4.0,6.0,19.0,39.0,67.0,59.0,16.0,8.0,13.0,,31.0,63.0,0.42105263157894735,0.4444444444444444,0.48717948717948717,0.5,0.5241935483870968,91.70526315789473,17.06451612903226,14.271186440677965,16.29032258064516,13.88135593220339,0.10714285714285714,0.6666666666666666,0.6666666666666666,,0.5151645454545455,10.143589743589745,14.0,4.0,8.0,17.0,1.0,6.0,7.0,16.0,2.0,4.0,4.0,13.0,,,3.0,6.0,17.0,11.0,2.0,8.0,,,4.0,3.0,13.0,4.0,,12.0,22.0,15.0,3.0,2.0,13.0,4.0,5.0,3.0,2.0,3.0,2.0,7.0,7.0,1.0,15.0,9.0,24.0,8.0,5.0,5.0,3.0,4.0,2.0,,9.0,12.0,14.0,,6.0,4.0,6.0,1.0,12.0,14.0,,0.8333333333333334,0.35294117647058826,,0.35294117647058826,0.25,0.23076923076923078,0.25,0.35294117647058826,0.25,0.35294117647058826,0.30357142857142855,0.5555555555555556,0.5,0.5,0.3684210526315789,0.2,0.6666666666666666,0.3103448275862069,0.5555555555555556,0.25,,0.42857142857142855,0.6,0.5,0.16666666666666666,0.30357142857142855,0.47058823529411764,0.5,0.2857142857142857,0.4375,0.4375,0.42857142857142855,0.07142857142857142,0.5,0.5,1.0,0.23214285714285715,0.3076923076923077,0.3333333333333333,0.75,0.75,0.16666666666666666,,,,0.17647058823529413,0.6071428571428571,0.3076923076923077,0.5362666666666667,0.516265625,0.05970149253731343,0.1791044776119403,25.629411764705882,0.22580645161290322,1.0,7.0,,10.0,13.0,2.0,,0.02564102564102564,0.058823529411764705,1.0,1.0,17.0,3.0,,5.0,,2.0,1.0,,1.0,,6.0,1.0,,,,,1.0,0.625,0.0967741935483871,0.13333333333333333,1.0,6.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.5,0.058823529411764705,0.07692307692307693,0.25,0.037037037037037035,0.35294117647058826,0.16666666666666666,0.058823529411764705,1.0,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612743,2012,2011-12,True
1733-1889-201147-201164-201951,1610612743,"Al Harrington, Andre Miller, Corey Brewer, Rudy Fernandez, Ty Lawson","Harrington, Miller, Brewer, Fernandez, Lawson",1733-1889-201147-201164-201951,DEN,167.0,2,3.0,2.0,6.0,5.0,11.0,,,2.0,2.0,6.0,4.0,2.0,1.0,1.0,,2.0,4.0,0.5,1.0,1.0,0.6666666666666666,0.75,94.8502994011976,14.5,16.0,14.166666666666666,16.0,,,,,0.48065,2.4,1.0,1.0,2.0,2.0,1.0,1.0,,,,,,1.0,,,1.0,,1.0,2.0,1.0,1.0,,,2.0,1.0,1.0,1.0,,2.0,2.0,,,2.0,,,,,,,,,1.0,,2.0,1.0,3.0,,,2.0,2.0,1.0,,,3.0,2.0,2.0,,,,,,2.0,1.0,,,,,,1.0,1.0,1.0,0.5,1.0,0.5,0.3333333333333333,0.6666666666666666,,1.0,,,1.0,,,,,1.0,,,,0.6666666666666666,1.0,1.0,,,,,,,,,0.3333333333333333,,,,1.0,1.0,,,,0.5,1.0,,0.2928,0.2928,0.3333333333333333,0.3333333333333333,54.4,0.16666666666666666,,1.0,,,,,,,,1.0,1.0,1.0,,,1.0,1.0,,,,,1.0,1.0,,,,1.0,,,0.5,0.25,0.3333333333333333,1.0,1.0,,,,,,,,,,,,,,0.5,1.0,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1610612743,2012,2011-12,True
1733-1889-201147-201164-202389,1610612743,"Al Harrington, Andre Miller, Corey Brewer, Rudy Fernandez, Timofey Mozgov","Harrington, Miller, Brewer, Fernandez, Mozgov",1733-1889-201147-201164-202389,DEN,390.0,3,6.0,-8.0,15.0,15.0,30.0,2.0,2.0,5.0,8.0,15.0,23.0,4.0,2.0,3.0,1.0,7.0,13.0,0.4,0.4,0.625,0.5416666666666666,0.5769230769230769,110.76923076923077,12.8,13.2,11.933333333333334,13.133333333333333,0.16666666666666666,1.0,1.0,0.5,0.4695125,13.8625,12.0,2.0,,1.0,,1.0,3.0,5.0,,1.0,1.0,3.0,,,3.0,1.0,4.0,2.0,,1.0,,,2.0,3.0,6.0,4.0,,9.0,6.0,3.0,,,3.0,1.0,1.0,1.0,,1.0,,,1.0,,2.0,,2.0,1.0,1.0,1.0,,1.0,,,2.0,1.0,2.0,,1.0,,1.0,,9.0,12.0,,1.0,0.25,,0.25,,0.5,,0.45,0.5,0.45,0.3333333333333333,0.5,,0.5,,,0.6666666666666666,,,,,,,1.0,,0.08333333333333333,,,0.4166666666666667,0.6,0.6,0.3333333333333333,0.08333333333333333,,,,0.25,0.3333333333333333,0.3333333333333333,1.0,1.0,,,,,0.3,0.4166666666666667,0.3333333333333333,0.4831,0.476945,0.13333333333333333,0.6,24.8,0.8,,1.0,,2.0,4.0,,1.0,,,1.0,1.0,9.0,,,,,1.0,2.0,,,,1.0,1.0,,,,,,,0.07692307692307693,0.1111111111111111,,1.0,,1.0,1.0,1.0,,,,,0.25,,,,,0.1,,0.1,,0.3333333333333333,,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,1610612743,2012,2011-12,True
1733-1889-201147-201164-202702,1610612743,"Al Harrington, Andre Miller, Corey Brewer, Rudy Fernandez, Kenneth Faried","Harrington, Miller, Brewer, Fernandez, Faried",1733-1889-201147-201164-202702,DEN,363.0,2,6.0,9.0,13.0,13.0,26.0,1.0,1.0,6.0,10.0,19.0,10.0,8.0,4.0,5.0,,11.0,19.0,0.6666666666666666,0.6666666666666666,0.6,0.5769230769230769,0.6428571428571429,103.14049586776859,14.0,13.923076923076923,13.615384615384615,12.384615384615385,0.07692307692307693,1.0,1.0,,0.5480846153846154,7.390000000000001,,1.0,5.0,6.0,,,,3.0,,1.0,1.0,2.0,,,,1.0,3.0,4.0,,1.0,,,,,,,,,4.0,3.0,,,2.0,1.0,1.0,1.0,,,1.0,,5.0,,5.0,1.0,6.0,3.0,1.0,1.0,1.0,,,,1.0,2.0,5.0,,,,,,,,,1.0,0.3333333333333333,,0.3333333333333333,,,,,,,0.23076923076923078,1.0,,0.625,,0.5,0.5555555555555556,0.16666666666666666,,,,0.6666666666666666,,1.0,,0.46153846153846156,0.8333333333333334,1.0,0.23076923076923078,,,,0.07692307692307693,,,,0.15384615384615385,0.5,0.5,1.0,,,,,,,0.6923076923076923,0.5,,,,,25.53333333333333,,1.0,,,2.0,5.0,1.0,,0.1,0.16666666666666666,,,3.0,2.0,,4.0,,,,1.0,,,1.0,,1.0,,,,,0.8,0.14285714285714285,0.1,,,,,,,,,,,,,,1.0,,,,,,,,,,1.0,1.0,0.25,,,,,,,,,,,,,,,,,,,,,1610612743,2012,2011-12,True
