EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,TotalPoss,AtRimFGM,AtRimFGA,ShortMidRangeFGA,FG2M,FG2A,Points,OpponentPoints,PtsUnassisted2s,DefThreePtRebounds,DefRebounds,Rebounds,ShootingFouls,Fouls,Blocked2s,BlockedLongMidRange,Blocks,FirstChancePoints,Fg2Pct,EfgPct,TsPct,DefThreePtReboundPct,DefFGReboundPct,DefArc3ReboundPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,ShortMidRangeFrequency,AtRimFG3AFrequency,ShotQualityAvg,Avg2ptShotDistance,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGA,Arc3FGA,SecondChanceArc3FGA,FG3M,FG3A,FtPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsAssisted3s,PtsPutbacks,NonHeaveArc3FGA,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefTwoPtRebounds,FTDefRebounds,OffRebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Travels,Turnovers,PenaltyTurnovers,Loose Ball Fouls,Offensive Fouls,FoulsDrawn,Loose Ball Fouls Drawn,Offensive Fouls Drawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,ThreePtShootingFoulsDrawn,NonShootingFoulsDrawn,BlockedAtRim,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,SecondChanceFg2Pct,PenaltyFg2Pct,SecondChanceEfgPct,PenaltyEfgPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,OffThreePtReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimPctAssisted,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceCorner3Frequency,SecondChanceArc3Frequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,ThreePtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg3ptShotDistance,PenaltyOffPossPct,Arc3FGM,PenaltyArc3FGM,PenaltyArc3FGA,SecondChanceFtPoints,PenaltyFG3M,PenaltyFG3A,PtsUnassisted3s,NonHeaveArc3FGM,Arc3Assists,FTOffRebounds,SecondChanceTurnovers,BlockingFouls,BlockedShortMidRange,PenaltyFg3Pct,OffFTReboundPct,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,PenaltyArc3Frequency,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,PenaltyCorner3FGA,SecondChanceArc3FGM,SecondChanceFG3M,SecondChanceFg3Pct,SecondChanceAtRimPctAssisted,SecondChanceArc3Accuracy,PenaltyCorner3Frequency,Technical Free Throw Trips,SecondChanceCorner3FGM,Defensive 3 Seconds Violations,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,StepOutOfBoundsTurnovers,3SecondViolations,LongMidRangePctBlocked,SecondChanceArc3PctAssisted,Charge Fouls Drawn,BlockingFoulsDrawn,PenaltyCorner3FGM,PenaltyCorner3Accuracy,HeaveMakes,HeaveAttempts,Charge Fouls,Fg3aBlocked,FG3APctBlocked,Arc3PctBlocked,OffensiveGoaltends,DefensiveGoaltends,Corner3PctBlocked,Blocked3s,BlockedCorner3,BlockedArc3,Clear Path Fouls,3pt And 1 Free Throw Trips,team_id,year,season,team_vs
101106-101141-1536-201943-202699,1610612749,"Andrew Bogut, Ersan Ilyasova, Stephen Jackson, Brandon Jennings, Tobias Harris","Bogut, Ilyasova, Jackson, Jennings, Harris",101106-101141-1536-201943-202699,MIL,75.0,1,1.0,1.0,2.0,2.0,4.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,0.5,0.5,1.0,0.5,1.0,76.8,21.5,16.0,21.5,16.0,0.5,1.0,1.0,0.5,0.5,0.38855,3.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612749,2012,2011-12,False
101106-101141-1536-201943-2399,1610612749,"Andrew Bogut, Ersan Ilyasova, Stephen Jackson, Brandon Jennings, Mike Dunleavy","Bogut, Ilyasova, Jackson, Jennings, Dunleavy",101106-101141-1536-201943-2399,MIL,2623.0,4,44.0,10.0,89.0,87.0,176.0,15.0,24.0,20.0,32.0,58.0,86.0,76.0,24.0,8.0,35.0,45.0,10.0,19.0,4.0,1.0,4.0,78.0,0.5517241379310345,0.45454545454545453,0.5058823529411764,1.0,0.6956521739130435,1.0,96.62218833396874,14.640449438202246,15.172413793103448,13.98876404494382,14.528735632183908,0.3116883116883117,0.625,0.6818181818181818,0.2597402597402597,0.5584415584415584,0.5201603896103896,8.048275862068966,5.0,12.0,7.0,3.0,5.0,2.0,2.0,8.0,9.0,14.0,2.0,5.0,1.0,14.0,1.0,2.0,19.0,16.0,4.0,8.0,2.0,8.0,4.0,4.0,2.0,10.0,40.0,6.0,4.0,14.0,3.0,20.0,2.0,22.0,2.0,9.0,5.0,6.0,46.0,3.0,7.0,24.0,3.0,10.0,3.0,10.0,5.0,5.0,9.0,2.0,8.0,6.0,1.0,1.0,1.0,15.0,1.0,1.0,2.0,20.0,2.0,2.0,20.0,2.0,7.0,2.0,1.0,3.0,3.0,10.0,5.0,2.0,1.0,0.625,0.6666666666666666,1.0,0.10526315789473684,0.10526315789473684,0.5,1.0,0.4,1.0,0.4,1.0,0.24675324675324675,0.05172413793103448,0.08333333333333333,0.05,0.6,1.0,0.631578947368421,0.2692307692307692,0.17647058823529413,0.23255813953488372,0.3333333333333333,0.25,0.2,0.14285714285714285,0.3333333333333333,0.625,0.6363636363636364,0.631578947368421,1.0,0.075,0.75,0.6,0.4,0.42105263157894735,0.625,0.18181818181818182,0.6428571428571429,0.6428571428571429,0.6666666666666666,0.06493506493506493,0.4,0.4,1.0,0.18181818181818182,0.5,0.6,0.1,0.1,0.5,1.0,0.5762,0.6214,0.10714285714285714,0.1111111111111111,0.09523809523809523,0.09302325581395349,0.11627906976744186,25.26842105263158,0.056179775280898875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612749,2012,2011-12,False
101106-101141-1536-201943-2568,1610612749,"Andrew Bogut, Ersan Ilyasova, Stephen Jackson, Brandon Jennings, Carlos Delfino","Bogut, Ilyasova, Jackson, Jennings, Delfino",101106-101141-1536-201943-2568,MIL,2187.0,5,36.0,7.0,72.0,68.0,140.0,14.0,18.0,15.0,23.0,47.0,79.0,72.0,20.0,5.0,21.0,27.0,5.0,12.0,5.0,1.0,5.0,75.0,0.48936170212765956,0.5491803278688525,0.5895522388059702,0.8333333333333334,0.6666666666666666,0.75,92.18106995884773,15.26388888888889,16.0,14.875,15.294117647058824,0.29508196721311475,0.7777777777777778,0.875,0.2459016393442623,0.5245901639344263,0.5068991803278688,8.75531914893617,7.0,19.0,5.0,1.0,1.0,,,5.0,4.0,14.0,2.0,2.0,,12.0,,7.0,14.0,12.0,1.0,3.0,,4.0,1.0,1.0,2.0,10.0,26.0,12.0,2.0,12.0,3.0,13.0,4.0,17.0,2.0,8.0,1.0,4.0,38.0,1.0,4.0,15.0,1.0,6.0,1.0,6.0,3.0,3.0,5.0,3.0,4.0,6.0,,1.0,1.0,11.0,3.0,2.0,2.0,12.0,,2.0,14.0,2.0,8.0,,,3.0,2.0,10.0,7.0,1.0,,0.5652173913043478,0.5909090909090909,0.5714285714285714,0.5,0.5,0.3333333333333333,1.0,0.3333333333333333,1.3333333333333333,0.5,1.25,0.22950819672131148,0.06382978723404255,0.1111111111111111,0.06666666666666667,0.45454545454545453,1.0,0.625,0.16666666666666666,0.14285714285714285,0.16129032258064516,0.75,0.1,,0.14285714285714285,,0.5833333333333334,0.5,0.75,1.0,0.03571428571428571,0.4,0.5714285714285714,0.3333333333333333,0.35714285714285715,0.2,0.22950819672131148,0.2857142857142857,0.2857142857142857,1.0,0.03278688524590164,1.0,1.0,1.0,0.19672131147540983,0.3333333333333333,1.0,,,,,0.5054666666666666,0.4157666666666667,0.11940298507462686,0.1509433962264151,,0.05063291139240506,0.12658227848101267,25.642857142857142,0.09722222222222222,5.0,2.0,2.0,2.0,2.0,2.0,9.0,5.0,2.0,1.0,1.0,2.0,1.0,1.0,0.5,0.4166666666666667,0.4166666666666667,0.4,0.6666666666666666,1.0,0.4166666666666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612749,2012,2011-12,False
101106-101141-1536-201943-2733,1610612749,"Andrew Bogut, Ersan Ilyasova, Stephen Jackson, Brandon Jennings, Shaun Livingston","Bogut, Ilyasova, Jackson, Jennings, Livingston",101106-101141-1536-201943-2733,MIL,325.0,2,5.0,-13.0,9.0,10.0,19.0,1.0,2.0,1.0,1.0,4.0,6.0,19.0,,,,,,3.0,1.0,,1.0,6.0,0.25,0.2,0.42857142857142855,,,,84.18461538461538,16.88888888888889,17.3,14.88888888888889,16.3,0.4,0.5,0.5,0.2,0.6,0.56036,7.55,4.0,10.0,1.0,,,,,,,1.0,,1.0,,,,,1.0,4.0,,1.0,,,,1.0,4.0,4.0,2.0,,,,,1.0,,1.0,,1.0,,,2.0,,,,,,,,,,,1.0,,2.0,1.0,,,2.0,1.0,,,2.0,,,4.0,,1.0,,1.0,1.0,,4.0,4.0,3.0,,1.0,1.0,,,,,,,,,0.6666666666666666,0.2,,,,,,,,,,,,,,,,,,,,,1.0,,,,0.2,,,,0.2,,,,,,,,,,,0.4064,0.398,0.16666666666666666,0.2,,,0.6666666666666666,24.1,0.4444444444444444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612749,2012,2011-12,False
101106-101141-1536-201943-2757,1610612749,"Andrew Bogut, Ersan Ilyasova, Stephen Jackson, Brandon Jennings, Beno Udrih","Bogut, Ilyasova, Jackson, Jennings, Udrih",101106-101141-1536-201943-2757,MIL,102.0,1,2.0,-4.0,3.0,4.0,7.0,1.0,1.0,,1.0,2.0,2.0,6.0,2.0,,1.0,2.0,1.0,1.0,,,,,0.5,0.3333333333333333,0.3333333333333333,,1.0,,98.82352941176471,16.666666666666668,13.0,16.333333333333332,13.0,0.3333333333333333,1.0,1.0,,0.6666666666666666,0.5651499999999999,9.75,,2.0,1.0,1.0,1.0,,,,,1.0,,1.0,,,,,1.0,,1.0,1.0,,2.0,,,,,,,2.0,,,,,,,,,,,1.0,,1.0,,1.0,,,,,,,,1.0,,,1.0,1.0,,,,1.0,1.0,,,,,,,,,,,,,,,,,,1.0,,1.0,,1.0,,0.3333333333333333,,,,,,1.0,,1.0,0.5,,,,,1.0,1.0,,,,,,,,,,0.3333333333333333,,,,0.3333333333333333,,,,,1.0,1.0,,,,,,,,,,1.0,,24.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612749,2012,2011-12,False
101106-101141-1536-202699-2733,1610612749,"Andrew Bogut, Ersan Ilyasova, Stephen Jackson, Tobias Harris, Shaun Livingston","Bogut, Ilyasova, Jackson, Harris, Livingston",101106-101141-1536-202699-2733,MIL,62.0,1,1.0,1.0,1.0,2.0,3.0,,,,,,3.0,2.0,,1.0,1.0,1.0,,,,,,3.0,,1.5,1.5,1.0,1.0,1.0,69.6774193548387,29.0,16.5,29.0,16.5,,,,,1.0,0.53835,,,,,,,,,,,,1.0,1.0,,,,1.0,1.0,,,,,,,,,,,3.0,,,,,1.0,1.0,1.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,23.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612749,2012,2011-12,False
101106-101141-1536-202699-2757,1610612749,"Andrew Bogut, Ersan Ilyasova, Stephen Jackson, Tobias Harris, Beno Udrih","Bogut, Ilyasova, Jackson, Harris, Udrih",101106-101141-1536-202699-2757,MIL,470.0,1,8.0,-3.0,16.0,15.0,31.0,5.0,8.0,,7.0,12.0,17.0,20.0,6.0,2.0,6.0,8.0,,2.0,3.0,,3.0,15.0,0.5833333333333334,0.5384615384615384,0.5666666666666667,1.0,1.0,1.0,94.97872340425532,15.375,14.933333333333334,14.6875,14.933333333333334,0.6153846153846154,0.625,0.8333333333333334,,0.6923076923076923,0.5452192307692308,6.958333333333333,3.0,2.0,2.0,,,,1.0,,2.0,4.0,,,,1.0,,,1.0,3.0,1.0,1.0,,2.0,1.0,3.0,,2.0,8.0,,2.0,1.0,2.0,4.0,,4.0,,3.0,,1.0,8.0,,2.0,4.0,,2.0,,1.0,,1.0,3.0,,,,,3.0,,3.0,1.0,,,3.0,,,5.0,1.0,3.0,,,2.0,3.0,2.0,3.0,,,0.5714285714285714,0.6666666666666666,,,,1.0,0.3333333333333333,1.0,0.3333333333333333,1.0,0.3333333333333333,0.07692307692307693,0.16666666666666666,0.25,,1.0,,1.0,0.4,,0.3333333333333333,0.3333333333333333,,0.5,,,1.0,1.0,,1.0,,1.0,0.6,,,,0.3076923076923077,0.5,0.5,0.5,,,,,0.07692307692307693,,,,,0.3333333333333333,,0.4548,0.41683333333333333,0.2,0.21428571428571427,,0.11764705882352941,0.11764705882352941,25.5,0.1875,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612749,2012,2011-12,False
101106-101141-1536-2399-2757,1610612749,"Andrew Bogut, Ersan Ilyasova, Stephen Jackson, Mike Dunleavy, Beno Udrih","Bogut, Ilyasova, Jackson, Dunleavy, Udrih",101106-101141-1536-2399-2757,MIL,74.0,1,1.0,6.0,3.0,3.0,6.0,,,,1.0,1.0,6.0,,,1.0,2.0,2.0,,,,,,6.0,1.0,1.25,1.0,1.0,1.0,1.0,116.75675675675676,10.333333333333334,14.333333333333334,10.333333333333334,14.333333333333334,,,,,0.5,0.4909,17.1,3.0,,,,,,,,1.0,1.0,,,,1.0,,1.0,1.0,1.0,,,,,1.0,1.0,1.0,6.0,2.0,,,1.0,,1.0,,1.0,,,,1.0,2.0,,,1.0,,,,,,,,,,,,,,,,,,3.0,,1.0,2.0,,1.0,,,,,6.0,3.0,,,1.0,1.0,,1.0,1.0,,1.0,,1.25,,1.0,0.5,,,,,,1.0,,,,,,,,,1.0,,,,,,,,,,0.5,1.0,1.0,1.0,,,,,0.5,,,,,,,,0.4909,0.3333333333333333,0.5,,,1.0,25.3,1.0,1.0,1.0,1.0,,1.0,1.0,3.0,1.0,,,,,,1.0,,1.0,1.0,,0.5,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612749,2012,2011-12,False
101106-101141-1536-2733-2757,1610612749,"Andrew Bogut, Ersan Ilyasova, Stephen Jackson, Shaun Livingston, Beno Udrih","Bogut, Ilyasova, Jackson, Livingston, Udrih",101106-101141-1536-2733-2757,MIL,145.0,2,2.0,1.0,5.0,4.0,9.0,1.0,1.0,3.0,3.0,5.0,6.0,5.0,2.0,,1.0,2.0,,1.0,,,,4.0,0.6,0.5,0.5,,1.0,,89.37931034482759,14.0,18.75,13.6,18.75,0.16666666666666666,1.0,1.0,0.5,0.3333333333333333,0.41312499999999996,8.78,1.0,,1.0,1.0,1.0,,,1.0,1.0,1.0,,,,1.0,,,1.0,,1.0,1.0,,2.0,,,,,4.0,,2.0,1.0,,2.0,,2.0,,,1.0,1.0,4.0,,1.0,1.0,,1.0,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,1.0,,,0.6666666666666666,1.0,,,,1.0,,1.0,,1.0,,0.16666666666666666,,,,,,1.0,0.5,,0.5,,0.5,,,,,1.0,,,,,,0.3333333333333333,0.3333333333333333,1.0,0.16666666666666666,1.0,1.0,1.0,,,,,0.16666666666666666,1.0,1.0,,,,,0.6062,0.29925,,,,0.3333333333333333,,26.3,0.2,,,1.0,,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612749,2012,2011-12,False
101106-101141-201601-201943-2733,1610612749,"Andrew Bogut, Ersan Ilyasova, Luc Mbah a Moute, Brandon Jennings, Shaun Livingston","Bogut, Ilyasova, Mbah a Moute, Jennings, Livingston",101106-101141-201601-201943-2733,MIL,447.0,2,7.0,4.0,15.0,18.0,33.0,2.0,2.0,5.0,6.0,10.0,20.0,16.0,4.0,2.0,8.0,11.0,1.0,7.0,,,,15.0,0.6,0.5769230769230769,0.6666666666666666,0.6666666666666666,0.8571428571428571,0.6666666666666666,106.30872483221476,14.466666666666667,12.777777777777779,13.533333333333333,12.277777777777779,0.15384615384615385,1.0,1.0,0.38461538461538464,0.38461538461538464,0.47786153846153845,9.86,12.0,13.0,3.0,1.0,1.0,2.0,2.0,2.0,2.0,3.0,,1.0,,2.0,2.0,1.0,3.0,5.0,1.0,1.0,2.0,5.0,4.0,6.0,5.0,16.0,8.0,,,2.0,1.0,4.0,,4.0,,2.0,2.0,,8.0,,3.0,4.0,2.0,3.0,,2.0,,2.0,2.0,,1.0,1.0,,1.0,,3.0,3.0,,1.0,4.0,1.0,,5.0,1.0,2.0,,1.0,,,16.0,12.0,4.0,1.0,0.6666666666666666,0.6666666666666666,,0.3333333333333333,0.3333333333333333,1.0,0.6666666666666666,0.8333333333333334,0.6875,0.8333333333333334,0.8,0.23076923076923078,0.1,,0.2,0.6666666666666666,1.0,1.0,0.75,,0.5,,0.6666666666666666,1.0,,,,1.0,1.0,,,,1.0,0.4,0.5,1.0,0.23076923076923078,0.6666666666666666,0.6666666666666666,,0.07692307692307693,,,,0.15384615384615385,0.3333333333333333,1.0,,0.6666666666666666,0.25,1.0,0.63295,0.51323125,0.14285714285714285,0.18181818181818182,,0.25,0.8,24.96666666666667,0.8,1.0,1.0,1.0,,1.0,2.0,3.0,1.0,,,,,,0.5,,0.5,0.5,,0.125,1.0,0.5,1.0,1.0,1.0,0.5,1.0,0.5,0.125,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612749,2012,2011-12,False
