EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Arc3FGM,Arc3FGA,FG2M,FG2A,FG3M,FG3A,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,LongMidRangeAssists,AssistPoints,OffTwoPtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallTurnovers,StepOutOfBoundsTurnovers,Turnovers,SecondChanceTurnovers,ShootingFouls,Fouls,FoulsDrawn,Blocked2s,BlockedShortMidRange,Blocks,RecoveredBlocks,FirstChancePoints,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,EfgPct,SecondChanceEfgPct,TsPct,SecondChanceTsPct,FG3APct,LiveBallTurnoverPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefFGReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,SelfORebPct,Pace,BlocksRecoveredPct,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,SecondChancePointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPoss,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,Corner3FGA,PenaltyCorner3FGA,PenaltyArc3FGA,FtPoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsUnassisted3s,Fg2aBlocked,ShortMidRangeAssists,DefThreePtRebounds,BadPassOutOfBoundsTurnovers,LostBallOutOfBoundsTurnovers,PenaltyTurnovers,Charge Fouls,Loose Ball Fouls,Loose Ball Fouls Drawn,BlockingFoulsDrawn,FTA,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,BlockedAtRim,Defensive 3 Seconds Violations,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,PenaltyFg2Pct,PenaltyEfgPct,PenaltyTsPct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,DefThreePtReboundPct,OffAtRimReboundPct,DefAtRimReboundPct,DefArc3ReboundPct,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,Corner3Frequency,SecondChanceAtRimFrequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyArc3Frequency,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,PenaltyPointsPct,PenaltyOffPossPct,Corner3FGM,Corner3Assists,FTDefRebounds,DefFTReboundPct,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceAtRimFGM,SecondChanceArc3FGA,PenaltyArc3FGM,SecondChanceFG3A,PenaltyFG3M,OffThreePtRebounds,Offensive Fouls Drawn,ThreePtShootingFoulsDrawn,BlockedLongMidRange,PenaltyFg3Pct,OffThreePtReboundPct,OffArc3ReboundPct,SecondChanceAtRimAccuracy,SecondChanceArc3Frequency,PenaltyArc3Accuracy,ThreePtShootingFoulsDrawnPct,DefCorner3ReboundPct,SecondChanceCorner3FGM,SecondChanceCorner3FGA,SecondChanceFG3M,Offensive Fouls,Blocked3s,BlockedCorner3,3SecondViolations,SecondChanceFg3Pct,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,PtsPutbacks,SecondChanceArc3FGM,Charge Fouls Drawn,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,Travels,2pt And 1 Free Throw Trips,Technical Free Throw Trips,BlockedArc3,SecondChanceAtRimPctAssisted,SecondChanceFtPoints,OffCorner3ReboundPct,BlockingFouls,FTOffRebounds,OffFTReboundPct,PenaltyCorner3FGM,PenaltyCorner3Accuracy,OffensiveGoaltends,LongMidRangePctBlocked,HeaveAttempts,DefensiveGoaltends,HeaveMakes,Fg3aBlocked,FG3APctBlocked,Corner3PctBlocked,Arc3PctBlocked,Clear Path Fouls,3pt And 1 Free Throw Trips,team_id,year,season,team_vs
101128-101236-201574-201936-202690,1610612758,"Francisco Garcia, Chuck Hayes, Jason Thompson, Tyreke Evans, Jimmer Fredette","Garcia, Hayes, Thompson, Evans, Fredette",101128-101236-201574-201936-202690,SAC,587.0,2,10.0,-2.0,17.0,17.0,2.0,2.0,34.0,6.0,6.0,2.0,2.0,3.0,1.0,3.0,8.0,11.0,1.0,3.0,19.0,21.0,1.0,1.0,2.0,6.0,10.0,3.0,3.0,1.0,3.0,1.0,4.0,1.0,2.0,1.0,9.0,2.0,4.0,4.0,2.0,6.0,2.0,2.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,4.0,1.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,17.0,0.375,0.375,1.0,0.3333333333333333,0.3333333333333333,0.7272727272727273,1.0,0.6785714285714286,1.0,0.6785714285714286,1.0,0.21428571428571427,0.75,0.8,0.6666666666666666,0.6666666666666666,0.4,0.5,1.0,0.75,1.0,0.4,83.40715502555366,1.0,17.941176470588236,16.58823529411765,16.88235294117647,16.176470588235293,0.42857142857142855,1.0,1.0,0.3333333333333333,0.14285714285714285,0.21428571428571427,0.6666666666666666,0.6666666666666666,0.5,0.21428571428571427,0.3333333333333333,0.3333333333333333,1.0,0.6428571428571429,0.3333333333333333,0.4926464285714286,0.4363,0.10526315789473684,7.6,25.066666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612758,2012,2011-12,False
101128-101236-201574-201936-202738,1610612758,"Francisco Garcia, Chuck Hayes, Jason Thompson, Tyreke Evans, Isaiah Thomas","Garcia, Hayes, Thompson, Evans, Thomas",101128-101236-201574-201936-202738,SAC,997.0,4,17.0,8.0,30.0,27.0,9.0,6.0,57.0,6.0,9.0,8.0,1.0,5.0,2.0,4.0,11.0,22.0,2.0,5.0,35.0,27.0,2.0,5.0,4.0,10.0,12.0,3.0,4.0,2.0,5.0,1.0,6.0,1.0,4.0,,13.0,6.0,5.0,8.0,6.0,14.0,,3.0,2.0,1.0,2.0,1.0,3.0,1.0,,5.0,1.0,,4.0,10.0,1.0,,1.0,1.0,31.0,0.45454545454545453,0.45454545454545453,0.5,0.4,0.4,0.5,0.4,0.5185185185185185,0.4,0.5645161290322581,0.4,0.18518518518518517,0.4,0.625,0.5454545454545454,0.6666666666666666,0.42857142857142855,0.25,0.75,0.5,1.0,,82.32698094282848,1.0,16.2,18.925925925925927,13.7,17.925925925925927,0.3333333333333333,0.6666666666666666,0.75,0.6666666666666666,0.2962962962962963,0.18518518518518517,0.2,0.2,,0.14814814814814814,0.5,0.5,0.5,0.5185185185185185,0.5,0.49178333333333335,0.4201,0.11428571428571428,7.6,24.72,16.0,1.0,3.0,5.0,4.0,1.0,1.0,1.0,7.0,6.0,13.0,2.0,4.0,16.0,3.0,2.0,1.0,3.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,8.0,3.0,1.0,1.0,1.0,16.0,16.0,1.0,1.0,0.46153846153846156,0.4,0.47058823529411764,0.09090909090909091,0.1111111111111111,0.125,0.75,0.6666666666666666,0.3333333333333333,0.75,0.5,0.5714285714285714,0.25,0.037037037037037035,0.2,0.3333333333333333,0.6,0.06666666666666667,0.06666666666666667,0.4617366666666667,0.1,0.12,0.45714285714285713,0.5333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612758,2012,2011-12,False
101128-101236-201574-201936-2422,1610612758,"Francisco Garcia, Chuck Hayes, Jason Thompson, Tyreke Evans, John Salmons","Garcia, Hayes, Thompson, Evans, Salmons",101128-101236-201574-201936-2422,SAC,96.0,2,2.0,1.0,2.0,2.0,,,4.0,1.0,1.0,,1.0,1.0,,,2.0,2.0,,,4.0,3.0,,,,2.0,2.0,,,,1.0,,1.0,,1.0,,2.0,,,,,,,,,,,,,,,,,1.0,1.0,2.0,1.0,1.0,1.0,,4.0,0.5,0.5,,,,1.0,,1.0,,1.0,,,,,,,,,,,,,60.0,,22.0,26.0,22.0,17.5,0.5,1.0,1.0,1.0,,0.5,1.0,1.0,,,,,,0.5,,0.4207,,,8.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612758,2012,2011-12,False
101128-101236-201574-201944-202690,1610612758,"Francisco Garcia, Chuck Hayes, Jason Thompson, Terrence Williams, Jimmer Fredette","Garcia, Hayes, Thompson, Williams, Fredette",101128-101236-201574-201944-202690,SAC,417.0,3,7.0,4.0,13.0,12.0,,,25.0,1.0,1.0,3.0,2.0,2.0,,,6.0,6.0,1.0,3.0,18.0,14.0,,,,4.0,8.0,3.0,,,2.0,1.0,3.0,,1.0,1.0,7.0,,3.0,5.0,,5.0,,2.0,2.0,,3.0,1.0,1.0,2.0,1.0,4.0,,2.0,2.0,2.0,2.0,1.0,2.0,1.0,18.0,0.3333333333333333,0.3333333333333333,1.0,0.3333333333333333,0.3333333333333333,1.0,,0.8333333333333334,,0.8181818181818182,,0.3333333333333333,0.75,0.75,,0.8,,,,,1.0,,86.33093525179856,0.5,17.46153846153846,15.833333333333334,17.46153846153846,15.583333333333334,0.1111111111111111,1.0,1.0,1.0,0.3333333333333333,0.2222222222222222,1.0,1.0,0.5,,,,,0.4444444444444444,,0.5070555555555556,,,11.816666666666668,23.266666666666666,1.0,,,,3.0,3.0,,,3.0,,,,1.0,1.0,,,,1.0,,,1.0,,,,,4.0,1.0,1.0,1.0,,1.0,1.0,,,,,0.5,,,,1.0,,1.0,1.0,1.0,1.0,,0.3333333333333333,,,,,,,0.1,0.14285714285714285,0.05555555555555555,0.07692307692307693,1.0,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612758,2012,2011-12,False
101128-101236-201574-201944-202738,1610612758,"Francisco Garcia, Chuck Hayes, Jason Thompson, Terrence Williams, Isaiah Thomas","Garcia, Hayes, Thompson, Williams, Thomas",101128-101236-201574-201944-202738,SAC,297.0,2,5.0,-6.0,9.0,9.0,3.0,,18.0,1.0,1.0,4.0,,,,2.0,5.0,5.0,,2.0,12.0,18.0,,,,8.0,2.0,,2.0,,4.0,,4.0,,1.0,,8.0,,,1.0,,1.0,,,,,,,,,,,,1.0,3.0,2.0,,,,,12.0,0.8,0.8,,,,1.0,,0.7142857142857143,,0.75,,0.2857142857142857,,,,0.5,,,,,,,87.27272727272727,,15.0,18.0,15.0,16.88888888888889,0.14285714285714285,1.0,1.0,1.0,0.5714285714285714,,,,,0.2857142857142857,,,,0.42857142857142855,,0.4747928571428571,,,6.2,25.75,3.0,,,,4.0,,,,2.0,2.0,2.0,,,4.0,,,3.0,1.0,,,,,,,,2.0,1.0,,,,4.0,3.0,,,1.0,1.0,1.0,,,,0.5,,,0.5,1.0,1.0,0.75,,,,,,,0.42,0.125,0.16666666666666666,0.3333333333333333,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612758,2012,2011-12,False
101128-101236-201574-201977-202690,1610612758,"Francisco Garcia, Chuck Hayes, Jason Thompson, Marcus Thornton, Jimmer Fredette","Garcia, Hayes, Thompson, Thornton, Fredette",101128-101236-201574-201977-202690,SAC,115.0,1,2.0,1.0,4.0,4.0,,,8.0,1.0,1.0,1.0,,,,1.0,2.0,2.0,,2.0,5.0,4.0,,,,4.0,,,1.0,,2.0,,2.0,,1.0,,4.0,,,,,,,2.0,,2.0,,,,,,,,,,1.0,,,,,5.0,1.0,1.0,,,,1.0,,0.5,,0.5,,0.5,,,,,,,,,,,100.17391304347825,,15.75,13.0,15.75,13.0,0.25,1.0,1.0,1.0,0.25,,,,,0.25,,,,0.75,,0.551,,,3.4,24.05,,,,,1.0,1.0,,,1.0,,,,,,,,1.0,,,,,,,,,2.0,1.0,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,0.25,,,,,,,0.2,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612758,2012,2011-12,False
101128-101236-201574-201977-202738,1610612758,"Francisco Garcia, Chuck Hayes, Jason Thompson, Marcus Thornton, Isaiah Thomas","Garcia, Hayes, Thompson, Thornton, Thomas",101128-101236-201574-201977-202738,SAC,811.0,2,14.0,14.0,23.0,23.0,4.0,5.0,46.0,9.0,11.0,6.0,1.0,4.0,1.0,5.0,12.0,21.0,1.0,5.0,32.0,18.0,4.0,5.0,8.0,6.0,18.0,3.0,5.0,1.0,3.0,1.0,4.0,1.0,3.0,,9.0,5.0,6.0,7.0,6.0,13.0,,4.0,2.0,2.0,1.0,1.0,,,,1.0,,2.0,6.0,3.0,2.0,,2.0,1.0,24.0,0.25,0.25,1.0,0.2,0.2,0.5714285714285714,0.8,0.5192307692307693,0.6666666666666666,0.5714285714285714,0.6666666666666666,0.19230769230769232,1.0,0.6,0.5555555555555556,0.5,0.46153846153846156,0.5,0.6666666666666666,0.5,0.6,,81.67694204685573,0.5,17.26086956521739,18.0,14.91304347826087,16.608695652173914,0.4230769230769231,0.8181818181818182,0.9,0.3333333333333333,0.23076923076923078,0.15384615384615385,0.25,0.25,,0.19230769230769232,0.2,0.2,1.0,0.6153846153846154,0.2,0.5136980769230769,0.57658,0.25,5.780952380952381,26.080000000000002,5.0,4.0,,,2.0,,,3.0,5.0,1.0,2.0,3.0,3.0,8.0,,1.0,,,,,,,,,,5.0,1.0,,,,8.0,5.0,2.0,,0.5,0.5,0.6666666666666666,0.047619047619047616,0.09090909090909091,,,0.5,0.6666666666666666,,0.3333333333333333,0.3333333333333333,,,0.6666666666666666,,,,0.6,0.41091,0.07142857142857142,0.045454545454545456,0.25,0.21739130434782608,,,1.0,1.0,,,,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.3333333333333333,0.25,0.25,1.0,0.16666666666666666,0.3333333333333333,0.16666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612758,2012,2011-12,False
101128-101236-201574-201977-2422,1610612758,"Francisco Garcia, Chuck Hayes, Jason Thompson, Marcus Thornton, John Salmons","Garcia, Hayes, Thompson, Thornton, Salmons",101128-101236-201574-201977-2422,SAC,10.0,1,,-1.0,,1.0,,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,144.0,,,10.0,,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612758,2012,2011-12,False
101128-101236-201574-202690-202715,1610612758,"Francisco Garcia, Chuck Hayes, Jason Thompson, Jimmer Fredette, Tyler Honeycutt","Garcia, Hayes, Thompson, Fredette, Honeycutt",101128-101236-201574-202690-202715,SAC,269.0,1,4.0,-3.0,9.0,8.0,,,17.0,3.0,3.0,1.0,1.0,2.0,,1.0,5.0,6.0,,1.0,10.0,13.0,,,,8.0,2.0,,1.0,,4.0,,4.0,,2.0,1.0,8.0,,,1.0,,1.0,,1.0,1.0,,,,,,,,,,2.0,1.0,,,,,10.0,0.8,0.8,,,,0.8333333333333334,,0.7142857142857143,,0.625,,0.14285714285714285,,,,0.5,,,,,,,91.00371747211896,,14.777777777777779,17.0,14.777777777777779,15.875,0.42857142857142855,1.0,1.0,0.6666666666666666,0.14285714285714285,0.2857142857142857,0.5,0.5,1.0,0.14285714285714285,,,,0.5714285714285714,,0.5187071428571428,,,8.616666666666667,25.8,8.0,,3.0,3.0,1.0,,,1.0,,5.0,6.0,1.0,,10.0,,,1.0,1.0,,,,,,,,2.0,1.0,,,,10.0,8.0,,,0.8333333333333334,0.7142857142857143,0.625,,,,1.0,,,,1.0,1.0,1.0,,,0.42857142857142855,1.0,,0.14285714285714285,0.5187071428571428,0.125,0.14285714285714285,1.0,0.8888888888888888,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612758,2012,2011-12,False
101128-101236-201574-202690-202738,1610612758,"Francisco Garcia, Chuck Hayes, Jason Thompson, Jimmer Fredette, Isaiah Thomas","Garcia, Hayes, Thompson, Fredette, Thomas",101128-101236-201574-202690-202738,SAC,115.0,1,2.0,-6.0,4.0,5.0,,,9.0,,,1.0,,,,1.0,,1.0,,1.0,,6.0,,,,,,,1.0,,,,,,,,,,1.0,2.0,,2.0,,,,,2.0,1.0,,1.0,,2.0,,1.0,2.0,,1.0,,1.0,,,,,,,,,,,,,,0.5,1.0,0.5,,0.5,,,,,,,112.69565217391303,,15.25,10.8,15.25,9.0,,,,,0.5,,,,,0.5,,,,0.5,,0.479375,,,7.1,24.8,4.0,,,,,,,1.0,,,1.0,1.0,,,,1.0,,1.0,,,2.0,,1.0,,,,,,1.0,,,4.0,,,,,,1.0,,1.0,0.5,,0.5,,,,,,,,,,0.5,0.479375,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612758,2012,2011-12,False
