EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyDefPoss,TotalPoss,AtRimFGM,AtRimFGA,FG2M,FG2A,FtPoints,Points,OpponentPoints,PtsUnassisted2s,DefThreePtRebounds,DefRebounds,Rebounds,ShootingFouls,Fouls,FoulsDrawn,FTA,TwoPtShootingFoulsDrawn,FirstChancePoints,Fg2Pct,EfgPct,TsPct,DefThreePtReboundPct,DefFGReboundPct,DefArc3ReboundPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimFG3AFrequency,ShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,Avg2ptShotDistance,PenaltyOffPoss,PenaltyAtRimFGM,PenaltyAtRimFGA,LongMidRangeFGA,Arc3FGM,Arc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG3M,FG3A,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyPoints,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,ThreePtAssists,Assists,Arc3Assists,AssistPoints,DefTwoPtRebounds,Steals,BadPassSteals,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,PenaltyFg2Pct,PenaltyEfgPct,PenaltyTsPct,FG3APct,DefTwoPtReboundPct,DefLongMidRangeReboundPct,LongMidRangeFrequency,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,PenaltyShotQualityAvg,PenaltyPointsPct,Avg3ptShotDistance,PenaltyOffPossPct,ShortMidRangeFGA,LongMidRangeFGM,Fg2aBlocked,FTDefRebounds,NonShootingPenaltyNonTakeFouls,FG2APctBlocked,LongMidRangePctBlocked,DefFTReboundPct,ShortMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,SecondChanceOffPoss,SecondChanceAtRimFGM,SecondChanceAtRimFGA,Corner3FGM,Corner3FGA,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PenaltyFtPoints,PtsUnassisted3s,PtsPutbacks,Corner3Assists,OffTwoPtRebounds,OffRebounds,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,Travels,Turnovers,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,AtRimPctBlocked,LiveBallTurnoverPct,OffTwoPtReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefCorner3ReboundPct,BlocksRecoveredPct,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceShotQualityAvg,SecondChancePointsPct,SecondChanceArc3FGA,SecondChanceFG3A,PtsAssisted2s,TwoPtAssists,LongMidRangeAssists,OffThreePtRebounds,SelfOReb,SecondChanceTurnovers,Offensive Fouls Drawn,Technical Free Throw Trips,Assisted2sPct,NonPutbacksAssisted2sPct,OffThreePtReboundPct,OffAtRimReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,SelfORebPct,LongMidRangePctAssisted,SecondChanceArc3Frequency,ShortMidRangeFGM,SecondChanceFtPoints,AtRimAssists,LostBallTurnovers,PenaltyTurnovers,Loose Ball Fouls Drawn,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFoulsDrawn,AtRimPctAssisted,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangeAssists,StepOutOfBoundsTurnovers,ShortMidRangePctAssisted,SecondChanceCorner3FGM,SecondChanceCorner3FGA,SecondChanceFG3M,BlockedShortMidRange,SecondChanceFg3Pct,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,PenaltyCorner3FGA,BlockingFoulsDrawn,2pt And 1 Free Throw Trips,PenaltyCorner3Frequency,BlockingFouls,Charge Fouls,ShortMidRangePctBlocked,Loose Ball Fouls,SecondChanceArc3FGM,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,OffCorner3ReboundPct,Fg3aBlocked,FTOffRebounds,Offensive Fouls,ThreePtShootingFoulsDrawn,Blocked3s,BlockedArc3,3SecondViolations,FG3APctBlocked,Arc3PctBlocked,OffFTReboundPct,SecondChanceAtRimPctAssisted,ThreePtShootingFoulsDrawnPct,Charge Fouls Drawn,PenaltyCorner3FGM,PenaltyCorner3Accuracy,team_id,year,season,team_vs
101144-200755-201583-2047-2749,1610612753,"Von Wafer, JJ Redick, Ryan Anderson, Quentin Richardson, Jameer Nelson","Wafer, Redick, Anderson, Richardson, Nelson",101144-200755-201583-2047-2749,ORL,81.0,1,1.0,3.0,3,2.0,1.0,5,1.0,1.0,1.0,1.0,3.0,5.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,4.0,2.0,5.0,1.0,1.0,0.8333333333333334,1.0,1.0,1.0,88.88888888888889,12.666666666666666,21.5,12.666666666666666,21.5,1.0,1.0,1.0,1.0,0.4687,0.6666666666666666,0.6666666666666666,2.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612753,2012,2011-12,True
101144-200755-202350-202397-202712,1610612753,"Von Wafer, JJ Redick, Daniel Orton, Ish Smith, Justin Harper","Wafer, Redick, Orton, Smith, Harper",101144-200755-202350-202397-202712,ORL,127.0,1,2.0,3.0,4,5.0,5.0,9,1.0,1.0,1.0,2.0,,5.0,2.0,2.0,,2.0,2.0,,,,,,5.0,0.5,0.625,0.625,,1.0,,102.04724409448819,14.5,13.8,14.5,13.8,0.25,1.0,1.0,0.75,0.5321,,,8.75,4.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,5.0,3.0,2.0,1.0,1.0,1.0,1.0,3.0,2.0,2.0,2.0,5.0,4.0,1.0,0.5,0.5,0.5,0.5,0.625,0.625,0.5,1.0,1.0,0.25,0.5,0.5,0.5,1.0,0.25,1.0,0.5,0.5,0.5,0.5321,1.0,26.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612753,2012,2011-12,True
101144-202350-202397-202712-2768,1610612753,"Von Wafer, Daniel Orton, Ish Smith, Justin Harper, Chris Duhon","Wafer, Orton, Smith, Harper, Duhon",101144-202350-202397-202712-2768,ORL,150.0,1,2.0,-4.0,5,5.0,5.0,10,,,1.0,5.0,,2.0,6.0,2.0,,2.0,2.0,,2.0,,,,2.0,0.2,0.2,0.2,,1.0,,96.0,19.2,10.8,19.2,10.8,,,,,0.36124,,,12.940000000000001,5.0,,,2.0,,,,,,,1.0,5.0,,,2.0,,,,,,,,1.0,,,2.0,5.0,,,,,0.2,0.2,0.2,,1.0,1.0,0.4,,,,,,,,,,0.36124,1.0,,1.0,3.0,1.0,1.0,1.0,2.0,0.2,0.5,1.0,0.6,0.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612753,2012,2011-12,True
200755-201175-201583-2045-2749,1610612753,"JJ Redick, Glen Davis, Ryan Anderson, Hedo Turkoglu, Jameer Nelson","Redick, Davis, Anderson, Turkoglu, Nelson",200755-201175-201583-2045-2749,ORL,782.0,4,13.0,7.0,25,26.0,7.0,51,6.0,9.0,7.0,14.0,3.0,29.0,22.0,14.0,3.0,13.0,15.0,2.0,5.0,4.0,4.0,2.0,27.0,0.5,0.65,0.6590909090909091,1.0,0.8571428571428571,1.0,93.91304347826087,14.4,16.23076923076923,14.28,16.0,0.45,0.6666666666666666,0.75,0.75,0.5379125,0.09090909090909091,0.125,6.371428571428572,2.0,,,3.0,2.0,4.0,,1.0,4.0,6.0,,,,1.0,2.0,9.0,4.0,2.0,3.0,3.0,2.0,9.0,9.0,3.0,1.0,2.0,2.0,0.75,0.6666666666666666,,0.6666666666666666,,,0.5,0.3,0.8181818181818182,1.0,0.15,0.2,0.5,0.5,1.0,,,1.0,,0.5,0.22815,0.06896551724137931,25.433333333333334,0.08,2.0,1.0,1.0,1.0,1.0,0.07142857142857142,,0.5,0.1,0.3333333333333333,0.3333333333333333,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,3.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,5.0,1.0,1.0,7.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,0.1111111111111111,0.2857142857142857,0.3333333333333333,0.25,1.0,0.8333333333333334,0.5,1.0,1.0,0.1,1.0,1.0,0.5,1.0,0.5,0.65025,0.06896551724137931,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612753,2012,2011-12,True
200755-201175-201583-2045-2768,1610612753,"JJ Redick, Glen Davis, Ryan Anderson, Hedo Turkoglu, Chris Duhon","Redick, Davis, Anderson, Turkoglu, Duhon",200755-201175-201583-2045-2768,ORL,214.0,1,4.0,5.0,6,6.0,,12,2.0,3.0,3.0,6.0,1.0,7.0,2.0,4.0,1.0,3.0,6.0,,2.0,4.0,1.0,,5.0,0.5,0.375,0.375,1.0,1.0,,80.74766355140187,21.833333333333332,13.833333333333334,18.5,13.833333333333334,0.375,0.6666666666666666,1.0,0.625,0.50806875,,,8.066666666666666,,,,2.0,,2.0,,,,2.0,,,,,,,2.0,,,1.0,,2.0,2.0,,,,,,,,,,,,0.25,1.0,1.0,0.25,0.25,,,,,,,,,,,25.6,,1.0,1.0,1.0,,,0.16666666666666666,,,0.125,0.5,0.5,3.0,1.0,1.0,,,1.0,1.0,2.0,,,,,2.0,3.0,,1.0,,1.0,,,,1.0,,,,,1.0,0.5,0.5,0.3333333333333333,1.0,0.6666666666666666,0.6,,1.0,,1.0,,,,,,0.5,1.0,0.45285,0.2857142857142857,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,0.3333333333333333,0.3333333333333333,0.5,1.0,1.0,0.5,0.25,1.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612753,2012,2011-12,True
200755-201175-201583-2047-2749,1610612753,"JJ Redick, Glen Davis, Ryan Anderson, Quentin Richardson, Jameer Nelson","Redick, Davis, Anderson, Richardson, Nelson",200755-201175-201583-2047-2749,ORL,381.0,3,6.0,1.0,12,12.0,1.0,24,2.0,2.0,4.0,8.0,3.0,11.0,10.0,6.0,1.0,7.0,9.0,2.0,3.0,5.0,4.0,,8.0,0.5,0.4,0.4583333333333333,1.0,0.6666666666666666,1.0,90.70866141732284,14.583333333333334,17.166666666666668,14.416666666666666,16.083333333333332,0.2,1.0,1.0,0.4,0.495735,,,11.275,6.0,1.0,1.0,4.0,,1.0,,,,2.0,3.0,5.0,,,9.0,,1.0,,,1.0,,2.0,5.0,1.0,,9.0,6.0,,,,,0.6,0.6,0.6428571428571429,0.2,0.625,1.0,0.4,0.1,,,,0.2,1.0,,,,0.45522,0.8181818181818182,24.0,0.5,2.0,1.0,,1.0,,,,1.0,0.2,0.25,0.25,2.0,1.0,1.0,,1.0,1.0,1.0,3.0,3.0,,2.0,,2.0,2.0,1.0,1.0,,,,,,1.0,3.0,3.0,3.0,2.0,1.0,1.0,0.75,,1.0,0.5,0.3333333333333333,,0.75,,,0.6666666666666666,0.1,,,,1.0,1.0,0.6457,0.2727272727272727,,,2.0,1.0,,,,,,,0.25,0.3333333333333333,,,0.6666666666666666,,,,,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,0.5,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612753,2012,2011-12,True
200755-201175-201583-2047-2768,1610612753,"JJ Redick, Glen Davis, Ryan Anderson, Quentin Richardson, Chris Duhon","Redick, Davis, Anderson, Richardson, Duhon",200755-201175-201583-2047-2768,ORL,36.0,1,1.0,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,40.0,17.0,,17.0,,,,,1.0,0.52335,,,,,,,,,1.0,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,25.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612753,2012,2011-12,True
200755-201175-201583-2202-2749,1610612753,"JJ Redick, Glen Davis, Ryan Anderson, Jason Richardson, Jameer Nelson","Redick, Davis, Anderson, Richardson, Nelson",200755-201175-201583-2202-2749,ORL,286.0,2,5.0,-2.0,9,10.0,3.0,19,,2.0,3.0,6.0,4.0,10.0,12.0,2.0,2.0,4.0,6.0,2.0,2.0,3.0,4.0,1.0,8.0,0.5,0.42857142857142855,0.5555555555555556,0.5,0.5,,95.66433566433567,16.0,14.2,15.88888888888889,11.3,0.2857142857142857,,,0.42857142857142855,0.4465071428571429,0.125,0.14285714285714285,9.516666666666667,3.0,,,2.0,,1.0,,,,1.0,1.0,1.0,,,4.0,,1.0,,,2.0,,4.0,1.0,1.0,,4.0,3.0,,,,,1.0,1.0,1.0,0.14285714285714285,0.5,,0.2857142857142857,0.14285714285714285,,,,,,,,,0.3096,0.4,24.3,0.3333333333333333,2.0,1.0,1.0,1.0,,0.16666666666666666,,1.0,0.2857142857142857,0.5,0.5,2.0,,,,,,,2.0,2.0,,,,2.0,2.0,1.0,1.0,,1.0,1.0,,,2.0,2.0,2.0,2.0,1.0,,,1.0,0.5,0.5,0.6666666666666666,0.5,,0.5,,1.0,0.5,,,,,,,,0.2,,,4.0,2.0,1.0,,1.0,1.0,,,0.6666666666666666,0.6666666666666666,,0.5,1.0,,0.3333333333333333,1.0,,2.0,2.0,,,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612753,2012,2011-12,True
200755-201175-201947-2045-2749,1610612753,"JJ Redick, Glen Davis, Earl Clark, Hedo Turkoglu, Jameer Nelson","Redick, Davis, Clark, Turkoglu, Nelson",200755-201175-201947-2045-2749,ORL,186.0,2,3.0,7.0,6,5.0,4.0,11,,1.0,1.0,3.0,2.0,7.0,,2.0,1.0,4.0,4.0,,2.0,1.0,2.0,1.0,7.0,0.3333333333333333,0.625,0.7,0.5,0.6,0.5,85.16129032258064,14.5,19.8,14.5,18.8,0.25,,,0.5,0.477575,0.2,0.25,7.933333333333334,,,,,1.0,1.0,,,1.0,1.0,,,,,,3.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,1.0,,,,1.0,1.0,,1.0,,,,0.25,0.6666666666666666,1.0,,0.25,1.0,1.0,1.0,,,,,1.0,,,25.5,,2.0,,1.0,1.0,,0.3333333333333333,,1.0,0.5,,,,,,,,,,,,,,,,,1.0,1.0,,1.0,,,,1.0,,,,,,,,1.0,1.0,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612753,2012,2011-12,True
200755-201175-201947-2045-2768,1610612753,"JJ Redick, Glen Davis, Earl Clark, Hedo Turkoglu, Chris Duhon","Redick, Davis, Clark, Turkoglu, Duhon",200755-201175-201947-2045-2768,ORL,701.0,3,12.0,10.0,21,19.0,3.0,40,5.0,7.0,11.0,18.0,4.0,29.0,19.0,8.0,1.0,7.0,11.0,2.0,6.0,3.0,4.0,2.0,20.0,0.6111111111111112,0.5952380952380952,0.6304347826086957,1.0,0.8333333333333334,1.0,82.16833095577746,16.285714285714285,18.894736842105264,14.571428571428571,18.789473684210527,0.3333333333333333,0.7142857142857143,1.0,0.47619047619047616,0.48607619047619044,0.08695652173913043,0.1,9.344444444444443,4.0,,,8.0,,1.0,,,1.0,3.0,1.0,4.0,,,2.0,3.0,1.0,,1.0,8.0,,17.0,4.0,2.0,1.0,2.0,4.0,1.0,0.3333333333333333,,0.3333333333333333,0.25,0.25,0.25,0.14285714285714285,0.8,1.0,0.38095238095238093,0.047619047619047616,,,,,,,,,0.38685,0.06896551724137931,24.266666666666666,0.19047619047619047,3.0,3.0,2.0,2.0,1.0,0.1111111111111111,,1.0,0.14285714285714285,0.375,0.375,4.0,1.0,1.0,1.0,2.0,3.0,3.0,9.0,,,2.0,1.0,3.0,4.0,1.0,2.0,,2.0,1.0,,,3.0,1.0,,1.0,,1.0,1.125,1.125,0.2857142857142857,0.6666666666666666,0.5,0.5,,1.0,0.5,,,0.09523809523809523,0.5,0.5,1.0,0.25,1.0,0.43398333333333333,0.3103448275862069,,1.0,14.0,7.0,3.0,1.0,,,,,0.6363636363636364,0.7,0.5,1.0,0.25,1.0,,1.0,,3.0,,2.0,,1.0,1.0,,,0.4,1.0,1.0,2.0,,0.6666666666666666,1.0,1.0,1.0,1.0,1.0,0.25,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612753,2012,2011-12,True
