EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,PlusMinus,OffPoss,DefPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,Corner3FGM,Corner3FGA,FG2M,FG2A,FG3M,FG3A,Points,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PtsUnassisted2s,PtsAssisted3s,PtsPutbacks,ThreePtAssists,Assists,Corner3Assists,AssistPoints,OffTwoPtRebounds,OffRebounds,Rebounds,Steals,BadPassSteals,FirstChancePoints,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,EfgPct,SecondChanceEfgPct,TsPct,SecondChanceTsPct,FG3APct,OffTwoPtReboundPct,OffFGReboundPct,OffAtRimReboundPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,SecondChancePointsPct,Avg2ptShotDistance,Avg3ptShotDistance,Minutes,PenaltyOffPoss,PenaltyAtRimFGA,ShortMidRangeFGA,LongMidRangeFGA,Arc3FGA,SecondChanceArc3FGA,PenaltyArc3FGA,OpponentPoints,SecondChanceFG3A,PenaltyFG2A,PenaltyFG3A,PtsAssisted2s,NonHeaveArc3FGA,TwoPtAssists,AtRimAssists,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,LostBallSteals,LiveBallTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,Turnovers,SecondChanceTurnovers,Fouls,FoulsDrawn,Blocked2s,BlockedAtRim,Blocks,DefensiveGoaltends,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,LiveBallTurnoverPct,DefTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,OffShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,AtRimPctAssisted,ShortMidRangeFrequency,LongMidRangeFrequency,Arc3Frequency,SecondChanceArc3Frequency,PenaltyAtRimFrequency,PenaltyArc3Frequency,PenaltyShotQualityAvg,PenaltyOffPossPct,LongMidRangeFGM,LongMidRangeAssists,PenaltyTurnovers,Offensive Fouls,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,ShortMidRangeFGM,ShootingFouls,RecoveredBlocks,DefAtRimReboundPct,BlocksRecoveredPct,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,Fg2aBlocked,ShortMidRangeAssists,SelfOReb,Loose Ball Fouls,Offensive Fouls Drawn,FG2APctBlocked,AtRimPctBlocked,OffLongMidRangeReboundPct,DefShortMidRangeReboundPct,SelfORebPct,ShortMidRangePctAssisted,FTDefRebounds,BadPassOutOfBoundsTurnovers,NonShootingPenaltyNonTakeFouls,LongMidRangePctBlocked,DefFTReboundPct,Arc3FGM,SecondChanceArc3FGM,SecondChanceFG3M,NonHeaveArc3FGM,Arc3Assists,SecondChanceFg3Pct,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,NonHeaveArc3Accuracy,Blocked3s,BlockedArc3,PenaltyAtRimFGM,FtPoints,PenaltyFG2M,PenaltyFtPoints,PenaltyPoints,FTA,2pt And 1 Free Throw Trips,Technical Free Throw Trips,TwoPtShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyFg2Pct,PenaltyEfgPct,PenaltyTsPct,PenaltyAtRimAccuracy,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,PenaltyPointsPct,PenaltyCorner3FGA,PenaltyCorner3Frequency,OffThreePtRebounds,OffThreePtReboundPct,OffArc3ReboundPct,DefCorner3ReboundPct,Loose Ball Fouls Drawn,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFoulsDrawn,BlockedShortMidRange,BlockingFoulsDrawn,HeaveAttempts,LostBallTurnovers,Charge Fouls,Charge Fouls Drawn,OffCorner3ReboundPct,SecondChanceAtRimPctAssisted,Travels,PenaltyArc3FGM,PenaltyFG3M,PtsUnassisted3s,PenaltyFg3Pct,PenaltyArc3Accuracy,SecondChanceFtPoints,FTOffRebounds,Defensive 3 Seconds Violations,OffFTReboundPct,OffensiveGoaltends,ShortMidRangePctBlocked,SecondChanceCorner3FGA,SecondChanceCorner3Frequency,3SecondViolations,StepOutOfBoundsTurnovers,BlockedLongMidRange,BlockingFouls,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,3pt And 1 Free Throw Trips,PenaltyCorner3FGM,PenaltyCorner3Accuracy,SecondChanceCorner3FGM,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,Fg3aBlocked,FG3APctBlocked,Arc3PctBlocked,BlockedCorner3,Clear Path Fouls,Corner3PctBlocked,team_id,year,season,team_vs
101144-1716-200755-2045-2730,1610612753,"Von Wafer, Larry Hughes, JJ Redick, Hedo Turkoglu, Dwight Howard","Wafer, Hughes, Redick, Turkoglu, Howard",101144-1716-200755-2045-2730,ORL,7.0,1,5.0,2.0,1.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,5.0,1.0,1.0,2.0,2.0,3.0,2.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,0.5,1.0,0.8333333333333334,1.0,0.8333333333333334,1.0,0.3333333333333333,1.0,1.0,1.0,617.1428571428571,1.5,4.0,1.5,4.0,0.6666666666666666,0.5,0.5,0.3333333333333333,1.0,1.0,1.0,1.0,1.0,1.0,0.7116333333333333,0.6248,0.4,1.35,22.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612753,2012,2011-12,True
101144-1716-201175-201583-2045,1610612753,"Von Wafer, Larry Hughes, Glen Davis, Ryan Anderson, Hedo Turkoglu","Wafer, Hughes, Davis, Anderson, Turkoglu",101144-1716-201175-201583-2045,ORL,254.0,2,4.0,8.0,7.0,1.0,2.0,15.0,3.0,4.0,,1.0,,,3.0,7.0,,1.0,6.0,,1.0,,4.0,,,,1.0,,2.0,2.0,2.0,5.0,2.0,1.0,6.0,,,,0.42857142857142855,,0.375,,0.375,,0.125,0.5,0.4,1.0,85.03937007874016,17.0,16.857142857142858,13.0,13.0,0.5,0.75,0.75,,,,,0.5,,0.625,0.4291125,0.2631,,7.5,25.5,4.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,0.5,0.5,0.6666666666666666,0.6,0.5,1.0,0.6666666666666666,0.3333333333333333,0.25,0.125,0.125,0.5,0.3333333333333333,0.3333333333333333,0.29083333333333333,0.125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612753,2012,2011-12,True
101144-1716-201175-201583-2047,1610612753,"Von Wafer, Larry Hughes, Glen Davis, Ryan Anderson, Quentin Richardson","Wafer, Hughes, Davis, Anderson, Richardson",101144-1716-201175-201583-2047,ORL,138.0,2,,5.0,4.0,,,9.0,,,,,,,1.0,3.0,,1.0,2.0,,,,,,,,1.0,,2.0,,,1.0,1.0,1.0,2.0,,,,0.3333333333333333,,0.25,,0.25,,0.25,,,,93.91304347826087,15.8,14.75,15.8,14.5,,,,,,,,,,0.25,0.44255,,,14.6,24.2,2.0,2.0,,1.0,2.0,1.0,,,2.0,,1.0,,2.0,1.0,1.0,,,1.0,1.0,,,,1.0,,1.0,,1.0,,,,,,2.0,1.0,1.0,,0.3333333333333333,,0.3333333333333333,,0.5,,,0.25,0.5,0.25,,,,0.3867,0.4,1.0,1.0,1.0,1.0,0.5,0.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612753,2012,2011-12,True
101144-1716-201175-201583-2768,1610612753,"Von Wafer, Larry Hughes, Glen Davis, Ryan Anderson, Chris Duhon","Wafer, Hughes, Davis, Anderson, Duhon",101144-1716-201175-201583-2768,ORL,215.0,1,2.0,7.0,7.0,,,14.0,1.0,1.0,,,,,4.0,5.0,,,8.0,,,,6.0,,,,1.0,,2.0,,,2.0,2.0,,8.0,,,,0.8,,0.8,,0.8,,,,,,93.76744186046511,13.714285714285714,17.0,13.714285714285714,17.0,0.2,1.0,1.0,,,,,,,0.2,0.45374,,,8.14,,4.0,,,3.0,1.0,,,,6.0,,,,2.0,,1.0,1.0,,2.0,2.0,2.0,1.0,1.0,1.0,,2.0,,2.0,,1.0,1.0,1.0,,,0.25,0.25,0.5,1.0,,1.0,,,,1.0,0.6,0.2,,,,,,,1.0,,,1.0,1.0,1.0,,2.0,1.0,1.0,1.0,1.0,0.6666666666666666,0.6666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612753,2012,2011-12,True
101144-1716-201175-201947-2047,1610612753,"Von Wafer, Larry Hughes, Glen Davis, Earl Clark, Quentin Richardson","Wafer, Hughes, Davis, Clark, Richardson",101144-1716-201175-201947-2047,ORL,501.0,1,4.0,15.0,14.0,,5.0,29.0,2.0,6.0,1.0,2.0,,,6.0,17.0,,2.0,12.0,3.0,5.0,6.0,2.0,,2.0,,5.0,,10.0,5.0,5.0,9.0,2.0,1.0,6.0,,,,0.35294117647058826,0.6,0.3157894736842105,0.6,0.3157894736842105,0.6,0.10526315789473684,0.45454545454545453,0.38461538461538464,0.5,83.35329341317366,19.4,15.0,17.466666666666665,15.0,0.3157894736842105,0.3333333333333333,0.4,,,,,0.4,0.5,0.42105263157894735,0.46369473684210527,0.5024200000000001,0.5,9.541176470588235,25.6,8.0,,,4.0,7.0,2.0,,,8.0,,,,10.0,2.0,5.0,1.0,,4.0,4.0,1.0,1.0,1.0,,,1.0,,3.0,4.0,,,,1.0,,0.8333333333333334,1.0,1.0,1.0,,1.0,0.5,,,0.5,0.21052631578947367,0.3684210526315789,0.10526315789473684,,,,,,2.0,2.0,,,0.2857142857142857,0.2857142857142857,1.0,2.0,,,,,0.5,0.5,1.0,2.0,1.0,1.0,1.0,0.058823529411764705,0.16666666666666666,0.4,1.0,0.08333333333333333,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612753,2012,2011-12,True
101144-1716-201175-201947-2768,1610612753,"Von Wafer, Larry Hughes, Glen Davis, Earl Clark, Chris Duhon","Wafer, Hughes, Davis, Clark, Duhon",101144-1716-201175-201947-2768,ORL,203.0,1,,7.0,7.0,7.0,1.0,14.0,1.0,1.0,,,,,3.0,5.0,,,6.0,,,,2.0,,,,2.0,,4.0,,,3.0,,,6.0,,,,0.6,,0.6,,0.6,,,,,,99.3103448275862,15.428571428571429,13.571428571428571,15.428571428571429,13.571428571428571,0.2,1.0,1.0,,,,,,,0.2,0.41428000000000004,,,13.680000000000001,,3.0,,,,4.0,,,,6.0,,,,4.0,,2.0,,,2.0,3.0,,,,2.0,,2.0,1.0,2.0,,,,,,,0.6666666666666666,0.6666666666666666,,1.0,,1.0,,1.0,,,,0.8,,,,,,,2.0,2.0,,,0.5,0.6666666666666666,1.0,,1.0,,,,,,1.0,,,,,0.2,,,,,,1.0,1.0,1.0,0.25,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612753,2012,2011-12,True
101144-1716-201175-2045-2730,1610612753,"Von Wafer, Larry Hughes, Glen Davis, Hedo Turkoglu, Dwight Howard","Wafer, Hughes, Davis, Turkoglu, Howard",101144-1716-201175-2045-2730,ORL,238.0,1,1.0,6.0,6.0,3.0,1.0,12.0,1.0,3.0,,1.0,,1.0,2.0,6.0,1.0,2.0,7.0,,1.0,3.0,,3.0,,1.0,3.0,,7.0,3.0,3.0,5.0,,,4.0,1.0,0.5,0.5,0.3333333333333333,,0.4375,0.75,0.4375,0.75,0.25,0.75,0.6,1.0,72.60504201680672,18.666666666666668,21.0,18.166666666666668,21.0,0.375,0.3333333333333333,0.5,0.125,,,,0.5,,0.625,0.4909625,0.547375,0.42857142857142855,7.083333333333333,25.45,4.0,,,2.0,1.0,1.0,1.0,,6.0,1.0,,,4.0,1.0,2.0,1.0,,2.0,2.0,,,,1.0,,1.0,,2.0,2.0,1.0,1.0,1.0,,,1.0,1.0,,0.6666666666666666,,0.6666666666666666,1.0,1.0,,1.0,0.25,0.125,0.125,0.5,,,,,,,,,,,,1.0,,,,,0.5,0.5,1.0,1.0,,1.0,1.0,0.16666666666666666,0.3333333333333333,,1.0,,1.0,,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612753,2012,2011-12,True
101144-1716-201175-2047-2730,1610612753,"Von Wafer, Larry Hughes, Glen Davis, Quentin Richardson, Dwight Howard","Wafer, Hughes, Davis, Richardson, Howard",101144-1716-201175-2047-2730,ORL,340.0,2,2.0,9.0,10.0,4.0,1.0,19.0,4.0,6.0,1.0,1.0,,,5.0,9.0,,1.0,10.0,1.0,1.0,2.0,6.0,,2.0,,2.0,,4.0,1.0,1.0,5.0,1.0,1.0,8.0,,,,0.5555555555555556,1.0,0.5,1.0,0.5,1.0,0.1,0.25,0.2,0.5,80.47058823529412,19.0,16.9,18.88888888888889,16.9,0.6,0.6666666666666666,0.6666666666666666,,,,,1.0,1.0,0.7,0.58378,0.7399,0.2,7.5,25.3,6.0,,,,3.0,1.0,,,8.0,,,,4.0,1.0,2.0,1.0,2.0,2.0,4.0,,,,,,,,1.0,1.0,1.0,1.0,2.0,,,0.4,0.5,,1.0,1.0,1.0,,1.0,1.0,0.25,,0.3,0.1,,,,,,1.0,1.0,,,0.3333333333333333,0.3333333333333333,1.0,,,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612753,2012,2011-12,True
101144-1716-201175-2730-2749,1610612753,"Von Wafer, Larry Hughes, Glen Davis, Dwight Howard, Jameer Nelson","Wafer, Hughes, Davis, Howard, Nelson",101144-1716-201175-2730-2749,ORL,92.0,1,-3.0,2.0,3.0,,,5.0,1.0,1.0,,,,,1.0,2.0,,,3.0,,,,,,,,1.0,,2.0,,,,,,3.0,,,,0.5,,0.5,,0.5,,,,,,78.26086956521739,16.0,20.0,16.0,20.0,0.5,1.0,1.0,,,,,,,0.5,0.529,,,8.2,,2.0,2.0,1.0,,1.0,,,,6.0,,2.0,,2.0,,1.0,1.0,,,,,,,,,,,1.0,1.0,,,,,2.0,1.0,1.0,,,,,,,,1.0,,0.5,,,0.5,,0.529,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,3.0,0.5,0.5,0.5,1.0,0.5,0.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612753,2012,2011-12,True
101144-1716-201175-2730-2768,1610612753,"Von Wafer, Larry Hughes, Glen Davis, Dwight Howard, Chris Duhon","Wafer, Hughes, Davis, Howard, Duhon",101144-1716-201175-2730-2768,ORL,113.0,1,,5.0,5.0,5.0,,10.0,2.0,2.0,,,,1.0,2.0,2.0,,2.0,4.0,,,,2.0,,,,1.0,,2.0,,,2.0,,,4.0,,,,1.0,,0.5,,0.5,,0.5,,,,127.43362831858407,13.4,9.2,13.4,9.2,0.5,1.0,1.0,0.25,,,,,,1.0,0.4908375,,,2.85,24.0,2.0,5.0,2.0,,,1.0,,1.0,4.0,,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,,,,,,,,1.0,1.0,,,,,5.0,0.5,0.5,,1.0,1.0,1.0,,1.0,1.0,0.5,,,0.25,,0.5,0.25,0.4908375,1.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,2.0,,2.0,,4.0,,,,,4.0,1.0,0.5,0.5,1.0,,,1.0,1.0,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612753,2012,2011-12,True
