EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,Arc3FGM,Arc3FGA,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2A,PenaltyFG2A,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,AssistPoints,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,Steals,BadPassSteals,LiveBallTurnovers,DeadBallTurnovers,LostBallTurnovers,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,FoulsDrawn,FTA,TwoPtShootingFoulsDrawn,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,Fg2Pct,EfgPct,TsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,LiveBallTurnoverPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,PenaltyArc3Frequency,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,PenaltyDefPoss,Travels,Offensive Fouls Drawn,LongMidRangePctBlocked,HeaveAttempts,PenaltyAtRimFGM,PenaltyAtRimFGA,PenaltyCorner3FGA,PenaltyFG2M,LostBallSteals,BadPassTurnovers,2pt And 1 Free Throw Trips,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFoulsDrawn,PenaltyFg2Pct,PenaltyEfgPct,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,SecondChanceAtRimFGM,SecondChanceAtRimFGA,SecondChanceFG2M,SecondChancePoints,OffThreePtRebounds,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,OffThreePtReboundPct,OffArc3ReboundPct,DefCorner3ReboundPct,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChancePointsPct,FTOffRebounds,OffFTReboundPct,SecondChanceShotQualityAvg,FTDefRebounds,DefFTReboundPct,BadPassOutOfBoundsTurnovers,ShortMidRangeFGM,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,PenaltyFG3M,PtsUnassisted3s,PtsPutbacks,ShortMidRangeAssists,LongMidRangeAssists,SelfOReb,Loose Ball Fouls,Charge Fouls Drawn,Loose Ball Fouls Drawn,Blocked2s,BlockedShortMidRange,Blocks,NonShootingPenaltyNonTakeFouls,SecondChanceFg3Pct,PenaltyFg3Pct,OffAtRimReboundPct,OffCorner3ReboundPct,SelfORebPct,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangePctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Accuracy,LostBallOutOfBoundsTurnovers,BlockingFouls,Offensive Fouls,BlockingFoulsDrawn,Technical Free Throw Trips,ThreePtShootingFoulsDrawn,BlockedAtRim,RecoveredBlocks,OffLongMidRangeReboundPct,BlocksRecoveredPct,ThreePtShootingFoulsDrawnPct,StepOutOfBoundsTurnovers,Charge Fouls,3SecondViolations,SecondChanceArc3FGM,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,Fg3aBlocked,Blocked3s,BlockedArc3,BlockedLongMidRange,DefensiveGoaltends,FG3APctBlocked,Corner3PctBlocked,Arc3PctBlocked,Defensive 3 Seconds Violations,Clear Path Fouls,BlockedCorner3,3pt And 1 Free Throw Trips,OffensiveGoaltends,team_id,year,season,team_vs
1515-1712-200789-200797-202681,1610612739,"Anthony Parker, Antawn Jamison, Daniel Gibson, Ryan Hollins, Kyrie Irving","Parker, Jamison, Gibson, Hollins, Irving",1515-1712-200789-200797-202681,CLE,480.0,2,8.0,-6.0,17.0,16.0,4.0,2.0,33.0,2.0,3.0,3.0,1.0,2.0,1.0,1.0,1.0,3.0,1.0,3.0,8.0,2.0,4.0,4.0,16.0,22.0,1.0,2.0,1.0,2.0,2.0,2.0,4.0,6.0,3.0,1.0,3.0,1.0,2.0,3.0,1.0,1.0,1.0,8.0,1.0,1.0,4.0,5.0,1.0,6.0,1.0,1.0,2.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,3.0,6.0,3.0,16.0,2.0,4.0,0.3333333333333333,0.3333333333333333,1.0,0.5,0.5,0.375,0.5,0.5333333333333333,0.25,0.3333333333333333,0.375,0.3333333333333333,0.6666666666666666,0.6666666666666666,1.0,0.2,0.5,0.8333333333333334,0.14285714285714285,0.3333333333333333,1.0,1.0,1.0,0.5,99.0,13.176470588235293,16.0,12.352941176470589,14.75,0.25,0.6666666666666666,1.0,0.5,0.25,0.16666666666666666,0.5,0.5,0.08333333333333333,1.0,1.0,1.0,0.25,0.3333333333333333,0.3333333333333333,1.0,0.3333333333333333,0.5833333333333334,0.3333333333333333,0.5239291666666667,0.4454166666666666,0.2,0.2727272727272727,0.125,8.3375,24.975,0.23529411764705882,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612739,2012,2011-12,False
1515-1712-200789-201196-202087,1610612739,"Anthony Parker, Antawn Jamison, Daniel Gibson, Ramon Sessions, Alonzo Gee","Parker, Jamison, Gibson, Sessions, Gee",1515-1712-200789-201196-202087,CLE,3.0,1,,-2.0,,1.0,,,1.0,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,480.0,,3.0,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612739,2012,2011-12,False
1515-1712-200789-201956-202396,1610612739,"Anthony Parker, Antawn Jamison, Daniel Gibson, Omri Casspi, Samardo Samuels","Parker, Jamison, Gibson, Casspi, Samuels",1515-1712-200789-201956-202396,CLE,114.0,1,2.0,-6.0,3.0,4.0,,,7.0,,1.0,,,1.0,,,,,,,2.0,,,,,6.0,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,1.0,,1.0,,,,,1.0,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,88.42105263157895,19.333333333333332,14.0,19.333333333333332,13.0,0.5,,,,,0.5,,,,,,,,,,,,0.5,,0.5295,,,,,11.6,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612739,2012,2011-12,False
1515-1712-200789-201956-202681,1610612739,"Anthony Parker, Antawn Jamison, Daniel Gibson, Omri Casspi, Kyrie Irving","Parker, Jamison, Gibson, Casspi, Irving",1515-1712-200789-201956-202681,CLE,14.0,1,,-3.0,,1.0,,,1.0,,,,,,,,,1.0,1.0,,,,1.0,,,3.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,102.85714285714286,,13.0,,13.0,,,,,,,,,,,,,1.0,,,,1.0,1.0,,,,,,,,61.7,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612739,2012,2011-12,False
1515-1712-200789-202087-202681,1610612739,"Anthony Parker, Antawn Jamison, Daniel Gibson, Alonzo Gee, Kyrie Irving","Parker, Jamison, Gibson, Gee, Irving",1515-1712-200789-202087-202681,CLE,397.0,4,7.0,2.0,21.0,19.0,19.0,,40.0,8.0,8.0,,,,,1.0,,2.0,2.0,8.0,8.0,,3.0,7.0,23.0,21.0,,7.0,3.0,6.0,20.0,6.0,10.0,,2.0,,,3.0,,3.0,,,3.0,6.0,,2.0,5.0,7.0,,7.0,1.0,,5.0,,3.0,5.0,,4.0,3.0,4.0,5.0,9.0,2.0,23.0,20.0,19.0,0.375,0.375,,,,1.0,0.7272727272727273,0.7666666666666667,0.7142857142857143,0.2727272727272727,,,,1.0,1.0,,0.6666666666666666,0.875,,,1.0,1.0,1.0,1.0,145.088161209068,10.095238095238095,9.736842105263158,10.095238095238095,9.31578947368421,0.7272727272727273,1.0,1.0,0.375,,,,,0.09090909090909091,,,,0.18181818181818182,,,,0.2,1.0,,0.6214272727272727,0.59768,0.16666666666666666,0.2222222222222222,0.8695652173913043,1.4625,26.233333333333334,0.9047619047619048,19.0,,,,,7.0,7.0,1.0,7.0,1.0,2.0,1.0,3.0,3.0,1.0,0.7,0.7,1.0,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612739,2012,2011-12,False
1515-1712-200789-202087-202684,1610612739,"Anthony Parker, Antawn Jamison, Daniel Gibson, Alonzo Gee, Tristan Thompson","Parker, Jamison, Gibson, Gee, Thompson",1515-1712-200789-202087-202684,CLE,177.0,1,3.0,-5.0,5.0,5.0,5.0,1.0,10.0,1.0,2.0,,,1.0,,,,3.0,3.0,1.0,3.0,,3.0,,2.0,7.0,1.0,3.0,3.0,,2.0,2.0,,,3.0,,1.0,1.0,,1.0,,,1.0,2.0,,2.0,,2.0,1.0,3.0,,,,,,,,,1.0,1.0,1.0,,,,2.0,5.0,1.0,1.0,,,,0.3333333333333333,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.5,0.3333333333333333,0.5,,,,,1.0,1.0,0.2,,,,,1.0,81.35593220338983,18.8,16.6,18.2,16.6,0.3333333333333333,0.5,1.0,1.0,,0.16666666666666666,,,,,,,0.5,,,,0.5,0.8333333333333334,,0.584025,0.584025,,,1.0,6.533333333333334,25.03333333333333,1.0,,,,,,1.0,2.0,,1.0,,,,,,0.3333333333333333,0.16666666666666666,0.3333333333333333,0.5,,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612739,2012,2011-12,False
1515-1712-200789-202388-202396,1610612739,"Anthony Parker, Antawn Jamison, Daniel Gibson, Donald Sloan, Samardo Samuels","Parker, Jamison, Gibson, Sloan, Samuels",1515-1712-200789-202388-202396,CLE,79.0,1,1.0,6.0,2.0,2.0,2.0,1.0,4.0,2.0,2.0,,,,,,,,,2.0,2.0,,,2.0,6.0,,1.0,2.0,,2.0,6.0,4.0,,,,,,2.0,,2.0,,,2.0,4.0,,2.0,,2.0,1.0,3.0,,,,,,,,,,,2.0,3.0,1.0,4.0,6.0,2.0,1.0,1.0,,,,1.0,1.0,1.0,1.0,,,,,,,,1.0,1.0,,,,,,1.0,72.9113924050633,19.5,20.0,14.5,20.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,1.0,,0.48405,0.48405,0.5,0.5,1.0,2.55,,1.0,,,,,,2.0,2.0,,2.0,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,2.0,,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,0.5047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612739,2012,2011-12,False
1515-1712-200789-202388-202684,1610612739,"Anthony Parker, Antawn Jamison, Daniel Gibson, Donald Sloan, Tristan Thompson","Parker, Jamison, Gibson, Sloan, Thompson",1515-1712-200789-202388-202684,CLE,20.0,1,,-1.0,,1.0,,,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.0,,20.0,,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612739,2012,2011-12,False
1515-1712-200789-202681-202684,1610612739,"Anthony Parker, Antawn Jamison, Daniel Gibson, Kyrie Irving, Tristan Thompson","Parker, Jamison, Gibson, Irving, Thompson",1515-1712-200789-202681-202684,CLE,133.0,1,2.0,,5.0,4.0,3.0,,9.0,1.0,2.0,1.0,,,,,,,,1.0,3.0,,,,2.0,2.0,,1.0,,,2.0,,2.0,,,,,,,,,,,,,1.0,1.0,2.0,,2.0,,,1.0,1.0,,2.0,,2.0,,,2.0,,,2.0,2.0,3.0,,,,,,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,,,,,0.5,1.0,,1.0,1.0,,,,1.0,,1.0,97.44360902255639,19.2,9.25,19.2,9.25,0.6666666666666666,0.5,0.5,,0.3333333333333333,,,,,,,,,,,,,0.6666666666666666,,0.41513333333333335,0.4369,,,1.0,3.3666666666666667,,0.6,4.0,,1.0,,,1.0,1.0,,1.0,,1.0,,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612739,2012,2011-12,False
1515-1712-200789-202681-2760,1610612739,"Anthony Parker, Antawn Jamison, Daniel Gibson, Kyrie Irving, Anderson Varejao","Parker, Jamison, Gibson, Irving, Varejao",1515-1712-200789-202681-2760,CLE,1488.0,8,25.0,18.0,64.0,61.0,54.0,11.0,125.0,15.0,24.0,7.0,3.0,8.0,2.0,3.0,7.0,21.0,17.0,22.0,39.0,9.0,24.0,13.0,84.0,66.0,7.0,33.0,19.0,13.0,69.0,16.0,28.0,18.0,21.0,7.0,,8.0,6.0,14.0,4.0,2.0,5.0,34.0,8.0,1.0,12.0,18.0,12.0,30.0,3.0,1.0,1.0,4.0,1.0,5.0,,4.0,3.0,26.0,12.0,16.0,4.0,72.0,69.0,54.0,0.36363636363636365,0.42105263157894735,0.6666666666666666,0.375,0.375,0.5641025641025641,0.5634920634920635,0.6,0.5847457627118644,0.38095238095238093,,,,0.2,0.6666666666666666,0.5,0.3333333333333333,0.6190476190476191,0.41379310344827586,1.0,0.6666666666666666,0.6,0.7,0.3333333333333333,120.96774193548387,11.609375,12.21311475409836,10.828125,11.819672131147541,0.38095238095238093,0.625,0.625,0.3333333333333333,0.1111111111111111,0.12698412698412698,0.375,0.375,0.047619047619047616,0.6666666666666666,0.6666666666666666,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.5714285714285714,0.3269230769230769,0.7619047619047619,0.3333333333333333,0.5046515873015873,0.5046490384615384,0.06153846153846154,0.0975609756097561,0.8214285714285714,6.4051282051282055,25.204166666666666,0.84375,51.0,1.0,1.0,,,14.0,23.0,2.0,19.0,2.0,,2.0,5.0,5.0,0.5757575757575758,0.5384615384615384,0.4423076923076923,0.6086956521739131,0.038461538461538464,3.0,6.0,3.0,12.0,4.0,0.42857142857142855,0.45,0.5,0.3076923076923077,0.25,,0.6,0.5,,0.14285714285714285,,,0.565225,5.0,1.0,1.0,4.0,1.0,1.0,1.0,2.0,5.0,1.0,3.0,3.0,6.0,9.0,6.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,18.0,0.3333333333333333,0.3157894736842105,0.625,1.0,0.10344827586206896,0.5714285714285714,0.5714285714285714,0.25,0.6666666666666666,0.1,1.0,1.0,0.2,0.5,0.29411764705882354,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612739,2012,2011-12,False
