EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,OffPoss,PenaltyOffPoss,TotalPoss,Arc3FGA,PenaltyArc3FGA,FG3A,PenaltyFG3A,NonHeaveArc3FGA,PenaltyOffPossExcludingTakeFouls,FG3APct,Pace,SecondsPerPossOff,SecondsExcludingORebsPerPossOff,Arc3Frequency,PenaltyArc3Frequency,AtRimFG3AFrequency,ShotQualityAvg,PenaltyShotQualityAvg,Avg3ptShotDistance,PenaltyOffPossPct,PlusMinus,FtPoints,Points,OpponentPoints,PenaltyFtPoints,PenaltyPoints,Fouls,FoulsDrawn,FTA,NonShootingFoulsDrawn,FirstChancePoints,PenaltyPointsExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,TsPct,PenaltyTsPct,PenaltyPointsPct,Minutes,DefPoss,SecondChanceOffPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,ShortMidRangeFGA,LongMidRangeFGA,Corner3FGA,Arc3FGM,PenaltyArc3FGM,FG2M,FG2A,FG3M,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PenaltyFG2A,PenaltyFG3M,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,NonHeaveArc3FGM,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,Steals,LostBallSteals,LiveBallTurnovers,BadPassTurnovers,LostBallTurnovers,Turnovers,ShootingFouls,2pt And 1 Free Throw Trips,Technical Free Throw Trips,TwoPtShootingFoulsDrawn,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,SecondChanceTsPct,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefArc3ReboundPct,BlocksRecoveredPct,SecondsPerPossDef,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,LongMidRangeFrequency,Corner3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,SecondChanceShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,Avg2ptShotDistance,Fg3aBlocked,BadPassSteals,BadPassOutOfBoundsTurnovers,DeadBallTurnovers,BlockingFouls,Loose Ball Fouls Drawn,BlockedShortMidRange,FG3APctBlocked,Arc3PctBlocked,OffShortMidRangeReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,PenaltyDefPoss,ShortMidRangeFGM,LongMidRangeFGM,Corner3FGM,PtsPutbacks,HeaveAttempts,Corner3Assists,ShortMidRangeAssists,SelfOReb,PenaltyTurnovers,3SecondViolations,DefCorner3ReboundPct,SelfORebPct,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceFtPoints,PenaltyFG2M,DefensiveGoaltends,PenaltyFg2Pct,OffLongMidRangeReboundPct,PenaltyAtRimFGM,PenaltyAtRimFGA,PenaltyCorner3FGA,LongMidRangeAssists,LongMidRangePctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,Loose Ball Fouls,SecondChanceArc3FGM,SecondChanceArc3FGA,SecondChanceFG3M,SecondChanceFG3A,Fg2aBlocked,Offensive Fouls Drawn,SecondChanceFg3Pct,FG2APctBlocked,LongMidRangePctBlocked,OffCorner3ReboundPct,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,Offensive Fouls,Defensive 3 Seconds Violations,BlockingFoulsDrawn,ShortMidRangePctBlocked,SecondChanceTurnovers,AtRimPctBlocked,Charge Fouls,FTOffRebounds,OffFTReboundPct,Travels,SecondChanceCorner3FGA,LostBallOutOfBoundsTurnovers,SecondChanceCorner3Frequency,Blocked3s,BlockedArc3,SecondChanceCorner3FGM,PenaltyCorner3FGM,StepOutOfBoundsTurnovers,ThreePtShootingFoulsDrawn,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,PenaltyCorner3Accuracy,ThreePtShootingFoulsDrawnPct,Charge Fouls Drawn,BlockedLongMidRange,OffensiveGoaltends,Corner3PctBlocked,BlockedCorner3,3pt And 1 Free Throw Trips,Clear Path Fouls,team_id,year,season,team_vs
101108-101155-1497-200751-201933,1610612746,"Chris Paul, Ryan Gomes, Chauncey Billups, Randy Foye, Blake Griffin","Paul, Gomes, Billups, Foye, Griffin",101108-101155-1497-200751-201933,LAC,14.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,102.85714285714286,14.0,14.0,1.0,1.0,1.0,0.34185,0.34185,25.9,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612746,2012,2011-12,False
101108-101155-1497-200751-2590,1610612746,"Chris Paul, Ryan Gomes, Chauncey Billups, Randy Foye, Mo Williams","Paul, Gomes, Billups, Foye, Williams",101108-101155-1497-200751-2590,LAC,2.0,1,1.0,1.0,1.0,,,,,,1.0,,720.0,,,,,,,,,1.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612746,2012,2011-12,False
101108-101155-1497-200780-201933,1610612746,"Chris Paul, Ryan Gomes, Chauncey Billups, Solomon Jones, Blake Griffin","Paul, Gomes, Billups, Jones, Griffin",101108-101155-1497-200780-201933,LAC,315.0,1,11.0,2.0,23.0,3.0,1.0,4.0,1.0,3.0,2.0,0.36363636363636365,105.14285714285714,15.727272727272727,13.272727272727273,0.2727272727272727,0.5,0.8181818181818182,0.5894863636363636,0.514925,23.925,0.18181818181818182,1.0,1.0,15.0,14.0,,3.0,2.0,2.0,2.0,,13.0,3.0,,,0.6818181818181818,0.75,0.2,5.0,12.0,1.0,4.0,5.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,4.0,7.0,2.0,1.0,2.0,2.0,1.0,1.0,4.0,4.0,3.0,3.0,2.0,2.0,1.0,3.0,1.0,2.0,7.0,1.0,1.0,1.0,2.0,2.0,5.0,2.0,7.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,0.5,1.0,0.5,0.5714285714285714,0.5,0.6363636363636364,0.5,0.75,0.5,1.0,1.0,1.0,0.3333333333333333,1.0,0.5,1.0,0.4,1.0,1.0,1.0,1.0,1.0,11.833333333333334,11.833333333333334,0.45454545454545453,0.8,0.8,0.5,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.6666666666666666,0.6666666666666666,0.5,1.0,0.5,1.0,1.0,0.6666666666666666,0.7269,0.09090909090909091,0.14285714285714285,0.13333333333333333,4.6571428571428575,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612746,2012,2011-12,False
101108-101155-1497-201599-201933,1610612746,"Chris Paul, Ryan Gomes, Chauncey Billups, DeAndre Jordan, Blake Griffin","Paul, Gomes, Billups, Jordan, Griffin",101108-101155-1497-201599-201933,LAC,558.0,2,18.0,,36.0,2.0,,3.0,,2.0,,0.1875,92.9032258064516,14.777777777777779,14.333333333333334,0.125,,0.625,0.5735375,,24.099999999999998,,6.0,2.0,16.0,10.0,1.0,1.0,4.0,6.0,5.0,,14.0,1.0,,,0.4444444444444444,0.5,0.0625,9.0,18.0,1.0,7.0,7.0,1.0,1.0,3.0,3.0,1.0,,,7.0,13.0,,1.0,1.0,2.0,,,12.0,2.0,,,,6.0,,6.0,,6.0,12.0,,1.0,2.0,10.0,,12.0,1.0,13.0,1.0,,1.0,,1.0,2.0,2.0,1.0,,3.0,1.0,,1.0,1.0,0.8571428571428571,0.8571428571428571,,,,,0.5384615384615384,1.0,0.4375,1.0,,1.0,0.5,,0.8333333333333334,0.16666666666666666,1.0,,0.8571428571428571,0.1111111111111111,,,0.5,1.0,1.0,16.22222222222222,15.722222222222221,0.4375,1.0,1.0,0.8571428571428571,0.1875,0.1875,0.0625,,,,1.0,1.0,,,,0.5799,0.16666666666666666,0.2,0.125,6.961538461538462,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.5,0.3333333333333333,0.8,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612746,2012,2011-12,False
101108-101155-1497-201599-2406,1610612746,"Chris Paul, Ryan Gomes, Chauncey Billups, DeAndre Jordan, Caron Butler","Paul, Gomes, Billups, Jordan, Butler",101108-101155-1497-201599-2406,LAC,408.0,3,12.0,3.0,26.0,4.0,2.0,6.0,2.0,3.0,3.0,0.5454545454545454,91.76470588235294,14.166666666666666,13.916666666666666,0.36363636363636365,1.0,0.7272727272727273,0.54967,0.52065,26.900000000000002,0.25,9.0,4.0,22.0,13.0,2.0,2.0,1.0,3.0,6.0,1.0,20.0,2.0,,1.0,0.7857142857142857,0.25,0.09090909090909091,7.0,14.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,,3.0,5.0,4.0,1.0,2.0,2.0,,,2.0,4.0,12.0,,2.0,1.0,4.0,5.0,2.0,,14.0,1.0,2.0,2.0,3.0,,5.0,3.0,8.0,2.0,,1.0,1.0,,2.0,1.0,,,2.0,,,,,0.3333333333333333,0.5,1.0,0.6666666666666666,,0.8,0.6,0.5,0.8181818181818182,0.5,,0.3333333333333333,0.5,,0.75,1.0,1.0,1.0,0.8333333333333334,1.0,1.0,1.0,,1.0,,17.0,16.142857142857142,0.18181818181818182,0.5,0.5,,0.18181818181818182,0.09090909090909091,0.18181818181818182,0.5,0.5,1.0,1.0,0.5,,,0.6666666666666666,0.62675,0.15384615384615385,0.2857142857142857,0.09090909090909091,7.279999999999999,,2.0,,1.0,,1.0,,,,1.0,0.5,1.0,4.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.5,0.5,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612746,2012,2011-12,False
101108-101155-1497-201599-2501,1610612746,"Chris Paul, Ryan Gomes, Chauncey Billups, DeAndre Jordan, Reggie Evans","Paul, Gomes, Billups, Jordan, Evans",101108-101155-1497-201599-2501,LAC,205.0,1,7.0,5.0,14.0,1.0,1.0,1.0,1.0,1.0,5.0,0.14285714285714285,98.34146341463415,15.857142857142858,15.285714285714286,0.14285714285714285,0.2,0.2857142857142857,0.48195,0.43765,26.4,0.7142857142857143,-4.0,2.0,8.0,12.0,,4.0,1.0,2.0,2.0,,6.0,4.0,,,0.5,0.4,0.5,3.0,7.0,1.0,1.0,1.0,,,2.0,3.0,,,,3.0,6.0,,,,2.0,4.0,,2.0,4.0,,,,1.0,,1.0,,1.0,2.0,,1.0,1.0,,,1.0,1.0,2.0,,,,,,,,,,1.0,,,,,0.3333333333333333,0.3333333333333333,,,,,0.5,,0.42857142857142855,,0.4,1.0,,,,0.3333333333333333,1.0,,1.0,0.25,,,,1.0,,13.428571428571429,13.428571428571429,0.14285714285714285,1.0,1.0,1.0,0.2857142857142857,0.42857142857142855,,,,,,,,,,,0.125,0.14285714285714285,0.25,13.0,,,,,,1.0,,,,1.0,,,,1.0,1.0,,,,,,,,,,,0.5,0.5,,0.3333333333333333,0.3333333333333333,,,,2.0,2.0,2.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612746,2012,2011-12,False
101108-101155-1497-201599-2567,1610612746,"Chris Paul, Ryan Gomes, Chauncey Billups, DeAndre Jordan, Brian Cook","Paul, Gomes, Billups, Jordan, Cook",101108-101155-1497-201599-2567,LAC,47.0,1,2.0,,3.0,,,,,,,,91.91489361702128,14.0,14.0,,,0.5,0.54665,,,,-2.0,,,2.0,,,,,,,,,,,,,,1.0,1.0,,,1.0,,,,1.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.0,19.0,0.5,,,,,0.5,,,,,,,,,,,,,,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612746,2012,2011-12,False
101108-101155-1497-201599-2590,1610612746,"Chris Paul, Ryan Gomes, Chauncey Billups, DeAndre Jordan, Mo Williams","Paul, Gomes, Billups, Jordan, Williams",101108-101155-1497-201599-2590,LAC,128.0,1,4.0,,8.0,,,1.0,,,,0.3333333333333333,90.0,14.75,11.25,,,0.3333333333333333,0.4906333333333333,,23.1,,6.0,3.0,6.0,,,,1.0,3.0,4.0,,5.0,,,,0.6,,,2.0,4.0,1.0,,,,,,2.0,1.0,,,,2.0,1.0,,,1.0,,,,,3.0,,,,1.0,1.0,,,3.0,,1.0,,1.0,,1.0,1.0,2.0,2.0,,,,,,,,,2.0,,,,,,,1.0,1.0,,1.0,,,0.5,,,0.5,,,1.0,0.5,,,1.0,0.5,,,,,,17.25,17.25,,,,,,0.6666666666666666,0.3333333333333333,,,,,,,,,,0.4,0.5,0.16666666666666666,19.25,,2.0,,,1.0,1.0,,,,,,1.0,,,,1.0,,,1.0,,,,,,,,,,,,1.0,1.0,1.0,1.0,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612746,2012,2011-12,False
101108-101155-1497-201933-2406,1610612746,"Chris Paul, Ryan Gomes, Chauncey Billups, Blake Griffin, Caron Butler","Paul, Gomes, Billups, Griffin, Butler",101108-101155-1497-201933-2406,LAC,237.0,2,9.0,6.0,17.0,,,1.0,1.0,,6.0,0.2,103.29113924050633,11.222222222222221,11.222222222222221,,,0.6,0.45913000000000004,0.49888333333333335,24.3,0.6666666666666666,6.0,6.0,14.0,8.0,4.0,8.0,,4.0,6.0,,14.0,8.0,,,0.875,0.8,0.5714285714285714,4.0,8.0,,2.0,2.0,,,1.0,1.0,1.0,,,4.0,4.0,,,,,2.0,,6.0,2.0,,,,3.0,,3.0,,1.0,6.0,,,,3.0,,3.0,,3.0,1.0,,,,,,,,,3.0,,,,,0.75,0.75,,,,,1.0,,0.8,,0.6666666666666666,,,,1.0,,,,1.0,,,,1.0,,,17.0,17.0,0.4,1.0,1.0,0.5,0.2,0.2,0.2,,,,,,,,,,0.375,0.42857142857142855,,6.9,,1.0,,,,,,,,,1.0,1.0,5.0,1.0,1.0,,,,,1.0,,,,,,1.0,1.0,1.0,1.0,1.0,,,,,2.0,,1.0,,2.0,2.0,1.0,1.0,1.0,0.6666666666666666,1.0,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612746,2012,2011-12,False
101108-101155-1497-201933-2501,1610612746,"Chris Paul, Ryan Gomes, Chauncey Billups, Blake Griffin, Reggie Evans","Paul, Gomes, Billups, Griffin, Evans",101108-101155-1497-201933-2501,LAC,50.0,1,1.0,1.0,3.0,,,,,,1.0,,86.39999999999999,20.0,20.0,,,,0.4023,0.4023,,1.0,3.0,1.0,3.0,,1.0,3.0,,,1.0,,3.0,3.0,,,1.0,1.0,1.0,1.0,2.0,,,,,,,1.0,,,,1.0,1.0,,,,,1.0,,,2.0,,,,,,,,,,,,1.0,1.0,,2.0,,2.0,,,,,,,,,1.0,,,,,,,,,,,,1.0,,1.0,,1.0,,,,0.5,,1.0,,0.6666666666666666,,,,1.0,,,15.0,14.5,,,,,,1.0,,,,,,,,,,,,,,19.4,,,,,,,,,,,,,2.0,,1.0,,,,,,,,,1.0,,,,,1.0,1.0,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612746,2012,2011-12,False
