EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,TotalPoss,AtRimFGA,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGA,FG2M,FG2A,Points,OpponentPoints,PenaltyFG2M,PenaltyFG2A,PenaltyPoints,PtsAssisted2s,TwoPtAssists,Assists,ShortMidRangeAssists,AssistPoints,DefThreePtRebounds,DefRebounds,Rebounds,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,DefThreePtReboundPct,DefFGReboundPct,DefArc3ReboundPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,PenaltyAtRimFrequency,AtRimFG3AFrequency,ShotQualityAvg,PenaltyShotQualityAvg,PenaltyPointsPct,Avg2ptShotDistance,PenaltyOffPossPct,SecondChanceOffPoss,AtRimFGM,Arc3FGM,Arc3FGA,SecondChanceArc3FGA,FG3M,FG3A,FtPoints,SecondChanceFG3A,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,ThreePtAssists,Arc3Assists,AtRimAssists,OffTwoPtRebounds,DefTwoPtRebounds,OffRebounds,LiveBallTurnovers,LostBallTurnovers,Turnovers,Fouls,FoulsDrawn,FTA,TwoPtShootingFoulsDrawn,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,FG3APct,LiveBallTurnoverPct,DefTwoPtReboundPct,OffTwoPtReboundPct,OffFGReboundPct,OffLongMidRangeReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,BlocksRecoveredPct,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceArc3Frequency,NonHeaveArc3Accuracy,SecondChanceShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,Avg3ptShotDistance,SecondChanceAtRimFGM,SecondChanceAtRimFGA,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PtsUnassisted2s,PtsPutbacks,Fg2aBlocked,FTDefRebounds,BadPassTurnovers,ShootingFouls,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,FG2APctBlocked,AtRimPctBlocked,DefFTReboundPct,OffShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefCorner3ReboundPct,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChancePointsPct,LongMidRangeFGM,LongMidRangeAssists,NonShootingPenaltyNonTakeFouls,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,PenaltyAtRimFGM,Corner3FGA,SecondChanceCorner3FGA,PenaltyFtPoints,OffThreePtRebounds,Steals,BadPassSteals,LostBallSteals,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,Loose Ball Fouls,NonShootingFoulsDrawn,BlockedShortMidRange,NonShootingPenaltyNonTakeFoulsDrawn,OffThreePtReboundPct,OffAtRimReboundPct,OffCorner3ReboundPct,Corner3Frequency,SecondChanceCorner3Frequency,PenaltyAtRimAccuracy,Corner3FGM,Corner3Assists,Charge Fouls,Charge Fouls Drawn,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,StepOutOfBoundsTurnovers,PenaltyCorner3FGM,PenaltyCorner3FGA,PenaltyArc3FGM,PenaltyArc3FGA,PenaltyFG3M,PenaltyFG3A,SelfOReb,SecondChanceTurnovers,PenaltyTurnovers,Offensive Fouls,Offensive Fouls Drawn,2pt And 1 Free Throw Trips,PenaltyFg3Pct,SelfORebPct,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,SecondChanceFtPoints,BlockingFouls,Defensive 3 Seconds Violations,BadPassOutOfBoundsTurnovers,3SecondViolations,OffArc3ReboundPct,FTOffRebounds,OffFTReboundPct,LongMidRangePctBlocked,Travels,PtsUnassisted3s,Loose Ball Fouls Drawn,ThreePtShootingFoulsDrawn,Blocked3s,BlockedArc3,ThreePtShootingFoulsDrawnPct,Technical Free Throw Trips,ShortMidRangePctBlocked,BlockingFoulsDrawn,SecondChanceAtRimPctAssisted,Fg3aBlocked,Clear Path Fouls,BlockedLongMidRange,DefensiveGoaltends,FG3APctBlocked,Corner3PctBlocked,3pt And 1 Free Throw Trips,SecondChanceArc3FGM,SecondChanceFG3M,BlockedCorner3,SecondChanceFg3Pct,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,HeaveAttempts,Arc3PctBlocked,SecondChanceCorner3FGM,SecondChanceCorner3Accuracy,OffensiveGoaltends,SecondChanceCorner3PctAssisted,HeaveMakes,team_id,year,season,team_vs
101150-1499-1882-201950-202323,1610612755,"Lou Williams, Tony Battie, Elton Brand, Jrue Holiday, Evan Turner","Williams, Battie, Brand, Holiday, Turner",101150-1499-1882-201950-202323,PHI,99.0,1,2.0,-2.0,3.0,3.0,3.0,3.0,6.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,4.0,1.0,3.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,3.0,1.0,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,0.5,1.0,87.27272727272728,13.666666666666666,19.333333333333332,13.666666666666666,13.0,0.3333333333333333,0.3333333333333333,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.47256666666666663,0.47256666666666663,1.0,8.833333333333334,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612755,2012,2011-12,True
101150-1499-1882-201975-2738,1610612755,"Lou Williams, Tony Battie, Elton Brand, Jodie Meeks, Andre Iguodala","Williams, Battie, Brand, Meeks, Iguodala",101150-1499-1882-201975-2738,PHI,207.0,2,3.0,1.0,7.0,6.0,,,13.0,1.0,,,1.0,1.0,1.0,3.0,8.0,7.0,,,,2.0,1.0,2.0,,5.0,1.0,3.0,4.0,8.0,,,1.0,1.0,0.3333333333333333,,0.5,,0.5714285714285714,,1.0,1.0,1.0,90.43478260869564,18.142857142857142,13.333333333333334,16.285714285714285,13.333333333333334,0.2,0.2,,,,0.2,,0.6,0.51474,,,7.3,,1.0,1.0,1.0,2.0,1.0,1.0,2.0,3.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,3.0,4.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.4,1.0,1.0,0.5,0.3333333333333333,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.4,0.5,0.5,1.0,1.0,0.5,0.52575,0.2857142857142857,0.4,25.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612755,2012,2011-12,True
101150-1499-201152-201950-201970,1610612755,"Lou Williams, Tony Battie, Thaddeus Young, Jrue Holiday, Sam Young","Williams, Battie, Young, Holiday, Young",101150-1499-201152-201950-201970,PHI,179.0,1,3.0,-2.0,6.0,6.0,,,12.0,2.0,,,1.0,,1.0,3.0,4.0,6.0,,,,,,,,,1.0,4.0,5.0,2.0,,,,,0.3333333333333333,,0.25,,0.4,,1.0,1.0,,96.53631284916202,18.666666666666668,11.166666666666666,18.666666666666668,11.166666666666666,0.5,0.25,,,,,,0.75,0.492675,,,4.8999999999999995,,1.0,1.0,,1.0,,,1.0,2.0,,,1.0,,,,,1.0,2.0,1.0,2.0,,2.0,1.0,2.0,2.0,1.0,,,,,,,,0.25,1.0,1.0,0.5,0.3333333333333333,,,1.0,,0.5,1.0,,0.25,,,,,,0.6761,0.2,0.25,25.8,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612755,2012,2011-12,True
101150-1499-201152-201950-202323,1610612755,"Lou Williams, Tony Battie, Thaddeus Young, Jrue Holiday, Evan Turner","Williams, Battie, Young, Holiday, Turner",101150-1499-201152-201950-202323,PHI,311.0,3,5.0,-1.0,11.0,12.0,,4.0,23.0,2.0,,,1.0,4.0,3.0,7.0,13.0,14.0,,,,4.0,2.0,3.0,,7.0,,5.0,6.0,13.0,,,0.6666666666666666,0.6666666666666666,0.42857142857142855,,0.5625,,0.65,,,0.625,,106.49517684887459,15.272727272727273,11.916666666666666,14.727272727272727,11.5,0.25,0.125,,,,0.5,,0.375,0.4642625,,,13.200000000000001,,1.0,1.0,1.0,1.0,,1.0,1.0,4.0,,3.0,1.0,1.0,1.0,1.0,,1.0,5.0,1.0,2.0,1.0,2.0,3.0,3.0,4.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.125,1.0,0.7142857142857143,0.25,0.25,0.5,0.75,,1.0,0.5,1.0,,0.125,1.0,1.0,1.0,,1.0,0.477,0.2,0.2222222222222222,24.6,,1.0,,1.0,,2.0,,1.0,,1.0,2.0,,,,0.14285714285714285,0.5,,,1.0,,1.0,,,2.0,2.0,1.0,0.5,0.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612755,2012,2011-12,True
101150-1499-201152-201950-2738,1610612755,"Lou Williams, Tony Battie, Thaddeus Young, Jrue Holiday, Andre Iguodala","Williams, Battie, Young, Holiday, Iguodala",101150-1499-201152-201950-2738,PHI,618.0,8,10.0,,18.0,20.0,4.0,6.0,38.0,9.0,2.0,2.0,3.0,4.0,8.0,16.0,22.0,22.0,2.0,3.0,7.0,6.0,3.0,4.0,,9.0,1.0,5.0,9.0,18.0,7.0,4.0,0.375,0.42857142857142855,0.5,0.6666666666666666,0.475,0.6666666666666666,0.5,0.7,1.0,0.625,,88.54368932038834,18.72222222222222,14.05,16.77777777777778,13.25,0.45,0.15,0.6666666666666666,0.6666666666666666,,0.2,0.6666666666666666,0.65,0.5376425,0.5378,0.3181818181818182,6.5125,0.2222222222222222,2.0,6.0,1.0,2.0,,1.0,4.0,3.0,1.0,3.0,2.0,1.0,1.0,1.0,3.0,3.0,4.0,4.0,,,1.0,3.0,4.0,4.0,1.0,2.0,,2.0,,1.0,0.25,0.25,0.2,,0.5714285714285714,0.375,0.36363636363636365,0.5,,0.4,,0.6666666666666666,0.6666666666666666,0.5,0.1,0.5,0.5,1.0,,0.5,0.5281333333333333,0.047619047619047616,0.058823529411764705,24.225,2.0,2.0,2.0,3.0,4.0,10.0,2.0,,,,2.0,0.6666666666666666,0.5,0.5,,,,,1.0,1.0,0.5,1.0,0.18181818181818182,,,,,,,1.0,2.0,1.0,3.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,0.3333333333333333,0.3333333333333333,0.5,0.1,0.25,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612755,2012,2011-12,True
101150-1499-201152-201950-2804,1610612755,"Lou Williams, Tony Battie, Thaddeus Young, Jrue Holiday, Andres Nocioni","Williams, Battie, Young, Holiday, Nocioni",101150-1499-201152-201950-2804,PHI,257.0,1,4.0,-4.0,7.0,8.0,,,15.0,,,,1.0,4.0,1.0,5.0,5.0,9.0,,,,2.0,1.0,2.0,,5.0,,4.0,4.0,5.0,,,1.0,1.0,0.2,,0.4166666666666667,,0.4166666666666667,,,1.0,,84.04669260700389,18.0,16.375,18.0,16.375,,0.16666666666666666,,,,0.6666666666666666,,0.16666666666666666,0.43651666666666666,,,16.880000000000003,,,,,,,1.0,1.0,,,3.0,,,1.0,,,,3.0,,,,1.0,3.0,2.0,,,,,,,1.0,1.0,1.0,0.16666666666666666,,1.0,,,,,1.0,,,,,,,,,,,,,,24.2,,,,,,,,,1.0,,1.0,,,,,,1.0,,1.0,,,,,1.0,1.0,,0.25,0.25,1.0,,1.0,,,,,,,1.0,,,,,,,,,0.16666666666666666,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612755,2012,2011-12,True
101150-1499-201152-201970-201975,1610612755,"Lou Williams, Tony Battie, Thaddeus Young, Sam Young, Jodie Meeks","Williams, Battie, Young, Young, Meeks",101150-1499-201152-201970-201975,PHI,149.0,1,2.0,-3.0,6.0,5.0,,,11.0,3.0,,,,,2.0,3.0,4.0,7.0,,,,,,,,,,1.0,1.0,4.0,,,,,0.6666666666666666,,0.5,,0.5,,,1.0,,106.30872483221476,12.666666666666666,14.6,12.333333333333334,14.6,0.75,,,,,,,1.0,0.5609625,,,2.6999999999999997,,1.0,2.0,,1.0,,,1.0,,,,1.0,,,,,,1.0,,,,1.0,1.0,,,,1.0,,1.0,1.0,,,,0.25,,1.0,,,,,1.0,1.0,0.6666666666666666,0.6666666666666666,,0.25,,,,,,,,,24.9,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612755,2012,2011-12,True
101150-1499-201152-201975-202323,1610612755,"Lou Williams, Tony Battie, Thaddeus Young, Jodie Meeks, Evan Turner","Williams, Battie, Young, Meeks, Turner",101150-1499-201152-201975-202323,PHI,1444.0,7,24.0,3.0,42.0,45.0,10.0,4.0,87.0,14.0,3.0,,7.0,8.0,12.0,29.0,48.0,45.0,1.0,4.0,11.0,14.0,7.0,13.0,,32.0,5.0,16.0,22.0,42.0,11.0,10.0,0.5833333333333334,0.6363636363636364,0.41379310344827586,0.25,0.525,0.55,0.5333333333333333,0.55,0.625,0.6521739130434783,0.5,86.7590027700831,16.285714285714285,16.88888888888889,16.0,16.4,0.35,0.175,,,,0.2,0.3,0.625,0.48785749999999994,0.48211000000000004,0.22916666666666666,8.124137931034483,0.23809523809523808,5.0,7.0,5.0,9.0,,6.0,11.0,6.0,,18.0,9.0,5.0,6.0,5.0,4.0,6.0,10.0,6.0,2.0,,4.0,6.0,11.0,11.0,5.0,,,,,1.0,0.5454545454545454,0.5454545454545454,0.275,0.5,0.6666666666666666,0.35294117647058826,0.2857142857142857,,0.3333333333333333,0.7142857142857143,,0.5,0.5833333333333334,0.5714285714285714,0.225,0.5555555555555556,0.5555555555555556,1.0,,0.5555555555555556,0.521475,0.11363636363636363,0.15151515151515152,25.472727272727273,2.0,2.0,3.0,4.0,6.0,10.0,2.0,2.0,1.0,2.0,1.0,0.75,0.75,0.6,0.06896551724137931,0.14285714285714285,1.0,0.42857142857142855,0.8,1.0,0.5,1.0,0.125,5.0,3.0,,0.625,0.625,0.6,1.0,2.0,,,,4.0,1.0,3.0,2.0,,2.0,1.0,,,,0.42857142857142855,,0.05,,0.3333333333333333,1.0,1.0,,1.0,0.5,0.5,1.0,,1.0,1.0,2.0,5.0,3.0,6.0,1.0,1.0,1.0,2.0,1.0,1.0,0.5,0.05263157894736842,0.1,1.0,0.5,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612755,2012,2011-12,True
101150-1499-201152-201975-2738,1610612755,"Lou Williams, Tony Battie, Thaddeus Young, Jodie Meeks, Andre Iguodala","Williams, Battie, Young, Meeks, Iguodala",101150-1499-201152-201975-2738,PHI,696.0,7,12.0,-3.0,21.0,20.0,1.0,4.0,41.0,3.0,,1.0,3.0,8.0,7.0,14.0,19.0,22.0,,,,10.0,5.0,5.0,1.0,10.0,3.0,9.0,10.0,18.0,,1.0,0.7142857142857143,0.7142857142857143,0.5,,0.4375,,0.5,,1.0,0.75,1.0,84.82758620689656,16.333333333333332,17.65,16.285714285714285,17.05,0.1875,0.1875,0.3333333333333333,0.3333333333333333,1.0,0.5,,0.3125,0.44098125,0.29925,,12.12857142857143,0.047619047619047616,1.0,2.0,,1.0,,,2.0,5.0,,,1.0,,,,1.0,1.0,6.0,1.0,2.0,,3.0,2.0,6.0,6.0,3.0,1.0,,1.0,1.0,,,,0.125,0.6666666666666666,0.6666666666666666,0.14285714285714285,0.14285714285714285,,0.5,0.75,1.0,0.6666666666666666,1.0,0.5,0.0625,,,,,,,0.15789473684210525,0.17647058823529413,24.85,,,,,1.0,4.0,,1.0,,2.0,2.0,,,0.5,0.07142857142857142,0.3333333333333333,,0.5,0.6666666666666666,1.0,,,0.05263157894736842,4.0,3.0,,0.5,0.5,0.75,,1.0,,,,,,,1.0,,,,1.0,,,,,0.0625,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,1.0,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612755,2012,2011-12,True
101150-1499-201152-202323-2738,1610612755,"Lou Williams, Tony Battie, Thaddeus Young, Evan Turner, Andre Iguodala","Williams, Battie, Young, Turner, Iguodala",101150-1499-201152-202323-2738,PHI,333.0,3,6.0,-2.0,12.0,11.0,,5.0,23.0,3.0,,,,2.0,2.0,5.0,8.0,10.0,,,,4.0,2.0,2.0,,4.0,,4.0,5.0,8.0,,,1.0,1.0,0.4,,0.25,,0.4,,,1.0,,99.45945945945947,16.5,12.272727272727273,15.0,12.272727272727273,0.375,,,,,0.25,,0.75,0.5809625,,,7.58,,1.0,2.0,,2.0,,,3.0,4.0,,,2.0,,,,2.0,,3.0,1.0,1.0,,3.0,4.0,3.0,4.0,2.0,,,,,,,,0.375,0.3333333333333333,1.0,,0.16666666666666666,,,1.0,,0.6666666666666666,0.6666666666666666,1.0,0.25,,,,,,,0.2,0.2857142857142857,24.733333333333334,,,,,,,,,1.0,1.0,3.0,,,,,,1.0,,1.0,,,,,,,1.0,,,,,1.0,,,1.0,,,,2.0,,,,,,0.3333333333333333,,,0.125,,,,,,,,,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,1.0,1.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612755,2012,2011-12,True
